,team,playerName,CoverageType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
132,ARI,Andy Isabella,Cover 0,1.3,0,1,2.3,2.0,1.15
134,ATL,Anthony Firkser,Cover 0,0.4,0,1,1.4,10.0,0.13999999999999999
135,ATL,Anthony Firkser,Cover 1,2.9000000000000004,0,5,7.9,62.0,0.12741935483870967
136,ATL,Anthony Firkser,Cover 2,10.9,0,11,21.9,51.0,0.4294117647058823
137,ATL,Anthony Firkser,Cover 3,5.9,0,7,12.9,51.0,0.2529411764705882
138,ATL,Anthony Firkser,Cover 4,4.5,0,4,8.5,28.0,0.30357142857142855
139,ATL,Anthony Firkser,Man Cover 2,1.4,0,2,3.4,17.0,0.19999999999999998
143,PIT,Anthony McFarland Jr.,Prevent,1.1,0,1,2.1,2.0,1.05
150,CLE,Anthony Schwartz,Combination,0.0,0,0,0.0,1.0,0.0
151,CLE,Anthony Schwartz,Cover 0,0.0,0,0,0.0,2.0,0.0
153,CLE,Anthony Schwartz,Cover 2,1.6,0,1,2.6,14.0,0.18571428571428572
156,CLE,Anthony Schwartz,Man Cover 2,0.0,0,0,0.0,10.0,0.0
158,ARI,Antoine Wesley,Combination,0.0,0,0,0.0,2.0,0.0
159,ARI,Antoine Wesley,Cover 0,0.7000000000000001,0,1,1.7000000000000002,7.0,0.24285714285714288
160,ARI,Antoine Wesley,Cover 1,6.4,6,5,17.4,47.0,0.3702127659574468
161,ARI,Antoine Wesley,Cover 2,1.6,0,3,4.6,43.0,0.10697674418604651
164,ARI,Antoine Wesley,Cover 6,0.0,0,0,0.0,12.0,0.0
167,WAS,Antonio Gibson,Cover 1,6.800000000000001,0,6,12.799999999999999,42.0,0.30476190476190473
168,WAS,Antonio Gibson,Cover 2,2.2,0,2,4.2,20.0,0.21000000000000002
169,WAS,Antonio Gibson,Cover 3,5.0,0,11,16.0,59.0,0.2711864406779661
173,WAS,Antonio Gibson,Screen,11.8,6,16,33.800000000000004,27.0,1.251851851851852
178,IND,Ashton Dulin,Cover 6,2.4000000000000004,0,2,4.4,8.0,0.55
179,IND,Ashton Dulin,Man Cover 2,0.0,0,0,0.0,2.0,0.0
180,IND,Ashton Dulin,Screen,0.8,0,4,4.8,8.0,0.6
184,LAC,Austin Ekeler,Combination,1.4000000000000001,0,1,2.4000000000000004,2.0,1.2000000000000002
185,LAC,Austin Ekeler,Cover 1,9.0,12,7,28.0,90.0,0.3111111111111111
186,LAC,Austin Ekeler,Cover 2,11.0,6,10,27.0,45.0,0.6
187,LAC,Austin Ekeler,Cover 3,8.200000000000001,6,12,26.2,101.0,0.2594059405940594
188,LAC,Austin Ekeler,Cover 4,7.800000000000002,0,9,16.8,47.0,0.3574468085106383
189,LAC,Austin Ekeler,Cover 6,4.300000000000001,0,7,11.300000000000002,14.0,0.8071428571428573
190,LAC,Austin Ekeler,Man Cover 2,4.1000000000000005,0,3,7.1000000000000005,22.0,0.32272727272727275
191,LAC,Austin Ekeler,Screen,16.299999999999997,12,17,45.30000000000001,22.0,2.0590909090909095
193,TEN,Austin Hooper,Cover 0,0.0,0,0,0.0,4.0,0.0
194,TEN,Austin Hooper,Cover 1,6.1000000000000005,0,6,12.1,73.0,0.16575342465753423
195,TEN,Austin Hooper,Cover 2,1.4000000000000001,0,2,3.4000000000000004,30.0,0.11333333333333334
196,TEN,Austin Hooper,Cover 3,11.0,6,14,31.000000000000007,80.0,0.38750000000000007
197,TEN,Austin Hooper,Cover 4,4.200000000000001,0,6,10.2,31.0,0.3290322580645161
198,TEN,Austin Hooper,Cover 6,1.1,0,1,2.1,4.0,0.525
199,TEN,Austin Hooper,Man Cover 2,1.8000000000000003,0,2,3.8000000000000003,20.0,0.19
200,TEN,Austin Hooper,Prevent,0.0,0,0,0.0,2.0,0.0
201,TEN,Austin Hooper,Screen,7.9,0,5,12.9,16.0,0.80625
205,LAR,Ben Skowronek,Cover 2,8.600000000000001,0,5,13.600000000000001,11.0,1.2363636363636366
208,LAR,Ben Skowronek,Man Cover 2,0.0,0,0,0.0,8.0,0.0
216,KC,Blake Bell,Cover 6,0.4,0,1,1.4,3.0,0.4666666666666666
217,KC,Blake Bell,Screen,3.8,0,4,7.8,5.0,1.56
221,PHI,Boston Scott,Screen,2.4000000000000004,0,6,8.399999999999999,9.0,0.9333333333333331
222,HOU,Brandin Cooks,Combination,1.0,0,1,2.0,3.0,0.6666666666666666
223,HOU,Brandin Cooks,Cover 0,1.2000000000000002,0,2,3.2,13.0,0.24615384615384617
224,HOU,Brandin Cooks,Cover 1,22.200000000000003,6,19,47.199999999999996,107.0,0.44112149532710276
225,HOU,Brandin Cooks,Cover 2,15.4,0,9,24.400000000000002,60.0,0.4066666666666667
226,HOU,Brandin Cooks,Cover 3,32.2,6,21,59.19999999999999,130.0,0.4553846153846153
227,HOU,Brandin Cooks,Cover 4,16.7,6,14,36.7,78.0,0.47051282051282056
228,HOU,Brandin Cooks,Cover 6,2.2,6,3,11.2,24.0,0.4666666666666666
229,HOU,Brandin Cooks,Man Cover 2,2.2,0,2,4.2,25.0,0.168
230,HOU,Brandin Cooks,Prevent,4.500000000000001,0,4,8.5,10.0,0.85
231,HOU,Brandin Cooks,Screen,11.099999999999998,6,15,32.1,40.0,0.8025
232,SF,Brandon Aiyuk,Cover 0,0.8,6,1,7.8,11.0,0.7090909090909091
233,SF,Brandon Aiyuk,Cover 1,20.3,0,14,34.300000000000004,100.0,0.343
234,SF,Brandon Aiyuk,Cover 2,15.499999999999998,0,9,24.5,62.0,0.3951612903225806
235,SF,Brandon Aiyuk,Cover 3,32.800000000000004,6,20,58.800000000000004,124.0,0.4741935483870968
236,SF,Brandon Aiyuk,Cover 4,12.9,0,6,18.900000000000002,69.0,0.2739130434782609
237,SF,Brandon Aiyuk,Cover 6,2.7,0,1,3.7,17.0,0.21764705882352942
238,SF,Brandon Aiyuk,Man Cover 2,1.1,6,1,8.1,23.0,0.3521739130434782
240,SF,Brandon Aiyuk,Other,0.0,0,0,0.0,1.0,0.0
241,SF,Brandon Aiyuk,Screen,3.0,0,9,12.000000000000002,25.0,0.4800000000000001
243,LV,Brandon Bolden,Cover 1,6.3,0,4,10.3,56.0,0.18392857142857144
245,LV,Brandon Bolden,Cover 3,9.500000000000002,0,10,19.500000000000004,33.0,0.590909090909091
246,LV,Brandon Bolden,Cover 4,5.300000000000001,0,7,12.3,38.0,0.3236842105263158
247,LV,Brandon Bolden,Cover 6,0.30000000000000004,0,1,1.3,5.0,0.26
248,LV,Brandon Bolden,Man Cover 2,3.1000000000000005,6,3,12.100000000000001,21.0,0.5761904761904763
250,LV,Brandon Bolden,Screen,17.599999999999998,6,18,41.6,19.0,2.1894736842105265
252,CAR,Brandon Zylstra,Cover 1,10.600000000000001,0,6,16.6,41.0,0.40487804878048783
256,CAR,Brandon Zylstra,Prevent,0.0,0,0,0.0,5.0,0.0
258,NYJ,Braxton Berrios,Cover 0,1.4000000000000001,6,2,9.4,7.0,1.342857142857143
259,NYJ,Braxton Berrios,Cover 1,6.800000000000001,0,8,14.8,71.0,0.2084507042253521
260,NYJ,Braxton Berrios,Cover 2,4.9,0,4,8.9,38.0,0.23421052631578948
261,NYJ,Braxton Berrios,Cover 3,9.9,6,11,26.9,58.0,0.46379310344827585
263,NYJ,Braxton Berrios,Man Cover 2,0.0,0,0,0.0,7.0,0.0
264,NYJ,Braxton Berrios,Other,4.6000000000000005,0,1,5.6000000000000005,1.0,5.6000000000000005
265,NYJ,Braxton Berrios,Prevent,1.1,0,1,2.1,2.0,1.05
266,NYJ,Braxton Berrios,Screen,8.0,0,15,23.0,24.0,0.9583333333333334
271,TB,Breshad Perriman,Cover 6,2.4000000000000004,0,1,3.4000000000000004,3.0,1.1333333333333335
272,TB,Breshad Perriman,Man Cover 2,0.5,0,1,1.5,5.0,0.3
274,HOU,Brevin Jordan,Cover 0,1.3,6,1,8.3,3.0,2.766666666666667
275,HOU,Brevin Jordan,Cover 1,2.3000000000000003,0,3,5.300000000000001,28.0,0.1892857142857143
279,HOU,Brevin Jordan,Cover 6,0.7,0,2,2.7,10.0,0.27
287,ATL,Bryan Edwards,Cover 0,1.2000000000000002,0,1,2.2,10.0,0.22000000000000003
288,ATL,Bryan Edwards,Cover 1,28.60000000000001,12,16,56.6,118.0,0.47966101694915253
289,ATL,Bryan Edwards,Cover 2,7.1000000000000005,6,3,16.099999999999998,46.0,0.35
290,ATL,Bryan Edwards,Cover 3,16.1,0,10,26.100000000000005,147.0,0.1775510204081633
291,ATL,Bryan Edwards,Cover 4,2.3,0,2,4.3,81.0,0.053086419753086415
293,ATL,Bryan Edwards,Man Cover 2,5.7,0,3,8.7,38.0,0.22894736842105262
294,ATL,Bryan Edwards,Screen,2.2,6,3,11.2,7.0,1.5999999999999999
295,LAR,Brycen Hopkins,Combination,0.9,0,1,1.9,1.0,1.9
298,CHI,Byron Pringle,Combination,2.6,0,2,4.6,3.0,1.5333333333333332
300,CHI,Byron Pringle,Cover 1,1.8,0,3,4.8,56.0,0.08571428571428572
301,CHI,Byron Pringle,Cover 2,17.400000000000006,6,14,37.400000000000006,48.0,0.7791666666666668
302,CHI,Byron Pringle,Cover 3,19.6,12,16,47.60000000000001,99.0,0.4808080808080809
303,CHI,Byron Pringle,Cover 4,10.3,0,10,20.3,62.0,0.3274193548387097
304,CHI,Byron Pringle,Cover 6,1.0,0,1,2.0,15.0,0.13333333333333333
305,CHI,Byron Pringle,Man Cover 2,7.400000000000001,6,4,17.4,46.0,0.3782608695652174
317,MIN,C.J. Ham,Cover 4,2.0,0,4,6.0,6.0,1.0
322,NYJ,C.J. Uzomah,Cover 1,15.899999999999999,24,7,46.900000000000006,101.0,0.46435643564356444
323,NYJ,C.J. Uzomah,Cover 2,12.5,0,13,25.500000000000004,77.0,0.3311688311688312
324,NYJ,C.J. Uzomah,Cover 3,8.500000000000002,0,15,23.499999999999996,100.0,0.23499999999999996
325,NYJ,C.J. Uzomah,Cover 4,10.0,0,10,20.000000000000004,68.0,0.2941176470588236
326,NYJ,C.J. Uzomah,Cover 6,2.6,0,5,7.6000000000000005,22.0,0.34545454545454546
327,NYJ,C.J. Uzomah,Man Cover 2,2.0,0,2,4.0,26.0,0.15384615384615385
329,NYJ,C.J. Uzomah,Other,3.2,0,1,4.2,2.0,2.1
330,NYJ,C.J. Uzomah,Prevent,3.2,0,1,4.2,1.0,4.2
331,NYJ,C.J. Uzomah,Screen,3.8,0,6,9.799999999999999,10.0,0.9799999999999999
340,WAS,Cam Sims,Combination,0.7000000000000001,0,1,1.7000000000000002,3.0,0.5666666666666668
341,WAS,Cam Sims,Cover 0,1.3,0,1,2.3,3.0,0.7666666666666666
346,WAS,Cam Sims,Cover 6,1.8,0,1,2.8,5.0,0.5599999999999999
348,WAS,Cam Sims,Prevent,0.0,0,0,0.0,6.0,0.0
352,TB,Cameron Brate,Combination,1.8,0,1,2.8,1.0,2.8
353,TB,Cameron Brate,Cover 1,6.400000000000001,6,7,19.4,77.0,0.2519480519480519
354,TB,Cameron Brate,Cover 2,0.8,0,1,1.8,31.0,0.05806451612903226
355,TB,Cameron Brate,Cover 3,8.0,0,11,19.0,68.0,0.27941176470588236
356,TB,Cameron Brate,Cover 4,5.2,0,5,10.2,37.0,0.27567567567567564
357,TB,Cameron Brate,Cover 6,0.0,0,0,0.0,8.0,0.0
358,TB,Cameron Brate,Man Cover 2,0.9,0,1,1.9,25.0,0.076
359,TB,Cameron Brate,Screen,3.3000000000000007,0,4,7.3,12.0,0.6083333333333333
361,DAL,CeeDee Lamb,Cover 0,4.4,12,2,18.4,16.0,1.15
362,DAL,CeeDee Lamb,Cover 1,20.1,18,11,49.09999999999999,119.0,0.4126050420168066
363,DAL,CeeDee Lamb,Cover 2,9.1,0,10,19.1,85.0,0.2247058823529412
364,DAL,CeeDee Lamb,Cover 3,49.900000000000006,0,31,80.89999999999999,139.0,0.5820143884892086
365,DAL,CeeDee Lamb,Cover 4,12.700000000000001,0,9,21.700000000000003,70.0,0.31000000000000005
366,DAL,CeeDee Lamb,Cover 6,3.7,0,4,7.7,12.0,0.6416666666666667
367,DAL,CeeDee Lamb,Man Cover 2,9.3,0,5,14.299999999999999,20.0,0.715
369,DAL,CeeDee Lamb,Prevent,3.4000000000000004,0,1,4.4,1.0,4.4
370,DAL,CeeDee Lamb,Screen,8.600000000000001,0,10,18.6,24.0,0.775
375,PIT,Chase Claypool,Cover 0,4.9,0,2,6.9,9.0,0.7666666666666667
376,PIT,Chase Claypool,Cover 1,20.7,0,14,34.7,87.0,0.39885057471264374
377,PIT,Chase Claypool,Cover 2,10.200000000000001,6,7,23.2,82.0,0.28292682926829266
378,PIT,Chase Claypool,Cover 3,15.700000000000001,6,13,34.7,112.0,0.3098214285714286
379,PIT,Chase Claypool,Cover 4,19.600000000000005,0,11,30.600000000000005,58.0,0.5275862068965518
380,PIT,Chase Claypool,Cover 6,0.8,0,1,1.8,18.0,0.1
381,PIT,Chase Claypool,Man Cover 2,12.100000000000001,0,5,17.1,45.0,0.38
383,PIT,Chase Claypool,Prevent,0.7000000000000001,0,1,1.7000000000000002,7.0,0.24285714285714288
384,PIT,Chase Claypool,Screen,3.2,0,7,10.200000000000001,30.0,0.34
385,MIA,Chase Edmonds,Cover 0,3.2,0,3,6.2,4.0,1.55
386,MIA,Chase Edmonds,Cover 1,0.4,0,4,4.3999999999999995,46.0,0.09565217391304347
387,MIA,Chase Edmonds,Cover 2,5.4,0,8,13.400000000000002,36.0,0.3722222222222223
389,MIA,Chase Edmonds,Cover 4,3.6,0,4,7.6,29.0,0.26206896551724135
390,MIA,Chase Edmonds,Cover 6,0.4,0,1,1.4,8.0,0.175
391,MIA,Chase Edmonds,Man Cover 2,2.0,0,2,4.0,5.0,0.8
392,MIA,Chase Edmonds,Screen,11.700000000000003,0,13,24.700000000000003,24.0,1.0291666666666668
397,HOU,Chris Conley,Combination,0.6000000000000001,0,1,1.6,2.0,0.8
398,HOU,Chris Conley,Cover 1,10.200000000000001,0,6,16.2,67.0,0.2417910447761194
400,HOU,Chris Conley,Cover 3,18.800000000000004,12,9,39.8,68.0,0.5852941176470587
401,HOU,Chris Conley,Cover 4,1.3,0,1,2.3,51.0,0.045098039215686274
402,HOU,Chris Conley,Cover 6,0.0,0,0,0.0,18.0,0.0
404,HOU,Chris Conley,Prevent,0.8,0,1,1.8,6.0,0.3
405,HOU,Chris Conley,Screen,1.1,0,4,5.1000000000000005,13.0,0.39230769230769236
411,CIN,Chris Evans,Man Cover 2,0.0,0,0,0.0,6.0,0.0
412,CIN,Chris Evans,Prevent,1.2000000000000002,0,1,2.2,1.0,2.2
413,CIN,Chris Evans,Screen,2.5,0,4,6.5,7.0,0.9285714285714286
415,TB,Chris Godwin,Cover 0,2.2,0,3,5.2,6.0,0.8666666666666667
416,TB,Chris Godwin,Cover 1,28.900000000000002,0,17,45.900000000000006,116.0,0.39568965517241383
417,TB,Chris Godwin,Cover 2,9.899999999999999,0,8,17.900000000000002,65.0,0.2753846153846154
418,TB,Chris Godwin,Cover 3,18.0,0,14,32.00000000000001,117.0,0.2735042735042736
419,TB,Chris Godwin,Cover 4,8.5,0,8,16.5,63.0,0.2619047619047619
420,TB,Chris Godwin,Cover 6,4.0,0,2,6.0,15.0,0.4
421,TB,Chris Godwin,Man Cover 2,15.200000000000003,6,8,29.200000000000003,49.0,0.5959183673469388
422,TB,Chris Godwin,Screen,25.400000000000013,6,35,66.39999999999999,48.0,1.383333333333333
427,HOU,Chris Moore,Combination,2.7,0,1,3.7,1.0,3.7
432,HOU,Chris Moore,Other,2.8000000000000003,6,1,9.8,1.0,9.8
433,HOU,Chris Moore,Screen,3.6,0,11,14.600000000000001,16.0,0.9125000000000001
438,JAX,Christian Kirk,Cover 0,6.1,6,2,14.1,17.0,0.8294117647058823
439,JAX,Christian Kirk,Cover 1,14.600000000000001,12,6,32.6,96.0,0.33958333333333335
440,JAX,Christian Kirk,Cover 2,15.300000000000002,0,11,26.299999999999997,81.0,0.32469135802469135
441,JAX,Christian Kirk,Cover 3,29.6,0,27,56.6,132.0,0.4287878787878788
442,JAX,Christian Kirk,Cover 4,23.0,6,18,46.99999999999999,70.0,0.6714285714285714
443,JAX,Christian Kirk,Cover 6,4.700000000000001,0,2,6.700000000000001,29.0,0.23103448275862074
444,JAX,Christian Kirk,Man Cover 2,2.0,0,1,3.0,17.0,0.17647058823529413
446,JAX,Christian Kirk,Other,0.6000000000000001,0,1,1.6,1.0,1.6
447,JAX,Christian Kirk,Prevent,0.6000000000000001,0,1,1.6,3.0,0.5333333333333333
448,JAX,Christian Kirk,Screen,2.8000000000000007,0,12,14.8,33.0,0.4484848484848485
450,CAR,Christian McCaffrey,Cover 1,7.200000000000001,0,9,16.200000000000003,29.0,0.5586206896551725
451,CAR,Christian McCaffrey,Cover 2,4.4,0,4,8.4,14.0,0.6
452,CAR,Christian McCaffrey,Cover 3,10.9,6,14,30.9,29.0,1.0655172413793104
454,CAR,Christian McCaffrey,Cover 6,1.1,0,2,3.0999999999999996,5.0,0.6199999999999999
455,CAR,Christian McCaffrey,Man Cover 2,4.9,0,2,6.9,6.0,1.1500000000000001
456,CAR,Christian McCaffrey,Screen,4.8,0,8,12.799999999999999,10.0,1.2799999999999998
458,CAR,Chuba Hubbard,Cover 2,3.8,0,6,9.8,21.0,0.4666666666666667
459,CAR,Chuba Hubbard,Cover 3,4.4,0,8,12.4,33.0,0.3757575757575758
461,CAR,Chuba Hubbard,Cover 6,3.6000000000000005,0,2,5.6000000000000005,2.0,2.8000000000000003
463,CAR,Chuba Hubbard,Prevent,0.0,0,0,0.0,2.0,0.0
464,CAR,Chuba Hubbard,Screen,3.7000000000000006,6,6,15.7,14.0,1.1214285714285714
466,KC,Clyde Edwards-Helaire,Cover 2,3.0,0,4,7.0,13.0,0.5384615384615384
469,KC,Clyde Edwards-Helaire,Screen,5.200000000000001,12,8,25.200000000000003,13.0,1.9384615384615387
478,CHI,Cole Kmet,Combination,0.2,0,1,1.2,4.0,0.3
479,CHI,Cole Kmet,Cover 0,0.6000000000000001,0,1,1.6,12.0,0.13333333333333333
480,CHI,Cole Kmet,Cover 1,11.100000000000001,0,10,21.1,75.0,0.2813333333333334
481,CHI,Cole Kmet,Cover 2,10.6,0,10,20.599999999999998,50.0,0.412
482,CHI,Cole Kmet,Cover 3,18.099999999999998,0,15,33.099999999999994,130.0,0.2546153846153846
483,CHI,Cole Kmet,Cover 4,6.100000000000001,0,8,14.1,95.0,0.14842105263157895
484,CHI,Cole Kmet,Cover 6,4.4,0,2,6.4,14.0,0.4571428571428572
485,CHI,Cole Kmet,Man Cover 2,1.8,0,2,3.8,17.0,0.22352941176470587
487,CHI,Cole Kmet,Prevent,2.0,0,2,4.0,10.0,0.4
488,CHI,Cole Kmet,Screen,3.4000000000000004,0,5,8.4,13.0,0.6461538461538462
490,NYG,Collin Johnson,Cover 1,1.3,0,1,2.3,24.0,0.09583333333333333
491,NYG,Collin Johnson,Cover 2,1.7000000000000002,0,3,4.7,17.0,0.27647058823529413
497,LAR,Cooper Kupp,Cover 0,6.700000000000001,12,4,22.700000000000003,10.0,2.2700000000000005
498,LAR,Cooper Kupp,Cover 1,58.8,24,32,114.80000000000001,100.0,1.1480000000000001
499,LAR,Cooper Kupp,Cover 2,23.7,18,17,58.699999999999996,75.0,0.7826666666666666
500,LAR,Cooper Kupp,Cover 3,50.99999999999999,18,33,102.0,141.0,0.723404255319149
