team,playerName,0/1 Step,3 Step,5 Step,7 Step
LAR,Cooper Kupp,2.00625,2.9552631578947364,2.764,3.2944444444444447
LAR,Tyler Higbee,1.1444444444444446,2.4066666666666667,1.9266666666666663,2.3285714285714287
LAR,Van Jefferson,1.7600000000000002,1.646153846153846,1.6590909090909098,3.5222222222222235
LV,Brandon Bolden,2.1,,1.4923076923076926,0.9666666666666668
LV,Darren Waller,1.846666666666667,1.7352941176470589,1.5050000000000003,1.9
LV,Davante Adams,1.8833333333333333,2.1485294117647062,1.8138888888888893,3.7375
LV,Demarcus Robinson,1.2000000000000002,1.847058823529412,2.914285714285714,4.866666666666667
LV,Foster Moreau,1.1777777777777778,3.4153846153846152,1.4500000000000002,1.2666666666666666
LV,Hunter Renfrow,1.965,2.286046511627907,2.285185185185185,2.4625
LV,Josh Jacobs,1.6083333333333332,1.385185185185185,1.7066666666666666,2.0
LV,Keelan Cole,1.3363636363636362,2.186666666666667,1.1842105263157894,1.525
LV,Kenyan Drake,1.4444444444444442,,1.6285714285714286,
LV,Mack Hollins,,,1.2375,1.0
MIA,Alec Ingold,,,,1.7
MIA,Chase Edmonds,,1.28,1.28,1.5666666666666669
MIA,Durham Smythe,,,,0.7666666666666666
MIA,Jaylen Waddle,1.1545454545454543,1.6023809523809522,1.9633333333333332,2.825
MIA,Mike Gesicki,1.7499999999999998,1.5078947368421054,1.4923076923076926,2.1
MIA,Preston Williams,0.7166666666666667,,,
MIA,Sony Michel,,,2.322222222222222,1.72
MIA,Trent Sherfield,,,,0.9333333333333332
MIA,Tyreek Hill,2.8657894736842113,1.9739999999999995,2.9421052631578952,3.0727272727272723
MIN,Adam Thielen,2.0090909090909093,2.6812499999999995,1.7000000000000002,0.95
MIN,Albert Wilson,1.3666666666666667,0.90625,,1.7000000000000002
MIN,Alexander Mattison,1.1666666666666667,,,1.98
MIN,C.J. Ham,,,,2.4400000000000004
MIN,Dalvin Cook,,,1.2888888888888888,1.1285714285714286
MIN,Justin Jefferson,1.115625,2.0686567164179097,2.0305555555555554,2.6733333333333342
MIN,K.J. Osborn,1.7388888888888892,1.55,2.5352941176470587,3.8
NE,Damien Harris,,,,2.7
NE,DeVante Parker,1.6375000000000004,1.57741935483871,0.8733333333333334,1.5666666666666669
NE,Hunter Henry,,2.6428571428571432,1.585185185185185,1.975
NE,Jakobi Meyers,1.7399999999999998,1.4509803921568625,1.6925,1.9625
NE,Jonnu Smith,,,1.55,1.15
NE,Kendrick Bourne,2.725,2.56551724137931,3.0210526315789474,7.633333333333334
NE,N'Keal Harry,,,1.1625,2.25
NE,Nelson Agholor,,1.1,1.8260869565217388,1.15
NE,Ty Montgomery,,1.2384615384615385,,0.55
NO,Adam Trautman,1.16,1.15,1.6214285714285717,3.975000000000001
NO,Alvin Kamara,2.2333333333333334,1.472,1.4714285714285715,1.025
NO,Deonte Harty,1.6800000000000002,2.0318181818181817,1.485,4.15
NO,Jarvis Landry,1.8875,1.0057142857142856,1.5538461538461539,1.9166666666666667
NO,Marquez Callaway,1.97,1.7272727272727268,1.7079999999999995,2.9125000000000005
NO,Tre'Quan Smith,3.15,1.311764705882353,2.25,0.9285714285714286
NYG,Darius Slayton,1.5625,1.5464285714285713,0.9875,0.7
NYG,Jordan Akins,0.6,1.5944444444444443,,
NYG,Kadarius Toney,0.7714285714285714,1.4,1.7000000000000002,
NYG,Kenny Golladay,0.8352941176470587,1.2305555555555558,1.1416666666666666,2.1375
NYG,Ricky Seals-Jones,,1.3444444444444446,1.9444444444444444,
NYG,Saquon Barkley,0.3833333333333333,1.7086956521739132,1.4625,1.2428571428571429
NYG,Sterling Shepard,1.3866666666666667,1.348148148148148,1.6749999999999998,
NYJ,Braxton Berrios,1.5266666666666666,2.0454545454545454,0.8416666666666668,1.7666666666666666
NYJ,C.J. Uzomah,2.7875000000000005,2.055555555555556,3.1,3.1500000000000004
NYJ,Corey Davis,,1.325,2.1,1.3
NYJ,Denzel Mims,,,1.1444444444444444,1.1
NYJ,Elijah Moore,2.107692307692308,2.272,0.89375,1.1333333333333333
NYJ,Jeff Smith,,,0.85,
NYJ,Michael Carter,0.9625,1.3411764705882354,0.7272727272727273,1.6
NYJ,Tyler Conklin,1.525,1.4486486486486492,1.92608695652174,1.3999999999999997
PHI,A.J. Brown,1.4800000000000002,2.1,2.504166666666667,2.51
PHI,Dallas Goedert,2.0428571428571427,2.3714285714285706,3.4266666666666667,2.6
PHI,DeVonta Smith,1.5782608695652176,1.7733333333333334,1.7714285714285718,2.125
PHI,Jalen Reagor,1.364285714285714,1.3136363636363635,0.5833333333333334,
PHI,Kenneth Gainwell,2.055555555555556,1.168,2.5,
PHI,Miles Sanders,1.1461538461538459,,,
PHI,Quez Watkins,2.2,2.2181818181818183,2.0,1.8
PHI,Zach Pascal,2.309090909090909,1.2,1.39,1.0222222222222224
PIT,Chase Claypool,1.4809523809523808,1.7081632653061227,1.6666666666666667,
PIT,Diontae Johnson,1.4405405405405405,1.7762500000000003,1.4400000000000002,
PIT,Najee Harris,1.586666666666667,1.5967213114754093,1.8857142857142857,
PIT,Pat Freiermuth,1.9111111111111103,2.275,1.31,
PIT,Zach Gentry,,,,1.625
SEA,DK Metcalf,1.8096153846153848,1.892105263157895,2.185,3.18
SEA,Dee Eskridge,0.8,,,
SEA,Freddie Swain,1.2526315789473683,,,
SEA,Marquise Goodwin,1.15,1.2000000000000002,1.718181818181818,1.2
SEA,Noah Fant,2.13125,2.1260869565217395,1.7772727272727276,1.3909090909090909
SEA,Penny Hart,1.3166666666666669,,,
SEA,Tyler Lockett,2.004761904761905,2.1793103448275857,3.844444444444445,1.9933333333333327
SEA,Will Dissly,1.5428571428571427,,,1.7999999999999998
SF,Brandon Aiyuk,1.825806451612904,2.536666666666666,1.9733333333333332,2.833333333333333
SF,Deebo Samuel,2.578378378378379,2.4315789473684206,2.111764705882353,2.85
SF,George Kittle,2.6222222222222222,2.5074074074074075,1.7384615384615385,1.04
SF,Jauan Jennings,2.161538461538462,2.3058823529411767,,
SF,Kyle Juszczyk,1.7125,2.4285714285714284,0.9333333333333332,1.875
SF,Malik Turner,,,1.8111111111111111,
SF,Marcus Johnson,,,,1.0666666666666669
TB,Cameron Brate,0.9714285714285716,1.3633333333333335,2.242857142857143,
TB,Chris Godwin,2.03953488372093,1.8191489361702124,2.4842105263157888,1.325
TB,Jaelon Darden,1.2799999999999998,,,
TB,Leonard Fournette,1.3909090909090909,1.482926829268293,2.1333333333333333,1.7375
TB,Mike Evans,1.9375,2.9859649122807013,3.075,2.6100000000000003
TB,Russell Gage,2.2222222222222223,1.4181818181818182,1.7428571428571429,0.4400000000000001
TB,Tyler Johnson,1.9111111111111108,1.2617647058823531,1.8,
TEN,Austin Hooper,,1.7310344827586213,0.8307692307692307,1.65
TEN,Derrick Henry,1.4,,,
TEN,Geoff Swaim,1.5823529411764703,,,3.6
TEN,Nick Westbrook-Ikhine,2.4944444444444445,1.7875,1.353846153846154,0.575
TEN,Robert Woods,0.2,2.325,1.9642857142857144,2.45
WAS,Antonio Gibson,,1.808695652173913,1.625,1.2
WAS,Cam Sims,,,1.3666666666666667,1.5
WAS,Dyami Brown,,0.6333333333333333,,2.62
WAS,J.D. McKissic,,1.5407407407407407,1.7999999999999998,
WAS,Logan Thomas,,1.9692307692307691,,3.725
WAS,Terry McLaurin,1.522222222222222,1.6857142857142855,1.4161290322580642,2.0125
