team,playerName,2.0,3.0,4.0,5.0,6.0,7.0,8.0
ARI,A.J. Green,0.3805555555555555,0.5625,0.35178571428571426,0.26666666666666666,0.14054054054054055,0.2315789473684211,0.4137931034482759
ARI,Antoine Wesley,0.19411764705882356,,0.21285714285714288,,,0.0,
ARI,Christian Blake,,,,0.5666666666666668,,0.0,
ARI,James Conner,,,,,,0.0,
ARI,Marquise Brown,0.43333333333333335,0.11666666666666665,0.45114503816793894,0.4211538461538462,0.2608695652173913,0.0,0.4351351351351352
ARI,Rondale Moore,0.5333333333333333,,0.3814814814814814,,,,
ARI,Zach Ertz,0.6071428571428571,,0.2705882352941177,0.4162790697674419,0.2,0.1870967741935484,1.6714285714285713
ATL,Anthony Firkser,0.2705882352941177,,0.2625,0.25,,0.7083333333333334,
ATL,Auden Tate,1.04,,,,,,
ATL,Bryan Edwards,0.35185185185185186,0.0,0.18983050847457628,0.2,0.22894736842105265,0.10243902439024392,0.5633333333333332
ATL,Cordarrelle Patterson,0.21538461538461534,,0.5918918918918918,,,,2.7
ATL,Damiere Byrd,0.34,0.35000000000000003,0.20113636363636364,0.3230769230769231,0.13846153846153847,,
ATL,Frank Darby,0.0,,,,,,
ATL,Keith Smith,,,,,0.95,,
ATL,KhaDarel Hodge,0.5285714285714286,,,,0.15333333333333332,,0.18000000000000002
ATL,Kyle Pitts,0.6225806451612903,,0.3381818181818182,0.29218750000000004,0.3086956521739131,0.32592592592592595,0.4230769230769231
ATL,Olamide Zaccheaus,0.2,,0.3517241379310345,0.259375,0.2419354838709677,0.55,0.3772727272727273
BAL,Devin Duvernay,0.2888888888888889,0.425,0.09402985074626867,0.12692307692307692,0.15,0.6846153846153846,
BAL,Mark Andrews,0.9352941176470588,1.8,0.27960526315789475,0.5636363636363635,0.14750000000000002,0.6,0.4714285714285715
BAL,Mike Davis,,,0.31794871794871793,,0.0,,
BAL,Rashod Bateman,0.4545454545454545,,0.3627659574468085,0.2923076923076923,0.12954545454545452,0.0,
BAL,Tylan Wallace,0.4,,,,,,
BUF,Dawson Knox,,,0.25952380952380955,0.2611111111111111,0.17857142857142858,0.3739130434782609,0.45
BUF,Devin Singletary,,,0.24166666666666664,,0.62,,
BUF,Gabriel Davis,1.330769230769231,1.0333333333333334,0.3,0.45,0.603125,0.5214285714285715,2.41304347826087
BUF,Jake Kumerow,,,,,,0.0,
BUF,Jamison Crowder,0.0,,0.496774193548387,0.4981481481481481,0.09473684210526316,,
BUF,Stefon Diggs,0.7025641025641026,1.2928571428571431,0.3398907103825137,0.4075000000000001,0.458695652173913,0.0,0.6833333333333333
BUF,Tavon Austin,0.0,0.0,0.5166666666666667,0.32857142857142857,,,0.6416666666666667
CAR,Brandon Zylstra,0.3153846153846154,,,,0.1416666666666667,,0.26153846153846155
