team,playerName,Combination,Cover 0,Cover 1,Cover 2,Cover 3,Cover 4,Cover 6,Man Cover 2,Other,Prevent,Screen
BUF,Gabriel Davis,2.4000000000000004,3.1285714285714286,0.3605633802816901,0.2333333333333333,0.5756410256410257,0.3763157894736842,,1.1526315789473685,,,0.29444444444444445
BUF,Isaiah McKenzie,,,0.4518518518518519,,,,,0.27,,,0.4625
BUF,Jake Kumerow,,,,,,,0.0,,,,
BUF,Jamison Crowder,2.9000000000000004,0.2,0.232183908045977,0.21600000000000005,0.16336633663366334,0.3462962962962963,0.2,0.1105263157894737,,,0.34545454545454546
BUF,Stefon Diggs,,1.55,0.4303448275862069,0.4070422535211267,0.5203592814371257,0.4227272727272727,0.19285714285714287,0.8454545454545455,,,0.5147058823529412
BUF,Tavon Austin,1.7000000000000002,,,,0.2693548387096774,0.3135135135135135,,0.0,,2.3,0.5181818181818183
BUF,Tommy Sweeney,,0.8,,,,,1.1,,,,
BUF,Zack Moss,,,0.3592592592592593,0.3352941176470589,,,,,,,1.0727272727272728
CAR,Brandon Zylstra,,,0.40487804878048783,,,,,,,0.0,
CAR,Christian McCaffrey,,,0.5586206896551725,0.6,1.0655172413793104,,0.6199999999999999,1.15,,,1.2799999999999998
CAR,Chuba Hubbard,,,,0.4666666666666667,0.3757575757575758,,2.8000000000000003,,,0.0,1.1214285714285714
CAR,D'Onta Foreman,,,,,,,,,,,1.2333333333333334
CAR,DJ Moore,0.75,0.0,0.3573529411764705,0.3976744186046512,0.3611111111111112,0.36022727272727273,0.5933333333333334,0.396,,0.0,0.5568181818181818
CAR,Ian Thomas,,,0.1,0.4216216216216217,0.11408450704225352,0.11860465116279068,,,,0.0,
CAR,Rashard Higgins,0.0,,0.16913580246913582,,0.21323529411764708,0.32432432432432434,0.0,0.184,,,
CAR,Shi Smith,,,,,,,,,,,0.96
CAR,Terrace Marshall Jr.,,0.4,0.2338461538461539,,,,,,,,0.3470588235294118
CAR,Tommy Tremble,,,,0.25675675675675674,0.25303030303030305,0.1352941176470588,,,,,
CHI,Byron Pringle,1.5333333333333332,,0.08571428571428573,0.7791666666666668,0.4808080808080809,0.3274193548387097,0.13333333333333333,0.3782608695652174,,,
CHI,Cole Kmet,0.3,0.13333333333333333,0.2813333333333334,0.41200000000000003,0.2546153846153846,0.14842105263157895,0.4571428571428572,0.22352941176470587,,0.4,0.6461538461538462
CHI,Dante Pettis,,,,,,,0.0,,,,
CHI,Darnell Mooney,,0.1625,0.3010204081632653,0.14,0.3064327485380117,0.3853448275862069,0.32142857142857145,0.5454545454545454,0.6666666666666666,0.15333333333333332,1.08125
CHI,David Montgomery,0.5333333333333333,,,0.3909090909090909,0.32622950819672125,0.515686274509804,,0.08571428571428573,,,1.19
CHI,Equanimeous St. Brown,,,0.296875,,,,,,,,
CHI,James O'Shaughnessy,,,,0.509375,0.2767441860465117,0.3210526315789474,,,,,0.7666666666666666
CHI,Khalil Herbert,,,,0.5692307692307692,,,,,,,1.616666666666667
CHI,Ryan Griffin,,1.3,0.23333333333333334,0.09090909090909093,0.4642857142857143,,0.3090909090909091,0.0,,,
CIN,Chris Evans,,,,,,,,0.0,,2.2,0.9285714285714286
CIN,Drew Sample,,,,,,0.3684210526315789,0.0,,,,
CIN,Hayden Hurst,,,0.4219999999999999,0.2411764705882353,0.3272727272727273,,,,,0.0,
CIN,Ja'Marr Chase,2.9000000000000004,2.38,0.8801587301587303,0.5927083333333333,0.6992537313432835,0.4677777777777778,,0.28,,,0.7967741935483871
CIN,Joe Mixon,,,,0.22653061224489796,0.5847457627118643,0.2642857142857143,0.19230769230769232,,,,1.2636363636363641
CIN,Mike Thomas,,,,,,,0.75,,,,
CIN,Samaje Perine,,,,0.2,0.4766666666666667,0.178125,0.92,,,,3.266666666666667
CIN,Tee Higgins,2.5,1.02,0.5770642201834862,0.585185185185185,0.6990990990990992,0.52375,0.14782608695652175,0.4,0.0,,
CIN,Trenton Irwin,,,,,,,,,,0.95,
CIN,Tyler Boyd,,,0.42913385826771655,0.3818181818181819,0.6428571428571427,0.2641975308641976,0.1565217391304348,0.18076923076923074,,2.9000000000000004,0.7833333333333332
CLE,Amari Cooper,,0.0,0.7766355140186917,0.19382716049382714,0.32753623188405795,0.4573529411764706,0.2,0.7142857142857143,,,0.34545454545454546
CLE,Anthony Schwartz,0.0,0.0,,0.18571428571428567,,,,0.0,,,
CLE,D'Ernest Johnson,,,,,,,,0.1285714285714286,,,0.7411764705882353
CLE,David Njoku,,0.5333333333333333,0.2549295774647887,0.23142857142857146,,1.103225806451613,0.35,0.275,,,0.6954545454545454
CLE,Donovan Peoples-Jones,,0.28,0.3675438596491229,,0.23125,0.4911111111111112,0.3125,0.0,,4.233333333333333,
CLE,Harrison Bryant,,,,,0.4431372549019608,,,0.38,,0.0,
CLE,Ja'Marcus Bradley,,,,,,,,,,1.2333333333333334,
CLE,Kareem Hunt,,,,,,,1.5,0.3333333333333333,,,1.6
CLE,Nick Chubb,,,0.24166666666666664,,,,,,,,1.518181818181818
DAL,CeeDee Lamb,,1.15,0.4126050420168066,0.2247058823529412,0.5820143884892086,0.31000000000000005,0.6416666666666667,0.715,,4.4,0.775
DAL,Dalton Schultz,,0.12,0.3201680672268908,0.33461538461538465,0.4415492957746479,0.4205882352941177,0.7076923076923077,0.6,,,0.9285714285714286
DAL,Ezekiel Elliott,,0.0,0.16363636363636366,0.15849056603773587,0.2354166666666667,0.10377358490566037,0.6076923076923078,,,,0.6153846153846153
DAL,James Washington,,0.0,0.10677966101694916,0.236986301369863,,0.4029411764705882,,0.5777777777777778,,0.4833333333333334,
DAL,Michael Gallup,,0.0,0.4952380952380952,0.21555555555555556,0.2797979797979798,0.3365853658536586,,0.0,2.0,,0.5846153846153845
DAL,Noah Brown,,0.0,,,0.34745762711864403,,,0.2285714285714286,,,
DAL,Tony Pollard,,0.55,,0.8285714285714285,0.4227272727272728,0.4368421052631579,,0.0,,,1.9142857142857144
DEN,Albert Okwuegbunam,7.4,,0.5263157894736842,,0.6466666666666667,,,,,,
DEN,Courtland Sutton,0.5833333333333334,0.6444444444444445,0.36204379562043804,0.028333333333333332,0.3102409638554217,0.4363636363636363,0.34545454545454546,0.19583333333333333,,0.0,
DEN,Javonte Williams,,0.0,0.34347826086956523,0.12,0.3705882352941177,0.2352941176470588,1.3,0.2714285714285714,,0.8,1.3125000000000002
DEN,Jerry Jeudy,1.2666666666666668,,0.21780821917808216,0.3880952380952381,0.5169491525423728,0.3586206896551724,,0.0,,0.7250000000000001,
DEN,Kendall Hinton,,1.25,,,,,,0.7222222222222222,,0.36,
DEN,Tim Patrick,0.64,1.0333333333333332,0.5296,0.3724137931034483,0.20849673202614386,0.15593220338983052,,0.236,,,
DET,Amon-Ra St. Brown,,0.3,0.40645161290322585,0.3944444444444444,0.4884353741496599,0.4102803738317759,0.075,0.6166666666666667,0.0,0.3,0.9000000000000001
DET,D'Andre Swift,,,0.2954545454545455,0.25172413793103443,0.22474226804123712,0.41016949152542376,0.5428571428571429,,,,1.4303030303030302
DET,Jamaal Williams,,,,0.4769230769230769,0.5710526315789473,,1.15,,,,0.5571428571428572
DET,Jared Goff,,,,,,,,,0.0,,
DET,Josh Reynolds,,0.0,0.212280701754386,0.30000000000000004,0.2922077922077922,0.5627906976744186,0.4941176470588236,0.0,,,
DET,Kalif Raymond,,0.82,0.1879518072289157,0.08035714285714286,0.3457142857142857,0.2936170212765958,0.2388888888888889,,3.7,0.54,0.8125000000000001
DET,Quintez Cephus,,,,,,,1.05,,,,
DET,T.J. Hockenson,,0.0,0.4835616438356165,0.34,0.4703389830508475,0.22361111111111112,,,,0.78,0.4
DET,Tom Kennedy,,,,,,0.224,,,,,
DET,Trinity Benson,0.0,,,,0.2086956521739131,,,,,,
GB,Aaron Jones,,0.0,0.5509090909090911,0.7454545454545456,0.2696428571428572,0.5857142857142857,,0.11851851851851852,,,1.1333333333333333
GB,Allen Lazard,,,0.5306930693069307,0.17941176470588235,0.3746987951807229,,0.5684210526315789,0.07272727272727274,,,0.8555555555555555
GB,Josiah Deguara,0.0,,,,,0.2769230769230769,,0.6625,,,1.3529411764705883
GB,Juwann Winfree,,1.1333333333333333,,,,,,0.0,,,
GB,Malik Taylor,,,,,,,,1.7000000000000002,,,
GB,Marcedes Lewis,,1.4666666666666668,0.4642857142857143,,,0.4833333333333334,0.8500000000000001,,,,0.8375
GB,Randall Cobb,,1.1625,0.4312500000000001,,0.5083333333333333,,,0.3157894736842105,,0.0,0.2388888888888889
GB,Robert Tonyan,,0.0,,,,,0.5833333333333334,0.5869565217391305,,0.0,0.6928571428571428
GB,Sammy Watkins,0.0,0.19166666666666665,0.3547619047619048,,0.2989473684210527,0.10149253731343284,,,,,
HOU,Brandin Cooks,0.6666666666666666,0.24615384615384614,0.4411214953271028,0.4066666666666667,0.4553846153846153,0.4705128205128206,0.4666666666666666,0.168,,0.85,0.8025
HOU,Brevin Jordan,,2.766666666666667,0.1892857142857143,,,,0.27,,,,
HOU,Chris Conley,0.8,,0.2417910447761194,,0.5852941176470587,0.045098039215686274,0.0,,,0.3,0.3923076923076924
HOU,Chris Moore,3.7,,,,,,,,9.8,,0.9125
HOU,Nico Collins,,,,0.215,0.5363636363636363,0.19375,0.14285714285714285,0.125,,,
HOU,Pharaoh Brown,,1.525,0.06585365853658537,,0.3804878048780487,,0.2727272727272727,,,,1.175
HOU,Phillip Dorsett,,2.1500000000000004,,,,,,,,,
HOU,Rex Burkhead,,1.4666666666666668,,0.3428571428571429,,0.21428571428571427,0.3071428571428571,,,,0.5555555555555556
IND,Ashton Dulin,,,,,,,0.55,0.0,,,0.6
IND,Jonathan Taylor,,,0.08035714285714286,,0.38253968253968257,0.31794871794871804,0.5857142857142856,,,,1.809523809523809
IND,Kylen Granson,,0.6,,,,,,,,,
IND,Michael Pittman Jr.,2.8,1.2307692307692308,0.31034482758620696,0.5135593220338984,0.5410958904109591,0.3200000000000001,0.3578947368421053,0.3470588235294118,,0.3333333333333333,0.6222222222222222
IND,Mo Alie-Cox,,,0.2391304347826087,0.5857142857142856,0.4275362318840579,0.07179487179487179,,,,,
IND,Nyheim Hines,,,0.2,,0.3,0.6264705882352941,0.0,,,,1.191304347826087
IND,Parris Campbell,,,0.1823529411764706,0.8437500000000001,,,,,,,
IND,Phillip Lindsay,,,,,,,1.6,,,,
JAX,Christian Kirk,,0.8294117647058823,0.3395833333333333,0.3246913580246913,0.4287878787878788,0.6714285714285714,0.23103448275862076,0.17647058823529413,1.6,0.5333333333333333,0.4484848484848485
JAX,Dan Arnold,2.9000000000000004,,0.10289855072463767,0.26785714285714285,0.3109090909090909,0.5365853658536586,0.7142857142857143,0.34166666666666673,,,0.8461538461538461
JAX,Evan Engram,0.325,0.0,0.2237623762376237,0.1411764705882353,0.2683760683760684,0.2940298507462687,0.2928571428571428,0.1636363636363636,,,0.39642857142857146
JAX,Jamal Agnew,,0.45,0.30000000000000004,,,0.0911764705882353,,,1.7000000000000002,,0.7076923076923077
JAX,James Robinson,,,,0.145,0.3609375,0.22,,,,,1.0357142857142856
JAX,Laquon Treadwell,,,0.2835820895522388,,0.4113924050632912,0.18571428571428567,0.5111111111111111,0.21818181818181825,,,0.7375
JAX,Zay Jones,,1.2625,0.3670886075949368,0.14418604651162792,0.41592920353982304,0.44657534246575337,0.0,0.0,0.0,0.0,
KC,Blake Bell,,,,,,,0.4666666666666666,,,,1.56
KC,Clyde Edwards-Helaire,,,,0.5384615384615384,,,,,,,1.938461538461539
KC,Jerick McKinnon,,,,,,,0.0,0.08571428571428573,,,5.24
KC,Josh Gordon,,,,,,,0.425,0.0,,,
KC,JuJu Smith-Schuster,0.5333333333333333,,0.20769230769230773,0.325,0.38,,,,,,0.4
KC,Marquez Valdes-Scantling,,0.32,0.582608695652174,,0.309375,0.4,,0.12962962962962962,,,
KC,Mecole Hardman,,,0.3603174603174603,0.4672413793103449,0.35111111111111115,0.12028985507246374,0.24,0.038461538461538464,,0.0,1.3641509433962264
KC,Travis Kelce,0.0,,0.4878048780487805,0.4987499999999999,0.4058823529411765,0.41212121212121217,0.6920000000000001,0.5072463768115942,,1.1666666666666667,0.8030303030303029
LAC,Austin Ekeler,1.2000000000000002,,0.3111111111111111,0.6,0.2594059405940594,0.3574468085106383,0.8071428571428573,0.32272727272727275,,,2.059090909090909
LAC,DeAndre Carter,0.0,,0.4882352941176471,0.3071428571428571,0.14782608695652175,0.31764705882352945,0.16666666666666666,,,,0.4823529411764706
LAC,Gerald Everett,,0.0,,0.32,0.3691588785046729,0.3321428571428572,0.21,,,0.38235294117647056,1.2571428571428571
LAC,Jalen Guyton,,0.0,0.07982456140350877,0.47346938775510206,0.2833333333333333,0.44333333333333336,,0.07272727272727274,,1.35,
LAC,Keenan Allen,0.0,0.6142857142857142,0.4305194805194805,0.2500000000000001,0.4120689655172413,0.4132530120481928,0.1111111111111111,0.617241379310345,,0.8500000000000001,0.37777777777777777
LAC,Mike Williams,,0.21666666666666667,0.4427536231884059,0.4838709677419355,0.3927710843373493,0.7571428571428572,0.2421052631578947,0.10714285714285714,4.1,0.0,0.2357142857142857
LAR,Ben Skowronek,,,,1.2363636363636366,,,,0.0,,,
LAR,Brycen Hopkins,1.9,,,,,,,,,,
LAR,Cooper Kupp,,2.2700000000000005,1.148,0.7826666666666666,0.7234042553191491,0.7704,0.6947368421052631,0.5,,1.2000000000000002,2.1115384615384625
LAR,Tyler Higbee,,0.2833333333333334,0.4225,0.3310344827586207,0.3778846153846154,0.15576923076923074,0.4785714285714286,0.11923076923076925,,,1.7210526315789478
LAR,Van Jefferson,,0.5,0.20111111111111116,0.4835820895522388,0.4417322834645668,0.1981308411214953,1.1411764705882352,0.0,0.0,,1.0888888888888888
LV,Brandon Bolden,,,0.18392857142857144,,0.590909090909091,0.3236842105263158,0.26,0.5761904761904763,,,2.1894736842105265
LV,Darren Waller,,0.3777777777777778,0.4714285714285714,0.4702702702702702,0.336936936936937,0.3315789473684211,0.0,0.4606060606060606,,0.0,1.177777777777778
LV,Davante Adams,0.0,1.21875,0.6532258064516129,0.3129629629629629,0.6964912280701754,0.4705882352941178,0.5200000000000001,0.3674418604651162,8.7,,0.8603773584905662
LV,Demarcus Robinson,,,0.21746031746031744,0.19677419354838707,0.2621621621621621,0.17922077922077922,0.0,0.06981132075471698,,0.0,
LV,Foster Moreau,,0.8500000000000001,0.4551724137931035,,0.21975308641975316,0.2482142857142857,,0.2833333333333333,,,0.9833333333333334
LV,Hunter Renfrow,,0.3181818181818182,0.4477272727272728,0.3527272727272728,0.6112676056338028,0.5046511627906978,0.6777777777777778,0.19210526315789472,,0.525,1.3545454545454547
LV,Jacob Hollister,,0.0,,,,,,,1.6,,
LV,Josh Jacobs,,,,0.4935483870967742,0.34864864864864864,0.3533333333333333,,0.5,,0.5666666666666668,1.5857142857142854
LV,Keelan Cole,,,0.2741176470588235,0.18750000000000006,0.32195121951219513,0.29444444444444445,0.33,0.12666666666666665,,,
LV,Kenyan Drake,,,,,0.44411764705882345,0.5472222222222222,0.9333333333333332,0.7000000000000001,,,0.975
LV,Mack Hollins,,0.0,0.4428571428571429,0.1111111111111111,,,,,,,
LV,Tyron Johnson,,,,,,,,0.0,,,
MIA,Adam Shaheen,,1.55,,,,,,,,,
MIA,Alec Ingold,,0.0,,,,,,,,,
MIA,Chase Edmonds,,1.55,0.09565217391304348,0.3722222222222223,,0.2620689655172413,0.175,0.8,,,1.0291666666666668
MIA,Durham Smythe,,0.46,0.2816326530612245,0.37857142857142856,0.3862068965517242,0.3657142857142857,0.0,,,,
MIA,Jaylen Waddle,,0.0,0.34027777777777785,0.30153846153846153,0.45,0.29175257731958765,0.4090909090909091,0.32307692307692304,,,1.1896551724137931
MIA,Mike Gesicki,,0.15714285714285714,0.2125925925925926,0.3140350877192983,0.3725190839694657,0.2883720930232558,0.7636363636363637,0.19200000000000006,,1.8333333333333333,
MIA,Preston Williams,,,,,,,,0.0,,,
MIA,Sony Michel,,,,0.18181818181818185,,0.21886792452830184,,,,,0.7727272727272727
MIA,Trent Sherfield,,,0.3590909090909091,0.25,,,,,,,
MIA,Tyreek Hill,,0.0,0.7013698630136986,0.3564102564102564,0.7297101449275363,0.6371134020618557,0.2047619047619048,0.5929577464788732,,0.7250000000000001,0.4222222222222222
MIN,Adam Thielen,,1.5666666666666669,0.4848837209302326,0.3621621621621622,0.367741935483871,0.5542857142857143,0.4888888888888889,0.3406250000000001,,0.0,0.3052631578947369
MIN,Albert Wilson,,0.0,0.12758620689655173,0.20434782608695648,,0.14594594594594595,0.0,,,,0.9461538461538462
MIN,Alexander Mattison,,,,0.2,0.3973684210526315,0.21538461538461534,0.34,0.2636363636363637,,,0.977777777777778
MIN,C.J. Ham,,,,,,1.0,,,,,
MIN,Dalvin Cook,,,,0.1636363636363636,0.19090909090909092,0.16875,,0.2523809523809524,,,0.8923076923076925
MIN,Justin Jefferson,,1.0333333333333334,0.7528000000000001,0.3222222222222222,0.6887417218543045,0.306,0.74375,0.29344262295081963,2.3,0.0,0.37735849056603776
MIN,K.J. Osborn,0.0,0.95,0.3747663551401869,0.29565217391304344,0.425,0.2867469879518072,0.35,0.10576923076923077,,0.2222222222222222,
NE,Damien Harris,,,,,0.29148936170212764,,,,,,0.7555555555555556
NE,DeVante Parker,,1.62,0.2595744680851064,,0.5058823529411764,0.2846153846153846,0.2333333333333333,0.22000000000000006,,,
NE,Hunter Henry,,0.32,0.335,0.2842105263157895,0.5269662921348315,0.32105263157894737,2.1125,0.1464285714285714,,,
NE,Jakobi Meyers,,0.6,0.44387096774193546,0.3833333333333333,0.2811188811188811,0.5196969696969697,0.2076923076923077,0.6,0.0,0.0,
NE,Jonnu Smith,,,0.17560975609756102,,0.46,0.42,,,,,1.6
NE,Kendrick Bourne,,,0.5630630630630631,0.4868421052631579,0.3333333333333333,0.3090909090909091,0.6909090909090909,0.16774193548387098,,2.4000000000000004,0.7125
NE,N'Keal Harry,,,,,,0.3272727272727272,,,,,
NE,Nelson Agholor,,0.0,0.24201680672268905,0.16052631578947368,0.3254237288135593,0.2826086956521739,,0.2222222222222222,,,0.51
NE,Ty Montgomery,,0.0,0.22,0.06111111111111112,,,,0.5111111111111111,,,0.5333333333333333
NO,Adam Trautman,,0.0,,0.3761904761904762,0.25081967213114753,0.25833333333333336,,,,1.6,0.9090909090909092
NO,Alvin Kamara,,,0.3652777777777778,0.6285714285714286,0.43818181818181823,0.5185185185185186,0.26,,,,1.3250000000000002
NO,Deonte Harty,1.9,0.2428571428571429,0.4844444444444444,0.2130434782608696,1.1740000000000002,0.22195121951219512,,,,0.0,0.5684210526315789
NO,Jarvis Landry,,,0.2094736842105263,0.5541666666666668,0.5591397849462366,0.20714285714285716,,0.0,,,0.6130434782608696
NO,Marquez Callaway,2.0,0.8499999999999999,0.23577981651376145,0.20892857142857146,0.5181034482758622,0.2770491803278689,0.5916666666666667,0.8699999999999999,,,
NO,Nick Vannett,,,,,,,,,,,1.5
NO,Tre'Quan Smith,,1.3875,0.5315068493150684,,0.27945205479452057,0.2285714285714286,,,,,
NYG,Collin Johnson,,,0.09583333333333333,0.2764705882352941,,,,,,,
NYG,Darius Slayton,0.0,,0.23368421052631574,0.19743589743589746,0.16133333333333336,0.31166666666666665,0.17857142857142858,0.0,,1.55,
NYG,Jordan Akins,,0.0,0.13,0.3,,0.3875,0.5,0.64,,0.2285714285714286,
NYG,Kadarius Toney,,1.6,0.439622641509434,0.18076923076923074,0.4886363636363637,,0.4666666666666666,0.2571428571428572,,,0.7000000000000001
NYG,Kenny Golladay,,0.0,0.3035398230088496,,0.2494736842105263,0.26666666666666666,0.3375,0.22,,0.0,
NYG,Matt Breida,,,,,,,,,,,3.65
NYG,Ricky Seals-Jones,,0.0,0.16,0.13428571428571429,0.6150943396226415,0.5897435897435898,,0.30666666666666664,,0.0,
NYG,Saquon Barkley,,,0.28545454545454546,0.5344827586206896,0.2173076923076923,0.40344827586206894,,,,,1.15
NYG,Sterling Shepard,,0.6,0.5183673469387755,0.5047619047619049,0.29642857142857143,,0.4473684210526316,0.30909090909090914,,,0.4
NYJ,Braxton Berrios,,1.342857142857143,0.2084507042253521,0.2342105263157895,0.4637931034482759,,,0.0,5.6000000000000005,1.05,0.9583333333333334
NYJ,C.J. Uzomah,,,0.4643564356435645,0.3311688311688312,0.235,0.2941176470588236,0.34545454545454546,0.15384615384615385,2.1,4.2,0.98
NYJ,Corey Davis,0.0,0.0,0.2350649350649351,0.4785714285714285,0.4559139784946236,0.384375,0.28,1.3,,,
NYJ,D.J. Montgomery,,,,,,,,0.3,,,
NYJ,Denzel Mims,,0.0,,0.3692307692307692,,,0.42857142857142855,,,,
NYJ,Elijah Moore,,1.4166666666666667,0.2565789473684211,0.3735294117647059,0.5586206896551723,0.07234042553191489,1.025,1.4666666666666666,,,0.9266666666666664
NYJ,Michael Carter,,,0.18947368421052632,0.276,0.38545454545454544,0.3433333333333334,0.475,,,,1.1733333333333331
NYJ,Tevin Coleman,,,,,,,,,,,1.1375000000000002
NYJ,Tyler Conklin,,,0.17,0.2340909090909091,0.4819047619047619,0.28625,0.0,0.23404255319148934,,0.2833333333333334,0.6842105263157896
PHI,A.J. Brown,0.7000000000000001,1.7,0.9999999999999998,0.3127272727272727,0.5879120879120879,0.7999999999999999,0.8399999999999999,0.4785714285714286,,,0.19523809523809527
PHI,Boston Scott,,,,,,,,,,,0.9333333333333332
PHI,Dallas Goedert,,0.30000000000000004,0.765625,0.53,0.5188118811881188,0.4444444444444445,,1.0,,,1.1727272727272728
PHI,DeVonta Smith,0.45,0.8333333333333334,0.4096491228070176,0.24230769230769236,0.3791044776119403,0.5507692307692309,0.21818181818181825,0.2428571428571429,,,0.4756756756756757
PHI,Greg Ward,,8.5,,,,,,,,,
PHI,Jack Stoll,,0.4666666666666666,,,,,,,,,
PHI,Jalen Reagor,0.425,0.0,0.12095238095238095,,0.2148148148148148,0.154,0.2444444444444445,0.0,,,0.7093023255813953
PHI,Kenneth Gainwell,,0.3666666666666667,0.13023255813953488,0.3954545454545455,0.8648648648648649,0.4391304347826087,0.6199999999999999,,,,1.2066666666666668
PHI,Miles Sanders,,1.4,,0.388235294117647,,,,,,,1.0470588235294118
PHI,Quez Watkins,,,0.3727272727272728,,0.34128440366972473,,0.2545454545454545,0.06111111111111112,,,0.7176470588235294
PHI,Zach Pascal,,1.6166666666666665,0.2101851851851852,0.15660377358490568,0.09590163934426232,0.07702702702702703,0.55,0.0,2.5,0.25,0.264
PIT,Anthony McFarland Jr.,,,,,,,,,,1.05,
PIT,Chase Claypool,,0.7666666666666667,0.3988505747126437,0.28292682926829266,0.3098214285714286,0.5275862068965518,0.1,0.38,,0.2428571428571429,0.34
PIT,Diontae Johnson,0.0,2.13,0.6271929824561405,0.20283018867924524,0.4905109489051094,0.29589041095890417,0.495,0.578,,0.22000000000000006,0.5488372093023256
PIT,Gunner Olszewski,,,,,,,,0.0,,,
PIT,Najee Harris,,0.5333333333333333,0.326,0.37176470588235294,0.27384615384615385,0.3666666666666667,0.33125,0.7054054054054053,,,0.5090909090909091
PIT,Pat Freiermuth,1.025,,0.4924528301886794,0.2058823529411765,0.3038461538461538,0.5510638297872341,0.37692307692307697,0.08275862068965519,,0.9444444444444444,1.9083333333333328
PIT,Zach Gentry,,0.25,,0.472,,,0.64,0.2769230769230769,,,1.1428571428571428
SEA,DK Metcalf,,2.4571428571428577,0.9328358208955224,0.2755102040816326,0.4535947712418301,0.26666666666666666,0.776470588235294,1.2291666666666667,2.05,0.13125,0.3947368421052632
SEA,Dee Eskridge,,,,,,0.2454545454545455,0.35000000000000003,,,,0.5142857142857142
SEA,Freddie Swain,,,0.038461538461538464,0.40270270270270253,0.3927927927927928,0.1272727272727273,,0.0,,0.0,0.6333333333333333
SEA,Marquise Goodwin,0.0,1.9833333333333332,0.2765957446808511,,0.1870967741935484,0.2545454545454546,0.31428571428571433,0.0,,0.66,
SEA,Noah Fant,,3.75,0.2825242718446602,0.308,0.4147058823529412,0.3211538461538461,,0.2478260869565217,0.0,0.5900000000000001,
SEA,Penny Hart,,,,,,,,,,,0.9142857142857144
SEA,Tyler Lockett,,1.86,0.7516666666666666,0.15714285714285714,0.543125,0.2761363636363636,,0.773913043478261,,0.7947368421052632,0.7894736842105263
SEA,Will Dissly,,,,0.275,0.2413793103448276,0.22000000000000006,0.62,,,,
SF,Brandon Aiyuk,,0.7090909090909091,0.34299999999999997,0.3951612903225806,0.4741935483870968,0.2739130434782609,0.21764705882352944,0.3521739130434782,0.0,,0.4800000000000001
