team,playerName,Combination,Cover 0,Cover 1,Cover 2,Cover 3,Cover 4,Cover 6,Man Cover 2,Other,Prevent,Screen
SF,Deebo Samuel,,0.0,0.5258823529411765,0.32,0.7934959349593494,0.5784615384615384,,0.2739130434782609,2.4000000000000004,,2.2727272727272734
SF,Elijah Mitchell,,,,,,,0.65,,,,0.85
SF,George Kittle,,0.74,0.5054054054054055,0.224,0.7,0.5263157894736842,0.76,0.8687500000000001,,,0.8631578947368422
SF,Jauan Jennings,,1.88,0.3866666666666667,0.5181818181818182,0.5379999999999999,,,0.5,,,
SF,Kyle Juszczyk,,,,0.1641025641025641,0.3025641025641025,0.7100000000000002,,,,,0.509090909090909
SF,Malik Turner,,,,,,,0.0,,,,
SF,Marcus Johnson,1.0,0.65,,,,,,0.0,,,
TB,Breshad Perriman,,,,,,,1.1333333333333335,0.3,,,
TB,Cameron Brate,2.8,,0.2519480519480519,0.05806451612903226,0.2794117647058824,0.27567567567567564,0.0,0.076,,,0.6083333333333333
TB,Chris Godwin,,0.8666666666666667,0.3956896551724137,0.2753846153846154,0.2735042735042736,0.2619047619047619,0.4,0.5959183673469388,,,1.383333333333333
TB,Jaelon Darden,,,,,,,,0.14,,0.0,0.7142857142857143
TB,Ke'Shawn Vaughn,,,,,,,,0.0,,,
TB,Leonard Fournette,,0.75,0.2492957746478873,0.5319148936170214,0.4428571428571429,0.3255813953488372,0.17500000000000002,0.24285714285714285,,,1.0027777777777775
TB,Mike Evans,3.9,0.5222222222222223,0.6595744680851063,0.3013333333333333,0.6370078740157479,0.36538461538461536,0.17,0.4875,1.05,0.64,
TB,Russell Gage,,,0.5557142857142857,0.2,0.4476923076923077,0.3014084507042254,,0.4733333333333333,,1.8,0.9294117647058824
TB,Scotty Miller,,,,,,,,0.0,,0.7666666666666666,
TB,Tyler Johnson,,0.34,,0.2304347826086956,0.2638888888888889,0.22857142857142854,0.5399999999999999,0.2564102564102564,,0.7000000000000001,0.25555555555555554
TEN,Austin Hooper,,0.0,0.16575342465753426,0.11333333333333336,0.3875000000000001,0.3290322580645161,0.525,0.19,,0.0,0.80625
TEN,Derrick Henry,,,,,,,,,,,1.7700000000000002
TEN,Dez Fitzpatrick,,0.0,,,,,,0.0,,,
TEN,Dontrell Hilliard,,0.6,,,,,,,,,0.8375
TEN,Geoff Swaim,,0.375,0.21428571428571427,0.4952380952380952,,,0.58,,,,0.9714285714285714
TEN,Nick Westbrook-Ikhine,,1.1625,0.16493506493506496,0.5725490196078432,0.4424999999999999,,,0.13333333333333333,,,
TEN,Racey McMath,,,,,,,,,0.0,,
TEN,Robert Woods,1.6,0.2714285714285714,0.503448275862069,0.27111111111111114,0.4027777777777779,0.3395348837209303,0.3333333333333333,0.415,,,0.39
WAS,Antonio Gibson,,,0.30476190476190473,0.21,0.2711864406779661,,,,,,1.251851851851852
WAS,Cam Sims,0.5666666666666668,0.7666666666666666,,,,,0.5599999999999999,,,0.0,
WAS,Curtis Samuel,,,,,,,,,,,1.3250000000000002
WAS,Dax Milne,,,0.1931034482758621,,,,0.4,,,,
WAS,Dyami Brown,,,0.36511627906976746,,,0.023529411764705882,,,,,
WAS,J.D. McKissic,,,0.5851063829787234,0.31935483870967746,0.2490196078431373,0.3514285714285714,0.7000000000000001,0.0,,1.25,1.9909090909090907
WAS,John Bates,,1.95,,,0.3950000000000001,,,,,,
WAS,Logan Thomas,,,,,0.514,,0.425,,,,
WAS,Terry McLaurin,0.0,0.0,0.4016806722689075,0.2791666666666667,0.36845637583892615,0.32413793103448274,0.5368421052631579,0.7173913043478263,,,0.4580645161290322
