team,playerName,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0
ARI,Colt McCoy,0.06000000000000001,0.6215384615384616,,0.2660869565217392,0.28,0.9466666666666668,0.38,0.0,0.32,0.6285714285714287,0.336
ARI,Kyler Murray,0.5030769230769231,0.3211111111111111,0.24,0.3112087912087912,0.3211764705882353,0.5214285714285715,1.0258823529411765,1.2654545454545454,0.7526666666666667,0.3080851063829786,0.2833333333333334
ATL,Feleipe Franks,,,,,-1.0,,,,,,
ATL,Marcus Mariota,,,,,,0.0,,,,,
BAL,Lamar Jackson,0.4676923076923077,0.3066666666666666,0.21600000000000005,0.2179710144927536,0.2774468085106383,0.7447619047619047,1.586666666666667,0.7955555555555556,0.5437037037037037,0.2575000000000001,0.31999999999999995
BAL,Tyler Huntley,0.1058823529411765,0.3147826086956522,,0.21545454545454545,0.20842105263157895,0.4457142857142857,0.32,,0.5263157894736843,0.2457142857142857,0.13142857142857142
BUF,Case Keenum,0.8514285714285714,0.1111111111111111,0.52,0.2533333333333333,0.30799999999999994,2.84,0.6,0.0,-0.16666666666666666,1.64,0.2133333333333333
BUF,Josh Allen,0.14962962962962967,0.3741666666666666,0.7640000000000001,0.3021917808219179,0.3769230769230768,0.5114285714285715,1.31,2.2466666666666666,0.7070769230769229,0.3109090909090908,0.2945454545454545
CAR,Baker Mayfield,0.21935483870967748,0.2544444444444445,0.09,0.2155555555555556,0.2999999999999999,0.50125,0.6778947368421054,0.4258823529411764,0.8545454545454544,0.6736842105263159,0.4133333333333333
CAR,Sam Darnold,0.17517241379310344,0.44,0.03428571428571429,0.3364705882352941,0.22933333333333336,0.18742857142857144,0.00444444444444445,0.8166666666666668,0.549090909090909,0.18,0.16000000000000006
CHI,Justin Fields,0.14285714285714288,0.3145454545454546,0.38666666666666666,0.23533333333333334,0.16969696969696973,0.4685714285714286,0.6457142857142858,0.040000000000000036,0.25,0.7766666666666667,0.2250000000000001
CHI,Trevor Siemian,0.3389473684210527,0.215,0.008000000000000007,0.42370370370370375,0.22250000000000006,0.24800000000000005,1.7066666666666668,0.2933333333333333,0.9318518518518518,0.17666666666666667,0.3
CIN,Brandon Allen,0.208,0.09,,0.0,0.2,0.0,,,0.208,0.16,0.32
