team,playerName,TargetType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Player,RouteType,Routes Run,FP/routes
BUF,Jamison Crowder,Curl,15.8,0,15,30.799999999999997,Jamison Crowder,Curl,62.0,0.49677419354838703
BUF,Jamison Crowder,Dig,0.8,0,1,1.8,Jamison Crowder,Dig,19.0,0.09473684210526316
BUF,Jamison Crowder,Out,8.9,6,12,26.9,Jamison Crowder,Out,54.0,0.4981481481481481
BUF,Jamison Crowder,Slant,0.0,0,0,0.0,Jamison Crowder,Slant,22.0,0.0
NO,Jarvis Landry,Comeback,0.9,0,1,1.9,Jarvis Landry,Comeback,3.0,0.6333333333333333
NO,Jarvis Landry,Corner,4.300000000000001,0,2,6.300000000000001,Jarvis Landry,Corner,7.0,0.9000000000000001
NO,Jarvis Landry,Curl,6.3,0,7,13.3,Jarvis Landry,Curl,46.0,0.2891304347826087
NO,Jarvis Landry,Dig,2.8,0,2,4.8,Jarvis Landry,Dig,22.0,0.21818181818181817
NO,Jarvis Landry,Out,13.5,6,10,29.499999999999996,Jarvis Landry,Out,51.0,0.5784313725490196
NO,Jarvis Landry,Post,0.0,0,0,0.0,Jarvis Landry,Post,12.0,0.0
NO,Jarvis Landry,Slant,8.200000000000001,0,8,16.2,Jarvis Landry,Slant,27.0,0.6
SF,Jauan Jennings,Curl,3.8000000000000003,0,4,7.8,Jauan Jennings,Curl,19.0,0.4105263157894737
SF,Jauan Jennings,Dig,1.9000000000000001,6,2,9.9,Jauan Jennings,Dig,20.0,0.495
SF,Jauan Jennings,Out,11.700000000000001,12,11,34.699999999999996,Jauan Jennings,Out,26.0,1.3346153846153845
SF,Jauan Jennings,Post,2.1,0,1,3.1,Jauan Jennings,Post,14.0,0.22142857142857145
SF,Jauan Jennings,Slant,1.4000000000000001,0,2,3.4000000000000004,Jauan Jennings,Slant,9.0,0.3777777777777778
DEN,Javonte Williams,Dig,1.9,0,2,3.9,Javonte Williams,Dig,12.0,0.325
DEN,Javonte Williams,Out,2.7,0,3,5.7,Javonte Williams,Out,16.0,0.35625
DEN,Javonte Williams,Post,3.4000000000000004,0,1,4.4,Javonte Williams,Post,1.0,4.4
MIA,Jaylen Waddle,Comeback,0.0,0,0,0.0,Jaylen Waddle,Comeback,1.0,0.0
MIA,Jaylen Waddle,Corner,9.4,0,3,12.4,Jaylen Waddle,Corner,17.0,0.7294117647058824
MIA,Jaylen Waddle,Curl,11.9,6,12,29.900000000000006,Jaylen Waddle,Curl,78.0,0.3833333333333334
MIA,Jaylen Waddle,Dig,6.6000000000000005,0,2,8.6,Jaylen Waddle,Dig,31.0,0.27741935483870966
MIA,Jaylen Waddle,Out,22.900000000000002,0,24,46.89999999999999,Jaylen Waddle,Out,71.0,0.66056338028169
MIA,Jaylen Waddle,Post,0.0,0,0,0.0,Jaylen Waddle,Post,33.0,0.0
MIA,Jaylen Waddle,Slant,13.8,6,13,32.8,Jaylen Waddle,Slant,73.0,0.44931506849315067
NYJ,Jeff Smith,Dig,2.7,0,3,5.7,Jeff Smith,Dig,20.0,0.28500000000000003
NYJ,Jeff Smith,Out,2.7,0,2,4.7,Jeff Smith,Out,10.0,0.47000000000000003
NYJ,Jeff Smith,Post,0.0,0,0,0.0,Jeff Smith,Post,8.0,0.0
NYJ,Jeff Smith,Slant,1.4000000000000001,0,1,2.4000000000000004,Jeff Smith,Slant,8.0,0.30000000000000004
DEN,Jerry Jeudy,Corner,0.0,0,0,0.0,Jerry Jeudy,Corner,8.0,0.0
DEN,Jerry Jeudy,Curl,7.800000000000001,0,11,18.8,Jerry Jeudy,Curl,41.0,0.4585365853658537
DEN,Jerry Jeudy,Dig,3.8000000000000007,0,3,6.800000000000001,Jerry Jeudy,Dig,33.0,0.20606060606060608
DEN,Jerry Jeudy,Out,3.6000000000000005,0,3,6.6000000000000005,Jerry Jeudy,Out,28.0,0.23571428571428574
DEN,Jerry Jeudy,Post,0.0,0,0,0.0,Jerry Jeudy,Post,16.0,0.0
DEN,Jerry Jeudy,Slant,2.6,0,2,4.6,Jerry Jeudy,Slant,12.0,0.3833333333333333
CIN,Joe Mixon,Dig,3.8000000000000003,6,4,13.8,Joe Mixon,Dig,9.0,1.5333333333333334
WAS,John Bates,Corner,2.4000000000000004,0,1,3.4000000000000004,John Bates,Corner,7.0,0.48571428571428577
WAS,John Bates,Out,4.4,0,2,6.4,John Bates,Out,34.0,0.18823529411764706
WAS,John Bates,Post,1.8,0,1,2.8,John Bates,Post,4.0,0.7
IND,Jonathan Taylor,Curl,1.0,0,1,2.0,Jonathan Taylor,Curl,34.0,0.058823529411764705
IND,Jonathan Taylor,Out,1.7000000000000002,0,3,4.7,Jonathan Taylor,Out,9.0,0.5222222222222223
NE,Jonnu Smith,Corner,0.0,0,0,0.0,Jonnu Smith,Corner,9.0,0.0
NE,Jonnu Smith,Post,0.0,0,0,0.0,Jonnu Smith,Post,1.0,0.0
NYG,Jordan Akins,Corner,0.0,0,0,0.0,Jordan Akins,Corner,10.0,0.0
NYG,Jordan Akins,Curl,6.800000000000001,0,8,14.799999999999999,Jordan Akins,Curl,42.0,0.35238095238095235
NYG,Jordan Akins,Out,5.700000000000001,0,6,11.700000000000001,Jordan Akins,Out,28.0,0.41785714285714287
KC,Josh Gordon,Corner,0.0,0,0,0.0,Josh Gordon,Corner,6.0,0.0
KC,Josh Gordon,Out,1.5,0,2,3.5,Josh Gordon,Out,13.0,0.2692307692307692
LV,Josh Jacobs,Curl,8.800000000000002,0,8,16.8,Josh Jacobs,Curl,73.0,0.23013698630136986
LV,Josh Jacobs,Out,2.8,0,5,7.800000000000001,Josh Jacobs,Out,18.0,0.43333333333333335
DET,Josh Reynolds,Comeback,1.1,0,1,2.1,Josh Reynolds,Comeback,8.0,0.2625
DET,Josh Reynolds,Curl,2.5,0,3,5.5,Josh Reynolds,Curl,32.0,0.171875
DET,Josh Reynolds,Dig,3.3,0,2,5.3,Josh Reynolds,Dig,38.0,0.1394736842105263
DET,Josh Reynolds,Out,8.9,0,6,14.900000000000002,Josh Reynolds,Out,12.0,1.241666666666667
DET,Josh Reynolds,Post,2.3000000000000003,0,1,3.3000000000000003,Josh Reynolds,Post,9.0,0.3666666666666667
DET,Josh Reynolds,Slant,7.100000000000001,0,5,12.100000000000001,Josh Reynolds,Slant,13.0,0.9307692307692309
KC,JuJu Smith-Schuster,Corner,1.2000000000000002,0,1,2.2,JuJu Smith-Schuster,Corner,9.0,0.24444444444444446
KC,JuJu Smith-Schuster,Curl,3.2,0,4,7.199999999999999,JuJu Smith-Schuster,Curl,24.0,0.3
KC,JuJu Smith-Schuster,Dig,0.6000000000000001,0,1,1.6,JuJu Smith-Schuster,Dig,8.0,0.2
KC,JuJu Smith-Schuster,Slant,0.0,0,0,0.0,JuJu Smith-Schuster,Slant,15.0,0.0
MIN,Justin Jefferson,Comeback,2.7,0,2,4.7,Justin Jefferson,Comeback,13.0,0.36153846153846153
MIN,Justin Jefferson,Corner,13.400000000000002,6,5,24.4,Justin Jefferson,Corner,56.0,0.43571428571428567
MIN,Justin Jefferson,Curl,15.700000000000001,6,14,35.7,Justin Jefferson,Curl,63.0,0.5666666666666668
MIN,Justin Jefferson,Dig,21.5,0,11,32.5,Justin Jefferson,Dig,62.0,0.5241935483870968
MIN,Justin Jefferson,Out,14.100000000000001,0,12,26.100000000000005,Justin Jefferson,Out,57.0,0.45789473684210535
MIN,Justin Jefferson,Post,4.9,0,2,6.9,Justin Jefferson,Post,26.0,0.2653846153846154
MIN,Justin Jefferson,Slant,13.5,0,9,22.500000000000004,Justin Jefferson,Slant,50.0,0.45000000000000007
GB,Juwann Winfree,Out,2.4000000000000004,0,3,5.4,Juwann Winfree,Out,9.0,0.6000000000000001
MIN,K.J. Osborn,Comeback,0.0,0,0,0.0,K.J. Osborn,Comeback,6.0,0.0
MIN,K.J. Osborn,Corner,12.900000000000002,12,4,28.9,K.J. Osborn,Corner,34.0,0.85
MIN,K.J. Osborn,Curl,6.6,0,8,14.6,K.J. Osborn,Curl,68.0,0.21470588235294116
MIN,K.J. Osborn,Dig,1.3,0,1,2.3,K.J. Osborn,Dig,41.0,0.05609756097560975
MIN,K.J. Osborn,Out,1.1,0,1,2.1,K.J. Osborn,Out,25.0,0.084
MIN,K.J. Osborn,Post,3.0,0,1,4.0,K.J. Osborn,Post,25.0,0.16
MIN,K.J. Osborn,Slant,10.4,12,11,33.400000000000006,K.J. Osborn,Slant,40.0,0.8350000000000002
NYG,Kadarius Toney,Curl,4.1000000000000005,0,5,9.1,Kadarius Toney,Curl,26.0,0.35
NYG,Kadarius Toney,Dig,6.2,0,5,11.2,Kadarius Toney,Dig,16.0,0.7
NYG,Kadarius Toney,Out,4.8,0,6,10.800000000000002,Kadarius Toney,Out,14.0,0.7714285714285716
NYG,Kadarius Toney,Slant,4.4,0,4,8.4,Kadarius Toney,Slant,19.0,0.4421052631578948
DET,Kalif Raymond,Comeback,0.0,0,0,0.0,Kalif Raymond,Comeback,4.0,0.0
DET,Kalif Raymond,Curl,7.8,0,7,14.8,Kalif Raymond,Curl,57.0,0.2596491228070176
DET,Kalif Raymond,Dig,9.600000000000001,0,6,15.600000000000001,Kalif Raymond,Dig,25.0,0.6240000000000001
DET,Kalif Raymond,Out,3.0,0,5,8.0,Kalif Raymond,Out,43.0,0.18604651162790697
DET,Kalif Raymond,Post,0.0,0,0,0.0,Kalif Raymond,Post,29.0,0.0
DET,Kalif Raymond,Slant,1.7000000000000002,0,1,2.7,Kalif Raymond,Slant,9.0,0.30000000000000004
CLE,Kareem Hunt,Out,1.5,0,3,4.5,Kareem Hunt,Out,11.0,0.4090909090909091
LV,Keelan Cole,Corner,5.200000000000001,0,2,7.200000000000001,Keelan Cole,Corner,25.0,0.28800000000000003
LV,Keelan Cole,Curl,4.4,0,5,9.4,Keelan Cole,Curl,38.0,0.2473684210526316
LV,Keelan Cole,Dig,7.500000000000001,0,6,13.500000000000002,Keelan Cole,Dig,50.0,0.27
LV,Keelan Cole,Out,4.7,0,3,7.700000000000001,Keelan Cole,Out,19.0,0.4052631578947369
LV,Keelan Cole,Post,2.1,0,1,3.1,Keelan Cole,Post,20.0,0.155
LV,Keelan Cole,Slant,9.2,6,6,21.2,Keelan Cole,Slant,20.0,1.06
LAC,Keenan Allen,Comeback,1.3000000000000003,0,2,3.3000000000000003,Keenan Allen,Comeback,8.0,0.41250000000000003
LAC,Keenan Allen,Corner,12.9,0,5,17.9,Keenan Allen,Corner,23.0,0.7782608695652173
LAC,Keenan Allen,Curl,17.000000000000004,12,20,49.0,Keenan Allen,Curl,114.0,0.4298245614035088
LAC,Keenan Allen,Dig,9.100000000000001,0,5,14.099999999999998,Keenan Allen,Dig,54.0,0.26111111111111107
LAC,Keenan Allen,Out,22.099999999999998,0,21,43.1,Keenan Allen,Out,73.0,0.5904109589041097
LAC,Keenan Allen,Post,4.8,0,2,6.8,Keenan Allen,Post,23.0,0.2956521739130435
LAC,Keenan Allen,Slant,8.600000000000001,6,8,22.6,Keenan Allen,Slant,48.0,0.4708333333333334
ATL,Keith Smith,Dig,0.9,0,1,1.9,Keith Smith,Dig,2.0,0.95
IND,Keke Coutee,Post,0.0,0,0,0.0,Keke Coutee,Post,1.0,0.0
DEN,Kendall Hinton,Corner,2.3000000000000003,0,1,3.3000000000000003,Kendall Hinton,Corner,2.0,1.6500000000000001
DEN,Kendall Hinton,Curl,4.6000000000000005,0,5,9.600000000000001,Kendall Hinton,Curl,27.0,0.3555555555555556
DEN,Kendall Hinton,Dig,4.0,0,1,5.0,Kendall Hinton,Dig,24.0,0.20833333333333334
DEN,Kendall Hinton,Post,0.0,0,0,0.0,Kendall Hinton,Post,5.0,0.0
DEN,Kendall Hinton,Slant,0.8,0,1,1.8,Kendall Hinton,Slant,10.0,0.18
NE,Kendrick Bourne,Comeback,5.6000000000000005,0,5,10.6,Kendrick Bourne,Comeback,8.0,1.325
NE,Kendrick Bourne,Corner,5.4,18,4,27.4,Kendrick Bourne,Corner,3.0,9.133333333333333
NE,Kendrick Bourne,Curl,5.5,0,7,12.5,Kendrick Bourne,Curl,38.0,0.32894736842105265
NE,Kendrick Bourne,Dig,9.4,0,7,16.400000000000002,Kendrick Bourne,Dig,74.0,0.22162162162162166
NE,Kendrick Bourne,Out,5.6000000000000005,0,7,12.6,Kendrick Bourne,Out,29.0,0.43448275862068964
NE,Kendrick Bourne,Slant,11.200000000000001,0,5,16.2,Kendrick Bourne,Slant,24.0,0.6749999999999999
PHI,Kenneth Gainwell,Curl,2.7,0,3,5.7,Kenneth Gainwell,Curl,18.0,0.31666666666666665
PHI,Kenneth Gainwell,Out,4.4,0,5,9.4,Kenneth Gainwell,Out,12.0,0.7833333333333333
PHI,Kenneth Gainwell,Slant,0.0,0,0,0.0,Kenneth Gainwell,Slant,3.0,0.0
NYG,Kenny Golladay,Comeback,1.4000000000000001,0,1,2.4000000000000004,Kenny Golladay,Comeback,5.0,0.4800000000000001
NYG,Kenny Golladay,Corner,0.0,0,0,0.0,Kenny Golladay,Corner,17.0,0.0
NYG,Kenny Golladay,Curl,10.299999999999999,0,9,19.3,Kenny Golladay,Curl,49.0,0.39387755102040817
NYG,Kenny Golladay,Dig,7.8,0,4,11.8,Kenny Golladay,Dig,40.0,0.29500000000000004
NYG,Kenny Golladay,Out,8.5,0,7,15.5,Kenny Golladay,Out,32.0,0.484375
NYG,Kenny Golladay,Post,1.7000000000000002,0,1,2.7,Kenny Golladay,Post,27.0,0.1
NYG,Kenny Golladay,Slant,14.900000000000002,0,10,24.900000000000002,Kenny Golladay,Slant,44.0,0.5659090909090909
LV,Kenyan Drake,Curl,6.1,0,7,13.1,Kenyan Drake,Curl,40.0,0.3275
LV,Kenyan Drake,Out,1.6,0,2,3.6,Kenyan Drake,Out,8.0,0.45
ATL,KhaDarel Hodge,Dig,1.3,0,1,2.3,KhaDarel Hodge,Dig,15.0,0.15333333333333332
ATL,KhaDarel Hodge,Post,1.7000000000000002,0,1,2.7,KhaDarel Hodge,Post,15.0,0.18000000000000002
ATL,KhaDarel Hodge,Slant,1.7000000000000002,0,2,3.6999999999999997,KhaDarel Hodge,Slant,7.0,0.5285714285714286
NE,Kristian Wilkerson,Corner,0.0,0,0,0.0,Kristian Wilkerson,Corner,1.0,0.0
SF,Kyle Juszczyk,Corner,0.0,0,0,0.0,Kyle Juszczyk,Corner,2.0,0.0
SF,Kyle Juszczyk,Dig,4.4,0,5,9.4,Kyle Juszczyk,Dig,13.0,0.7230769230769231
SF,Kyle Juszczyk,Out,3.8000000000000003,0,4,7.800000000000001,Kyle Juszczyk,Out,9.0,0.8666666666666667
SF,Kyle Juszczyk,Post,2.6,0,1,3.6,Kyle Juszczyk,Post,2.0,1.8
ATL,Kyle Pitts,Corner,5.8,0,3,8.8,Kyle Pitts,Corner,27.0,0.32592592592592595
ATL,Kyle Pitts,Curl,8.6,0,10,18.6,Kyle Pitts,Curl,55.0,0.3381818181818182
ATL,Kyle Pitts,Dig,8.200000000000001,0,6,14.200000000000001,Kyle Pitts,Dig,46.0,0.3086956521739131
ATL,Kyle Pitts,Out,5.700000000000001,6,7,18.700000000000003,Kyle Pitts,Out,64.0,0.29218750000000004
ATL,Kyle Pitts,Post,8.0,0,3,11.0,Kyle Pitts,Post,26.0,0.4230769230769231
ATL,Kyle Pitts,Slant,23.6,0,15,38.6,Kyle Pitts,Slant,62.0,0.6225806451612903
IND,Kylen Granson,Slant,1.5,0,1,2.5,Kylen Granson,Slant,3.0,0.8333333333333334
JAX,Laquon Treadwell,Curl,9.1,0,10,19.1,Laquon Treadwell,Curl,48.0,0.3979166666666667
JAX,Laquon Treadwell,Dig,7.2,0,4,11.2,Laquon Treadwell,Dig,47.0,0.23829787234042552
JAX,Laquon Treadwell,Out,1.9000000000000001,0,2,3.9000000000000004,Laquon Treadwell,Out,12.0,0.325
JAX,Laquon Treadwell,Post,1.6,0,1,2.6,Laquon Treadwell,Post,8.0,0.325
JAX,Laquon Treadwell,Slant,6.300000000000002,0,5,11.3,Laquon Treadwell,Slant,14.0,0.8071428571428572
TB,Leonard Fournette,Curl,12.9,0,17,29.900000000000002,Leonard Fournette,Curl,82.0,0.36463414634146346
TB,Leonard Fournette,Out,2.1,0,4,6.1,Leonard Fournette,Out,38.0,0.16052631578947368
TB,Leonard Fournette,Slant,1.0,0,2,3.0,Leonard Fournette,Slant,3.0,1.0
WAS,Logan Thomas,Corner,3.5,0,1,4.5,Logan Thomas,Corner,13.0,0.34615384615384615
WAS,Logan Thomas,Curl,4.6,0,4,8.6,Logan Thomas,Curl,21.0,0.4095238095238095
WAS,Logan Thomas,Out,4.000000000000001,6,5,15.000000000000002,Logan Thomas,Out,12.0,1.2500000000000002
LV,Mack Hollins,Comeback,0.0,0,0,0.0,Mack Hollins,Comeback,1.0,0.0
LV,Mack Hollins,Curl,3.0,0,4,7.0,Mack Hollins,Curl,30.0,0.23333333333333334
LV,Mack Hollins,Dig,4.0,0,2,6.0,Mack Hollins,Dig,51.0,0.11764705882352941
LV,Mack Hollins,Post,0.0,0,0,0.0,Mack Hollins,Post,11.0,0.0
LV,Mack Hollins,Slant,3.2,6,3,12.2,Mack Hollins,Slant,14.0,0.8714285714285713
SF,Malik Turner,Corner,0.5,6,1,7.5,Malik Turner,Corner,4.0,1.875
SF,Malik Turner,Dig,1.6,0,2,3.6,Malik Turner,Dig,9.0,0.4
SF,Malik Turner,Post,0.0,0,0,0.0,Malik Turner,Post,3.0,0.0
SF,Marcus Johnson,Dig,3.2,0,2,5.2,Marcus Johnson,Dig,14.0,0.37142857142857144
BAL,Mark Andrews,Comeback,0.8,0,1,1.8,Mark Andrews,Comeback,1.0,1.8
BAL,Mark Andrews,Corner,4.6,6,2,12.6,Mark Andrews,Corner,21.0,0.6
BAL,Mark Andrews,Curl,22.5,0,20,42.5,Mark Andrews,Curl,152.0,0.27960526315789475
BAL,Mark Andrews,Dig,2.9,0,3,5.9,Mark Andrews,Dig,40.0,0.14750000000000002
BAL,Mark Andrews,Out,16.200000000000003,0,21,37.19999999999999,Mark Andrews,Out,66.0,0.5636363636363635
BAL,Mark Andrews,Post,2.3000000000000003,0,1,3.3000000000000003,Mark Andrews,Post,7.0,0.4714285714285715
BAL,Mark Andrews,Slant,9.9,0,6,15.899999999999999,Mark Andrews,Slant,17.0,0.9352941176470587
NO,Marquez Callaway,Comeback,1.4000000000000001,0,1,2.4000000000000004,Marquez Callaway,Comeback,13.0,0.18461538461538465
NO,Marquez Callaway,Corner,2.7,6,2,10.7,Marquez Callaway,Corner,24.0,0.4458333333333333
NO,Marquez Callaway,Curl,10.600000000000001,0,11,21.599999999999998,Marquez Callaway,Curl,46.0,0.4695652173913043
NO,Marquez Callaway,Dig,6.6000000000000005,0,5,11.600000000000001,Marquez Callaway,Dig,44.0,0.26363636363636367
NO,Marquez Callaway,Out,5.000000000000001,0,5,10.0,Marquez Callaway,Out,37.0,0.2702702702702703
NO,Marquez Callaway,Post,9.100000000000001,0,2,11.100000000000001,Marquez Callaway,Post,32.0,0.34687500000000004
NO,Marquez Callaway,Slant,4.6,6,6,16.6,Marquez Callaway,Slant,30.0,0.5533333333333333
KC,Marquez Valdes-Scantling,Corner,11.0,6,4,21.0,Marquez Valdes-Scantling,Corner,16.0,1.3125
KC,Marquez Valdes-Scantling,Dig,4.1,0,2,6.1,Marquez Valdes-Scantling,Dig,25.0,0.244
KC,Marquez Valdes-Scantling,Out,3.0000000000000004,0,6,9.0,Marquez Valdes-Scantling,Out,25.0,0.36
KC,Marquez Valdes-Scantling,Post,12.2,6,2,20.2,Marquez Valdes-Scantling,Post,14.0,1.4428571428571428
KC,Marquez Valdes-Scantling,Slant,1.1,6,1,8.1,Marquez Valdes-Scantling,Slant,21.0,0.3857142857142857
ARI,Marquise Brown,Comeback,0.4,0,1,1.4,Marquise Brown,Comeback,12.0,0.11666666666666665
ARI,Marquise Brown,Corner,0.0,0,0,0.0,Marquise Brown,Corner,18.0,0.0
ARI,Marquise Brown,Curl,28.100000000000005,0,31,59.10000000000001,Marquise Brown,Curl,131.0,0.451145038167939
ARI,Marquise Brown,Dig,8.0,0,4,12.0,Marquise Brown,Dig,46.0,0.2608695652173913
ARI,Marquise Brown,Out,5.9,6,10,21.900000000000002,Marquise Brown,Out,52.0,0.4211538461538462
ARI,Marquise Brown,Post,8.100000000000001,6,2,16.1,Marquise Brown,Post,37.0,0.4351351351351352
ARI,Marquise Brown,Slant,8.6,0,7,15.6,Marquise Brown,Slant,36.0,0.43333333333333335
SEA,Marquise Goodwin,Comeback,0.0,0,0,0.0,Marquise Goodwin,Comeback,7.0,0.0
SEA,Marquise Goodwin,Corner,5.0,0,1,6.0,Marquise Goodwin,Corner,2.0,3.0
SEA,Marquise Goodwin,Curl,8.4,0,7,15.4,Marquise Goodwin,Curl,51.0,0.30196078431372547
SEA,Marquise Goodwin,Dig,2.2,0,1,3.2,Marquise Goodwin,Dig,18.0,0.17777777777777778
SEA,Marquise Goodwin,Out,5.5,0,6,11.5,Marquise Goodwin,Out,20.0,0.575
SEA,Marquise Goodwin,Slant,2.7,0,2,4.7,Marquise Goodwin,Slant,24.0,0.19583333333333333
KC,Mecole Hardman,Corner,9.400000000000002,0,2,11.400000000000002,Mecole Hardman,Corner,19.0,0.6000000000000001
KC,Mecole Hardman,Curl,11.399999999999999,0,16,27.400000000000006,Mecole Hardman,Curl,74.0,0.3702702702702704
KC,Mecole Hardman,Dig,0.5,0,1,1.5,Mecole Hardman,Dig,26.0,0.057692307692307696
KC,Mecole Hardman,Out,1.2000000000000002,0,2,3.2,Mecole Hardman,Out,21.0,0.1523809523809524
KC,Mecole Hardman,Post,0.0,0,0,0.0,Mecole Hardman,Post,40.0,0.0
KC,Mecole Hardman,Slant,3.3000000000000003,0,2,5.300000000000001,Mecole Hardman,Slant,17.0,0.311764705882353
NYJ,Michael Carter,Curl,1.6,0,2,3.6,Michael Carter,Curl,24.0,0.15
NYJ,Michael Carter,Out,1.9000000000000004,0,3,4.9,Michael Carter,Out,16.0,0.30625
NYJ,Michael Carter,Slant,0.9,0,1,1.9,Michael Carter,Slant,2.0,0.95
DAL,Michael Gallup,Comeback,2.0,0,2,4.0,Michael Gallup,Comeback,15.0,0.26666666666666666
DAL,Michael Gallup,Corner,0.0,0,0,0.0,Michael Gallup,Corner,8.0,0.0
DAL,Michael Gallup,Curl,8.300000000000002,0,9,17.3,Michael Gallup,Curl,49.0,0.35306122448979593
DAL,Michael Gallup,Dig,5.1000000000000005,0,3,8.100000000000001,Michael Gallup,Dig,25.0,0.32400000000000007
DAL,Michael Gallup,Out,0.4,0,1,1.4,Michael Gallup,Out,19.0,0.07368421052631578
DAL,Michael Gallup,Post,1.7000000000000002,0,1,2.7,Michael Gallup,Post,15.0,0.18000000000000002
DAL,Michael Gallup,Slant,5.0,0,5,10.0,Michael Gallup,Slant,29.0,0.3448275862068966
IND,Michael Pittman Jr.,Comeback,0.7000000000000001,0,1,1.7000000000000002,Michael Pittman Jr.,Comeback,6.0,0.2833333333333334
IND,Michael Pittman Jr.,Corner,10.0,6,4,19.999999999999996,Michael Pittman Jr.,Corner,28.0,0.7142857142857142
IND,Michael Pittman Jr.,Curl,19.000000000000007,0,19,38.0,Michael Pittman Jr.,Curl,114.0,0.3333333333333333
IND,Michael Pittman Jr.,Dig,11.200000000000001,6,11,28.199999999999996,Michael Pittman Jr.,Dig,70.0,0.4028571428571428
IND,Michael Pittman Jr.,Out,11.2,0,10,21.2,Michael Pittman Jr.,Out,26.0,0.8153846153846154
IND,Michael Pittman Jr.,Post,6.5,0,2,8.5,Michael Pittman Jr.,Post,31.0,0.27419354838709675
IND,Michael Pittman Jr.,Slant,10.200000000000003,12,11,33.199999999999996,Michael Pittman Jr.,Slant,34.0,0.976470588235294
BAL,Mike Davis,Curl,5.4,0,7,12.399999999999999,Mike Davis,Curl,39.0,0.31794871794871793
BAL,Mike Davis,Dig,0.0,0,0,0.0,Mike Davis,Dig,3.0,0.0
TB,Mike Evans,Comeback,5.4,0,3,8.4,Mike Evans,Comeback,7.0,1.2
TB,Mike Evans,Corner,9.100000000000001,12,4,25.1,Mike Evans,Corner,29.0,0.8655172413793104
TB,Mike Evans,Curl,18.400000000000002,6,19,43.4,Mike Evans,Curl,85.0,0.5105882352941177
TB,Mike Evans,Dig,8.4,0,5,13.400000000000002,Mike Evans,Dig,75.0,0.1786666666666667
TB,Mike Evans,Out,13.4,6,14,33.400000000000006,Mike Evans,Out,35.0,0.9542857142857144
TB,Mike Evans,Post,2.1,0,1,3.1,Mike Evans,Post,58.0,0.05344827586206897
TB,Mike Evans,Slant,12.5,12,8,32.5,Mike Evans,Slant,34.0,0.9558823529411765
MIA,Mike Gesicki,Corner,0.0,0,0,0.0,Mike Gesicki,Corner,37.0,0.0
MIA,Mike Gesicki,Curl,4.6,0,8,12.600000000000001,Mike Gesicki,Curl,52.0,0.24230769230769234
MIA,Mike Gesicki,Dig,2.7,0,3,5.699999999999999,Mike Gesicki,Dig,56.0,0.10178571428571427
MIA,Mike Gesicki,Out,15.700000000000001,0,17,32.7,Mike Gesicki,Out,74.0,0.44189189189189193
MIA,Mike Gesicki,Post,0.0,0,0,0.0,Mike Gesicki,Post,25.0,0.0
MIA,Mike Gesicki,Slant,13.700000000000003,0,12,25.7,Mike Gesicki,Slant,48.0,0.5354166666666667
CIN,Mike Thomas,Comeback,1.6,0,1,2.6,Mike Thomas,Comeback,1.0,2.6
CIN,Mike Thomas,Dig,1.2000000000000002,0,1,2.2,Mike Thomas,Dig,8.0,0.275
CIN,Mike Thomas,Slant,3.6000000000000005,0,2,5.6000000000000005,Mike Thomas,Slant,6.0,0.9333333333333335
LAC,Mike Williams,Comeback,0.7000000000000001,0,1,1.7000000000000002,Mike Williams,Comeback,7.0,0.24285714285714288
LAC,Mike Williams,Corner,2.0,0,1,3.0,Mike Williams,Corner,30.0,0.1
LAC,Mike Williams,Curl,18.6,6,20,44.599999999999994,Mike Williams,Curl,91.0,0.49010989010989003
LAC,Mike Williams,Dig,10.0,0,4,14.0,Mike Williams,Dig,62.0,0.22580645161290322
LAC,Mike Williams,Out,6.9,0,9,15.900000000000002,Mike Williams,Out,31.0,0.5129032258064516
LAC,Mike Williams,Post,22.0,12,5,38.99999999999999,Mike Williams,Post,20.0,1.9499999999999997
LAC,Mike Williams,Slant,6.6,0,8,14.6,Mike Williams,Slant,52.0,0.28076923076923077
IND,Mo Alie-Cox,Corner,8.0,12,4,24.0,Mo Alie-Cox,Corner,26.0,0.9230769230769231
IND,Mo Alie-Cox,Curl,5.1000000000000005,0,5,10.1,Mo Alie-Cox,Curl,29.0,0.3482758620689655
IND,Mo Alie-Cox,Dig,1.8,0,1,2.8,Mo Alie-Cox,Dig,20.0,0.13999999999999999
NE,N'Keal Harry,Comeback,1.5,0,1,2.5,N'Keal Harry,Comeback,6.0,0.4166666666666667
NE,N'Keal Harry,Dig,2.4,0,2,4.4,N'Keal Harry,Dig,27.0,0.16296296296296298
NE,N'Keal Harry,Post,4.3,0,1,5.3,N'Keal Harry,Post,9.0,0.5888888888888889
NE,N'Keal Harry,Slant,0.9,0,1,1.9,N'Keal Harry,Slant,9.0,0.2111111111111111
PIT,Najee Harris,Curl,2.1,0,6,8.100000000000001,Najee Harris,Curl,37.0,0.21891891891891896
PIT,Najee Harris,Dig,1.8000000000000003,0,4,5.800000000000001,Najee Harris,Dig,22.0,0.26363636363636367
PIT,Najee Harris,Out,7.9,12,12,31.900000000000002,Najee Harris,Out,57.0,0.5596491228070176
PIT,Najee Harris,Slant,0.7000000000000001,0,1,1.7000000000000002,Najee Harris,Slant,3.0,0.5666666666666668
