team,playerName,RunDirection_descr,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch
ARI,Kyler Murray,Right D Gap,15.900000000000002,24,0,39.900000000000006,1.3300000000000003
ARI,Kyler Murray,Right Off-Tackle Gap Unknown,2.7,6,0,8.7,1.45
GB,Kylin Hill,Left A Gap,1.2000000000000002,0,0,1.2000000000000002,0.24000000000000005
GB,Kylin Hill,Left Off-Tackle Gap Unknown,0.1,0,0,0.1,0.03333333333333333
GB,Kylin Hill,Right Off-Tackle Gap Unknown,1.1,0,0,1.1,0.55
BAL,Lamar Jackson,Left A Gap,7.600000000000001,0,0,7.600000000000001,1.0857142857142859
BAL,Lamar Jackson,Left D Gap,13.9,6,0,19.900000000000006,0.9476190476190479
BAL,Lamar Jackson,Left Off-Tackle Gap Unknown,16.500000000000004,0,0,16.500000000000004,0.7173913043478263
BAL,Lamar Jackson,Middle,-0.5,0,0,-0.5,-0.07142857142857142
BAL,Lamar Jackson,Right A Gap,7.8999999999999995,0,0,7.8999999999999995,0.49374999999999997
BAL,Lamar Jackson,Right D Gap,19.800000000000004,12,-2,29.8,0.8277777777777778
BAL,Lamar Jackson,Right Off-Tackle Gap Unknown,17.0,0,-1,16.0,0.5925925925925926
TB,Leonard Fournette,Left A Gap,6.600000000000001,0,0,6.600000000000001,0.33000000000000007
TB,Leonard Fournette,Left D Gap,4.0,6,0,10.0,1.25
TB,Leonard Fournette,Left Off-Tackle Gap Unknown,16.100000000000005,6,0,22.100000000000005,0.5525000000000001
TB,Leonard Fournette,Right A Gap,20.9,36,0,56.900000000000006,1.0942307692307693
TB,Leonard Fournette,Right D Gap,14.4,6,0,20.4,1.1333333333333333
TB,Leonard Fournette,Right Off-Tackle Gap Unknown,24.600000000000005,6,0,30.6,0.5275862068965518
TEN,Logan Woodside,Middle,-0.6,0,0,-0.6,-0.09999999999999999
NE,Mac Jones,Left A Gap,3.2,0,0,3.2,0.4
NE,Mac Jones,Left D Gap,2.3000000000000003,0,0,2.3000000000000003,0.7666666666666667
NE,Mac Jones,Left Off-Tackle Gap Unknown,0.9000000000000001,0,0,0.9000000000000001,0.30000000000000004
NE,Mac Jones,Middle,-0.7,0,-1,-1.7,-0.11333333333333333
NE,Mac Jones,Right A Gap,2.7,0,0,2.7,0.3375
NE,Mac Jones,Right D Gap,5.6,0,0,5.6,0.7999999999999999
NE,Mac Jones,Right Off-Tackle Gap Unknown,0.7000000000000001,0,0,0.7000000000000001,0.35000000000000003
SF,Marcus Johnson,Right D Gap,-0.20000000000000007,0,0,-0.20000000000000007,-0.10000000000000003
ATL,Marcus Mariota,Left D Gap,0.4,0,0,0.4,0.13333333333333333
ATL,Marcus Mariota,Right A Gap,1.4000000000000001,0,0,1.4000000000000001,0.46666666666666673
ATL,Marcus Mariota,Right D Gap,3.7,6,0,9.7,1.94
ATL,Marcus Mariota,Right Off-Tackle Gap Unknown,3.2,0,0,3.2,1.6
BAL,Mark Andrews,Left A Gap,0.0,0,0,0.0,0.0
HOU,Marlon Mack,Left A Gap,1.5000000000000002,0,0,1.5000000000000002,0.16666666666666669
HOU,Marlon Mack,Left D Gap,0.7000000000000001,0,0,0.7000000000000001,0.35000000000000003
HOU,Marlon Mack,Left Off-Tackle Gap Unknown,3.8000000000000003,0,0,3.8000000000000003,0.5428571428571429
HOU,Marlon Mack,Right A Gap,3.3,0,0,3.3,0.6599999999999999
HOU,Marlon Mack,Right D Gap,-0.19999999999999998,0,0,-0.19999999999999998,-0.06666666666666667
HOU,Marlon Mack,Right Off-Tackle Gap Unknown,1.1,0,0,1.1,0.3666666666666667
ARI,Marquise Brown,Left D Gap,0.5,0,0,0.5,0.5
SEA,Marquise Goodwin,Left D Gap,-0.2,0,0,-0.2,-0.2
SEA,Marquise Goodwin,Right D Gap,0.1,0,0,0.1,0.1
PIT,Mason Rudolph,Left A Gap,1.7000000000000002,0,0,1.7000000000000002,1.7000000000000002
PIT,Mason Rudolph,Left D Gap,3.7,0,0,3.7,1.85
PIT,Mason Rudolph,Middle,-0.1,0,0,-0.1,-0.05
NYG,Matt Breida,Left A Gap,0.9,0,0,0.9,0.9
NYG,Matt Breida,Left D Gap,6.200000000000001,0,-1,5.200000000000001,0.4333333333333334
NYG,Matt Breida,Left Off-Tackle Gap Unknown,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
NYG,Matt Breida,Right A Gap,0.9000000000000001,0,0,0.9000000000000001,0.45000000000000007
NYG,Matt Breida,Right D Gap,2.8999999999999995,6,0,8.9,1.1125
NYG,Matt Breida,Right Off-Tackle Gap Unknown,1.3,0,0,1.3,0.65
IND,Matt Ryan,Left A Gap,1.1,0,0,1.1,0.3666666666666667
IND,Matt Ryan,Left D Gap,0.7000000000000001,0,0,0.7000000000000001,0.7000000000000001
IND,Matt Ryan,Left Off-Tackle Gap Unknown,0.0,0,0,0.0,0.0
IND,Matt Ryan,Middle,0.8999999999999998,0,0,0.8999999999999998,0.05624999999999999
IND,Matt Ryan,Right A Gap,1.4000000000000001,0,0,1.4000000000000001,0.23333333333333336
IND,Matt Ryan,Right D Gap,3.0000000000000004,6,-1,7.999999999999999,0.9999999999999999
IND,Matt Ryan,Right Off-Tackle Gap Unknown,1.1,0,0,1.1,0.22000000000000003
LAR,Matthew Stafford,Left A Gap,0.1,6,0,6.1,3.05
LAR,Matthew Stafford,Left D Gap,2.1,0,0,2.1,0.42000000000000004
LAR,Matthew Stafford,Middle,-2.1000000000000005,6,-1,2.899999999999999,0.10357142857142854
LAR,Matthew Stafford,Right A Gap,1.9,0,0,1.9,0.31666666666666665
LAR,Matthew Stafford,Right D Gap,3.4000000000000004,0,0,3.4000000000000004,0.5666666666666668
LAR,Matthew Stafford,Right Off-Tackle Gap Unknown,2.9000000000000004,0,0,2.9000000000000004,0.9666666666666668
LAC,Maurice Ffrench,Left D Gap,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
KC,Mecole Hardman,Left D Gap,6.700000000000001,6,0,12.700000000000001,1.4111111111111112
KC,Mecole Hardman,Left Off-Tackle Gap Unknown,1.0,0,0,1.0,1.0
KC,Mecole Hardman,Middle,0.0,0,0,0.0,0.0
KC,Mecole Hardman,Right D Gap,2.4,0,-1,1.4000000000000001,0.46666666666666673
KC,Michael Burton,Left A Gap,1.3,0,0,1.3,0.26
KC,Michael Burton,Left Off-Tackle Gap Unknown,0.2,0,0,0.2,0.2
KC,Michael Burton,Right A Gap,1.5000000000000002,6,0,7.500000000000001,1.8750000000000002
NYJ,Michael Carter,Left A Gap,6.3999999999999995,12,0,18.400000000000006,0.8363636363636366
NYJ,Michael Carter,Left D Gap,11.400000000000002,6,0,17.399999999999995,0.8699999999999998
NYJ,Michael Carter,Left Off-Tackle Gap Unknown,12.8,0,0,12.8,0.3878787878787879
NYJ,Michael Carter,Right A Gap,10.6,6,0,16.599999999999998,0.7545454545454544
NYJ,Michael Carter,Right D Gap,10.2,0,0,10.2,0.51
NYJ,Michael Carter,Right Off-Tackle Gap Unknown,13.600000000000005,0,0,13.600000000000005,0.4121212121212123
IND,Michael Pittman Jr.,Left D Gap,1.4000000000000001,0,0,1.4000000000000001,0.46666666666666673
IND,Michael Pittman Jr.,Right D Gap,3.0,0,0,3.0,1.5
DEN,Mike Boone,Left Off-Tackle Gap Unknown,1.6,0,0,1.6,0.8
DEN,Mike Boone,Right Off-Tackle Gap Unknown,1.9000000000000001,0,0,1.9000000000000001,0.9500000000000001
BAL,Mike Davis,Left A Gap,4.9,6,0,10.899999999999999,0.7266666666666666
BAL,Mike Davis,Left D Gap,6.699999999999999,0,0,6.699999999999999,0.3045454545454545
BAL,Mike Davis,Left Off-Tackle Gap Unknown,8.9,12,-1,19.900000000000002,0.7370370370370372
BAL,Mike Davis,Right A Gap,9.200000000000001,0,0,9.200000000000001,0.35384615384615387
BAL,Mike Davis,Right D Gap,8.3,0,0,8.3,0.46111111111111114
BAL,Mike Davis,Right Off-Tackle Gap Unknown,13.700000000000001,0,0,13.700000000000001,0.39142857142857146
TB,Mike Evans,Left D Gap,1.0,0,0,1.0,1.0
NYJ,Mike White,Left A Gap,0.2,0,0,0.2,0.2
NYJ,Mike White,Middle,-0.4,0,0,-0.4,-0.13333333333333333
NYJ,Mike White,Right A Gap,0.1,0,0,0.1,0.1
PHI,Miles Sanders,Left A Gap,15.500000000000004,0,0,15.500000000000004,0.5000000000000001
PHI,Miles Sanders,Left D Gap,18.899999999999995,0,0,18.899999999999995,0.8590909090909089
PHI,Miles Sanders,Left Off-Tackle Gap Unknown,7.2,0,0,7.2,0.4
PHI,Miles Sanders,Right A Gap,14.500000000000004,0,0,14.500000000000004,0.5000000000000001
PHI,Miles Sanders,Right D Gap,9.899999999999999,0,0,9.899999999999999,0.5499999999999999
PHI,Miles Sanders,Right Off-Tackle Gap Unknown,12.500000000000002,0,-1,11.500000000000002,0.3965517241379311
NE,N'Keal Harry,Left D Gap,1.3,0,0,1.3,1.3
PIT,Najee Harris,Left A Gap,42.399999999999984,0,0,42.399999999999984,0.5047619047619045
PIT,Najee Harris,Left D Gap,7.300000000000002,0,0,7.300000000000002,0.48666666666666675
PIT,Najee Harris,Left Off-Tackle Gap Unknown,20.399999999999995,24,0,44.399999999999984,0.6830769230769228
PIT,Najee Harris,Right A Gap,26.100000000000005,12,0,38.100000000000016,0.48846153846153867
PIT,Najee Harris,Right D Gap,1.9999999999999998,0,0,1.9999999999999998,0.1818181818181818
PIT,Najee Harris,Right Off-Tackle Gap Unknown,29.900000000000002,12,0,41.9,0.5819444444444444
CHI,Nathan Peterman,Left A Gap,0.2,0,0,0.2,0.1
NE,Nelson Agholor,Left D Gap,0.4,0,0,0.4,0.4
NE,Nelson Agholor,Right D Gap,0.7000000000000001,0,0,0.7000000000000001,0.35000000000000003
CLE,Nick Chubb,Left A Gap,8.3,6,0,14.3,0.680952380952381
CLE,Nick Chubb,Left D Gap,23.6,6,0,29.6,0.758974358974359
CLE,Nick Chubb,Left Off-Tackle Gap Unknown,34.99999999999999,18,0,53.0,0.8833333333333333
CLE,Nick Chubb,Right A Gap,3.9,0,0,3.9,0.26
CLE,Nick Chubb,Right D Gap,31.10000000000001,12,0,43.099999999999994,1.0023255813953487
CLE,Nick Chubb,Right Off-Tackle Gap Unknown,30.6,12,-1,41.60000000000001,0.6933333333333335
IND,Nick Foles,Left A Gap,0.1,0,0,0.1,0.1
IND,Nick Foles,Left D Gap,0.8,0,0,0.8,0.8
IND,Nick Foles,Middle,-0.1,0,0,-0.1,-0.1
IND,Nick Foles,Right A Gap,0.0,0,0,0.0,0.0
IND,Nyheim Hines,Left A Gap,2.8000000000000007,0,0,2.8000000000000007,0.31111111111111117
IND,Nyheim Hines,Left D Gap,5.4,6,0,11.400000000000002,1.2666666666666668
IND,Nyheim Hines,Left Off-Tackle Gap Unknown,2.6999999999999997,0,0,2.6999999999999997,0.3
IND,Nyheim Hines,Right A Gap,5.0,0,0,5.0,0.38461538461538464
IND,Nyheim Hines,Right D Gap,2.6,0,0,2.6,0.65
IND,Nyheim Hines,Right Off-Tackle Gap Unknown,9.4,6,0,15.4,1.1846153846153846
ATL,Olamide Zaccheaus,Left D Gap,0.2,0,0,0.2,0.2
KC,Patrick Mahomes,Left A Gap,3.7,0,0,3.7,1.2333333333333334
KC,Patrick Mahomes,Left D Gap,16.4,6,0,22.4,0.8296296296296296
KC,Patrick Mahomes,Left Off-Tackle Gap Unknown,14.200000000000003,0,0,14.200000000000003,1.4200000000000004
KC,Patrick Mahomes,Middle,-1.6,0,-1,-2.600000000000001,-0.1529411764705883
KC,Patrick Mahomes,Right A Gap,1.3,0,-1,0.30000000000000004,0.30000000000000004
KC,Patrick Mahomes,Right D Gap,14.599999999999998,6,0,20.600000000000005,0.9809523809523812
KC,Patrick Mahomes,Right Off-Tackle Gap Unknown,4.6000000000000005,6,0,10.6,3.533333333333333
BAL,Patrick Ricard,Left A Gap,0.2,0,0,0.2,0.2
BAL,Patrick Ricard,Right A Gap,0.2,0,0,0.2,0.2
HOU,Phillip Dorsett,Left D Gap,0.0,0,0,0.0,0.0
IND,Phillip Lindsay,Left A Gap,4.3,0,0,4.3,0.33076923076923076
IND,Phillip Lindsay,Left D Gap,1.2,6,0,7.2,1.0285714285714287
IND,Phillip Lindsay,Left Off-Tackle Gap Unknown,6.3999999999999995,0,0,6.3999999999999995,0.256
IND,Phillip Lindsay,Right A Gap,5.7,0,0,5.7,0.33529411764705885
IND,Phillip Lindsay,Right D Gap,0.7999999999999998,0,0,0.7999999999999998,0.15999999999999998
IND,Phillip Lindsay,Right Off-Tackle Gap Unknown,6.700000000000002,0,0,6.700000000000002,0.29130434782608705
MIA,Preston Williams,Right D Gap,0.7000000000000001,0,0,0.7000000000000001,0.7000000000000001
PHI,Quez Watkins,Left D Gap,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
MIA,Raheem Mostert,Left D Gap,1.1,0,0,1.1,1.1
MIA,Raheem Mostert,Right Off-Tackle Gap Unknown,0.9,0,0,0.9,0.9
GB,Randall Cobb,Right D Gap,0.1,0,0,0.1,0.1
SEA,Rashaad Penny,Left A Gap,8.700000000000001,0,0,8.700000000000001,0.5437500000000001
SEA,Rashaad Penny,Left D Gap,1.9,0,0,1.9,0.2111111111111111
SEA,Rashaad Penny,Left Off-Tackle Gap Unknown,26.8,12,0,38.800000000000004,1.3379310344827589
SEA,Rashaad Penny,Right A Gap,16.700000000000003,12,0,28.700000000000003,1.103846153846154
SEA,Rashaad Penny,Right Off-Tackle Gap Unknown,22.9,12,0,34.9,0.8116279069767441
BUF,Reggie Gilliam,Right A Gap,0.30000000000000004,0,0,0.30000000000000004,0.10000000000000002
HOU,Rex Burkhead,Left A Gap,6.000000000000002,6,0,11.999999999999996,0.42857142857142844
HOU,Rex Burkhead,Left D Gap,1.8000000000000003,0,0,1.8000000000000003,0.30000000000000004
HOU,Rex Burkhead,Left Off-Tackle Gap Unknown,10.1,6,0,16.099999999999998,0.7318181818181817
HOU,Rex Burkhead,Right A Gap,14.0,0,0,14.0,0.358974358974359
HOU,Rex Burkhead,Right D Gap,3.4,0,0,3.4,0.5666666666666667
HOU,Rex Burkhead,Right Off-Tackle Gap Unknown,7.9,6,0,13.900000000000002,0.6043478260869566
NE,Rhamondre Stevenson,Left A Gap,6.400000000000001,6,0,12.399999999999999,0.7294117647058823
NE,Rhamondre Stevenson,Left D Gap,11.700000000000003,6,0,17.700000000000003,0.9315789473684212
NE,Rhamondre Stevenson,Left Off-Tackle Gap Unknown,10.200000000000003,6,0,16.200000000000003,0.5586206896551725
NE,Rhamondre Stevenson,Right A Gap,18.8,0,0,18.8,0.5875
NE,Rhamondre Stevenson,Right D Gap,3.8,6,0,9.799999999999999,1.2249999999999999
NE,Rhamondre Stevenson,Right Off-Tackle Gap Unknown,18.0,12,0,30.0,0.7317073170731707
TEN,Robert Woods,Left D Gap,1.3,6,0,7.3,3.65
TEN,Robert Woods,Left Off-Tackle Gap Unknown,1.5000000000000002,0,0,1.5000000000000002,0.5000000000000001
TEN,Robert Woods,Right D Gap,1.3,0,0,1.3,0.65
TEN,Robert Woods,Right Off-Tackle Gap Unknown,0.5,0,0,0.5,0.5
ARI,Rondale Moore,Left A Gap,0.6,0,0,0.6,0.3
ARI,Rondale Moore,Left D Gap,4.4,0,0,4.4,0.48888888888888893
ARI,Rondale Moore,Left Off-Tackle Gap Unknown,0.1,0,0,0.1,0.1
ARI,Rondale Moore,Right D Gap,2.4000000000000004,0,0,2.4000000000000004,0.4800000000000001
ARI,Rondale Moore,Right Off-Tackle Gap Unknown,0.1,0,0,0.1,0.1
DEN,Russell Wilson,Left A Gap,3.2,0,0,3.2,1.0666666666666667
DEN,Russell Wilson,Left D Gap,4.3999999999999995,12,0,16.4,1.4909090909090907
DEN,Russell Wilson,Left Off-Tackle Gap Unknown,0.5,0,0,0.5,0.25
DEN,Russell Wilson,Middle,-0.30000000000000004,0,0,-0.30000000000000004,-0.03333333333333334
DEN,Russell Wilson,Right A Gap,3.4000000000000004,0,0,3.4000000000000004,0.42500000000000004
DEN,Russell Wilson,Right D Gap,6.700000000000001,0,0,6.700000000000001,0.6090909090909092
DEN,Russell Wilson,Right Off-Tackle Gap Unknown,1.1,0,0,1.1,1.1
DAL,Ryan Nall,Right Off-Tackle Gap Unknown,0.8,0,0,0.8,0.8
TEN,Ryan Tannehill,Left A Gap,0.5,6,0,6.5,2.1666666666666665
TEN,Ryan Tannehill,Left D Gap,6.400000000000001,12,0,18.4,1.8399999999999999
TEN,Ryan Tannehill,Left Off-Tackle Gap Unknown,4.0,0,0,4.0,2.0
TEN,Ryan Tannehill,Middle,1.2,0,-1,0.20000000000000015,0.01176470588235295
TEN,Ryan Tannehill,Right A Gap,0.8,12,0,12.799999999999999,2.5599999999999996
TEN,Ryan Tannehill,Right D Gap,12.700000000000001,12,0,24.700000000000003,1.4529411764705884
TEN,Ryan Tannehill,Right Off-Tackle Gap Unknown,3.1,0,0,3.1,0.62
CAR,Sam Darnold,Left A Gap,2.6000000000000005,6,0,8.599999999999998,1.2285714285714282
CAR,Sam Darnold,Left D Gap,7.6000000000000005,0,0,7.6000000000000005,1.0857142857142859
CAR,Sam Darnold,Left Off-Tackle Gap Unknown,1.2000000000000002,0,0,1.2000000000000002,0.6000000000000001
CAR,Sam Darnold,Middle,0.10000000000000006,6,0,6.100000000000001,0.4066666666666668
CAR,Sam Darnold,Right A Gap,1.6,6,-2,5.6,1.4
CAR,Sam Darnold,Right D Gap,9.9,6,0,15.899999999999997,1.2230769230769227
CAR,Sam Darnold,Right Off-Tackle Gap Unknown,3.1,6,0,9.1,4.55
IND,Sam Ehlinger,Left D Gap,0.9,0,0,0.9,0.9
IND,Sam Ehlinger,Middle,-0.1,0,0,-0.1,-0.1
IND,Sam Ehlinger,Right Off-Tackle Gap Unknown,0.1,0,0,0.1,0.1
CIN,Samaje Perine,Left A Gap,3.5000000000000004,0,0,3.5000000000000004,0.38888888888888895
CIN,Samaje Perine,Left D Gap,7.000000000000001,6,0,12.999999999999998,0.9285714285714285
CIN,Samaje Perine,Left Off-Tackle Gap Unknown,1.6,0,0,1.6,0.5333333333333333
CIN,Samaje Perine,Right A Gap,10.100000000000001,0,0,10.100000000000001,0.5050000000000001
CIN,Samaje Perine,Right D Gap,1.4000000000000001,0,0,1.4000000000000001,0.28
CIN,Samaje Perine,Right Off-Tackle Gap Unknown,2.1,0,0,2.1,0.23333333333333334
NYG,Saquon Barkley,Left A Gap,12.200000000000001,12,0,24.2,0.7333333333333333
NYG,Saquon Barkley,Left D Gap,0.9,0,0,0.9,0.18
NYG,Saquon Barkley,Left Off-Tackle Gap Unknown,16.7,0,0,16.7,0.3630434782608695
NYG,Saquon Barkley,Right A Gap,16.5,0,0,16.5,0.5
NYG,Saquon Barkley,Right D Gap,3.1,0,0,3.1,0.3875
NYG,Saquon Barkley,Right Off-Tackle Gap Unknown,10.399999999999999,0,-1,9.399999999999999,0.23499999999999996
TB,Scotty Miller,Left D Gap,1.0,0,0,1.0,1.0
TB,Scotty Miller,Right D Gap,4.2,6,0,10.200000000000001,5.1000000000000005
MIN,Sean Mannion,Left A Gap,1.1,0,0,1.1,1.1
MIN,Sean Mannion,Right A Gap,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
CAR,Shi Smith,Left D Gap,-0.30000000000000004,0,0,-0.30000000000000004,-0.30000000000000004
MIA,Sony Michel,Left A Gap,7.800000000000001,12,0,19.799999999999997,0.7615384615384614
MIA,Sony Michel,Left D Gap,7.799999999999999,0,0,7.799999999999999,0.5999999999999999
MIA,Sony Michel,Left Off-Tackle Gap Unknown,28.200000000000006,6,0,34.20000000000002,0.44415584415584436
MIA,Sony Michel,Right A Gap,10.799999999999999,6,0,16.799999999999997,0.5249999999999999
MIA,Sony Michel,Right D Gap,10.9,0,0,10.9,0.4954545454545455
MIA,Sony Michel,Right Off-Tackle Gap Unknown,27.200000000000006,0,-1,26.200000000000006,0.40307692307692317
CIN,Stanley Morgan,Left D Gap,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
NYG,Sterling Shepard,Right D Gap,-0.9,0,0,-0.9,-0.9
BUF,Tavon Austin,Left D Gap,1.3000000000000003,0,0,1.3000000000000003,0.6500000000000001
BUF,Tavon Austin,Right D Gap,0.8,0,0,0.8,0.8
WAS,Taylor Heinicke,Left A Gap,0.7000000000000001,0,0,0.7000000000000001,0.17500000000000002
WAS,Taylor Heinicke,Left D Gap,6.1000000000000005,0,0,6.1000000000000005,0.4692307692307693
WAS,Taylor Heinicke,Left Off-Tackle Gap Unknown,3.2,0,0,3.2,0.64
WAS,Taylor Heinicke,Middle,0.5999999999999998,0,0,0.5999999999999998,0.03999999999999999
WAS,Taylor Heinicke,Right A Gap,11.700000000000001,0,0,11.700000000000001,1.1700000000000002
WAS,Taylor Heinicke,Right D Gap,9.899999999999999,6,0,15.899999999999999,1.0599999999999998
WAS,Taylor Heinicke,Right Off-Tackle Gap Unknown,0.7000000000000001,0,0,0.7000000000000001,0.7000000000000001
NO,Taysom Hill,Left A Gap,2.5000000000000004,0,0,2.5000000000000004,0.6250000000000001
NO,Taysom Hill,Left D Gap,8.200000000000001,6,0,14.200000000000003,1.5777777777777782
NO,Taysom Hill,Left Off-Tackle Gap Unknown,6.8,0,0,6.8,0.4857142857142857
NO,Taysom Hill,Middle,0.5000000000000001,0,0,0.5000000000000001,0.10000000000000002
NO,Taysom Hill,Right A Gap,2.9000000000000004,0,0,2.9000000000000004,0.4142857142857143
NO,Taysom Hill,Right D Gap,10.900000000000004,0,0,10.900000000000004,0.6411764705882356
NO,Taysom Hill,Right Off-Tackle Gap Unknown,7.100000000000001,24,0,31.099999999999994,1.9437499999999996
MIA,Teddy Bridgewater,Left A Gap,0.8999999999999999,0,-1,-0.10000000000000003,-0.020000000000000007
MIA,Teddy Bridgewater,Left D Gap,1.0,0,0,1.0,0.5
MIA,Teddy Bridgewater,Left Off-Tackle Gap Unknown,0.5,0,0,0.5,0.5
MIA,Teddy Bridgewater,Middle,0.0,6,0,6.0,0.6
MIA,Teddy Bridgewater,Right A Gap,1.1,0,0,1.1,0.3666666666666667
MIA,Teddy Bridgewater,Right D Gap,6.0,6,0,12.0,1.5
MIA,Teddy Bridgewater,Right Off-Tackle Gap Unknown,1.1,0,0,1.1,1.1
WAS,Terry McLaurin,Right D Gap,1.2000000000000002,0,0,1.2000000000000002,1.2000000000000002
NYJ,Tevin Coleman,Left A Gap,3.2,0,0,3.2,0.35555555555555557
NYJ,Tevin Coleman,Left D Gap,11.799999999999999,0,0,11.799999999999999,0.6941176470588235
NYJ,Tevin Coleman,Left Off-Tackle Gap Unknown,7.5,0,0,7.5,0.35714285714285715
NYJ,Tevin Coleman,Right A Gap,4.200000000000001,0,0,4.200000000000001,0.4200000000000001
NYJ,Tevin Coleman,Right D Gap,2.3000000000000003,0,0,2.3000000000000003,0.2555555555555556
NYJ,Tevin Coleman,Right Off-Tackle Gap Unknown,9.699999999999998,0,0,9.699999999999998,0.46190476190476176
DET,Tim Boyle,Left D Gap,1.4000000000000001,0,0,1.4000000000000001,1.4000000000000001
DET,Tim Boyle,Middle,-0.1,0,0,-0.1,-0.1
TB,Tom Brady,Left A Gap,3.6000000000000005,6,0,9.6,1.2
TB,Tom Brady,Left D Gap,1.9000000000000001,0,0,1.9000000000000001,0.9500000000000001
TB,Tom Brady,Left Off-Tackle Gap Unknown,1.4000000000000001,0,-1,0.40000000000000013,0.20000000000000007
TB,Tom Brady,Middle,-0.7999999999999999,6,0,5.200000000000003,0.40000000000000024
TB,Tom Brady,Right A Gap,0.5,0,0,0.5,0.16666666666666666
TB,Tom Brady,Right Off-Tackle Gap Unknown,1.5,0,0,1.5,0.75
CAR,Tommy Tremble,Left D Gap,1.1,6,0,7.1000000000000005,2.3666666666666667
DAL,Tony Pollard,Left A Gap,7.300000000000001,0,0,7.300000000000001,0.4055555555555556
DAL,Tony Pollard,Left D Gap,12.500000000000004,6,0,18.500000000000004,1.027777777777778
DAL,Tony Pollard,Left Off-Tackle Gap Unknown,16.8,0,0,16.8,0.49411764705882355
DAL,Tony Pollard,Right A Gap,7.000000000000001,0,0,7.000000000000001,0.38888888888888895
DAL,Tony Pollard,Right D Gap,19.2,6,0,25.2,1.1454545454545455
DAL,Tony Pollard,Right Off-Tackle Gap Unknown,20.400000000000002,0,0,20.400000000000002,0.68
KC,Travis Kelce,Left A Gap,-0.1,0,0,-0.1,-0.1
KC,Travis Kelce,Right A Gap,0.4,6,0,6.4,6.4
JAX,Trevor Lawrence,Left A Gap,0.6000000000000001,0,0,0.6000000000000001,0.30000000000000004
JAX,Trevor Lawrence,Left D Gap,8.9,0,0,8.9,0.8090909090909091
JAX,Trevor Lawrence,Left Off-Tackle Gap Unknown,6.300000000000001,0,0,6.300000000000001,0.5727272727272728
JAX,Trevor Lawrence,Middle,1.5999999999999999,0,0,1.5999999999999999,0.12307692307692307
JAX,Trevor Lawrence,Right A Gap,1.9,6,0,7.900000000000001,1.1285714285714288
JAX,Trevor Lawrence,Right D Gap,9.8,0,0,9.8,0.4666666666666667
JAX,Trevor Lawrence,Right Off-Tackle Gap Unknown,4.3,6,0,10.3,1.1444444444444446
CHI,Trevor Siemian,Left A Gap,-0.1,0,0,-0.1,-0.1
CHI,Trevor Siemian,Left D Gap,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
CHI,Trevor Siemian,Left Off-Tackle Gap Unknown,1.7000000000000002,6,0,7.7,7.7
CHI,Trevor Siemian,Middle,-0.30000000000000004,0,0,-0.30000000000000004,-0.10000000000000002
CHI,Trevor Siemian,Right A Gap,0.4,0,0,0.4,0.13333333333333333
SF,Trey Lance,Left A Gap,3.0000000000000004,0,0,3.0000000000000004,0.42857142857142866
SF,Trey Lance,Left D Gap,2.8000000000000003,6,0,8.799999999999999,1.4666666666666666
SF,Trey Lance,Left Off-Tackle Gap Unknown,3.4000000000000004,0,0,3.4000000000000004,0.3777777777777778
SF,Trey Lance,Middle,-0.30000000000000004,0,0,-0.30000000000000004,-0.15000000000000002
SF,Trey Lance,Right A Gap,3.0000000000000004,0,0,3.0000000000000004,0.7500000000000001
SF,Trey Lance,Right D Gap,4.9,0,0,4.9,0.7000000000000001
SF,Trey Lance,Right Off-Tackle Gap Unknown,3.900000000000001,0,0,3.900000000000001,0.4875000000000001
MIA,Tua Tagovailoa,Left A Gap,1.4000000000000001,0,0,1.4000000000000001,0.46666666666666673
MIA,Tua Tagovailoa,Left D Gap,5.200000000000001,0,0,5.200000000000001,0.742857142857143
MIA,Tua Tagovailoa,Left Off-Tackle Gap Unknown,1.0000000000000002,0,0,1.0000000000000002,0.3333333333333334
MIA,Tua Tagovailoa,Middle,-0.8999999999999999,6,0,5.100000000000002,0.30000000000000016
MIA,Tua Tagovailoa,Right A Gap,2.6,6,0,8.6,1.4333333333333333
MIA,Tua Tagovailoa,Right D Gap,3.1,6,0,9.1,1.5166666666666666
MIA,Tua Tagovailoa,Right Off-Tackle Gap Unknown,1.5,0,0,1.5,0.75
NE,Ty Montgomery,Left A Gap,1.1,0,0,1.1,0.55
NE,Ty Montgomery,Left D Gap,-0.4,0,0,-0.4,-0.4
NE,Ty Montgomery,Left Off-Tackle Gap Unknown,1.0,0,0,1.0,0.3333333333333333
NE,Ty Montgomery,Right A Gap,2.0,0,0,2.0,0.5
NE,Ty Montgomery,Right D Gap,-0.2,0,0,-0.2,-0.2
NE,Ty Montgomery,Right Off-Tackle Gap Unknown,0.8999999999999999,0,0,0.8999999999999999,0.22499999999999998
CIN,Tyler Boyd,Left D Gap,0.4,0,0,0.4,0.4
CIN,Tyler Boyd,Right D Gap,2.2,0,0,2.2,1.1
