team,playerName,RunDirection_descr,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch
LV,Derek Carr,Right Off-Tackle Gap Unknown,1.7000000000000002,6,0,7.7,1.925
PIT,Derek Watt,Right A Gap,0.1,0,0,0.1,0.1
TEN,Derrick Henry,Left A Gap,10.100000000000001,6,0,16.099999999999998,0.5031249999999999
TEN,Derrick Henry,Left D Gap,15.1,0,0,15.1,0.36829268292682926
TEN,Derrick Henry,Left Off-Tackle Gap Unknown,30.200000000000003,30,0,60.19999999999998,1.2541666666666662
TEN,Derrick Henry,Right A Gap,23.700000000000003,24,0,47.69999999999998,0.9734693877551016
TEN,Derrick Henry,Right D Gap,11.800000000000004,6,0,17.799999999999994,0.5562499999999998
TEN,Derrick Henry,Right Off-Tackle Gap Unknown,14.699999999999998,0,0,14.699999999999998,0.3266666666666666
BAL,Devin Duvernay,Left D Gap,4.4,0,0,4.4,0.7333333333333334
BAL,Devin Duvernay,Right D Gap,1.4000000000000001,0,0,1.4000000000000001,0.7000000000000001
BUF,Devin Singletary,Left A Gap,17.800000000000008,6,0,23.800000000000008,0.7933333333333336
BUF,Devin Singletary,Left D Gap,11.200000000000001,6,0,17.2,0.5733333333333334
BUF,Devin Singletary,Left Off-Tackle Gap Unknown,22.200000000000003,24,0,46.2,0.924
BUF,Devin Singletary,Right A Gap,18.9,12,0,30.900000000000006,0.7725000000000002
BUF,Devin Singletary,Right D Gap,16.999999999999996,6,0,23.0,0.9583333333333334
BUF,Devin Singletary,Right Off-Tackle Gap Unknown,15.2,6,0,21.200000000000006,0.4930232558139536
PIT,Diontae Johnson,Left D Gap,0.7000000000000001,0,0,0.7000000000000001,0.35000000000000003
PIT,Diontae Johnson,Right D Gap,4.6,0,0,4.6,1.5333333333333332
TEN,Dontrell Hilliard,Left A Gap,14.5,12,0,26.5,2.409090909090909
TEN,Dontrell Hilliard,Left D Gap,6.600000000000001,0,0,6.600000000000001,0.6600000000000001
TEN,Dontrell Hilliard,Left Off-Tackle Gap Unknown,5.200000000000001,0,-1,4.2,0.3
TEN,Dontrell Hilliard,Right A Gap,3.4000000000000004,0,0,3.4000000000000004,0.42500000000000004
TEN,Dontrell Hilliard,Right D Gap,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
TEN,Dontrell Hilliard,Right Off-Tackle Gap Unknown,5.199999999999999,0,0,5.199999999999999,0.39999999999999997
SEA,Drew Lock,Left A Gap,2.8000000000000003,12,0,14.8,7.4
SEA,Drew Lock,Left D Gap,0.9000000000000001,0,0,0.9000000000000001,0.45000000000000007
SEA,Drew Lock,Left Off-Tackle Gap Unknown,0.0,0,-1,-1.0,-0.5
SEA,Drew Lock,Middle,1.0,0,0,1.0,0.5
SEA,Drew Lock,Right D Gap,0.6000000000000001,0,0,0.6000000000000001,0.30000000000000004
MIA,Durham Smythe,Middle,0.30000000000000004,0,0,0.30000000000000004,0.15000000000000002
NO,Dwayne Washington,Left Off-Tackle Gap Unknown,1.1,0,0,1.1,0.3666666666666667
NO,Dwayne Washington,Right Off-Tackle Gap Unknown,0.5,0,0,0.5,0.5
WAS,Dyami Brown,Left D Gap,-0.4,0,0,-0.4,-0.4
NO,Easop Winston Jr.,Left D Gap,0.1,0,0,0.1,0.1
SF,Elijah Mitchell,Left A Gap,7.700000000000001,0,0,7.700000000000001,0.24838709677419357
SF,Elijah Mitchell,Left D Gap,25.500000000000007,0,0,25.500000000000007,0.5930232558139537
SF,Elijah Mitchell,Left Off-Tackle Gap Unknown,41.7,18,0,59.70000000000001,0.6560439560439562
SF,Elijah Mitchell,Middle,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
SF,Elijah Mitchell,Right A Gap,4.6000000000000005,0,0,4.6000000000000005,0.24210526315789477
SF,Elijah Mitchell,Right D Gap,16.8,12,0,28.799999999999994,0.7578947368421051
SF,Elijah Mitchell,Right Off-Tackle Gap Unknown,20.2,6,0,26.200000000000003,0.5574468085106383
NYJ,Elijah Moore,Left D Gap,1.1,0,0,1.1,0.55
NYJ,Elijah Moore,Right D Gap,4.300000000000001,6,0,10.3,3.4333333333333336
ARI,Eno Benjamin,Left A Gap,4.5,6,0,10.499999999999998,1.1666666666666665
ARI,Eno Benjamin,Left Off-Tackle Gap Unknown,1.9000000000000004,0,0,1.9000000000000004,0.23750000000000004
ARI,Eno Benjamin,Right A Gap,3.1,0,0,3.1,0.31
ARI,Eno Benjamin,Right D Gap,0.8,0,0,0.8,0.4
ARI,Eno Benjamin,Right Off-Tackle Gap Unknown,2.3000000000000007,0,0,2.3000000000000007,0.25555555555555565
CHI,Equanimeous St. Brown,Left D Gap,1.4000000000000004,0,0,1.4000000000000004,0.4666666666666668
CHI,Equanimeous St. Brown,Right D Gap,0.1,0,0,0.1,0.1
JAX,Evan Engram,Left D Gap,-0.30000000000000004,0,0,-0.30000000000000004,-0.30000000000000004
DAL,Ezekiel Elliott,Left A Gap,16.900000000000006,24,0,40.9,1.136111111111111
DAL,Ezekiel Elliott,Left D Gap,6.100000000000001,0,0,6.100000000000001,0.33888888888888896
DAL,Ezekiel Elliott,Left Off-Tackle Gap Unknown,22.099999999999998,12,0,34.099999999999994,0.6557692307692307
DAL,Ezekiel Elliott,Right A Gap,25.0,6,0,31.0,0.6326530612244898
DAL,Ezekiel Elliott,Right D Gap,10.700000000000001,6,0,16.699999999999996,0.7952380952380951
DAL,Ezekiel Elliott,Right Off-Tackle Gap Unknown,24.9,12,-1,35.899999999999984,0.47866666666666646
ATL,Feleipe Franks,Right D Gap,0.6000000000000001,0,0,0.6000000000000001,0.20000000000000004
SEA,Freddie Swain,Right D Gap,3.2,0,0,3.2,0.64
LAC,Gabe Nabers,Right A Gap,0.8,0,0,0.8,0.26666666666666666
PHI,Gardner Minshew,Left A Gap,0.2,0,0,0.2,0.2
PHI,Gardner Minshew,Left D Gap,0.9,0,0,0.9,0.3
PHI,Gardner Minshew,Left Off-Tackle Gap Unknown,0.4,0,0,0.4,0.4
PHI,Gardner Minshew,Middle,0.1,0,0,0.1,0.05
PHI,Gardner Minshew,Right D Gap,0.4,0,0,0.4,0.4
PHI,Gardner Minshew,Right Off-Tackle Gap Unknown,0.2,0,0,0.2,0.1
NYG,Gary Brightwell,Right Off-Tackle Gap Unknown,0.4,0,0,0.4,0.4
SEA,Geno Smith,Left D Gap,1.7000000000000002,0,0,1.7000000000000002,0.8500000000000001
SEA,Geno Smith,Middle,-0.2,0,0,-0.2,-0.1
SEA,Geno Smith,Right A Gap,0.8,6,0,6.8,2.2666666666666666
SEA,Geno Smith,Right D Gap,0.7000000000000001,0,0,0.7000000000000001,0.7000000000000001
SEA,Geno Smith,Right Off-Tackle Gap Unknown,1.2000000000000002,0,0,1.2000000000000002,1.2000000000000002
SF,George Kittle,Left D Gap,2.0,0,0,2.0,0.6666666666666666
LAC,Gerald Everett,Right D Gap,2.0,0,0,2.0,0.6666666666666666
ARI,Greg Dortch,Right D Gap,2.4000000000000004,0,0,2.4000000000000004,2.4000000000000004
PIT,Gunner Olszewski,Left D Gap,0.9,0,0,0.9,0.9
LV,Hunter Renfrow,Left D Gap,0.09999999999999998,0,0,0.09999999999999998,0.04999999999999999
LV,Hunter Renfrow,Right D Gap,0.2,0,0,0.2,0.2
NO,Ian Book,Left Off-Tackle Gap Unknown,0.2,0,0,0.2,0.2
NO,Ian Book,Right A Gap,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
NO,Ian Book,Right D Gap,0.1,0,0,0.1,0.1
BUF,Isaiah McKenzie,Left D Gap,1.9000000000000001,0,0,1.9000000000000001,0.38
BUF,Isaiah McKenzie,Left Off-Tackle Gap Unknown,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
BUF,Isaiah McKenzie,Right D Gap,6.999999999999999,6,0,13.0,1.4444444444444444
WAS,J.D. McKissic,Left A Gap,5.300000000000001,0,0,5.300000000000001,0.40769230769230774
WAS,J.D. McKissic,Left D Gap,3.9,0,0,3.9,0.5571428571428572
WAS,J.D. McKissic,Left Off-Tackle Gap Unknown,3.8000000000000003,6,0,9.8,0.9800000000000001
WAS,J.D. McKissic,Right A Gap,2.9000000000000004,0,0,2.9000000000000004,0.36250000000000004
WAS,J.D. McKissic,Right D Gap,1.0,0,0,1.0,0.5
WAS,J.D. McKissic,Right Off-Tackle Gap Unknown,4.300000000000001,6,0,10.3,1.2875
CIN,Ja'Marr Chase,Left D Gap,0.9,0,0,0.9,0.225
CIN,Ja'Marr Chase,Right D Gap,4.4,0,0,4.4,0.48888888888888893
CLE,Jacoby Brissett,Left D Gap,1.9,0,0,1.9,0.475
CLE,Jacoby Brissett,Left Off-Tackle Gap Unknown,2.6,0,0,2.6,0.65
CLE,Jacoby Brissett,Middle,0.5,0,0,0.5,0.08333333333333333
CLE,Jacoby Brissett,Right D Gap,1.3000000000000003,0,0,1.3000000000000003,0.6500000000000001
CLE,Jacoby Brissett,Right Off-Tackle Gap Unknown,1.4000000000000001,6,0,7.3999999999999995,1.8499999999999999
TB,Jaelon Darden,Right D Gap,1.1,0,0,1.1,1.1
NE,Jakobi Meyers,Right D Gap,0.9,0,0,0.9,0.9
LAC,Jalen Guyton,Left D Gap,2.7000000000000006,0,0,2.7000000000000006,0.6750000000000002
LAC,Jalen Guyton,Right D Gap,0.7000000000000001,0,0,0.7000000000000001,0.23333333333333336
PHI,Jalen Hurts,Left A Gap,6.299999999999999,18,0,24.300000000000004,2.0250000000000004
PHI,Jalen Hurts,Left D Gap,22.799999999999997,6,0,28.799999999999997,0.8727272727272727
PHI,Jalen Hurts,Left Off-Tackle Gap Unknown,10.1,0,0,10.1,0.7769230769230769
PHI,Jalen Hurts,Middle,-0.4999999999999999,12,-2,9.5,0.4523809523809524
PHI,Jalen Hurts,Right A Gap,6.300000000000001,0,0,6.300000000000001,0.6300000000000001
PHI,Jalen Hurts,Right D Gap,30.700000000000006,18,0,48.7,0.9740000000000001
PHI,Jalen Hurts,Right Off-Tackle Gap Unknown,13.000000000000004,6,0,19.0,1.3571428571428572
PHI,Jalen Reagor,Left A Gap,0.0,0,0,0.0,0.0
PHI,Jalen Reagor,Left D Gap,1.7000000000000002,0,0,1.7000000000000002,0.34
PHI,Jalen Reagor,Right D Gap,1.5000000000000002,0,0,1.5000000000000002,0.37500000000000006
DET,Jamaal Williams,Left A Gap,9.300000000000002,0,0,9.300000000000002,0.2657142857142858
DET,Jamaal Williams,Left D Gap,4.4,0,0,4.4,0.48888888888888893
DET,Jamaal Williams,Left Off-Tackle Gap Unknown,18.300000000000004,12,0,30.300000000000004,0.8657142857142859
DET,Jamaal Williams,Right A Gap,13.9,0,0,13.9,0.3861111111111111
DET,Jamaal Williams,Right D Gap,1.1,0,0,1.1,0.22000000000000003
DET,Jamaal Williams,Right Off-Tackle Gap Unknown,14.799999999999997,6,0,20.799999999999997,0.5777777777777777
JAX,Jamal Agnew,Left D Gap,9.8,6,0,15.8,3.16
JAX,Jamal Agnew,Right D Gap,1.3,0,0,1.3,0.65
NO,Jameis Winston,Left A Gap,3.8,0,0,3.8,0.76
NO,Jameis Winston,Left D Gap,3.3000000000000007,0,0,3.3000000000000007,0.8250000000000002
NO,Jameis Winston,Left Off-Tackle Gap Unknown,2.8,6,0,8.8,4.4
NO,Jameis Winston,Middle,-0.4,0,0,-0.4,-0.04
NO,Jameis Winston,Right A Gap,3.0000000000000004,0,0,3.0000000000000004,0.42857142857142866
NO,Jameis Winston,Right D Gap,4.1,0,0,4.1,1.025
ARI,James Conner,Left A Gap,24.0,60,0,84.0,1.5849056603773586
ARI,James Conner,Left D Gap,5.4,18,0,23.399999999999995,1.4624999999999997
ARI,James Conner,Left Off-Tackle Gap Unknown,14.599999999999996,0,0,14.599999999999996,0.37435897435897425
ARI,James Conner,Right A Gap,19.0,6,0,25.000000000000007,0.4545454545454547
ARI,James Conner,Right D Gap,3.0,6,0,9.0,1.8
ARI,James Conner,Right Off-Tackle Gap Unknown,15.0,6,0,21.000000000000004,0.4883720930232559
JAX,James Robinson,Left A Gap,29.4,12,-1,40.4,0.9619047619047618
JAX,James Robinson,Left D Gap,4.6,0,0,4.6,0.575
JAX,James Robinson,Left Off-Tackle Gap Unknown,16.5,12,0,28.499999999999996,0.7916666666666665
JAX,James Robinson,Right A Gap,19.999999999999996,18,-1,37.0,0.6851851851851852
JAX,James Robinson,Right D Gap,5.1,0,0,5.1,0.425
JAX,James Robinson,Right Off-Tackle Gap Unknown,6.8,6,0,12.799999999999999,0.6736842105263158
DAL,James Washington,Left D Gap,1.3000000000000003,0,0,1.3000000000000003,0.6500000000000001
DET,Jared Goff,Left A Gap,0.0,0,0,0.0,0.0
DET,Jared Goff,Left D Gap,3.0,0,0,3.0,1.0
DET,Jared Goff,Middle,-0.30000000000000004,0,-2,-2.3,-0.575
DET,Jared Goff,Right D Gap,4.800000000000001,0,0,4.800000000000001,0.6857142857142858
DET,Jared Goff,Right Off-Tackle Gap Unknown,0.2,0,0,0.2,0.2
NO,Jarvis Landry,Left D Gap,1.9000000000000001,6,0,7.9,2.6333333333333333
NO,Jarvis Landry,Left Off-Tackle Gap Unknown,1.6,6,0,7.6,3.8
NO,Jarvis Landry,Right Off-Tackle Gap Unknown,0.5,0,0,0.5,0.5
DET,Jason Cabinda,Right A Gap,2.6000000000000005,0,0,2.6000000000000005,0.6500000000000001
DEN,Javonte Williams,Left A Gap,6.1,6,0,12.1,0.605
DEN,Javonte Williams,Left D Gap,15.400000000000002,0,0,15.400000000000002,0.9625000000000001
DEN,Javonte Williams,Left Off-Tackle Gap Unknown,24.3,6,0,30.3,0.5611111111111111
DEN,Javonte Williams,Right A Gap,16.5,6,0,22.5,0.5769230769230769
DEN,Javonte Williams,Right D Gap,8.900000000000002,6,-1,13.900000000000002,0.6950000000000001
DEN,Javonte Williams,Right Off-Tackle Gap Unknown,20.9,6,0,26.9,0.46379310344827585
MIA,Jaylen Waddle,Left D Gap,0.1,6,0,6.1,6.1
MIA,Jaylen Waddle,Right D Gap,0.2,0,0,0.2,0.2
NYJ,Jeff Smith,Left D Gap,-0.1,0,0,-0.1,-0.1
KC,Jerick McKinnon,Left A Gap,4.4,0,0,4.4,0.3666666666666667
KC,Jerick McKinnon,Left D Gap,0.4,0,0,0.4,0.4
KC,Jerick McKinnon,Left Off-Tackle Gap Unknown,4.2,0,0,4.2,0.4666666666666667
KC,Jerick McKinnon,Right A Gap,6.099999999999999,0,0,6.099999999999999,0.5545454545454545
KC,Jerick McKinnon,Right D Gap,1.4000000000000001,0,0,1.4000000000000001,0.28
KC,Jerick McKinnon,Right Off-Tackle Gap Unknown,4.7,0,0,4.7,0.5875
DEN,Jerry Jeudy,Left D Gap,0.30000000000000004,0,0,0.30000000000000004,0.15000000000000002
SF,Jimmy Garoppolo,Left A Gap,1.0,6,0,6.999999999999999,1.4
SF,Jimmy Garoppolo,Left D Gap,1.4000000000000001,12,0,13.400000000000002,2.6800000000000006
SF,Jimmy Garoppolo,Left Off-Tackle Gap Unknown,1.3,0,0,1.3,0.65
SF,Jimmy Garoppolo,Middle,0.6000000000000003,0,-1,-0.3999999999999998,-0.017391304347826077
SF,Jimmy Garoppolo,Right A Gap,0.8999999999999999,0,0,0.8999999999999999,0.22499999999999998
SF,Jimmy Garoppolo,Right D Gap,1.1,0,0,1.1,0.3666666666666667
SF,Jimmy Garoppolo,Right Off-Tackle Gap Unknown,2.0,0,0,2.0,0.6666666666666666
CIN,Joe Burrow,Left A Gap,3.1999999999999997,0,0,3.1999999999999997,0.3555555555555555
CIN,Joe Burrow,Left D Gap,6.1,6,0,12.100000000000001,1.1
CIN,Joe Burrow,Left Off-Tackle Gap Unknown,2.5,0,0,2.5,0.8333333333333334
CIN,Joe Burrow,Middle,-0.7,0,0,-0.7,-0.03888888888888889
CIN,Joe Burrow,Right A Gap,1.9000000000000001,0,0,1.9000000000000001,0.47500000000000003
CIN,Joe Burrow,Right D Gap,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
CIN,Joe Burrow,Right Off-Tackle Gap Unknown,4.300000000000001,6,0,10.3,1.03
NYJ,Joe Flacco,Right A Gap,0.2,0,0,0.2,0.2
NYJ,Joe Flacco,Right Off-Tackle Gap Unknown,0.1,0,0,0.1,0.1
CIN,Joe Mixon,Left A Gap,18.400000000000006,18,0,36.400000000000006,0.742857142857143
CIN,Joe Mixon,Left D Gap,24.0,12,0,35.99999999999999,0.5714285714285713
CIN,Joe Mixon,Left Off-Tackle Gap Unknown,27.600000000000005,0,0,27.600000000000005,0.5111111111111112
CIN,Joe Mixon,Right A Gap,20.90000000000001,36,-1,55.9,0.7985714285714286
CIN,Joe Mixon,Right D Gap,34.600000000000016,18,0,52.60000000000002,0.8218750000000004
CIN,Joe Mixon,Right Off-Tackle Gap Unknown,24.4,0,0,24.4,0.3696969696969697
LAR,John Wolford,Middle,-0.1,0,0,-0.1,-0.1
LAR,John Wolford,Right Off-Tackle Gap Unknown,0.0,0,0,0.0,0.0
IND,Jonathan Taylor,Left A Gap,30.8,24,0,54.8,0.7116883116883117
IND,Jonathan Taylor,Left D Gap,19.299999999999997,12,0,31.300000000000004,1.0096774193548388
IND,Jonathan Taylor,Left Off-Tackle Gap Unknown,49.599999999999994,24,-1,72.6,0.968
IND,Jonathan Taylor,Right A Gap,42.899999999999984,24,0,66.89999999999998,0.7779069767441857
IND,Jonathan Taylor,Right D Gap,12.500000000000002,18,0,30.5,1.3863636363636365
IND,Jonathan Taylor,Right Off-Tackle Gap Unknown,38.000000000000014,12,-1,49.00000000000001,0.9800000000000001
NE,Jonnu Smith,Left D Gap,2.3,0,0,2.3,0.45999999999999996
NE,Jonnu Smith,Right D Gap,2.6,0,0,2.6,0.65
NYG,Jordan Akins,Right A Gap,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
GB,Jordan Love,Left Off-Tackle Gap Unknown,1.3,0,0,1.3,0.65
GB,Jordan Love,Middle,-0.5,0,0,-0.5,-0.08333333333333333
GB,Jordan Love,Right A Gap,-0.1,0,0,-0.1,-0.1
GB,Jordan Love,Right D Gap,0.8,0,0,0.8,0.8
GB,Jordan Love,Right Off-Tackle Gap Unknown,1.2000000000000002,0,0,1.2000000000000002,0.6000000000000001
BUF,Josh Allen,Left A Gap,5.000000000000001,0,0,5.000000000000001,0.3846153846153847
BUF,Josh Allen,Left D Gap,27.8,6,0,33.8,1.0903225806451613
BUF,Josh Allen,Left Off-Tackle Gap Unknown,14.799999999999999,6,0,20.8,0.9904761904761905
BUF,Josh Allen,Middle,-1.0999999999999999,0,-1,-2.1000000000000005,-0.16153846153846158
BUF,Josh Allen,Right A Gap,5.400000000000001,0,0,5.400000000000001,0.4500000000000001
BUF,Josh Allen,Right D Gap,27.599999999999998,18,0,45.6,1.3411764705882354
BUF,Josh Allen,Right Off-Tackle Gap Unknown,16.400000000000002,6,-1,21.400000000000002,0.9727272727272728
LV,Josh Jacobs,Left A Gap,8.8,18,-1,25.8,0.7818181818181819
LV,Josh Jacobs,Left D Gap,5.1000000000000005,0,0,5.1000000000000005,0.34
LV,Josh Jacobs,Left Off-Tackle Gap Unknown,34.80000000000001,12,0,46.80000000000002,0.5638554216867472
LV,Josh Jacobs,Right A Gap,16.8,18,0,34.8,0.9405405405405405
LV,Josh Jacobs,Right D Gap,3.6000000000000005,0,-1,2.6000000000000005,0.26000000000000006
LV,Josh Jacobs,Right Off-Tackle Gap Unknown,35.10000000000001,12,0,47.1,0.6728571428571429
DEN,Josh Johnson,Left D Gap,1.2000000000000002,0,0,1.2000000000000002,0.4000000000000001
DEN,Josh Johnson,Middle,-0.8,0,0,-0.8,-0.26666666666666666
DEN,Josh Johnson,Right D Gap,1.0,0,0,1.0,0.3333333333333333
LAC,Joshua Kelley,Left A Gap,1.4000000000000001,0,-1,0.40000000000000013,0.0666666666666667
LAC,Joshua Kelley,Left D Gap,1.5000000000000002,0,0,1.5000000000000002,0.25000000000000006
LAC,Joshua Kelley,Left Off-Tackle Gap Unknown,4.1000000000000005,0,0,4.1000000000000005,0.3727272727272728
LAC,Joshua Kelley,Right A Gap,2.2,0,0,2.2,0.7333333333333334
LAC,Joshua Kelley,Right D Gap,1.1,0,0,1.1,0.3666666666666667
LAC,Joshua Kelley,Right Off-Tackle Gap Unknown,1.8000000000000003,0,0,1.8000000000000003,0.36000000000000004
KC,JuJu Smith-Schuster,Left D Gap,0.6000000000000001,0,0,0.6000000000000001,0.30000000000000004
KC,JuJu Smith-Schuster,Right D Gap,0.30000000000000004,6,0,6.3,6.3
CHI,Justin Fields,Left A Gap,2.6000000000000005,0,0,2.6000000000000005,0.6500000000000001
CHI,Justin Fields,Left D Gap,15.600000000000003,0,0,15.600000000000003,0.742857142857143
CHI,Justin Fields,Left Off-Tackle Gap Unknown,8.0,0,0,8.0,0.7272727272727273
CHI,Justin Fields,Middle,1.0,0,0,1.0,0.09090909090909091
CHI,Justin Fields,Right A Gap,1.1,0,0,1.1,0.55
CHI,Justin Fields,Right D Gap,13.800000000000004,12,-1,24.800000000000004,1.1809523809523812
CHI,Justin Fields,Right Off-Tackle Gap Unknown,0.4,0,0,0.4,0.1
LAC,Justin Herbert,Left A Gap,5.7,6,0,11.700000000000001,1.1700000000000002
LAC,Justin Herbert,Left D Gap,9.199999999999998,6,0,15.199999999999998,1.169230769230769
LAC,Justin Herbert,Left Off-Tackle Gap Unknown,5.6000000000000005,6,0,11.6,1.9333333333333333
LAC,Justin Herbert,Middle,-0.5,0,0,-0.5,-0.03125
LAC,Justin Herbert,Right A Gap,3.8000000000000007,0,0,3.8000000000000007,0.4222222222222223
LAC,Justin Herbert,Right D Gap,7.2,0,0,7.2,0.9
LAC,Justin Herbert,Right Off-Tackle Gap Unknown,0.7000000000000001,0,0,0.7000000000000001,0.35000000000000003
MIN,Justin Jefferson,Left D Gap,-0.8,0,0,-0.8,-0.4
MIN,Justin Jefferson,Right D Gap,2.2,0,0,2.2,0.55
MIN,K.J. Osborn,Left D Gap,1.0,0,0,1.0,1.0
NYG,Kadarius Toney,Right A Gap,-0.2,0,0,-0.2,-0.2
NYG,Kadarius Toney,Right D Gap,0.8,0,0,0.8,0.4
DET,Kalif Raymond,Right D Gap,2.8,0,0,2.8,0.7
CLE,Kareem Hunt,Left A Gap,4.6,0,0,4.6,0.5111111111111111
CLE,Kareem Hunt,Left D Gap,3.2,0,0,3.2,0.35555555555555557
CLE,Kareem Hunt,Left Off-Tackle Gap Unknown,8.399999999999999,12,0,20.4,1.275
CLE,Kareem Hunt,Right A Gap,2.8999999999999995,6,0,8.9,1.2714285714285716
CLE,Kareem Hunt,Right D Gap,2.4000000000000004,6,0,8.4,0.49411764705882355
CLE,Kareem Hunt,Right Off-Tackle Gap Unknown,19.200000000000003,6,0,25.200000000000003,1.008
TB,Ke'Shawn Vaughn,Left A Gap,2.8000000000000007,0,0,2.8000000000000007,0.4000000000000001
TB,Ke'Shawn Vaughn,Left D Gap,-0.3999999999999999,0,0,-0.3999999999999999,-0.07999999999999999
TB,Ke'Shawn Vaughn,Left Off-Tackle Gap Unknown,11.899999999999997,12,0,23.9,1.2578947368421052
TB,Ke'Shawn Vaughn,Right A Gap,5.800000000000001,6,0,11.8,0.8428571428571429
TB,Ke'Shawn Vaughn,Right D Gap,0.1,0,0,0.1,0.1
TB,Ke'Shawn Vaughn,Right Off-Tackle Gap Unknown,3.1000000000000005,0,0,3.1000000000000005,0.44285714285714295
ATL,Keith Smith,Left Off-Tackle Gap Unknown,0.5,0,0,0.5,0.5
ATL,Keith Smith,Right A Gap,2.1,0,0,2.1,0.35000000000000003
ATL,Keith Smith,Right Off-Tackle Gap Unknown,0.5,0,0,0.5,0.25
NE,Kendrick Bourne,Left D Gap,11.400000000000002,0,0,11.400000000000002,1.0363636363636366
NE,Kendrick Bourne,Right D Gap,2.5,0,0,2.5,1.25
MIN,Kene Nwangwu,Left A Gap,0.5,0,0,0.5,0.5
MIN,Kene Nwangwu,Left D Gap,1.5000000000000002,0,0,1.5000000000000002,0.5000000000000001
MIN,Kene Nwangwu,Left Off-Tackle Gap Unknown,0.8,0,0,0.8,0.4
MIN,Kene Nwangwu,Right A Gap,2.8,0,0,2.8,0.4666666666666666
MIN,Kene Nwangwu,Right D Gap,1.0,0,0,1.0,0.5
PHI,Kenneth Gainwell,Left A Gap,7.8,24,0,31.8,1.9875
PHI,Kenneth Gainwell,Left D Gap,1.7000000000000002,0,0,1.7000000000000002,0.5666666666666668
PHI,Kenneth Gainwell,Left Off-Tackle Gap Unknown,5.5,0,0,5.5,0.6111111111111112
PHI,Kenneth Gainwell,Right A Gap,6.499999999999999,0,-1,5.499999999999999,0.24999999999999997
PHI,Kenneth Gainwell,Right D Gap,2.0,0,0,2.0,0.6666666666666666
PHI,Kenneth Gainwell,Right Off-Tackle Gap Unknown,6.200000000000001,6,0,12.200000000000001,0.7625000000000001
LV,Kenyan Drake,Left A Gap,1.7000000000000002,0,0,1.7000000000000002,0.2833333333333334
LV,Kenyan Drake,Left D Gap,0.6000000000000001,0,0,0.6000000000000001,0.15000000000000002
LV,Kenyan Drake,Left Off-Tackle Gap Unknown,8.200000000000001,0,0,8.200000000000001,0.3727272727272728
LV,Kenyan Drake,Right A Gap,3.1000000000000005,0,0,3.1000000000000005,0.38750000000000007
LV,Kenyan Drake,Right D Gap,1.2000000000000002,0,0,1.2000000000000002,0.4000000000000001
LV,Kenyan Drake,Right Off-Tackle Gap Unknown,10.700000000000001,12,0,22.700000000000003,1.080952380952381
CHI,Khalil Herbert,Left A Gap,4.9,0,0,4.9,0.49000000000000005
CHI,Khalil Herbert,Left D Gap,6.800000000000001,6,0,12.8,0.9142857142857144
CHI,Khalil Herbert,Left Off-Tackle Gap Unknown,18.6,12,0,30.600000000000012,0.9870967741935488
CHI,Khalil Herbert,Right A Gap,3.7,0,0,3.7,0.24666666666666667
CHI,Khalil Herbert,Right D Gap,4.699999999999999,0,0,4.699999999999999,0.3916666666666666
CHI,Khalil Herbert,Right Off-Tackle Gap Unknown,6.900000000000001,0,0,6.900000000000001,0.3136363636363637
CHI,Khari Blasingame,Left A Gap,0.30000000000000004,0,-1,-0.7,-0.35
CHI,Khari Blasingame,Right A Gap,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
MIN,Kirk Cousins,Left A Gap,3.3000000000000003,0,0,3.3000000000000003,1.6500000000000001
MIN,Kirk Cousins,Left D Gap,5.800000000000001,0,0,5.800000000000001,0.7250000000000001
MIN,Kirk Cousins,Left Off-Tackle Gap Unknown,1.0,0,0,1.0,0.5
MIN,Kirk Cousins,Middle,-0.7,6,0,5.3,0.53
MIN,Kirk Cousins,Right A Gap,-0.4,0,0,-0.4,-0.2
MIN,Kirk Cousins,Right D Gap,1.1,0,0,1.1,0.3666666666666667
MIN,Kirk Cousins,Right Off-Tackle Gap Unknown,1.4000000000000001,0,0,1.4000000000000001,0.7000000000000001
HOU,Kyle Allen,Left A Gap,0.0,0,0,0.0,0.0
HOU,Kyle Allen,Right D Gap,1.1,0,0,1.1,1.1
SF,Kyle Juszczyk,Left A Gap,0.6000000000000001,6,0,6.6,6.6
SF,Kyle Juszczyk,Middle,0.2,0,0,0.2,0.2
SF,Kyle Juszczyk,Right A Gap,2.8000000000000003,0,0,2.8000000000000003,0.3111111111111111
ARI,Kyler Murray,Left A Gap,3.1,0,0,3.1,0.775
ARI,Kyler Murray,Left D Gap,21.900000000000002,6,0,27.9,0.9620689655172413
ARI,Kyler Murray,Left Off-Tackle Gap Unknown,3.1999999999999997,0,0,3.1999999999999997,0.3555555555555555
ARI,Kyler Murray,Middle,0.8999999999999999,0,0,0.8999999999999999,0.05294117647058823
ARI,Kyler Murray,Right A Gap,1.2000000000000002,0,0,1.2000000000000002,0.4000000000000001
