team,playerName,RunDirection_descr,touch,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch,plays,totalPlays,freq
IND,Jonathan Taylor,Left D Gap,31,15.499999999999998,6,0,21.499999999999996,0.6935483870967741,31,267,0.11610486891385768
IND,Jonathan Taylor,Left Off-Tackle Gap Unknown,42,19.500000000000004,12,0,31.500000000000007,0.7500000000000002,42,267,0.15730337078651685
IND,Jonathan Taylor,Right A Gap,75,37.5,42,0,79.49999999999999,1.0599999999999998,75,267,0.2808988764044944
IND,Jonathan Taylor,Right D Gap,24,17.700000000000003,18,0,35.699999999999996,1.4874999999999998,24,267,0.0898876404494382
IND,Jonathan Taylor,Right Off-Tackle Gap Unknown,39,17.2,0,-1,16.2,0.41538461538461535,39,267,0.14606741573033707
BUF,Josh Allen,Left A Gap,9,6.900000000000001,6,0,12.9,1.4333333333333333,9,131,0.06870229007633588
BUF,Josh Allen,Left D Gap,25,12.400000000000002,12,-1,23.400000000000002,0.936,25,131,0.19083969465648856
BUF,Josh Allen,Left Off-Tackle Gap Unknown,14,6.900000000000002,0,0,6.900000000000002,0.492857142857143,14,131,0.10687022900763359
BUF,Josh Allen,Middle,30,-1.8000000000000007,0,-2,-3.8000000000000007,-0.12666666666666668,30,131,0.22900763358778625
BUF,Josh Allen,Right A Gap,18,12.8,12,0,24.800000000000004,1.377777777777778,18,131,0.13740458015267176
BUF,Josh Allen,Right D Gap,25,16.1,24,0,40.09999999999999,1.6039999999999994,25,131,0.19083969465648856
BUF,Josh Allen,Right Off-Tackle Gap Unknown,10,8.1,0,-1,7.1,0.71,10,131,0.07633587786259542
LV,Josh Jacobs,Left A Gap,42,18.1,6,0,24.1,0.5738095238095239,42,280,0.15
LV,Josh Jacobs,Left D Gap,17,8.200000000000001,6,0,14.200000000000001,0.8352941176470589,17,280,0.060714285714285714
LV,Josh Jacobs,Left Off-Tackle Gap Unknown,67,22.400000000000002,30,-1,51.40000000000001,0.7671641791044778,67,280,0.2392857142857143
LV,Josh Jacobs,Right A Gap,48,22.500000000000004,18,-1,39.5,0.8229166666666666,48,280,0.17142857142857143
LV,Josh Jacobs,Right D Gap,22,9.8,12,0,21.800000000000004,0.9909090909090911,22,280,0.07857142857142857
LV,Josh Jacobs,Right Off-Tackle Gap Unknown,84,28.9,0,0,28.9,0.34404761904761905,84,280,0.3
LAC,Joshua Kelley,Left A Gap,26,11.100000000000001,0,-1,10.100000000000001,0.3884615384615385,26,105,0.24761904761904763
LAC,Joshua Kelley,Left Off-Tackle Gap Unknown,28,9.200000000000003,0,-1,8.200000000000001,0.29285714285714287,28,105,0.26666666666666666
LAC,Joshua Kelley,Right A Gap,32,9.200000000000001,12,0,21.199999999999996,0.6624999999999999,32,105,0.3047619047619048
LAC,Joshua Kelley,Right Off-Tackle Gap Unknown,19,4.300000000000001,0,0,4.300000000000001,0.22631578947368425,19,105,0.18095238095238095
LAC,Justin Herbert,Left D Gap,11,7.800000000000001,0,0,7.800000000000001,0.7090909090909091,11,50,0.22
LAC,Justin Herbert,Left Off-Tackle Gap Unknown,7,5.000000000000001,0,0,5.000000000000001,0.7142857142857144,7,50,0.14
LAC,Justin Herbert,Middle,16,-0.6,12,0,11.400000000000002,0.7125000000000001,16,50,0.32
LAC,Justin Herbert,Right D Gap,9,6.2,12,0,18.2,2.022222222222222,9,50,0.18
LAC,Justin Herbert,Right Off-Tackle Gap Unknown,7,3.5,0,0,3.5,0.5,7,50,0.14
CLE,Kareem Hunt,Left A Gap,18,7.000000000000001,6,0,13.0,0.7222222222222222,18,217,0.08294930875576037
CLE,Kareem Hunt,Left D Gap,31,11.799999999999999,6,0,17.799999999999997,0.5741935483870967,31,217,0.14285714285714285
CLE,Kareem Hunt,Left Off-Tackle Gap Unknown,56,26.200000000000006,24,0,50.20000000000001,0.8964285714285716,56,217,0.25806451612903225
CLE,Kareem Hunt,Right A Gap,30,10.000000000000002,0,0,10.000000000000002,0.33333333333333337,30,217,0.1382488479262673
CLE,Kareem Hunt,Right D Gap,17,9.8,12,0,21.8,1.2823529411764707,17,217,0.07834101382488479
CLE,Kareem Hunt,Right Off-Tackle Gap Unknown,65,28.499999999999993,6,0,34.49999999999999,0.5307692307692307,65,217,0.2995391705069124
TB,Ke'Shawn Vaughn,Left A Gap,7,3.8000000000000007,0,0,3.8000000000000007,0.5428571428571429,7,25,0.28
TB,Ke'Shawn Vaughn,Right A Gap,9,4.4,0,-1,3.4,0.37777777777777777,9,25,0.36
TB,Ke'Shawn Vaughn,Right Off-Tackle Gap Unknown,9,4.6000000000000005,0,0,4.6000000000000005,0.5111111111111112,9,25,0.36
LV,Kenyan Drake,Left A Gap,64,29.60000000000001,18,0,47.6,0.74375,64,243,0.26337448559670784
LV,Kenyan Drake,Left D Gap,10,2.1,0,0,2.1,0.21000000000000002,10,243,0.0411522633744856
LV,Kenyan Drake,Left Off-Tackle Gap Unknown,47,18.5,18,-1,35.50000000000001,0.7553191489361704,47,243,0.1934156378600823
LV,Kenyan Drake,Right A Gap,66,23.000000000000014,24,0,47.000000000000014,0.7121212121212124,66,243,0.2716049382716049
LV,Kenyan Drake,Right D Gap,17,7.9,0,0,7.9,0.4647058823529412,17,243,0.06995884773662552
LV,Kenyan Drake,Right Off-Tackle Gap Unknown,39,16.700000000000003,0,0,16.700000000000003,0.4282051282051283,39,243,0.16049382716049382
MIN,Kirk Cousins,Middle,10,-0.6,0,-1,-1.6,-0.16,10,10,1.0
SF,Kyle Juszczyk,Left A Gap,7,3.2,0,0,3.2,0.4571428571428572,7,17,0.4117647058823529
SF,Kyle Juszczyk,Right A Gap,10,3.2000000000000006,12,0,15.2,1.52,10,17,0.5882352941176471
ARI,Kyler Murray,Left A Gap,7,2.9,0,0,2.9,0.41428571428571426,7,135,0.05185185185185185
ARI,Kyler Murray,Left D Gap,37,26.7,36,0,62.699999999999974,1.694594594594594,37,135,0.2740740740740741
ARI,Kyler Murray,Left Off-Tackle Gap Unknown,23,15.600000000000001,12,0,27.599999999999994,1.1999999999999997,23,135,0.17037037037037037
ARI,Kyler Murray,Middle,14,-2.3,0,0,-2.3,-0.16428571428571428,14,135,0.1037037037037037
ARI,Kyler Murray,Right A Gap,9,6.700000000000001,0,0,6.700000000000001,0.7444444444444446,9,135,0.06666666666666667
ARI,Kyler Murray,Right D Gap,32,24.6,12,0,36.60000000000001,1.1437500000000003,32,135,0.23703703703703705
ARI,Kyler Murray,Right Off-Tackle Gap Unknown,13,8.200000000000001,12,0,20.200000000000003,1.553846153846154,13,135,0.0962962962962963
BAL,Lamar Jackson,Left A Gap,6,5.2,0,0,5.2,0.8666666666666667,6,191,0.031413612565445025
BAL,Lamar Jackson,Left D Gap,50,26.700000000000003,12,0,38.699999999999996,0.7739999999999999,50,191,0.2617801047120419
BAL,Lamar Jackson,Left Off-Tackle Gap Unknown,7,10.5,6,0,16.5,2.357142857142857,7,191,0.03664921465968586
BAL,Lamar Jackson,Middle,18,1.2999999999999996,6,-1,6.300000000000002,0.3500000000000001,18,191,0.09424083769633508
BAL,Lamar Jackson,Right A Gap,23,14.899999999999999,6,-1,19.9,0.8652173913043477,23,191,0.12041884816753927
BAL,Lamar Jackson,Right D Gap,51,30.200000000000006,0,0,30.200000000000006,0.5921568627450982,51,191,0.2670157068062827
BAL,Lamar Jackson,Right Off-Tackle Gap Unknown,36,34.900000000000006,24,0,58.900000000000006,1.6361111111111113,36,191,0.18848167539267016
TB,Leonard Fournette,Left A Gap,35,16.600000000000005,12,0,28.600000000000005,0.8171428571428573,35,166,0.21084337349397592
TB,Leonard Fournette,Left D Gap,8,2.7,0,0,2.7,0.3375,8,166,0.04819277108433735
TB,Leonard Fournette,Left Off-Tackle Gap Unknown,30,8.300000000000002,6,0,14.3,0.4766666666666667,30,166,0.18072289156626506
TB,Leonard Fournette,Right A Gap,62,26.699999999999992,30,0,56.699999999999996,0.914516129032258,62,166,0.37349397590361444
TB,Leonard Fournette,Right D Gap,6,2.5000000000000004,0,0,2.5000000000000004,0.41666666666666674,6,166,0.03614457831325301
TB,Leonard Fournette,Right Off-Tackle Gap Unknown,25,11.099999999999998,6,0,17.099999999999998,0.6839999999999999,25,166,0.15060240963855423
TEN,Logan Woodside,Middle,6,-0.7999999999999999,0,0,-0.7999999999999999,-0.13333333333333333,6,6,1.0
PIT,Mason Rudolph,Middle,6,-0.7000000000000001,0,0,-0.7000000000000001,-0.11666666666666668,6,6,1.0
BUF,Matt Barkley,Middle,6,-0.6,0,0,-0.6,-0.09999999999999999,6,6,1.0
NYG,Matt Breida,Left A Gap,13,7.1000000000000005,0,0,7.1000000000000005,0.5461538461538462,13,53,0.24528301886792453
NYG,Matt Breida,Left Off-Tackle Gap Unknown,16,7.500000000000001,0,-1,6.500000000000002,0.4062500000000001,16,53,0.3018867924528302
NYG,Matt Breida,Right A Gap,9,3.3000000000000003,0,0,3.3000000000000003,0.3666666666666667,9,53,0.16981132075471697
NYG,Matt Breida,Right Off-Tackle Gap Unknown,15,6.300000000000001,0,0,6.300000000000001,0.42000000000000004,15,53,0.2830188679245283
IND,Matt Ryan,Middle,11,0.20000000000000004,0,-1,-0.7999999999999999,-0.07272727272727272,11,19,0.5789473684210527
IND,Matt Ryan,Right D Gap,8,6.300000000000001,6,0,12.299999999999999,1.5374999999999999,8,19,0.42105263157894735
LAR,Matthew Stafford,Left Off-Tackle Gap Unknown,7,4.300000000000001,0,0,4.300000000000001,0.6142857142857144,7,16,0.4375
LAR,Matthew Stafford,Middle,9,-0.4,0,-1,-1.4000000000000001,-0.15555555555555556,9,16,0.5625
KC,Michael Burton,Right A Gap,6,1.7000000000000002,0,0,1.7000000000000002,0.2833333333333334,6,6,1.0
BAL,Mike Davis,Left A Gap,41,12.299999999999999,12,-1,23.29999999999999,0.568292682926829,41,167,0.24550898203592814
BAL,Mike Davis,Left D Gap,11,5.500000000000001,0,0,5.500000000000001,0.5000000000000001,11,167,0.0658682634730539
BAL,Mike Davis,Left Off-Tackle Gap Unknown,38,16.200000000000003,18,0,34.2,0.9,38,167,0.2275449101796407
BAL,Mike Davis,Right A Gap,35,11.299999999999999,6,0,17.300000000000004,0.4942857142857144,35,167,0.20958083832335328
BAL,Mike Davis,Right D Gap,7,2.0000000000000004,0,0,2.0000000000000004,0.28571428571428575,7,167,0.041916167664670656
BAL,Mike Davis,Right Off-Tackle Gap Unknown,35,18.800000000000004,0,0,18.800000000000004,0.5371428571428573,35,167,0.20958083832335328
PHI,Miles Sanders,Left A Gap,33,33.70000000000001,24,0,57.70000000000002,1.748484848484849,33,167,0.19760479041916168
PHI,Miles Sanders,Left D Gap,11,3.7,0,0,3.7,0.33636363636363636,11,167,0.0658682634730539
PHI,Miles Sanders,Left Off-Tackle Gap Unknown,30,12.400000000000004,0,-1,11.400000000000004,0.3800000000000001,30,167,0.17964071856287425
PHI,Miles Sanders,Right A Gap,38,14.7,6,-1,19.7,0.5184210526315789,38,167,0.2275449101796407
PHI,Miles Sanders,Right D Gap,10,6.500000000000001,0,0,6.500000000000001,0.6500000000000001,10,167,0.059880239520958084
PHI,Miles Sanders,Right Off-Tackle Gap Unknown,45,17.9,6,0,23.9,0.5311111111111111,45,167,0.2694610778443114
CLE,Nick Chubb,Left A Gap,10,2.0,0,0,2.0,0.2,10,226,0.04424778761061947
CLE,Nick Chubb,Left D Gap,41,21.999999999999993,12,0,34.0,0.8292682926829268,41,226,0.18141592920353983
CLE,Nick Chubb,Left Off-Tackle Gap Unknown,68,44.0,6,-1,49.0,0.7205882352941176,68,226,0.3008849557522124
CLE,Nick Chubb,Right A Gap,24,10.299999999999999,24,0,34.300000000000004,1.429166666666667,24,226,0.10619469026548672
CLE,Nick Chubb,Right D Gap,27,15.800000000000004,18,0,33.8,1.2518518518518518,27,226,0.11946902654867257
CLE,Nick Chubb,Right Off-Tackle Gap Unknown,56,28.400000000000002,12,0,40.39999999999999,0.7214285714285713,56,226,0.24778761061946902
IND,Nick Foles,Middle,13,-1.1,6,0,4.900000000000001,0.376923076923077,13,13,1.0
LV,Nick Mullens,Middle,7,-0.19999999999999998,0,0,-0.19999999999999998,-0.02857142857142857,7,7,1.0
IND,Nyheim Hines,Left A Gap,30,15.200000000000005,12,0,27.2,0.9066666666666666,30,92,0.32608695652173914
IND,Nyheim Hines,Left Off-Tackle Gap Unknown,14,13.8,0,0,13.8,0.9857142857142858,14,92,0.15217391304347827
IND,Nyheim Hines,Right A Gap,31,13.299999999999999,6,0,19.299999999999997,0.6225806451612902,31,92,0.33695652173913043
IND,Nyheim Hines,Right D Gap,7,0.19999999999999996,0,0,0.19999999999999996,0.028571428571428564,7,92,0.07608695652173914
IND,Nyheim Hines,Right Off-Tackle Gap Unknown,10,2.0000000000000004,0,0,2.0000000000000004,0.20000000000000004,10,92,0.10869565217391304
KC,Patrick Mahomes,Left D Gap,26,21.900000000000006,6,0,27.900000000000002,1.0730769230769233,26,73,0.3561643835616438
KC,Patrick Mahomes,Middle,21,-2.2000000000000006,0,0,-2.2000000000000006,-0.10476190476190479,21,73,0.2876712328767123
KC,Patrick Mahomes,Right D Gap,20,11.4,12,0,23.399999999999995,1.1699999999999997,20,73,0.273972602739726
KC,Patrick Mahomes,Right Off-Tackle Gap Unknown,6,4.5,0,0,4.5,0.75,6,73,0.0821917808219178
IND,Phillip Lindsay,Left A Gap,12,3.7,0,0,3.7,0.30833333333333335,12,119,0.10084033613445378
IND,Phillip Lindsay,Left D Gap,9,3.4,0,0,3.4,0.37777777777777777,9,119,0.07563025210084033
IND,Phillip Lindsay,Left Off-Tackle Gap Unknown,32,16.4,6,0,22.400000000000002,0.7000000000000001,32,119,0.2689075630252101
IND,Phillip Lindsay,Right A Gap,21,5.1,0,0,5.1,0.24285714285714283,21,119,0.17647058823529413
IND,Phillip Lindsay,Right D Gap,8,6.6,0,0,6.6,0.825,8,119,0.06722689075630252
IND,Phillip Lindsay,Right Off-Tackle Gap Unknown,37,15.600000000000003,0,0,15.600000000000003,0.4216216216216217,37,119,0.31092436974789917
MIA,Raheem Mostert,Left A Gap,6,0.6,0,-1,-0.4,-0.06666666666666667,6,109,0.05504587155963303
MIA,Raheem Mostert,Left D Gap,18,10.399999999999999,6,0,16.399999999999995,0.9111111111111109,18,109,0.1651376146788991
MIA,Raheem Mostert,Left Off-Tackle Gap Unknown,31,13.399999999999997,0,0,13.399999999999997,0.4322580645161289,31,109,0.28440366972477066
MIA,Raheem Mostert,Right A Gap,11,3.3000000000000003,0,0,3.3000000000000003,0.30000000000000004,11,109,0.10091743119266056
MIA,Raheem Mostert,Right D Gap,17,22.799999999999997,12,0,34.8,2.0470588235294116,17,109,0.1559633027522936
MIA,Raheem Mostert,Right Off-Tackle Gap Unknown,26,11.800000000000002,0,0,11.800000000000002,0.45384615384615395,26,109,0.23853211009174313
HOU,Rex Burkhead,Left A Gap,10,4.8999999999999995,0,0,4.8999999999999995,0.48999999999999994,10,64,0.15625
HOU,Rex Burkhead,Left D Gap,14,5.1000000000000005,6,0,11.1,0.7928571428571428,14,64,0.21875
HOU,Rex Burkhead,Left Off-Tackle Gap Unknown,16,5.5,6,0,11.499999999999998,0.7187499999999999,16,64,0.25
HOU,Rex Burkhead,Right A Gap,14,5.300000000000001,6,0,11.3,0.8071428571428572,14,64,0.21875
HOU,Rex Burkhead,Right Off-Tackle Gap Unknown,10,5.0,0,0,5.0,0.5,10,64,0.15625
TEN,Robert Woods,Left D Gap,17,11.0,12,-1,22.000000000000004,1.2941176470588238,17,23,0.7391304347826086
TEN,Robert Woods,Right D Gap,6,3.8000000000000007,0,0,3.8000000000000007,0.6333333333333334,6,23,0.2608695652173913
DEN,Russell Wilson,Left A Gap,6,4.800000000000001,0,0,4.800000000000001,0.8000000000000002,6,86,0.06976744186046512
DEN,Russell Wilson,Left D Gap,13,11.900000000000004,6,0,17.900000000000006,1.3769230769230774,13,86,0.1511627906976744
DEN,Russell Wilson,Middle,25,3.500000000000002,6,-2,7.500000000000005,0.3000000000000002,25,86,0.29069767441860467
DEN,Russell Wilson,Right A Gap,10,6.1,0,0,6.1,0.61,10,86,0.11627906976744186
DEN,Russell Wilson,Right D Gap,22,21.400000000000002,0,0,21.400000000000002,0.9727272727272728,22,86,0.2558139534883721
DEN,Russell Wilson,Right Off-Tackle Gap Unknown,10,9.100000000000001,0,0,9.100000000000001,0.9100000000000001,10,86,0.11627906976744186
TEN,Ryan Tannehill,Left D Gap,10,7.500000000000001,12,0,19.5,1.95,10,35,0.2857142857142857
TEN,Ryan Tannehill,Middle,13,2.7755575615628914e-17,6,0,6.0,0.46153846153846156,13,35,0.37142857142857144
TEN,Ryan Tannehill,Right D Gap,12,11.000000000000002,18,0,29.0,2.4166666666666665,12,35,0.34285714285714286
CAR,Sam Darnold,Middle,7,-0.7,0,0,-0.7,-0.09999999999999999,7,23,0.30434782608695654
CAR,Sam Darnold,Right D Gap,10,4.5,6,0,10.500000000000002,1.0500000000000003,10,23,0.43478260869565216
CAR,Sam Darnold,Right Off-Tackle Gap Unknown,6,7.900000000000001,6,0,13.900000000000002,2.316666666666667,6,23,0.2608695652173913
CIN,Samaje Perine,Left A Gap,16,6.6000000000000005,0,0,6.6000000000000005,0.41250000000000003,16,56,0.2857142857142857
CIN,Samaje Perine,Left Off-Tackle Gap Unknown,11,5.9,6,0,11.9,1.0818181818181818,11,56,0.19642857142857142
CIN,Samaje Perine,Right A Gap,16,7.8,12,0,19.8,1.2375,16,56,0.2857142857142857
CIN,Samaje Perine,Right Off-Tackle Gap Unknown,13,4.4,0,0,4.4,0.3384615384615385,13,56,0.23214285714285715
NYG,Saquon Barkley,Right A Gap,6,2.5,0,0,2.5,0.4166666666666667,6,12,0.5
NYG,Saquon Barkley,Right D Gap,6,1.2000000000000002,0,0,1.2000000000000002,0.20000000000000004,6,12,0.5
MIA,Sony Michel,Left A Gap,8,3.2,0,0,3.2,0.4,8,77,0.1038961038961039
MIA,Sony Michel,Left D Gap,7,8.4,0,0,8.4,1.2,7,77,0.09090909090909091
MIA,Sony Michel,Left Off-Tackle Gap Unknown,25,18.8,0,0,18.8,0.752,25,77,0.3246753246753247
MIA,Sony Michel,Right A Gap,18,6.0,6,0,12.0,0.6666666666666666,18,77,0.23376623376623376
MIA,Sony Michel,Right Off-Tackle Gap Unknown,19,8.399999999999999,0,0,8.399999999999999,0.44210526315789467,19,77,0.24675324675324675
NO,Taysom Hill,Left A Gap,8,2.9000000000000004,0,0,2.9000000000000004,0.36250000000000004,8,83,0.0963855421686747
NO,Taysom Hill,Left D Gap,11,5.1,6,0,11.1,1.009090909090909,11,83,0.13253012048192772
NO,Taysom Hill,Left Off-Tackle Gap Unknown,15,7.400000000000001,6,-2,11.400000000000002,0.7600000000000001,15,83,0.18072289156626506
NO,Taysom Hill,Right D Gap,18,13.2,12,0,25.200000000000003,1.4000000000000001,18,83,0.21686746987951808
NO,Taysom Hill,Right Off-Tackle Gap Unknown,31,17.200000000000003,24,-1,40.2,1.2967741935483872,31,83,0.37349397590361444
MIA,Teddy Bridgewater,Left A Gap,6,6.1000000000000005,0,0,6.1000000000000005,1.0166666666666668,6,51,0.11764705882352941
MIA,Teddy Bridgewater,Left D Gap,6,3.2,0,0,3.2,0.5333333333333333,6,51,0.11764705882352941
MIA,Teddy Bridgewater,Middle,13,1.5999999999999994,6,-1,6.600000000000002,0.5076923076923079,13,51,0.2549019607843137
MIA,Teddy Bridgewater,Right A Gap,8,5.6,18,0,23.6,2.95,8,51,0.1568627450980392
MIA,Teddy Bridgewater,Right D Gap,10,4.9,0,0,4.9,0.49000000000000005,10,51,0.19607843137254902
MIA,Teddy Bridgewater,Right Off-Tackle Gap Unknown,8,5.0,6,0,11.0,1.375,8,51,0.1568627450980392
NYJ,Tevin Coleman,Right Off-Tackle Gap Unknown,8,4.3,0,0,4.3,0.5375,8,8,1.0
DET,Tim Boyle,Middle,13,-0.8999999999999999,0,0,-0.8999999999999999,-0.06923076923076922,13,13,1.0
TB,Tom Brady,Middle,35,-1.0999999999999999,6,-1,3.9000000000000044,0.11142857142857156,35,35,1.0
DAL,Tony Pollard,Left A Gap,23,7.100000000000001,6,0,13.100000000000001,0.5695652173913044,23,98,0.23469387755102042
DAL,Tony Pollard,Left D Gap,12,5.2,0,0,5.2,0.43333333333333335,12,98,0.12244897959183673
DAL,Tony Pollard,Left Off-Tackle Gap Unknown,17,6.500000000000001,6,0,12.5,0.7352941176470589,17,98,0.17346938775510204
DAL,Tony Pollard,Right A Gap,24,16.8,12,0,28.8,1.2,24,98,0.24489795918367346
DAL,Tony Pollard,Right Off-Tackle Gap Unknown,22,7.7,0,0,7.7,0.35000000000000003,22,98,0.22448979591836735
MIA,Tua Tagovailoa,Left D Gap,8,3.000000000000001,0,0,3.000000000000001,0.3750000000000001,8,21,0.38095238095238093
MIA,Tua Tagovailoa,Middle,13,-0.6000000000000001,0,0,-0.6000000000000001,-0.04615384615384616,13,21,0.6190476190476191
NE,Ty Montgomery,Right D Gap,7,3.0000000000000004,0,0,3.0000000000000004,0.42857142857142866,7,7,1.0
MIA,Tyreek Hill,Left D Gap,10,9.0,0,0,9.0,0.9,10,17,0.5882352941176471
MIA,Tyreek Hill,Right D Gap,7,6.1000000000000005,12,0,18.1,2.585714285714286,7,17,0.4117647058823529
BUF,Zack Moss,Left A Gap,22,9.8,0,0,9.8,0.4454545454545455,22,121,0.18181818181818182
BUF,Zack Moss,Left D Gap,13,7.5,6,0,13.499999999999998,1.0384615384615383,13,121,0.10743801652892562
BUF,Zack Moss,Left Off-Tackle Gap Unknown,23,7.6000000000000005,6,0,13.600000000000001,0.591304347826087,23,121,0.19008264462809918
BUF,Zack Moss,Right A Gap,21,9.400000000000002,6,0,15.400000000000002,0.7333333333333334,21,121,0.17355371900826447
BUF,Zack Moss,Right D Gap,16,6.4,6,0,12.400000000000002,0.7750000000000001,16,121,0.1322314049586777
BUF,Zack Moss,Right Off-Tackle Gap Unknown,26,9.799999999999999,0,0,9.799999999999999,0.37692307692307686,26,121,0.21487603305785125
