team,playerName,route,FP_yards,FP_TD,FP_receiving,FP/routes
BUF,Gabriel Davis,3.0,2.1,0,1,1.0333333333333334
BUF,Gabriel Davis,7.0,0.30000000000000004,6,1,0.5214285714285715
BUF,Gabriel Davis,4.0,10.600000000000001,0,8,0.3
BUF,Gabriel Davis,6.0,12.3,0,7,0.603125
BUF,Gabriel Davis,5.0,2.5,0,2,0.45
BUF,Gabriel Davis,8.0,24.5,24,7,2.41304347826087
BUF,Gabriel Davis,2.0,2.3000000000000003,12,3,1.330769230769231
TEN,Geoff Swaim,7.0,0.2,6,1,1.8
TEN,Geoff Swaim,4.0,1.5,0,2,0.11666666666666667
TEN,Geoff Swaim,5.0,3.1999999999999997,0,6,0.575
SF,George Kittle,7.0,3.5,6,2,0.8846153846153846
SF,George Kittle,4.0,5.800000000000001,0,6,0.31891891891891894
SF,George Kittle,6.0,14.499999999999998,0,11,0.5425531914893617
SF,George Kittle,5.0,10.5,12,10,0.9027777777777778
SF,George Kittle,8.0,3.7,6,2,1.4625
SF,George Kittle,2.0,13.900000000000004,6,10,2.4916666666666667
LAC,Gerald Everett,7.0,8.100000000000001,6,3,1.2214285714285715
LAC,Gerald Everett,4.0,3.9000000000000004,0,3,0.2090909090909091
LAC,Gerald Everett,6.0,1.2000000000000002,0,1,0.1
LAC,Gerald Everett,5.0,12.4,0,11,0.49787234042553197
LAC,Gerald Everett,8.0,3.4000000000000004,0,1,0.48888888888888893
LAC,Gerald Everett,2.0,1.1,0,2,0.11481481481481481
PHI,Greg Ward,8.0,1.5,6,1,0.7727272727272727
PIT,Gunner Olszewski,3.0,0.0,0,0,0.0
CLE,Harrison Bryant,7.0,5.7,6,3,0.91875
CLE,Harrison Bryant,5.0,1.6,0,3,0.25555555555555554
CIN,Hayden Hurst,4.0,4.7,6,5,0.46176470588235297
NE,Hunter Henry,7.0,8.9,6,4,0.7560000000000001
NE,Hunter Henry,4.0,5.7,12,7,0.4490909090909091
NE,Hunter Henry,6.0,9.100000000000001,6,8,0.3786885245901639
NE,Hunter Henry,5.0,9.5,6,11,0.6794871794871795
LV,Hunter Renfrow,3.0,1.0,0,1,1.0
LV,Hunter Renfrow,7.0,3.3000000000000003,12,3,1.5250000000000001
LV,Hunter Renfrow,4.0,21.3,6,27,0.5221153846153846
LV,Hunter Renfrow,6.0,11.900000000000002,0,7,0.4609756097560975
LV,Hunter Renfrow,5.0,12.799999999999999,12,17,0.8038461538461538
LV,Hunter Renfrow,8.0,1.1,6,1,0.7363636363636363
LV,Hunter Renfrow,2.0,7.000000000000001,0,5,0.6666666666666666
CAR,Ian Thomas,4.0,1.0,0,1,0.07142857142857142
CAR,Ian Thomas,8.0,3.7,0,2,0.5700000000000001
MIN,Ihmir Smith-Marsette,7.0,2.6,6,2,1.177777777777778
MIN,Ihmir Smith-Marsette,8.0,4.4,6,1,2.2800000000000002
WAS,J.D. McKissic,4.0,4.600000000000001,0,6,0.5047619047619047
WAS,J.D. McKissic,6.0,1.5,0,3,1.125
WAS,J.D. McKissic,2.0,0.8,0,1,0.6
CLE,Ja'Marcus Bradley,7.0,3.7,0,1,1.5666666666666667
CIN,Ja'Marr Chase,3.0,3.4000000000000004,0,4,0.925
CIN,Ja'Marr Chase,7.0,2.5,6,2,0.3888888888888889
CIN,Ja'Marr Chase,4.0,22.2,0,17,0.4666666666666668
CIN,Ja'Marr Chase,6.0,13.799999999999999,0,11,0.4428571428571429
CIN,Ja'Marr Chase,5.0,16.7,6,9,0.6469387755102041
CIN,Ja'Marr Chase,8.0,5.300000000000001,0,1,0.35000000000000003
CIN,Ja'Marr Chase,2.0,24.700000000000003,12,15,0.9754716981132076
LV,Jacob Hollister,7.0,0.1,6,1,2.3666666666666667
LV,Jacob Hollister,6.0,0.0,0,0,0.0
TB,Jaelon Darden,3.0,0.0,0,0,0.0
BUF,Jake Kumerow,7.0,0.0,0,0,0.0
NE,Jakobi Meyers,3.0,0.8,0,1,0.36
NE,Jakobi Meyers,7.0,5.300000000000001,6,3,1.1
NE,Jakobi Meyers,4.0,4.1000000000000005,0,9,0.21833333333333332
NE,Jakobi Meyers,6.0,15.600000000000001,6,12,0.4363636363636364
NE,Jakobi Meyers,5.0,15.900000000000002,0,18,0.5296875000000001
NE,Jakobi Meyers,8.0,3.8000000000000003,0,1,0.2285714285714286
NE,Jakobi Meyers,2.0,7.700000000000001,0,6,0.7210526315789473
LAC,Jalen Guyton,3.0,1.5,0,2,0.4375
LAC,Jalen Guyton,7.0,6.6000000000000005,6,2,1.042857142857143
LAC,Jalen Guyton,4.0,7.800000000000001,6,7,0.3409836065573771
LAC,Jalen Guyton,5.0,7.000000000000001,0,5,0.5714285714285714
LAC,Jalen Guyton,2.0,2.2,0,2,0.16153846153846155
PHI,Jalen Reagor,3.0,2.0,0,2,0.3076923076923077
PHI,Jalen Reagor,4.0,3.5,0,3,0.07738095238095238
PHI,Jalen Reagor,5.0,2.0,0,2,0.3333333333333333
PHI,Jalen Reagor,8.0,0.0,0,0,0.0
PHI,Jalen Reagor,2.0,2.2,0,3,0.65
DET,Jamaal Williams,5.0,1.1,0,2,0.62
JAX,Jamal Agnew,3.0,1.0,0,1,1.0
JAX,Jamal Agnew,7.0,0.0,0,0,0.0
JAX,Jamal Agnew,6.0,0.0,0,0,0.0
JAX,Jamal Agnew,5.0,4.5,0,7,0.4791666666666667
JAX,Jamal Agnew,2.0,0.8,0,1,0.3
ARI,James Conner,7.0,0.0,0,0,0.0
CHI,James O'Shaughnessy,7.0,2.4000000000000004,0,1,0.68
CHI,James O'Shaughnessy,4.0,5.2,0,6,0.3393939393939394
CHI,James O'Shaughnessy,6.0,2.2,0,1,0.35555555555555557
JAX,James Robinson,4.0,4.0,0,4,0.18604651162790697
JAX,James Robinson,5.0,3.5,0,3,0.8125
JAX,James Robinson,2.0,1.5,0,1,0.625
DAL,James Washington,3.0,0.0,0,0,0.0
DAL,James Washington,7.0,0.0,0,0,0.0
DAL,James Washington,5.0,6.9,0,6,0.3486486486486486
DAL,James Washington,8.0,6.0,6,2,1.5555555555555556
DAL,James Washington,2.0,1.5,0,2,0.1346153846153846
BUF,Jamison Crowder,4.0,15.8,0,15,0.49677419354838703
BUF,Jamison Crowder,6.0,0.8,0,1,0.09473684210526316
BUF,Jamison Crowder,5.0,8.9,6,12,0.4981481481481481
BUF,Jamison Crowder,2.0,0.0,0,0,0.0
NO,Jarvis Landry,3.0,0.9,0,1,0.6333333333333333
NO,Jarvis Landry,7.0,4.300000000000001,0,2,0.9000000000000001
NO,Jarvis Landry,4.0,6.3,0,7,0.2891304347826087
NO,Jarvis Landry,6.0,2.8,0,2,0.21818181818181817
NO,Jarvis Landry,5.0,13.5,6,10,0.5784313725490196
NO,Jarvis Landry,8.0,0.0,0,0,0.0
NO,Jarvis Landry,2.0,8.200000000000001,0,8,0.6
SF,Jauan Jennings,4.0,3.8000000000000003,0,4,0.4105263157894737
SF,Jauan Jennings,6.0,1.9000000000000001,6,2,0.495
SF,Jauan Jennings,5.0,11.700000000000001,12,11,1.3346153846153845
SF,Jauan Jennings,8.0,2.1,0,1,0.22142857142857145
SF,Jauan Jennings,2.0,1.4000000000000001,0,2,0.3777777777777778
DEN,Javonte Williams,6.0,1.9,0,2,0.325
DEN,Javonte Williams,5.0,2.7,0,3,0.35625
DEN,Javonte Williams,8.0,3.4000000000000004,0,1,4.4
MIA,Jaylen Waddle,3.0,0.0,0,0,0.0
MIA,Jaylen Waddle,7.0,9.4,0,3,0.7294117647058824
MIA,Jaylen Waddle,4.0,11.9,6,12,0.3833333333333334
MIA,Jaylen Waddle,6.0,6.6000000000000005,0,2,0.27741935483870966
MIA,Jaylen Waddle,5.0,22.900000000000002,0,24,0.66056338028169
MIA,Jaylen Waddle,8.0,0.0,0,0,0.0
MIA,Jaylen Waddle,2.0,13.8,6,13,0.44931506849315067
NYJ,Jeff Smith,6.0,2.7,0,3,0.28500000000000003
NYJ,Jeff Smith,5.0,2.7,0,2,0.47000000000000003
NYJ,Jeff Smith,8.0,0.0,0,0,0.0
NYJ,Jeff Smith,2.0,1.4000000000000001,0,1,0.30000000000000004
DEN,Jerry Jeudy,7.0,0.0,0,0,0.0
DEN,Jerry Jeudy,4.0,7.800000000000001,0,11,0.4585365853658537
DEN,Jerry Jeudy,6.0,3.8000000000000007,0,3,0.20606060606060608
DEN,Jerry Jeudy,5.0,3.6000000000000005,0,3,0.23571428571428574
DEN,Jerry Jeudy,8.0,0.0,0,0,0.0
DEN,Jerry Jeudy,2.0,2.6,0,2,0.3833333333333333
CIN,Joe Mixon,6.0,3.8000000000000003,6,4,1.5333333333333334
WAS,John Bates,7.0,2.4000000000000004,0,1,0.48571428571428577
WAS,John Bates,5.0,4.4,0,2,0.18823529411764706
WAS,John Bates,8.0,1.8,0,1,0.7
IND,Jonathan Taylor,4.0,1.0,0,1,0.058823529411764705
IND,Jonathan Taylor,5.0,1.7000000000000002,0,3,0.5222222222222223
NE,Jonnu Smith,7.0,0.0,0,0,0.0
NE,Jonnu Smith,8.0,0.0,0,0,0.0
NYG,Jordan Akins,7.0,0.0,0,0,0.0
NYG,Jordan Akins,4.0,6.800000000000001,0,8,0.35238095238095235
NYG,Jordan Akins,5.0,5.700000000000001,0,6,0.41785714285714287
KC,Josh Gordon,7.0,0.0,0,0,0.0
KC,Josh Gordon,5.0,1.5,0,2,0.2692307692307692
LV,Josh Jacobs,4.0,8.800000000000002,0,8,0.23013698630136986
LV,Josh Jacobs,5.0,2.8,0,5,0.43333333333333335
DET,Josh Reynolds,3.0,1.1,0,1,0.2625
DET,Josh Reynolds,4.0,2.5,0,3,0.171875
DET,Josh Reynolds,6.0,3.3,0,2,0.1394736842105263
DET,Josh Reynolds,5.0,8.9,0,6,1.241666666666667
DET,Josh Reynolds,8.0,2.3000000000000003,0,1,0.3666666666666667
DET,Josh Reynolds,2.0,7.100000000000001,0,5,0.9307692307692309
KC,JuJu Smith-Schuster,7.0,1.2000000000000002,0,1,0.24444444444444446
KC,JuJu Smith-Schuster,4.0,3.2,0,4,0.3
KC,JuJu Smith-Schuster,6.0,0.6000000000000001,0,1,0.2
KC,JuJu Smith-Schuster,2.0,0.0,0,0,0.0
MIN,Justin Jefferson,3.0,2.7,0,2,0.36153846153846153
MIN,Justin Jefferson,7.0,13.400000000000002,6,5,0.43571428571428567
MIN,Justin Jefferson,4.0,15.700000000000001,6,14,0.5666666666666668
MIN,Justin Jefferson,6.0,21.5,0,11,0.5241935483870968
MIN,Justin Jefferson,5.0,14.100000000000001,0,12,0.45789473684210535
MIN,Justin Jefferson,8.0,4.9,0,2,0.2653846153846154
MIN,Justin Jefferson,2.0,13.5,0,9,0.45000000000000007
GB,Juwann Winfree,5.0,2.4000000000000004,0,3,0.6000000000000001
MIN,K.J. Osborn,3.0,0.0,0,0,0.0
MIN,K.J. Osborn,7.0,12.900000000000002,12,4,0.85
MIN,K.J. Osborn,4.0,6.6,0,8,0.21470588235294116
MIN,K.J. Osborn,6.0,1.3,0,1,0.05609756097560975
MIN,K.J. Osborn,5.0,1.1,0,1,0.084
MIN,K.J. Osborn,8.0,3.0,0,1,0.16
MIN,K.J. Osborn,2.0,10.4,12,11,0.8350000000000002
NYG,Kadarius Toney,4.0,4.1000000000000005,0,5,0.35
NYG,Kadarius Toney,6.0,6.2,0,5,0.7
NYG,Kadarius Toney,5.0,4.8,0,6,0.7714285714285716
NYG,Kadarius Toney,2.0,4.4,0,4,0.4421052631578948
DET,Kalif Raymond,3.0,0.0,0,0,0.0
DET,Kalif Raymond,4.0,7.8,0,7,0.2596491228070176
DET,Kalif Raymond,6.0,9.600000000000001,0,6,0.6240000000000001
DET,Kalif Raymond,5.0,3.0,0,5,0.18604651162790697
DET,Kalif Raymond,8.0,0.0,0,0,0.0
DET,Kalif Raymond,2.0,1.7000000000000002,0,1,0.30000000000000004
CLE,Kareem Hunt,5.0,1.5,0,3,0.4090909090909091
LV,Keelan Cole,7.0,5.200000000000001,0,2,0.28800000000000003
LV,Keelan Cole,4.0,4.4,0,5,0.2473684210526316
LV,Keelan Cole,6.0,7.500000000000001,0,6,0.27
LV,Keelan Cole,5.0,4.7,0,3,0.4052631578947369
LV,Keelan Cole,8.0,2.1,0,1,0.155
LV,Keelan Cole,2.0,9.2,6,6,1.06
LAC,Keenan Allen,3.0,1.3000000000000003,0,2,0.41250000000000003
LAC,Keenan Allen,7.0,12.9,0,5,0.7782608695652173
LAC,Keenan Allen,4.0,17.000000000000004,12,20,0.4298245614035088
LAC,Keenan Allen,6.0,9.100000000000001,0,5,0.26111111111111107
LAC,Keenan Allen,5.0,22.099999999999998,0,21,0.5904109589041097
LAC,Keenan Allen,8.0,4.8,0,2,0.2956521739130435
LAC,Keenan Allen,2.0,8.600000000000001,6,8,0.4708333333333334
ATL,Keith Smith,6.0,0.9,0,1,0.95
IND,Keke Coutee,8.0,0.0,0,0,0.0
DEN,Kendall Hinton,7.0,2.3000000000000003,0,1,1.6500000000000001
DEN,Kendall Hinton,4.0,4.6000000000000005,0,5,0.3555555555555556
DEN,Kendall Hinton,6.0,4.0,0,1,0.20833333333333334
DEN,Kendall Hinton,8.0,0.0,0,0,0.0
DEN,Kendall Hinton,2.0,0.8,0,1,0.18
NE,Kendrick Bourne,3.0,5.6000000000000005,0,5,1.325
NE,Kendrick Bourne,7.0,5.4,18,4,9.133333333333333
NE,Kendrick Bourne,4.0,5.5,0,7,0.32894736842105265
NE,Kendrick Bourne,6.0,9.4,0,7,0.22162162162162166
NE,Kendrick Bourne,5.0,5.6000000000000005,0,7,0.43448275862068964
NE,Kendrick Bourne,2.0,11.200000000000001,0,5,0.6749999999999999
PHI,Kenneth Gainwell,4.0,2.7,0,3,0.31666666666666665
PHI,Kenneth Gainwell,5.0,4.4,0,5,0.7833333333333333
PHI,Kenneth Gainwell,2.0,0.0,0,0,0.0
NYG,Kenny Golladay,3.0,1.4000000000000001,0,1,0.4800000000000001
NYG,Kenny Golladay,7.0,0.0,0,0,0.0
NYG,Kenny Golladay,4.0,10.299999999999999,0,9,0.39387755102040817
NYG,Kenny Golladay,6.0,7.8,0,4,0.29500000000000004
NYG,Kenny Golladay,5.0,8.5,0,7,0.484375
NYG,Kenny Golladay,8.0,1.7000000000000002,0,1,0.1
NYG,Kenny Golladay,2.0,14.900000000000002,0,10,0.5659090909090909
LV,Kenyan Drake,4.0,6.1,0,7,0.3275
LV,Kenyan Drake,5.0,1.6,0,2,0.45
ATL,KhaDarel Hodge,6.0,1.3,0,1,0.15333333333333332
ATL,KhaDarel Hodge,8.0,1.7000000000000002,0,1,0.18000000000000002
ATL,KhaDarel Hodge,2.0,1.7000000000000002,0,2,0.5285714285714286
NE,Kristian Wilkerson,7.0,0.0,0,0,0.0
SF,Kyle Juszczyk,7.0,0.0,0,0,0.0
SF,Kyle Juszczyk,6.0,4.4,0,5,0.7230769230769231
SF,Kyle Juszczyk,5.0,3.8000000000000003,0,4,0.8666666666666667
SF,Kyle Juszczyk,8.0,2.6,0,1,1.8
ATL,Kyle Pitts,7.0,5.8,0,3,0.32592592592592595
ATL,Kyle Pitts,4.0,8.6,0,10,0.3381818181818182
ATL,Kyle Pitts,6.0,8.200000000000001,0,6,0.3086956521739131
ATL,Kyle Pitts,5.0,5.700000000000001,6,7,0.29218750000000004
ATL,Kyle Pitts,8.0,8.0,0,3,0.4230769230769231
ATL,Kyle Pitts,2.0,23.6,0,15,0.6225806451612903
IND,Kylen Granson,2.0,1.5,0,1,0.8333333333333334
JAX,Laquon Treadwell,4.0,9.1,0,10,0.3979166666666667
JAX,Laquon Treadwell,6.0,7.2,0,4,0.23829787234042552
JAX,Laquon Treadwell,5.0,1.9000000000000001,0,2,0.325
JAX,Laquon Treadwell,8.0,1.6,0,1,0.325
JAX,Laquon Treadwell,2.0,6.300000000000002,0,5,0.8071428571428572
TB,Leonard Fournette,4.0,12.9,0,17,0.36463414634146346
TB,Leonard Fournette,5.0,2.1,0,4,0.16052631578947368
TB,Leonard Fournette,2.0,1.0,0,2,1.0
WAS,Logan Thomas,7.0,3.5,0,1,0.34615384615384615
WAS,Logan Thomas,4.0,4.6,0,4,0.4095238095238095
WAS,Logan Thomas,5.0,4.000000000000001,6,5,1.2500000000000002
LV,Mack Hollins,3.0,0.0,0,0,0.0
LV,Mack Hollins,4.0,3.0,0,4,0.23333333333333334
LV,Mack Hollins,6.0,4.0,0,2,0.11764705882352941
LV,Mack Hollins,8.0,0.0,0,0,0.0
LV,Mack Hollins,2.0,3.2,6,3,0.8714285714285713
SF,Malik Turner,7.0,0.5,6,1,1.875
SF,Malik Turner,6.0,1.6,0,2,0.4
SF,Malik Turner,8.0,0.0,0,0,0.0
SF,Marcus Johnson,6.0,3.2,0,2,0.37142857142857144
BAL,Mark Andrews,3.0,0.8,0,1,1.8
BAL,Mark Andrews,7.0,4.6,6,2,0.6
BAL,Mark Andrews,4.0,22.5,0,20,0.27960526315789475
BAL,Mark Andrews,6.0,2.9,0,3,0.14750000000000002
BAL,Mark Andrews,5.0,16.200000000000003,0,21,0.5636363636363635
BAL,Mark Andrews,8.0,2.3000000000000003,0,1,0.4714285714285715
BAL,Mark Andrews,2.0,9.9,0,6,0.9352941176470587
NO,Marquez Callaway,3.0,1.4000000000000001,0,1,0.18461538461538465
NO,Marquez Callaway,7.0,2.7,6,2,0.4458333333333333
NO,Marquez Callaway,4.0,10.600000000000001,0,11,0.4695652173913043
NO,Marquez Callaway,6.0,6.6000000000000005,0,5,0.26363636363636367
NO,Marquez Callaway,5.0,5.000000000000001,0,5,0.2702702702702703
NO,Marquez Callaway,8.0,9.100000000000001,0,2,0.34687500000000004
NO,Marquez Callaway,2.0,4.6,6,6,0.5533333333333333
KC,Marquez Valdes-Scantling,7.0,11.0,6,4,1.3125
KC,Marquez Valdes-Scantling,6.0,4.1,0,2,0.244
KC,Marquez Valdes-Scantling,5.0,3.0000000000000004,0,6,0.36
KC,Marquez Valdes-Scantling,8.0,12.2,6,2,1.4428571428571428
KC,Marquez Valdes-Scantling,2.0,1.1,6,1,0.3857142857142857
ARI,Marquise Brown,3.0,0.4,0,1,0.11666666666666665
ARI,Marquise Brown,7.0,0.0,0,0,0.0
ARI,Marquise Brown,4.0,28.100000000000005,0,31,0.451145038167939
ARI,Marquise Brown,6.0,8.0,0,4,0.2608695652173913
ARI,Marquise Brown,5.0,5.9,6,10,0.4211538461538462
ARI,Marquise Brown,8.0,8.100000000000001,6,2,0.4351351351351352
ARI,Marquise Brown,2.0,8.6,0,7,0.43333333333333335
SEA,Marquise Goodwin,3.0,0.0,0,0,0.0
SEA,Marquise Goodwin,7.0,5.0,0,1,3.0
SEA,Marquise Goodwin,4.0,8.4,0,7,0.30196078431372547
SEA,Marquise Goodwin,6.0,2.2,0,1,0.17777777777777778
SEA,Marquise Goodwin,5.0,5.5,0,6,0.575
SEA,Marquise Goodwin,2.0,2.7,0,2,0.19583333333333333
KC,Mecole Hardman,7.0,9.400000000000002,0,2,0.6000000000000001
KC,Mecole Hardman,4.0,11.399999999999999,0,16,0.3702702702702704
KC,Mecole Hardman,6.0,0.5,0,1,0.057692307692307696
KC,Mecole Hardman,5.0,1.2000000000000002,0,2,0.1523809523809524
KC,Mecole Hardman,8.0,0.0,0,0,0.0
KC,Mecole Hardman,2.0,3.3000000000000003,0,2,0.311764705882353
NYJ,Michael Carter,4.0,1.6,0,2,0.15
NYJ,Michael Carter,5.0,1.9000000000000004,0,3,0.30625
NYJ,Michael Carter,2.0,0.9,0,1,0.95
DAL,Michael Gallup,3.0,2.0,0,2,0.26666666666666666
DAL,Michael Gallup,7.0,0.0,0,0,0.0
DAL,Michael Gallup,4.0,8.300000000000002,0,9,0.35306122448979593
DAL,Michael Gallup,6.0,5.1000000000000005,0,3,0.32400000000000007
DAL,Michael Gallup,5.0,0.4,0,1,0.07368421052631578
DAL,Michael Gallup,8.0,1.7000000000000002,0,1,0.18000000000000002
DAL,Michael Gallup,2.0,5.0,0,5,0.3448275862068966
IND,Michael Pittman Jr.,3.0,0.7000000000000001,0,1,0.2833333333333334
IND,Michael Pittman Jr.,7.0,10.0,6,4,0.7142857142857142
IND,Michael Pittman Jr.,4.0,19.000000000000007,0,19,0.3333333333333333
IND,Michael Pittman Jr.,6.0,11.200000000000001,6,11,0.4028571428571428
IND,Michael Pittman Jr.,5.0,11.2,0,10,0.8153846153846154
IND,Michael Pittman Jr.,8.0,6.5,0,2,0.27419354838709675
IND,Michael Pittman Jr.,2.0,10.200000000000003,12,11,0.976470588235294
BAL,Mike Davis,4.0,5.4,0,7,0.31794871794871793
BAL,Mike Davis,6.0,0.0,0,0,0.0
TB,Mike Evans,3.0,5.4,0,3,1.2
TB,Mike Evans,7.0,9.100000000000001,12,4,0.8655172413793104
TB,Mike Evans,4.0,18.400000000000002,6,19,0.5105882352941177
TB,Mike Evans,6.0,8.4,0,5,0.1786666666666667
TB,Mike Evans,5.0,13.4,6,14,0.9542857142857144
TB,Mike Evans,8.0,2.1,0,1,0.05344827586206897
TB,Mike Evans,2.0,12.5,12,8,0.9558823529411765
MIA,Mike Gesicki,7.0,0.0,0,0,0.0
MIA,Mike Gesicki,4.0,4.6,0,8,0.24230769230769234
MIA,Mike Gesicki,6.0,2.7,0,3,0.10178571428571427
MIA,Mike Gesicki,5.0,15.700000000000001,0,17,0.44189189189189193
MIA,Mike Gesicki,8.0,0.0,0,0,0.0
MIA,Mike Gesicki,2.0,13.700000000000003,0,12,0.5354166666666667
CIN,Mike Thomas,3.0,1.6,0,1,2.6
CIN,Mike Thomas,6.0,1.2000000000000002,0,1,0.275
CIN,Mike Thomas,2.0,3.6000000000000005,0,2,0.9333333333333335
LAC,Mike Williams,3.0,0.7000000000000001,0,1,0.24285714285714288
LAC,Mike Williams,7.0,2.0,0,1,0.1
LAC,Mike Williams,4.0,18.6,6,20,0.49010989010989003
LAC,Mike Williams,6.0,10.0,0,4,0.22580645161290322
LAC,Mike Williams,5.0,6.9,0,9,0.5129032258064516
LAC,Mike Williams,8.0,22.0,12,5,1.9499999999999997
LAC,Mike Williams,2.0,6.6,0,8,0.28076923076923077
IND,Mo Alie-Cox,7.0,8.0,12,4,0.9230769230769231
IND,Mo Alie-Cox,4.0,5.1000000000000005,0,5,0.3482758620689655
IND,Mo Alie-Cox,6.0,1.8,0,1,0.13999999999999999
NE,N'Keal Harry,3.0,1.5,0,1,0.4166666666666667
NE,N'Keal Harry,6.0,2.4,0,2,0.16296296296296298
NE,N'Keal Harry,8.0,4.3,0,1,0.5888888888888889
NE,N'Keal Harry,2.0,0.9,0,1,0.2111111111111111
PIT,Najee Harris,4.0,2.1,0,6,0.21891891891891896
PIT,Najee Harris,6.0,1.8000000000000003,0,4,0.26363636363636367
PIT,Najee Harris,5.0,7.9,12,12,0.5596491228070176
PIT,Najee Harris,2.0,0.7000000000000001,0,1,0.5666666666666668
NE,Nelson Agholor,3.0,1.9,0,2,0.5571428571428572
NE,Nelson Agholor,7.0,0.0,0,0,0.0
NE,Nelson Agholor,4.0,10.900000000000002,6,12,0.5557692307692308
NE,Nelson Agholor,6.0,2.7,0,3,0.10961538461538461
NE,Nelson Agholor,5.0,6.5,0,7,0.54
NE,Nelson Agholor,8.0,4.4,0,1,0.19285714285714287
NE,Nelson Agholor,2.0,5.7,0,3,0.24857142857142855
TEN,Nick Westbrook-Ikhine,3.0,1.4000000000000001,0,1,0.30000000000000004
TEN,Nick Westbrook-Ikhine,7.0,0.0,0,0,0.0
TEN,Nick Westbrook-Ikhine,4.0,9.3,0,8,0.3931818181818182
TEN,Nick Westbrook-Ikhine,6.0,2.0,0,2,0.2857142857142857
TEN,Nick Westbrook-Ikhine,5.0,2.9000000000000004,0,3,0.1903225806451613
TEN,Nick Westbrook-Ikhine,8.0,4.6000000000000005,0,1,0.6222222222222222
TEN,Nick Westbrook-Ikhine,2.0,10.700000000000001,12,9,1.0931034482758621
HOU,Nico Collins,3.0,0.9,0,1,0.19
HOU,Nico Collins,7.0,3.8,0,2,0.25217391304347825
HOU,Nico Collins,4.0,5.300000000000001,0,6,0.3228571428571429
HOU,Nico Collins,6.0,7.3,0,3,0.12560975609756098
HOU,Nico Collins,5.0,4.4,0,5,0.36153846153846153
HOU,Nico Collins,8.0,1.8,0,1,0.175
HOU,Nico Collins,2.0,8.9,6,6,0.836
DAL,Noah Brown,4.0,4.7,0,3,0.35000000000000003
DAL,Noah Brown,6.0,1.4,0,2,0.26153846153846155
DAL,Noah Brown,5.0,1.2000000000000002,0,2,0.32
DAL,Noah Brown,8.0,2.2,0,1,0.8
DAL,Noah Brown,2.0,2.6,0,3,0.509090909090909
SEA,Noah Fant,7.0,0.4,6,1,0.23125
SEA,Noah Fant,4.0,6.1000000000000005,0,8,0.1719512195121951
SEA,Noah Fant,6.0,2.9000000000000004,0,2,0.196
SEA,Noah Fant,5.0,6.6000000000000005,12,9,0.6133333333333334
SEA,Noah Fant,2.0,4.0,0,3,1.1666666666666667
KC,Noah Gray,2.0,0.0,0,0,0.0
IND,Nyheim Hines,4.0,4.0,0,5,0.25
IND,Nyheim Hines,6.0,1.0,0,1,0.4
IND,Nyheim Hines,5.0,1.3000000000000003,0,2,0.55
ATL,Olamide Zaccheaus,7.0,6.4,6,3,0.55
ATL,Olamide Zaccheaus,4.0,7.3999999999999995,6,7,0.3517241379310345
ATL,Olamide Zaccheaus,6.0,3.5,0,4,0.24193548387096775
ATL,Olamide Zaccheaus,5.0,4.3,0,4,0.259375
ATL,Olamide Zaccheaus,8.0,6.300000000000001,0,2,0.3772727272727273
ATL,Olamide Zaccheaus,2.0,3.0,0,2,0.2
IND,Parris Campbell,3.0,2.7,0,2,0.5875
IND,Parris Campbell,7.0,5.1000000000000005,6,1,3.0250000000000004
IND,Parris Campbell,5.0,3.5000000000000004,0,2,1.375
IND,Parris Campbell,2.0,1.5,0,2,0.875
PIT,Pat Freiermuth,7.0,0.0,0,0,0.0
PIT,Pat Freiermuth,4.0,14.6,0,15,0.4417910447761194
PIT,Pat Freiermuth,6.0,2.0,0,3,0.18518518518518517
PIT,Pat Freiermuth,5.0,11.200000000000001,6,11,0.5320754716981133
PIT,Pat Freiermuth,8.0,0.0,0,0,0.0
PIT,Pat Freiermuth,2.0,3.7,0,3,1.116666666666667
HOU,Pharaoh Brown,7.0,0.0,0,0,0.0
HOU,Pharaoh Brown,5.0,1.7000000000000002,0,3,0.22380952380952382
HOU,Phillip Dorsett,3.0,0.0,0,0,0.0
HOU,Phillip Dorsett,7.0,3.3000000000000003,0,1,1.0750000000000002
HOU,Phillip Dorsett,5.0,1.9000000000000004,0,2,0.5571428571428572
MIA,Preston Williams,4.0,4.6000000000000005,0,4,0.40952380952380957
MIA,Preston Williams,2.0,0.0,0,0,0.0
PHI,Quez Watkins,7.0,4.1000000000000005,0,1,0.26842105263157895
PHI,Quez Watkins,4.0,3.5,0,4,0.26785714285714285
PHI,Quez Watkins,5.0,7.800000000000001,0,5,0.6736842105263158
PHI,Quez Watkins,8.0,8.8,0,2,0.34838709677419355
DET,Quintez Cephus,3.0,0.0,0,0,0.0
DET,Quintez Cephus,7.0,0.5,6,1,0.9375
DET,Quintez Cephus,5.0,2.4000000000000004,0,3,0.9
TEN,Racey McMath,7.0,0.0,0,0,0.0
TEN,Racey McMath,2.0,0.0,0,0,0.0
GB,Randall Cobb,7.0,0.2,6,1,0.6545454545454545
GB,Randall Cobb,6.0,5.300000000000001,6,3,0.7944444444444445
GB,Randall Cobb,5.0,1.6,0,2,0.1565217391304348
GB,Randall Cobb,8.0,5.7,0,2,0.5133333333333333
GB,Randall Cobb,2.0,4.8,6,5,0.9294117647058824
CAR,Rashard Higgins,7.0,1.7000000000000002,0,1,0.2076923076923077
