team,playerName,route,FP_yards,FP_TD,FP_receiving,FP/routes,plays,totalPlays,freq
JAX,Evan Engram,7.0,0.0,0,0,0.0,1,33,0.030303030303030304
JAX,Evan Engram,4.0,6.1000000000000005,0,5,0.19821428571428568,7,33,0.21212121212121213
JAX,Evan Engram,6.0,2.3,0,2,0.14333333333333334,4,33,0.12121212121212122
JAX,Evan Engram,5.0,7.700000000000001,6,9,0.4934782608695652,14,33,0.42424242424242425
JAX,Evan Engram,2.0,4.6000000000000005,0,4,0.3909090909090909,6,33,0.18181818181818182
DAL,Ezekiel Elliott,4.0,1.4000000000000001,0,3,0.08800000000000001,5,10,0.5
DAL,Ezekiel Elliott,6.0,2.2,0,2,0.7000000000000001,2,10,0.2
DAL,Ezekiel Elliott,5.0,0.30000000000000004,0,1,0.04482758620689655,3,10,0.3
LV,Foster Moreau,7.0,3.7,6,2,0.6157894736842106,4,7,0.5714285714285714
LV,Foster Moreau,6.0,2.5,0,2,0.1956521739130435,3,7,0.42857142857142855
ATL,Frank Darby,2.0,0.0,0,0,0.0,1,1,1.0
SEA,Freddie Swain,7.0,0.0,0,0,0.0,2,17,0.11764705882352941
SEA,Freddie Swain,4.0,6.7,0,4,0.18771929824561406,5,17,0.29411764705882354
SEA,Freddie Swain,5.0,2.1,0,3,0.1275,4,17,0.23529411764705882
SEA,Freddie Swain,2.0,1.9,0,2,0.15,6,17,0.35294117647058826
BUF,Gabriel Davis,3.0,2.1,0,1,1.0333333333333334,1,43,0.023255813953488372
BUF,Gabriel Davis,7.0,0.30000000000000004,6,1,0.5214285714285715,1,43,0.023255813953488372
BUF,Gabriel Davis,4.0,10.600000000000001,0,8,0.3,17,43,0.3953488372093023
BUF,Gabriel Davis,6.0,12.3,0,7,0.603125,9,43,0.20930232558139536
BUF,Gabriel Davis,5.0,2.5,0,2,0.45,3,43,0.06976744186046512
BUF,Gabriel Davis,8.0,24.5,24,7,2.41304347826087,8,43,0.18604651162790697
BUF,Gabriel Davis,2.0,2.3000000000000003,12,3,1.330769230769231,4,43,0.09302325581395349
TEN,Geoff Swaim,7.0,0.2,6,1,1.8,1,13,0.07692307692307693
TEN,Geoff Swaim,4.0,1.5,0,2,0.11666666666666667,5,13,0.38461538461538464
TEN,Geoff Swaim,5.0,3.1999999999999997,0,6,0.575,7,13,0.5384615384615384
SF,George Kittle,7.0,3.5,6,2,0.8846153846153846,3,55,0.05454545454545454
SF,George Kittle,4.0,5.800000000000001,0,6,0.31891891891891894,9,55,0.16363636363636364
SF,George Kittle,6.0,14.499999999999998,0,11,0.5425531914893617,14,55,0.2545454545454545
SF,George Kittle,5.0,10.5,12,10,0.9027777777777778,13,55,0.23636363636363636
SF,George Kittle,8.0,3.7,6,2,1.4625,3,55,0.05454545454545454
SF,George Kittle,2.0,13.900000000000004,6,10,2.4916666666666667,13,55,0.23636363636363636
LAC,Gerald Everett,7.0,8.100000000000001,6,3,1.2214285714285715,4,25,0.16
LAC,Gerald Everett,4.0,3.9000000000000004,0,3,0.2090909090909091,4,25,0.16
LAC,Gerald Everett,6.0,1.2000000000000002,0,1,0.1,2,25,0.08
LAC,Gerald Everett,5.0,12.4,0,11,0.49787234042553197,12,25,0.48
LAC,Gerald Everett,8.0,3.4000000000000004,0,1,0.48888888888888893,1,25,0.04
LAC,Gerald Everett,2.0,1.1,0,2,0.11481481481481481,2,25,0.08
PHI,Greg Ward,8.0,1.5,6,1,0.7727272727272727,1,1,1.0
PIT,Gunner Olszewski,3.0,0.0,0,0,0.0,1,1,1.0
CLE,Harrison Bryant,7.0,5.7,6,3,0.91875,6,9,0.6666666666666666
CLE,Harrison Bryant,5.0,1.6,0,3,0.25555555555555554,3,9,0.3333333333333333
CIN,Hayden Hurst,4.0,4.7,6,5,0.46176470588235297,6,6,1.0
NE,Hunter Henry,7.0,8.9,6,4,0.7560000000000001,8,43,0.18604651162790697
NE,Hunter Henry,4.0,5.7,12,7,0.4490909090909091,9,43,0.20930232558139536
NE,Hunter Henry,6.0,9.100000000000001,6,8,0.3786885245901639,9,43,0.20930232558139536
NE,Hunter Henry,5.0,9.5,6,11,0.6794871794871795,17,43,0.3953488372093023
LV,Hunter Renfrow,3.0,1.0,0,1,1.0,2,74,0.02702702702702703
LV,Hunter Renfrow,7.0,3.3000000000000003,12,3,1.5250000000000001,5,74,0.06756756756756757
LV,Hunter Renfrow,4.0,21.3,6,27,0.5221153846153846,29,74,0.3918918918918919
LV,Hunter Renfrow,6.0,11.900000000000002,0,7,0.4609756097560975,9,74,0.12162162162162163
LV,Hunter Renfrow,5.0,12.799999999999999,12,17,0.8038461538461538,22,74,0.2972972972972973
LV,Hunter Renfrow,8.0,1.1,6,1,0.7363636363636363,1,74,0.013513513513513514
LV,Hunter Renfrow,2.0,7.000000000000001,0,5,0.6666666666666666,6,74,0.08108108108108109
CAR,Ian Thomas,4.0,1.0,0,1,0.07142857142857142,6,8,0.75
CAR,Ian Thomas,8.0,3.7,0,2,0.5700000000000001,2,8,0.25
MIN,Ihmir Smith-Marsette,7.0,2.6,6,2,1.177777777777778,2,3,0.6666666666666666
MIN,Ihmir Smith-Marsette,8.0,4.4,6,1,2.2800000000000002,1,3,0.3333333333333333
WAS,J.D. McKissic,4.0,4.600000000000001,0,6,0.5047619047619047,6,11,0.5454545454545454
WAS,J.D. McKissic,6.0,1.5,0,3,1.125,3,11,0.2727272727272727
WAS,J.D. McKissic,2.0,0.8,0,1,0.6,2,11,0.18181818181818182
CLE,Ja'Marcus Bradley,7.0,3.7,0,1,1.5666666666666667,1,1,1.0
CIN,Ja'Marr Chase,3.0,3.4000000000000004,0,4,0.925,5,96,0.052083333333333336
CIN,Ja'Marr Chase,7.0,2.5,6,2,0.3888888888888889,5,96,0.052083333333333336
CIN,Ja'Marr Chase,4.0,22.2,0,17,0.4666666666666668,30,96,0.3125
CIN,Ja'Marr Chase,6.0,13.799999999999999,0,11,0.4428571428571429,14,96,0.14583333333333334
CIN,Ja'Marr Chase,5.0,16.7,6,9,0.6469387755102041,11,96,0.11458333333333333
CIN,Ja'Marr Chase,8.0,5.300000000000001,0,1,0.35000000000000003,3,96,0.03125
CIN,Ja'Marr Chase,2.0,24.700000000000003,12,15,0.9754716981132076,28,96,0.2916666666666667
LV,Jacob Hollister,7.0,0.1,6,1,2.3666666666666667,1,2,0.5
LV,Jacob Hollister,6.0,0.0,0,0,0.0,1,2,0.5
TB,Jaelon Darden,3.0,0.0,0,0,0.0,2,2,1.0
BUF,Jake Kumerow,7.0,0.0,0,0,0.0,1,1,1.0
NE,Jakobi Meyers,3.0,0.8,0,1,0.36,2,75,0.02666666666666667
NE,Jakobi Meyers,7.0,5.300000000000001,6,3,1.1,6,75,0.08
NE,Jakobi Meyers,4.0,4.1000000000000005,0,9,0.21833333333333332,13,75,0.17333333333333334
NE,Jakobi Meyers,6.0,15.600000000000001,6,12,0.4363636363636364,19,75,0.25333333333333335
NE,Jakobi Meyers,5.0,15.900000000000002,0,18,0.5296875000000001,24,75,0.32
NE,Jakobi Meyers,8.0,3.8000000000000003,0,1,0.2285714285714286,2,75,0.02666666666666667
NE,Jakobi Meyers,2.0,7.700000000000001,0,6,0.7210526315789473,9,75,0.12
LAC,Jalen Guyton,3.0,1.5,0,2,0.4375,4,24,0.16666666666666666
LAC,Jalen Guyton,7.0,6.6000000000000005,6,2,1.042857142857143,2,24,0.08333333333333333
LAC,Jalen Guyton,4.0,7.800000000000001,6,7,0.3409836065573771,8,24,0.3333333333333333
LAC,Jalen Guyton,5.0,7.000000000000001,0,5,0.5714285714285714,8,24,0.3333333333333333
LAC,Jalen Guyton,2.0,2.2,0,2,0.16153846153846155,2,24,0.08333333333333333
PHI,Jalen Reagor,3.0,2.0,0,2,0.3076923076923077,6,22,0.2727272727272727
PHI,Jalen Reagor,4.0,3.5,0,3,0.07738095238095238,6,22,0.2727272727272727
PHI,Jalen Reagor,5.0,2.0,0,2,0.3333333333333333,4,22,0.18181818181818182
PHI,Jalen Reagor,8.0,0.0,0,0,0.0,1,22,0.045454545454545456
PHI,Jalen Reagor,2.0,2.2,0,3,0.65,5,22,0.22727272727272727
DET,Jamaal Williams,5.0,1.1,0,2,0.62,3,3,1.0
JAX,Jamal Agnew,3.0,1.0,0,1,1.0,1,15,0.06666666666666667
JAX,Jamal Agnew,7.0,0.0,0,0,0.0,2,15,0.13333333333333333
JAX,Jamal Agnew,6.0,0.0,0,0,0.0,2,15,0.13333333333333333
JAX,Jamal Agnew,5.0,4.5,0,7,0.4791666666666667,8,15,0.5333333333333333
JAX,Jamal Agnew,2.0,0.8,0,1,0.3,2,15,0.13333333333333333
ARI,James Conner,7.0,0.0,0,0,0.0,1,1,1.0
CHI,James O'Shaughnessy,7.0,2.4000000000000004,0,1,0.68,1,13,0.07692307692307693
CHI,James O'Shaughnessy,4.0,5.2,0,6,0.3393939393939394,10,13,0.7692307692307693
CHI,James O'Shaughnessy,6.0,2.2,0,1,0.35555555555555557,2,13,0.15384615384615385
JAX,James Robinson,4.0,4.0,0,4,0.18604651162790697,5,13,0.38461538461538464
JAX,James Robinson,5.0,3.5,0,3,0.8125,6,13,0.46153846153846156
JAX,James Robinson,2.0,1.5,0,1,0.625,2,13,0.15384615384615385
DAL,James Washington,3.0,0.0,0,0,0.0,1,18,0.05555555555555555
DAL,James Washington,7.0,0.0,0,0,0.0,1,18,0.05555555555555555
DAL,James Washington,5.0,6.9,0,6,0.3486486486486486,9,18,0.5
DAL,James Washington,8.0,6.0,6,2,1.5555555555555556,2,18,0.1111111111111111
DAL,James Washington,2.0,1.5,0,2,0.1346153846153846,5,18,0.2777777777777778
BUF,Jamison Crowder,4.0,15.8,0,15,0.49677419354838703,17,38,0.4473684210526316
BUF,Jamison Crowder,6.0,0.8,0,1,0.09473684210526316,1,38,0.02631578947368421
BUF,Jamison Crowder,5.0,8.9,6,12,0.4981481481481481,16,38,0.42105263157894735
BUF,Jamison Crowder,2.0,0.0,0,0,0.0,4,38,0.10526315789473684
NO,Jarvis Landry,3.0,0.9,0,1,0.6333333333333333,2,54,0.037037037037037035
NO,Jarvis Landry,7.0,4.300000000000001,0,2,0.9000000000000001,3,54,0.05555555555555555
NO,Jarvis Landry,4.0,6.3,0,7,0.2891304347826087,14,54,0.25925925925925924
NO,Jarvis Landry,6.0,2.8,0,2,0.21818181818181817,6,54,0.1111111111111111
NO,Jarvis Landry,5.0,13.5,6,10,0.5784313725490196,16,54,0.2962962962962963
NO,Jarvis Landry,8.0,0.0,0,0,0.0,4,54,0.07407407407407407
NO,Jarvis Landry,2.0,8.200000000000001,0,8,0.6,9,54,0.16666666666666666
SF,Jauan Jennings,4.0,3.8000000000000003,0,4,0.4105263157894737,6,30,0.2
SF,Jauan Jennings,6.0,1.9000000000000001,6,2,0.495,3,30,0.1
SF,Jauan Jennings,5.0,11.700000000000001,12,11,1.3346153846153845,14,30,0.4666666666666667
SF,Jauan Jennings,8.0,2.1,0,1,0.22142857142857145,3,30,0.1
SF,Jauan Jennings,2.0,1.4000000000000001,0,2,0.3777777777777778,4,30,0.13333333333333333
DEN,Javonte Williams,6.0,1.9,0,2,0.325,3,7,0.42857142857142855
DEN,Javonte Williams,5.0,2.7,0,3,0.35625,3,7,0.42857142857142855
DEN,Javonte Williams,8.0,3.4000000000000004,0,1,4.4,1,7,0.14285714285714285
MIA,Jaylen Waddle,3.0,0.0,0,0,0.0,1,75,0.013333333333333334
MIA,Jaylen Waddle,7.0,9.4,0,3,0.7294117647058824,4,75,0.05333333333333334
MIA,Jaylen Waddle,4.0,11.9,6,12,0.3833333333333334,13,75,0.17333333333333334
MIA,Jaylen Waddle,6.0,6.6000000000000005,0,2,0.27741935483870966,2,75,0.02666666666666667
MIA,Jaylen Waddle,5.0,22.900000000000002,0,24,0.66056338028169,32,75,0.4266666666666667
MIA,Jaylen Waddle,8.0,0.0,0,0,0.0,2,75,0.02666666666666667
MIA,Jaylen Waddle,2.0,13.8,6,13,0.44931506849315067,21,75,0.28
NYJ,Jeff Smith,6.0,2.7,0,3,0.28500000000000003,4,11,0.36363636363636365
NYJ,Jeff Smith,5.0,2.7,0,2,0.47000000000000003,4,11,0.36363636363636365
NYJ,Jeff Smith,8.0,0.0,0,0,0.0,1,11,0.09090909090909091
NYJ,Jeff Smith,2.0,1.4000000000000001,0,1,0.30000000000000004,2,11,0.18181818181818182
DEN,Jerry Jeudy,7.0,0.0,0,0,0.0,2,31,0.06451612903225806
DEN,Jerry Jeudy,4.0,7.800000000000001,0,11,0.4585365853658537,14,31,0.45161290322580644
DEN,Jerry Jeudy,6.0,3.8000000000000007,0,3,0.20606060606060608,6,31,0.1935483870967742
DEN,Jerry Jeudy,5.0,3.6000000000000005,0,3,0.23571428571428574,5,31,0.16129032258064516
DEN,Jerry Jeudy,8.0,0.0,0,0,0.0,1,31,0.03225806451612903
DEN,Jerry Jeudy,2.0,2.6,0,2,0.3833333333333333,3,31,0.0967741935483871
CIN,Joe Mixon,6.0,3.8000000000000003,6,4,1.5333333333333334,4,4,1.0
WAS,John Bates,7.0,2.4000000000000004,0,1,0.48571428571428577,1,5,0.2
WAS,John Bates,5.0,4.4,0,2,0.18823529411764706,3,5,0.6
WAS,John Bates,8.0,1.8,0,1,0.7,1,5,0.2
IND,Jonathan Taylor,4.0,1.0,0,1,0.058823529411764705,3,6,0.5
IND,Jonathan Taylor,5.0,1.7000000000000002,0,3,0.5222222222222223,3,6,0.5
NE,Jonnu Smith,7.0,0.0,0,0,0.0,2,3,0.6666666666666666
NE,Jonnu Smith,8.0,0.0,0,0,0.0,1,3,0.3333333333333333
NYG,Jordan Akins,7.0,0.0,0,0,0.0,1,19,0.05263157894736842
NYG,Jordan Akins,4.0,6.800000000000001,0,8,0.35238095238095235,11,19,0.5789473684210527
NYG,Jordan Akins,5.0,5.700000000000001,0,6,0.41785714285714287,7,19,0.3684210526315789
KC,Josh Gordon,7.0,0.0,0,0,0.0,1,5,0.2
KC,Josh Gordon,5.0,1.5,0,2,0.2692307692307692,4,5,0.8
LV,Josh Jacobs,4.0,8.800000000000002,0,8,0.23013698630136986,11,18,0.6111111111111112
LV,Josh Jacobs,5.0,2.8,0,5,0.43333333333333335,7,18,0.3888888888888889
DET,Josh Reynolds,3.0,1.1,0,1,0.2625,3,28,0.10714285714285714
DET,Josh Reynolds,4.0,2.5,0,3,0.171875,8,28,0.2857142857142857
DET,Josh Reynolds,6.0,3.3,0,2,0.1394736842105263,4,28,0.14285714285714285
DET,Josh Reynolds,5.0,8.9,0,6,1.241666666666667,6,28,0.21428571428571427
DET,Josh Reynolds,8.0,2.3000000000000003,0,1,0.3666666666666667,2,28,0.07142857142857142
DET,Josh Reynolds,2.0,7.100000000000001,0,5,0.9307692307692309,5,28,0.17857142857142858
KC,JuJu Smith-Schuster,7.0,1.2000000000000002,0,1,0.24444444444444446,1,12,0.08333333333333333
KC,JuJu Smith-Schuster,4.0,3.2,0,4,0.3,6,12,0.5
KC,JuJu Smith-Schuster,6.0,0.6000000000000001,0,1,0.2,3,12,0.25
KC,JuJu Smith-Schuster,2.0,0.0,0,0,0.0,2,12,0.16666666666666666
MIN,Justin Jefferson,3.0,2.7,0,2,0.36153846153846153,5,91,0.054945054945054944
MIN,Justin Jefferson,7.0,13.400000000000002,6,5,0.43571428571428567,9,91,0.0989010989010989
MIN,Justin Jefferson,4.0,15.700000000000001,6,14,0.5666666666666668,18,91,0.1978021978021978
MIN,Justin Jefferson,6.0,21.5,0,11,0.5241935483870968,21,91,0.23076923076923078
MIN,Justin Jefferson,5.0,14.100000000000001,0,12,0.45789473684210535,16,91,0.17582417582417584
MIN,Justin Jefferson,8.0,4.9,0,2,0.2653846153846154,8,91,0.08791208791208792
MIN,Justin Jefferson,2.0,13.5,0,9,0.45000000000000007,14,91,0.15384615384615385
GB,Juwann Winfree,5.0,2.4000000000000004,0,3,0.6000000000000001,4,4,1.0
MIN,K.J. Osborn,3.0,0.0,0,0,0.0,1,50,0.02
MIN,K.J. Osborn,7.0,12.900000000000002,12,4,0.85,7,50,0.14
MIN,K.J. Osborn,4.0,6.6,0,8,0.21470588235294116,12,50,0.24
MIN,K.J. Osborn,6.0,1.3,0,1,0.05609756097560975,4,50,0.08
MIN,K.J. Osborn,5.0,1.1,0,1,0.084,5,50,0.1
MIN,K.J. Osborn,8.0,3.0,0,1,0.16,4,50,0.08
MIN,K.J. Osborn,2.0,10.4,12,11,0.8350000000000002,17,50,0.34
NYG,Kadarius Toney,4.0,4.1000000000000005,0,5,0.35,9,31,0.2903225806451613
NYG,Kadarius Toney,6.0,6.2,0,5,0.7,6,31,0.1935483870967742
NYG,Kadarius Toney,5.0,4.8,0,6,0.7714285714285716,8,31,0.25806451612903225
NYG,Kadarius Toney,2.0,4.4,0,4,0.4421052631578948,8,31,0.25806451612903225
DET,Kalif Raymond,3.0,0.0,0,0,0.0,1,32,0.03125
DET,Kalif Raymond,4.0,7.8,0,7,0.2596491228070176,8,32,0.25
DET,Kalif Raymond,6.0,9.600000000000001,0,6,0.6240000000000001,6,32,0.1875
DET,Kalif Raymond,5.0,3.0,0,5,0.18604651162790697,11,32,0.34375
DET,Kalif Raymond,8.0,0.0,0,0,0.0,4,32,0.125
DET,Kalif Raymond,2.0,1.7000000000000002,0,1,0.30000000000000004,2,32,0.0625
CLE,Kareem Hunt,5.0,1.5,0,3,0.4090909090909091,3,3,1.0
LV,Keelan Cole,7.0,5.200000000000001,0,2,0.28800000000000003,3,37,0.08108108108108109
LV,Keelan Cole,4.0,4.4,0,5,0.2473684210526316,8,37,0.21621621621621623
LV,Keelan Cole,6.0,7.500000000000001,0,6,0.27,9,37,0.24324324324324326
LV,Keelan Cole,5.0,4.7,0,3,0.4052631578947369,7,37,0.1891891891891892
LV,Keelan Cole,8.0,2.1,0,1,0.155,1,37,0.02702702702702703
LV,Keelan Cole,2.0,9.2,6,6,1.06,9,37,0.24324324324324326
LAC,Keenan Allen,3.0,1.3000000000000003,0,2,0.41250000000000003,4,95,0.042105263157894736
LAC,Keenan Allen,7.0,12.9,0,5,0.7782608695652173,7,95,0.07368421052631578
LAC,Keenan Allen,4.0,17.000000000000004,12,20,0.4298245614035088,30,95,0.3157894736842105
LAC,Keenan Allen,6.0,9.100000000000001,0,5,0.26111111111111107,8,95,0.08421052631578947
LAC,Keenan Allen,5.0,22.099999999999998,0,21,0.5904109589041097,31,95,0.3263157894736842
LAC,Keenan Allen,8.0,4.8,0,2,0.2956521739130435,3,95,0.031578947368421054
LAC,Keenan Allen,2.0,8.600000000000001,6,8,0.4708333333333334,12,95,0.12631578947368421
ATL,Keith Smith,6.0,0.9,0,1,0.95,1,1,1.0
IND,Keke Coutee,8.0,0.0,0,0,0.0,1,1,1.0
DEN,Kendall Hinton,7.0,2.3000000000000003,0,1,1.6500000000000001,1,15,0.06666666666666667
DEN,Kendall Hinton,4.0,4.6000000000000005,0,5,0.3555555555555556,7,15,0.4666666666666667
DEN,Kendall Hinton,6.0,4.0,0,1,0.20833333333333334,3,15,0.2
DEN,Kendall Hinton,8.0,0.0,0,0,0.0,1,15,0.06666666666666667
DEN,Kendall Hinton,2.0,0.8,0,1,0.18,3,15,0.2
NE,Kendrick Bourne,3.0,5.6000000000000005,0,5,1.325,6,44,0.13636363636363635
NE,Kendrick Bourne,7.0,5.4,18,4,9.133333333333333,4,44,0.09090909090909091
NE,Kendrick Bourne,4.0,5.5,0,7,0.32894736842105265,10,44,0.22727272727272727
NE,Kendrick Bourne,6.0,9.4,0,7,0.22162162162162166,9,44,0.20454545454545456
NE,Kendrick Bourne,5.0,5.6000000000000005,0,7,0.43448275862068964,8,44,0.18181818181818182
NE,Kendrick Bourne,2.0,11.200000000000001,0,5,0.6749999999999999,7,44,0.1590909090909091
PHI,Kenneth Gainwell,4.0,2.7,0,3,0.31666666666666665,6,12,0.5
PHI,Kenneth Gainwell,5.0,4.4,0,5,0.7833333333333333,5,12,0.4166666666666667
PHI,Kenneth Gainwell,2.0,0.0,0,0,0.0,1,12,0.08333333333333333
NYG,Kenny Golladay,3.0,1.4000000000000001,0,1,0.4800000000000001,1,54,0.018518518518518517
NYG,Kenny Golladay,7.0,0.0,0,0,0.0,2,54,0.037037037037037035
NYG,Kenny Golladay,4.0,10.299999999999999,0,9,0.39387755102040817,12,54,0.2222222222222222
NYG,Kenny Golladay,6.0,7.8,0,4,0.29500000000000004,8,54,0.14814814814814814
NYG,Kenny Golladay,5.0,8.5,0,7,0.484375,10,54,0.18518518518518517
NYG,Kenny Golladay,8.0,1.7000000000000002,0,1,0.1,1,54,0.018518518518518517
NYG,Kenny Golladay,2.0,14.900000000000002,0,10,0.5659090909090909,20,54,0.37037037037037035
LV,Kenyan Drake,4.0,6.1,0,7,0.3275,8,11,0.7272727272727273
LV,Kenyan Drake,5.0,1.6,0,2,0.45,3,11,0.2727272727272727
ATL,KhaDarel Hodge,6.0,1.3,0,1,0.15333333333333332,2,6,0.3333333333333333
ATL,KhaDarel Hodge,8.0,1.7000000000000002,0,1,0.18000000000000002,1,6,0.16666666666666666
ATL,KhaDarel Hodge,2.0,1.7000000000000002,0,2,0.5285714285714286,3,6,0.5
NE,Kristian Wilkerson,7.0,0.0,0,0,0.0,1,1,1.0
SF,Kyle Juszczyk,7.0,0.0,0,0,0.0,1,12,0.08333333333333333
SF,Kyle Juszczyk,6.0,4.4,0,5,0.7230769230769231,5,12,0.4166666666666667
SF,Kyle Juszczyk,5.0,3.8000000000000003,0,4,0.8666666666666667,5,12,0.4166666666666667
SF,Kyle Juszczyk,8.0,2.6,0,1,1.8,1,12,0.08333333333333333
ATL,Kyle Pitts,7.0,5.8,0,3,0.32592592592592595,7,72,0.09722222222222222
ATL,Kyle Pitts,4.0,8.6,0,10,0.3381818181818182,12,72,0.16666666666666666
ATL,Kyle Pitts,6.0,8.200000000000001,0,6,0.3086956521739131,10,72,0.1388888888888889
ATL,Kyle Pitts,5.0,5.700000000000001,6,7,0.29218750000000004,18,72,0.25
ATL,Kyle Pitts,8.0,8.0,0,3,0.4230769230769231,5,72,0.06944444444444445
ATL,Kyle Pitts,2.0,23.6,0,15,0.6225806451612903,20,72,0.2777777777777778
IND,Kylen Granson,2.0,1.5,0,1,0.8333333333333334,1,1,1.0
JAX,Laquon Treadwell,4.0,9.1,0,10,0.3979166666666667,13,29,0.4482758620689655
JAX,Laquon Treadwell,6.0,7.2,0,4,0.23829787234042552,6,29,0.20689655172413793
JAX,Laquon Treadwell,5.0,1.9000000000000001,0,2,0.325,3,29,0.10344827586206896
JAX,Laquon Treadwell,8.0,1.6,0,1,0.325,2,29,0.06896551724137931
JAX,Laquon Treadwell,2.0,6.300000000000002,0,5,0.8071428571428572,5,29,0.1724137931034483
TB,Leonard Fournette,4.0,12.9,0,17,0.36463414634146346,18,27,0.6666666666666666
TB,Leonard Fournette,5.0,2.1,0,4,0.16052631578947368,6,27,0.2222222222222222
TB,Leonard Fournette,2.0,1.0,0,2,1.0,3,27,0.1111111111111111
WAS,Logan Thomas,7.0,3.5,0,1,0.34615384615384615,3,13,0.23076923076923078
WAS,Logan Thomas,4.0,4.6,0,4,0.4095238095238095,5,13,0.38461538461538464
WAS,Logan Thomas,5.0,4.000000000000001,6,5,1.2500000000000002,5,13,0.38461538461538464
LV,Mack Hollins,3.0,0.0,0,0,0.0,1,15,0.06666666666666667
LV,Mack Hollins,4.0,3.0,0,4,0.23333333333333334,6,15,0.4
LV,Mack Hollins,6.0,4.0,0,2,0.11764705882352941,3,15,0.2
LV,Mack Hollins,8.0,0.0,0,0,0.0,2,15,0.13333333333333333
LV,Mack Hollins,2.0,3.2,6,3,0.8714285714285713,3,15,0.2
SF,Malik Turner,7.0,0.5,6,1,1.875,1,4,0.25
SF,Malik Turner,6.0,1.6,0,2,0.4,2,4,0.5
SF,Malik Turner,8.0,0.0,0,0,0.0,1,4,0.25
SF,Marcus Johnson,6.0,3.2,0,2,0.37142857142857144,6,6,1.0
BAL,Mark Andrews,3.0,0.8,0,1,1.8,1,77,0.012987012987012988
BAL,Mark Andrews,7.0,4.6,6,2,0.6,3,77,0.03896103896103896
BAL,Mark Andrews,4.0,22.5,0,20,0.27960526315789475,29,77,0.37662337662337664
BAL,Mark Andrews,6.0,2.9,0,3,0.14750000000000002,7,77,0.09090909090909091
BAL,Mark Andrews,5.0,16.200000000000003,0,21,0.5636363636363635,26,77,0.33766233766233766
BAL,Mark Andrews,8.0,2.3000000000000003,0,1,0.4714285714285715,2,77,0.025974025974025976
BAL,Mark Andrews,2.0,9.9,0,6,0.9352941176470587,9,77,0.11688311688311688
NO,Marquez Callaway,3.0,1.4000000000000001,0,1,0.18461538461538465,4,48,0.08333333333333333
NO,Marquez Callaway,7.0,2.7,6,2,0.4458333333333333,2,48,0.041666666666666664
NO,Marquez Callaway,4.0,10.600000000000001,0,11,0.4695652173913043,16,48,0.3333333333333333
NO,Marquez Callaway,6.0,6.6000000000000005,0,5,0.26363636363636367,9,48,0.1875
NO,Marquez Callaway,5.0,5.000000000000001,0,5,0.2702702702702703,7,48,0.14583333333333334
NO,Marquez Callaway,8.0,9.100000000000001,0,2,0.34687500000000004,2,48,0.041666666666666664
NO,Marquez Callaway,2.0,4.6,6,6,0.5533333333333333,8,48,0.16666666666666666
KC,Marquez Valdes-Scantling,7.0,11.0,6,4,1.3125,6,28,0.21428571428571427
KC,Marquez Valdes-Scantling,6.0,4.1,0,2,0.244,2,28,0.07142857142857142
KC,Marquez Valdes-Scantling,5.0,3.0000000000000004,0,6,0.36,9,28,0.32142857142857145
KC,Marquez Valdes-Scantling,8.0,12.2,6,2,1.4428571428571428,6,28,0.21428571428571427
KC,Marquez Valdes-Scantling,2.0,1.1,6,1,0.3857142857142857,5,28,0.17857142857142858
ARI,Marquise Brown,3.0,0.4,0,1,0.11666666666666665,1,83,0.012048192771084338
ARI,Marquise Brown,7.0,0.0,0,0,0.0,2,83,0.024096385542168676
ARI,Marquise Brown,4.0,28.100000000000005,0,31,0.451145038167939,40,83,0.4819277108433735
ARI,Marquise Brown,6.0,8.0,0,4,0.2608695652173913,7,83,0.08433734939759036
ARI,Marquise Brown,5.0,5.9,6,10,0.4211538461538462,18,83,0.21686746987951808
ARI,Marquise Brown,8.0,8.100000000000001,6,2,0.4351351351351352,5,83,0.060240963855421686
ARI,Marquise Brown,2.0,8.6,0,7,0.43333333333333335,10,83,0.12048192771084337
SEA,Marquise Goodwin,3.0,0.0,0,0,0.0,2,29,0.06896551724137931
SEA,Marquise Goodwin,7.0,5.0,0,1,3.0,1,29,0.034482758620689655
SEA,Marquise Goodwin,4.0,8.4,0,7,0.30196078431372547,10,29,0.3448275862068966
SEA,Marquise Goodwin,6.0,2.2,0,1,0.17777777777777778,3,29,0.10344827586206896
SEA,Marquise Goodwin,5.0,5.5,0,6,0.575,7,29,0.2413793103448276
SEA,Marquise Goodwin,2.0,2.7,0,2,0.19583333333333333,6,29,0.20689655172413793
KC,Mecole Hardman,7.0,9.400000000000002,0,2,0.6000000000000001,3,37,0.08108108108108109
KC,Mecole Hardman,4.0,11.399999999999999,0,16,0.3702702702702704,20,37,0.5405405405405406
KC,Mecole Hardman,6.0,0.5,0,1,0.057692307692307696,4,37,0.10810810810810811
KC,Mecole Hardman,5.0,1.2000000000000002,0,2,0.1523809523809524,3,37,0.08108108108108109
KC,Mecole Hardman,8.0,0.0,0,0,0.0,4,37,0.10810810810810811
KC,Mecole Hardman,2.0,3.3000000000000003,0,2,0.311764705882353,3,37,0.08108108108108109
NYJ,Michael Carter,4.0,1.6,0,2,0.15,2,8,0.25
NYJ,Michael Carter,5.0,1.9000000000000004,0,3,0.30625,5,8,0.625
NYJ,Michael Carter,2.0,0.9,0,1,0.95,1,8,0.125
