nickName,blockingSchemeType_descr,touch,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch,plays,totalPlays,freq
Buccaneers,Pass Protection,33,21.200000000000003,6,-1,26.200000000000003,0.7939393939393941,33,322,0.10248447204968944
Buccaneers,Pull 2,12,7.9,6,0,13.9,1.1583333333333334,12,322,0.037267080745341616
Buccaneers,Pull Across,23,7.8,0,0,7.8,0.3391304347826087,23,322,0.07142857142857142
Buccaneers,Pull Outside Numbers,15,14.600000000000001,6,0,20.6,1.3733333333333335,15,322,0.046583850931677016
Buccaneers,Split Zone,32,12.4,0,0,12.4,0.3875,32,322,0.09937888198757763
Buccaneers,Zone,185,62.400000000000034,42,-3,101.40000000000003,0.5481081081081083,185,322,0.5745341614906833
Cardinals,Duo,18,5.5,6,0,11.5,0.6388888888888888,18,348,0.05172413793103448
Cardinals,Pass Protection,30,19.7,12,-1,30.699999999999996,1.0233333333333332,30,348,0.08620689655172414
Cardinals,Pull Across,46,17.799999999999997,6,0,23.800000000000004,0.5173913043478262,46,348,0.13218390804597702
Cardinals,Split Zone,53,30.7,0,0,30.7,0.5792452830188679,53,348,0.15229885057471265
Cardinals,Zone,201,85.99999999999996,24,-1,108.99999999999999,0.5422885572139303,201,348,0.5775862068965517
Chargers,Duo,33,12.5,0,0,12.5,0.3787878787878788,33,381,0.08661417322834646
Chargers,Pass Protection,33,25.100000000000005,12,0,37.100000000000016,1.1242424242424247,33,381,0.08661417322834646
Chargers,Pull Across,47,21.699999999999996,6,0,27.699999999999996,0.5893617021276595,47,381,0.12335958005249344
Chargers,Split Zone,44,18.000000000000004,6,-1,23.000000000000007,0.5227272727272729,44,381,0.11548556430446194
Chargers,Zone,224,105.50000000000004,78,-2,181.49999999999997,0.810267857142857,224,381,0.5879265091863517
Chiefs,Duo,35,14.600000000000003,0,0,14.600000000000003,0.41714285714285726,35,376,0.09308510638297872
Chiefs,Pass Protection,47,29.400000000000006,30,0,59.4,1.2638297872340425,47,376,0.125
Chiefs,Pull 2,19,10.100000000000001,12,0,22.099999999999998,1.163157894736842,19,376,0.05053191489361702
Chiefs,Pull Across,47,22.10000000000001,12,-1,33.100000000000016,0.7042553191489365,47,376,0.125
Chiefs,Pull Outside Numbers,16,8.600000000000001,0,0,8.600000000000001,0.5375000000000001,16,376,0.0425531914893617
Chiefs,Split Zone,45,22.100000000000005,0,-1,21.100000000000005,0.468888888888889,45,376,0.1196808510638298
Chiefs,Zone,167,58.90000000000001,30,-2,86.89999999999993,0.5203592814371254,167,376,0.4441489361702128
Colts,Duo,15,5.800000000000002,0,0,5.800000000000002,0.38666666666666677,15,290,0.05172413793103448
Colts,Pass Protection,29,21.100000000000005,0,0,21.100000000000005,0.7275862068965518,29,290,0.1
Colts,Pull 2,12,13.000000000000004,6,0,19.000000000000004,1.5833333333333337,12,290,0.041379310344827586
Colts,Pull Across,41,17.8,12,0,29.8,0.7268292682926829,41,290,0.1413793103448276
Colts,Pull Outside Numbers,11,3.8000000000000003,0,0,3.8000000000000003,0.34545454545454546,11,290,0.03793103448275862
Colts,Split Zone,30,11.799999999999999,12,0,23.799999999999997,0.7933333333333332,30,290,0.10344827586206896
Colts,Zone,152,63.99999999999999,18,-2,79.99999999999999,0.5263157894736841,152,290,0.5241379310344828
Cowboys,Duo,14,6.2,0,0,6.2,0.4428571428571429,14,324,0.043209876543209874
Cowboys,Pass Protection,32,23.099999999999998,6,0,29.09999999999999,0.9093749999999997,32,324,0.09876543209876543
Cowboys,Pull 2,17,13.299999999999999,6,0,19.299999999999997,1.1352941176470586,17,324,0.05246913580246913
Cowboys,Pull Across,52,25.200000000000014,6,0,31.200000000000006,0.6000000000000001,52,324,0.16049382716049382
Cowboys,Split Zone,40,20.400000000000002,6,-1,25.400000000000002,0.635,40,324,0.12345679012345678
Cowboys,Zone,169,63.999999999999986,48,0,112.00000000000007,0.6627218934911246,169,324,0.5216049382716049
Dolphins,Duo,29,12.600000000000003,12,-1,23.6,0.8137931034482759,29,328,0.08841463414634146
Dolphins,Pass Protection,15,9.899999999999999,0,-1,8.9,0.5933333333333334,15,328,0.04573170731707317
Dolphins,Pull Across,51,28.799999999999997,6,0,34.800000000000004,0.6823529411764707,51,328,0.15548780487804878
Dolphins,Pull Outside Numbers,12,5.2,12,0,17.2,1.4333333333333333,12,328,0.036585365853658534
Dolphins,Split Zone,27,17.5,6,0,23.500000000000004,0.8703703703703705,27,328,0.08231707317073171
Dolphins,Zone,194,72.40000000000003,42,-1,113.40000000000006,0.5845360824742272,194,328,0.5914634146341463
Eagles,Duo,23,10.0,12,0,22.000000000000004,0.9565217391304349,23,342,0.06725146198830409
Eagles,Pass Protection,25,13.799999999999999,12,0,25.799999999999994,1.0319999999999998,25,342,0.07309941520467836
Eagles,Pull Across,44,19.5,6,0,25.5,0.5795454545454546,44,342,0.1286549707602339
Eagles,Split Zone,30,12.800000000000002,6,0,18.8,0.6266666666666667,30,342,0.08771929824561403
Eagles,Zone,220,78.20000000000002,42,0,120.2,0.5463636363636364,220,342,0.6432748538011696
Falcons,Duo,50,20.299999999999997,6,0,26.299999999999994,0.5259999999999999,50,373,0.13404825737265416
Falcons,Pass Protection,24,23.400000000000002,0,0,23.400000000000002,0.9750000000000001,24,373,0.064343163538874
Falcons,Pull 2,22,14.200000000000001,6,0,20.199999999999996,0.918181818181818,22,373,0.058981233243967826
Falcons,Pull Across,51,21.2,12,0,33.199999999999996,0.6509803921568627,51,373,0.13672922252010725
Falcons,Pull Outside Numbers,21,14.399999999999999,6,0,20.400000000000002,0.9714285714285715,21,373,0.05630026809651475
Falcons,Split Zone,36,12.800000000000002,12,-1,23.8,0.6611111111111111,36,373,0.09651474530831099
Falcons,Zone,169,61.099999999999994,48,-2,107.10000000000008,0.633727810650888,169,373,0.45308310991957107
Football Team,Duo,16,4.9,6,0,10.9,0.68125,16,293,0.05460750853242321
Football Team,Pass Protection,26,23.400000000000006,6,0,29.399999999999995,1.1307692307692305,26,293,0.08873720136518772
Football Team,Pull Across,31,9.200000000000003,12,-1,20.20000000000001,0.6516129032258068,31,293,0.10580204778156997
Football Team,Pull Outside Numbers,11,4.4,0,0,4.4,0.4,11,293,0.03754266211604096
Football Team,Split Zone,39,15.000000000000004,18,0,33.0,0.8461538461538461,39,293,0.13310580204778158
Football Team,Zone,170,66.49999999999999,24,0,90.49999999999999,0.5323529411764705,170,293,0.5802047781569966
Giants,Duo,20,6.100000000000001,6,0,12.100000000000001,0.6050000000000001,20,371,0.05390835579514825
Giants,Pass Protection,19,11.3,0,0,11.3,0.5947368421052632,19,371,0.05121293800539083
Giants,Pull 2,21,15.700000000000003,6,0,21.7,1.0333333333333332,21,371,0.05660377358490566
Giants,Pull Across,40,18.299999999999997,30,0,48.300000000000004,1.2075,40,371,0.1078167115902965
Giants,Pull Front,11,4.1000000000000005,6,-1,9.1,0.8272727272727273,11,371,0.029649595687331536
Giants,Pull Outside Numbers,12,9.7,0,0,9.7,0.8083333333333332,12,371,0.03234501347708895
Giants,Split Zone,28,14.7,0,0,14.7,0.525,28,371,0.07547169811320754
Giants,Zone,220,86.99999999999994,18,-1,104.00000000000001,0.4727272727272728,220,371,0.5929919137466307
Jaguars,Duo,32,13.3,24,0,37.3,1.165625,32,334,0.09580838323353294
Jaguars,Pass Protection,23,22.6,12,0,34.6,1.5043478260869565,23,334,0.0688622754491018
Jaguars,Pull Across,40,17.300000000000004,0,0,17.300000000000004,0.4325000000000001,40,334,0.11976047904191617
Jaguars,Split Zone,26,11.9,0,0,11.9,0.45769230769230773,26,334,0.07784431137724551
Jaguars,Zone,213,85.20000000000002,78,-1,162.20000000000022,0.7615023474178414,213,334,0.6377245508982036
Jets,Duo,29,16.3,18,0,34.300000000000004,1.1827586206896554,29,354,0.08192090395480225
Jets,Pass Protection,30,23.6,6,0,29.6,0.9866666666666667,30,354,0.0847457627118644
Jets,Pull 2,16,9.799999999999999,0,0,9.799999999999999,0.6124999999999999,16,354,0.04519774011299435
Jets,Pull Across,52,19.099999999999998,24,0,43.1,0.8288461538461539,52,354,0.14689265536723164
Jets,Pull Front,12,6.6000000000000005,0,-1,5.6000000000000005,0.46666666666666673,12,354,0.03389830508474576
Jets,Pull Outside Numbers,18,12.8,12,0,24.800000000000004,1.377777777777778,18,354,0.05084745762711865
Jets,Split Zone,28,8.500000000000002,0,-2,6.5,0.23214285714285715,28,354,0.07909604519774012
Jets,Zone,169,64.70000000000002,60,-1,123.70000000000005,0.7319526627218937,169,354,0.4774011299435028
Lions,Duo,13,8.8,0,0,8.8,0.676923076923077,13,364,0.03571428571428571
Lions,Pass Protection,30,21.5,0,0,21.5,0.7166666666666667,30,364,0.08241758241758242
Lions,Pull Across,35,14.799999999999999,6,0,20.799999999999997,0.5942857142857142,35,364,0.09615384615384616
Lions,Split Zone,47,23.800000000000004,0,0,23.800000000000004,0.5063829787234043,47,364,0.12912087912087913
Lions,Zone,239,96.19999999999997,72,-2,166.20000000000007,0.6953974895397492,239,364,0.6565934065934066
Packers,Duo,12,4.1000000000000005,0,0,4.1000000000000005,0.34166666666666673,12,323,0.03715170278637771
Packers,Pass Protection,49,39.6,12,0,51.6,1.0530612244897959,49,323,0.15170278637770898
Packers,Pull Across,55,19.799999999999997,12,0,31.799999999999997,0.5781818181818181,55,323,0.17027863777089783
Packers,Split Zone,43,18.999999999999996,6,0,24.999999999999996,0.5813953488372092,43,323,0.13312693498452013
Packers,Zone,164,60.099999999999994,36,-1,95.10000000000004,0.579878048780488,164,323,0.5077399380804953
Panthers,Duo,30,13.500000000000005,12,0,25.500000000000004,0.8500000000000001,30,349,0.08595988538681948
Panthers,Pass Protection,23,18.099999999999998,6,0,24.1,1.047826086956522,23,349,0.0659025787965616
Panthers,Pull Across,43,14.600000000000001,0,0,14.600000000000001,0.33953488372093027,43,349,0.12320916905444126
Panthers,Pull Outside Numbers,14,6.6000000000000005,0,0,6.6000000000000005,0.4714285714285715,14,349,0.04011461318051576
Panthers,Split Zone,34,19.7,0,0,19.7,0.5794117647058823,34,349,0.09742120343839542
Panthers,Zone,205,77.1,42,-2,117.1000000000001,0.5712195121951225,205,349,0.5873925501432665
Patriots,Duo,37,17.900000000000002,0,-1,16.900000000000002,0.4567567567567568,37,343,0.10787172011661808
Patriots,Pass Protection,28,32.400000000000006,6,0,38.400000000000006,1.3714285714285717,28,343,0.08163265306122448
Patriots,Pull Across,52,24.8,12,0,36.8,0.7076923076923076,52,343,0.15160349854227406
Patriots,Split Zone,36,11.5,12,0,23.500000000000007,0.652777777777778,36,343,0.10495626822157435
Patriots,Zone,190,75.10000000000004,18,-4,89.10000000000004,0.46894736842105283,190,343,0.5539358600583091
Raiders,Duo,37,15.699999999999996,18,0,33.70000000000001,0.9108108108108111,37,351,0.10541310541310542
Raiders,Pass Protection,33,20.6,6,-1,25.600000000000005,0.7757575757575759,33,351,0.09401709401709402
Raiders,Pull 2,11,2.5,0,-1,1.5,0.13636363636363635,11,351,0.03133903133903134
Raiders,Pull Across,23,8.900000000000002,0,-2,6.9,0.3,23,351,0.06552706552706553
Raiders,Pull Outside Numbers,24,9.2,6,0,15.199999999999998,0.6333333333333332,24,351,0.06837606837606838
Raiders,Split Zone,37,9.8,0,0,9.8,0.2648648648648649,37,351,0.10541310541310542
Raiders,Zone,186,76.90000000000006,48,0,124.90000000000009,0.6715053763440865,186,351,0.5299145299145299
Rams,Duo,20,6.8999999999999995,0,0,6.8999999999999995,0.345,20,354,0.05649717514124294
Rams,Pass Protection,41,29.7,0,0,29.7,0.724390243902439,41,354,0.11581920903954802
Rams,Pull Across,33,13.6,12,0,25.6,0.7757575757575758,33,354,0.09322033898305085
Rams,Split Zone,61,18.8,6,0,24.800000000000004,0.4065573770491804,61,354,0.17231638418079095
Rams,Zone,199,71.10000000000005,84,-1,154.10000000000002,0.7743718592964826,199,354,0.5621468926553672
Ravens,Duo,31,6.699999999999999,12,0,18.699999999999996,0.6032258064516127,31,292,0.10616438356164383
Ravens,Pass Protection,13,7.200000000000001,0,0,7.200000000000001,0.5538461538461539,13,292,0.04452054794520548
Ravens,Pull Across,36,15.8,0,0,15.8,0.4388888888888889,36,292,0.1232876712328767
Ravens,Split Zone,54,26.099999999999994,18,-1,43.100000000000016,0.7981481481481484,54,292,0.18493150684931506
Ravens,Zone,158,60.7,42,0,102.70000000000003,0.6500000000000002,158,292,0.541095890410959
Saints,Duo,24,7.500000000000001,0,0,7.500000000000001,0.31250000000000006,24,311,0.07717041800643087
Saints,Pass Protection,31,20.500000000000004,6,-1,25.499999999999996,0.8225806451612903,31,311,0.09967845659163987
Saints,Pull 2,15,4.7,0,0,4.7,0.31333333333333335,15,311,0.04823151125401929
Saints,Pull Across,37,14.499999999999996,0,0,14.499999999999996,0.3918918918918918,37,311,0.1189710610932476
Saints,Pull Outside Numbers,21,14.4,12,0,26.4,1.2571428571428571,21,311,0.06752411575562701
Saints,Split Zone,26,4.8,6,0,10.8,0.4153846153846154,26,311,0.08360128617363344
Saints,Zone,157,46.09999999999997,36,-1,81.10000000000005,0.5165605095541405,157,311,0.5048231511254019
Seahawks,Duo,29,8.3,6,0,14.3,0.4931034482758621,29,376,0.07712765957446809
Seahawks,Pass Protection,30,26.600000000000005,6,0,32.6,1.0866666666666667,30,376,0.0797872340425532
Seahawks,Pull Across,53,18.1,6,0,24.1,0.4547169811320755,53,376,0.14095744680851063
Seahawks,Split Zone,33,8.200000000000001,6,0,14.2,0.4303030303030303,33,376,0.08776595744680851
Seahawks,Zone,231,80.40000000000005,48,-1,127.4000000000001,0.551515151515152,231,376,0.6143617021276596
Steelers,Duo,22,10.000000000000002,0,0,10.000000000000002,0.45454545454545464,22,367,0.05994550408719346
Steelers,Pass Protection,45,38.699999999999996,12,-1,49.69999999999999,1.1044444444444441,45,367,0.1226158038147139
Steelers,Pull 2,12,4.799999999999999,0,0,4.799999999999999,0.3999999999999999,12,367,0.0326975476839237
Steelers,Pull Across,57,32.5,24,0,56.50000000000001,0.9912280701754387,57,367,0.1553133514986376
Steelers,Split Zone,14,2.9999999999999996,0,0,2.9999999999999996,0.21428571428571425,14,367,0.03814713896457766
Steelers,Zone,217,90.69999999999999,30,-2,118.69999999999999,0.5470046082949308,217,367,0.5912806539509536
Texans,Duo,26,13.200000000000003,6,0,19.200000000000006,0.7384615384615387,26,378,0.06878306878306878
Texans,Pass Protection,24,10.3,6,0,16.299999999999997,0.6791666666666666,24,378,0.06349206349206349
Texans,Pull 2,13,6.199999999999999,0,0,6.199999999999999,0.4769230769230769,13,378,0.03439153439153439
Texans,Pull Across,39,14.700000000000001,12,-1,25.700000000000006,0.6589743589743592,39,378,0.10317460317460317
Texans,Pull Front,13,9.900000000000002,0,0,9.900000000000002,0.7615384615384617,13,378,0.03439153439153439
Texans,Split Zone,51,39.9,18,0,57.9,1.1352941176470588,51,378,0.1349206349206349
Texans,Zone,212,90.49999999999999,60,-1,149.5,0.7051886792452831,212,378,0.5608465608465608
Titans,Duo,20,4.6000000000000005,0,0,4.6000000000000005,0.23000000000000004,20,273,0.07326007326007326
Titans,Pass Protection,41,21.200000000000003,18,-1,38.200000000000024,0.9317073170731713,41,273,0.15018315018315018
Titans,Pull Across,36,16.000000000000004,6,0,22.000000000000004,0.6111111111111112,36,273,0.13186813186813187
Titans,Split Zone,28,5.8,6,0,11.8,0.42142857142857143,28,273,0.10256410256410256
Titans,Zone,148,60.30000000000001,36,0,96.3000000000001,0.6506756756756763,148,273,0.5421245421245421
Vikings,Duo,14,7.3,0,0,7.3,0.5214285714285715,14,368,0.03804347826086957
Vikings,Pass Protection,31,27.800000000000004,6,0,33.800000000000004,1.0903225806451615,31,368,0.08423913043478261
Vikings,Pull 2,19,7.900000000000001,0,0,7.900000000000001,0.4157894736842106,19,368,0.051630434782608696
Vikings,Pull Across,38,15.900000000000002,12,0,27.900000000000002,0.7342105263157895,38,368,0.10326086956521739
Vikings,Split Zone,45,21.8,0,-1,20.8,0.46222222222222226,45,368,0.12228260869565218
Vikings,Zone,221,92.69999999999999,42,-1,133.7000000000001,0.6049773755656114,221,368,0.6005434782608695
