,nickName,CoverageType_descr,dropBack,FP_yards,FP_TD,FP_intercept,FP_total,FP/DB,plays,totalPlays,freq
166,Falcons,Prevent,7,3.0,0,0,3.0,0.42857142857142855,7,547,0.012797074954296161
167,Falcons,Screen,23,6.480000000000002,0,0,6.480000000000002,0.2817391304347827,23,547,0.04204753199268738
168,Falcons,Tampa 2,46,18.48,4,0,22.48,0.48869565217391303,46,547,0.08409506398537477
169,Football Team,Combination,3,0.44,4,0,4.44,1.4800000000000002,3,489,0.006134969325153374
170,Football Team,Cover 0,6,0.8799999999999999,8,0,8.879999999999999,1.4799999999999998,6,489,0.012269938650306749
171,Football Team,Cover 1,97,26.48,24,-3,47.480000000000004,0.4894845360824743,97,489,0.1983640081799591
172,Football Team,Cover 2,36,11.000000000000004,8,-2,16.999999999999996,0.4722222222222221,36,489,0.0736196319018405
173,Football Team,Cover 3,142,35.56,4,-3,36.56,0.25746478873239437,142,489,0.2903885480572597
174,Football Team,Cover 4,131,31.039999999999996,20,-6,45.040000000000006,0.3438167938931298,131,489,0.26789366053169733
175,Football Team,Cover 6,8,1.96,0,0,1.96,0.245,8,489,0.016359918200409
176,Football Team,Man Cover 2,16,2.56,4,0,6.5600000000000005,0.41000000000000003,16,489,0.032719836400818
177,Football Team,Other,2,2.28,4,0,6.279999999999999,3.1399999999999997,2,489,0.00408997955010225
178,Football Team,Screen,42,8.320000000000002,0,0,8.320000000000002,0.19809523809523816,42,489,0.08588957055214724
179,Football Team,Tampa 2,6,2.2800000000000002,4,0,6.28,1.0466666666666666,6,489,0.012269938650306749
180,Giants,Combination,1,0.0,0,0,0.0,0.0,1,453,0.002207505518763797
181,Giants,Cover 0,15,1.36,20,0,21.359999999999996,1.4239999999999997,15,453,0.033112582781456956
182,Giants,Cover 1,39,12.84,0,0,12.84,0.3292307692307692,39,453,0.08609271523178808
183,Giants,Cover 2,57,15.56,0,-1,14.56,0.2554385964912281,57,453,0.12582781456953643
184,Giants,Cover 3,186,55.56,8,-2,61.559999999999995,0.33096774193548384,186,453,0.4105960264900662
185,Giants,Cover 4,49,15.439999999999998,12,-1,26.439999999999998,0.5395918367346938,49,453,0.10816777041942605
186,Giants,Cover 6,10,4.239999999999999,0,0,4.239999999999999,0.42399999999999993,10,453,0.02207505518763797
187,Giants,Man Cover 2,58,9.200000000000003,12,-2,19.199999999999996,0.33103448275862063,58,453,0.1280353200883002
188,Giants,Prevent,6,0.8,0,0,0.8,0.13333333333333333,6,453,0.013245033112582781
189,Giants,Screen,18,3.4400000000000004,0,0,3.4400000000000004,0.19111111111111112,18,453,0.039735099337748346
190,Giants,Tampa 2,14,3.3600000000000003,0,-1,2.3600000000000003,0.1685714285714286,14,453,0.03090507726269316
191,Jaguars,Cover 0,6,2.04,4,0,6.040000000000001,1.0066666666666668,6,319,0.018808777429467086
192,Jaguars,Cover 1,125,42.51999999999999,40,-3,79.52000000000002,0.6361600000000002,125,319,0.39184952978056425
193,Jaguars,Cover 2,14,4.0,8,-1,11.000000000000002,0.7857142857142858,14,319,0.0438871473354232
194,Jaguars,Cover 3,94,31.399999999999995,32,-1,62.400000000000006,0.6638297872340426,94,319,0.2946708463949843
195,Jaguars,Cover 4,42,10.800000000000002,0,-2,8.8,0.20952380952380953,42,319,0.13166144200626959
196,Jaguars,Cover 6,10,2.7600000000000002,4,0,6.760000000000001,0.676,10,319,0.03134796238244514
197,Jaguars,Man Cover 2,6,1.24,4,0,5.24,0.8733333333333334,6,319,0.018808777429467086
198,Jaguars,Prevent,1,0.6,0,0,0.6,0.6,1,319,0.003134796238244514
199,Jaguars,Screen,19,7.240000000000001,4,0,11.239999999999998,0.591578947368421,19,319,0.05956112852664577
200,Jaguars,Tampa 2,2,1.28,0,0,1.28,0.64,2,319,0.006269592476489028
201,Jets,Cover 0,9,2.52,4,0,6.52,0.7244444444444444,9,429,0.02097902097902098
202,Jets,Cover 1,114,27.599999999999994,32,-4,55.599999999999994,0.487719298245614,114,429,0.26573426573426573
203,Jets,Cover 2,58,16.119999999999997,12,0,28.119999999999994,0.4848275862068964,58,429,0.1351981351981352
204,Jets,Cover 3,126,41.959999999999994,28,0,69.95999999999998,0.5552380952380951,126,429,0.2937062937062937
205,Jets,Cover 4,34,8.000000000000002,4,-1,11.000000000000002,0.32352941176470595,34,429,0.07925407925407925
206,Jets,Cover 6,20,4.960000000000001,0,0,4.960000000000001,0.24800000000000005,20,429,0.046620046620046623
207,Jets,Man Cover 2,22,4.880000000000001,0,-1,3.8799999999999994,0.17636363636363633,22,429,0.05128205128205128
208,Jets,Other,1,0.0,0,0,0.0,0.0,1,429,0.002331002331002331
209,Jets,Screen,21,3.8400000000000007,8,0,11.840000000000002,0.5638095238095239,21,429,0.04895104895104895
210,Jets,Tampa 2,24,9.16,4,-1,12.159999999999998,0.5066666666666666,24,429,0.055944055944055944
211,Lions,Combination,1,0.0,0,0,0.0,0.0,1,338,0.0029585798816568047
212,Lions,Cover 0,17,2.52,8,0,10.520000000000001,0.6188235294117648,17,338,0.05029585798816568
213,Lions,Cover 1,119,39.76,44,-2,81.76,0.6870588235294118,119,338,0.3520710059171598
214,Lions,Cover 2,39,12.960000000000003,0,0,12.960000000000003,0.33230769230769236,39,338,0.11538461538461539
215,Lions,Cover 3,103,41.12000000000002,40,-2,79.11999999999999,0.7681553398058252,103,338,0.3047337278106509
216,Lions,Cover 4,23,5.800000000000002,4,0,9.8,0.42608695652173917,23,338,0.06804733727810651
217,Lions,Cover 6,2,1.0,4,0,5.0,2.5,2,338,0.005917159763313609
218,Lions,Man Cover 2,19,4.760000000000001,4,0,8.76,0.4610526315789474,19,338,0.05621301775147929
219,Lions,Prevent,1,1.6,4,0,5.6,5.6,1,338,0.0029585798816568047
220,Lions,Screen,9,2.36,0,0,2.36,0.2622222222222222,9,338,0.026627218934911243
221,Lions,Tampa 2,5,1.04,0,0,1.04,0.20800000000000002,5,338,0.014792899408284023
222,Packers,Combination,2,0.8,4,0,4.8,2.4,2,435,0.004597701149425287
223,Packers,Cover 0,2,0.04,0,0,0.04,0.02,2,435,0.004597701149425287
224,Packers,Cover 1,112,25.159999999999997,16,-4,37.16,0.33178571428571424,112,435,0.2574712643678161
225,Packers,Cover 2,56,13.360000000000003,4,-2,15.360000000000001,0.2742857142857143,56,435,0.12873563218390804
226,Packers,Cover 3,95,28.92,12,-1,39.919999999999995,0.4202105263157894,95,435,0.21839080459770116
227,Packers,Cover 4,89,23.24,24,-2,45.239999999999995,0.508314606741573,89,435,0.2045977011494253
228,Packers,Cover 6,26,8.120000000000001,0,0,8.120000000000001,0.31230769230769234,26,435,0.059770114942528735
229,Packers,Man Cover 2,21,4.4,0,-1,3.4,0.1619047619047619,21,435,0.04827586206896552
230,Packers,Other,1,0.32,0,0,0.32,0.32,1,435,0.0022988505747126436
231,Packers,Prevent,10,1.52,0,-1,0.52,0.052000000000000005,10,435,0.022988505747126436
232,Packers,Screen,17,3.4000000000000004,4,0,7.4,0.43529411764705883,17,435,0.03908045977011494
233,Packers,Tampa 2,4,1.48,0,0,1.48,0.37,4,435,0.009195402298850575
234,Panthers,Combination,1,0.0,0,0,0.0,0.0,1,437,0.002288329519450801
235,Panthers,Cover 0,12,1.1600000000000001,24,-1,24.160000000000004,2.0133333333333336,12,437,0.02745995423340961
236,Panthers,Cover 1,59,14.400000000000002,16,0,30.4,0.5152542372881356,59,437,0.13501144164759726
237,Panthers,Cover 2,24,6.880000000000001,0,0,6.880000000000001,0.2866666666666667,24,437,0.05491990846681922
238,Panthers,Cover 3,192,54.12000000000002,8,-3,59.12000000000002,0.3079166666666668,192,437,0.43935926773455375
239,Panthers,Cover 4,77,22.920000000000005,20,-1,41.92,0.5444155844155845,77,437,0.17620137299771166
240,Panthers,Cover 6,11,3.0,0,0,3.0,0.2727272727272727,11,437,0.02517162471395881
241,Panthers,Man Cover 2,24,6.32,0,0,6.32,0.26333333333333336,24,437,0.05491990846681922
242,Panthers,Prevent,3,2.56,0,0,2.56,0.8533333333333334,3,437,0.006864988558352402
243,Panthers,Screen,27,5.640000000000001,0,0,5.640000000000001,0.2088888888888889,27,437,0.06178489702517163
244,Panthers,Tampa 2,7,3.5600000000000005,0,0,3.5600000000000005,0.5085714285714287,7,437,0.016018306636155607
245,Patriots,Combination,3,1.3199999999999998,0,0,1.3199999999999998,0.43999999999999995,3,436,0.006880733944954129
246,Patriots,Cover 0,24,4.800000000000001,4,0,8.799999999999999,0.36666666666666664,24,436,0.05504587155963303
247,Patriots,Cover 1,133,40.99999999999998,40,-6,75.0,0.5639097744360902,133,436,0.30504587155963303
248,Patriots,Cover 2,39,9.319999999999999,0,0,9.319999999999999,0.23897435897435892,39,436,0.08944954128440367
249,Patriots,Cover 3,138,41.59999999999997,12,-5,48.599999999999966,0.352173913043478,138,436,0.3165137614678899
250,Patriots,Cover 4,36,10.92,4,-3,11.92,0.33111111111111113,36,436,0.08256880733944955
251,Patriots,Cover 6,7,2.04,0,0,2.04,0.2914285714285714,7,436,0.016055045871559634
252,Patriots,Man Cover 2,25,7.240000000000001,4,-1,10.240000000000002,0.4096000000000001,25,436,0.05733944954128441
253,Patriots,Other,1,0.16,4,0,4.16,4.16,1,436,0.0022935779816513763
254,Patriots,Prevent,1,0.0,0,0,0.0,0.0,1,436,0.0022935779816513763
255,Patriots,Screen,29,9.200000000000001,8,0,17.199999999999996,0.5931034482758619,29,436,0.06651376146788991
256,Raiders,Combination,5,1.5999999999999999,8,0,9.6,1.92,5,442,0.011312217194570135
257,Raiders,Cover 0,6,1.08,8,0,9.08,1.5133333333333334,6,442,0.013574660633484163
258,Raiders,Cover 1,111,32.519999999999996,16,-3,45.519999999999996,0.41009009009009006,111,442,0.251131221719457
259,Raiders,Cover 2,78,23.64,8,-1,30.639999999999997,0.3928205128205128,78,442,0.17647058823529413
260,Raiders,Cover 3,73,22.919999999999998,16,-2,36.92,0.5057534246575343,73,442,0.16515837104072398
261,Raiders,Cover 4,62,15.4,20,-2,33.400000000000006,0.5387096774193549,62,442,0.14027149321266968
262,Raiders,Cover 6,28,9.080000000000002,4,0,13.080000000000002,0.4671428571428572,28,442,0.06334841628959276
263,Raiders,Man Cover 2,29,6.5200000000000005,0,-1,5.5200000000000005,0.1903448275862069,29,442,0.06561085972850679
264,Raiders,Prevent,5,0.76,0,0,0.76,0.152,5,442,0.011312217194570135
265,Raiders,Screen,20,2.84,0,0,2.84,0.142,20,442,0.04524886877828054
