team,playerName,route,FP_yards,FP_TD,FP_receiving,FP/routes,plays,totalPlays,freq
CLE,Amari Cooper,8.0,9.3,0,2,0.41851851851851857,2,89,0.02247191011235955
CLE,Amari Cooper,2.0,23.5,6,14,0.8877551020408163,19,89,0.21348314606741572
CAR,Andre Roberts,3.0,1.0,0,1,2.0,1,1,1.0
ARI,Andy Isabella,7.0,1.3,6,1,0.5928571428571429,3,14,0.21428571428571427
ARI,Andy Isabella,4.0,3.0,0,4,0.2413793103448276,6,14,0.42857142857142855
ARI,Andy Isabella,5.0,1.0,6,3,1.0,4,14,0.2857142857142857
ARI,Andy Isabella,2.0,1.3,0,1,0.32857142857142857,1,14,0.07142857142857142
ATL,Anthony Firkser,7.0,1.4000000000000001,0,1,0.2666666666666667,3,32,0.09375
ATL,Anthony Firkser,4.0,11.600000000000001,0,11,0.551219512195122,13,32,0.40625
ATL,Anthony Firkser,6.0,2.8000000000000003,6,3,0.5130434782608696,5,32,0.15625
ATL,Anthony Firkser,5.0,2.4000000000000004,0,4,0.16842105263157894,6,32,0.1875
ATL,Anthony Firkser,2.0,3.5000000000000004,0,3,0.30952380952380953,5,32,0.15625
PIT,Anthony McFarland Jr.,2.0,0.0,0,0,0.0,1,1,1.0
PIT,Anthony Miller,3.0,0.0,0,0,0.0,1,47,0.02127659574468085
PIT,Anthony Miller,7.0,0.0,0,0,0.0,3,47,0.06382978723404255
PIT,Anthony Miller,4.0,9.9,0,10,0.26184210526315793,11,47,0.23404255319148937
PIT,Anthony Miller,6.0,6.199999999999999,0,6,0.34857142857142853,9,47,0.19148936170212766
PIT,Anthony Miller,5.0,7.9,0,8,0.3456521739130435,13,47,0.2765957446808511
PIT,Anthony Miller,8.0,3.9000000000000004,6,2,0.35000000000000003,4,47,0.0851063829787234
PIT,Anthony Miller,2.0,4.6000000000000005,0,4,0.3185185185185186,6,47,0.1276595744680851
IND,Ashton Dulin,6.0,0.0,0,0,0.0,1,3,0.3333333333333333
IND,Ashton Dulin,8.0,3.4000000000000004,0,1,1.1,1,3,0.3333333333333333
IND,Ashton Dulin,2.0,0.0,0,0,0.0,1,3,0.3333333333333333
ATL,Auden Tate,5.0,2.4000000000000004,0,3,0.6000000000000001,5,7,0.7142857142857143
ATL,Auden Tate,8.0,0.0,0,0,0.0,1,7,0.14285714285714285
ATL,Auden Tate,2.0,1.2000000000000002,0,1,0.3666666666666667,1,7,0.14285714285714285
LAC,Austin Ekeler,4.0,5.5,0,6,0.4107142857142857,7,7,1.0
TEN,Austin Hooper,7.0,3.4000000000000004,12,3,1.3142857142857143,6,38,0.15789473684210525
TEN,Austin Hooper,4.0,6.1,0,6,0.1704225352112676,9,38,0.23684210526315788
TEN,Austin Hooper,6.0,1.8,0,2,0.18095238095238095,6,38,0.15789473684210525
TEN,Austin Hooper,5.0,6.9,0,8,0.42571428571428577,13,38,0.34210526315789475
TEN,Austin Hooper,2.0,4.800000000000001,0,4,0.9777777777777779,4,38,0.10526315789473684
SF,Austin Mack,8.0,0.0,0,0,0.0,2,4,0.5
SF,Austin Mack,2.0,1.6,0,2,0.36,2,4,0.5
PHI,Boston Scott,4.0,7.6000000000000005,0,7,0.7684210526315789,7,10,0.7
PHI,Boston Scott,5.0,1.1,0,3,0.24117647058823527,3,10,0.3
HOU,Brandin Cooks,3.0,5.5,0,5,0.75,5,67,0.07462686567164178
HOU,Brandin Cooks,7.0,2.5,6,1,0.475,3,67,0.04477611940298507
HOU,Brandin Cooks,4.0,13.5,0,14,0.49999999999999994,15,67,0.22388059701492538
HOU,Brandin Cooks,6.0,13.9,0,9,0.23854166666666674,14,67,0.208955223880597
HOU,Brandin Cooks,5.0,11.2,0,11,0.43529411764705883,15,67,0.22388059701492538
HOU,Brandin Cooks,8.0,3.8000000000000003,6,1,0.2,7,67,0.1044776119402985
HOU,Brandin Cooks,2.0,5.8,6,4,0.49375,8,67,0.11940298507462686
SF,Brandon Aiyuk,7.0,0.0,0,0,0.0,2,58,0.034482758620689655
SF,Brandon Aiyuk,4.0,7.800000000000001,6,7,0.3586206896551724,11,58,0.1896551724137931
SF,Brandon Aiyuk,6.0,8.600000000000001,0,5,0.21935483870967745,12,58,0.20689655172413793
SF,Brandon Aiyuk,5.0,4.8,0,5,0.2,9,58,0.15517241379310345
SF,Brandon Aiyuk,8.0,10.0,0,5,0.6000000000000001,6,58,0.10344827586206896
SF,Brandon Aiyuk,2.0,12.600000000000003,6,12,0.9562499999999999,18,58,0.3103448275862069
LAR,Brandon Powell,2.0,1.2000000000000002,0,1,0.22000000000000003,3,3,1.0
NYJ,Braxton Berrios,7.0,2.2,0,1,1.6,1,15,0.06666666666666667
NYJ,Braxton Berrios,6.0,0.0,0,0,0.0,2,15,0.13333333333333333
NYJ,Braxton Berrios,5.0,6.4,0,8,0.45,11,15,0.7333333333333333
NYJ,Braxton Berrios,8.0,0.0,0,0,0.0,1,15,0.06666666666666667
TB,Breshad Perriman,7.0,3.7,0,1,0.13428571428571429,2,24,0.08333333333333333
TB,Breshad Perriman,4.0,2.8000000000000003,0,3,0.15263157894736845,6,24,0.25
TB,Breshad Perriman,6.0,8.700000000000001,0,3,0.36562500000000003,6,24,0.25
TB,Breshad Perriman,5.0,3.9,0,5,0.32962962962962966,7,24,0.2916666666666667
TB,Breshad Perriman,8.0,0.0,0,0,0.0,1,24,0.041666666666666664
TB,Breshad Perriman,2.0,0.0,0,0,0.0,2,24,0.08333333333333333
ATL,Bryan Edwards,3.0,1.4000000000000001,0,1,0.30000000000000004,1,5,0.2
ATL,Bryan Edwards,7.0,1.6,0,1,0.37142857142857144,1,5,0.2
ATL,Bryan Edwards,6.0,4.9,0,2,0.43125,2,5,0.4
ATL,Bryan Edwards,8.0,2.5,0,1,0.25,1,5,0.2
CHI,Byron Pringle,5.0,3.500000000000001,0,4,0.75,6,8,0.75
CHI,Byron Pringle,2.0,1.3,6,2,0.93,2,8,0.25
NYG,C.J. Board,3.0,2.8,0,3,0.6444444444444444,4,8,0.5
NYG,C.J. Board,8.0,0.0,0,0,0.0,1,8,0.125
NYG,C.J. Board,2.0,3.7,0,3,1.1166666666666665,3,8,0.375
NYJ,C.J. Uzomah,5.0,2.5,0,4,0.8125,4,4,1.0
WAS,Cam Sims,7.0,3.6,0,1,0.45999999999999996,2,24,0.08333333333333333
WAS,Cam Sims,6.0,4.6,0,4,0.1482758620689655,5,24,0.20833333333333334
WAS,Cam Sims,5.0,3.2,0,3,0.22142857142857145,4,24,0.16666666666666666
WAS,Cam Sims,8.0,5.4,0,2,0.22424242424242424,5,24,0.20833333333333334
WAS,Cam Sims,2.0,8.1,0,6,0.8294117647058823,8,24,0.3333333333333333
ATL,Cameron Batson,6.0,2.6,0,2,0.184,2,5,0.4
ATL,Cameron Batson,5.0,1.8,6,3,0.49090909090909096,3,5,0.6
TB,Cameron Brate,4.0,5.5,6,8,0.65,10,28,0.35714285714285715
TB,Cameron Brate,5.0,14.900000000000002,6,15,0.9205128205128205,18,28,0.6428571428571429
DAL,CeeDee Lamb,7.0,2.6,6,2,0.53,5,62,0.08064516129032258
DAL,CeeDee Lamb,4.0,10.499999999999998,0,9,0.291044776119403,16,62,0.25806451612903225
DAL,CeeDee Lamb,6.0,2.1,0,3,0.15454545454545454,6,62,0.0967741935483871
DAL,CeeDee Lamb,5.0,14.000000000000002,0,13,0.36486486486486486,19,62,0.3064516129032258
DAL,CeeDee Lamb,8.0,13.600000000000001,0,5,0.465,6,62,0.0967741935483871
DAL,CeeDee Lamb,2.0,2.7,0,3,0.2192307692307692,10,62,0.16129032258064516
HOU,Chad Beebe,7.0,4.0,6,1,1.5714285714285714,1,6,0.16666666666666666
HOU,Chad Beebe,8.0,1.6,0,1,0.1625,2,6,0.3333333333333333
HOU,Chad Beebe,2.0,0.9,0,1,0.11176470588235293,3,6,0.5
PIT,Chase Claypool,3.0,2.2,6,2,5.1,3,67,0.04477611940298507
PIT,Chase Claypool,7.0,0.8,6,1,0.4105263157894737,5,67,0.07462686567164178
PIT,Chase Claypool,4.0,8.8,0,11,0.30000000000000004,14,67,0.208955223880597
PIT,Chase Claypool,6.0,2.3000000000000003,0,2,0.3583333333333334,2,67,0.029850746268656716
PIT,Chase Claypool,5.0,13.000000000000002,0,13,0.52,19,67,0.2835820895522388
PIT,Chase Claypool,8.0,10.4,12,4,1.3199999999999998,8,67,0.11940298507462686
PIT,Chase Claypool,2.0,10.0,12,9,1.0000000000000002,16,67,0.23880597014925373
MIA,Chase Edmonds,4.0,12.000000000000002,0,12,0.36363636363636365,15,23,0.6521739130434783
MIA,Chase Edmonds,5.0,3.5,0,5,0.85,6,23,0.2608695652173913
MIA,Chase Edmonds,2.0,2.9000000000000004,0,2,1.225,2,23,0.08695652173913043
SEA,Chris Carson,4.0,4.0,0,6,0.3125,7,7,1.0
HOU,Chris Conley,3.0,1.9,0,2,0.26,2,33,0.06060606060606061
HOU,Chris Conley,7.0,0.0,0,0,0.0,1,33,0.030303030303030304
HOU,Chris Conley,4.0,3.8,0,7,0.22978723404255322,10,33,0.30303030303030304
HOU,Chris Conley,5.0,7.8999999999999995,0,6,0.47931034482758617,12,33,0.36363636363636365
HOU,Chris Conley,8.0,1.7000000000000002,0,1,0.27,1,33,0.030303030303030304
HOU,Chris Conley,2.0,4.699999999999999,0,5,0.7461538461538461,7,33,0.21212121212121213
TB,Chris Godwin,7.0,4.7,0,1,1.1400000000000001,4,62,0.06451612903225806
TB,Chris Godwin,4.0,11.200000000000001,0,9,0.3206349206349206,12,62,0.1935483870967742
TB,Chris Godwin,6.0,3.0999999999999996,0,4,0.12456140350877193,6,62,0.0967741935483871
TB,Chris Godwin,5.0,12.8,12,12,0.6237288135593221,19,62,0.3064516129032258
TB,Chris Godwin,8.0,15.3,0,5,0.7518518518518519,7,62,0.11290322580645161
TB,Chris Godwin,2.0,6.7,6,8,0.7666666666666666,14,62,0.22580645161290322
JAX,Chris Manhertz,5.0,1.4000000000000001,0,2,0.24285714285714288,3,3,1.0
ARI,Christian Blake,3.0,0.0,0,0,0.0,1,11,0.09090909090909091
ARI,Christian Blake,7.0,4.0,0,2,0.375,2,11,0.18181818181818182
ARI,Christian Blake,5.0,1.2000000000000002,0,2,0.18823529411764706,4,11,0.36363636363636365
ARI,Christian Blake,8.0,0.0,0,0,0.0,1,11,0.09090909090909091
ARI,Christian Blake,2.0,0.7000000000000001,0,1,0.13076923076923078,3,11,0.2727272727272727
JAX,Christian Kirk,3.0,1.3,0,1,0.09999999999999999,3,38,0.07894736842105263
JAX,Christian Kirk,7.0,0.0,0,0,0.0,1,38,0.02631578947368421
JAX,Christian Kirk,4.0,12.900000000000002,6,12,0.2834862385321101,16,38,0.42105263157894735
JAX,Christian Kirk,6.0,1.6,0,1,0.06666666666666667,2,38,0.05263157894736842
JAX,Christian Kirk,5.0,5.4,6,6,0.6,7,38,0.18421052631578946
JAX,Christian Kirk,8.0,9.100000000000001,6,2,0.5516129032258065,3,38,0.07894736842105263
JAX,Christian Kirk,2.0,3.3,0,3,0.5727272727272728,6,38,0.15789473684210525
CAR,Christian McCaffrey,7.0,2.4000000000000004,0,1,1.7000000000000002,1,1,1.0
KC,Clyde Edwards-Helaire,7.0,2.4000000000000004,0,1,1.7000000000000002,1,2,0.5
KC,Clyde Edwards-Helaire,6.0,0.4,0,1,0.10769230769230768,1,2,0.5
CHI,Cole Kmet,4.0,6.0,0,6,0.24,10,15,0.6666666666666666
CHI,Cole Kmet,5.0,0.0,0,0,0.0,4,15,0.26666666666666666
CHI,Cole Kmet,8.0,0.0,0,0,0.0,1,15,0.06666666666666667
NYG,Collin Johnson,6.0,2.2,0,2,0.16153846153846155,4,11,0.36363636363636365
NYG,Collin Johnson,5.0,3.9000000000000004,0,3,0.3,5,11,0.45454545454545453
NYG,Collin Johnson,8.0,1.7000000000000002,0,1,0.24545454545454548,2,11,0.18181818181818182
LAR,Cooper Kupp,3.0,0.9,0,1,0.95,1,69,0.014492753623188406
LAR,Cooper Kupp,7.0,1.9000000000000001,0,1,0.1380952380952381,3,69,0.043478260869565216
LAR,Cooper Kupp,4.0,19.300000000000004,0,21,0.3912621359223301,27,69,0.391304347826087
LAR,Cooper Kupp,6.0,6.800000000000001,0,3,0.5764705882352942,4,69,0.057971014492753624
LAR,Cooper Kupp,5.0,17.400000000000002,6,16,0.5628571428571428,22,69,0.3188405797101449
LAR,Cooper Kupp,8.0,0.0,0,0,0.0,2,69,0.028985507246376812
LAR,Cooper Kupp,2.0,20.800000000000004,6,9,2.2375,10,69,0.14492753623188406
ATL,Cordarrelle Patterson,2.0,0.8,0,1,0.45,2,2,1.0
NYJ,Corey Davis,3.0,1.6,0,1,0.1368421052631579,4,58,0.06896551724137931
NYJ,Corey Davis,7.0,7.1,0,2,0.4789473684210526,4,58,0.06896551724137931
NYJ,Corey Davis,4.0,11.900000000000002,0,13,0.5297872340425531,15,58,0.25862068965517243
NYJ,Corey Davis,6.0,12.600000000000001,6,7,0.64,9,58,0.15517241379310345
NYJ,Corey Davis,5.0,15.3,6,11,0.41948051948051945,16,58,0.27586206896551724
NYJ,Corey Davis,8.0,0.0,0,0,0.0,1,58,0.017241379310344827
NYJ,Corey Davis,2.0,6.6000000000000005,0,6,0.3405405405405405,9,58,0.15517241379310345
DEN,Courtland Sutton,6.0,0.0,0,0,0.0,2,2,1.0
WAS,Curtis Samuel,7.0,1.7000000000000002,6,1,0.348,1,40,0.025
WAS,Curtis Samuel,4.0,6.5,0,7,0.34615384615384615,9,40,0.225
WAS,Curtis Samuel,6.0,4.5,0,3,0.22058823529411767,4,40,0.1
WAS,Curtis Samuel,5.0,15.4,0,11,0.5617021276595744,14,40,0.35
WAS,Curtis Samuel,8.0,7.9,0,2,0.45,2,40,0.05
WAS,Curtis Samuel,2.0,9.200000000000001,0,7,0.7043478260869565,10,40,0.25
DET,D'Andre Swift,4.0,4.300000000000001,0,4,0.259375,4,7,0.5714285714285714
DET,D'Andre Swift,2.0,2.9000000000000004,0,3,0.4916666666666667,3,7,0.42857142857142855
CAR,DJ Moore,3.0,3.6,0,2,0.509090909090909,2,69,0.028985507246376812
CAR,DJ Moore,7.0,1.8,0,1,0.09999999999999999,4,69,0.057971014492753624
CAR,DJ Moore,4.0,10.400000000000002,0,10,0.3578947368421053,12,69,0.17391304347826086
CAR,DJ Moore,6.0,15.0,0,10,0.3731343283582089,16,69,0.2318840579710145
CAR,DJ Moore,5.0,10.500000000000002,0,7,0.3181818181818182,14,69,0.2028985507246377
CAR,DJ Moore,8.0,11.8,6,2,1.1,5,69,0.07246376811594203
CAR,DJ Moore,2.0,12.700000000000001,0,8,0.48139534883720936,16,69,0.2318840579710145
SEA,DK Metcalf,3.0,5.7,0,4,0.5705882352941176,7,79,0.08860759493670886
SEA,DK Metcalf,7.0,0.0,0,0,0.0,1,79,0.012658227848101266
SEA,DK Metcalf,4.0,18.799999999999997,0,18,0.4181818181818182,24,79,0.3037974683544304
SEA,DK Metcalf,6.0,13.100000000000001,12,6,0.5553571428571429,10,79,0.12658227848101267
SEA,DK Metcalf,5.0,7.6,0,6,0.5037037037037037,8,79,0.10126582278481013
SEA,DK Metcalf,8.0,5.2,0,1,0.11923076923076924,4,79,0.05063291139240506
SEA,DK Metcalf,2.0,18.899999999999995,18,17,0.7700000000000001,25,79,0.31645569620253167
PHI,Dallas Goedert,7.0,0.0,0,0,0.0,1,27,0.037037037037037035
PHI,Dallas Goedert,4.0,4.5,0,7,0.3833333333333334,9,27,0.3333333333333333
PHI,Dallas Goedert,6.0,3.1,0,2,0.12439024390243901,2,27,0.07407407407407407
PHI,Dallas Goedert,5.0,8.0,0,7,0.4411764705882353,9,27,0.3333333333333333
PHI,Dallas Goedert,8.0,0.0,0,0,0.0,3,27,0.1111111111111111
PHI,Dallas Goedert,2.0,1.8000000000000003,0,2,0.47500000000000003,3,27,0.1111111111111111
DAL,Dalton Schultz,4.0,15.500000000000004,0,17,0.34946236559139787,20,52,0.38461538461538464
DAL,Dalton Schultz,6.0,8.700000000000001,0,7,0.21805555555555556,7,52,0.1346153846153846
DAL,Dalton Schultz,5.0,11.700000000000001,0,13,0.325,17,52,0.3269230769230769
DAL,Dalton Schultz,8.0,2.6,6,1,0.5647058823529412,1,52,0.019230769230769232
DAL,Dalton Schultz,2.0,1.8,0,2,0.11875,7,52,0.1346153846153846
MIN,Dalvin Cook,4.0,0.9000000000000001,0,3,0.12580645161290324,3,5,0.6
MIN,Dalvin Cook,6.0,2.9000000000000004,0,1,0.43333333333333335,2,5,0.4
ATL,Damiere Byrd,3.0,4.200000000000001,0,3,0.30000000000000004,6,51,0.11764705882352941
ATL,Damiere Byrd,4.0,15.6,0,14,0.7789473684210527,18,51,0.35294117647058826
ATL,Damiere Byrd,6.0,7.600000000000001,0,4,0.12210526315789476,9,51,0.17647058823529413
ATL,Damiere Byrd,5.0,6.0,0,4,0.45454545454545453,7,51,0.13725490196078433
ATL,Damiere Byrd,8.0,6.7,6,2,0.35,3,51,0.058823529411764705
ATL,Damiere Byrd,2.0,2.3000000000000003,0,3,0.265,8,51,0.1568627450980392
JAX,Dan Arnold,4.0,2.7,0,3,0.14615384615384616,5,14,0.35714285714285715
JAX,Dan Arnold,6.0,7.000000000000001,6,4,0.6296296296296297,5,14,0.35714285714285715
JAX,Dan Arnold,8.0,3.2,6,2,0.6222222222222222,2,14,0.14285714285714285
JAX,Dan Arnold,2.0,2.0,6,2,1.4285714285714286,2,14,0.14285714285714285
CHI,Dante Pettis,8.0,0.0,0,0,0.0,1,1,1.0
NYG,Darius Slayton,3.0,3.8,0,3,0.2518518518518518,6,65,0.09230769230769231
NYG,Darius Slayton,7.0,0.0,0,0,0.0,1,65,0.015384615384615385
NYG,Darius Slayton,4.0,12.5,0,13,0.22767857142857145,15,65,0.23076923076923078
NYG,Darius Slayton,6.0,11.3,0,6,0.36041666666666666,10,65,0.15384615384615385
NYG,Darius Slayton,5.0,2.0,0,2,0.14814814814814814,6,65,0.09230769230769231
NYG,Darius Slayton,8.0,6.200000000000001,6,2,0.8352941176470589,4,65,0.06153846153846154
NYG,Darius Slayton,2.0,13.800000000000002,6,11,0.4597014925373135,23,65,0.35384615384615387
CHI,Darnell Mooney,3.0,0.0,0,0,0.0,1,46,0.021739130434782608
CHI,Darnell Mooney,7.0,1.8,0,1,0.11666666666666665,3,46,0.06521739130434782
CHI,Darnell Mooney,4.0,9.299999999999999,0,12,0.19906542056074766,18,46,0.391304347826087
CHI,Darnell Mooney,6.0,1.7000000000000002,0,2,0.15416666666666667,4,46,0.08695652173913043
CHI,Darnell Mooney,5.0,8.3,0,9,0.4435897435897436,14,46,0.30434782608695654
CHI,Darnell Mooney,8.0,6.9,0,2,0.21707317073170732,4,46,0.08695652173913043
CHI,Darnell Mooney,2.0,0.0,0,0,0.0,2,46,0.043478260869565216
LV,Darren Waller,7.0,0.0,0,0,0.0,2,59,0.03389830508474576
LV,Darren Waller,4.0,16.900000000000002,6,15,0.5573529411764706,22,59,0.3728813559322034
LV,Darren Waller,6.0,10.3,0,7,0.3931818181818182,10,59,0.1694915254237288
LV,Darren Waller,5.0,9.100000000000001,0,9,0.5027777777777778,11,59,0.1864406779661017
LV,Darren Waller,8.0,0.2,6,1,0.4,2,59,0.03389830508474576
LV,Darren Waller,2.0,9.200000000000001,12,9,1.3130434782608698,12,59,0.2033898305084746
KC,Daurice Fountain,8.0,0.0,0,0,0.0,1,1,1.0
LV,Davante Adams,3.0,0.8,0,1,1.8,1,83,0.012048192771084338
LV,Davante Adams,7.0,0.7000000000000001,6,1,0.29615384615384616,3,83,0.03614457831325301
LV,Davante Adams,4.0,5.700000000000001,0,6,0.365625,10,83,0.12048192771084337
LV,Davante Adams,6.0,12.3,0,8,0.5075000000000001,12,83,0.14457831325301204
LV,Davante Adams,5.0,17.300000000000004,18,24,1.0781818181818181,29,83,0.3493975903614458
LV,Davante Adams,8.0,4.2,0,1,0.325,1,83,0.012048192771084338
LV,Davante Adams,2.0,19.799999999999997,12,20,1.2634146341463415,27,83,0.3253012048192771
CHI,David Montgomery,4.0,7.200000000000001,0,8,0.3707317073170732,10,13,0.7692307692307693
CHI,David Montgomery,5.0,1.4,0,2,0.26153846153846155,3,13,0.23076923076923078
CHI,David Moore,3.0,0.8,0,1,0.225,3,15,0.2
CHI,David Moore,6.0,2.1,6,2,0.38846153846153847,3,15,0.2
CHI,David Moore,5.0,1.5,0,2,0.20588235294117646,5,15,0.3333333333333333
CHI,David Moore,8.0,0.0,0,0,0.0,1,15,0.06666666666666667
CHI,David Moore,2.0,2.5,0,2,0.225,3,15,0.2
CLE,David Njoku,7.0,0.1,6,1,0.6454545454545454,1,14,0.07142857142857142
CLE,David Njoku,4.0,4.2,0,6,0.3290322580645161,7,14,0.5
CLE,David Njoku,6.0,1.1,0,1,0.12352941176470589,2,14,0.14285714285714285
CLE,David Njoku,5.0,2.9,0,3,0.5363636363636364,4,14,0.2857142857142857
BUF,Dawson Knox,4.0,1.2000000000000002,0,1,0.10476190476190476,1,7,0.14285714285714285
BUF,Dawson Knox,6.0,1.2000000000000002,0,1,0.09166666666666667,2,7,0.2857142857142857
BUF,Dawson Knox,5.0,2.6,6,3,0.5043478260869565,3,7,0.42857142857142855
BUF,Dawson Knox,8.0,0.0,0,0,0.0,1,7,0.14285714285714285
LAC,DeAndre Carter,8.0,0.0,0,0,0.0,1,1,1.0
NE,DeVante Parker,3.0,2.6,0,3,0.5599999999999999,5,77,0.06493506493506493
NE,DeVante Parker,7.0,1.8,0,1,0.09333333333333332,4,77,0.05194805194805195
NE,DeVante Parker,4.0,19.700000000000003,0,16,0.45769230769230773,24,77,0.3116883116883117
NE,DeVante Parker,6.0,9.500000000000002,0,7,0.4342105263157895,10,77,0.12987012987012986
NE,DeVante Parker,5.0,4.2,0,4,0.3727272727272728,5,77,0.06493506493506493
NE,DeVante Parker,8.0,1.5,0,1,0.09615384615384616,3,77,0.03896103896103896
NE,DeVante Parker,2.0,13.299999999999999,12,14,0.958536585365854,26,77,0.33766233766233766
SF,Deebo Samuel,4.0,3.0,0,2,0.29411764705882354,5,17,0.29411764705882354
SF,Deebo Samuel,6.0,3.4000000000000004,0,2,0.19285714285714287,6,17,0.35294117647058826
SF,Deebo Samuel,5.0,1.3,0,2,0.4125,2,17,0.11764705882352941
SF,Deebo Samuel,2.0,3.2,0,3,0.7750000000000001,4,17,0.23529411764705882
LV,Demarcus Robinson,3.0,1.3,0,2,1.0999999999999999,2,37,0.05405405405405406
LV,Demarcus Robinson,7.0,2.6,6,1,1.2,1,37,0.02702702702702703
LV,Demarcus Robinson,4.0,17.6,0,20,0.29606299212598425,22,37,0.5945945945945946
LV,Demarcus Robinson,5.0,7.199999999999999,0,6,0.5739130434782609,7,37,0.1891891891891892
LV,Demarcus Robinson,8.0,0.0,0,0,0.0,2,37,0.05405405405405406
LV,Demarcus Robinson,2.0,3.6,0,2,0.18666666666666665,3,37,0.08108108108108109
NYJ,Denzel Mims,7.0,0.0,0,0,0.0,2,19,0.10526315789473684
NYJ,Denzel Mims,4.0,5.4,0,4,0.3032258064516129,5,19,0.2631578947368421
NYJ,Denzel Mims,6.0,1.9000000000000001,0,1,0.09354838709677421,5,19,0.2631578947368421
NYJ,Denzel Mims,5.0,2.6,0,3,0.6222222222222222,3,19,0.15789473684210525
NYJ,Denzel Mims,8.0,0.0,0,0,0.0,3,19,0.15789473684210525
NYJ,Denzel Mims,2.0,2.6,0,1,0.5142857142857143,1,19,0.05263157894736842
