team,playerName,CoverageType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes,plays,totalPlays,freq
LAR,Cooper Kupp,Screen,4.7,0,10,14.700000000000001,26.0,0.5653846153846154,12,137,0.08759124087591241
ATL,Cordarrelle Patterson,Screen,2.3,0,7,9.299999999999999,10.0,0.9299999999999999,7,7,1.0
NYJ,Corey Davis,Combination,1.1,0,1,2.1,18.0,0.11666666666666667,1,94,0.010638297872340425
NYJ,Corey Davis,Cover 1,31.599999999999994,12,24,67.60000000000001,128.0,0.5281250000000001,38,94,0.40425531914893614
NYJ,Corey Davis,Cover 3,40.199999999999996,12,19,71.20000000000002,105.0,0.6780952380952383,28,94,0.2978723404255319
NYJ,Corey Davis,Cover 4,15.800000000000002,6,13,34.800000000000004,57.0,0.6105263157894738,19,94,0.20212765957446807
NYJ,Corey Davis,Cover 6,4.7,0,2,6.699999999999999,14.0,0.47857142857142854,2,94,0.02127659574468085
NYJ,Corey Davis,Man Cover 2,4.6000000000000005,0,4,8.600000000000001,12.0,0.7166666666666668,4,94,0.0425531914893617
NYJ,Corey Davis,Screen,0.6,0,2,2.6,25.0,0.10400000000000001,2,94,0.02127659574468085
DET,Craig Reynolds,Man Cover 2,0.30000000000000004,0,1,1.3,1.0,1.3,1,1,1.0
WAS,Curtis Samuel,Combination,1.1,0,1,2.1,11.0,0.19090909090909092,1,99,0.010101010101010102
WAS,Curtis Samuel,Cover 1,14.5,6,15,35.5,88.0,0.4034090909090909,26,99,0.26262626262626265
WAS,Curtis Samuel,Cover 2,5.5,0,5,10.5,58.0,0.1810344827586207,7,99,0.0707070707070707
WAS,Curtis Samuel,Cover 3,29.300000000000004,6,21,56.3,129.0,0.43643410852713177,25,99,0.25252525252525254
WAS,Curtis Samuel,Cover 4,14.700000000000003,0,14,28.700000000000003,68.0,0.4220588235294118,15,99,0.15151515151515152
WAS,Curtis Samuel,Cover 6,1.0,0,1,2.0,9.0,0.2222222222222222,2,99,0.020202020202020204
WAS,Curtis Samuel,Man Cover 2,8.9,0,5,13.900000000000002,17.0,0.8176470588235295,5,99,0.050505050505050504
WAS,Curtis Samuel,Prevent,1.9000000000000001,0,1,2.9000000000000004,16.0,0.18125000000000002,2,99,0.020202020202020204
WAS,Curtis Samuel,Screen,5.300000000000001,6,13,24.300000000000004,37.0,0.6567567567567568,16,99,0.16161616161616163
DET,D'Andre Swift,Cover 0,0.9,0,1,1.9,2.0,0.95,1,60,0.016666666666666666
DET,D'Andre Swift,Cover 1,3.4999999999999996,6,7,16.5,36.0,0.4583333333333333,10,60,0.16666666666666666
DET,D'Andre Swift,Cover 2,4.2,0,6,10.2,25.0,0.408,7,60,0.11666666666666667
DET,D'Andre Swift,Cover 3,8.6,0,11,19.599999999999998,47.0,0.4170212765957446,14,60,0.23333333333333334
DET,D'Andre Swift,Cover 4,4.300000000000001,0,6,10.3,47.0,0.21914893617021278,8,60,0.13333333333333333
DET,D'Andre Swift,Cover 6,2.8000000000000003,0,3,5.800000000000001,5.0,1.1600000000000001,3,60,0.05
DET,D'Andre Swift,Man Cover 2,3.2,6,3,12.2,9.0,1.3555555555555554,3,60,0.05
DET,D'Andre Swift,Prevent,0.0,0,0,0.0,8.0,0.0,1,60,0.016666666666666666
DET,D'Andre Swift,Screen,8.9,0,10,18.900000000000002,24.0,0.7875000000000001,13,60,0.21666666666666667
CAR,DJ Moore,Cover 0,5.7,6,1,12.7,9.0,1.411111111111111,2,119,0.01680672268907563
CAR,DJ Moore,Cover 1,27.700000000000003,0,14,41.7,121.0,0.34462809917355375,29,119,0.24369747899159663
CAR,DJ Moore,Cover 2,11.700000000000001,0,9,20.7,77.0,0.2688311688311688,15,119,0.12605042016806722
CAR,DJ Moore,Cover 3,36.099999999999994,0,23,59.1,150.0,0.394,43,119,0.36134453781512604
CAR,DJ Moore,Cover 4,15.5,0,9,24.5,78.0,0.3141025641025641,16,119,0.13445378151260504
CAR,DJ Moore,Cover 6,1.5,0,1,2.5,13.0,0.19230769230769232,3,119,0.025210084033613446
CAR,DJ Moore,Man Cover 2,3.8000000000000007,0,3,6.800000000000001,25.0,0.272,4,119,0.03361344537815126
CAR,DJ Moore,Prevent,4.2,0,1,5.2,20.0,0.26,2,119,0.01680672268907563
CAR,DJ Moore,Screen,3.4000000000000004,12,4,19.400000000000002,38.0,0.5105263157894737,5,119,0.04201680672268908
SEA,DK Metcalf,Combination,0.6000000000000001,6,1,7.6,19.0,0.39999999999999997,1,145,0.006896551724137931
SEA,DK Metcalf,Cover 0,0.2,6,1,7.2,19.0,0.37894736842105264,4,145,0.027586206896551724
SEA,DK Metcalf,Cover 1,46.600000000000016,24,23,93.6,137.0,0.6832116788321168,41,145,0.2827586206896552
SEA,DK Metcalf,Cover 2,14.500000000000004,6,9,29.5,90.0,0.3277777777777778,11,145,0.07586206896551724
SEA,DK Metcalf,Cover 3,45.900000000000006,18,26,89.90000000000002,179.0,0.5022346368715085,41,145,0.2827586206896552
SEA,DK Metcalf,Cover 4,17.9,6,10,33.9,107.0,0.316822429906542,23,145,0.15862068965517243
SEA,DK Metcalf,Cover 6,8.0,6,5,19.0,16.0,1.1875,6,145,0.041379310344827586
SEA,DK Metcalf,Man Cover 2,1.8000000000000003,0,2,3.8000000000000003,30.0,0.12666666666666668,6,145,0.041379310344827586
SEA,DK Metcalf,Prevent,0.0,0,0,0.0,22.0,0.0,1,145,0.006896551724137931
SEA,DK Metcalf,Screen,11.3,6,10,27.299999999999994,40.0,0.6824999999999999,11,145,0.07586206896551724
PHI,Dallas Goedert,Cover 1,17.2,6,12,35.2,92.0,0.3826086956521739,22,67,0.3283582089552239
PHI,Dallas Goedert,Cover 2,5.000000000000001,6,6,17.0,28.0,0.6071428571428571,8,67,0.11940298507462686
PHI,Dallas Goedert,Cover 3,16.1,0,13,29.100000000000005,87.0,0.3344827586206897,19,67,0.2835820895522388
PHI,Dallas Goedert,Cover 4,9.600000000000001,6,8,23.6,48.0,0.4916666666666667,8,67,0.11940298507462686
PHI,Dallas Goedert,Cover 6,0.5,0,1,1.5,6.0,0.25,2,67,0.029850746268656716
PHI,Dallas Goedert,Man Cover 2,2.5,0,2,4.5,13.0,0.34615384615384615,2,67,0.029850746268656716
PHI,Dallas Goedert,Prevent,0.0,0,0,0.0,9.0,0.0,1,67,0.014925373134328358
PHI,Dallas Goedert,Screen,0.5000000000000001,0,3,3.5,18.0,0.19444444444444445,5,67,0.07462686567164178
DAL,Dalton Schultz,Cover 0,0.4,0,1,1.4,19.0,0.07368421052631578,3,89,0.033707865168539325
DAL,Dalton Schultz,Cover 1,14.6,0,13,27.600000000000005,107.0,0.2579439252336449,17,89,0.19101123595505617
DAL,Dalton Schultz,Cover 2,7.0,0,11,18.0,73.0,0.2465753424657534,15,89,0.16853932584269662
DAL,Dalton Schultz,Cover 3,18.3,12,15,45.300000000000004,125.0,0.36240000000000006,19,89,0.21348314606741572
DAL,Dalton Schultz,Cover 4,12.100000000000001,6,14,32.099999999999994,106.0,0.3028301886792452,21,89,0.23595505617977527
DAL,Dalton Schultz,Cover 6,5.1,6,3,14.1,17.0,0.8294117647058823,3,89,0.033707865168539325
DAL,Dalton Schultz,Man Cover 2,0.8,0,1,1.8,33.0,0.05454545454545455,5,89,0.056179775280898875
DAL,Dalton Schultz,Screen,3.8000000000000003,0,5,8.8,35.0,0.25142857142857145,6,89,0.06741573033707865
MIN,Dalvin Cook,Cover 2,2.5999999999999996,0,6,8.6,23.0,0.3739130434782609,6,51,0.11764705882352941
MIN,Dalvin Cook,Cover 3,6.7,0,9,15.700000000000001,64.0,0.24531250000000002,11,51,0.21568627450980393
MIN,Dalvin Cook,Cover 4,2.4000000000000004,0,6,8.4,31.0,0.2709677419354839,7,51,0.13725490196078433
MIN,Dalvin Cook,Cover 6,1.4000000000000001,0,2,3.4,10.0,0.33999999999999997,3,51,0.058823529411764705
MIN,Dalvin Cook,Man Cover 2,4.6000000000000005,0,2,6.6000000000000005,12.0,0.55,3,51,0.058823529411764705
MIN,Dalvin Cook,Prevent,0.0,0,0,0.0,11.0,0.0,1,51,0.0196078431372549
MIN,Dalvin Cook,Screen,15.6,6,17,38.6,31.0,1.2451612903225806,20,51,0.39215686274509803
NE,Damien Harris,Cover 6,1.4000000000000001,0,2,3.4000000000000004,3.0,1.1333333333333335,2,6,0.3333333333333333
NE,Damien Harris,Screen,2.7,0,2,4.7,7.0,0.6714285714285715,4,6,0.6666666666666666
ATL,Damiere Byrd,Cover 0,1.3,0,2,3.3,17.0,0.1941176470588235,2,78,0.02564102564102564
ATL,Damiere Byrd,Cover 1,14.799999999999999,6,10,30.8,127.0,0.24251968503937008,19,78,0.24358974358974358
ATL,Damiere Byrd,Cover 2,7.300000000000001,0,3,10.3,24.0,0.4291666666666667,4,78,0.05128205128205128
ATL,Damiere Byrd,Cover 3,19.700000000000003,0,15,34.7,141.0,0.24609929078014187,31,78,0.3974358974358974
ATL,Damiere Byrd,Cover 4,10.9,0,7,17.9,61.0,0.29344262295081963,12,78,0.15384615384615385
ATL,Damiere Byrd,Cover 6,2.6,0,2,4.6000000000000005,13.0,0.35384615384615387,2,78,0.02564102564102564
ATL,Damiere Byrd,Screen,3.8000000000000003,0,8,11.8,33.0,0.3575757575757576,8,78,0.10256410256410256
JAX,Dan Arnold,Cover 0,1.1,12,2,15.100000000000001,14.0,1.0785714285714287,2,41,0.04878048780487805
JAX,Dan Arnold,Cover 2,7.6000000000000005,0,4,11.600000000000001,30.0,0.3866666666666667,6,41,0.14634146341463414
JAX,Dan Arnold,Cover 3,13.9,0,10,23.900000000000002,83.0,0.28795180722891567,16,41,0.3902439024390244
JAX,Dan Arnold,Cover 4,6.6000000000000005,6,7,19.6,62.0,0.31612903225806455,12,41,0.2926829268292683
JAX,Dan Arnold,Cover 6,8.4,6,2,16.4,10.0,1.64,3,41,0.07317073170731707
JAX,Dan Arnold,Man Cover 2,0.7000000000000001,0,1,1.7000000000000002,5.0,0.34,1,41,0.024390243902439025
JAX,Dan Arnold,Screen,-0.30000000000000004,0,1,0.7,16.0,0.04375,1,41,0.024390243902439025
CHI,Dante Pettis,Prevent,1.0,0,1,2.0,3.0,0.6666666666666666,1,1,1.0
NYG,Darius Slayton,Cover 0,1.8000000000000003,6,2,9.8,17.0,0.5764705882352942,6,100,0.06
NYG,Darius Slayton,Cover 1,29.500000000000004,12,16,57.5,160.0,0.359375,36,100,0.36
NYG,Darius Slayton,Cover 2,3.5,0,1,4.5,35.0,0.12857142857142856,4,100,0.04
NYG,Darius Slayton,Cover 3,25.000000000000007,6,18,49.0,178.0,0.2752808988764045,31,100,0.31
NYG,Darius Slayton,Cover 4,13.799999999999997,0,10,23.799999999999997,84.0,0.2833333333333333,17,100,0.17
NYG,Darius Slayton,Cover 6,0.0,0,0,0.0,12.0,0.0,2,100,0.02
NYG,Darius Slayton,Man Cover 2,0.0,0,0,0.0,12.0,0.0,1,100,0.01
NYG,Darius Slayton,Prevent,0.6000000000000001,0,1,1.6,18.0,0.08888888888888889,1,100,0.01
NYG,Darius Slayton,Screen,1.8000000000000003,0,2,3.8000000000000003,28.0,0.13571428571428573,2,100,0.02
CHI,Darnell Mooney,Combination,1.5,6,1,8.5,9.0,0.9444444444444444,1,98,0.01020408163265306
CHI,Darnell Mooney,Cover 0,1.5000000000000002,6,2,9.5,7.0,1.3571428571428572,2,98,0.02040816326530612
CHI,Darnell Mooney,Cover 1,13.199999999999998,0,12,25.2,128.0,0.196875,23,98,0.23469387755102042
CHI,Darnell Mooney,Cover 2,3.1,0,3,6.1,64.0,0.0953125,3,98,0.030612244897959183
CHI,Darnell Mooney,Cover 3,30.5,6,24,60.5,165.0,0.36666666666666664,38,98,0.3877551020408163
CHI,Darnell Mooney,Cover 4,5.199999999999999,0,7,12.2,79.0,0.15443037974683543,15,98,0.15306122448979592
CHI,Darnell Mooney,Cover 6,0.30000000000000004,0,1,1.3,6.0,0.21666666666666667,3,98,0.030612244897959183
CHI,Darnell Mooney,Man Cover 2,0.0,0,0,0.0,22.0,0.0,1,98,0.01020408163265306
CHI,Darnell Mooney,Prevent,0.0,0,0,0.0,10.0,0.0,1,98,0.01020408163265306
CHI,Darnell Mooney,Screen,6.6,6,10,22.6,30.0,0.7533333333333334,11,98,0.11224489795918367
ARI,Darrel Williams,Cover 2,0.0,0,0,0.0,18.0,0.0,2,12,0.16666666666666666
ARI,Darrel Williams,Screen,2.4000000000000004,0,7,9.4,10.0,0.9400000000000001,10,12,0.8333333333333334
LV,Darren Waller,Cover 0,1.7000000000000002,0,2,3.7,12.0,0.30833333333333335,3,147,0.02040816326530612
LV,Darren Waller,Cover 1,44.89999999999999,30,33,107.90000000000003,138.0,0.7818840579710148,54,147,0.3673469387755102
LV,Darren Waller,Cover 2,1.2000000000000002,0,4,5.2,49.0,0.10612244897959185,8,147,0.05442176870748299
LV,Darren Waller,Cover 3,33.6,24,31,88.60000000000001,153.0,0.5790849673202615,42,147,0.2857142857142857
LV,Darren Waller,Cover 4,12.9,0,12,24.9,89.0,0.2797752808988764,16,147,0.10884353741496598
LV,Darren Waller,Cover 6,3.0,0,2,5.0,10.0,0.5,4,147,0.027210884353741496
LV,Darren Waller,Man Cover 2,3.3,0,2,5.3,13.0,0.4076923076923077,2,147,0.013605442176870748
LV,Darren Waller,Other,2.5,0,1,3.5,13.0,0.2692307692307692,2,147,0.013605442176870748
LV,Darren Waller,Screen,11.399999999999999,0,16,27.4,31.0,0.8838709677419354,16,147,0.10884353741496598
CHI,Darrynton Evans,Cover 0,0.30000000000000004,6,1,7.3,1.0,7.3,1,1,1.0
KC,Daurice Fountain,Cover 6,0.0,0,0,0.0,1.0,0.0,1,1,1.0
LV,Davante Adams,Cover 0,4.9,24,6,34.9,14.0,2.492857142857143,8,177,0.04519774011299435
LV,Davante Adams,Cover 1,51.0,60,39,150.00000000000003,114.0,1.3157894736842108,52,177,0.2937853107344633
LV,Davante Adams,Cover 2,14.600000000000001,6,9,29.6,53.0,0.5584905660377358,12,177,0.06779661016949153
LV,Davante Adams,Cover 3,46.10000000000001,18,34,98.10000000000001,127.0,0.7724409448818899,49,177,0.2768361581920904
LV,Davante Adams,Cover 4,9.999999999999998,0,11,21.0,53.0,0.39622641509433965,19,177,0.10734463276836158
LV,Davante Adams,Cover 6,0.0,0,0,0.0,12.0,0.0,2,177,0.011299435028248588
LV,Davante Adams,Man Cover 2,8.100000000000001,6,7,21.1,18.0,1.1722222222222223,9,177,0.05084745762711865
LV,Davante Adams,Screen,15.600000000000003,6,26,47.6,46.0,1.0347826086956522,26,177,0.14689265536723164
CHI,David Montgomery,Cover 1,6.400000000000001,6,5,17.400000000000002,59.0,0.29491525423728815,9,72,0.125
CHI,David Montgomery,Cover 2,6.5,0,8,14.499999999999998,30.0,0.4833333333333333,9,72,0.125
CHI,David Montgomery,Cover 3,17.6,0,20,37.6,96.0,0.39166666666666666,22,72,0.3055555555555556
CHI,David Montgomery,Cover 4,9.600000000000001,0,14,23.6,61.0,0.38688524590163936,20,72,0.2777777777777778
CHI,David Montgomery,Man Cover 2,1.2000000000000002,0,1,2.2,11.0,0.2,2,72,0.027777777777777776
CHI,David Montgomery,Screen,2.8000000000000003,6,7,15.8,22.0,0.7181818181818183,10,72,0.1388888888888889
CHI,David Moore,Cover 1,9.4,12,8,29.4,69.0,0.4260869565217391,12,48,0.25
CHI,David Moore,Cover 2,7.0,12,4,23.0,40.0,0.575,4,48,0.08333333333333333
CHI,David Moore,Cover 3,15.5,0,10,25.500000000000004,76.0,0.33552631578947373,13,48,0.2708333333333333
CHI,David Moore,Cover 4,3.4000000000000004,12,4,19.399999999999995,44.0,0.4409090909090908,6,48,0.125
CHI,David Moore,Cover 6,0.0,0,0,0.0,4.0,0.0,1,48,0.020833333333333332
CHI,David Moore,Man Cover 2,0.7000000000000001,0,1,1.7000000000000002,21.0,0.08095238095238096,3,48,0.0625
CHI,David Moore,Screen,4.7,0,9,13.700000000000001,21.0,0.6523809523809524,9,48,0.1875
CLE,David Njoku,Cover 0,0.1,6,1,7.1,5.0,1.42,2,25,0.08
CLE,David Njoku,Cover 1,9.700000000000001,6,9,24.7,38.0,0.65,14,25,0.56
CLE,David Njoku,Cover 2,5.200000000000001,0,6,11.2,31.0,0.36129032258064514,8,25,0.32
CLE,David Njoku,Other,0.0,0,0,0.0,5.0,0.0,1,25,0.04
BUF,Dawson Knox,Cover 1,8.7,0,7,15.7,71.0,0.22112676056338026,19,45,0.4222222222222222
BUF,Dawson Knox,Cover 3,14.600000000000001,6,10,30.6,61.0,0.5016393442622951,18,45,0.4
BUF,Dawson Knox,Cover 6,0.8,0,1,1.8,6.0,0.3,2,45,0.044444444444444446
BUF,Dawson Knox,Man Cover 2,0.0,0,0,0.0,6.0,0.0,1,45,0.022222222222222223
BUF,Dawson Knox,Other,0.30000000000000004,6,1,7.3,7.0,1.042857142857143,1,45,0.022222222222222223
BUF,Dawson Knox,Screen,2.7,6,4,12.700000000000001,15.0,0.8466666666666668,4,45,0.08888888888888889
NE,DeVante Parker,Combination,0.7000000000000001,0,1,1.7000000000000002,15.0,0.11333333333333334,2,107,0.018691588785046728
NE,DeVante Parker,Cover 0,1.7000000000000002,18,4,23.7,12.0,1.9749999999999999,7,107,0.06542056074766354
NE,DeVante Parker,Cover 1,35.400000000000006,0,25,60.400000000000006,132.0,0.45757575757575764,43,107,0.40186915887850466
NE,DeVante Parker,Cover 2,2.5,0,2,4.5,39.0,0.11538461538461539,5,107,0.04672897196261682
NE,DeVante Parker,Cover 3,19.200000000000003,0,14,33.199999999999996,106.0,0.3132075471698113,29,107,0.27102803738317754
NE,DeVante Parker,Cover 4,13.0,6,10,29.0,86.0,0.3372093023255814,17,107,0.1588785046728972
NE,DeVante Parker,Man Cover 2,2.2,0,2,4.2,26.0,0.16153846153846155,4,107,0.037383177570093455
SF,Deebo Samuel,Combination,0.6000000000000001,0,1,1.6,6.0,0.26666666666666666,1,42,0.023809523809523808
SF,Deebo Samuel,Cover 1,4.9,0,5,9.900000000000002,34.0,0.29117647058823537,7,42,0.16666666666666666
SF,Deebo Samuel,Cover 3,4.9,0,4,8.9,54.0,0.16481481481481483,9,42,0.21428571428571427
SF,Deebo Samuel,Cover 4,3.3,0,3,6.3,32.0,0.196875,7,42,0.16666666666666666
SF,Deebo Samuel,Man Cover 2,2.4000000000000004,0,1,3.4000000000000004,4.0,0.8500000000000001,1,42,0.023809523809523808
SF,Deebo Samuel,Screen,19.100000000000005,6,17,42.099999999999994,25.0,1.6839999999999997,17,42,0.40476190476190477
LV,Demarcus Robinson,Cover 0,1.0,6,2,9.0,16.0,0.5625,3,67,0.04477611940298507
LV,Demarcus Robinson,Cover 1,10.700000000000001,6,9,25.700000000000003,88.0,0.29204545454545455,12,67,0.1791044776119403
LV,Demarcus Robinson,Cover 2,4.7,0,5,9.7,49.0,0.19795918367346937,6,67,0.08955223880597014
LV,Demarcus Robinson,Cover 3,12.700000000000003,6,12,30.7,112.0,0.2741071428571428,15,67,0.22388059701492538
LV,Demarcus Robinson,Cover 4,13.600000000000003,0,16,29.6,113.0,0.26194690265486725,26,67,0.3880597014925373
LV,Demarcus Robinson,Cover 6,2.5,0,2,4.5,13.0,0.34615384615384615,3,67,0.04477611940298507
LV,Demarcus Robinson,Prevent,2.8000000000000003,0,1,3.8000000000000003,15.0,0.25333333333333335,1,67,0.014925373134328358
LV,Demarcus Robinson,Screen,0.8,0,1,1.8,35.0,0.05142857142857143,1,67,0.014925373134328358
NYJ,Denzel Mims,Combination,3.2,0,2,5.2,9.0,0.5777777777777778,2,47,0.0425531914893617
NYJ,Denzel Mims,Cover 0,2.6,0,1,3.6,5.0,0.72,1,47,0.02127659574468085
NYJ,Denzel Mims,Cover 1,13.800000000000002,0,8,21.8,75.0,0.2906666666666667,22,47,0.46808510638297873
NYJ,Denzel Mims,Cover 3,6.0,0,6,12.0,74.0,0.16216216216216217,10,47,0.2127659574468085
NYJ,Denzel Mims,Cover 4,3.3000000000000003,0,3,6.300000000000001,35.0,0.18000000000000002,5,47,0.10638297872340426
NYJ,Denzel Mims,Cover 6,1.5,0,1,2.5,5.0,0.5,2,47,0.0425531914893617
NYJ,Denzel Mims,Man Cover 2,0.0,0,0,0.0,7.0,0.0,4,47,0.0851063829787234
NYJ,Denzel Mims,Other,3.0,0,1,4.0,6.0,0.6666666666666666,1,47,0.02127659574468085
TEN,Derrick Henry,Cover 1,0.5,0,1,1.5,44.0,0.03409090909090909,6,31,0.1935483870967742
TEN,Derrick Henry,Cover 3,9.799999999999999,0,10,19.8,51.0,0.38823529411764707,13,31,0.41935483870967744
TEN,Derrick Henry,Cover 6,0.5000000000000001,0,2,2.5,7.0,0.35714285714285715,3,31,0.0967741935483871
TEN,Derrick Henry,Screen,3.1,0,6,9.100000000000001,20.0,0.45500000000000007,9,31,0.2903225806451613
BAL,Devin Duvernay,Cover 4,2.4000000000000004,0,3,5.4,44.0,0.12272727272727274,5,19,0.2631578947368421
BAL,Devin Duvernay,Prevent,1.1,0,1,2.1,6.0,0.35000000000000003,2,19,0.10526315789473684
BAL,Devin Duvernay,Screen,8.4,0,11,19.400000000000002,21.0,0.9238095238095239,12,19,0.631578947368421
BUF,Devin Singletary,Cover 0,0.0,0,0,0.0,6.0,0.0,1,60,0.016666666666666666
BUF,Devin Singletary,Cover 1,3.1999999999999997,0,6,9.2,58.0,0.1586206896551724,7,60,0.11666666666666667
BUF,Devin Singletary,Cover 2,6.500000000000001,0,8,14.5,39.0,0.3717948717948718,10,60,0.16666666666666666
BUF,Devin Singletary,Cover 3,6.300000000000001,0,10,16.3,70.0,0.23285714285714287,13,60,0.21666666666666667
BUF,Devin Singletary,Cover 4,3.7,0,6,9.7,38.0,0.2552631578947368,8,60,0.13333333333333333
BUF,Devin Singletary,Cover 6,1.5,0,2,3.5,8.0,0.4375,2,60,0.03333333333333333
BUF,Devin Singletary,Man Cover 2,0.4,0,1,1.4,11.0,0.12727272727272726,1,60,0.016666666666666666
BUF,Devin Singletary,Prevent,1.4000000000000001,0,1,2.4000000000000004,8.0,0.30000000000000004,1,60,0.016666666666666666
BUF,Devin Singletary,Screen,9.7,0,12,21.700000000000003,30.0,0.7233333333333334,17,60,0.2833333333333333
PIT,Diontae Johnson,Combination,0.0,0,0,0.0,16.0,0.0,2,169,0.011834319526627219
PIT,Diontae Johnson,Cover 0,3.4000000000000004,6,4,13.4,14.0,0.9571428571428572,7,169,0.04142011834319527
PIT,Diontae Johnson,Cover 1,27.0,24,28,79.0,128.0,0.6171875,46,169,0.27218934911242604
PIT,Diontae Johnson,Cover 2,7.2,0,8,15.2,72.0,0.2111111111111111,18,169,0.10650887573964497
PIT,Diontae Johnson,Cover 3,37.4,6,33,76.4,127.0,0.6015748031496063,50,169,0.2958579881656805
PIT,Diontae Johnson,Cover 4,8.6,6,8,22.6,65.0,0.3476923076923077,16,169,0.09467455621301775
PIT,Diontae Johnson,Cover 6,9.4,6,3,18.400000000000002,10.0,1.8400000000000003,4,169,0.023668639053254437
PIT,Diontae Johnson,Man Cover 2,4.1,0,3,7.1,29.0,0.24482758620689654,9,169,0.05325443786982249
PIT,Diontae Johnson,Prevent,0.0,0,0,0.0,15.0,0.0,1,169,0.005917159763313609
PIT,Diontae Johnson,Screen,8.9,0,15,23.9,65.0,0.36769230769230765,16,169,0.09467455621301775
CLE,Donovan Peoples-Jones,Cover 1,11.100000000000001,6,6,23.1,29.0,0.7965517241379311,9,15,0.6
CLE,Donovan Peoples-Jones,Cover 2,4.1,0,3,7.1,18.0,0.39444444444444443,5,15,0.3333333333333333
CLE,Donovan Peoples-Jones,Prevent,0.0,0,0,0.0,1.0,0.0,1,15,0.06666666666666667
CIN,Drew Sample,Cover 1,5.5,6,6,17.5,102.0,0.1715686274509804,8,56,0.14285714285714285
CIN,Drew Sample,Cover 2,3.5,0,5,8.5,46.0,0.18478260869565216,9,56,0.16071428571428573
CIN,Drew Sample,Cover 3,8.700000000000001,0,7,15.700000000000001,111.0,0.14144144144144144,10,56,0.17857142857142858
CIN,Drew Sample,Cover 4,10.2,0,13,23.2,73.0,0.31780821917808216,18,56,0.32142857142857145
CIN,Drew Sample,Cover 6,1.3,0,2,3.3,13.0,0.25384615384615383,2,56,0.03571428571428571
CIN,Drew Sample,Prevent,0.0,0,0,0.0,15.0,0.0,1,56,0.017857142857142856
CIN,Drew Sample,Screen,6.200000000000001,0,8,14.200000000000001,30.0,0.4733333333333334,8,56,0.14285714285714285
MIA,Durham Smythe,Cover 2,1.6,0,3,4.6,16.0,0.2875,4,22,0.18181818181818182
MIA,Durham Smythe,Cover 3,8.4,0,8,16.4,30.0,0.5466666666666666,9,22,0.4090909090909091
MIA,Durham Smythe,Cover 4,6.800000000000002,12,9,27.8,16.0,1.7375,9,22,0.4090909090909091
JAX,Evan Engram,Cover 0,1.2000000000000002,0,1,2.2,14.0,0.15714285714285717,2,119,0.01680672268907563
JAX,Evan Engram,Cover 1,27.0,6,22,55.0,152.0,0.3618421052631579,42,119,0.35294117647058826
JAX,Evan Engram,Cover 2,2.7,0,3,5.700000000000001,29.0,0.19655172413793107,6,119,0.05042016806722689
JAX,Evan Engram,Cover 3,20.2,0,19,39.199999999999996,149.0,0.26308724832214764,36,119,0.3025210084033613
JAX,Evan Engram,Cover 4,12.3,0,14,26.3,84.0,0.3130952380952381,21,119,0.17647058823529413
JAX,Evan Engram,Cover 6,0.0,0,0,0.0,13.0,0.0,2,119,0.01680672268907563
JAX,Evan Engram,Man Cover 2,2.2,0,1,3.2,13.0,0.24615384615384617,2,119,0.01680672268907563
JAX,Evan Engram,Other,2.7,6,1,9.7,15.0,0.6466666666666666,1,119,0.008403361344537815
JAX,Evan Engram,Screen,4.300000000000001,0,7,11.299999999999999,31.0,0.36451612903225805,7,119,0.058823529411764705
DAL,Ezekiel Elliott,Cover 1,2.6,0,5,7.600000000000001,59.0,0.12881355932203392,6,72,0.08333333333333333
DAL,Ezekiel Elliott,Cover 2,6.800000000000001,6,7,19.8,49.0,0.40408163265306124,12,72,0.16666666666666666
DAL,Ezekiel Elliott,Cover 3,4.500000000000001,0,8,12.500000000000002,73.0,0.17123287671232879,18,72,0.25
DAL,Ezekiel Elliott,Cover 4,5.7,0,8,13.7,67.0,0.2044776119402985,11,72,0.1527777777777778
DAL,Ezekiel Elliott,Cover 6,3.5,0,4,7.5,15.0,0.5,4,72,0.05555555555555555
DAL,Ezekiel Elliott,Man Cover 2,2.3000000000000003,0,4,6.3,28.0,0.225,4,72,0.05555555555555555
DAL,Ezekiel Elliott,Screen,8.7,12,15,35.7,36.0,0.9916666666666667,17,72,0.2361111111111111
LV,Foster Moreau,Cover 0,0.1,6,1,7.1,5.0,1.42,2,2,1.0
SEA,Freddie Swain,Cover 0,0.0,0,0,0.0,8.0,0.0,1,11,0.09090909090909091
SEA,Freddie Swain,Cover 4,8.9,0,5,13.9,40.0,0.34750000000000003,7,11,0.6363636363636364
SEA,Freddie Swain,Man Cover 2,0.0,0,0,0.0,15.0,0.0,3,11,0.2727272727272727
BUF,Gabriel Davis,Combination,0.0,0,0,0.0,19.0,0.0,1,76,0.013157894736842105
BUF,Gabriel Davis,Cover 0,0.4,6,1,7.4,17.0,0.43529411764705883,6,76,0.07894736842105263
BUF,Gabriel Davis,Cover 1,26.700000000000003,18,13,57.7,131.0,0.4404580152671756,29,76,0.3815789473684211
BUF,Gabriel Davis,Cover 2,4.5,6,3,13.5,51.0,0.2647058823529412,5,76,0.06578947368421052
BUF,Gabriel Davis,Cover 3,17.1,12,8,37.10000000000001,107.0,0.3467289719626169,15,76,0.19736842105263158
BUF,Gabriel Davis,Cover 4,16.7,6,9,31.7,58.0,0.5465517241379311,11,76,0.14473684210526316
