team,playerName,CoverageType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes,plays,totalPlays,freq
JAX,Christian Kirk,Cover 0,7.5,6,3,16.500000000000004,27.0,0.6111111111111113,6,78,0.07692307692307693
JAX,Christian Kirk,Cover 1,9.100000000000001,0,5,14.100000000000001,69.0,0.20434782608695654,15,78,0.19230769230769232
JAX,Christian Kirk,Cover 3,28.999999999999996,6,21,56.00000000000001,152.0,0.368421052631579,28,78,0.358974358974359
JAX,Christian Kirk,Cover 4,12.8,18,11,41.8,103.0,0.40582524271844655,20,78,0.2564102564102564
JAX,Christian Kirk,Prevent,1.6,0,1,2.6,19.0,0.1368421052631579,1,78,0.01282051282051282
JAX,Christian Kirk,Screen,2.5,6,7,15.5,38.0,0.40789473684210525,8,78,0.10256410256410256
CAR,Christian McCaffrey,Combination,0.8,0,1,1.8,7.0,0.2571428571428572,1,10,0.1
CAR,Christian McCaffrey,Cover 6,1.6,0,1,2.6,6.0,0.43333333333333335,1,10,0.1
CAR,Christian McCaffrey,Man Cover 2,2.5000000000000004,0,2,4.5,9.0,0.5,2,10,0.2
CAR,Christian McCaffrey,Prevent,0.0,0,1,1.0,8.0,0.125,1,10,0.1
CAR,Christian McCaffrey,Screen,3.6000000000000005,0,4,7.6000000000000005,16.0,0.47500000000000003,5,10,0.5
KC,Clyde Edwards-Helaire,Cover 0,0.4,6,1,7.4,8.0,0.925,2,61,0.03278688524590164
KC,Clyde Edwards-Helaire,Cover 1,6.500000000000001,6,6,18.5,39.0,0.47435897435897434,11,61,0.18032786885245902
KC,Clyde Edwards-Helaire,Cover 2,2.4,0,4,6.4,31.0,0.2064516129032258,6,61,0.09836065573770492
KC,Clyde Edwards-Helaire,Cover 3,13.0,0,12,25.000000000000007,58.0,0.43103448275862083,20,61,0.32786885245901637
KC,Clyde Edwards-Helaire,Cover 4,5.1000000000000005,0,7,12.1,44.0,0.27499999999999997,10,61,0.16393442622950818
KC,Clyde Edwards-Helaire,Man Cover 2,2.0,0,2,4.0,15.0,0.26666666666666666,3,61,0.04918032786885246
KC,Clyde Edwards-Helaire,Screen,5.5,0,9,14.5,23.0,0.6304347826086957,9,61,0.14754098360655737
CHI,Cole Kmet,Cover 0,0.0,0,0,0.0,7.0,0.0,1,45,0.022222222222222223
CHI,Cole Kmet,Cover 1,4.4,0,6,10.4,60.0,0.17333333333333334,9,45,0.2
CHI,Cole Kmet,Cover 2,2.4000000000000004,0,3,5.4,31.0,0.17419354838709677,6,45,0.13333333333333333
CHI,Cole Kmet,Cover 3,11.1,6,14,31.099999999999998,71.0,0.4380281690140845,17,45,0.37777777777777777
CHI,Cole Kmet,Cover 4,6.4,6,5,17.400000000000002,45.0,0.3866666666666667,10,45,0.2222222222222222
CHI,Cole Kmet,Prevent,1.0,0,1,2.0,7.0,0.2857142857142857,2,45,0.044444444444444446
NYG,Collin Johnson,Cover 0,0.0,0,0,0.0,3.0,0.0,1,15,0.06666666666666667
NYG,Collin Johnson,Cover 1,8.8,6,7,21.8,46.0,0.4739130434782609,12,15,0.8
NYG,Collin Johnson,Man Cover 2,0.0,0,0,0.0,9.0,0.0,1,15,0.06666666666666667
NYG,Collin Johnson,Other,0.0,0,0,0.0,5.0,0.0,1,15,0.06666666666666667
LAR,Cooper Kupp,Combination,2.7,0,2,4.7,10.0,0.47000000000000003,2,137,0.014598540145985401
LAR,Cooper Kupp,Cover 0,3.0,6,5,14.0,12.0,1.1666666666666667,9,137,0.06569343065693431
LAR,Cooper Kupp,Cover 1,26.099999999999998,6,23,55.1,106.0,0.519811320754717,33,137,0.24087591240875914
LAR,Cooper Kupp,Cover 2,1.2000000000000002,0,2,3.2,32.0,0.1,8,137,0.058394160583941604
LAR,Cooper Kupp,Cover 3,44.800000000000004,0,42,86.8,206.0,0.42135922330097086,50,137,0.36496350364963503
LAR,Cooper Kupp,Cover 4,20.1,6,9,35.099999999999994,62.0,0.5661290322580644,17,137,0.12408759124087591
LAR,Cooper Kupp,Cover 6,2.7,0,2,4.7,6.0,0.7833333333333333,3,137,0.021897810218978103
LAR,Cooper Kupp,Man Cover 2,2.5,0,2,4.5,19.0,0.23684210526315788,3,137,0.021897810218978103
