,nickName,TargetType_descr,dropBack,FP_yards,FP_TD,FP_intercept,FP_total,FP/DB
980,Rams,Drag,22,5.440000000000001,0,0,5.440000000000001,0.24727272727272734
981,Rams,Fade,15,3.6,4,0,7.6,0.5066666666666666
982,Rams,Fade - Back Shoulder,2,0.44,0,0,0.44,0.22
983,Rams,Flat - Left,15,1.7200000000000002,0,0,1.7200000000000002,0.11466666666666668
984,Rams,Flat - Right,7,0.8,0,0,0.8,0.1142857142857143
985,Rams,Go/Fly,17,9.440000000000001,8,-1,16.44,0.9670588235294119
986,Rams,Hitch & Go,6,1.68,0,0,1.68,0.27999999999999997
987,Rams,Jet Sweep Pass,5,0.9600000000000001,0,0,0.9600000000000001,0.192
988,Rams,Out,73,17.759999999999994,4,-1,20.76,0.28438356164383566
989,Rams,Out & Up,4,1.8,4,0,5.8,1.45
990,Rams,Over Ball,13,3.7200000000000006,0,0,3.7200000000000006,0.2861538461538462
991,Rams,Post,12,7.0,8,-1,13.999999999999998,1.1666666666666665
992,Rams,Quick,9,1.44,0,0,1.44,0.16
993,Rams,Screen - Bubble,2,-0.08,0,0,-0.08,-0.04
994,Rams,Screen - Drag,2,0.8,0,0,0.8,0.4
995,Rams,Screen - Quick,5,0.8,0,0,0.8,0.16
996,Rams,Screen - RB,4,0.6,0,0,0.6,0.15
997,Rams,Screen - TE,5,1.52,0,0,1.52,0.304
998,Rams,Screen - Tunnel,15,4.28,4,0,8.28,0.5519999999999999
999,Rams,Seam,15,7.96,8,-3,12.96,0.8640000000000001
1000,Rams,Slant,55,19.759999999999998,0,0,19.759999999999998,0.35927272727272724
1001,Rams,Sluggo,3,0.0,0,-1,-1.0,-0.3333333333333333
1002,Rams,Stick - Nod,1,0.56,0,0,0.56,0.56
1003,Rams,Swing - Left,14,2.6400000000000006,0,0,2.6400000000000006,0.1885714285714286
1004,Rams,Swing - Right,14,1.56,0,0,1.56,0.11142857142857143
1005,Rams,Wheel,9,4.92,4,0,8.92,0.991111111111111
1006,Rams,Whip,7,1.56,0,0,1.56,0.22285714285714286
1007,Ravens,Angle,4,2.24,0,0,2.24,0.56
1008,Ravens,Beneath,3,0.08000000000000002,0,0,0.08000000000000002,0.026666666666666672
1009,Ravens,Broken Play,33,9.16,8,-1,16.160000000000004,0.4896969696969698
1010,Ravens,Check & Release,9,2.8,0,0,2.8,0.3111111111111111
1011,Ravens,Chip - Curl,3,1.24,0,0,1.24,0.41333333333333333
1012,Ravens,Chip - Drag,2,0.36,0,0,0.36,0.18
1013,Ravens,Chip - Flat,7,1.4000000000000001,4,0,5.4,0.7714285714285715
1014,Ravens,Chip - Seam,1,0.0,0,0,0.0,0.0
1015,Ravens,Comeback,12,3.3600000000000003,0,0,3.3600000000000003,0.28
1016,Ravens,Corner,16,9.16,8,-2,15.16,0.9475
1017,Ravens,Corner Post,2,1.32,4,0,5.32,2.66
1018,Ravens,Curl,73,19.2,4,-1,22.19999999999999,0.30410958904109575
1019,Ravens,Deep Cross,18,8.64,4,0,12.64,0.7022222222222223
1020,Ravens,Dig,43,14.08,4,0,18.08,0.42046511627906974
1021,Ravens,Drag,27,5.960000000000001,0,0,5.960000000000001,0.22074074074074077
1022,Ravens,Fade,21,1.48,4,-1,4.4799999999999995,0.21333333333333332
1023,Ravens,Fade - Back Shoulder,10,2.88,0,0,2.88,0.288
1024,Ravens,Flat - Left,18,4.5200000000000005,0,0,4.5200000000000005,0.2511111111111111
1025,Ravens,Flat - Right,15,2.6800000000000006,0,0,2.6800000000000006,0.1786666666666667
1026,Ravens,Go/Fly,18,11.28,8,0,19.28,1.0711111111111111
1027,Ravens,Hitch & Go,5,2.08,0,0,2.08,0.41600000000000004
1028,Ravens,Jerk,1,0.32,0,0,0.32,0.32
1029,Ravens,Jet Sweep Pass,2,0.0,0,0,0.0,0.0
1030,Ravens,No Video,1,0.0,0,0,0.0,0.0
1031,Ravens,Out,77,20.479999999999993,8,-2,26.47999999999999,0.34389610389610376
1032,Ravens,Out & Up,3,2.72,4,0,6.720000000000001,2.24
1033,Ravens,Over Ball,4,1.48,0,0,1.48,0.37
1034,Ravens,Post,19,7.759999999999999,4,-1,10.76,0.5663157894736842
1035,Ravens,Post Corner,1,1.24,0,0,1.24,1.24
1036,Ravens,Quick,2,0.28,0,0,0.28,0.14
1037,Ravens,Screen - Beneath,2,0.32,0,0,0.32,0.16
1038,Ravens,Screen - Bubble,5,0.8,0,0,0.8,0.16
1039,Ravens,Screen - Drag,1,0.16,0,0,0.16,0.16
1040,Ravens,Screen - Quick,1,0.08,0,0,0.08,0.08
1041,Ravens,Screen - RB,3,1.2000000000000002,0,0,1.2000000000000002,0.4000000000000001
1042,Ravens,Screen - TE,3,1.08,0,0,1.08,0.36000000000000004
1043,Ravens,Screen - Tunnel,15,4.040000000000001,0,0,4.040000000000001,0.26933333333333337
1044,Ravens,Seam,8,5.32,4,-1,8.32,1.04
1045,Ravens,Slant,34,14.16,24,0,38.160000000000004,1.1223529411764708
1046,Ravens,Sluggo,1,0.0,0,0,0.0,0.0
1047,Ravens,Swing - Left,5,0.88,0,0,0.88,0.176
1048,Ravens,Swing - Right,4,0.64,0,0,0.64,0.16
1049,Ravens,Wheel,5,1.28,0,0,1.28,0.256
1050,Ravens,Whip,10,3.12,8,-1,10.12,1.012
1051,Saints,Angle,5,1.88,0,0,1.88,0.376
1052,Saints,Beneath,1,0.2,0,0,0.2,0.2
1053,Saints,Broken Play,34,6.08,0,-1,5.08,0.14941176470588236
1054,Saints,Check & Release,4,0.48,0,0,0.48,0.12
1055,Saints,Chip - Curl,5,0.68,0,0,0.68,0.136
1056,Saints,Chip - Drag,5,0.76,0,0,0.76,0.152
1057,Saints,Chip - Flat,7,0.04000000000000001,4,0,4.04,0.5771428571428572
1058,Saints,Chip - Seam,3,1.12,0,-1,0.12,0.04
1059,Saints,Comeback,12,5.16,0,0,5.16,0.43
1060,Saints,Corner,19,10.440000000000001,12,0,22.440000000000005,1.1810526315789476
1061,Saints,Curl,44,11.760000000000002,4,-2,13.759999999999998,0.3127272727272727
1062,Saints,Deep Cross,17,5.16,0,-3,2.16,0.12705882352941178
1063,Saints,Dig,29,7.760000000000001,0,-2,5.760000000000001,0.19862068965517243
1064,Saints,Drag,23,5.560000000000001,0,-2,3.5600000000000005,0.1547826086956522
1065,Saints,Fade,11,0.8,0,-1,-0.19999999999999996,-0.018181818181818177
1066,Saints,Fade - Back Shoulder,8,3.4400000000000004,4,0,7.4399999999999995,0.9299999999999999
1067,Saints,Flat - Left,13,1.6800000000000002,0,-1,0.68,0.05230769230769231
1068,Saints,Flat - Right,12,2.84,0,0,2.84,0.23666666666666666
1069,Saints,Go/Fly,28,15.0,8,-2,21.0,0.75
1070,Saints,Hitch & Go,6,2.4800000000000004,0,0,2.4800000000000004,0.4133333333333334
1071,Saints,Jerk,4,1.16,0,0,1.16,0.29
1072,Saints,Jet Sweep Pass,9,2.48,0,0,2.48,0.27555555555555555
1073,Saints,Out,69,18.159999999999997,4,-1,21.159999999999997,0.30666666666666664
1074,Saints,Out & Up,4,0.0,0,0,0.0,0.0
1075,Saints,Over Ball,10,2.6,0,0,2.6,0.26
1076,Saints,Post,11,5.2,0,-1,4.2,0.38181818181818183
1077,Saints,Quick,2,0.32,0,0,0.32,0.16
1078,Saints,Screen - Beneath,1,0.28,4,0,4.28,4.28
1079,Saints,Screen - Bubble,3,0.64,0,0,0.64,0.21333333333333335
1080,Saints,Screen - Drag,1,0.0,0,0,0.0,0.0
1081,Saints,Screen - Quick,1,0.0,0,0,0.0,0.0
1082,Saints,Screen - RB,3,-0.08,0,0,-0.08,-0.02666666666666667
1083,Saints,Screen - TE,2,0.4,0,0,0.4,0.2
1084,Saints,Screen - Tunnel,10,2.0,0,0,2.0,0.2
1085,Saints,Seam,12,2.3200000000000003,0,-2,0.3200000000000003,0.02666666666666669
1086,Saints,Slant,58,22.55999999999999,12,0,34.56,0.5958620689655173
1087,Saints,Stick - Nod,1,0.0,0,0,0.0,0.0
1088,Saints,Swing - Left,11,0.52,0,0,0.52,0.04727272727272727
1089,Saints,Swing - Right,3,0.6,0,0,0.6,0.19999999999999998
1090,Saints,Wheel,5,1.44,0,0,1.44,0.288
1091,Saints,Whip,13,2.08,4,0,6.080000000000001,0.46769230769230774
1092,Seahawks,Angle,7,3.4000000000000004,4,0,7.4,1.0571428571428572
1093,Seahawks,Broken Play,40,5.36,4,-2,7.360000000000001,0.18400000000000002
1094,Seahawks,Check & Release,10,2.4400000000000004,0,0,2.4400000000000004,0.24400000000000005
1095,Seahawks,Chip - Curl,9,2.64,0,0,2.64,0.29333333333333333
1096,Seahawks,Chip - Drag,3,0.04,0,0,0.04,0.013333333333333334
1097,Seahawks,Chip - Flat,13,3.56,4,0,7.5600000000000005,0.5815384615384616
1098,Seahawks,Comeback,5,0.76,0,0,0.76,0.152
1099,Seahawks,Corner,10,3.24,4,0,7.239999999999999,0.724
1100,Seahawks,Curl,110,34.160000000000004,16,-2,48.160000000000025,0.43781818181818205
1101,Seahawks,Deep Cross,12,4.96,0,-2,2.96,0.24666666666666667
1102,Seahawks,Dig,49,18.28,0,-1,17.28,0.3526530612244898
1103,Seahawks,Drag,25,7.200000000000001,0,0,7.200000000000001,0.28800000000000003
1104,Seahawks,Fade,18,4.960000000000001,4,-1,7.96,0.44222222222222224
1105,Seahawks,Fade - Back Shoulder,3,0.0,0,0,0.0,0.0
1106,Seahawks,Flat - Left,9,4.760000000000001,4,0,8.76,0.9733333333333333
1107,Seahawks,Flat - Right,15,3.8800000000000003,0,0,3.8800000000000003,0.2586666666666667
1108,Seahawks,Go/Fly,17,9.76,0,0,9.76,0.5741176470588235
1109,Seahawks,Hitch & Go,3,3.96,4,0,7.96,2.6533333333333333
1110,Seahawks,Jerk,2,0.64,0,0,0.64,0.32
1111,Seahawks,Jet Sweep Pass,2,0.44000000000000006,0,0,0.44000000000000006,0.22000000000000003
1112,Seahawks,Leak,1,0.52,0,0,0.52,0.52
1113,Seahawks,Out,56,12.239999999999998,8,0,20.239999999999995,0.3614285714285713
1114,Seahawks,Out & Up,2,0.0,0,0,0.0,0.0
1115,Seahawks,Over Ball,17,3.3200000000000003,0,-1,2.3200000000000003,0.13647058823529412
1116,Seahawks,Post,12,7.880000000000001,16,0,23.88,1.99
1117,Seahawks,Quick,3,0.08,0,0,0.08,0.02666666666666667
1118,Seahawks,Screen - Bubble,3,1.4,4,0,5.4,1.8
1119,Seahawks,Screen - Quick,1,0.28,0,0,0.28,0.28
1120,Seahawks,Screen - RB,12,6.080000000000001,0,0,6.080000000000001,0.5066666666666667
1121,Seahawks,Screen - Shovel,1,0.04,4,0,4.04,4.04
1122,Seahawks,Screen - TE,4,0.68,0,0,0.68,0.17
1123,Seahawks,Screen - Tunnel,11,3.4800000000000004,0,0,3.4800000000000004,0.3163636363636364
1124,Seahawks,Seam,11,2.56,0,-2,0.56,0.05090909090909091
1125,Seahawks,Slant,29,7.720000000000002,0,0,7.720000000000002,0.26620689655172425
1126,Seahawks,Sluggo,2,0.0,0,0,0.0,0.0
1127,Seahawks,Stick - Nod,1,0.4,4,0,4.4,4.4
1128,Seahawks,Swing - Left,8,0.9600000000000001,0,0,0.9600000000000001,0.12000000000000001
1129,Seahawks,Swing - Right,6,0.28,0,0,0.28,0.04666666666666667
1130,Seahawks,Wheel,3,0.84,4,0,4.84,1.6133333333333333
1131,Seahawks,Whip,12,3.0,4,0,7.000000000000002,0.5833333333333335
1132,Steelers,Angle,4,0.48,0,0,0.48,0.12
1133,Steelers,Beneath,1,0.16,0,0,0.16,0.16
1134,Steelers,Broken Play,30,8.040000000000001,12,0,20.04,0.6679999999999999
1135,Steelers,Check & Release,7,2.5200000000000005,4,0,6.5200000000000005,0.9314285714285715
1136,Steelers,Chip,1,0.28,0,0,0.28,0.28
1137,Steelers,Chip - Curl,4,1.0,0,0,1.0,0.25
1138,Steelers,Chip - Drag,3,1.48,0,0,1.48,0.49333333333333335
1139,Steelers,Chip - Flat,11,2.08,0,0,2.08,0.1890909090909091
1140,Steelers,Chip - Seam,2,1.04,0,0,1.04,0.52
1141,Steelers,Comeback,4,2.2,0,0,2.2,0.55
1142,Steelers,Corner,22,12.52,16,0,28.520000000000003,1.2963636363636366
1143,Steelers,Corner Post,3,0.0,0,0,0.0,0.0
1144,Steelers,Curl,112,26.39999999999999,0,-2,24.39999999999999,0.21785714285714278
1145,Steelers,Deep Cross,16,6.92,8,-2,12.92,0.8075
1146,Steelers,Dig,37,16.8,4,0,20.800000000000004,0.5621621621621623
1147,Steelers,Drag,15,4.760000000000002,0,0,4.760000000000002,0.3173333333333334
1148,Steelers,Fade,7,1.56,0,-1,0.56,0.08
1149,Steelers,Fade - Back Shoulder,6,1.8399999999999999,4,0,5.84,0.9733333333333333
1150,Steelers,Flat - Left,11,2.6000000000000005,0,-1,1.6000000000000003,0.14545454545454548
1151,Steelers,Flat - Right,17,3.2800000000000002,0,0,3.2800000000000002,0.19294117647058825
1152,Steelers,Go/Fly,13,7.5600000000000005,20,-1,26.560000000000002,2.0430769230769235
1153,Steelers,Hitch & Go,4,1.4,4,0,5.4,1.35
1154,Steelers,Jerk,2,0.36,0,0,0.36,0.18
1155,Steelers,Jet Sweep Pass,1,-0.04,0,0,-0.04,-0.04
1156,Steelers,Out,55,16.519999999999996,0,-1,15.519999999999998,0.28218181818181814
1157,Steelers,Out & Up,2,0.0,0,0,0.0,0.0
1158,Steelers,Over Ball,7,1.2,0,0,1.2,0.17142857142857143
1159,Steelers,Post,16,7.92,4,-2,9.92,0.62
1160,Steelers,Post Corner,1,1.08,0,0,1.08,1.08
1161,Steelers,Quick,1,0.44,0,0,0.44,0.44
1162,Steelers,Screen - Bubble,4,0.36,0,0,0.36,0.09
1163,Steelers,Screen - Drag,2,0.48,0,0,0.48,0.24
1164,Steelers,Screen - Quick,1,0.0,0,0,0.0,0.0
1165,Steelers,Screen - RB,4,0.8,4,0,4.8,1.2
1166,Steelers,Screen - TE,1,0.0,0,0,0.0,0.0
1167,Steelers,Screen - Tunnel,9,1.76,0,0,1.76,0.19555555555555557
1168,Steelers,Seam,26,5.199999999999999,0,-2,3.1999999999999993,0.12307692307692306
1169,Steelers,Slant,38,13.72,8,-2,19.72,0.5189473684210526
1170,Steelers,Sluggo,1,0.0,0,0,0.0,0.0
1171,Steelers,Stick - Nod,1,0.84,0,0,0.84,0.84
1172,Steelers,Swing - Left,5,1.6,0,0,1.6,0.32
1173,Steelers,Swing - Right,7,2.16,4,0,6.16,0.88
1174,Steelers,Wheel,3,1.0,0,0,1.0,0.3333333333333333
1175,Steelers,Whip,11,3.7600000000000002,4,0,7.760000000000001,0.7054545454545456
1176,Texans,Angle,2,0.36,0,0,0.36,0.18
1177,Texans,Beneath,3,0.44,4,0,4.44,1.4800000000000002
1178,Texans,Broken Play,30,7.440000000000001,0,-3,4.4399999999999995,0.148
1179,Texans,Check & Release,7,1.24,0,0,1.24,0.17714285714285713
1180,Texans,Chip - Curl,6,1.6400000000000001,0,0,1.6400000000000001,0.2733333333333334
1181,Texans,Chip - Drag,3,0.56,0,0,0.56,0.18666666666666668
1182,Texans,Chip - Flat,16,3.6400000000000006,0,0,3.6400000000000006,0.22750000000000004
1183,Texans,Comeback,5,2.3200000000000003,0,0,2.3200000000000003,0.4640000000000001
1184,Texans,Corner,15,6.64,12,-1,17.64,1.176
1185,Texans,Corner Post,1,2.2,4,0,6.2,6.2
1186,Texans,Curl,95,29.27999999999999,12,-3,38.28,0.40294736842105267
1187,Texans,Deep Cross,19,11.399999999999999,8,-1,18.4,0.9684210526315788
1188,Texans,Dig,34,10.96,8,-2,16.96,0.4988235294117647
1189,Texans,Drag,14,4.360000000000001,4,-1,7.360000000000001,0.5257142857142858
1190,Texans,Fade,5,0.0,0,0,0.0,0.0
1191,Texans,Fade - Back Shoulder,4,1.2,0,0,1.2,0.3
1192,Texans,Flat - Left,14,1.8800000000000001,0,0,1.8800000000000001,0.13428571428571429
1193,Texans,Flat - Right,6,0.8400000000000001,0,0,0.8400000000000001,0.14
1194,Texans,Go/Fly,9,5.92,4,0,9.920000000000002,1.1022222222222224
1195,Texans,Hitch & Go,2,0.96,0,0,0.96,0.48
1196,Texans,Jet Sweep Pass,4,0.44000000000000006,0,0,0.44000000000000006,0.11000000000000001
1197,Texans,Leak,1,0.0,0,-1,-1.0,-1.0
1198,Texans,Out,27,8.600000000000001,0,-2,6.6,0.24444444444444444
1199,Texans,Out & Up,1,0.0,0,0,0.0,0.0
1200,Texans,Over Ball,5,0.8,0,0,0.8,0.16
1201,Texans,Post,18,13.120000000000001,12,-2,23.12,1.2844444444444445
1202,Texans,Quick,1,0.08,0,0,0.08,0.08
1203,Texans,Screen - Bubble,4,0.56,0,0,0.56,0.14
1204,Texans,Screen - Drag,1,0.52,0,0,0.52,0.52
1205,Texans,Screen - Quick,3,0.76,0,0,0.76,0.25333333333333335
1206,Texans,Screen - RB,3,0.72,0,0,0.72,0.24
1207,Texans,Screen - TE,1,0.2,0,0,0.2,0.2
1208,Texans,Screen - Tunnel,6,2.16,4,0,6.160000000000001,1.0266666666666668
1209,Texans,Seam,18,8.440000000000001,4,0,12.440000000000001,0.6911111111111112
1210,Texans,Slant,41,13.799999999999999,4,-1,16.799999999999997,0.40975609756097553
1211,Texans,Sluggo,1,0.0,0,0,0.0,0.0
1212,Texans,Stick - Nod,1,0.16,4,0,4.16,4.16
1213,Texans,Swing - Left,2,0.0,0,0,0.0,0.0
1214,Texans,Swing - Right,4,1.08,0,0,1.08,0.27
1215,Texans,Wheel,4,3.3600000000000003,0,0,3.3600000000000003,0.8400000000000001
1216,Texans,Whip,6,0.8800000000000001,0,0,0.8800000000000001,0.1466666666666667
1217,Titans,Angle,5,0.56,0,0,0.56,0.11200000000000002
1218,Titans,Beneath,3,0.96,0,0,0.96,0.32
1219,Titans,Broken Play,39,11.679999999999998,16,-4,23.68,0.6071794871794872
1220,Titans,Check & Release,14,2.960000000000001,0,-1,1.96,0.13999999999999999
1221,Titans,Chip - Curl,4,1.44,0,0,1.44,0.36
1222,Titans,Chip - Drag,5,1.64,0,0,1.64,0.32799999999999996
1223,Titans,Chip - Flat,8,1.04,0,0,1.04,0.13
1224,Titans,Chip - Seam,1,0.28,0,0,0.28,0.28
1225,Titans,Comeback,4,1.52,0,0,1.52,0.38
1226,Titans,Corner,25,13.280000000000003,16,-1,28.280000000000005,1.1312000000000002
1227,Titans,Corner Post,1,0.0,0,0,0.0,0.0
1228,Titans,Curl,99,24.28,0,-1,23.28,0.23515151515151517
1229,Titans,Deep Cross,17,7.4799999999999995,8,-1,14.48,0.851764705882353
1230,Titans,Dig,42,14.599999999999996,8,-5,17.599999999999998,0.419047619047619
1231,Titans,Drag,26,6.440000000000001,4,0,10.44,0.4015384615384615
1232,Titans,Fade,15,3.2800000000000002,8,0,11.28,0.752
1233,Titans,Fade - Back Shoulder,7,2.08,4,0,6.080000000000001,0.8685714285714287
1234,Titans,Flat - Left,14,3.920000000000001,0,-1,2.920000000000001,0.20857142857142863
1235,Titans,Flat - Right,10,2.4400000000000004,0,0,2.4400000000000004,0.24400000000000005
1236,Titans,Go/Fly,19,8.68,4,-1,11.680000000000001,0.6147368421052632
1237,Titans,Jerk,2,0.32,0,0,0.32,0.16
1238,Titans,Jet Sweep Pass,5,0.44000000000000006,0,0,0.44000000000000006,0.08800000000000001
1239,Titans,Out,81,17.320000000000004,0,-1,16.32,0.20148148148148148
1240,Titans,Out & Up,2,0.0,0,0,0.0,0.0
1241,Titans,Over Ball,6,1.6400000000000001,0,0,1.6400000000000001,0.2733333333333334
1242,Titans,Post,15,4.8,0,-1,3.8,0.2533333333333333
1243,Titans,Post Corner,3,3.04,0,0,3.04,1.0133333333333334
1244,Titans,Quick,5,2.7600000000000002,0,0,2.7600000000000002,0.552
1245,Titans,Screen - Bubble,5,1.4400000000000002,0,0,1.4400000000000002,0.28800000000000003
1246,Titans,Screen - Drag,2,0.48,0,-1,-0.52,-0.26
1247,Titans,Screen - Quick,1,0.12,0,0,0.12,0.12
1248,Titans,Screen - RB,7,1.72,0,0,1.72,0.24571428571428572
1249,Titans,Screen - Shovel,2,0.36,0,0,0.36,0.18
1250,Titans,Screen - TE,2,1.4,0,0,1.4,0.7
1251,Titans,Screen - Tunnel,18,4.88,0,0,4.88,0.2711111111111111
1252,Titans,Seam,5,2.3200000000000003,0,0,2.3200000000000003,0.4640000000000001
1253,Titans,Slant,27,6.760000000000001,4,-2,8.760000000000003,0.3244444444444446
1254,Titans,Stick - Nod,2,1.48,0,0,1.48,0.74
1255,Titans,Swing - Left,6,0.48,0,0,0.48,0.08
1256,Titans,Swing - Right,8,1.48,0,0,1.48,0.185
1257,Titans,Wheel,4,2.84,0,0,2.84,0.71
1258,Titans,Whip,9,2.68,0,0,2.68,0.2977777777777778
1259,Vikings,Angle,2,0.0,0,0,0.0,0.0
1260,Vikings,Beneath,1,0.04,4,0,4.04,4.04
1261,Vikings,Broken Play,30,8.84,20,-4,24.839999999999996,0.8279999999999998
1262,Vikings,Check & Release,6,1.6400000000000001,0,0,1.6400000000000001,0.2733333333333334
1263,Vikings,Chip - Curl,2,0.36000000000000004,0,0,0.36000000000000004,0.18000000000000002
1264,Vikings,Chip - Drag,3,0.08,0,0,0.08,0.02666666666666667
1265,Vikings,Chip - Flat,18,5.08,0,0,5.08,0.2822222222222222
1266,Vikings,Comeback,7,2.7600000000000002,0,0,2.7600000000000002,0.3942857142857143
1267,Vikings,Corner,9,2.56,4,0,6.56,0.7288888888888888
1268,Vikings,Curl,74,24.799999999999997,8,-2,30.799999999999994,0.41621621621621613
1269,Vikings,Deep Cross,13,5.760000000000001,8,-1,12.760000000000002,0.9815384615384617
1270,Vikings,Dig,32,10.32,0,-1,9.32,0.29125
1271,Vikings,Drag,24,7.400000000000001,0,0,7.400000000000001,0.3083333333333334
1272,Vikings,Fade,16,3.12,0,0,3.12,0.195
1273,Vikings,Fade - Back Shoulder,3,2.0,0,0,2.0,0.6666666666666666
1274,Vikings,Flat - Left,10,1.52,4,-1,4.520000000000001,0.4520000000000001
1275,Vikings,Flat - Right,12,2.0800000000000005,4,0,6.080000000000001,0.5066666666666667
1276,Vikings,Go/Fly,23,7.32,4,0,11.32,0.4921739130434783
1277,Vikings,Hitch & Go,6,1.52,8,0,9.52,1.5866666666666667
1278,Vikings,Jet Sweep Pass,8,2.4800000000000004,0,0,2.4800000000000004,0.31000000000000005
1279,Vikings,Out,59,18.32,8,0,26.319999999999993,0.44610169491525414
1280,Vikings,Out & Up,3,1.16,0,0,1.16,0.38666666666666666
1281,Vikings,Over Ball,7,1.56,0,-1,0.56,0.08
1282,Vikings,Post,17,14.879999999999999,12,-2,24.88,1.4635294117647057
1283,Vikings,Post Corner,2,0.8,0,0,0.8,0.4
1284,Vikings,Quick,2,0.9600000000000001,0,0,0.9600000000000001,0.48000000000000004
1285,Vikings,Screen - Bubble,10,1.8399999999999999,0,0,1.8399999999999999,0.184
1286,Vikings,Screen - Drag,1,0.32,0,0,0.32,0.32
1287,Vikings,Screen - Quick,5,0.88,0,0,0.88,0.176
1288,Vikings,Screen - RB,2,0.48000000000000004,0,0,0.48000000000000004,0.24000000000000002
1289,Vikings,Screen - TE,1,0.28,0,0,0.28,0.28
1290,Vikings,Screen - Tunnel,9,1.08,0,0,1.08,0.12000000000000001
1291,Vikings,Seam,17,9.160000000000002,8,-2,15.16,0.8917647058823529
1292,Vikings,Slant,46,12.239999999999998,4,0,16.240000000000002,0.3530434782608696
1293,Vikings,Sluggo,4,2.44,4,0,6.44,1.61
1294,Vikings,Stick - Nod,1,1.12,0,0,1.12,1.12
1295,Vikings,Swing - Left,10,2.96,0,0,2.96,0.296
1296,Vikings,Swing - Right,5,0.7200000000000001,0,0,0.7200000000000001,0.14400000000000002
1297,Vikings,Wheel,4,1.4,4,0,5.4,1.35
1298,Vikings,Whip,12,2.1999999999999997,0,0,2.1999999999999997,0.18333333333333332
