,team,playerName,CoverageType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
16,GB,Aaron Jones,Cover 0,0.0,0,0,0.0,5.0,0.0
17,GB,Aaron Jones,Cover 2,11.4,0,5,16.400000000000002,22.0,0.7454545454545456
18,GB,Aaron Jones,Cover 4,5.5,6,9,20.5,35.0,0.5857142857142857
20,GB,Aaron Jones,Man Cover 2,1.2000000000000002,0,2,3.2,27.0,0.11851851851851852
22,GB,Aaron Jones,Screen,16.200000000000003,6,22,44.199999999999996,39.0,1.1333333333333333
26,MIA,Adam Shaheen,Cover 0,2.1,0,1,3.1,2.0,1.55
31,MIN,Adam Thielen,Cover 0,2.4000000000000004,6,1,9.4,6.0,1.5666666666666667
32,MIN,Adam Thielen,Cover 2,7.4,0,6,13.4,37.0,0.3621621621621622
33,MIN,Adam Thielen,Cover 4,19.8,6,13,38.8,70.0,0.5542857142857143
34,MIN,Adam Thielen,Cover 6,2.4000000000000004,0,2,4.4,9.0,0.48888888888888893
35,MIN,Adam Thielen,Man Cover 2,4.8999999999999995,0,6,10.900000000000002,32.0,0.34062500000000007
36,MIN,Adam Thielen,Prevent,0.0,0,0,0.0,6.0,0.0
37,MIN,Adam Thielen,Screen,3.6,0,8,11.600000000000001,38.0,0.3052631578947369
38,NO,Adam Trautman,Cover 0,0.0,0,0,0.0,8.0,0.0
39,NO,Adam Trautman,Cover 2,4.9,0,3,7.9,21.0,0.3761904761904762
40,NO,Adam Trautman,Cover 4,4.3,0,5,9.3,36.0,0.25833333333333336
41,NO,Adam Trautman,Prevent,0.6000000000000001,0,1,1.6,1.0,1.6
42,NO,Adam Trautman,Screen,4.0,0,6,10.000000000000002,11.0,0.9090909090909093
44,DEN,Albert Okwuegbunam,Combination,0.4,6,1,7.4,1.0,7.4
48,MIN,Albert Wilson,Cover 0,0.0,0,0,0.0,6.0,0.0
49,MIN,Albert Wilson,Cover 2,1.7000000000000002,0,3,4.699999999999999,23.0,0.20434782608695648
50,MIN,Albert Wilson,Cover 4,2.4,0,3,5.4,37.0,0.14594594594594595
51,MIN,Albert Wilson,Cover 6,0.0,0,0,0.0,6.0,0.0
53,MIN,Albert Wilson,Screen,4.300000000000001,0,8,12.3,13.0,0.9461538461538462
54,MIA,Alec Ingold,Cover 0,0.0,0,0,0.0,3.0,0.0
58,MIN,Alexander Mattison,Cover 2,1.0,0,2,3.0,15.0,0.2
59,MIN,Alexander Mattison,Cover 4,0.6,0,5,5.6,26.0,0.21538461538461537
60,MIN,Alexander Mattison,Cover 6,0.7000000000000001,0,1,1.7000000000000002,5.0,0.34
61,MIN,Alexander Mattison,Man Cover 2,0.9000000000000001,0,2,2.9000000000000004,11.0,0.26363636363636367
63,MIN,Alexander Mattison,Screen,9.600000000000001,0,8,17.6,18.0,0.9777777777777779
65,GB,Allen Lazard,Cover 2,3.1000000000000005,0,3,6.1,34.0,0.17941176470588235
67,GB,Allen Lazard,Cover 6,2.8000000000000003,6,2,10.8,19.0,0.5684210526315789
68,GB,Allen Lazard,Man Cover 2,1.4000000000000001,0,1,2.4000000000000004,33.0,0.07272727272727274
69,GB,Allen Lazard,Screen,3.4000000000000004,6,6,15.399999999999999,18.0,0.8555555555555555
72,NO,Alvin Kamara,Cover 2,11.0,0,11,22.0,35.0,0.6285714285714286
73,NO,Alvin Kamara,Cover 4,3.0,6,5,14.000000000000002,27.0,0.5185185185185186
74,NO,Alvin Kamara,Cover 6,0.30000000000000004,0,1,1.3,5.0,0.26
76,NO,Alvin Kamara,Screen,13.8,6,12,31.800000000000004,24.0,1.3250000000000002
78,CLE,Amari Cooper,Cover 0,0.0,0,0,0.0,16.0,0.0
79,CLE,Amari Cooper,Cover 2,8.7,0,7,15.7,81.0,0.19382716049382714
80,CLE,Amari Cooper,Cover 4,18.1,0,13,31.1,68.0,0.45735294117647063
81,CLE,Amari Cooper,Cover 6,1.0,0,1,2.0,10.0,0.2
82,CLE,Amari Cooper,Man Cover 2,4.0,6,5,15.0,21.0,0.7142857142857143
83,CLE,Amari Cooper,Screen,0.8,0,3,3.8,11.0,0.34545454545454546
87,DET,Amon-Ra St. Brown,Cover 0,0.5,0,1,1.5,5.0,0.3
88,DET,Amon-Ra St. Brown,Cover 2,6.800000000000001,6,7,19.8,54.0,0.3666666666666667
89,DET,Amon-Ra St. Brown,Cover 4,19.900000000000002,6,18,43.90000000000001,107.0,0.41028037383177585
90,DET,Amon-Ra St. Brown,Cover 6,0.5,0,1,1.5,20.0,0.075
91,DET,Amon-Ra St. Brown,Man Cover 2,4.4,0,3,7.4,12.0,0.6166666666666667
92,DET,Amon-Ra St. Brown,Other,0.0,0,0,0.0,1.0,0.0
93,DET,Amon-Ra St. Brown,Prevent,0.8,0,1,1.8,6.0,0.3
94,DET,Amon-Ra St. Brown,Screen,7.699999999999999,0,13,20.700000000000003,23.0,0.9000000000000001
97,ARI,Andy Isabella,Cover 0,1.3,0,1,2.3,2.0,1.15
98,ATL,Anthony Firkser,Cover 0,0.4,0,1,1.4,10.0,0.13999999999999999
99,ATL,Anthony Firkser,Cover 2,10.9,0,11,21.9,51.0,0.4294117647058823
100,ATL,Anthony Firkser,Cover 4,4.5,0,4,8.5,28.0,0.30357142857142855
101,ATL,Anthony Firkser,Man Cover 2,1.4,0,2,3.4,17.0,0.19999999999999998
105,PIT,Anthony McFarland Jr.,Prevent,1.1,0,1,2.1,2.0,1.05
110,CLE,Anthony Schwartz,Combination,0.0,0,0,0.0,1.0,0.0
111,CLE,Anthony Schwartz,Cover 0,0.0,0,0,0.0,2.0,0.0
112,CLE,Anthony Schwartz,Cover 2,1.6,0,1,2.6,14.0,0.18571428571428572
114,CLE,Anthony Schwartz,Man Cover 2,0.0,0,0,0.0,10.0,0.0
116,ARI,Antoine Wesley,Combination,0.0,0,0,0.0,2.0,0.0
117,ARI,Antoine Wesley,Cover 0,0.7000000000000001,0,1,1.7000000000000002,7.0,0.24285714285714288
118,ARI,Antoine Wesley,Cover 2,1.6,0,3,4.6,43.0,0.10697674418604651
120,ARI,Antoine Wesley,Cover 6,0.0,0,0,0.0,12.0,0.0
123,WAS,Antonio Gibson,Cover 2,2.2,0,2,4.2,20.0,0.21000000000000002
127,WAS,Antonio Gibson,Screen,11.8,6,16,33.800000000000004,27.0,1.251851851851852
130,IND,Ashton Dulin,Cover 6,2.4000000000000004,0,2,4.4,8.0,0.55
131,IND,Ashton Dulin,Man Cover 2,0.0,0,0,0.0,2.0,0.0
132,IND,Ashton Dulin,Screen,0.8,0,4,4.8,8.0,0.6
134,LAC,Austin Ekeler,Combination,1.4000000000000001,0,1,2.4000000000000004,2.0,1.2000000000000002
135,LAC,Austin Ekeler,Cover 2,11.0,6,10,27.0,45.0,0.6
136,LAC,Austin Ekeler,Cover 4,7.800000000000002,0,9,16.8,47.0,0.3574468085106383
137,LAC,Austin Ekeler,Cover 6,4.300000000000001,0,7,11.300000000000002,14.0,0.8071428571428573
138,LAC,Austin Ekeler,Man Cover 2,4.1000000000000005,0,3,7.1000000000000005,22.0,0.32272727272727275
139,LAC,Austin Ekeler,Screen,16.299999999999997,12,17,45.30000000000001,22.0,2.0590909090909095
141,TEN,Austin Hooper,Cover 0,0.0,0,0,0.0,4.0,0.0
142,TEN,Austin Hooper,Cover 2,1.4000000000000001,0,2,3.4000000000000004,30.0,0.11333333333333334
143,TEN,Austin Hooper,Cover 4,4.200000000000001,0,6,10.2,31.0,0.3290322580645161
144,TEN,Austin Hooper,Cover 6,1.1,0,1,2.1,4.0,0.525
145,TEN,Austin Hooper,Man Cover 2,1.8000000000000003,0,2,3.8000000000000003,20.0,0.19
146,TEN,Austin Hooper,Prevent,0.0,0,0,0.0,2.0,0.0
147,TEN,Austin Hooper,Screen,7.9,0,5,12.9,16.0,0.80625
149,LAR,Ben Skowronek,Cover 2,8.600000000000001,0,5,13.600000000000001,11.0,1.2363636363636366
151,LAR,Ben Skowronek,Man Cover 2,0.0,0,0,0.0,8.0,0.0
157,KC,Blake Bell,Cover 6,0.4,0,1,1.4,3.0,0.4666666666666666
158,KC,Blake Bell,Screen,3.8,0,4,7.8,5.0,1.56
160,PHI,Boston Scott,Screen,2.4000000000000004,0,6,8.399999999999999,9.0,0.9333333333333331
161,HOU,Brandin Cooks,Combination,1.0,0,1,2.0,3.0,0.6666666666666666
162,HOU,Brandin Cooks,Cover 0,1.2000000000000002,0,2,3.2,13.0,0.24615384615384617
163,HOU,Brandin Cooks,Cover 2,15.4,0,9,24.400000000000002,60.0,0.4066666666666667
164,HOU,Brandin Cooks,Cover 4,16.7,6,14,36.7,78.0,0.47051282051282056
165,HOU,Brandin Cooks,Cover 6,2.2,6,3,11.2,24.0,0.4666666666666666
166,HOU,Brandin Cooks,Man Cover 2,2.2,0,2,4.2,25.0,0.168
167,HOU,Brandin Cooks,Prevent,4.500000000000001,0,4,8.5,10.0,0.85
168,HOU,Brandin Cooks,Screen,11.099999999999998,6,15,32.1,40.0,0.8025
169,SF,Brandon Aiyuk,Cover 0,0.8,6,1,7.8,11.0,0.7090909090909091
170,SF,Brandon Aiyuk,Cover 2,8.3,0,6,14.3,62.0,0.2306451612903226
171,SF,Brandon Aiyuk,Cover 4,12.9,0,6,18.900000000000002,69.0,0.2739130434782609
172,SF,Brandon Aiyuk,Cover 6,2.7,0,1,3.7,17.0,0.21764705882352942
173,SF,Brandon Aiyuk,Man Cover 2,1.1,6,1,8.1,23.0,0.3521739130434782
175,SF,Brandon Aiyuk,Other,0.0,0,0,0.0,1.0,0.0
176,SF,Brandon Aiyuk,Screen,3.0,0,9,12.000000000000002,25.0,0.4800000000000001
178,LV,Brandon Bolden,Cover 4,5.300000000000001,0,7,12.3,38.0,0.3236842105263158
179,LV,Brandon Bolden,Cover 6,0.30000000000000004,0,1,1.3,5.0,0.26
180,LV,Brandon Bolden,Man Cover 2,3.1000000000000005,6,3,12.100000000000001,21.0,0.5761904761904763
182,LV,Brandon Bolden,Screen,17.599999999999998,6,18,41.6,19.0,2.1894736842105265
186,CAR,Brandon Zylstra,Prevent,0.0,0,0,0.0,5.0,0.0
188,NYJ,Braxton Berrios,Cover 0,1.4000000000000001,6,2,9.4,7.0,1.342857142857143
189,NYJ,Braxton Berrios,Cover 2,4.9,0,4,8.9,38.0,0.23421052631578948
191,NYJ,Braxton Berrios,Man Cover 2,0.0,0,0,0.0,7.0,0.0
192,NYJ,Braxton Berrios,Other,4.6000000000000005,0,1,5.6000000000000005,1.0,5.6000000000000005
193,NYJ,Braxton Berrios,Prevent,1.1,0,1,2.1,2.0,1.05
194,NYJ,Braxton Berrios,Screen,8.0,0,15,23.0,24.0,0.9583333333333334
197,TB,Breshad Perriman,Cover 6,2.4000000000000004,0,1,3.4000000000000004,3.0,1.1333333333333335
198,TB,Breshad Perriman,Man Cover 2,0.5,0,1,1.5,5.0,0.3
200,HOU,Brevin Jordan,Cover 0,1.3,6,1,8.3,3.0,2.766666666666667
203,HOU,Brevin Jordan,Cover 6,0.7,0,2,2.7,10.0,0.27
209,ATL,Bryan Edwards,Cover 0,1.2000000000000002,0,1,2.2,10.0,0.22000000000000003
210,ATL,Bryan Edwards,Cover 2,7.1000000000000005,6,3,16.099999999999998,46.0,0.35
211,ATL,Bryan Edwards,Cover 4,2.3,0,2,4.3,81.0,0.053086419753086415
213,ATL,Bryan Edwards,Man Cover 2,5.7,0,3,8.7,38.0,0.22894736842105262
214,ATL,Bryan Edwards,Screen,2.2,6,3,11.2,7.0,1.5999999999999999
215,LAR,Brycen Hopkins,Combination,0.9,0,1,1.9,1.0,1.9
216,CHI,Byron Pringle,Combination,2.6,0,2,4.6,3.0,1.5333333333333332
218,CHI,Byron Pringle,Cover 2,17.400000000000006,6,14,37.400000000000006,48.0,0.7791666666666668
219,CHI,Byron Pringle,Cover 4,10.3,0,10,20.3,62.0,0.3274193548387097
220,CHI,Byron Pringle,Cover 6,1.0,0,1,2.0,15.0,0.13333333333333333
221,CHI,Byron Pringle,Man Cover 2,7.400000000000001,6,4,17.4,46.0,0.3782608695652174
229,MIN,C.J. Ham,Cover 4,2.0,0,4,6.0,6.0,1.0
234,NYJ,C.J. Uzomah,Cover 2,11.9,0,12,23.900000000000002,77.0,0.31038961038961044
235,NYJ,C.J. Uzomah,Cover 4,10.0,0,10,20.000000000000004,68.0,0.2941176470588236
236,NYJ,C.J. Uzomah,Cover 6,2.6,0,5,7.6000000000000005,22.0,0.34545454545454546
237,NYJ,C.J. Uzomah,Man Cover 2,2.0,0,2,4.0,26.0,0.15384615384615385
239,NYJ,C.J. Uzomah,Other,3.2,0,1,4.2,2.0,2.1
240,NYJ,C.J. Uzomah,Prevent,3.2,0,1,4.2,1.0,4.2
241,NYJ,C.J. Uzomah,Screen,3.8,0,6,9.799999999999999,10.0,0.9799999999999999
248,WAS,Cam Sims,Combination,0.7000000000000001,0,1,1.7000000000000002,3.0,0.5666666666666668
249,WAS,Cam Sims,Cover 0,1.3,0,1,2.3,3.0,0.7666666666666666
252,WAS,Cam Sims,Cover 6,1.8,0,1,2.8,5.0,0.5599999999999999
254,WAS,Cam Sims,Prevent,0.0,0,0,0.0,6.0,0.0
256,TB,Cameron Brate,Combination,1.8,0,1,2.8,1.0,2.8
257,TB,Cameron Brate,Cover 2,0.8,0,1,1.8,31.0,0.05806451612903226
258,TB,Cameron Brate,Cover 4,5.2,0,5,10.2,37.0,0.27567567567567564
259,TB,Cameron Brate,Cover 6,0.0,0,0,0.0,8.0,0.0
260,TB,Cameron Brate,Man Cover 2,0.9,0,1,1.9,25.0,0.076
261,TB,Cameron Brate,Screen,3.3000000000000007,0,4,7.3,12.0,0.6083333333333333
263,DAL,CeeDee Lamb,Cover 0,4.4,12,2,18.4,16.0,1.15
264,DAL,CeeDee Lamb,Cover 2,6.800000000000001,0,9,15.800000000000002,85.0,0.1858823529411765
265,DAL,CeeDee Lamb,Cover 4,12.700000000000001,0,9,21.700000000000003,70.0,0.31000000000000005
266,DAL,CeeDee Lamb,Cover 6,3.7,0,4,7.7,12.0,0.6416666666666667
267,DAL,CeeDee Lamb,Man Cover 2,9.3,0,5,14.299999999999999,20.0,0.715
