,nickName,touch,RunDirection_descr,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch
32,Broncos,51,Right A Gap,24.200000000000003,6,0,30.200000000000003,0.592156862745098
33,Broncos,36,Right D Gap,12.200000000000001,0,-2,10.2,0.2833333333333333
34,Broncos,75,Right Off-Tackle Gap Unknown,37.2,18,0,55.20000000000001,0.7360000000000001
35,Browns,69,Left A Gap,32.500000000000014,12,0,44.499999999999986,0.6449275362318838
36,Browns,38,Left D Gap,23.200000000000006,12,0,35.20000000000001,0.9263157894736844
37,Browns,46,Left Off-Tackle Gap Unknown,21.099999999999994,0,0,21.099999999999994,0.4586956521739129
38,Browns,20,Middle,-1.5000000000000007,0,0,-1.5000000000000007,-0.07500000000000004
39,Browns,72,Right A Gap,27.7,18,0,45.70000000000001,0.6347222222222224
40,Browns,41,Right D Gap,24.000000000000007,18,0,41.999999999999986,1.0243902439024386
41,Browns,57,Right Off-Tackle Gap Unknown,28.800000000000008,18,0,46.800000000000004,0.8210526315789475
42,Buccaneers,38,Left A Gap,9.499999999999998,0,0,9.499999999999998,0.24999999999999994
43,Buccaneers,69,Left D Gap,34.5,6,0,40.5,0.5869565217391305
44,Buccaneers,67,Left Off-Tackle Gap Unknown,33.3,30,0,63.29999999999998,0.9447761194029848
45,Buccaneers,14,Middle,0.4,6,-1,5.3999999999999995,0.3857142857142857
46,Buccaneers,51,Right A Gap,13.000000000000005,6,-1,18.0,0.35294117647058826
47,Buccaneers,62,Right D Gap,36.20000000000001,18,-1,53.20000000000002,0.8580645161290326
48,Buccaneers,54,Right Off-Tackle Gap Unknown,22.6,6,-1,27.6,0.5111111111111112
49,Cardinals,65,Left A Gap,28.800000000000008,12,0,40.80000000000001,0.6276923076923079
50,Cardinals,54,Left D Gap,29.300000000000004,12,0,41.3,0.7648148148148147
51,Cardinals,73,Left Off-Tackle Gap Unknown,42.500000000000014,6,0,48.500000000000014,0.6643835616438358
52,Cardinals,11,Middle,0.3,0,-1,-0.7,-0.06363636363636363
53,Cardinals,71,Right A Gap,29.7,18,0,47.69999999999999,0.6718309859154928
54,Cardinals,35,Right D Gap,14.999999999999998,6,0,20.999999999999993,0.5999999999999998
55,Cardinals,73,Right Off-Tackle Gap Unknown,36.999999999999986,0,-1,35.99999999999999,0.49315068493150677
56,Chargers,75,Left A Gap,28.300000000000004,12,-1,39.300000000000004,0.524
57,Chargers,33,Left D Gap,11.200000000000005,0,0,11.200000000000005,0.3393939393939395
58,Chargers,95,Left Off-Tackle Gap Unknown,41.20000000000001,24,0,65.20000000000003,0.6863157894736845
59,Chargers,11,Middle,-1.2000000000000002,0,0,-1.2000000000000002,-0.10909090909090911
60,Chargers,79,Right A Gap,44.500000000000014,24,-2,66.50000000000001,0.8417721518987343
61,Chargers,37,Right D Gap,31.0,24,0,55.000000000000014,1.4864864864864868
62,Chargers,86,Right Off-Tackle Gap Unknown,44.10000000000001,24,0,68.10000000000004,0.7918604651162795
63,Chiefs,59,Left A Gap,27.500000000000007,18,-3,42.5,0.7203389830508474
64,Chiefs,52,Left D Gap,25.89999999999999,24,0,49.899999999999984,0.9596153846153843
65,Chiefs,75,Left Off-Tackle Gap Unknown,31.0,18,0,49.0,0.6533333333333333
66,Chiefs,11,Middle,-0.5,0,0,-0.5,-0.045454545454545456
67,Chiefs,69,Right A Gap,29.100000000000016,0,0,29.100000000000016,0.42173913043478284
68,Chiefs,58,Right D Gap,31.1,18,0,49.1,0.846551724137931
69,Chiefs,82,Right Off-Tackle Gap Unknown,40.10000000000001,12,-1,51.099999999999994,0.623170731707317
70,Colts,34,Left A Gap,12.199999999999998,12,0,24.2,0.711764705882353
71,Colts,52,Left D Gap,41.400000000000006,12,0,53.4,1.0269230769230768
72,Colts,64,Left Off-Tackle Gap Unknown,32.800000000000004,12,-1,43.80000000000001,0.6843750000000002
73,Colts,14,Middle,-0.6,0,0,-0.6,-0.04285714285714286
74,Colts,48,Right A Gap,15.600000000000001,12,0,27.600000000000005,0.5750000000000001
75,Colts,46,Right D Gap,24.300000000000004,0,-1,23.300000000000004,0.5065217391304349
76,Colts,56,Right Off-Tackle Gap Unknown,28.299999999999997,0,0,28.299999999999997,0.5053571428571428
77,Cowboys,44,Left A Gap,15.200000000000003,6,0,21.200000000000003,0.48181818181818187
78,Cowboys,45,Left D Gap,24.5,0,0,24.5,0.5444444444444444
79,Cowboys,70,Left Off-Tackle Gap Unknown,35.2,6,0,41.20000000000001,0.5885714285714287
80,Cowboys,19,Middle,0.40000000000000036,6,0,6.400000000000003,0.33684210526315805
81,Cowboys,58,Right A Gap,29.7,18,0,47.7,0.8224137931034483
82,Cowboys,48,Right D Gap,30.499999999999996,24,0,54.5,1.1354166666666667
83,Cowboys,72,Right Off-Tackle Gap Unknown,30.000000000000007,12,-1,41.0,0.5694444444444444
84,Dolphins,48,Left A Gap,24.2,12,0,36.199999999999996,0.7541666666666665
85,Dolphins,48,Left D Gap,28.799999999999994,12,0,40.800000000000004,0.8500000000000001
86,Dolphins,73,Left Off-Tackle Gap Unknown,31.699999999999996,6,0,37.699999999999996,0.5164383561643835
87,Dolphins,15,Middle,-0.9999999999999999,6,-1,4.0,0.26666666666666666
88,Dolphins,65,Right A Gap,26.00000000000001,18,-1,43.0,0.6615384615384615
89,Dolphins,37,Right D Gap,18.099999999999994,12,-1,29.099999999999998,0.7864864864864864
90,Dolphins,72,Right Off-Tackle Gap Unknown,38.900000000000006,18,0,56.90000000000001,0.790277777777778
91,Eagles,56,Left A Gap,24.399999999999995,30,0,54.40000000000003,0.9714285714285719
92,Eagles,50,Left D Gap,25.399999999999995,0,0,25.399999999999995,0.5079999999999999
93,Eagles,83,Left Off-Tackle Gap Unknown,31.099999999999998,18,0,49.10000000000001,0.591566265060241
94,Eagles,22,Middle,-0.3999999999999998,0,0,-0.3999999999999998,-0.018181818181818174
95,Eagles,61,Right A Gap,22.100000000000005,18,0,40.1,0.6573770491803279
96,Eagles,34,Right D Gap,10.500000000000004,0,0,10.500000000000004,0.30882352941176483
97,Eagles,72,Right Off-Tackle Gap Unknown,35.5,18,0,53.50000000000002,0.7430555555555558
98,Falcons,56,Left A Gap,24.299999999999994,24,0,48.3,0.8624999999999999
99,Falcons,41,Left D Gap,22.1,18,0,40.09999999999999,0.9780487804878045
100,Falcons,55,Left Off-Tackle Gap Unknown,29.299999999999997,18,0,47.300000000000004,0.8600000000000001
101,Falcons,23,Middle,0.30000000000000027,0,0,0.30000000000000027,0.013043478260869577
102,Falcons,103,Right A Gap,48.000000000000014,24,-1,71.00000000000001,0.6893203883495147
103,Falcons,59,Right D Gap,37.9,6,0,43.9,0.7440677966101694
104,Falcons,73,Right Off-Tackle Gap Unknown,27.000000000000004,6,-2,31.00000000000001,0.4246575342465755
105,Football Team,59,Left A Gap,20.200000000000006,36,0,56.199999999999996,0.9525423728813559
106,Football Team,34,Left D Gap,24.2,0,0,24.2,0.711764705882353
107,Football Team,68,Left Off-Tackle Gap Unknown,28.8,12,0,40.79999999999999,0.5999999999999999
108,Football Team,13,Middle,0.6,0,0,0.6,0.04615384615384615
109,Football Team,55,Right A Gap,24.999999999999996,6,0,30.999999999999996,0.5636363636363636
110,Football Team,26,Right D Gap,13.3,12,-1,24.300000000000004,0.9346153846153847
111,Football Team,61,Right Off-Tackle Gap Unknown,23.2,6,0,29.2,0.4786885245901639
112,Giants,41,Left A Gap,14.6,12,0,26.599999999999994,0.648780487804878
113,Giants,46,Left D Gap,18.500000000000007,6,0,24.500000000000007,0.5326086956521741
114,Giants,77,Left Off-Tackle Gap Unknown,33.6,18,0,51.600000000000016,0.6701298701298704
115,Giants,12,Middle,-0.7,0,-1,-1.7000000000000006,-0.14166666666666672
116,Giants,59,Right A Gap,24.999999999999996,6,0,30.999999999999996,0.5254237288135593
117,Giants,49,Right D Gap,32.300000000000004,6,0,38.30000000000002,0.7816326530612249
118,Giants,103,Right Off-Tackle Gap Unknown,58.400000000000006,18,-1,75.39999999999999,0.7320388349514563
119,Jaguars,42,Left A Gap,11.800000000000002,18,0,29.8,0.7095238095238096
120,Jaguars,50,Left D Gap,31.299999999999997,24,0,55.29999999999998,1.1059999999999997
121,Jaguars,70,Left Off-Tackle Gap Unknown,37.399999999999984,30,0,67.39999999999999,0.9628571428571427
122,Jaguars,24,Middle,1.8999999999999997,0,0,1.8999999999999997,0.07916666666666665
123,Jaguars,73,Right A Gap,32.9,18,0,50.89999999999999,0.6972602739726026
124,Jaguars,56,Right D Gap,38.9,24,0,62.89999999999999,1.1232142857142855
125,Jaguars,60,Right Off-Tackle Gap Unknown,25.0,12,-1,36.000000000000014,0.6000000000000002
126,Jets,56,Left A Gap,27.200000000000003,24,0,51.199999999999996,0.9142857142857143
127,Jets,46,Left D Gap,31.9,12,-1,42.900000000000006,0.9326086956521741
128,Jets,80,Left Off-Tackle Gap Unknown,32.3,30,-1,61.3,0.76625
129,Jets,26,Middle,-0.7,0,0,-0.7,-0.02692307692307692
130,Jets,67,Right A Gap,30.000000000000018,12,-1,41.00000000000001,0.6119402985074628
131,Jets,35,Right D Gap,27.10000000000001,18,-1,44.100000000000016,1.2600000000000005
132,Jets,70,Right Off-Tackle Gap Unknown,36.0,30,0,66.00000000000003,0.9428571428571433
133,Lions,50,Left A Gap,20.900000000000006,6,-1,25.9,0.518
134,Lions,48,Left D Gap,28.300000000000008,12,0,40.3,0.8395833333333332
135,Lions,85,Left Off-Tackle Gap Unknown,41.89999999999999,30,0,71.89999999999999,0.8458823529411764
136,Lions,27,Middle,-2.400000000000001,0,-1,-3.400000000000002,-0.125925925925926
137,Lions,66,Right A Gap,31.40000000000001,24,0,55.39999999999998,0.839393939393939
138,Lions,48,Right D Gap,31.900000000000006,6,0,37.90000000000002,0.7895833333333337
139,Lions,91,Right Off-Tackle Gap Unknown,38.900000000000006,12,0,50.89999999999999,0.5593406593406592
140,Packers,62,Left A Gap,26.800000000000004,30,0,56.800000000000004,0.9161290322580646
141,Packers,42,Left D Gap,28.200000000000003,18,0,46.199999999999996,1.0999999999999999
142,Packers,67,Left Off-Tackle Gap Unknown,30.500000000000007,12,0,42.50000000000001,0.6343283582089553
143,Packers,16,Middle,-0.4,0,-1,-1.4000000000000001,-0.08750000000000001
144,Packers,62,Right A Gap,32.8,18,0,50.79999999999998,0.8193548387096772
145,Packers,59,Right D Gap,36.099999999999994,0,0,36.099999999999994,0.6118644067796609
146,Packers,59,Right Off-Tackle Gap Unknown,22.299999999999997,0,0,22.299999999999997,0.3779661016949152
147,Panthers,43,Left A Gap,17.799999999999997,12,-1,28.800000000000004,0.6697674418604652
148,Panthers,56,Left D Gap,38.00000000000002,12,0,50.000000000000014,0.8928571428571431
149,Panthers,72,Left Off-Tackle Gap Unknown,37.80000000000001,18,0,55.800000000000026,0.7750000000000004
150,Panthers,29,Middle,-1.3,0,-1,-2.300000000000001,-0.07931034482758624
151,Panthers,72,Right A Gap,27.099999999999998,12,0,39.099999999999994,0.5430555555555555
152,Panthers,47,Right D Gap,21.699999999999992,18,0,39.699999999999996,0.8446808510638297
153,Panthers,60,Right Off-Tackle Gap Unknown,22.29999999999999,0,0,22.29999999999999,0.3716666666666665
154,Patriots,52,Left A Gap,27.100000000000012,6,-1,32.10000000000001,0.6173076923076924
155,Patriots,40,Left D Gap,30.400000000000002,0,0,30.400000000000002,0.76
156,Patriots,63,Left Off-Tackle Gap Unknown,34.80000000000001,18,-2,50.80000000000001,0.8063492063492065
157,Patriots,19,Middle,-0.7,0,-1,-1.7000000000000002,-0.08947368421052633
158,Patriots,70,Right A Gap,27.100000000000005,6,-1,32.1,0.4585714285714286
159,Patriots,43,Right D Gap,23.000000000000004,12,0,35.000000000000014,0.8139534883720934
160,Patriots,91,Right Off-Tackle Gap Unknown,39.599999999999994,12,0,51.60000000000001,0.5670329670329671
161,Raiders,49,Left A Gap,17.7,12,-1,28.700000000000006,0.5857142857142859
162,Raiders,70,Left D Gap,28.699999999999992,12,0,40.7,0.5814285714285715
163,Raiders,72,Left Off-Tackle Gap Unknown,38.89999999999999,18,0,56.89999999999999,0.7902777777777776
164,Raiders,22,Middle,-0.09999999999999992,0,-1,-1.1000000000000008,-0.05000000000000004
165,Raiders,61,Right A Gap,29.50000000000001,18,-1,46.5,0.7622950819672131
166,Raiders,55,Right D Gap,24.300000000000008,24,0,48.300000000000026,0.8781818181818186
167,Raiders,49,Right Off-Tackle Gap Unknown,20.299999999999994,6,-1,25.299999999999994,0.5163265306122448
168,Rams,71,Left A Gap,21.199999999999992,36,-1,56.199999999999996,0.7915492957746478
169,Rams,49,Left D Gap,21.800000000000008,6,0,27.800000000000004,0.5673469387755103
170,Rams,86,Left Off-Tackle Gap Unknown,41.60000000000001,6,0,47.60000000000001,0.5534883720930234
171,Rams,15,Middle,0.4,6,0,6.400000000000002,0.4266666666666668
172,Rams,68,Right A Gap,20.799999999999994,18,0,38.8,0.5705882352941176
173,Rams,43,Right D Gap,18.400000000000002,24,0,42.4,0.9860465116279069
174,Rams,58,Right Off-Tackle Gap Unknown,33.50000000000001,6,0,39.50000000000001,0.6810344827586208
175,Ravens,53,Left A Gap,14.700000000000001,12,0,26.699999999999996,0.5037735849056603
176,Ravens,53,Left D Gap,26.000000000000004,12,0,37.999999999999986,0.7169811320754714
177,Ravens,65,Left Off-Tackle Gap Unknown,23.400000000000002,6,-1,28.4,0.4369230769230769
178,Ravens,13,Middle,-0.3,6,0,5.700000000000002,0.4384615384615386
179,Ravens,44,Right A Gap,15.899999999999999,18,0,33.900000000000006,0.7704545454545456
180,Ravens,54,Right D Gap,29.099999999999998,6,0,35.10000000000001,0.6500000000000001
181,Ravens,54,Right Off-Tackle Gap Unknown,23.900000000000002,12,0,35.900000000000006,0.664814814814815
182,Saints,56,Left A Gap,17.400000000000002,12,0,29.4,0.525
183,Saints,48,Left D Gap,29.200000000000006,6,0,35.2,0.7333333333333334
184,Saints,64,Left Off-Tackle Gap Unknown,18.3,0,-1,17.3,0.2703125
185,Saints,16,Middle,-0.19999999999999998,6,0,5.800000000000001,0.36250000000000004
186,Saints,43,Right A Gap,14.299999999999995,6,0,20.299999999999994,0.4720930232558138
187,Saints,45,Right D Gap,19.699999999999996,30,0,49.70000000000001,1.1044444444444446
188,Saints,57,Right Off-Tackle Gap Unknown,18.1,6,-1,23.099999999999998,0.4052631578947368
189,Seahawks,57,Left A Gap,15.799999999999997,18,0,33.800000000000004,0.5929824561403509
190,Seahawks,54,Left D Gap,24.300000000000004,12,0,36.300000000000004,0.6722222222222223
191,Seahawks,81,Left Off-Tackle Gap Unknown,39.0,12,0,51.0,0.6296296296296297
192,Seahawks,17,Middle,2.220446049250313e-16,0,-1,-1.0000000000000004,-0.05882352941176473
193,Seahawks,76,Right A Gap,23.899999999999984,12,0,35.89999999999999,0.4723684210526315
194,Seahawks,56,Right D Gap,34.1,6,0,40.10000000000001,0.7160714285714287
195,Seahawks,83,Right Off-Tackle Gap Unknown,32.1,18,0,50.1,0.6036144578313253
196,Steelers,52,Left A Gap,19.299999999999994,12,0,31.299999999999994,0.6019230769230768
197,Steelers,62,Left D Gap,39.50000000000001,18,0,57.49999999999998,0.9274193548387093
198,Steelers,78,Left Off-Tackle Gap Unknown,50.80000000000002,18,-1,67.80000000000003,0.8692307692307696
199,Steelers,21,Middle,1.4999999999999998,0,-2,-0.5000000000000002,-0.02380952380952382
200,Steelers,43,Right A Gap,17.200000000000006,6,0,23.200000000000003,0.5395348837209303
201,Steelers,56,Right D Gap,28.600000000000005,6,0,34.6,0.6178571428571429
202,Steelers,87,Right Off-Tackle Gap Unknown,40.4,18,0,58.399999999999984,0.6712643678160918
203,Texans,45,Left A Gap,23.8,12,0,35.79999999999999,0.7955555555555553
204,Texans,67,Left D Gap,37.8,12,0,49.79999999999999,0.7432835820895521
205,Texans,96,Left Off-Tackle Gap Unknown,52.300000000000004,30,-1,81.3,0.8468749999999999
206,Texans,26,Middle,-0.1999999999999998,6,0,5.800000000000004,0.22307692307692323
207,Texans,55,Right A Gap,23.200000000000003,18,0,41.199999999999996,0.749090909090909
208,Texans,59,Right D Gap,33.300000000000004,18,0,51.30000000000001,0.869491525423729
209,Texans,73,Right Off-Tackle Gap Unknown,34.60000000000001,24,-1,57.60000000000001,0.789041095890411
210,Titans,39,Left A Gap,18.5,0,0,18.5,0.47435897435897434
211,Titans,44,Left D Gap,21.5,18,0,39.500000000000014,0.897727272727273
212,Titans,65,Left Off-Tackle Gap Unknown,27.200000000000003,6,0,33.20000000000001,0.510769230769231
213,Titans,9,Middle,0.8,0,0,0.8,0.08888888888888889
214,Titans,62,Right A Gap,17.900000000000002,30,-1,46.9,0.7564516129032258
215,Titans,43,Right D Gap,22.6,24,0,46.60000000000001,1.0837209302325583
216,Titans,50,Right Off-Tackle Gap Unknown,21.400000000000002,0,0,21.400000000000002,0.42800000000000005
217,Vikings,42,Left A Gap,23.100000000000005,6,0,29.1,0.6928571428571428
218,Vikings,66,Left D Gap,31.00000000000001,12,0,42.99999999999999,0.6515151515151514
219,Vikings,68,Left Off-Tackle Gap Unknown,37.400000000000006,18,0,55.39999999999999,0.8147058823529411
220,Vikings,7,Middle,-0.5,0,0,-0.5,-0.07142857142857142
221,Vikings,51,Right A Gap,18.299999999999997,6,0,24.299999999999997,0.47647058823529403
222,Vikings,79,Right D Gap,35.3,6,-3,38.29999999999999,0.48481012658227834
223,Vikings,84,Right Off-Tackle Gap Unknown,43.5,18,0,61.50000000000001,0.7321428571428572
