,team,playerName,CoverageType_pooled,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
392,SEA,Freddie Swain,Zone,26.8,18,14,58.8,177.0,0.33220338983050846
395,BUF,Gabriel Davis,Man,31.199999999999996,30,18,79.2,139.0,0.5697841726618705
396,BUF,Gabriel Davis,Other,9.800000000000002,18,11,38.8,33.0,1.1757575757575758
397,BUF,Gabriel Davis,Zone,38.7,18,17,73.7,116.0,0.6353448275862069
400,TEN,Geoff Swaim,Man,7.200000000000001,0,12,19.200000000000003,53.0,0.36226415094339626
401,TEN,Geoff Swaim,Other,4.5,18,7,29.500000000000004,21.0,1.4047619047619049
402,TEN,Geoff Swaim,Zone,9.3,0,12,21.3,5.0,4.26
403,SF,George Kittle,Man,35.20000000000001,6,25,66.19999999999999,145.0,0.45655172413793094
404,SF,George Kittle,Other,12.000000000000002,18,13,43.0,31.0,1.3870967741935485
405,SF,George Kittle,Zone,54.79999999999999,18,40,112.79999999999998,174.0,0.6482758620689654
406,LAC,Gerald Everett,Man,7.800000000000001,0,7,14.8,41.0,0.3609756097560976
407,LAC,Gerald Everett,Other,11.899999999999999,18,18,47.900000000000006,48.0,0.9979166666666668
408,LAC,Gerald Everett,Zone,30.2,6,24,60.2,173.0,0.34797687861271676
413,PHI,Greg Ward,Man,1.7,6,2,9.7,1.0,9.7
414,PHI,Greg Ward,Other,0.9,0,1,1.9,7.0,0.2714285714285714
416,PIT,Gunner Olszewski,Man,3.1,0,2,5.1,4.0,1.275
418,CLE,Harrison Bryant,Man,7.6,6,8,21.6,5.0,4.32
419,CLE,Harrison Bryant,Other,3.1000000000000005,12,3,18.1,8.0,2.2625
420,CLE,Harrison Bryant,Zone,12.600000000000001,0,10,22.6,51.0,0.4431372549019608
421,CIN,Hayden Hurst,Man,10.600000000000001,12,11,33.599999999999994,84.0,0.3999999999999999
422,CIN,Hayden Hurst,Other,1.2,6,4,11.2,9.0,1.2444444444444445
423,CIN,Hayden Hurst,Zone,10.4,0,11,21.4,55.0,0.38909090909090904
424,NE,Hunter Henry,Man,22.700000000000003,12,22,56.7,191.0,0.2968586387434555
425,NE,Hunter Henry,Other,4.800000000000001,24,5,33.8,13.0,2.5999999999999996
426,NE,Hunter Henry,Zone,38.1,18,26,82.10000000000001,154.0,0.5331168831168832
427,LV,Hunter Renfrow,Man,37.300000000000004,18,34,89.3,236.0,0.3783898305084746
428,LV,Hunter Renfrow,Other,11.0,18,20,49.00000000000001,27.0,1.814814814814815
429,LV,Hunter Renfrow,Zone,61.30000000000001,18,57,136.3,237.0,0.5751054852320675
430,CAR,Ian Thomas,Man,12.600000000000003,0,9,21.6,97.0,0.22268041237113403
431,CAR,Ian Thomas,Other,0.0,0,2,2.0,10.0,0.2
432,CAR,Ian Thomas,Zone,6.200000000000001,0,7,13.2,114.0,0.11578947368421053
435,BUF,Isaiah McKenzie,Man,10.6,0,10,20.6,37.0,0.5567567567567568
436,BUF,Isaiah McKenzie,Other,2.7,6,6,14.700000000000001,22.0,0.6681818181818182
438,WAS,J.D. McKissic,Man,17.4,6,14,37.4,92.0,0.40652173913043477
439,WAS,J.D. McKissic,Other,10.399999999999999,6,11,27.400000000000002,18.0,1.5222222222222224
440,WAS,J.D. McKissic,Zone,11.900000000000002,0,18,29.900000000000002,93.0,0.32150537634408605
442,CLE,Ja'Marcus Bradley,Other,1.7000000000000002,0,2,3.7,4.0,0.925
444,CIN,Ja'Marr Chase,Man,96.70000000000002,48,42,186.70000000000002,252.0,0.7408730158730159
445,CIN,Ja'Marr Chase,Other,19.9,18,21,58.9,51.0,1.1549019607843136
446,CIN,Ja'Marr Chase,Zone,75.7,18,47,140.7,224.0,0.6281249999999999
447,PHI,Jack Stoll,Man,0.6000000000000001,0,2,2.5999999999999996,3.0,0.8666666666666666
450,LV,Jacob Hollister,Man,2.2,0,4,6.199999999999999,4.0,1.5499999999999998
451,LV,Jacob Hollister,Other,0.7000000000000001,6,2,8.7,7.0,1.2428571428571427
453,TB,Jaelon Darden,Man,3.3000000000000003,0,2,5.300000000000001,10.0,0.53
454,TB,Jaelon Darden,Other,1.0,0,4,5.0,10.0,0.5
457,BUF,Jake Kumerow,Zone,1.5,0,1,2.5,1.0,2.5
459,LV,Jakob Johnson,Other,0.2,0,1,1.2,2.0,0.6
461,NE,Jakobi Meyers,Man,55.800000000000004,6,47,108.80000000000001,239.0,0.4552301255230126
462,NE,Jakobi Meyers,Other,3.4,6,6,15.4,16.0,0.9625
463,NE,Jakobi Meyers,Zone,34.2,6,37,77.19999999999999,222.0,0.3477477477477477
464,LAC,Jalen Guyton,Man,15.9,6,12,33.9,193.0,0.17564766839378237
465,LAC,Jalen Guyton,Other,1.7000000000000002,0,1,2.7,17.0,0.15882352941176472
466,LAC,Jalen Guyton,Zone,27.200000000000003,12,18,57.2,168.0,0.3404761904761905
467,PHI,Jalen Reagor,Man,6.7,0,6,12.7,131.0,0.09694656488549618
468,PHI,Jalen Reagor,Other,10.200000000000001,6,16,32.2,47.0,0.6851063829787235
469,PHI,Jalen Reagor,Zone,14.100000000000001,6,13,33.1,167.0,0.19820359281437128
470,DET,Jamaal Williams,Man,2.4,0,6,8.4,13.0,0.6461538461538462
471,DET,Jamaal Williams,Other,0.9,0,3,3.9,7.0,0.5571428571428572
472,DET,Jamaal Williams,Zone,12.4,0,17,29.399999999999995,42.0,0.6999999999999998
473,JAX,Jamal Agnew,Man,9.600000000000001,0,9,18.600000000000005,49.0,0.379591836734694
474,JAX,Jamal Agnew,Other,6.100000000000001,6,8,20.1,18.0,1.1166666666666667
475,JAX,Jamal Agnew,Zone,7.200000000000001,0,7,14.200000000000001,34.0,0.4176470588235294
476,ARI,James Conner,Man,8.100000000000001,6,9,23.1,26.0,0.8884615384615385
477,ARI,James Conner,Other,18.200000000000003,6,16,40.2,25.0,1.608
478,ARI,James Conner,Zone,10.8,6,13,29.8,90.0,0.33111111111111113
479,CHI,James O'Shaughnessy,Man,11.4,0,10,21.400000000000002,32.0,0.6687500000000001
480,CHI,James O'Shaughnessy,Other,4.000000000000001,0,5,9.000000000000002,8.0,1.1250000000000002
481,CHI,James O'Shaughnessy,Zone,9.000000000000002,0,9,18.0,62.0,0.2903225806451613
482,JAX,James Robinson,Man,4.2,0,8,12.200000000000001,40.0,0.30500000000000005
483,JAX,James Robinson,Other,6.300000000000001,0,10,16.299999999999997,18.0,0.9055555555555554
484,JAX,James Robinson,Zone,13.100000000000001,0,17,30.099999999999998,89.0,0.3382022471910112
485,DAL,James Washington,Man,18.200000000000003,6,15,39.2,163.0,0.2404907975460123
486,DAL,James Washington,Other,2.7,0,4,6.7,15.0,0.44666666666666666
487,DAL,James Washington,Zone,12.0,12,8,32.0,34.0,0.9411764705882353
488,BUF,Jamison Crowder,Man,17.900000000000002,0,17,34.9,165.0,0.21151515151515152
489,BUF,Jamison Crowder,Other,9.200000000000001,12,15,36.2,37.0,0.9783783783783785
490,BUF,Jamison Crowder,Zone,17.400000000000002,0,20,37.400000000000006,166.0,0.22530120481927715
491,DET,Jared Goff,Other,0.0,0,0,0.0,1.0,0.0
492,NO,Jarvis Landry,Man,18.200000000000003,0,15,33.2,138.0,0.24057971014492754
493,NO,Jarvis Landry,Other,11.000000000000002,6,13,30.0,38.0,0.7894736842105263
494,NO,Jarvis Landry,Zone,27.8,6,24,57.80000000000002,121.0,0.4776859504132233
496,DET,Jason Cabinda,Other,0.6000000000000001,6,1,7.6,2.0,3.8
498,SF,Jauan Jennings,Man,17.700000000000003,12,15,44.7,85.0,0.5258823529411765
499,SF,Jauan Jennings,Other,5.800000000000001,6,7,18.8,6.0,3.1333333333333333
500,SF,Jauan Jennings,Zone,9.7,12,9,30.7,50.0,0.614
501,DEN,Javonte Williams,Man,5.3,6,10,21.3,85.0,0.25058823529411767
502,DEN,Javonte Williams,Other,10.600000000000001,6,14,30.60000000000001,33.0,0.9272727272727276
503,DEN,Javonte Williams,Zone,17.7,6,21,44.70000000000001,123.0,0.36341463414634156
504,MIA,Jaylen Waddle,Man,39.0,0,38,77.00000000000003,242.0,0.3181818181818183
505,MIA,Jaylen Waddle,Other,15.0,30,25,70.00000000000003,49.0,1.428571428571429
506,MIA,Jaylen Waddle,Zone,51.20000000000001,6,44,101.20000000000002,260.0,0.38923076923076927
510,KC,Jerick McKinnon,Man,4.0,0,6,10.0,14.0,0.7142857142857143
511,KC,Jerick McKinnon,Other,13.5,12,12,37.5,8.0,4.6875
512,KC,Jerick McKinnon,Zone,8.8,0,9,17.8,5.0,3.56
513,DEN,Jerry Jeudy,Man,17.200000000000003,0,15,32.2,128.0,0.2515625
514,DEN,Jerry Jeudy,Other,6.500000000000001,0,8,14.500000000000002,17.0,0.8529411764705883
515,DEN,Jerry Jeudy,Zone,23.900000000000002,0,17,40.9,88.0,0.4647727272727273
516,CIN,Joe Mixon,Man,12.899999999999999,6,13,31.9,49.0,0.6510204081632652
517,CIN,Joe Mixon,Other,17.2,6,20,43.2,39.0,1.1076923076923078
518,CIN,Joe Mixon,Zone,13.1,6,29,48.1,114.0,0.42192982456140354
519,WAS,John Bates,Man,9.600000000000001,0,6,15.600000000000001,2.0,7.800000000000001
520,WAS,John Bates,Other,2.5,0,4,6.5,3.0,2.1666666666666665
521,WAS,John Bates,Zone,13.700000000000001,0,12,25.700000000000003,60.0,0.4283333333333334
523,IND,Jonathan Taylor,Man,2.2,0,5,7.2,56.0,0.1285714285714286
524,IND,Jonathan Taylor,Other,16.400000000000006,6,19,41.4,21.0,1.9714285714285713
525,IND,Jonathan Taylor,Zone,17.600000000000005,6,17,40.60000000000001,109.0,0.37247706422018356
526,NE,Jonnu Smith,Man,5.9,0,6,11.899999999999999,41.0,0.29024390243902437
527,NE,Jonnu Smith,Other,9.700000000000001,6,10,25.700000000000003,11.0,2.3363636363636364
528,NE,Jonnu Smith,Zone,15.600000000000001,0,16,31.6,72.0,0.4388888888888889
529,NYG,Jordan Akins,Man,9.200000000000001,0,9,18.200000000000003,77.0,0.2363636363636364
530,NYG,Jordan Akins,Other,3.8000000000000003,0,6,9.799999999999999,12.0,0.8166666666666665
531,NYG,Jordan Akins,Zone,8.8,0,9,17.8,35.0,0.5085714285714286
532,KC,Josh Gordon,Man,0.0,0,0,0.0,13.0,0.0
533,KC,Josh Gordon,Other,0.1,6,1,7.1,3.0,2.3666666666666667
534,KC,Josh Gordon,Zone,3.1000000000000005,0,4,7.1000000000000005,4.0,1.7750000000000001
535,LV,Josh Jacobs,Man,11.1,0,16,27.1,47.0,0.5765957446808511
536,LV,Josh Jacobs,Other,14.799999999999997,0,17,31.799999999999997,20.0,1.5899999999999999
537,LV,Josh Jacobs,Zone,15.600000000000003,0,28,43.59999999999999,119.0,0.36638655462184866
538,DET,Josh Reynolds,Man,12.700000000000001,0,9,21.7,99.0,0.2191919191919192
539,DET,Josh Reynolds,Other,1.8,0,2,3.8,6.0,0.6333333333333333
540,DET,Josh Reynolds,Zone,25.100000000000005,12,18,55.099999999999994,137.0,0.4021897810218978
544,GB,Josiah Deguara,Man,4.3999999999999995,6,5,15.4,16.0,0.9625
545,GB,Josiah Deguara,Other,11.200000000000001,6,8,25.2,24.0,1.05
546,GB,Josiah Deguara,Zone,8.9,0,12,20.900000000000002,26.0,0.8038461538461539
547,KC,JuJu Smith-Schuster,Man,6.6,0,8,14.6,60.0,0.24333333333333332
548,KC,JuJu Smith-Schuster,Other,3.8000000000000003,0,4,7.800000000000001,13.0,0.6000000000000001
549,KC,JuJu Smith-Schuster,Zone,5.1000000000000005,0,8,13.100000000000001,30.0,0.4366666666666667
550,MIN,Justin Jefferson,Man,68.7,30,40,138.70000000000002,249.0,0.5570281124497992
551,MIN,Justin Jefferson,Other,14.200000000000001,18,17,49.199999999999996,85.0,0.5788235294117646
552,MIN,Justin Jefferson,Zone,82.5,12,52,146.49999999999994,267.0,0.5486891385767788
553,GB,Juwann Winfree,Man,1.5999999999999999,0,3,4.6,8.0,0.575
554,GB,Juwann Winfree,Other,1.4000000000000001,0,2,3.4000000000000004,4.0,0.8500000000000001
556,MIN,K.J. Osborn,Man,30.8,12,24,66.79999999999998,213.0,0.3136150234741783
557,MIN,K.J. Osborn,Other,5.9,12,6,23.9,19.0,1.2578947368421052
558,MIN,K.J. Osborn,Zone,30.900000000000002,18,23,71.9,199.0,0.36130653266331664
559,NYG,Kadarius Toney,Man,17.200000000000003,0,16,33.199999999999996,94.0,0.3531914893617021
560,NYG,Kadarius Toney,Other,8.5,0,12,20.5,24.0,0.8541666666666666
561,NYG,Kadarius Toney,Zone,16.3,0,11,27.3,47.0,0.5808510638297872
562,DET,Kalif Raymond,Man,12.200000000000001,0,12,24.200000000000003,144.0,0.16805555555555557
563,DET,Kalif Raymond,Other,9.100000000000001,6,10,25.099999999999998,23.0,1.0913043478260869
564,DET,Kalif Raymond,Zone,36.29999999999999,18,26,80.3,252.0,0.31865079365079363
565,CLE,Kareem Hunt,Man,3.6,0,7,10.6,12.0,0.8833333333333333
566,CLE,Kareem Hunt,Other,9.000000000000002,0,7,16.0,13.0,1.2307692307692308
567,CLE,Kareem Hunt,Zone,4.6,0,8,12.600000000000001,1.0,12.600000000000001
568,TB,Ke'Shawn Vaughn,Man,1.3000000000000003,0,2,3.3000000000000003,10.0,0.33
569,TB,Ke'Shawn Vaughn,Other,0.5,0,1,1.5,2.0,0.75
571,LV,Keelan Cole,Man,18.700000000000003,6,11,35.7,156.0,0.22884615384615387
572,LV,Keelan Cole,Other,1.9000000000000001,0,1,2.9000000000000004,3.0,0.9666666666666668
573,LV,Keelan Cole,Zone,24.3,0,16,40.300000000000004,128.0,0.31484375000000003
574,LAC,Keenan Allen,Man,55.29999999999998,6,49,110.3,267.0,0.41310861423220974
575,LAC,Keenan Allen,Other,9.0,24,16,49.00000000000001,59.0,0.8305084745762713
576,LAC,Keenan Allen,Zone,56.99999999999999,6,45,108.0,275.0,0.3927272727272727
578,CAR,Keith Kirkwood,Other,0.5,0,1,1.5,2.0,0.75
582,ATL,Keith Smith,Zone,3.2,0,5,8.200000000000001,1.0,8.200000000000001
588,DEN,Kendall Hinton,Man,13.6,0,8,21.599999999999998,13.0,1.6615384615384614
589,DEN,Kendall Hinton,Other,1.0,6,2,9.0,19.0,0.47368421052631576
591,NE,Kendrick Bourne,Man,43.199999999999996,18,25,86.20000000000002,180.0,0.478888888888889
592,NE,Kendrick Bourne,Other,19.3,24,14,57.300000000000004,35.0,1.6371428571428572
593,NE,Kendrick Bourne,Zone,29.6,0,25,54.599999999999994,156.0,0.35
596,PHI,Kenneth Gainwell,Man,7.5,0,9,16.5,71.0,0.2323943661971831
597,PHI,Kenneth Gainwell,Other,8.4,0,13,21.4,20.0,1.0699999999999998
598,PHI,Kenneth Gainwell,Zone,15.2,12,18,45.20000000000001,65.0,0.6953846153846155
599,NYG,Kenny Golladay,Man,26.200000000000003,0,18,44.20000000000001,144.0,0.3069444444444445
600,NYG,Kenny Golladay,Other,2.2,0,2,4.2,7.0,0.6
601,NYG,Kenny Golladay,Zone,25.500000000000004,0,18,43.5,165.0,0.2636363636363636
602,LV,Kenyan Drake,Man,9.300000000000002,6,6,21.299999999999997,17.0,1.252941176470588
603,LV,Kenyan Drake,Other,2.8,0,5,7.8,9.0,0.8666666666666667
604,LV,Kenyan Drake,Zone,17.6,0,20,37.6,73.0,0.5150684931506849
607,ATL,KhaDarel Hodge,Man,5.6000000000000005,0,5,10.6,35.0,0.3028571428571428
608,ATL,KhaDarel Hodge,Other,3.9000000000000004,0,3,6.9,4.0,1.725
609,ATL,KhaDarel Hodge,Zone,9.0,0,6,14.999999999999998,6.0,2.4999999999999996
610,CHI,Khalil Herbert,Man,3.4000000000000004,0,4,7.4,13.0,0.5692307692307692
611,CHI,Khalil Herbert,Other,4.700000000000001,0,5,9.700000000000001,6.0,1.616666666666667
617,SF,Kyle Juszczyk,Man,6.3,0,9,15.3,39.0,0.3923076923076923
618,SF,Kyle Juszczyk,Other,4.9,0,4,8.899999999999999,19.0,0.46842105263157885
619,SF,Kyle Juszczyk,Zone,19.900000000000002,6,19,44.9,108.0,0.41574074074074074
620,ATL,Kyle Pitts,Man,49.9,0,28,77.89999999999999,195.0,0.39948717948717943
621,ATL,Kyle Pitts,Other,4.8999999999999995,6,7,17.900000000000002,23.0,0.7782608695652175
622,ATL,Kyle Pitts,Zone,51.8,0,35,86.80000000000004,232.0,0.37413793103448295
623,IND,Kylen Granson,Man,7.800000000000001,0,7,14.799999999999999,3.0,4.933333333333333
627,PHI,Lane Johnson,Other,0.5,6,1,7.5,1.0,7.5
628,JAX,Laquon Treadwell,Man,13.3,0,12,25.299999999999997,82.0,0.3085365853658536
629,JAX,Laquon Treadwell,Other,3.9000000000000004,6,5,14.900000000000002,21.0,0.7095238095238097
630,JAX,Laquon Treadwell,Zone,26.600000000000005,0,17,43.599999999999994,123.0,0.3544715447154471
631,TB,Leonard Fournette,Man,18.0,6,27,51.0,148.0,0.34459459459459457
632,TB,Leonard Fournette,Other,17.900000000000002,6,25,48.89999999999999,56.0,0.8732142857142856
633,TB,Leonard Fournette,Zone,19.100000000000005,0,28,47.10000000000001,125.0,0.3768000000000001
635,WAS,Logan Thomas,Other,1.0,6,2,9.0,9.0,1.0
636,WAS,Logan Thomas,Zone,14.1,6,11,31.1,54.0,0.575925925925926
637,LV,Mack Hollins,Man,12.7,6,7,25.7,89.0,0.28876404494382024
638,LV,Mack Hollins,Other,2.9,12,3,17.9,7.0,2.557142857142857
640,GB,Malik Taylor,Man,0.7000000000000001,0,1,1.7000000000000002,1.0,1.7000000000000002
644,SF,Malik Turner,Other,1.4,12,2,15.4,2.0,7.7
645,SF,Malik Turner,Zone,10.4,0,7,17.400000000000002,4.0,4.3500000000000005
646,GB,Marcedes Lewis,Man,9.1,0,10,19.100000000000005,31.0,0.6161290322580647
647,GB,Marcedes Lewis,Other,2.7,0,4,6.7,13.0,0.5153846153846154
648,GB,Marcedes Lewis,Zone,9.700000000000001,0,10,19.700000000000003,20.0,0.9850000000000001
649,SF,Marcus Johnson,Man,9.6,0,4,13.6,6.0,2.2666666666666666
650,SF,Marcus Johnson,Other,1.8,0,2,3.8,4.0,0.95
652,BAL,Mark Andrews,Man,34.1,6,29,69.1,185.0,0.3735135135135135
653,BAL,Mark Andrews,Other,12.700000000000003,24,13,49.699999999999996,46.0,1.0804347826086955
654,BAL,Mark Andrews,Zone,93.69999999999997,30,69,192.70000000000002,344.0,0.5601744186046512
658,NO,Marquez Callaway,Man,23.700000000000003,24,19,66.7,199.0,0.33517587939698495
659,NO,Marquez Callaway,Other,4.4,0,2,6.4,7.0,0.9142857142857144
660,NO,Marquez Callaway,Zone,45.10000000000001,12,27,84.10000000000001,189.0,0.444973544973545
661,KC,Marquez Valdes-Scantling,Man,21.300000000000004,12,12,45.300000000000004,101.0,0.4485148514851486
662,KC,Marquez Valdes-Scantling,Other,1.1,0,2,3.1,11.0,0.2818181818181818
663,KC,Marquez Valdes-Scantling,Zone,20.600000000000005,6,12,38.6,111.0,0.34774774774774775
664,ARI,Marquise Brown,Man,17.0,0,17,34.0,186.0,0.1827956989247312
665,ARI,Marquise Brown,Other,16.0,6,24,46.0,50.0,0.92
666,ARI,Marquise Brown,Zone,68.99999999999999,30,53,152.00000000000003,365.0,0.4164383561643836
667,SEA,Marquise Goodwin,Man,13.9,6,5,24.900000000000002,60.0,0.41500000000000004
668,SEA,Marquise Goodwin,Other,5.300000000000001,0,4,9.3,10.0,0.93
669,SEA,Marquise Goodwin,Zone,13.000000000000002,0,12,25.0,113.0,0.22123893805309736
672,NYG,Matt Breida,Other,4.6000000000000005,6,4,14.600000000000001,4.0,3.6500000000000004
676,ARI,Maxx Williams,Man,5.1000000000000005,0,6,11.1,19.0,0.5842105263157894
677,ARI,Maxx Williams,Other,3.9000000000000004,6,2,11.9,5.0,2.38
679,KC,Mecole Hardman,Man,31.300000000000004,0,20,51.3,160.0,0.320625
680,KC,Mecole Hardman,Other,29.500000000000007,18,31,78.5,71.0,1.1056338028169015
681,KC,Mecole Hardman,Zone,23.500000000000007,0,20,43.50000000000001,174.0,0.25000000000000006
684,NYJ,Michael Carter,Man,7.300000000000002,0,9,16.3,63.0,0.25873015873015875
685,NYJ,Michael Carter,Other,7.800000000000001,0,11,18.8,17.0,1.1058823529411765
686,NYJ,Michael Carter,Zone,16.400000000000002,0,17,33.400000000000006,89.0,0.37528089887640453
687,DAL,Michael Gallup,Man,25.899999999999995,0,15,40.89999999999999,125.0,0.32719999999999994
688,DAL,Michael Gallup,Other,5.300000000000001,6,9,20.3,19.0,1.068421052631579
689,DAL,Michael Gallup,Zone,21.5,6,14,41.5,140.0,0.29642857142857143
690,IND,Michael Pittman Jr.,Man,42.2,12,34,88.20000000000002,205.0,0.4302439024390245
691,IND,Michael Pittman Jr.,Other,12.900000000000002,12,14,38.9,53.0,0.7339622641509433
692,IND,Michael Pittman Jr.,Zone,56.40000000000001,12,43,111.40000000000003,245.0,0.45469387755102053
695,BAL,Mike Davis,Man,9.4,0,12,21.400000000000002,39.0,0.5487179487179488
696,BAL,Mike Davis,Other,6.3999999999999995,6,11,23.400000000000002,25.0,0.936
697,BAL,Mike Davis,Zone,14.5,0,24,38.50000000000001,138.0,0.2789855072463769
698,TB,Mike Evans,Man,63.7,36,44,143.7,273.0,0.5263736263736263
699,TB,Mike Evans,Other,10.000000000000004,36,13,59.0,41.0,1.4390243902439024
700,TB,Mike Evans,Zone,53.79999999999999,24,35,112.80000000000001,225.0,0.5013333333333334
701,MIA,Mike Gesicki,Man,26.500000000000004,0,26,52.49999999999999,224.0,0.23437499999999997
702,MIA,Mike Gesicki,Other,11.400000000000002,12,9,32.4,24.0,1.3499999999999999
703,MIA,Mike Gesicki,Zone,42.0,0,40,82.00000000000003,228.0,0.35964912280701766
705,CIN,Mike Thomas,Other,0.0,0,1,1.0,2.0,0.5
706,CIN,Mike Thomas,Zone,5.7,0,4,9.7,2.0,4.85
707,LAC,Mike Williams,Man,53.70000000000001,12,31,96.70000000000002,240.0,0.40291666666666676
708,LAC,Mike Williams,Other,6.000000000000001,18,11,35.0,33.0,1.0606060606060606
709,LAC,Mike Williams,Zone,61.800000000000004,24,37,122.80000000000001,255.0,0.48156862745098045
712,PHI,Miles Sanders,Man,4.4,0,7,11.399999999999999,19.0,0.6
713,PHI,Miles Sanders,Other,6.900000000000001,0,14,20.9,19.0,1.0999999999999999
717,IND,Mo Alie-Cox,Man,9.500000000000002,18,8,35.5,74.0,0.4797297297297297
718,IND,Mo Alie-Cox,Other,4.5,6,5,15.5,13.0,1.1923076923076923
719,IND,Mo Alie-Cox,Zone,19.299999999999997,0,13,32.3,108.0,0.29907407407407405
721,NE,N'Keal Harry,Other,1.5,0,2,3.5,1.0,3.5
722,NE,N'Keal Harry,Zone,13.8,0,8,21.8,22.0,0.990909090909091
723,PIT,Najee Harris,Man,24.6,12,39,75.6,175.0,0.432
724,PIT,Najee Harris,Other,8.700000000000001,6,16,30.7,50.0,0.614
725,PIT,Najee Harris,Zone,15.7,0,25,40.699999999999996,129.0,0.3155038759689922
726,NE,Nelson Agholor,Man,16.9,6,16,38.9,182.0,0.21373626373626373
727,NE,Nelson Agholor,Other,5.300000000000001,6,5,16.299999999999997,18.0,0.9055555555555554
728,NE,Nelson Agholor,Zone,27.400000000000006,6,18,51.4,164.0,0.31341463414634146
732,BAL,Nick Boyle,Other,0.2,0,1,1.2,3.0,0.39999999999999997
733,CLE,Nick Chubb,Man,4.2,0,6,10.2,36.0,0.2833333333333333
734,CLE,Nick Chubb,Other,8.200000000000001,6,10,24.2,13.0,1.8615384615384616
736,NO,Nick Vannett,Man,0.6000000000000001,0,1,1.6,1.0,1.6
737,NO,Nick Vannett,Other,4.0,0,2,6.0,5.0,1.2
739,TEN,Nick Westbrook-Ikhine,Man,24.800000000000004,12,16,52.8,148.0,0.3567567567567567
740,TEN,Nick Westbrook-Ikhine,Other,2.0,12,4,18.0,21.0,0.8571428571428571
741,TEN,Nick Westbrook-Ikhine,Zone,20.799999999999997,0,18,38.79999999999999,80.0,0.4849999999999999
742,HOU,Nico Collins,Man,10.5,0,9,19.5,60.0,0.325
743,HOU,Nico Collins,Other,1.2000000000000002,0,1,2.2,20.0,0.11000000000000001
744,HOU,Nico Collins,Zone,35.4,6,24,65.4,168.0,0.38928571428571435
745,DAL,Noah Brown,Man,7.000000000000001,0,6,13.0,11.0,1.1818181818181819
747,DAL,Noah Brown,Zone,12.1,0,12,24.099999999999998,59.0,0.4084745762711864
748,SEA,Noah Fant,Man,22.7,12,23,57.70000000000002,178.0,0.32415730337078663
749,SEA,Noah Fant,Other,6.200000000000001,12,10,28.200000000000006,37.0,0.7621621621621624
750,SEA,Noah Fant,Zone,38.1,0,35,73.1,188.0,0.38882978723404255
752,KC,Noah Gray,Other,0.1,6,1,7.1,7.0,1.0142857142857142
754,IND,Nyheim Hines,Man,3.6,0,7,10.6,30.0,0.35333333333333333
755,IND,Nyheim Hines,Other,9.200000000000001,6,17,32.2,33.0,0.9757575757575758
756,IND,Nyheim Hines,Zone,18.6,0,18,36.6,94.0,0.3893617021276596
757,ATL,Olamide Zaccheaus,Man,11.4,6,9,26.400000000000006,142.0,0.1859154929577465
758,ATL,Olamide Zaccheaus,Other,1.5,12,3,16.5,8.0,2.0625
759,ATL,Olamide Zaccheaus,Zone,27.700000000000003,0,19,46.7,178.0,0.26235955056179777
760,IND,Parris Campbell,Man,8.700000000000001,6,5,19.700000000000003,50.0,0.3940000000000001
761,IND,Parris Campbell,Other,0.0,0,0,0.0,1.0,0.0
763,PIT,Pat Freiermuth,Man,16.5,6,20,42.499999999999986,150.0,0.2833333333333332
764,PIT,Pat Freiermuth,Other,12.9,30,21,63.9,42.0,1.5214285714285714
765,PIT,Pat Freiermuth,Zone,23.500000000000007,6,25,54.5,138.0,0.39492753623188404
767,BAL,Patrick Ricard,Other,1.3000000000000003,6,2,9.3,3.0,3.1
770,SEA,Penny Hart,Other,2.4,0,4,6.4,7.0,0.9142857142857144
772,HOU,Pharaoh Brown,Man,5.800000000000001,0,6,11.8,45.0,0.26222222222222225
773,HOU,Pharaoh Brown,Other,2.7,0,4,6.7,5.0,1.34
774,HOU,Pharaoh Brown,Zone,8.600000000000001,0,13,21.599999999999998,52.0,0.41538461538461535
775,HOU,Phillip Dorsett,Man,4.5,0,3,7.500000000000001,2.0,3.7500000000000004
779,IND,Phillip Lindsay,Zone,1.4000000000000001,0,2,3.4000000000000004,1.0,3.4000000000000004
780,MIA,Preston Williams,Man,0.4,0,1,1.4,4.0,0.35
781,MIA,Preston Williams,Other,0.0,0,0,0.0,2.0,0.0
783,PHI,Quez Watkins,Man,26.700000000000003,0,16,42.7,117.0,0.364957264957265
784,PHI,Quez Watkins,Other,14.500000000000002,6,14,34.5,43.0,0.8023255813953488
785,PHI,Quez Watkins,Zone,31.5,0,17,48.5,120.0,0.4041666666666667
787,DET,Quintez Cephus,Other,0.7,12,2,14.7,12.0,1.2249999999999999
788,DET,Quintez Cephus,Zone,12.200000000000001,0,9,21.200000000000003,6.0,3.5333333333333337
790,TEN,Racey McMath,Other,0.9,0,1,1.9,1.0,1.9
792,GB,Randall Cobb,Man,19.2,12,11,42.2,75.0,0.5626666666666668
793,GB,Randall Cobb,Other,1.6,12,5,18.6,31.0,0.6000000000000001
794,GB,Randall Cobb,Zone,16.7,6,12,34.7,48.0,0.7229166666666668
798,CAR,Rashard Higgins,Man,12.3,0,11,23.3,110.0,0.21181818181818182
799,CAR,Rashard Higgins,Other,0.7000000000000001,6,1,7.7,9.0,0.8555555555555556
800,CAR,Rashard Higgins,Zone,14.500000000000002,0,12,26.500000000000004,111.0,0.23873873873873877
