playerName,TargetType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Player,RouteType,Routes Run,FP/routes
Alvin Kamara,Curl,8.6,0,12,20.6,Alvin Kamara,Curl,50.0,0.41200000000000003
Alvin Kamara,Dig,3.0,0,2,5.0,Alvin Kamara,Dig,6.0,0.8333333333333334
Alvin Kamara,Out,5.1000000000000005,0,6,11.100000000000001,Alvin Kamara,Out,22.0,0.5045454545454546
Alvin Kamara,Slant,1.3,0,1,2.3,Alvin Kamara,Slant,15.0,0.15333333333333332
Amari Cooper,Comeback,0.0,0,0,0.0,Amari Cooper,Comeback,12.0,0.0
Amari Cooper,Corner,3.2,0,1,4.2,Amari Cooper,Corner,16.0,0.2625
Amari Cooper,Curl,22.400000000000006,0,25,47.4,Amari Cooper,Curl,103.0,0.4601941747572815
Amari Cooper,Dig,8.3,0,10,18.3,Amari Cooper,Dig,64.0,0.2859375
Amari Cooper,Out,13.600000000000001,0,16,29.6,Amari Cooper,Out,61.0,0.4852459016393443
Amari Cooper,Post,9.3,0,2,11.3,Amari Cooper,Post,27.0,0.41851851851851857
Amari Cooper,Slant,23.5,6,14,43.5,Amari Cooper,Slant,49.0,0.8877551020408163
Andre Roberts,Comeback,1.0,0,1,2.0,Andre Roberts,Comeback,1.0,2.0
Andy Isabella,Corner,1.3,6,1,8.3,Andy Isabella,Corner,14.0,0.5928571428571429
Andy Isabella,Curl,3.0,0,4,7.0,Andy Isabella,Curl,29.0,0.2413793103448276
Andy Isabella,Out,1.0,6,3,10.0,Andy Isabella,Out,10.0,1.0
Andy Isabella,Slant,1.3,0,1,2.3,Andy Isabella,Slant,7.0,0.32857142857142857
Anthony Firkser,Corner,1.4000000000000001,0,1,2.4000000000000004,Anthony Firkser,Corner,9.0,0.2666666666666667
Anthony Firkser,Curl,11.600000000000001,0,11,22.6,Anthony Firkser,Curl,41.0,0.551219512195122
Anthony Firkser,Dig,2.8000000000000003,6,3,11.8,Anthony Firkser,Dig,23.0,0.5130434782608696
Anthony Firkser,Out,2.4000000000000004,0,4,6.4,Anthony Firkser,Out,38.0,0.16842105263157894
Anthony Firkser,Slant,3.5000000000000004,0,3,6.5,Anthony Firkser,Slant,21.0,0.30952380952380953
Anthony McFarland Jr.,Slant,0.0,0,0,0.0,Anthony McFarland Jr.,Slant,1.0,0.0
Anthony Miller,Comeback,0.0,0,0,0.0,Anthony Miller,Comeback,4.0,0.0
Anthony Miller,Corner,0.0,0,0,0.0,Anthony Miller,Corner,13.0,0.0
Anthony Miller,Curl,9.9,0,10,19.900000000000002,Anthony Miller,Curl,76.0,0.26184210526315793
Anthony Miller,Dig,6.199999999999999,0,6,12.2,Anthony Miller,Dig,35.0,0.34857142857142853
Anthony Miller,Out,7.9,0,8,15.9,Anthony Miller,Out,46.0,0.3456521739130435
Anthony Miller,Post,3.9000000000000004,6,2,11.9,Anthony Miller,Post,34.0,0.35000000000000003
Anthony Miller,Slant,4.6000000000000005,0,4,8.600000000000001,Anthony Miller,Slant,27.0,0.3185185185185186
Antonio Brown,Comeback,3.3000000000000003,0,2,5.300000000000001,Antonio Brown,Comeback,8.0,0.6625000000000001
Antonio Brown,Curl,7.200000000000001,0,6,13.200000000000001,Antonio Brown,Curl,37.0,0.3567567567567568
Antonio Brown,Out,5.3,0,6,11.3,Antonio Brown,Out,25.0,0.452
Antonio Brown,Post,0.0,0,0,0.0,Antonio Brown,Post,19.0,0.0
Antonio Brown,Slant,4.1,0,4,8.100000000000001,Antonio Brown,Slant,15.0,0.5400000000000001
Antonio Callaway,Slant,1.3,0,1,2.3,Antonio Callaway,Slant,6.0,0.3833333333333333
Antonio Gandy-Golden,Comeback,0.0,0,0,0.0,Antonio Gandy-Golden,Comeback,5.0,0.0
Ashton Dulin,Dig,0.0,0,0,0.0,Ashton Dulin,Dig,4.0,0.0
Ashton Dulin,Post,3.4000000000000004,0,1,4.4,Ashton Dulin,Post,4.0,1.1
Ashton Dulin,Slant,0.0,0,0,0.0,Ashton Dulin,Slant,1.0,0.0
Auden Tate,Out,2.4000000000000004,0,3,5.4,Auden Tate,Out,9.0,0.6000000000000001
Auden Tate,Post,0.0,0,0,0.0,Auden Tate,Post,6.0,0.0
Auden Tate,Slant,1.2000000000000002,0,1,2.2,Auden Tate,Slant,6.0,0.3666666666666667
Austin Ekeler,Curl,5.5,0,6,11.5,Austin Ekeler,Curl,28.0,0.4107142857142857
Austin Hooper,Corner,3.4000000000000004,12,3,18.4,Austin Hooper,Corner,14.0,1.3142857142857143
Austin Hooper,Curl,6.1,0,6,12.1,Austin Hooper,Curl,71.0,0.1704225352112676
Austin Hooper,Dig,1.8,0,2,3.8,Austin Hooper,Dig,21.0,0.18095238095238095
Austin Hooper,Out,6.9,0,8,14.900000000000002,Austin Hooper,Out,35.0,0.42571428571428577
Austin Hooper,Slant,4.800000000000001,0,4,8.8,Austin Hooper,Slant,9.0,0.9777777777777779
Austin Mack,Post,0.0,0,0,0.0,Austin Mack,Post,5.0,0.0
Austin Mack,Slant,1.6,0,2,3.6,Austin Mack,Slant,10.0,0.36
Boston Scott,Curl,7.6000000000000005,0,7,14.6,Boston Scott,Curl,19.0,0.7684210526315789
Boston Scott,Out,1.1,0,3,4.1,Boston Scott,Out,17.0,0.24117647058823527
Brandin Cooks,Comeback,5.5,0,5,10.5,Brandin Cooks,Comeback,14.0,0.75
Brandin Cooks,Corner,2.5,6,1,9.5,Brandin Cooks,Corner,20.0,0.475
Brandin Cooks,Curl,13.5,0,14,27.499999999999996,Brandin Cooks,Curl,55.0,0.49999999999999994
Brandin Cooks,Dig,13.9,0,9,22.900000000000006,Brandin Cooks,Dig,96.0,0.23854166666666674
Brandin Cooks,Out,11.2,0,11,22.2,Brandin Cooks,Out,51.0,0.43529411764705883
Brandin Cooks,Post,3.8000000000000003,6,1,10.8,Brandin Cooks,Post,54.0,0.2
Brandin Cooks,Slant,5.8,6,4,15.8,Brandin Cooks,Slant,32.0,0.49375
Brandon Aiyuk,Corner,0.0,0,0,0.0,Brandon Aiyuk,Corner,18.0,0.0
Brandon Aiyuk,Curl,7.800000000000001,6,7,20.8,Brandon Aiyuk,Curl,58.0,0.3586206896551724
Brandon Aiyuk,Dig,8.600000000000001,0,5,13.600000000000001,Brandon Aiyuk,Dig,62.0,0.21935483870967745
Brandon Aiyuk,Out,4.8,0,5,9.8,Brandon Aiyuk,Out,49.0,0.2
Brandon Aiyuk,Post,10.0,0,5,15.000000000000002,Brandon Aiyuk,Post,25.0,0.6000000000000001
Brandon Aiyuk,Slant,12.600000000000003,6,12,30.599999999999998,Brandon Aiyuk,Slant,32.0,0.9562499999999999
Brandon Powell,Slant,1.2000000000000002,0,1,2.2,Brandon Powell,Slant,10.0,0.22000000000000003
Braxton Berrios,Corner,2.2,0,1,3.2,Braxton Berrios,Corner,2.0,1.6
Braxton Berrios,Dig,0.0,0,0,0.0,Braxton Berrios,Dig,14.0,0.0
Braxton Berrios,Out,6.4,0,8,14.4,Braxton Berrios,Out,32.0,0.45
Braxton Berrios,Post,0.0,0,0,0.0,Braxton Berrios,Post,3.0,0.0
Breshad Perriman,Corner,3.7,0,1,4.7,Breshad Perriman,Corner,35.0,0.13428571428571429
Breshad Perriman,Curl,2.8000000000000003,0,3,5.800000000000001,Breshad Perriman,Curl,38.0,0.15263157894736845
Breshad Perriman,Dig,8.700000000000001,0,3,11.700000000000001,Breshad Perriman,Dig,32.0,0.36562500000000003
Breshad Perriman,Out,3.9,0,5,8.9,Breshad Perriman,Out,27.0,0.32962962962962966
Breshad Perriman,Post,0.0,0,0,0.0,Breshad Perriman,Post,38.0,0.0
Breshad Perriman,Slant,0.0,0,0,0.0,Breshad Perriman,Slant,13.0,0.0
Brian Hill,Curl,6.1000000000000005,0,8,14.1,Brian Hill,Curl,43.0,0.32790697674418606
Brian Hill,Dig,0.9,0,1,1.9,Brian Hill,Dig,9.0,0.2111111111111111
Bryan Edwards,Comeback,1.4000000000000001,0,1,2.4000000000000004,Bryan Edwards,Comeback,8.0,0.30000000000000004
Bryan Edwards,Corner,1.6,0,1,2.6,Bryan Edwards,Corner,7.0,0.37142857142857144
Bryan Edwards,Dig,4.9,0,2,6.9,Bryan Edwards,Dig,16.0,0.43125
Bryan Edwards,Post,2.5,0,1,3.5,Bryan Edwards,Post,14.0,0.25
Byron Pringle,Out,3.500000000000001,0,4,7.5,Byron Pringle,Out,10.0,0.75
Byron Pringle,Slant,1.3,6,2,9.3,Byron Pringle,Slant,10.0,0.93
C.J. Board,Comeback,2.8,0,3,5.8,C.J. Board,Comeback,9.0,0.6444444444444444
C.J. Board,Post,0.0,0,0,0.0,C.J. Board,Post,6.0,0.0
C.J. Board,Slant,3.7,0,3,6.699999999999999,C.J. Board,Slant,6.0,1.1166666666666665
C.J. Uzomah,Out,2.5,0,4,6.5,C.J. Uzomah,Out,8.0,0.8125
Calvin Ridley,Comeback,10.8,6,7,23.799999999999997,Calvin Ridley,Comeback,15.0,1.5866666666666664
Calvin Ridley,Corner,16.1,12,8,36.1,Calvin Ridley,Corner,43.0,0.8395348837209302
Calvin Ridley,Curl,15.600000000000003,0,13,28.600000000000005,Calvin Ridley,Curl,94.0,0.3042553191489362
Calvin Ridley,Dig,8.4,0,5,13.4,Calvin Ridley,Dig,86.0,0.1558139534883721
Calvin Ridley,Out,22.200000000000003,6,16,44.20000000000001,Calvin Ridley,Out,61.0,0.7245901639344264
Calvin Ridley,Post,3.9000000000000004,6,1,10.9,Calvin Ridley,Post,32.0,0.340625
Calvin Ridley,Slant,18.5,6,15,39.50000000000001,Calvin Ridley,Slant,50.0,0.7900000000000001
Cam Sims,Corner,3.6,0,1,4.6,Cam Sims,Corner,10.0,0.45999999999999996
Cam Sims,Dig,4.6,0,4,8.6,Cam Sims,Dig,58.0,0.1482758620689655
Cam Sims,Out,3.2,0,3,6.2,Cam Sims,Out,28.0,0.22142857142857145
Cam Sims,Post,5.4,0,2,7.4,Cam Sims,Post,33.0,0.22424242424242424
Cam Sims,Slant,8.1,0,6,14.1,Cam Sims,Slant,17.0,0.8294117647058823
Cameron Batson,Dig,2.6,0,2,4.6,Cameron Batson,Dig,25.0,0.184
Cameron Batson,Out,1.8,6,3,10.8,Cameron Batson,Out,22.0,0.49090909090909096
Cameron Brate,Curl,5.5,6,8,19.5,Cameron Brate,Curl,30.0,0.65
Cameron Brate,Out,14.900000000000002,6,15,35.9,Cameron Brate,Out,39.0,0.9205128205128205
Cedrick Wilson,Comeback,1.6,0,1,2.6,Cedrick Wilson,Comeback,3.0,0.8666666666666667
Cedrick Wilson,Dig,4.9,6,2,12.899999999999999,Cedrick Wilson,Dig,13.0,0.9923076923076922
Cedrick Wilson,Out,2.6,0,3,5.6,Cedrick Wilson,Out,15.0,0.3733333333333333
Cedrick Wilson,Slant,5.2,6,2,13.2,Cedrick Wilson,Slant,17.0,0.776470588235294
CeeDee Lamb,Corner,2.6,6,2,10.6,CeeDee Lamb,Corner,20.0,0.53
CeeDee Lamb,Curl,10.499999999999998,0,9,19.5,CeeDee Lamb,Curl,67.0,0.291044776119403
CeeDee Lamb,Dig,2.1,0,3,5.1,CeeDee Lamb,Dig,33.0,0.15454545454545454
CeeDee Lamb,Out,14.000000000000002,0,13,27.0,CeeDee Lamb,Out,74.0,0.36486486486486486
CeeDee Lamb,Post,13.600000000000001,0,5,18.6,CeeDee Lamb,Post,40.0,0.465
CeeDee Lamb,Slant,2.7,0,3,5.699999999999999,CeeDee Lamb,Slant,26.0,0.2192307692307692
Chad Beebe,Corner,4.0,6,1,11.0,Chad Beebe,Corner,7.0,1.5714285714285714
Chad Beebe,Post,1.6,0,1,2.6,Chad Beebe,Post,16.0,0.1625
Chad Beebe,Slant,0.9,0,1,1.9,Chad Beebe,Slant,17.0,0.11176470588235293
Chad Hansen,Comeback,0.0,0,0,0.0,Chad Hansen,Comeback,8.0,0.0
Chad Hansen,Curl,1.8000000000000003,0,3,4.800000000000001,Chad Hansen,Curl,18.0,0.2666666666666667
Chad Hansen,Dig,4.4,0,3,7.4,Chad Hansen,Dig,40.0,0.185
Chad Hansen,Out,0.6000000000000001,0,1,1.6,Chad Hansen,Out,22.0,0.07272727272727274
Chad Hansen,Slant,0.9,0,1,1.9,Chad Hansen,Slant,7.0,0.2714285714285714
Chase Claypool,Comeback,2.2,6,2,10.2,Chase Claypool,Comeback,2.0,5.1
Chase Claypool,Corner,0.8,6,1,7.8,Chase Claypool,Corner,19.0,0.4105263157894737
Chase Claypool,Curl,8.8,0,11,19.800000000000004,Chase Claypool,Curl,66.0,0.30000000000000004
Chase Claypool,Dig,2.3000000000000003,0,2,4.300000000000001,Chase Claypool,Dig,12.0,0.3583333333333334
Chase Claypool,Out,13.000000000000002,0,13,26.0,Chase Claypool,Out,50.0,0.52
Chase Claypool,Post,10.4,12,4,26.4,Chase Claypool,Post,20.0,1.3199999999999998
Chase Claypool,Slant,10.0,12,9,31.000000000000004,Chase Claypool,Slant,31.0,1.0000000000000002
Chase Edmonds,Curl,12.000000000000002,0,12,24.0,Chase Edmonds,Curl,66.0,0.36363636363636365
Chase Edmonds,Out,3.5,0,5,8.5,Chase Edmonds,Out,10.0,0.85
Chase Edmonds,Slant,2.9000000000000004,0,2,4.9,Chase Edmonds,Slant,4.0,1.225
Chris Carson,Curl,4.0,0,6,10.0,Chris Carson,Curl,32.0,0.3125
Chris Conley,Comeback,1.9,0,2,3.9,Chris Conley,Comeback,15.0,0.26
Chris Conley,Corner,0.0,0,0,0.0,Chris Conley,Corner,15.0,0.0
Chris Conley,Curl,3.8,0,7,10.8,Chris Conley,Curl,47.0,0.22978723404255322
Chris Conley,Out,7.8999999999999995,0,6,13.899999999999999,Chris Conley,Out,29.0,0.47931034482758617
Chris Conley,Post,1.7000000000000002,0,1,2.7,Chris Conley,Post,10.0,0.27
Chris Conley,Slant,4.699999999999999,0,5,9.7,Chris Conley,Slant,13.0,0.7461538461538461
Chris Godwin,Corner,4.7,0,1,5.7,Chris Godwin,Corner,5.0,1.1400000000000001
Chris Godwin,Curl,11.200000000000001,0,9,20.2,Chris Godwin,Curl,63.0,0.3206349206349206
Chris Godwin,Dig,3.0999999999999996,0,4,7.1,Chris Godwin,Dig,57.0,0.12456140350877193
Chris Godwin,Out,12.8,12,12,36.800000000000004,Chris Godwin,Out,59.0,0.6237288135593221
Chris Godwin,Post,15.3,0,5,20.3,Chris Godwin,Post,27.0,0.7518518518518519
Chris Godwin,Slant,6.7,6,8,20.7,Chris Godwin,Slant,27.0,0.7666666666666666
Chris Herndon,Corner,0.0,0,0,0.0,Chris Herndon,Corner,12.0,0.0
Chris Herndon,Curl,1.7000000000000002,0,2,3.7,Chris Herndon,Curl,63.0,0.05873015873015873
Chris Herndon,Dig,2.8000000000000003,0,3,5.800000000000001,Chris Herndon,Dig,26.0,0.22307692307692312
Chris Herndon,Out,3.1,0,4,7.1000000000000005,Chris Herndon,Out,23.0,0.3086956521739131
Chris Herndon,Post,3.9000000000000004,6,2,11.899999999999999,Chris Herndon,Post,10.0,1.19
Chris Hogan,Comeback,0.0,0,0,0.0,Chris Hogan,Comeback,2.0,0.0
Chris Hogan,Corner,1.8,0,1,2.8,Chris Hogan,Corner,9.0,0.3111111111111111
Chris Hogan,Curl,2.2,0,3,5.2,Chris Hogan,Curl,29.0,0.1793103448275862
Chris Hogan,Out,4.300000000000001,0,4,8.3,Chris Hogan,Out,14.0,0.5928571428571429
Chris Manhertz,Out,1.4000000000000001,0,2,3.4000000000000004,Chris Manhertz,Out,14.0,0.24285714285714288
Chris Thompson,Curl,6.1000000000000005,0,8,14.099999999999998,Chris Thompson,Curl,21.0,0.6714285714285714
Christian Blake,Comeback,0.0,0,0,0.0,Christian Blake,Comeback,3.0,0.0
Christian Blake,Corner,4.0,0,2,6.0,Christian Blake,Corner,16.0,0.375
Christian Blake,Out,1.2000000000000002,0,2,3.2,Christian Blake,Out,17.0,0.18823529411764706
Christian Blake,Post,0.0,0,0,0.0,Christian Blake,Post,7.0,0.0
Christian Blake,Slant,0.7000000000000001,0,1,1.7000000000000002,Christian Blake,Slant,13.0,0.13076923076923078
Christian Kirk,Comeback,1.3,0,1,2.3,Christian Kirk,Comeback,23.0,0.09999999999999999
Christian Kirk,Corner,0.0,0,0,0.0,Christian Kirk,Corner,8.0,0.0
Christian Kirk,Curl,12.900000000000002,6,12,30.9,Christian Kirk,Curl,109.0,0.2834862385321101
Christian Kirk,Dig,1.6,0,1,2.6,Christian Kirk,Dig,39.0,0.06666666666666667
Christian Kirk,Out,5.4,6,6,17.4,Christian Kirk,Out,29.0,0.6
Christian Kirk,Post,9.100000000000001,6,2,17.1,Christian Kirk,Post,31.0,0.5516129032258065
Christian Kirk,Slant,3.3,0,3,6.3,Christian Kirk,Slant,11.0,0.5727272727272728
Christian McCaffrey,Corner,2.4000000000000004,0,1,3.4000000000000004,Christian McCaffrey,Corner,2.0,1.7000000000000002
Clyde Edwards-Helaire,Corner,2.4000000000000004,0,1,3.4000000000000004,Clyde Edwards-Helaire,Corner,2.0,1.7000000000000002
Clyde Edwards-Helaire,Dig,0.4,0,1,1.4,Clyde Edwards-Helaire,Dig,13.0,0.10769230769230768
Cole Beasley,Curl,24.5,6,27,57.49999999999999,Cole Beasley,Curl,107.0,0.5373831775700934
Cole Beasley,Dig,8.5,0,6,14.5,Cole Beasley,Dig,40.0,0.3625
Cole Beasley,Out,13.500000000000002,0,19,32.50000000000001,Cole Beasley,Out,82.0,0.3963414634146342
Cole Beasley,Post,2.4000000000000004,0,1,3.4000000000000004,Cole Beasley,Post,24.0,0.1416666666666667
Cole Beasley,Slant,17.500000000000004,6,12,35.5,Cole Beasley,Slant,29.0,1.2241379310344827
Cole Kmet,Curl,6.0,0,6,12.0,Cole Kmet,Curl,50.0,0.24
Cole Kmet,Out,0.0,0,0,0.0,Cole Kmet,Out,16.0,0.0
Cole Kmet,Post,0.0,0,0,0.0,Cole Kmet,Post,9.0,0.0
Colin Thompson,Corner,0.7000000000000001,6,1,7.7,Colin Thompson,Corner,2.0,3.85
Collin Johnson,Dig,2.2,0,2,4.2,Collin Johnson,Dig,26.0,0.16153846153846155
Collin Johnson,Out,3.9000000000000004,0,3,6.9,Collin Johnson,Out,23.0,0.3
Collin Johnson,Post,1.7000000000000002,0,1,2.7,Collin Johnson,Post,11.0,0.24545454545454548
Cooper Kupp,Comeback,0.9,0,1,1.9,Cooper Kupp,Comeback,2.0,0.95
Cooper Kupp,Corner,1.9000000000000001,0,1,2.9000000000000004,Cooper Kupp,Corner,21.0,0.1380952380952381
Cooper Kupp,Curl,19.300000000000004,0,21,40.300000000000004,Cooper Kupp,Curl,103.0,0.3912621359223301
Cooper Kupp,Dig,6.800000000000001,0,3,9.8,Cooper Kupp,Dig,17.0,0.5764705882352942
Cooper Kupp,Out,17.400000000000002,6,16,39.4,Cooper Kupp,Out,70.0,0.5628571428571428
Cooper Kupp,Post,0.0,0,0,0.0,Cooper Kupp,Post,15.0,0.0
Cooper Kupp,Slant,20.800000000000004,6,9,35.8,Cooper Kupp,Slant,16.0,2.2375
Cordarrelle Patterson,Slant,0.8,0,1,1.8,Cordarrelle Patterson,Slant,4.0,0.45
Corey Davis,Comeback,1.6,0,1,2.6,Corey Davis,Comeback,19.0,0.1368421052631579
Corey Davis,Corner,7.1,0,2,9.1,Corey Davis,Corner,19.0,0.4789473684210526
Corey Davis,Curl,11.900000000000002,0,13,24.9,Corey Davis,Curl,47.0,0.5297872340425531
Corey Davis,Dig,12.600000000000001,6,7,25.6,Corey Davis,Dig,40.0,0.64
Corey Davis,Out,15.3,6,11,32.3,Corey Davis,Out,77.0,0.41948051948051945
Corey Davis,Post,0.0,0,0,0.0,Corey Davis,Post,16.0,0.0
Corey Davis,Slant,6.6000000000000005,0,6,12.6,Corey Davis,Slant,37.0,0.3405405405405405
Courtland Sutton,Dig,0.0,0,0,0.0,Courtland Sutton,Dig,2.0,0.0
Curtis Samuel,Corner,1.7000000000000002,6,1,8.7,Curtis Samuel,Corner,25.0,0.348
Curtis Samuel,Curl,6.5,0,7,13.5,Curtis Samuel,Curl,39.0,0.34615384615384615
Curtis Samuel,Dig,4.5,0,3,7.500000000000001,Curtis Samuel,Dig,34.0,0.22058823529411767
Curtis Samuel,Out,15.4,0,11,26.4,Curtis Samuel,Out,47.0,0.5617021276595744
Curtis Samuel,Post,7.9,0,2,9.9,Curtis Samuel,Post,22.0,0.45
Curtis Samuel,Slant,9.200000000000001,0,7,16.2,Curtis Samuel,Slant,23.0,0.7043478260869565
Cyril Grayson Jr,Slant,0.0,0,0,0.0,Cyril Grayson Jr,Slant,1.0,0.0
D'Andre Swift,Curl,4.300000000000001,0,4,8.3,D'Andre Swift,Curl,32.0,0.259375
D'Andre Swift,Slant,2.9000000000000004,0,3,5.9,D'Andre Swift,Slant,12.0,0.4916666666666667
DJ Chark Jr,Comeback,1.4000000000000001,0,1,2.4000000000000004,DJ Chark Jr,Comeback,19.0,0.12631578947368424
DJ Chark Jr,Corner,2.7,0,1,3.7,DJ Chark Jr,Corner,42.0,0.0880952380952381
DJ Chark Jr,Curl,13.200000000000001,0,11,24.2,DJ Chark Jr,Curl,72.0,0.3361111111111111
DJ Chark Jr,Dig,2.3000000000000003,0,2,4.300000000000001,DJ Chark Jr,Dig,47.0,0.09148936170212768
DJ Chark Jr,Out,8.399999999999999,0,6,14.399999999999999,DJ Chark Jr,Out,35.0,0.41142857142857137
DJ Chark Jr,Post,1.4000000000000001,0,1,2.4000000000000004,DJ Chark Jr,Post,34.0,0.07058823529411766
DJ Chark Jr,Slant,5.200000000000001,6,6,17.2,DJ Chark Jr,Slant,26.0,0.6615384615384615
DJ Moore,Comeback,3.6,0,2,5.6,DJ Moore,Comeback,11.0,0.509090909090909
DJ Moore,Corner,1.8,0,1,2.8,DJ Moore,Corner,28.0,0.09999999999999999
DJ Moore,Curl,10.400000000000002,0,10,20.400000000000002,DJ Moore,Curl,57.0,0.3578947368421053
DJ Moore,Dig,15.0,0,10,24.999999999999996,DJ Moore,Dig,67.0,0.3731343283582089
DJ Moore,Out,10.500000000000002,0,7,17.5,DJ Moore,Out,55.0,0.3181818181818182
DJ Moore,Post,11.8,6,2,19.8,DJ Moore,Post,18.0,1.1
DJ Moore,Slant,12.700000000000001,0,8,20.700000000000003,DJ Moore,Slant,43.0,0.48139534883720936
DK Metcalf,Comeback,5.7,0,4,9.7,DK Metcalf,Comeback,17.0,0.5705882352941176
