team,playerName,blockingSchemeType_descr,touch,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch,plays,totalPlays,freq
CAR,Chuba Hubbard,Duo,22,6.2,0,0,6.2,0.2818181818181818,22,166,0.13253012048192772
CAR,Chuba Hubbard,Pull 2,7,3.5000000000000004,0,0,3.5000000000000004,0.5000000000000001,7,166,0.04216867469879518
CAR,Chuba Hubbard,Pull Across,20,5.300000000000001,12,0,17.299999999999997,0.8649999999999999,20,166,0.12048192771084337
CAR,Chuba Hubbard,Pull Outside Numbers,9,4.1000000000000005,6,0,10.100000000000001,1.1222222222222225,9,166,0.05421686746987952
CAR,Chuba Hubbard,Split Zone,10,5.700000000000001,0,0,5.700000000000001,0.5700000000000001,10,166,0.060240963855421686
CAR,Chuba Hubbard,Zone,98,36.70000000000001,12,-1,47.700000000000024,0.48673469387755125,98,166,0.5903614457831325
KC,Clyde Edwards-Helaire,Duo,7,3.9000000000000004,6,0,9.9,1.4142857142857144,7,121,0.05785123966942149
KC,Clyde Edwards-Helaire,Pull Across,15,5.1000000000000005,0,0,5.1000000000000005,0.34,15,121,0.12396694214876033
KC,Clyde Edwards-Helaire,Split Zone,14,5.9,0,-2,3.900000000000001,0.27857142857142864,14,121,0.11570247933884298
KC,Clyde Edwards-Helaire,Zone,85,42.9,12,0,54.9,0.6458823529411765,85,121,0.7024793388429752
ARI,Colt McCoy,Pass Protection,8,2.1000000000000005,0,0,2.1000000000000005,0.26250000000000007,8,21,0.38095238095238093
ARI,Colt McCoy,Zone,13,0.9999999999999999,0,0,0.9999999999999999,0.07692307692307691,13,21,0.6190476190476191
LAR,Cooper Kupp,Zone,6,2.3000000000000003,0,0,2.3000000000000003,0.38333333333333336,6,6,1.0
DAL,Cooper Rush,Zone,8,-1.0000000000000002,0,0,-1.0000000000000002,-0.12500000000000003,8,8,1.0
ATL,Cordarrelle Patterson,Duo,11,3.0000000000000004,0,0,3.0000000000000004,0.27272727272727276,11,145,0.07586206896551724
ATL,Cordarrelle Patterson,Pull Outside Numbers,7,6.700000000000001,6,0,12.700000000000001,1.8142857142857145,7,145,0.04827586206896552
ATL,Cordarrelle Patterson,Split Zone,16,8.600000000000003,0,0,8.600000000000003,0.5375000000000002,16,145,0.1103448275862069
ATL,Cordarrelle Patterson,Zone,111,38.89999999999999,30,0,68.90000000000002,0.6207207207207209,111,145,0.7655172413793103
DET,Craig Reynolds,Pull Across,18,9.299999999999997,0,0,9.299999999999997,0.5166666666666665,18,48,0.375
DET,Craig Reynolds,Split Zone,13,3.3000000000000003,0,0,3.3000000000000003,0.2538461538461539,13,48,0.2708333333333333
DET,Craig Reynolds,Zone,17,6.6000000000000005,0,0,6.6000000000000005,0.38823529411764707,17,48,0.3541666666666667
DET,D'Andre Swift,Duo,10,2.5,0,0,2.5,0.25,10,142,0.07042253521126761
DET,D'Andre Swift,Pass Protection,13,10.4,0,0,10.4,0.8,13,142,0.09154929577464789
DET,D'Andre Swift,Pull 2,7,4.9,0,0,4.9,0.7000000000000001,7,142,0.04929577464788732
DET,D'Andre Swift,Pull Across,28,8.6,0,0,8.6,0.3071428571428571,28,142,0.19718309859154928
DET,D'Andre Swift,Split Zone,19,8.299999999999999,6,0,14.3,0.7526315789473684,19,142,0.13380281690140844
DET,D'Andre Swift,Zone,65,24.5,24,0,48.50000000000001,0.7461538461538463,65,142,0.45774647887323944
CLE,D'Ernest Johnson,Pass Protection,7,2.9,0,0,2.9,0.41428571428571426,7,85,0.08235294117647059
CLE,D'Ernest Johnson,Pull Across,33,14.700000000000001,6,0,20.700000000000006,0.6272727272727274,33,85,0.38823529411764707
CLE,D'Ernest Johnson,Split Zone,10,2.4000000000000004,6,0,8.4,0.8400000000000001,10,85,0.11764705882352941
CLE,D'Ernest Johnson,Zone,35,26.6,6,0,32.60000000000001,0.9314285714285717,35,85,0.4117647058823529
CAR,D'Onta Foreman,Duo,18,7.900000000000001,6,0,13.9,0.7722222222222223,18,132,0.13636363636363635
CAR,D'Onta Foreman,Pull Across,11,7.600000000000001,0,0,7.600000000000001,0.690909090909091,11,132,0.08333333333333333
CAR,D'Onta Foreman,Split Zone,15,4.1000000000000005,0,0,4.1000000000000005,0.2733333333333334,15,132,0.11363636363636363
CAR,D'Onta Foreman,Zone,88,40.59999999999999,12,-1,51.59999999999999,0.5863636363636362,88,132,0.6666666666666666
DAL,Dak Prescott,Pass Protection,19,13.100000000000001,6,-1,18.1,0.9526315789473685,19,46,0.41304347826086957
DAL,Dak Prescott,Zone,27,0.5000000000000002,0,-2,-1.5000000000000002,-0.055555555555555566,27,46,0.5869565217391305
MIN,Dalvin Cook,Duo,6,3.4000000000000004,0,0,3.4000000000000004,0.5666666666666668,6,247,0.024291497975708502
MIN,Dalvin Cook,Pass Protection,9,4.500000000000001,0,0,4.500000000000001,0.5000000000000001,9,247,0.03643724696356275
MIN,Dalvin Cook,Pull Across,25,9.600000000000001,6,0,15.600000000000001,0.6240000000000001,25,247,0.10121457489878542
MIN,Dalvin Cook,Pull Front,6,4.1,6,0,10.1,1.6833333333333333,6,247,0.024291497975708502
MIN,Dalvin Cook,Pull Outside Numbers,7,9.4,0,0,9.4,1.342857142857143,7,247,0.02834008097165992
MIN,Dalvin Cook,Split Zone,28,12.800000000000006,0,-1,11.800000000000006,0.42142857142857165,28,247,0.11336032388663968
MIN,Dalvin Cook,Zone,166,72.79999999999997,24,-1,95.79999999999997,0.5771084337349396,166,247,0.6720647773279352
NE,Damien Harris,Duo,35,13.199999999999998,24,-1,36.199999999999996,1.0342857142857143,35,204,0.1715686274509804
NE,Damien Harris,Pass Protection,13,8.100000000000001,0,0,8.100000000000001,0.6230769230769232,13,204,0.06372549019607843
NE,Damien Harris,Pull Across,40,19.7,6,-1,24.7,0.6174999999999999,40,204,0.19607843137254902
NE,Damien Harris,Pull Front,10,7.7,6,0,13.7,1.3699999999999999,10,204,0.049019607843137254
NE,Damien Harris,Pull Outside Numbers,18,7.5,6,0,13.5,0.75,18,204,0.08823529411764706
NE,Damien Harris,Wham,13,6.999999999999999,0,0,6.999999999999999,0.5384615384615384,13,204,0.06372549019607843
NE,Damien Harris,Zone,75,29.500000000000004,48,0,77.50000000000003,1.0333333333333337,75,204,0.36764705882352944
ATL,Damien Williams,Split Zone,7,1.3,0,0,1.3,0.18571428571428572,7,31,0.22580645161290322
ATL,Damien Williams,Zone,24,13.3,6,0,19.3,0.8041666666666667,24,31,0.7741935483870968
NYG,Daniel Jones,Pass Protection,19,13.3,6,-1,18.299999999999994,0.9631578947368418,19,47,0.40425531914893614
NYG,Daniel Jones,Zone,28,10.800000000000002,6,0,16.799999999999997,0.5999999999999999,28,47,0.5957446808510638
ARI,Darrel Williams,Duo,10,3.8999999999999995,0,0,3.8999999999999995,0.38999999999999996,10,144,0.06944444444444445
ARI,Darrel Williams,Pull 2,7,3.5,0,0,3.5,0.5,7,144,0.04861111111111111
ARI,Darrel Williams,Pull Across,30,15.4,24,0,39.400000000000006,1.3133333333333335,30,144,0.20833333333333334
ARI,Darrel Williams,Split Zone,22,6.4,6,0,12.400000000000002,0.5636363636363637,22,144,0.1527777777777778
ARI,Darrel Williams,Zone,75,28.0,6,0,33.99999999999999,0.45333333333333325,75,144,0.5208333333333334
CHI,David Montgomery,Duo,17,4.900000000000001,6,0,10.900000000000002,0.6411764705882355,17,212,0.08018867924528301
CHI,David Montgomery,Pull 2,6,0.19999999999999996,0,0,0.19999999999999996,0.033333333333333326,6,212,0.02830188679245283
CHI,David Montgomery,Pull Across,16,5.1,6,0,11.1,0.69375,16,212,0.07547169811320754
CHI,David Montgomery,Split Zone,27,8.900000000000002,0,0,8.900000000000002,0.3296296296296297,27,212,0.12735849056603774
CHI,David Montgomery,Zone,146,59.09999999999998,30,-1,88.09999999999997,0.6034246575342463,146,212,0.6886792452830188
HOU,Davis Mills,Pass Protection,10,4.2,0,0,4.2,0.42000000000000004,10,18,0.5555555555555556
HOU,Davis Mills,Zone,8,0.2,0,0,0.2,0.025,8,18,0.4444444444444444
SF,Deebo Samuel,Pull Across,19,9.999999999999998,6,0,15.999999999999998,0.8421052631578947,19,77,0.24675324675324675
SF,Deebo Samuel,Pull Outside Numbers,7,11.799999999999997,18,0,29.8,4.257142857142857,7,77,0.09090909090909091
SF,Deebo Samuel,Split Zone,16,10.3,6,0,16.3,1.01875,16,77,0.2077922077922078
SF,Deebo Samuel,Zone,35,14.500000000000004,18,0,32.49999999999999,0.9285714285714284,35,77,0.45454545454545453
LV,Derek Carr,Pass Protection,17,11.100000000000001,6,0,17.1,1.0058823529411764,17,36,0.4722222222222222
LV,Derek Carr,Zone,19,0.10000000000000014,0,0,0.10000000000000014,0.00526315789473685,19,36,0.5277777777777778
TEN,Derrick Henry,Duo,24,8.100000000000001,12,0,20.1,0.8375,24,231,0.1038961038961039
TEN,Derrick Henry,Pull Across,26,8.700000000000001,0,0,8.700000000000001,0.33461538461538465,26,231,0.11255411255411256
TEN,Derrick Henry,Pull Outside Numbers,9,5.9,0,0,5.9,0.6555555555555556,9,231,0.03896103896103896
TEN,Derrick Henry,Split Zone,13,3.9000000000000004,0,0,3.9000000000000004,0.30000000000000004,13,231,0.05627705627705628
TEN,Derrick Henry,Zone,159,70.3,54,0,124.30000000000004,0.7817610062893084,159,231,0.6883116883116883
BUF,Devin Singletary,Pull 2,26,14.3,6,0,20.299999999999994,0.7807692307692305,26,199,0.1306532663316583
BUF,Devin Singletary,Pull Across,37,18.5,18,0,36.5,0.9864864864864865,37,199,0.18592964824120603
BUF,Devin Singletary,Pull Front,8,4.3999999999999995,0,0,4.3999999999999995,0.5499999999999999,8,199,0.04020100502512563
BUF,Devin Singletary,Pull Outside Numbers,6,1.1000000000000003,0,0,1.1000000000000003,0.18333333333333338,6,199,0.03015075376884422
BUF,Devin Singletary,Split Zone,25,16.4,6,0,22.4,0.8959999999999999,25,199,0.12562814070351758
BUF,Devin Singletary,Zone,97,39.30000000000003,30,0,69.30000000000003,0.7144329896907219,97,199,0.48743718592964824
TEN,Dontrell Hilliard,Duo,7,6.5,6,0,12.5,1.7857142857142858,7,48,0.14583333333333334
TEN,Dontrell Hilliard,Split Zone,6,3.1,0,0,3.1,0.5166666666666667,6,48,0.125
TEN,Dontrell Hilliard,Zone,35,12.299999999999999,0,-1,11.299999999999999,0.32285714285714284,35,48,0.7291666666666666
SEA,Drew Lock,Pass Protection,7,4.800000000000001,12,0,16.8,2.4,7,7,1.0
SF,Elijah Mitchell,Pull Across,46,16.3,6,0,22.30000000000001,0.48478260869565243,46,247,0.1862348178137652
SF,Elijah Mitchell,Split Zone,56,30.200000000000014,12,0,42.20000000000001,0.7535714285714288,56,247,0.22672064777327935
SF,Elijah Mitchell,Zone,145,64.80000000000003,18,0,82.80000000000004,0.571034482758621,145,247,0.5870445344129555
ARI,Eno Benjamin,Zone,28,10.600000000000001,6,0,16.599999999999998,0.5928571428571427,28,28,1.0
DAL,Ezekiel Elliott,Duo,31,18.8,6,0,24.800000000000004,0.8000000000000002,31,248,0.125
DAL,Ezekiel Elliott,Pass Protection,6,3.1000000000000005,0,0,3.1000000000000005,0.5166666666666667,6,248,0.024193548387096774
DAL,Ezekiel Elliott,Pull 2,12,6.300000000000001,12,0,18.3,1.5250000000000001,12,248,0.04838709677419355
DAL,Ezekiel Elliott,Pull Across,28,9.5,12,0,21.5,0.7678571428571429,28,248,0.11290322580645161
DAL,Ezekiel Elliott,Pull Front,7,2.4000000000000004,0,0,2.4000000000000004,0.3428571428571429,7,248,0.028225806451612902
DAL,Ezekiel Elliott,Pull Outside Numbers,10,5.800000000000001,0,0,5.800000000000001,0.5800000000000001,10,248,0.04032258064516129
DAL,Ezekiel Elliott,Split Zone,13,4.3,6,0,10.3,0.7923076923076924,13,248,0.05241935483870968
DAL,Ezekiel Elliott,Zone,141,54.39999999999999,24,-1,77.40000000000005,0.5489361702127663,141,248,0.5685483870967742
BUF,Isaiah McKenzie,Zone,6,3.3,0,0,3.3,0.5499999999999999,6,6,1.0
WAS,J.D. McKissic,Pull Across,7,3.3,6,0,9.3,1.3285714285714287,7,42,0.16666666666666666
WAS,J.D. McKissic,Split Zone,7,3.8000000000000003,0,0,3.8000000000000003,0.5428571428571429,7,42,0.16666666666666666
WAS,J.D. McKissic,Zone,28,12.9,6,0,18.900000000000002,0.675,28,42,0.6666666666666666
CIN,Ja'Marr Chase,Zone,9,4.1000000000000005,0,0,4.1000000000000005,0.4555555555555556,9,9,1.0
CLE,Jacoby Brissett,Pass Protection,8,5.1000000000000005,6,0,11.099999999999998,1.3874999999999997,8,15,0.5333333333333333
CLE,Jacoby Brissett,Zone,7,0.6000000000000001,0,0,0.6000000000000001,0.08571428571428573,7,15,0.4666666666666667
PHI,Jalen Hurts,Pass Protection,49,41.6,12,0,53.599999999999994,1.093877551020408,49,137,0.35766423357664234
PHI,Jalen Hurts,Pull 2,12,7.5,0,0,7.5,0.625,12,137,0.08759124087591241
PHI,Jalen Hurts,Pull Across,7,2.7,0,-1,1.7000000000000004,0.2428571428571429,7,137,0.051094890510948905
PHI,Jalen Hurts,Split Zone,11,6.200000000000001,0,0,6.200000000000001,0.5636363636363637,11,137,0.08029197080291971
PHI,Jalen Hurts,Zone,58,22.200000000000006,48,-1,69.19999999999999,1.1931034482758618,58,137,0.4233576642335766
DET,Jamaal Williams,Duo,17,4.999999999999999,6,0,10.999999999999998,0.6470588235294117,17,146,0.11643835616438356
DET,Jamaal Williams,Pull Across,36,17.599999999999998,0,0,17.599999999999998,0.4888888888888888,36,146,0.2465753424657534
DET,Jamaal Williams,Split Zone,23,8.5,0,0,8.5,0.3695652173913043,23,146,0.15753424657534246
DET,Jamaal Williams,Zone,70,27.5,6,0,33.50000000000001,0.47857142857142865,70,146,0.4794520547945205
NO,Jameis Winston,Pass Protection,17,14.400000000000002,6,0,20.400000000000002,1.2000000000000002,17,29,0.5862068965517241
NO,Jameis Winston,Zone,12,0.6000000000000001,0,0,0.6000000000000001,0.05000000000000001,12,29,0.41379310344827586
ARI,James Conner,Duo,10,2.7,0,0,2.7,0.27,10,202,0.04950495049504951
ARI,James Conner,Pass Protection,7,4.6,0,0,4.6,0.6571428571428571,7,202,0.034653465346534656
ARI,James Conner,Pull 2,8,2.5,0,0,2.5,0.3125,8,202,0.039603960396039604
ARI,James Conner,Pull Across,27,10.499999999999998,12,0,22.499999999999996,0.8333333333333331,27,202,0.13366336633663367
ARI,James Conner,Pull Front,8,1.9000000000000004,6,0,7.899999999999999,0.9874999999999998,8,202,0.039603960396039604
ARI,James Conner,Split Zone,24,7.3999999999999995,0,0,7.3999999999999995,0.3083333333333333,24,202,0.1188118811881188
ARI,James Conner,Zone,118,44.90000000000004,78,0,122.9,1.0415254237288136,118,202,0.5841584158415841
JAX,James Robinson,Duo,13,5.300000000000001,6,0,11.3,0.8692307692307693,13,158,0.08227848101265822
JAX,James Robinson,Pull Across,20,11.700000000000001,0,0,11.700000000000001,0.5850000000000001,20,158,0.12658227848101267
JAX,James Robinson,Pull Front,7,3.2,12,0,15.200000000000001,2.1714285714285717,7,158,0.04430379746835443
JAX,James Robinson,Pull Outside Numbers,6,3.3000000000000003,0,0,3.3000000000000003,0.55,6,158,0.0379746835443038
JAX,James Robinson,Split Zone,22,6.800000000000001,12,-1,17.799999999999997,0.809090909090909,22,158,0.13924050632911392
JAX,James Robinson,Zone,90,44.2,18,-1,61.19999999999999,0.6799999999999998,90,158,0.569620253164557
DET,Jared Goff,Pass Protection,10,5.6000000000000005,0,-1,4.6000000000000005,0.4600000000000001,10,10,1.0
DEN,Javonte Williams,Duo,20,11.700000000000001,0,0,11.700000000000001,0.5850000000000001,20,195,0.10256410256410256
DEN,Javonte Williams,Pull 2,6,6.200000000000001,0,0,6.200000000000001,1.0333333333333334,6,195,0.03076923076923077
DEN,Javonte Williams,Pull Across,46,21.300000000000004,0,0,21.300000000000004,0.46304347826086967,46,195,0.2358974358974359
DEN,Javonte Williams,Split Zone,33,14.800000000000002,0,0,14.800000000000002,0.44848484848484854,33,195,0.16923076923076924
DEN,Javonte Williams,Zone,90,32.3,24,-1,55.29999999999998,0.6144444444444442,90,195,0.46153846153846156
KC,Jerick McKinnon,Pull 2,6,2.7000000000000006,0,0,2.7000000000000006,0.4500000000000001,6,39,0.15384615384615385
KC,Jerick McKinnon,Pull Across,8,4.800000000000001,0,0,4.800000000000001,0.6000000000000001,8,39,0.20512820512820512
KC,Jerick McKinnon,Zone,25,12.200000000000001,0,0,12.200000000000001,0.48800000000000004,25,39,0.6410256410256411
SF,Jimmy Garoppolo,Pass Protection,7,2.5,0,0,2.5,0.35714285714285715,7,39,0.1794871794871795
SF,Jimmy Garoppolo,Zone,32,2.8000000000000003,18,-1,19.799999999999994,0.6187499999999998,32,39,0.8205128205128205
CIN,Joe Burrow,Pass Protection,25,14.500000000000002,12,0,26.499999999999996,1.0599999999999998,25,48,0.5208333333333334
CIN,Joe Burrow,Zone,23,-0.4,0,0,-0.4,-0.017391304347826087,23,48,0.4791666666666667
CIN,Joe Mixon,Duo,48,20.000000000000004,6,0,26.000000000000004,0.5416666666666667,48,358,0.1340782122905028
CIN,Joe Mixon,Pass Protection,9,6.1000000000000005,0,0,6.1000000000000005,0.6777777777777778,9,358,0.025139664804469275
CIN,Joe Mixon,Pull 2,6,3.6000000000000005,0,0,3.6000000000000005,0.6000000000000001,6,358,0.01675977653631285
CIN,Joe Mixon,Pull Across,13,4.3999999999999995,0,0,4.3999999999999995,0.3384615384615384,13,358,0.036312849162011177
CIN,Joe Mixon,Pull Front,8,3.1000000000000005,0,0,3.1000000000000005,0.38750000000000007,8,358,0.0223463687150838
CIN,Joe Mixon,Pull Outside Numbers,25,9.6,6,0,15.6,0.624,25,358,0.06983240223463687
CIN,Joe Mixon,Split Zone,47,16.000000000000004,6,0,22.000000000000007,0.4680851063829789,47,358,0.13128491620111732
CIN,Joe Mixon,Zone,202,85.0,66,-1,149.99999999999991,0.7425742574257421,202,358,0.5642458100558659
IND,Jonathan Taylor,Duo,24,9.0,0,0,9.0,0.375,24,323,0.07430340557275542
IND,Jonathan Taylor,Pull Across,20,5.500000000000001,6,0,11.500000000000002,0.5750000000000001,20,323,0.06191950464396285
IND,Jonathan Taylor,Pull Outside Numbers,7,2.9000000000000004,0,0,2.9000000000000004,0.4142857142857143,7,323,0.021671826625386997
IND,Jonathan Taylor,Split Zone,54,35.800000000000004,0,-1,34.800000000000004,0.6444444444444445,54,323,0.16718266253869968
IND,Jonathan Taylor,Wham,13,14.600000000000001,12,0,26.599999999999998,2.046153846153846,13,323,0.04024767801857585
IND,Jonathan Taylor,Zone,205,105.69999999999999,90,-1,194.70000000000007,0.949756097560976,205,323,0.6346749226006192
GB,Jordan Love,Pass Protection,6,3.3000000000000003,0,0,3.3000000000000003,0.55,6,12,0.5
GB,Jordan Love,Zone,6,-0.6,0,0,-0.6,-0.09999999999999999,6,12,0.5
BUF,Josh Allen,Pass Protection,48,43.2,6,0,49.20000000000001,1.0250000000000001,48,124,0.3870967741935484
BUF,Josh Allen,Pull 2,17,9.3,18,0,27.299999999999997,1.6058823529411763,17,124,0.13709677419354838
BUF,Josh Allen,Pull Across,7,3.7000000000000006,6,0,9.700000000000001,1.385714285714286,7,124,0.056451612903225805
BUF,Josh Allen,Pull Outside Numbers,11,11.700000000000001,6,0,17.700000000000003,1.6090909090909093,11,124,0.08870967741935484
BUF,Josh Allen,Zone,41,10.800000000000006,0,-2,8.800000000000002,0.21463414634146347,41,124,0.33064516129032256
LV,Josh Jacobs,Duo,13,3.3000000000000007,6,0,9.299999999999997,0.7153846153846152,13,220,0.05909090909090909
LV,Josh Jacobs,Pull 2,9,2.5999999999999996,6,0,8.600000000000001,0.9555555555555557,9,220,0.04090909090909091
LV,Josh Jacobs,Pull Across,23,8.4,0,0,8.4,0.3652173913043478,23,220,0.10454545454545454
LV,Josh Jacobs,Split Zone,49,27.200000000000003,12,0,39.20000000000001,0.8000000000000002,49,220,0.22272727272727272
LV,Josh Jacobs,Zone,126,52.20000000000002,30,-1,81.20000000000002,0.6444444444444446,126,220,0.5727272727272728
LAC,Joshua Kelley,Zone,17,4.5,0,0,4.5,0.2647058823529412,17,17,1.0
CHI,Justin Fields,Pass Protection,33,26.900000000000006,0,0,26.900000000000006,0.8151515151515153,33,64,0.515625
CHI,Justin Fields,Slide Left,8,6.9,6,0,12.9,1.6125,8,64,0.125
