,nickName,CoverageType_descr,dropBack,FP_yards,FP_TD,FP_intercept,FP_total,FP/DB
123,Dolphins,Cover 2,32,9.680000000000001,4,-1,12.680000000000001,0.39625000000000005
124,Dolphins,Cover 4,53,11.440000000000001,0,-1,10.440000000000001,0.19698113207547172
125,Dolphins,Cover 6,1,0.0,0,0,0.0,0.0
126,Dolphins,Man Cover 2,28,7.12,12,-2,17.119999999999997,0.6114285714285713
127,Dolphins,No Video,4,0.36,0,0,0.36,0.09
128,Dolphins,Other,2,0.44,0,0,0.44,0.22
129,Dolphins,Prevent,8,3.1199999999999997,0,0,3.1199999999999997,0.38999999999999996
130,Dolphins,Screen,39,6.280000000000001,0,0,6.280000000000001,0.16102564102564104
131,Dolphins,Tampa 2,8,1.84,0,0,1.84,0.23
132,Eagles,Combination,5,1.68,0,0,1.68,0.33599999999999997
133,Eagles,Cover 0,7,1.44,0,0,1.44,0.2057142857142857
134,Eagles,Cover 2,87,27.279999999999987,12,-2,37.279999999999994,0.4285057471264367
135,Eagles,Cover 4,101,26.119999999999987,4,-3,27.119999999999994,0.2685148514851485
136,Eagles,Cover 6,14,4.920000000000001,4,0,8.92,0.6371428571428571
137,Eagles,Man Cover 2,14,3.84,0,-1,2.84,0.20285714285714285
138,Eagles,No Video,5,0.48000000000000004,0,0,0.48000000000000004,0.096
139,Eagles,Prevent,2,0.44,0,0,0.44,0.22
140,Eagles,Screen,36,7.32,0,0,7.32,0.20333333333333334
141,Eagles,Tampa 2,6,2.68,4,0,6.680000000000001,1.1133333333333335
142,Falcons,Combination,4,1.44,4,0,5.44,1.36
143,Falcons,Cover 0,11,0.8800000000000001,4,0,4.88,0.4436363636363636
144,Falcons,Cover 2,81,25.599999999999987,8,-1,32.599999999999994,0.40246913580246907
145,Falcons,Cover 4,34,10.640000000000002,0,0,10.640000000000002,0.3129411764705883
146,Falcons,Cover 6,2,0.64,0,0,0.64,0.32
147,Falcons,Man Cover 2,15,4.8,8,0,12.8,0.8533333333333334
148,Falcons,No Video,4,0.6,0,0,0.6,0.15
149,Falcons,Prevent,2,0.0,0,0,0.0,0.0
150,Falcons,Screen,30,6.800000000000001,0,0,6.800000000000001,0.22666666666666668
151,Falcons,Tampa 2,29,13.040000000000003,4,0,17.040000000000003,0.5875862068965518
152,Football Team,Combination,1,0.0,0,0,0.0,0.0
153,Football Team,Cover 0,6,1.92,0,0,1.92,0.32
154,Football Team,Cover 2,59,20.319999999999997,8,0,28.32,0.48
155,Football Team,Cover 4,97,33.99999999999999,8,-1,40.99999999999999,0.42268041237113396
156,Football Team,Cover 6,14,3.32,0,0,3.32,0.23714285714285713
157,Football Team,Man Cover 2,16,2.6399999999999997,4,0,6.640000000000001,0.41500000000000004
158,Football Team,Other,2,1.08,4,0,5.08,2.54
159,Football Team,Prevent,6,1.6,0,0,1.6,0.26666666666666666
160,Football Team,Screen,22,5.400000000000001,0,0,5.400000000000001,0.2454545454545455
161,Football Team,Tampa 2,5,1.24,0,0,1.24,0.248
162,Giants,Cover 0,5,0.0,0,-1,-1.0,-0.2
163,Giants,Cover 2,38,10.52,4,-1,13.52,0.3557894736842105
164,Giants,Cover 4,120,33.839999999999996,8,-2,39.84,0.332
165,Giants,Cover 6,19,3.24,0,0,3.24,0.1705263157894737
166,Giants,Man Cover 2,40,5.880000000000001,0,0,5.880000000000001,0.14700000000000002
167,Giants,No Video,4,0.2,0,0,0.2,0.05
168,Giants,Other,1,0.88,0,0,0.88,0.88
169,Giants,Prevent,4,0.0,0,-1,-1.0,-0.25
170,Giants,Screen,35,7.720000000000002,4,0,11.72,0.33485714285714285
171,Giants,Tampa 2,6,0.92,0,0,0.92,0.15333333333333335
172,Jaguars,Cover 0,11,3.04,4,0,7.040000000000001,0.6400000000000001
173,Jaguars,Cover 2,60,16.72,0,-1,15.719999999999999,0.26199999999999996
174,Jaguars,Cover 4,64,20.96,0,-3,17.96,0.280625
175,Jaguars,Cover 6,4,0.76,0,0,0.76,0.19
176,Jaguars,Man Cover 2,18,5.720000000000001,0,0,5.720000000000001,0.3177777777777778
177,Jaguars,No Video,2,0.6000000000000001,0,0,0.6000000000000001,0.30000000000000004
178,Jaguars,Prevent,3,1.52,0,0,1.52,0.5066666666666667
179,Jaguars,Screen,22,7.16,0,0,7.16,0.32545454545454544
180,Jaguars,Tampa 2,40,6.080000000000002,0,-1,5.080000000000001,0.12700000000000003
181,Jets,Combination,2,0.8400000000000001,0,0,0.8400000000000001,0.42000000000000004
182,Jets,Cover 0,5,1.92,12,0,13.920000000000002,2.7840000000000003
183,Jets,Cover 2,21,4.440000000000001,0,-1,3.440000000000001,0.16380952380952385
184,Jets,Cover 4,93,33.12,12,0,45.12,0.4851612903225806
185,Jets,Cover 6,34,10.079999999999998,4,0,14.08,0.41411764705882353
186,Jets,Man Cover 2,7,1.56,0,0,1.56,0.22285714285714286
187,Jets,Prevent,2,0.2,0,0,0.2,0.1
188,Jets,Screen,28,6.44,4,-1,9.44,0.33714285714285713
189,Lions,Combination,7,1.44,0,0,1.44,0.2057142857142857
190,Lions,Cover 0,14,2.48,8,0,10.48,0.7485714285714286
191,Lions,Cover 2,60,15.199999999999996,0,-1,14.199999999999996,0.2366666666666666
192,Lions,Cover 4,71,22.76,4,-3,23.76,0.3346478873239437
193,Lions,Cover 6,18,3.84,0,0,3.84,0.21333333333333332
194,Lions,Man Cover 2,30,9.240000000000002,4,0,13.240000000000002,0.4413333333333334
195,Lions,Other,2,0.0,0,0,0.0,0.0
196,Lions,Prevent,6,0.64,0,0,0.64,0.10666666666666667
197,Lions,Screen,33,8.48,8,0,16.479999999999997,0.4993939393939393
198,Lions,Tampa 2,14,4.28,4,0,8.280000000000001,0.5914285714285715
199,Packers,Combination,2,0.76,0,-1,-0.24,-0.12
200,Packers,Cover 0,6,2.6,12,-1,13.6,2.2666666666666666
201,Packers,Cover 2,26,7.960000000000002,4,-1,10.959999999999997,0.4215384615384614
202,Packers,Cover 4,138,31.84,8,-4,35.83999999999998,0.2597101449275361
203,Packers,Cover 6,28,8.679999999999998,4,-2,10.679999999999996,0.3814285714285713
204,Packers,Man Cover 2,55,12.840000000000003,0,-2,10.840000000000003,0.19709090909090915
205,Packers,No Video,3,0.84,0,0,0.84,0.27999999999999997
206,Packers,Other,4,0.8,0,0,0.8,0.2
207,Packers,Prevent,6,1.8,0,-1,0.8,0.13333333333333333
208,Packers,Screen,24,6.960000000000001,8,0,14.96,0.6233333333333334
209,Packers,Tampa 2,2,1.1600000000000001,0,0,1.1600000000000001,0.5800000000000001
210,Panthers,Combination,3,1.3199999999999998,4,0,5.32,1.7733333333333334
211,Panthers,Cover 0,7,2.24,0,0,2.24,0.32
212,Panthers,Cover 2,34,10.76,4,-2,12.759999999999994,0.37529411764705867
213,Panthers,Cover 4,72,17.439999999999998,4,-2,19.439999999999998,0.26999999999999996
214,Panthers,Cover 6,5,2.7199999999999998,0,0,2.7199999999999998,0.5439999999999999
215,Panthers,Man Cover 2,16,4.4399999999999995,12,0,16.44,1.0275
216,Panthers,No Video,3,0.44,0,0,0.44,0.14666666666666667
217,Panthers,Other,1,0.0,0,0,0.0,0.0
218,Panthers,Prevent,2,0.48000000000000004,0,0,0.48000000000000004,0.24000000000000002
219,Panthers,Screen,23,3.880000000000001,0,0,3.880000000000001,0.16869565217391308
220,Panthers,Tampa 2,1,0.0,0,0,0.0,0.0
221,Patriots,Combination,2,1.8,0,0,1.8,0.9
222,Patriots,Cover 0,7,3.0,8,0,11.0,1.5714285714285714
223,Patriots,Cover 2,43,11.239999999999998,0,0,11.239999999999998,0.2613953488372093
224,Patriots,Cover 4,49,12.920000000000002,12,-2,22.92,0.4677551020408164
225,Patriots,Cover 6,7,3.16,0,-1,2.16,0.3085714285714286
226,Patriots,Man Cover 2,14,4.28,0,-3,1.2800000000000002,0.09142857142857144
227,Patriots,No Video,6,-0.2,0,-1,-1.2,-0.19999999999999998
228,Patriots,Prevent,3,0.32,0,0,0.32,0.10666666666666667
229,Patriots,Screen,18,2.6800000000000006,4,0,6.6800000000000015,0.37111111111111117
230,Patriots,Tampa 2,7,4.2,0,0,4.2,0.6
231,Raiders,Combination,4,0.32,0,0,0.32,0.08
232,Raiders,Cover 2,25,6.680000000000001,8,-1,13.68,0.5472
233,Raiders,Cover 4,76,17.680000000000003,4,0,21.680000000000003,0.2852631578947369
234,Raiders,Cover 6,5,0.4,0,0,0.4,0.08
235,Raiders,Man Cover 2,28,5.720000000000001,8,0,13.72,0.49000000000000005
236,Raiders,No Video,3,0.92,4,0,4.92,1.64
237,Raiders,Other,1,0.48,4,0,4.48,4.48
238,Raiders,Prevent,8,3.52,0,0,3.52,0.44
239,Raiders,Screen,24,4.960000000000001,4,0,8.96,0.37333333333333335
240,Rams,Combination,1,0.44,0,0,0.44,0.44
241,Rams,Cover 0,5,0.92,4,0,4.92,0.984
242,Rams,Cover 2,37,11.8,0,0,11.8,0.31891891891891894
243,Rams,Cover 4,176,42.32000000000001,4,-7,39.32000000000001,0.22340909090909095
244,Rams,Cover 6,38,11.720000000000002,0,-1,10.720000000000002,0.2821052631578948
245,Rams,Man Cover 2,24,9.520000000000001,0,0,9.520000000000001,0.3966666666666667
246,Rams,No Video,38,6.84,0,0,6.84,0.18
247,Rams,Other,3,0.72,0,-1,-0.28,-0.09333333333333334
248,Rams,Prevent,10,2.4000000000000004,0,0,2.4000000000000004,0.24000000000000005
249,Rams,Screen,39,8.88,4,0,12.880000000000003,0.33025641025641034
250,Rams,Tampa 2,1,0.24,0,0,0.24,0.24
251,Ravens,Cover 0,24,10.719999999999999,12,-1,21.72,0.9049999999999999
252,Ravens,Cover 2,31,11.92,4,0,15.919999999999998,0.5135483870967741
253,Ravens,Cover 4,92,20.199999999999996,0,-1,19.199999999999992,0.20869565217391295
254,Ravens,Cover 6,8,2.3600000000000003,0,0,2.3600000000000003,0.29500000000000004
255,Ravens,Man Cover 2,42,9.08,0,-2,7.080000000000001,0.1685714285714286
256,Ravens,No Video,15,7.92,8,0,15.919999999999998,1.0613333333333332
257,Ravens,Other,1,0.6,0,0,0.6,0.6
258,Ravens,Prevent,4,1.24,0,0,1.24,0.31
259,Ravens,Screen,27,6.32,0,0,6.32,0.23407407407407407
260,Saints,Combination,3,1.1600000000000001,0,0,1.1600000000000001,0.3866666666666667
261,Saints,Cover 0,11,4.12,4,0,8.12,0.7381818181818182
262,Saints,Cover 2,51,7.440000000000002,4,-2,9.439999999999998,0.18509803921568624
263,Saints,Cover 4,86,23.03999999999999,0,-3,20.039999999999996,0.23302325581395344
264,Saints,Cover 6,10,3.6,0,0,3.6,0.36
265,Saints,Man Cover 2,102,26.360000000000003,8,-2,32.36,0.3172549019607843
266,Saints,No Video,1,0.0,0,0,0.0,0.0
267,Saints,Other,1,0.24,0,0,0.24,0.24
268,Saints,Prevent,12,2.32,0,-2,0.32000000000000006,0.026666666666666672
269,Saints,Screen,32,5.7200000000000015,4,0,9.719999999999999,0.30374999999999996
270,Saints,Tampa 2,12,1.92,0,0,1.92,0.16
271,Seahawks,Combination,2,0.96,0,0,0.96,0.48
272,Seahawks,Cover 0,3,0.44,4,0,4.44,1.4800000000000002
273,Seahawks,Cover 2,104,28.279999999999987,8,-1,35.279999999999994,0.33923076923076917
274,Seahawks,Cover 4,74,17.999999999999996,8,-1,24.99999999999999,0.3378378378378377
275,Seahawks,Cover 6,17,4.16,0,-1,3.16,0.18588235294117647
276,Seahawks,Man Cover 2,16,7.280000000000002,0,0,7.280000000000002,0.4550000000000001
277,Seahawks,No Video,3,0.44,0,0,0.44,0.14666666666666667
278,Seahawks,Other,1,0.0,0,0,0.0,0.0
279,Seahawks,Prevent,4,0.76,0,0,0.76,0.19
280,Seahawks,Screen,35,12.28,8,0,20.279999999999998,0.5794285714285714
281,Seahawks,Tampa 2,14,3.2800000000000002,0,0,3.2800000000000002,0.2342857142857143
282,Steelers,Combination,6,1.7999999999999998,0,-1,0.7999999999999999,0.13333333333333333
283,Steelers,Cover 0,6,1.72,4,0,5.72,0.9533333333333333
284,Steelers,Cover 2,67,16.800000000000004,8,-1,23.8,0.35522388059701493
285,Steelers,Cover 4,64,14.84,4,-2,16.839999999999996,0.26312499999999994
286,Steelers,Cover 6,14,1.68,0,-1,0.6799999999999999,0.048571428571428564
287,Steelers,Man Cover 2,46,11.88,4,-2,13.88,0.3017391304347826
288,Steelers,No Video,21,4.960000000000002,0,0,4.960000000000002,0.23619047619047628
289,Steelers,Prevent,1,0.0,0,0,0.0,0.0
290,Steelers,Screen,22,3.3600000000000003,4,0,7.360000000000001,0.3345454545454546
291,Steelers,Tampa 2,7,1.6800000000000002,0,0,1.6800000000000002,0.24000000000000002
292,Texans,Cover 0,8,0.76,0,-1,-0.24,-0.03
293,Texans,Cover 2,122,46.48000000000002,12,-8,50.480000000000004,0.41377049180327874
294,Texans,Cover 4,47,10.08,4,-1,13.079999999999998,0.2782978723404255
295,Texans,Cover 6,24,6.44,4,-3,7.440000000000001,0.31000000000000005
296,Texans,Man Cover 2,3,0.0,0,-1,-1.0,-0.3333333333333333
297,Texans,No Video,2,0.0,0,0,0.0,0.0
298,Texans,Other,1,1.84,0,0,1.84,1.84
299,Texans,Prevent,1,0.0,0,0,0.0,0.0
300,Texans,Screen,24,5.360000000000001,4,0,9.36,0.38999999999999996
301,Texans,Tampa 2,21,7.32,0,-2,5.32,0.25333333333333335
302,Titans,Combination,4,1.8399999999999999,0,0,1.8399999999999999,0.45999999999999996
303,Titans,Cover 0,9,4.16,4,0,8.16,0.9066666666666667
304,Titans,Cover 2,52,18.36,0,0,18.36,0.35307692307692307
305,Titans,Cover 4,108,25.28,0,-3,22.28,0.2062962962962963
306,Titans,Cover 6,14,1.8400000000000003,0,-1,0.8400000000000003,0.06000000000000002
307,Titans,Man Cover 2,45,8.600000000000001,8,-1,15.6,0.3466666666666667
308,Titans,No Video,5,1.48,0,0,1.48,0.296
309,Titans,Other,1,0.24,0,0,0.24,0.24
310,Titans,Prevent,11,4.92,0,0,4.92,0.44727272727272727
311,Titans,Screen,37,8.840000000000002,0,-2,6.84,0.18486486486486486
312,Titans,Tampa 2,8,2.6400000000000006,4,-1,5.640000000000001,0.7050000000000001
313,Vikings,Combination,2,0.52,4,0,4.5200000000000005,2.2600000000000002
314,Vikings,Cover 0,7,2.4000000000000004,4,-1,5.4,0.7714285714285715
315,Vikings,Cover 2,68,20.55999999999999,4,-2,22.55999999999999,0.3317647058823528
316,Vikings,Cover 4,76,25.76,16,-4,37.76000000000001,0.49684210526315803
317,Vikings,Cover 6,20,5.52,0,-1,4.52,0.22599999999999998
318,Vikings,Man Cover 2,25,5.56,4,0,9.559999999999999,0.38239999999999996
319,Vikings,No Video,3,1.28,0,0,1.28,0.4266666666666667
320,Vikings,Other,1,1.28,0,0,1.28,1.28
321,Vikings,Prevent,17,7.5600000000000005,4,0,11.56,0.68
322,Vikings,Screen,32,6.920000000000003,0,0,6.920000000000003,0.21625000000000008
323,Vikings,Tampa 2,16,4.32,0,0,4.32,0.27
