,nickName,route,dropBack,FP_yards,FP_TD,FP_intercept,FP_total,FP/DB,plays,totalPlays,freq
271,Rams,8.0,14,6.0,4,0,10.0,0.7142857142857143,14,429,0.03263403263403263
272,Rams,9.0,48,12.480000000000002,4,-5,11.480000000000002,0.23916666666666672,48,429,0.11188811188811189
273,Rams,10.0,37,9.760000000000002,4,0,13.759999999999994,0.37189189189189176,37,429,0.08624708624708624
274,Rams,11.0,16,2.56,0,0,2.56,0.16,16,429,0.037296037296037296
275,Ravens,1.0,24,3.3200000000000007,0,0,3.3200000000000007,0.13833333333333336,24,366,0.06557377049180328
276,Ravens,2.0,59,13.120000000000003,4,-3,14.120000000000001,0.23932203389830511,59,366,0.16120218579234974
277,Ravens,3.0,8,3.8000000000000003,0,0,3.8000000000000003,0.47500000000000003,8,366,0.02185792349726776
278,Ravens,4.0,64,20.84,8,-1,27.84,0.435,64,366,0.17486338797814208
279,Ravens,5.0,57,17.160000000000004,0,0,17.160000000000004,0.30105263157894746,57,366,0.1557377049180328
280,Ravens,6.0,48,15.160000000000002,4,-3,16.160000000000004,0.3366666666666667,48,366,0.13114754098360656
281,Ravens,7.0,15,7.4399999999999995,12,0,19.44,1.296,15,366,0.040983606557377046
282,Ravens,8.0,18,2.4000000000000004,4,0,6.3999999999999995,0.3555555555555555,18,366,0.04918032786885246
283,Ravens,9.0,45,11.360000000000001,12,-2,21.360000000000007,0.4746666666666668,45,366,0.12295081967213115
284,Ravens,10.0,14,3.0,0,0,3.0,0.21428571428571427,14,366,0.03825136612021858
285,Ravens,11.0,14,3.2000000000000006,4,0,7.200000000000001,0.5142857142857143,14,366,0.03825136612021858
286,Saints,1.0,58,9.800000000000002,16,0,25.799999999999997,0.4448275862068965,58,458,0.12663755458515283
287,Saints,2.0,79,21.24,8,-1,28.240000000000002,0.3574683544303798,79,458,0.17248908296943233
288,Saints,3.0,5,2.36,0,0,2.36,0.472,5,458,0.010917030567685589
289,Saints,4.0,50,12.840000000000003,0,-1,11.840000000000003,0.23680000000000007,50,458,0.1091703056768559
290,Saints,5.0,65,11.92,8,-1,18.919999999999998,0.29107692307692307,65,458,0.14192139737991266
291,Saints,6.0,58,22.400000000000002,12,-2,32.4,0.5586206896551724,58,458,0.12663755458515283
292,Saints,7.0,20,5.640000000000001,20,-1,24.64,1.232,20,458,0.043668122270742356
293,Saints,8.0,23,13.480000000000002,4,-3,14.480000000000002,0.6295652173913044,23,458,0.05021834061135371
294,Saints,9.0,55,16.000000000000004,8,-3,21.000000000000004,0.3818181818181819,55,458,0.12008733624454149
295,Saints,10.0,25,4.16,4,-1,7.160000000000002,0.2864000000000001,25,458,0.05458515283842795
296,Saints,11.0,20,4.64,4,0,8.64,0.43200000000000005,20,458,0.043668122270742356
297,Seahawks,1.0,40,4.8000000000000025,0,0,4.8000000000000025,0.12000000000000006,40,441,0.09070294784580499
298,Seahawks,2.0,61,20.199999999999996,12,0,32.2,0.5278688524590165,61,441,0.1383219954648526
299,Seahawks,3.0,12,4.5600000000000005,0,0,4.5600000000000005,0.38000000000000006,12,441,0.027210884353741496
300,Seahawks,4.0,125,36.919999999999995,12,-4,44.91999999999999,0.3593599999999999,125,441,0.2834467120181406
301,Seahawks,5.0,62,20.88,4,0,24.88,0.4012903225806451,62,441,0.14058956916099774
302,Seahawks,6.0,47,18.280000000000005,12,-1,29.28,0.6229787234042553,47,441,0.10657596371882086
303,Seahawks,7.0,7,4.6,4,0,8.6,1.2285714285714284,7,441,0.015873015873015872
304,Seahawks,8.0,5,2.48,0,0,2.48,0.496,5,441,0.011337868480725623
305,Seahawks,9.0,39,15.600000000000001,20,-1,34.6,0.8871794871794872,39,441,0.08843537414965986
306,Seahawks,10.0,31,5.040000000000001,0,0,5.040000000000001,0.16258064516129037,31,441,0.07029478458049887
307,Seahawks,11.0,12,2.9600000000000004,0,0,2.9600000000000004,0.2466666666666667,12,441,0.027210884353741496
308,Steelers,1.0,22,4.0,0,0,4.0,0.18181818181818182,22,350,0.06285714285714286
309,Steelers,2.0,62,21.96,28,-2,47.96,0.7735483870967742,62,350,0.17714285714285713
310,Steelers,3.0,2,0.88,0,0,0.88,0.44,2,350,0.005714285714285714
311,Steelers,4.0,76,20.519999999999996,4,-3,21.519999999999996,0.28315789473684205,76,350,0.21714285714285714
312,Steelers,5.0,59,10.439999999999998,4,-2,12.439999999999998,0.2108474576271186,59,350,0.16857142857142857
313,Steelers,6.0,35,8.920000000000002,0,-1,7.92,0.22628571428571428,35,350,0.1
314,Steelers,7.0,10,5.000000000000001,12,0,17.0,1.7,10,350,0.02857142857142857
315,Steelers,8.0,18,7.399999999999999,4,0,11.399999999999999,0.6333333333333333,18,350,0.05142857142857143
316,Steelers,9.0,36,15.24,20,-2,33.24,0.9233333333333333,36,350,0.10285714285714286
317,Steelers,10.0,11,1.76,0,0,1.76,0.16,11,350,0.03142857142857143
318,Steelers,11.0,19,3.8000000000000007,0,0,3.8000000000000007,0.20000000000000004,19,350,0.054285714285714284
319,Texans,1.0,36,9.400000000000002,8,-1,16.400000000000002,0.4555555555555556,36,299,0.12040133779264214
320,Texans,2.0,48,12.280000000000003,16,0,28.279999999999994,0.5891666666666665,48,299,0.1605351170568562
321,Texans,3.0,4,0.72,0,0,0.72,0.18,4,299,0.013377926421404682
322,Texans,4.0,62,17.079999999999995,4,0,21.079999999999995,0.3399999999999999,62,299,0.20735785953177258
323,Texans,5.0,31,9.6,0,0,9.6,0.3096774193548387,31,299,0.10367892976588629
324,Texans,6.0,35,18.16,8,0,26.159999999999997,0.7474285714285713,35,299,0.11705685618729098
325,Texans,7.0,7,2.2800000000000002,4,0,6.279999999999999,0.897142857142857,7,299,0.023411371237458192
326,Texans,8.0,6,3.76,0,-1,2.76,0.45999999999999996,6,299,0.020066889632107024
327,Texans,9.0,32,15.760000000000002,20,-1,34.76,1.08625,32,299,0.10702341137123746
328,Texans,10.0,24,5.5600000000000005,4,0,9.559999999999997,0.3983333333333332,24,299,0.0802675585284281
329,Texans,11.0,14,2.96,0,0,2.96,0.21142857142857144,14,299,0.046822742474916385
330,Titans,1.0,29,6.000000000000001,8,0,14.0,0.4827586206896552,29,358,0.08100558659217877
331,Titans,2.0,51,11.400000000000002,4,-1,14.400000000000002,0.28235294117647064,51,358,0.1424581005586592
332,Titans,3.0,6,1.92,0,0,1.92,0.32,6,358,0.01675977653631285
333,Titans,4.0,78,21.639999999999986,8,-2,27.639999999999986,0.3543589743589742,78,358,0.21787709497206703
334,Titans,5.0,47,14.679999999999996,4,-1,17.68,0.37617021276595747,47,358,0.13128491620111732
335,Titans,6.0,52,19.160000000000004,20,-3,36.160000000000004,0.6953846153846155,52,358,0.1452513966480447
336,Titans,7.0,10,2.4,4,-2,4.4,0.44000000000000006,10,358,0.027932960893854747
337,Titans,8.0,7,1.48,4,0,5.48,0.7828571428571429,7,358,0.019553072625698324
338,Titans,9.0,39,15.04,16,-2,29.040000000000003,0.7446153846153847,39,358,0.10893854748603352
339,Titans,10.0,26,7.6800000000000015,8,0,15.68,0.6030769230769231,26,358,0.07262569832402235
340,Titans,11.0,13,4.2,4,0,8.200000000000001,0.6307692307692309,13,358,0.036312849162011177
341,Vikings,1.0,36,7.200000000000003,0,0,7.200000000000003,0.20000000000000007,36,304,0.11842105263157894
342,Vikings,2.0,46,17.040000000000003,16,-2,31.040000000000003,0.6747826086956522,46,304,0.1513157894736842
343,Vikings,3.0,6,2.56,0,0,2.56,0.4266666666666667,6,304,0.019736842105263157
344,Vikings,4.0,35,8.959999999999999,0,0,8.959999999999999,0.25599999999999995,35,304,0.11513157894736842
345,Vikings,5.0,54,10.720000000000002,4,-1,13.72,0.25407407407407406,54,304,0.17763157894736842
346,Vikings,6.0,29,10.6,4,-3,11.600000000000001,0.4,29,304,0.09539473684210527
347,Vikings,7.0,14,9.440000000000001,12,0,21.44,1.5314285714285716,14,304,0.046052631578947366
348,Vikings,8.0,13,8.28,4,0,12.28,0.9446153846153845,13,304,0.04276315789473684
349,Vikings,9.0,42,17.919999999999998,20,-2,35.919999999999995,0.8552380952380951,42,304,0.13815789473684212
350,Vikings,10.0,22,4.440000000000001,4,0,8.440000000000001,0.3836363636363637,22,304,0.07236842105263158
351,Vikings,11.0,7,1.28,0,0,1.28,0.18285714285714286,7,304,0.023026315789473683
