,nickName,blockingSchemeType_descr,touch,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch
44,Cardinals,Duo,18,5.5,6,0,11.5,0.6388888888888888
45,Cardinals,Pass Protection,30,19.7,12,-1,30.699999999999996,1.0233333333333332
46,Cardinals,Pull Across,46,17.799999999999997,6,0,23.800000000000004,0.5173913043478262
47,Cardinals,Split Zone,53,30.7,0,0,30.7,0.5792452830188679
48,Cardinals,Zone,201,85.99999999999996,24,-1,108.99999999999999,0.5422885572139303
49,Chargers,Duo,33,12.5,0,0,12.5,0.3787878787878788
50,Chargers,Pass Protection,33,25.100000000000005,12,0,37.100000000000016,1.1242424242424247
51,Chargers,Pull Across,47,21.699999999999996,6,0,27.699999999999996,0.5893617021276595
52,Chargers,Split Zone,44,18.000000000000004,6,-1,23.000000000000007,0.5227272727272729
53,Chargers,Zone,224,105.50000000000004,78,-2,181.49999999999997,0.810267857142857
54,Chiefs,Duo,35,14.600000000000003,0,0,14.600000000000003,0.41714285714285726
55,Chiefs,Pass Protection,47,29.400000000000006,30,0,59.4,1.2638297872340425
56,Chiefs,Pull 2,19,10.100000000000001,12,0,22.099999999999998,1.163157894736842
57,Chiefs,Pull Across,47,22.10000000000001,12,-1,33.100000000000016,0.7042553191489365
58,Chiefs,Pull Outside Numbers,16,8.600000000000001,0,0,8.600000000000001,0.5375000000000001
59,Chiefs,Split Zone,45,22.100000000000005,0,-1,21.100000000000005,0.468888888888889
60,Chiefs,Zone,167,58.90000000000001,30,-2,86.89999999999993,0.5203592814371254
61,Colts,Duo,15,5.800000000000002,0,0,5.800000000000002,0.38666666666666677
62,Colts,Pass Protection,29,21.100000000000005,0,0,21.100000000000005,0.7275862068965518
63,Colts,Pull 2,12,13.000000000000004,6,0,19.000000000000004,1.5833333333333337
64,Colts,Pull Across,41,17.8,12,0,29.8,0.7268292682926829
65,Colts,Pull Outside Numbers,11,3.8000000000000003,0,0,3.8000000000000003,0.34545454545454546
66,Colts,Split Zone,30,11.799999999999999,12,0,23.799999999999997,0.7933333333333332
67,Colts,Zone,152,63.99999999999999,18,-2,79.99999999999999,0.5263157894736841
68,Cowboys,Duo,14,6.2,0,0,6.2,0.4428571428571429
69,Cowboys,Pass Protection,32,23.099999999999998,6,0,29.09999999999999,0.9093749999999997
70,Cowboys,Pull 2,17,13.299999999999999,6,0,19.299999999999997,1.1352941176470586
71,Cowboys,Pull Across,52,25.200000000000014,6,0,31.200000000000006,0.6000000000000001
72,Cowboys,Split Zone,40,20.400000000000002,6,-1,25.400000000000002,0.635
73,Cowboys,Zone,169,63.999999999999986,48,0,112.00000000000007,0.6627218934911246
74,Dolphins,Duo,29,12.600000000000003,12,-1,23.6,0.8137931034482759
75,Dolphins,Pass Protection,15,9.899999999999999,0,-1,8.9,0.5933333333333334
76,Dolphins,Pull Across,51,28.799999999999997,6,0,34.800000000000004,0.6823529411764707
77,Dolphins,Pull Outside Numbers,12,5.2,12,0,17.2,1.4333333333333333
78,Dolphins,Split Zone,27,17.5,6,0,23.500000000000004,0.8703703703703705
79,Dolphins,Zone,194,72.40000000000003,42,-1,113.40000000000006,0.5845360824742272
80,Eagles,Duo,23,10.0,12,0,22.000000000000004,0.9565217391304349
81,Eagles,Pass Protection,25,13.799999999999999,12,0,25.799999999999994,1.0319999999999998
82,Eagles,Pull Across,44,19.5,6,0,25.5,0.5795454545454546
83,Eagles,Split Zone,30,12.800000000000002,6,0,18.8,0.6266666666666667
84,Eagles,Zone,220,78.20000000000002,42,0,120.2,0.5463636363636364
85,Falcons,Duo,50,20.299999999999997,6,0,26.299999999999994,0.5259999999999999
86,Falcons,Pass Protection,24,23.400000000000002,0,0,23.400000000000002,0.9750000000000001
87,Falcons,Pull 2,22,14.200000000000001,6,0,20.199999999999996,0.918181818181818
88,Falcons,Pull Across,51,21.2,12,0,33.199999999999996,0.6509803921568627
89,Falcons,Pull Outside Numbers,21,14.399999999999999,6,0,20.400000000000002,0.9714285714285715
90,Falcons,Split Zone,36,12.800000000000002,12,-1,23.8,0.6611111111111111
91,Falcons,Zone,169,61.099999999999994,48,-2,107.10000000000008,0.633727810650888
92,Football Team,Duo,16,4.9,6,0,10.9,0.68125
93,Football Team,Pass Protection,26,23.400000000000006,6,0,29.399999999999995,1.1307692307692305
94,Football Team,Pull Across,31,9.200000000000003,12,-1,20.20000000000001,0.6516129032258068
95,Football Team,Pull Outside Numbers,11,4.4,0,0,4.4,0.4
96,Football Team,Split Zone,39,15.000000000000004,18,0,33.0,0.8461538461538461
97,Football Team,Zone,170,66.49999999999999,24,0,90.49999999999999,0.5323529411764705
98,Giants,Duo,20,6.100000000000001,6,0,12.100000000000001,0.6050000000000001
99,Giants,Pass Protection,19,11.3,0,0,11.3,0.5947368421052632
100,Giants,Pull 2,21,15.700000000000003,6,0,21.7,1.0333333333333332
101,Giants,Pull Across,40,18.299999999999997,30,0,48.300000000000004,1.2075
102,Giants,Pull Front,11,4.1000000000000005,6,-1,9.1,0.8272727272727273
103,Giants,Pull Outside Numbers,12,9.7,0,0,9.7,0.8083333333333332
104,Giants,Split Zone,28,14.7,0,0,14.7,0.525
105,Giants,Zone,220,86.99999999999994,18,-1,104.00000000000001,0.4727272727272728
106,Jaguars,Duo,32,13.3,24,0,37.3,1.165625
107,Jaguars,Pass Protection,23,22.6,12,0,34.6,1.5043478260869565
108,Jaguars,Pull Across,40,17.300000000000004,0,0,17.300000000000004,0.4325000000000001
109,Jaguars,Split Zone,26,11.9,0,0,11.9,0.45769230769230773
110,Jaguars,Zone,213,85.20000000000002,78,-1,162.20000000000022,0.7615023474178414
111,Jets,Duo,29,16.3,18,0,34.300000000000004,1.1827586206896554
112,Jets,Pass Protection,30,23.6,6,0,29.6,0.9866666666666667
113,Jets,Pull 2,16,9.799999999999999,0,0,9.799999999999999,0.6124999999999999
114,Jets,Pull Across,52,19.099999999999998,24,0,43.1,0.8288461538461539
115,Jets,Pull Front,12,6.6000000000000005,0,-1,5.6000000000000005,0.46666666666666673
116,Jets,Pull Outside Numbers,18,12.8,12,0,24.800000000000004,1.377777777777778
117,Jets,Split Zone,28,8.500000000000002,0,-2,6.5,0.23214285714285715
118,Jets,Zone,169,64.70000000000002,60,-1,123.70000000000005,0.7319526627218937
119,Lions,Duo,13,8.8,0,0,8.8,0.676923076923077
120,Lions,Pass Protection,30,21.5,0,0,21.5,0.7166666666666667
121,Lions,Pull Across,35,14.799999999999999,6,0,20.799999999999997,0.5942857142857142
122,Lions,Split Zone,47,23.800000000000004,0,0,23.800000000000004,0.5063829787234043
123,Lions,Zone,239,96.19999999999997,72,-2,166.20000000000007,0.6953974895397492
124,Packers,Duo,12,4.1000000000000005,0,0,4.1000000000000005,0.34166666666666673
125,Packers,Pass Protection,49,39.6,12,0,51.6,1.0530612244897959
126,Packers,Pull Across,55,19.799999999999997,12,0,31.799999999999997,0.5781818181818181
127,Packers,Split Zone,43,18.999999999999996,6,0,24.999999999999996,0.5813953488372092
128,Packers,Zone,164,60.099999999999994,36,-1,95.10000000000004,0.579878048780488
129,Panthers,Duo,30,13.500000000000005,12,0,25.500000000000004,0.8500000000000001
130,Panthers,Pass Protection,23,18.099999999999998,6,0,24.1,1.047826086956522
131,Panthers,Pull Across,43,14.600000000000001,0,0,14.600000000000001,0.33953488372093027
132,Panthers,Pull Outside Numbers,14,6.6000000000000005,0,0,6.6000000000000005,0.4714285714285715
133,Panthers,Split Zone,34,19.7,0,0,19.7,0.5794117647058823
134,Panthers,Zone,205,77.1,42,-2,117.1000000000001,0.5712195121951225
135,Patriots,Duo,37,17.900000000000002,0,-1,16.900000000000002,0.4567567567567568
136,Patriots,Pass Protection,28,32.400000000000006,6,0,38.400000000000006,1.3714285714285717
137,Patriots,Pull Across,52,24.8,12,0,36.8,0.7076923076923076
138,Patriots,Split Zone,36,11.5,12,0,23.500000000000007,0.652777777777778
139,Patriots,Zone,190,75.10000000000004,18,-4,89.10000000000004,0.46894736842105283
140,Raiders,Duo,37,15.699999999999996,18,0,33.70000000000001,0.9108108108108111
141,Raiders,Pass Protection,33,20.6,6,-1,25.600000000000005,0.7757575757575759
142,Raiders,Pull 2,11,2.5,0,-1,1.5,0.13636363636363635
143,Raiders,Pull Across,23,8.900000000000002,0,-2,6.9,0.3
144,Raiders,Pull Outside Numbers,24,9.2,6,0,15.199999999999998,0.6333333333333332
145,Raiders,Split Zone,37,9.8,0,0,9.8,0.2648648648648649
146,Raiders,Zone,186,76.90000000000006,48,0,124.90000000000009,0.6715053763440865
147,Rams,Duo,20,6.8999999999999995,0,0,6.8999999999999995,0.345
148,Rams,Pass Protection,41,29.7,0,0,29.7,0.724390243902439
149,Rams,Pull Across,33,13.6,12,0,25.6,0.7757575757575758
150,Rams,Split Zone,61,18.8,6,0,24.800000000000004,0.4065573770491804
151,Rams,Zone,199,71.10000000000005,84,-1,154.10000000000002,0.7743718592964826
152,Ravens,Duo,31,6.699999999999999,12,0,18.699999999999996,0.6032258064516127
153,Ravens,Pass Protection,13,7.200000000000001,0,0,7.200000000000001,0.5538461538461539
154,Ravens,Pull Across,36,15.8,0,0,15.8,0.4388888888888889
155,Ravens,Split Zone,54,26.099999999999994,18,-1,43.100000000000016,0.7981481481481484
156,Ravens,Zone,158,60.7,42,0,102.70000000000003,0.6500000000000002
157,Saints,Duo,24,7.500000000000001,0,0,7.500000000000001,0.31250000000000006
158,Saints,Pass Protection,31,20.500000000000004,6,-1,25.499999999999996,0.8225806451612903
159,Saints,Pull 2,15,4.7,0,0,4.7,0.31333333333333335
160,Saints,Pull Across,37,14.499999999999996,0,0,14.499999999999996,0.3918918918918918
161,Saints,Pull Outside Numbers,21,14.4,12,0,26.4,1.2571428571428571
162,Saints,Split Zone,26,4.8,6,0,10.8,0.4153846153846154
163,Saints,Zone,157,46.09999999999997,36,-1,81.10000000000005,0.5165605095541405
164,Seahawks,Duo,29,8.3,6,0,14.3,0.4931034482758621
165,Seahawks,Pass Protection,30,26.600000000000005,6,0,32.6,1.0866666666666667
166,Seahawks,Pull Across,53,18.1,6,0,24.1,0.4547169811320755
167,Seahawks,Split Zone,33,8.200000000000001,6,0,14.2,0.4303030303030303
168,Seahawks,Zone,231,80.40000000000005,48,-1,127.4000000000001,0.551515151515152
169,Steelers,Duo,22,10.000000000000002,0,0,10.000000000000002,0.45454545454545464
170,Steelers,Pass Protection,45,38.699999999999996,12,-1,49.69999999999999,1.1044444444444441
171,Steelers,Pull 2,12,4.799999999999999,0,0,4.799999999999999,0.3999999999999999
172,Steelers,Pull Across,57,32.5,24,0,56.50000000000001,0.9912280701754387
173,Steelers,Split Zone,14,2.9999999999999996,0,0,2.9999999999999996,0.21428571428571425
174,Steelers,Zone,217,90.69999999999999,30,-2,118.69999999999999,0.5470046082949308
175,Texans,Duo,26,13.200000000000003,6,0,19.200000000000006,0.7384615384615387
176,Texans,Pass Protection,24,10.3,6,0,16.299999999999997,0.6791666666666666
177,Texans,Pull 2,13,6.199999999999999,0,0,6.199999999999999,0.4769230769230769
178,Texans,Pull Across,39,14.700000000000001,12,-1,25.700000000000006,0.6589743589743592
179,Texans,Pull Front,13,9.900000000000002,0,0,9.900000000000002,0.7615384615384617
180,Texans,Split Zone,51,39.9,18,0,57.9,1.1352941176470588
181,Texans,Zone,212,90.49999999999999,60,-1,149.5,0.7051886792452831
182,Titans,Duo,20,4.6000000000000005,0,0,4.6000000000000005,0.23000000000000004
183,Titans,Pass Protection,41,21.200000000000003,18,-1,38.200000000000024,0.9317073170731713
184,Titans,Pull Across,36,16.000000000000004,6,0,22.000000000000004,0.6111111111111112
185,Titans,Split Zone,28,5.8,6,0,11.8,0.42142857142857143
186,Titans,Zone,148,60.30000000000001,36,0,96.3000000000001,0.6506756756756763
187,Vikings,Duo,14,7.3,0,0,7.3,0.5214285714285715
188,Vikings,Pass Protection,31,27.800000000000004,6,0,33.800000000000004,1.0903225806451615
189,Vikings,Pull 2,19,7.900000000000001,0,0,7.900000000000001,0.4157894736842106
190,Vikings,Pull Across,38,15.900000000000002,12,0,27.900000000000002,0.7342105263157895
191,Vikings,Split Zone,45,21.8,0,-1,20.8,0.46222222222222226
192,Vikings,Zone,221,92.69999999999999,42,-1,133.7000000000001,0.6049773755656114
