,playerName,DropType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
1025,Greg Ward,5 Step,3.3000000000000003,0,3,6.300000000000001,8.0,0.7875000000000001
1041,Harrison Bryant,3 Step,7.300000000000001,12,9,28.299999999999997,19.0,1.489473684210526
1043,Harrison Bryant,7 Step,6.0,0,4,10.0,5.0,2.0
1046,Hayden Hurst,0/1 Step,2.8000000000000003,0,3,5.800000000000001,13.0,0.44615384615384623
1047,Hayden Hurst,3 Step,27.9,12,31,70.9,45.0,1.5755555555555556
1048,Hayden Hurst,5 Step,15.200000000000001,12,12,39.199999999999996,17.0,2.3058823529411763
1049,Hayden Hurst,7 Step,2.1,0,3,5.1,4.0,1.275
1054,Henry Ruggs,0/1 Step,11.6,0,12,23.6,13.0,1.8153846153846156
1056,Henry Ruggs,5 Step,23.200000000000006,12,8,43.2,16.0,2.7
1057,Henry Ruggs,7 Step,6.3,0,2,8.3,4.0,2.075
1062,Hunter Henry,0/1 Step,12.200000000000001,6,16,34.2,20.0,1.7100000000000002
1063,Hunter Henry,3 Step,26.2,6,24,56.2,38.0,1.4789473684210528
1064,Hunter Henry,5 Step,12.0,0,10,22.0,16.0,1.375
1065,Hunter Henry,7 Step,3.2,0,3,6.2,8.0,0.775
1071,Hunter Renfrow,0/1 Step,12.600000000000001,6,16,34.6,23.0,1.5043478260869565
1072,Hunter Renfrow,3 Step,24.8,0,19,43.8,25.0,1.7519999999999998
1073,Hunter Renfrow,5 Step,20.299999999999997,6,11,37.3,16.0,2.33125
1077,Ian Thomas,0/1 Step,8.700000000000001,0,11,19.7,13.0,1.5153846153846153
1079,Ian Thomas,5 Step,1.0,0,2,3.0,7.0,0.42857142857142855
1080,Ian Thomas,7 Step,1.5,0,1,2.5,1.0,2.5
1085,Irv Smith,3 Step,16.5,24,16,56.5,19.0,2.973684210526316
1086,Irv Smith,5 Step,7.4,6,5,18.4,6.0,3.0666666666666664
1087,Irv Smith,7 Step,10.3,0,6,16.3,10.0,1.6300000000000001
1093,Isaiah Ford,0/1 Step,7.700000000000001,0,7,14.700000000000003,7.0,2.1000000000000005
1094,Isaiah Ford,3 Step,11.4,0,11,22.4,21.0,1.0666666666666667
1095,Isaiah Ford,5 Step,4.6000000000000005,0,5,9.600000000000001,11.0,0.8727272727272729
1099,Isaiah McKenzie,0/1 Step,16.7,30,18,64.7,20.0,3.2350000000000003
1106,Isaiah Wright,3 Step,4.5,0,7,11.5,13.0,0.8846153846153846
1107,Isaiah Wright,5 Step,9.0,0,9,18.0,10.0,1.8
1114,Ito Smith,0/1 Step,2.0,0,5,7.0,7.0,1.0
1117,Ito Smith,7 Step,3.1000000000000005,0,4,7.1000000000000005,4.0,1.7750000000000001
1119,J.D. McKissic,0/1 Step,13.200000000000001,0,23,36.2,27.0,1.3407407407407408
1120,J.D. McKissic,3 Step,25.4,0,35,60.400000000000006,46.0,1.3130434782608698
1121,J.D. McKissic,5 Step,17.400000000000006,6,18,41.4,23.0,1.8
1122,J.D. McKissic,7 Step,1.2000000000000002,0,2,3.2,4.0,0.8
1153,Jack Doyle,3 Step,14.600000000000001,6,14,34.6,17.0,2.0352941176470587
1155,Jack Doyle,7 Step,10.200000000000001,6,5,21.2,6.0,3.533333333333333
1158,Jacob Hollister,0/1 Step,5.200000000000001,0,5,10.200000000000001,8.0,1.2750000000000001
1159,Jacob Hollister,3 Step,9.200000000000001,12,8,29.2,12.0,2.433333333333333
1161,Jacob Hollister,7 Step,0.4,0,1,1.4,3.0,0.4666666666666666
1174,Jakeem Grant,0/1 Step,7.6000000000000005,0,7,14.599999999999998,7.0,2.0857142857142854
1175,Jakeem Grant,3 Step,18.900000000000002,6,19,43.9,30.0,1.4633333333333334
1176,Jakeem Grant,5 Step,3.4000000000000004,0,3,6.4,6.0,1.0666666666666667
1177,Jakeem Grant,7 Step,1.9000000000000001,0,1,2.9000000000000004,2.0,1.4500000000000002
1185,Jakob Johnson,7 Step,1.8000000000000003,0,2,3.8000000000000003,3.0,1.2666666666666668
1187,Jakobi Meyers,0/1 Step,11.799999999999999,0,10,21.8,14.0,1.5571428571428572
1188,Jakobi Meyers,3 Step,28.200000000000003,0,26,54.19999999999999,31.0,1.7483870967741932
1189,Jakobi Meyers,5 Step,28.800000000000008,0,17,45.8,23.0,1.9913043478260868
1190,Jakobi Meyers,7 Step,4.1,0,2,6.1,6.0,1.0166666666666666
1197,Jalen Guyton,3 Step,7.500000000000001,0,7,14.5,17.0,0.8529411764705882
1198,Jalen Guyton,5 Step,27.700000000000006,12,14,53.699999999999996,22.0,2.440909090909091
1199,Jalen Guyton,7 Step,19.400000000000002,6,6,31.400000000000002,11.0,2.854545454545455
1203,Jalen Reagor,0/1 Step,11.5,0,15,26.5,22.0,1.2045454545454546
1204,Jalen Reagor,3 Step,14.6,0,9,23.6,22.0,1.0727272727272728
1205,Jalen Reagor,5 Step,13.3,0,6,19.3,7.0,2.757142857142857
1209,Jalen Richard,0/1 Step,3.7,0,6,9.700000000000001,7.0,1.385714285714286
1210,Jalen Richard,3 Step,7.400000000000001,0,10,17.4,12.0,1.45
1214,Jamaal Williams,3 Step,10.2,6,18,34.2,16.0,2.1375
1215,Jamaal Williams,5 Step,8.9,0,8,16.900000000000002,6.0,2.816666666666667
1222,Jamal Agnew,7 Step,2.0,0,1,3.0,2.0,1.5
1225,James Conner,0/1 Step,1.9000000000000004,0,6,7.8999999999999995,7.0,1.1285714285714286
1226,James Conner,3 Step,12.7,0,20,32.7,20.0,1.6350000000000002
1228,James Conner,7 Step,3.1,0,2,5.1,3.0,1.7
1232,James O'Shaughnessy,3 Step,13.000000000000002,0,12,25.0,17.0,1.4705882352941178
1233,James O'Shaughnessy,5 Step,4.7,0,6,10.7,6.0,1.7833333333333332
1234,James O'Shaughnessy,7 Step,2.5,0,3,5.5,4.0,1.375
1238,James Robinson,0/1 Step,6.9,0,9,15.9,9.0,1.7666666666666666
1239,James Robinson,3 Step,12.200000000000003,12,18,42.2,23.0,1.8347826086956522
1240,James Robinson,5 Step,10.500000000000002,6,14,30.5,16.0,1.90625
1241,James Robinson,7 Step,3.6,0,3,6.6,4.0,1.65
1244,James Washington,0/1 Step,10.4,12,8,30.399999999999995,11.0,2.7636363636363632
1245,James Washington,3 Step,24.6,18,16,58.6,28.0,2.092857142857143
1246,James Washington,5 Step,7.1000000000000005,0,5,12.100000000000001,7.0,1.7285714285714289
1247,James Washington,7 Step,0.0,0,0,0.0,1.0,0.0
1251,James White,0/1 Step,5.2,0,6,11.2,10.0,1.1199999999999999
1252,James White,3 Step,16.400000000000002,6,22,44.400000000000006,27.0,1.6444444444444446
1253,James White,5 Step,3.9000000000000004,0,5,8.9,7.0,1.2714285714285716
1259,Jamison Crowder,0/1 Step,22.0,18,19,59.0,24.0,2.4583333333333335
1260,Jamison Crowder,3 Step,31.400000000000002,6,29,66.4,46.0,1.4434782608695653
1261,Jamison Crowder,5 Step,7.000000000000001,12,5,24.0,10.0,2.4
1262,Jamison Crowder,7 Step,6.2,0,2,8.2,3.0,2.733333333333333
1267,Jared Cook,3 Step,27.499999999999996,18,29,74.50000000000001,32.0,2.3281250000000004
1268,Jared Cook,5 Step,27.000000000000004,18,12,56.99999999999999,21.0,2.714285714285714
1269,Jared Cook,7 Step,1.3,0,1,2.3,3.0,0.7666666666666666
1271,Jarvis Landry,0/1 Step,12.8,0,20,32.8,16.0,2.05
1272,Jarvis Landry,3 Step,33.9,6,26,65.9,35.0,1.882857142857143
1273,Jarvis Landry,5 Step,16.1,12,13,41.1,18.0,2.283333333333333
1274,Jarvis Landry,7 Step,10.8,12,8,30.799999999999997,7.0,4.3999999999999995
1284,Jason Witten,5 Step,2.2,0,4,6.199999999999999,6.0,1.0333333333333332
1302,Jeff Smith,0/1 Step,3.3,0,5,8.3,7.0,1.1857142857142857
1303,Jeff Smith,3 Step,6.700000000000001,0,7,13.700000000000001,18.0,0.7611111111111112
1304,Jeff Smith,5 Step,1.8000000000000003,0,2,3.8000000000000003,8.0,0.47500000000000003
1305,Jeff Smith,7 Step,4.9,0,3,7.9,5.0,1.58
1307,Jeff Wilson,0/1 Step,3.2,6,3,12.2,7.0,1.7428571428571427
1308,Jeff Wilson,3 Step,5.300000000000001,6,5,16.3,13.0,1.2538461538461538
1310,Jeff Wilson,7 Step,0.4,0,1,1.4,2.0,0.7
1320,Jerick McKinnon,0/1 Step,9.600000000000001,6,10,25.599999999999998,12.0,2.1333333333333333
1321,Jerick McKinnon,3 Step,12.0,6,17,35.00000000000001,25.0,1.4000000000000004
1322,Jerick McKinnon,5 Step,2.5,0,3,5.5,5.0,1.1
1326,Jerry Jeudy,0/1 Step,9.2,0,9,18.2,23.0,0.7913043478260869
1327,Jerry Jeudy,3 Step,47.5,12,26,85.50000000000001,58.0,1.474137931034483
1328,Jerry Jeudy,5 Step,16.6,6,8,30.6,17.0,1.8
1329,Jerry Jeudy,7 Step,0.0,0,0,0.0,2.0,0.0
1335,Jesse James,5 Step,1.2,0,2,3.2,5.0,0.64
1336,Jesse James,7 Step,3.8000000000000003,0,2,5.800000000000001,3.0,1.9333333333333336
1339,Jimmy Graham,0/1 Step,11.800000000000002,12,16,39.800000000000004,27.0,1.4740740740740743
1340,Jimmy Graham,3 Step,19.199999999999996,30,21,70.20000000000002,28.0,2.5071428571428576
1347,Joe Mixon,0/1 Step,3.9000000000000004,6,6,15.9,7.0,2.2714285714285714
1354,John Brown,0/1 Step,21.000000000000004,6,21,48.00000000000001,23.0,2.086956521739131
1355,John Brown,3 Step,14.900000000000002,6,11,31.9,16.0,1.99375
1356,John Brown,5 Step,10.3,6,6,22.300000000000004,6.0,3.7166666666666672
1357,John Brown,7 Step,3.8000000000000007,0,2,5.800000000000001,2.0,2.9000000000000004
1363,John Hightower,0/1 Step,1.8000000000000003,0,4,5.800000000000001,8.0,0.7250000000000001
1364,John Hightower,3 Step,9.9,0,5,14.9,15.0,0.9933333333333334
1365,John Hightower,5 Step,0.0,0,0,0.0,5.0,0.0
1366,John Hightower,7 Step,5.0,0,1,6.0,3.0,2.0
1374,Jonathan Taylor,0/1 Step,4.9,0,6,10.9,7.0,1.5571428571428572
1375,Jonathan Taylor,3 Step,8.0,0,10,18.0,13.0,1.3846153846153846
1376,Jonathan Taylor,5 Step,8.9,6,8,22.900000000000002,6.0,3.816666666666667
1377,Jonathan Taylor,7 Step,3.7,0,6,9.7,6.0,1.6166666666666665
1382,Jonnu Smith,0/1 Step,17.000000000000004,6,17,40.0,24.0,1.6666666666666667
1383,Jonnu Smith,3 Step,16.9,24,16,56.9,25.0,2.276
1385,Jonnu Smith,7 Step,0.1,6,1,7.1,2.0,3.55
1390,Jordan Akins,3 Step,21.700000000000003,6,20,47.699999999999996,27.0,1.7666666666666666
1391,Jordan Akins,5 Step,13.000000000000002,0,10,23.0,13.0,1.7692307692307692
1396,Jordan Reed,0/1 Step,11.0,12,14,37.0,22.0,1.6818181818181819
1397,Jordan Reed,3 Step,11.1,12,11,34.1,22.0,1.55
1406,Jordan Wilkins,7 Step,0.8000000000000003,0,3,3.8000000000000003,3.0,1.2666666666666668
1410,Josh Adams,7 Step,1.1,0,1,2.1,1.0,2.1
1414,Josh Hill,7 Step,0.1,0,1,1.1,2.0,0.55
1418,Josh Jacobs,0/1 Step,4.1000000000000005,0,6,10.100000000000001,11.0,0.9181818181818183
1419,Josh Jacobs,3 Step,13.800000000000002,0,16,29.8,19.0,1.568421052631579
1420,Josh Jacobs,5 Step,4.4,0,6,10.4,8.0,1.3
1421,Josh Jacobs,7 Step,2.8000000000000003,0,3,5.800000000000001,4.0,1.4500000000000002
1426,Josh Reynolds,0/1 Step,5.1,0,6,11.1,8.0,1.3875
1427,Josh Reynolds,3 Step,36.50000000000001,6,28,70.5,41.0,1.7195121951219512
1428,Josh Reynolds,5 Step,14.3,6,9,29.3,13.0,2.253846153846154
1429,Josh Reynolds,7 Step,2.1,0,1,3.1,6.0,0.5166666666666667
1436,Joshua Kelley,5 Step,4.2,0,5,9.2,5.0,1.8399999999999999
1437,Joshua Kelley,7 Step,1.1,0,2,3.1,2.0,1.55
1440,JuJu Smith-Schuster,0/1 Step,23.099999999999998,12,30,65.1,34.0,1.914705882352941
1441,JuJu Smith-Schuster,3 Step,56.100000000000016,36,54,146.09999999999997,61.0,2.3950819672131143
1442,JuJu Smith-Schuster,5 Step,12.700000000000001,6,11,29.700000000000003,12.0,2.475
1443,JuJu Smith-Schuster,7 Step,5.1,6,3,14.1,4.0,3.525
1447,Julian Edelman,0/1 Step,6.2,0,6,12.200000000000001,8.0,1.5250000000000001
1448,Julian Edelman,3 Step,16.100000000000005,0,9,25.100000000000005,21.0,1.1952380952380954
1449,Julian Edelman,5 Step,3.4000000000000004,0,2,5.4,5.0,1.08
1450,Julian Edelman,7 Step,4.1,0,2,6.1,2.0,3.05
1453,Julio Jones,0/1 Step,14.2,0,13,27.2,16.0,1.7
1454,Julio Jones,3 Step,34.6,12,20,66.6,33.0,2.018181818181818
1455,Julio Jones,5 Step,12.399999999999999,6,8,26.400000000000002,10.0,2.64
1456,Julio Jones,7 Step,8.700000000000001,0,3,11.700000000000001,4.0,2.9250000000000003
1464,Justin Jackson,0/1 Step,1.2000000000000002,0,5,6.199999999999999,7.0,0.8857142857142856
1467,Justin Jackson,7 Step,1.6,0,3,4.6,3.0,1.5333333333333332
1471,Justin Jefferson,0/1 Step,15.900000000000002,0,13,28.899999999999995,18.0,1.6055555555555552
1472,Justin Jefferson,3 Step,67.4,24,39,130.4,56.0,2.3285714285714287
1473,Justin Jefferson,5 Step,34.099999999999994,12,20,66.10000000000001,29.0,2.2793103448275867
1474,Justin Jefferson,7 Step,16.4,0,6,22.400000000000002,10.0,2.24
1489,K.J. Hamler,0/1 Step,13.200000000000001,6,10,29.200000000000003,19.0,1.536842105263158
1490,K.J. Hamler,3 Step,18.7,0,15,33.699999999999996,26.0,1.296153846153846
1491,K.J. Hamler,5 Step,5.2,6,2,13.2,5.0,2.6399999999999997
1496,K.J. Hill,5 Step,4.0,0,2,6.0,6.0,1.0
1499,Kaden Smith,0/1 Step,7.5,0,11,18.5,13.0,1.4230769230769231
1510,Kalen Ballage,3 Step,5.8999999999999995,0,14,19.900000000000002,18.0,1.1055555555555556
1512,Kalen Ballage,7 Step,3.1,0,3,6.1,3.0,2.033333333333333
1521,Kareem Hunt,0/1 Step,2.3000000000000003,6,4,12.3,6.0,2.0500000000000003
1522,Kareem Hunt,3 Step,17.2,24,20,61.2,25.0,2.448
1523,Kareem Hunt,5 Step,3.2,0,4,7.200000000000001,6.0,1.2000000000000002
1524,Kareem Hunt,7 Step,1.5,0,2,3.5,2.0,1.75
1531,Ke'Shawn Vaughn,7 Step,0.0,0,0,0.0,2.0,0.0
1532,KeeSean Johnson,0/1 Step,3.2,0,6,9.2,8.0,1.15
1537,Keelan Cole,0/1 Step,8.800000000000002,6,10,24.8,12.0,2.066666666666667
1538,Keelan Cole,3 Step,33.199999999999996,6,29,68.2,43.0,1.586046511627907
1539,Keelan Cole,5 Step,14.0,6,9,29.0,22.0,1.3181818181818181
1540,Keelan Cole,7 Step,4.2,6,2,12.2,8.0,1.525
1544,Keenan Allen,0/1 Step,38.29999999999999,6,44,88.3,58.0,1.5224137931034483
1545,Keenan Allen,3 Step,23.9,18,25,66.9,44.0,1.5204545454545455
1546,Keenan Allen,5 Step,24.4,18,13,55.40000000000001,18.0,3.0777777777777784
1547,Keenan Allen,7 Step,3.9000000000000004,6,3,12.9,7.0,1.842857142857143
1555,Keith Smith,5 Step,4.3,0,5,9.3,5.0,1.86
1556,Keith Smith,7 Step,-0.2,0,1,0.8,3.0,0.26666666666666666
1559,Keke Coutee,0/1 Step,4.500000000000001,0,7,11.5,8.0,1.4375
1560,Keke Coutee,3 Step,10.500000000000002,6,11,27.500000000000004,12.0,2.291666666666667
1561,Keke Coutee,5 Step,14.700000000000001,0,7,21.700000000000003,11.0,1.9727272727272729
1566,Kendrick Bourne,0/1 Step,27.2,0,23,50.2,26.0,1.9307692307692308
1567,Kendrick Bourne,3 Step,20.8,0,16,36.800000000000004,29.0,1.2689655172413794
1568,Kendrick Bourne,5 Step,10.400000000000002,0,7,17.400000000000002,12.0,1.4500000000000002
1569,Kendrick Bourne,7 Step,4.9,0,3,7.9,4.0,1.975
1574,Kenny Golladay,5 Step,19.300000000000004,6,9,34.300000000000004,13.0,2.638461538461539
1575,Kenny Golladay,7 Step,4.9,0,3,7.9,6.0,1.3166666666666667
1579,Kenny Stills,5 Step,10.000000000000002,6,6,22.000000000000004,8.0,2.7500000000000004
1582,Kenyan Drake,0/1 Step,2.8000000000000003,0,5,7.800000000000001,6.0,1.3
1584,Kenyan Drake,5 Step,4.800000000000001,0,7,11.8,7.0,1.6857142857142857
1591,Kerryon Johnson,5 Step,6.1,6,5,17.1,6.0,2.85
1606,Kyle Juszczyk,5 Step,7.000000000000001,6,4,17.0,5.0,3.4
1607,Kyle Juszczyk,7 Step,3.3,0,2,5.3,4.0,1.325
1612,Kyle Rudolph,3 Step,14.499999999999998,0,12,26.5,15.0,1.7666666666666666
1613,Kyle Rudolph,5 Step,5.300000000000001,6,6,17.299999999999997,7.0,2.471428571428571
1618,La'Mical Perine,3 Step,5.400000000000001,0,8,13.4,11.0,1.2181818181818183
1626,Larry Fitzgerald,0/1 Step,15.099999999999996,0,22,37.10000000000001,25.0,1.4840000000000004
1627,Larry Fitzgerald,3 Step,16.2,6,17,39.2,25.0,1.568
1628,Larry Fitzgerald,5 Step,9.000000000000002,0,12,20.999999999999996,18.0,1.1666666666666665
1634,Latavius Murray,5 Step,5.300000000000001,6,6,17.3,6.0,2.8833333333333333
1635,Latavius Murray,7 Step,10.6,6,11,27.6,9.0,3.066666666666667
1637,Laviska Shenault,0/1 Step,9.100000000000001,12,11,32.1,16.0,2.00625
1638,Laviska Shenault,3 Step,23.300000000000004,0,21,44.3,25.0,1.7719999999999998
1639,Laviska Shenault,5 Step,15.6,18,15,48.6,23.0,2.11304347826087
1640,Laviska Shenault,7 Step,7.8,0,7,14.8,8.0,1.85
1650,Le'Veon Bell,7 Step,2.5,0,2,4.5,2.0,2.25
1663,Leonard Fournette,0/1 Step,10.3,6,15,31.3,12.0,2.6083333333333334
1664,Leonard Fournette,3 Step,17.600000000000005,0,23,40.6,21.0,1.9333333333333333
1672,Levine Toilolo,7 Step,2.7,0,2,4.7,2.0,2.35
1676,Logan Thomas,0/1 Step,12.800000000000002,6,20,38.8,22.0,1.7636363636363634
1677,Logan Thomas,3 Step,22.9,18,25,65.9,42.0,1.5690476190476192
1678,Logan Thomas,5 Step,23.6,6,22,51.6,30.0,1.72
1679,Logan Thomas,7 Step,10.7,6,6,22.700000000000003,9.0,2.5222222222222226
1693,Lynn Bowden Jr.,3 Step,8.700000000000001,0,8,16.7,15.0,1.1133333333333333
1699,Mack Hollins,0/1 Step,4.1000000000000005,0,5,9.100000000000001,6.0,1.5166666666666668
1701,Mack Hollins,5 Step,3.6,0,3,6.6,8.0,0.825
1704,Malcolm Brown,3 Step,6.8999999999999995,0,7,13.9,13.0,1.0692307692307692
1705,Malcolm Brown,5 Step,5.500000000000001,0,6,11.500000000000002,6.0,1.916666666666667
1706,Malcolm Brown,7 Step,1.5,0,3,4.5,5.0,0.9
1719,Marcedes Lewis,5 Step,2.8000000000000003,0,4,6.800000000000001,6.0,1.1333333333333335
1727,Marcus Johnson,5 Step,17.4,0,8,25.4,16.0,1.5875
1728,Marcus Johnson,7 Step,3.6,0,1,4.6,3.0,1.5333333333333332
1732,Mark Andrews,0/1 Step,22.500000000000004,24,24,70.5,33.0,2.1363636363636362
1733,Mark Andrews,3 Step,37.2,12,26,75.19999999999999,32.0,2.3499999999999996
1734,Mark Andrews,5 Step,12.9,6,7,25.9,8.0,3.2375
1748,Marquez Callaway,3 Step,13.299999999999999,0,13,26.300000000000004,13.0,2.0230769230769234
1749,Marquez Callaway,5 Step,5.1000000000000005,0,6,11.100000000000001,8.0,1.3875000000000002
1750,Marquez Callaway,7 Step,1.5,0,1,2.5,3.0,0.8333333333333334
1753,Marquez Valdes-Scantling,3 Step,47.7,24,17,88.7,31.0,2.861290322580645
1754,Marquez Valdes-Scantling,5 Step,22.400000000000006,6,10,38.4,15.0,2.56
1755,Marquez Valdes-Scantling,7 Step,2.6000000000000005,0,2,4.6000000000000005,6.0,0.7666666666666667
1759,Marquise Brown,0/1 Step,14.100000000000001,6,19,39.1,20.0,1.955
1760,Marquise Brown,3 Step,51.4,18,26,95.40000000000002,44.0,2.1681818181818184
1761,Marquise Brown,5 Step,15.599999999999998,6,9,30.6,15.0,2.04
1766,Marvin Hall,0/1 Step,3.2,0,5,8.2,8.0,1.025
1768,Marvin Hall,5 Step,16.5,6,7,29.5,10.0,2.95
1769,Marvin Hall,7 Step,10.7,6,2,18.7,4.0,4.675
1770,Marvin Jones,0/1 Step,8.600000000000001,6,15,29.6,21.0,1.4095238095238096
1771,Marvin Jones,3 Step,39.10000000000001,30,30,99.1,45.0,2.2022222222222223
1772,Marvin Jones,5 Step,24.100000000000005,6,15,45.1,23.0,1.9608695652173913
1773,Marvin Jones,7 Step,22.099999999999998,6,11,39.099999999999994,21.0,1.8619047619047617
1792,Mecole Hardman,0/1 Step,14.200000000000001,12,11,37.2,10.0,3.72
1793,Mecole Hardman,3 Step,19.9,6,13,38.9,19.0,2.0473684210526315
1794,Mecole Hardman,5 Step,12.400000000000002,0,11,23.399999999999995,14.0,1.671428571428571
1795,Mecole Hardman,7 Step,1.4000000000000001,0,1,2.4000000000000004,4.0,0.6000000000000001
1800,Melvin Gordon,0/1 Step,3.1,0,8,11.1,12.0,0.9249999999999999
1801,Melvin Gordon,3 Step,7.700000000000001,6,16,29.7,20.0,1.4849999999999999
1803,Melvin Gordon,7 Step,0.0,0,2,2.0,2.0,1.0
1809,Michael Gallup,0/1 Step,8.600000000000001,6,9,23.599999999999998,16.0,1.4749999999999999
1810,Michael Gallup,3 Step,50.60000000000001,18,27,95.60000000000001,50.0,1.9120000000000001
1811,Michael Gallup,5 Step,10.700000000000001,0,7,17.700000000000003,19.0,0.9315789473684212
1812,Michael Gallup,7 Step,3.3,6,2,11.3,3.0,3.766666666666667
1818,Michael Pittman Jr.,0/1 Step,15.8,0,16,31.799999999999997,17.0,1.8705882352941174
1819,Michael Pittman Jr.,3 Step,24.200000000000003,6,20,50.199999999999996,29.0,1.7310344827586206
1820,Michael Pittman Jr.,5 Step,12.8,0,5,17.8,9.0,1.9777777777777779
1821,Michael Pittman Jr.,7 Step,4.5,0,2,6.5,2.0,3.25
1825,Michael Thomas,0/1 Step,7.0,0,9,16.0,12.0,1.3333333333333333
1826,Michael Thomas,3 Step,13.7,6,15,34.7,20.0,1.735
1827,Michael Thomas,5 Step,16.299999999999997,0,10,26.3,12.0,2.191666666666667
1828,Michael Thomas,7 Step,11.800000000000002,0,8,19.8,9.0,2.2
1833,Mike Davis,0/1 Step,10.3,0,15,25.3,16.0,1.58125
1834,Mike Davis,3 Step,9.8,0,13,22.8,16.0,1.425
1835,Mike Davis,5 Step,7.6000000000000005,0,9,16.6,12.0,1.3833333333333335
1836,Mike Davis,7 Step,3.8000000000000003,0,7,10.8,8.0,1.35
1839,Mike Evans,0/1 Step,14.299999999999999,30,18,62.30000000000002,29.0,2.1482758620689664
1840,Mike Evans,3 Step,66.6,30,34,130.60000000000002,50.0,2.6120000000000005
1841,Mike Evans,5 Step,10.3,12,8,30.3,19.0,1.5947368421052632
1842,Mike Evans,7 Step,22.599999999999998,6,11,39.599999999999994,10.0,3.9599999999999995
1844,Mike Gesicki,0/1 Step,8.3,0,8,16.3,10.0,1.6300000000000001
1845,Mike Gesicki,3 Step,39.800000000000004,12,32,83.8,57.0,1.4701754385964911
1846,Mike Gesicki,5 Step,15.7,12,6,33.7,12.0,2.8083333333333336
1850,Mike Thomas,0/1 Step,5.6,6,6,17.6,7.0,2.5142857142857147
1855,Mike Williams,0/1 Step,14.8,0,13,27.8,25.0,1.112
1856,Mike Williams,3 Step,28.3,12,16,56.3,26.0,2.1653846153846152
1857,Mike Williams,5 Step,25.900000000000006,6,12,43.900000000000006,23.0,1.9086956521739133
1858,Mike Williams,7 Step,7.4,12,4,23.400000000000002,7.0,3.342857142857143
1863,Miles Boykin,0/1 Step,12.3,6,10,28.300000000000004,12.0,2.358333333333334
1864,Miles Boykin,3 Step,10.200000000000001,18,8,36.199999999999996,14.0,2.5857142857142854
1868,Miles Sanders,0/1 Step,10.500000000000002,0,15,25.5,17.0,1.5
1869,Miles Sanders,3 Step,6.4,0,9,15.4,25.0,0.616
1875,Mo Alie-Cox,3 Step,14.500000000000002,6,12,32.5,13.0,2.5
1876,Mo Alie-Cox,5 Step,14.2,0,11,25.2,11.0,2.290909090909091
1877,Mo Alie-Cox,7 Step,6.2,6,4,16.200000000000003,4.0,4.050000000000001
1880,Mohamed Sanu,0/1 Step,3.3000000000000003,0,4,7.300000000000001,6.0,1.2166666666666668
1883,Mohamed Sanu,7 Step,2.1,0,1,3.1,2.0,1.55
1890,Myles Gaskin,3 Step,18.899999999999995,0,22,40.89999999999999,25.0,1.6359999999999997
1892,Myles Gaskin,7 Step,0.7000000000000001,0,1,1.7000000000000002,1.0,1.7000000000000002
1896,N'Keal Harry,0/1 Step,4.4,6,6,16.4,10.0,1.64
1897,N'Keal Harry,3 Step,12.900000000000002,6,11,29.9,22.0,1.3590909090909091
1898,N'Keal Harry,5 Step,5.7,0,6,11.700000000000001,12.0,0.9750000000000001
1899,N'Keal Harry,7 Step,2.2,0,2,4.2,3.0,1.4000000000000001
1904,Nelson Agholor,0/1 Step,14.3,6,13,33.300000000000004,17.0,1.9588235294117649
1905,Nelson Agholor,3 Step,32.699999999999996,24,17,73.7,25.0,2.948
1906,Nelson Agholor,5 Step,28.9,12,12,52.9,31.0,1.7064516129032257
1907,Nelson Agholor,7 Step,15.899999999999999,18,6,39.900000000000006,10.0,3.9900000000000007
1921,Nick Chubb,7 Step,2.8000000000000003,0,2,4.8,2.0,2.4
1943,Noah Brown,0/1 Step,6.2,0,6,12.2,8.0,1.525
1949,Noah Fant,0/1 Step,9.0,0,12,21.0,20.0,1.05
1950,Noah Fant,3 Step,35.7,12,30,77.7,46.0,1.6891304347826088
1951,Noah Fant,5 Step,3.2,0,3,6.199999999999999,6.0,1.0333333333333332
1958,Nyheim Hines,0/1 Step,8.400000000000002,0,11,19.400000000000002,12.0,1.616666666666667
1959,Nyheim Hines,3 Step,26.200000000000003,6,30,62.19999999999998,33.0,1.8848484848484843
1960,Nyheim Hines,5 Step,12.300000000000002,18,13,43.3,17.0,2.5470588235294116
1967,OJ Howard,7 Step,3.7,12,2,17.700000000000003,2.0,8.850000000000001
1969,Odell Beckham,0/1 Step,1.9000000000000004,0,3,4.9,6.0,0.8166666666666668
1970,Odell Beckham,3 Step,10.400000000000002,6,10,26.400000000000002,16.0,1.6500000000000001
1971,Odell Beckham,5 Step,4.800000000000001,0,4,8.8,12.0,0.7333333333333334
1972,Odell Beckham,7 Step,4.1,0,2,6.1,3.0,2.033333333333333
1978,Olabisi Johnson,5 Step,8.7,0,7,15.7,10.0,1.5699999999999998
1979,Olabisi Johnson,7 Step,3.0,0,2,5.0,2.0,2.5
1982,Olamide Zaccheaus,0/1 Step,5.800000000000001,0,6,11.799999999999999,10.0,1.18
1983,Olamide Zaccheaus,3 Step,9.600000000000001,0,7,16.6,12.0,1.3833333333333335
1984,Olamide Zaccheaus,5 Step,8.200000000000001,6,4,18.200000000000003,5.0,3.6400000000000006
1989,Parris Campbell,5 Step,5.300000000000001,0,5,10.3,7.0,1.4714285714285715
1992,Patrick Laird,7 Step,0.9,0,1,1.9,1.0,1.9
