team,playerName,CoverageType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes,plays,totalPlays,freq
GB,Aaron Jones,Cover 1,5.300000000000001,18,7,30.300000000000004,55.0,0.550909090909091,11,67,0.16417910447761194
GB,Aaron Jones,Cover 2,11.4,0,5,16.400000000000002,22.0,0.7454545454545456,5,67,0.07462686567164178
GB,Aaron Jones,Cover 3,7.1000000000000005,0,8,15.100000000000001,56.0,0.2696428571428572,10,67,0.14925373134328357
GB,Aaron Jones,Cover 4,5.5,6,9,20.5,35.0,0.5857142857142857,9,67,0.13432835820895522
GB,Aaron Jones,Man Cover 2,1.2000000000000002,0,2,3.2,27.0,0.11851851851851852,4,67,0.05970149253731343
GB,Aaron Jones,Screen,16.200000000000003,6,22,44.199999999999996,39.0,1.1333333333333333,27,67,0.40298507462686567
MIA,Adam Shaheen,Cover 0,2.1,0,1,3.1,2.0,1.55,1,1,1.0
MIN,Adam Thielen,Cover 0,2.4000000000000004,6,1,9.4,6.0,1.5666666666666667,3,99,0.030303030303030304
MIN,Adam Thielen,Cover 1,13.700000000000001,18,10,41.7,86.0,0.4848837209302326,17,99,0.1717171717171717
MIN,Adam Thielen,Cover 2,7.4,0,6,13.4,37.0,0.3621621621621622,8,99,0.08080808080808081
MIN,Adam Thielen,Cover 3,19.6,6,20,45.60000000000001,124.0,0.367741935483871,32,99,0.32323232323232326
MIN,Adam Thielen,Cover 4,19.8,6,13,38.8,70.0,0.5542857142857143,19,99,0.1919191919191919
MIN,Adam Thielen,Cover 6,2.4000000000000004,0,2,4.4,9.0,0.48888888888888893,2,99,0.020202020202020204
MIN,Adam Thielen,Man Cover 2,4.8999999999999995,0,6,10.900000000000002,32.0,0.34062500000000007,9,99,0.09090909090909091
MIN,Adam Thielen,Prevent,0.0,0,0,0.0,6.0,0.0,1,99,0.010101010101010102
MIN,Adam Thielen,Screen,3.6,0,8,11.600000000000001,38.0,0.3052631578947369,8,99,0.08080808080808081
NO,Adam Trautman,Cover 0,0.0,0,0,0.0,8.0,0.0,1,33,0.030303030303030304
NO,Adam Trautman,Cover 2,4.9,0,3,7.9,21.0,0.3761904761904762,3,33,0.09090909090909091
NO,Adam Trautman,Cover 3,7.300000000000001,0,8,15.3,61.0,0.25081967213114753,14,33,0.42424242424242425
NO,Adam Trautman,Cover 4,4.3,0,5,9.3,36.0,0.25833333333333336,7,33,0.21212121212121213
NO,Adam Trautman,Prevent,0.6000000000000001,0,1,1.6,1.0,1.6,1,33,0.030303030303030304
NO,Adam Trautman,Screen,4.0,0,6,10.000000000000002,11.0,0.9090909090909093,7,33,0.21212121212121213
DEN,Albert Okwuegbunam,Combination,0.4,6,1,7.4,1.0,7.4,1,35,0.02857142857142857
DEN,Albert Okwuegbunam,Cover 1,11.000000000000002,0,9,20.0,38.0,0.5263157894736842,11,35,0.3142857142857143
DEN,Albert Okwuegbunam,Cover 3,19.800000000000004,0,19,38.800000000000004,60.0,0.6466666666666667,23,35,0.6571428571428571
MIN,Albert Wilson,Cover 0,0.0,0,0,0.0,6.0,0.0,1,32,0.03125
MIN,Albert Wilson,Cover 1,2.4000000000000004,0,5,7.4,58.0,0.12758620689655173,13,32,0.40625
MIN,Albert Wilson,Cover 2,1.7000000000000002,0,3,4.699999999999999,23.0,0.20434782608695648,4,32,0.125
MIN,Albert Wilson,Cover 4,2.4,0,3,5.4,37.0,0.14594594594594595,5,32,0.15625
MIN,Albert Wilson,Cover 6,0.0,0,0,0.0,6.0,0.0,1,32,0.03125
MIN,Albert Wilson,Screen,4.300000000000001,0,8,12.3,13.0,0.9461538461538462,8,32,0.25
MIA,Alec Ingold,Cover 0,0.0,0,0,0.0,3.0,0.0,1,1,1.0
MIN,Alexander Mattison,Cover 2,1.0,0,2,3.0,15.0,0.2,3,31,0.0967741935483871
MIN,Alexander Mattison,Cover 3,6.1000000000000005,0,9,15.099999999999998,38.0,0.39736842105263154,10,31,0.3225806451612903
MIN,Alexander Mattison,Cover 4,0.6,0,5,5.6,26.0,0.21538461538461537,5,31,0.16129032258064516
MIN,Alexander Mattison,Cover 6,0.7000000000000001,0,1,1.7000000000000002,5.0,0.34,2,31,0.06451612903225806
MIN,Alexander Mattison,Man Cover 2,0.9000000000000001,0,2,2.9000000000000004,11.0,0.26363636363636367,2,31,0.06451612903225806
MIN,Alexander Mattison,Screen,9.600000000000001,0,8,17.6,18.0,0.9777777777777779,9,31,0.2903225806451613
GB,Allen Lazard,Cover 1,20.6,18,15,53.6,101.0,0.5306930693069307,23,55,0.41818181818181815
GB,Allen Lazard,Cover 2,3.1000000000000005,0,3,6.1,34.0,0.17941176470588235,4,55,0.07272727272727272
GB,Allen Lazard,Cover 3,17.1,6,8,31.1,83.0,0.3746987951807229,12,55,0.21818181818181817
GB,Allen Lazard,Cover 6,2.8000000000000003,6,2,10.8,19.0,0.5684210526315789,2,55,0.03636363636363636
GB,Allen Lazard,Man Cover 2,1.4000000000000001,0,1,2.4000000000000004,33.0,0.07272727272727274,8,55,0.14545454545454545
GB,Allen Lazard,Screen,3.4000000000000004,6,6,15.399999999999999,18.0,0.8555555555555555,6,55,0.10909090909090909
NO,Alvin Kamara,Cover 1,6.300000000000001,12,8,26.3,72.0,0.3652777777777778,14,65,0.2153846153846154
NO,Alvin Kamara,Cover 2,11.0,0,11,22.0,35.0,0.6285714285714286,14,65,0.2153846153846154
NO,Alvin Kamara,Cover 3,9.1,6,9,24.1,55.0,0.43818181818181823,13,65,0.2
NO,Alvin Kamara,Cover 4,3.0,6,5,14.000000000000002,27.0,0.5185185185185186,8,65,0.12307692307692308
NO,Alvin Kamara,Cover 6,0.30000000000000004,0,1,1.3,5.0,0.26,1,65,0.015384615384615385
NO,Alvin Kamara,Screen,13.8,6,12,31.800000000000004,24.0,1.3250000000000002,15,65,0.23076923076923078
CLE,Amari Cooper,Cover 0,0.0,0,0,0.0,16.0,0.0,2,113,0.017699115044247787
CLE,Amari Cooper,Cover 1,38.099999999999994,24,21,83.10000000000001,107.0,0.7766355140186917,40,113,0.35398230088495575
CLE,Amari Cooper,Cover 2,8.7,0,7,15.7,81.0,0.19382716049382714,10,113,0.08849557522123894
CLE,Amari Cooper,Cover 3,18.2,6,21,45.2,138.0,0.327536231884058,33,113,0.2920353982300885
CLE,Amari Cooper,Cover 4,18.1,0,13,31.1,68.0,0.45735294117647063,16,113,0.1415929203539823
CLE,Amari Cooper,Cover 6,1.0,0,1,2.0,10.0,0.2,1,113,0.008849557522123894
CLE,Amari Cooper,Man Cover 2,4.0,6,5,15.0,21.0,0.7142857142857143,7,113,0.061946902654867256
CLE,Amari Cooper,Screen,0.8,0,3,3.8,11.0,0.34545454545454546,4,113,0.035398230088495575
DET,Amon-Ra St. Brown,Cover 0,0.5,0,1,1.5,5.0,0.3,1,119,0.008403361344537815
DET,Amon-Ra St. Brown,Cover 1,19.800000000000004,0,18,37.800000000000004,93.0,0.40645161290322585,28,119,0.23529411764705882
DET,Amon-Ra St. Brown,Cover 2,7.299999999999999,6,8,21.3,54.0,0.39444444444444443,9,119,0.07563025210084033
DET,Amon-Ra St. Brown,Cover 3,33.800000000000004,12,26,71.80000000000001,147.0,0.48843537414965993,33,119,0.2773109243697479
DET,Amon-Ra St. Brown,Cover 4,19.900000000000002,6,18,43.90000000000001,107.0,0.41028037383177585,25,119,0.21008403361344538
DET,Amon-Ra St. Brown,Cover 6,0.5,0,1,1.5,20.0,0.075,3,119,0.025210084033613446
DET,Amon-Ra St. Brown,Man Cover 2,4.4,0,3,7.4,12.0,0.6166666666666667,4,119,0.03361344537815126
DET,Amon-Ra St. Brown,Other,0.0,0,0,0.0,1.0,0.0,1,119,0.008403361344537815
DET,Amon-Ra St. Brown,Prevent,0.8,0,1,1.8,6.0,0.3,2,119,0.01680672268907563
DET,Amon-Ra St. Brown,Screen,7.699999999999999,0,13,20.700000000000003,23.0,0.9000000000000001,13,119,0.1092436974789916
ARI,Andy Isabella,Cover 0,1.3,0,1,2.3,2.0,1.15,1,1,1.0
ATL,Anthony Firkser,Cover 0,0.4,0,1,1.4,10.0,0.13999999999999999,1,40,0.025
ATL,Anthony Firkser,Cover 1,2.9000000000000004,0,5,7.9,62.0,0.12741935483870967,8,40,0.2
ATL,Anthony Firkser,Cover 2,10.9,0,11,21.9,51.0,0.4294117647058823,13,40,0.325
ATL,Anthony Firkser,Cover 3,5.9,0,7,12.9,51.0,0.2529411764705882,10,40,0.25
ATL,Anthony Firkser,Cover 4,4.5,0,4,8.5,28.0,0.30357142857142855,5,40,0.125
ATL,Anthony Firkser,Man Cover 2,1.4,0,2,3.4,17.0,0.19999999999999998,3,40,0.075
PIT,Anthony McFarland Jr.,Prevent,1.1,0,1,2.1,2.0,1.05,1,1,1.0
CLE,Anthony Schwartz,Combination,0.0,0,0,0.0,1.0,0.0,1,6,0.16666666666666666
CLE,Anthony Schwartz,Cover 0,0.0,0,0,0.0,2.0,0.0,1,6,0.16666666666666666
CLE,Anthony Schwartz,Cover 2,1.6,0,1,2.6,14.0,0.18571428571428572,3,6,0.5
CLE,Anthony Schwartz,Man Cover 2,0.0,0,0,0.0,10.0,0.0,1,6,0.16666666666666666
ARI,Antoine Wesley,Combination,0.0,0,0,0.0,2.0,0.0,1,19,0.05263157894736842
ARI,Antoine Wesley,Cover 0,0.7000000000000001,0,1,1.7000000000000002,7.0,0.24285714285714288,1,19,0.05263157894736842
ARI,Antoine Wesley,Cover 1,6.4,6,5,17.4,47.0,0.3702127659574468,10,19,0.5263157894736842
ARI,Antoine Wesley,Cover 2,1.6,0,3,4.6,43.0,0.10697674418604651,6,19,0.3157894736842105
ARI,Antoine Wesley,Cover 6,0.0,0,0,0.0,12.0,0.0,1,19,0.05263157894736842
WAS,Antonio Gibson,Cover 1,6.800000000000001,0,6,12.799999999999999,42.0,0.30476190476190473,8,46,0.17391304347826086
WAS,Antonio Gibson,Cover 2,2.2,0,2,4.2,20.0,0.21000000000000002,5,46,0.10869565217391304
WAS,Antonio Gibson,Cover 3,5.0,0,11,16.0,59.0,0.2711864406779661,15,46,0.32608695652173914
WAS,Antonio Gibson,Screen,11.8,6,16,33.800000000000004,27.0,1.251851851851852,18,46,0.391304347826087
IND,Ashton Dulin,Cover 6,2.4000000000000004,0,2,4.4,8.0,0.55,3,8,0.375
IND,Ashton Dulin,Man Cover 2,0.0,0,0,0.0,2.0,0.0,1,8,0.125
IND,Ashton Dulin,Screen,0.8,0,4,4.8,8.0,0.6,4,8,0.5
LAC,Austin Ekeler,Combination,1.4000000000000001,0,1,2.4000000000000004,2.0,1.2000000000000002,2,89,0.02247191011235955
LAC,Austin Ekeler,Cover 1,9.0,12,7,28.0,90.0,0.3111111111111111,16,89,0.1797752808988764
LAC,Austin Ekeler,Cover 2,11.0,6,10,27.0,45.0,0.6,13,89,0.14606741573033707
LAC,Austin Ekeler,Cover 3,8.200000000000001,6,12,26.2,101.0,0.2594059405940594,17,89,0.19101123595505617
LAC,Austin Ekeler,Cover 4,7.800000000000002,0,9,16.8,47.0,0.3574468085106383,10,89,0.11235955056179775
LAC,Austin Ekeler,Cover 6,4.300000000000001,0,7,11.300000000000002,14.0,0.8071428571428573,7,89,0.07865168539325842
LAC,Austin Ekeler,Man Cover 2,4.1000000000000005,0,3,7.1000000000000005,22.0,0.32272727272727275,5,89,0.056179775280898875
LAC,Austin Ekeler,Screen,16.299999999999997,12,17,45.30000000000001,22.0,2.0590909090909095,19,89,0.21348314606741572
TEN,Austin Hooper,Cover 0,0.0,0,0,0.0,4.0,0.0,2,59,0.03389830508474576
TEN,Austin Hooper,Cover 1,6.1000000000000005,0,6,12.1,73.0,0.16575342465753423,11,59,0.1864406779661017
TEN,Austin Hooper,Cover 2,1.4000000000000001,0,2,3.4000000000000004,30.0,0.11333333333333334,4,59,0.06779661016949153
TEN,Austin Hooper,Cover 3,11.0,6,14,31.000000000000007,80.0,0.38750000000000007,24,59,0.4067796610169492
TEN,Austin Hooper,Cover 4,4.200000000000001,0,6,10.2,31.0,0.3290322580645161,7,59,0.11864406779661017
TEN,Austin Hooper,Cover 6,1.1,0,1,2.1,4.0,0.525,2,59,0.03389830508474576
TEN,Austin Hooper,Man Cover 2,1.8000000000000003,0,2,3.8000000000000003,20.0,0.19,3,59,0.05084745762711865
TEN,Austin Hooper,Prevent,0.0,0,0,0.0,2.0,0.0,1,59,0.01694915254237288
TEN,Austin Hooper,Screen,7.9,0,5,12.9,16.0,0.80625,5,59,0.0847457627118644
LAR,Ben Skowronek,Cover 2,8.600000000000001,0,5,13.600000000000001,11.0,1.2363636363636366,6,8,0.75
LAR,Ben Skowronek,Man Cover 2,0.0,0,0,0.0,8.0,0.0,2,8,0.25
KC,Blake Bell,Cover 6,0.4,0,1,1.4,3.0,0.4666666666666666,1,5,0.2
KC,Blake Bell,Screen,3.8,0,4,7.8,5.0,1.56,4,5,0.8
PHI,Boston Scott,Screen,2.4000000000000004,0,6,8.399999999999999,9.0,0.9333333333333331,6,6,1.0
HOU,Brandin Cooks,Combination,1.0,0,1,2.0,3.0,0.6666666666666666,1,142,0.007042253521126761
HOU,Brandin Cooks,Cover 0,1.2000000000000002,0,2,3.2,13.0,0.24615384615384617,4,142,0.028169014084507043
HOU,Brandin Cooks,Cover 1,22.200000000000003,6,19,47.199999999999996,107.0,0.44112149532710276,30,142,0.2112676056338028
HOU,Brandin Cooks,Cover 2,15.4,0,9,24.400000000000002,60.0,0.4066666666666667,14,142,0.09859154929577464
HOU,Brandin Cooks,Cover 3,32.2,6,21,59.19999999999999,130.0,0.4553846153846153,36,142,0.2535211267605634
HOU,Brandin Cooks,Cover 4,16.7,6,14,36.7,78.0,0.47051282051282056,23,142,0.1619718309859155
HOU,Brandin Cooks,Cover 6,2.2,6,3,11.2,24.0,0.4666666666666666,4,142,0.028169014084507043
HOU,Brandin Cooks,Man Cover 2,2.2,0,2,4.2,25.0,0.168,5,142,0.035211267605633804
HOU,Brandin Cooks,Prevent,4.500000000000001,0,4,8.5,10.0,0.85,5,142,0.035211267605633804
HOU,Brandin Cooks,Screen,11.099999999999998,6,15,32.1,40.0,0.8025,20,142,0.14084507042253522
SF,Brandon Aiyuk,Cover 0,0.8,6,1,7.8,11.0,0.7090909090909091,2,96,0.020833333333333332
SF,Brandon Aiyuk,Cover 1,20.3,0,14,34.300000000000004,100.0,0.343,26,96,0.2708333333333333
SF,Brandon Aiyuk,Cover 2,15.499999999999998,0,9,24.5,62.0,0.3951612903225806,14,96,0.14583333333333334
SF,Brandon Aiyuk,Cover 3,32.800000000000004,6,20,58.800000000000004,124.0,0.4741935483870968,28,96,0.2916666666666667
SF,Brandon Aiyuk,Cover 4,12.9,0,6,18.900000000000002,69.0,0.2739130434782609,11,96,0.11458333333333333
SF,Brandon Aiyuk,Cover 6,2.7,0,1,3.7,17.0,0.21764705882352942,2,96,0.020833333333333332
SF,Brandon Aiyuk,Man Cover 2,1.1,6,1,8.1,23.0,0.3521739130434782,2,96,0.020833333333333332
SF,Brandon Aiyuk,Other,0.0,0,0,0.0,1.0,0.0,1,96,0.010416666666666666
SF,Brandon Aiyuk,Screen,3.0,0,9,12.000000000000002,25.0,0.4800000000000001,10,96,0.10416666666666667
LV,Brandon Bolden,Cover 1,6.3,0,4,10.3,56.0,0.18392857142857144,6,52,0.11538461538461539
LV,Brandon Bolden,Cover 3,9.500000000000002,0,10,19.500000000000004,33.0,0.590909090909091,16,52,0.3076923076923077
LV,Brandon Bolden,Cover 4,5.300000000000001,0,7,12.3,38.0,0.3236842105263158,7,52,0.1346153846153846
LV,Brandon Bolden,Cover 6,0.30000000000000004,0,1,1.3,5.0,0.26,1,52,0.019230769230769232
LV,Brandon Bolden,Man Cover 2,3.1000000000000005,6,3,12.100000000000001,21.0,0.5761904761904763,3,52,0.057692307692307696
LV,Brandon Bolden,Screen,17.599999999999998,6,18,41.6,19.0,2.1894736842105265,19,52,0.36538461538461536
CAR,Brandon Zylstra,Cover 1,10.600000000000001,0,6,16.6,41.0,0.40487804878048783,10,12,0.8333333333333334
CAR,Brandon Zylstra,Prevent,0.0,0,0,0.0,5.0,0.0,2,12,0.16666666666666666
NYJ,Braxton Berrios,Cover 0,1.4000000000000001,6,2,9.4,7.0,1.342857142857143,3,58,0.05172413793103448
NYJ,Braxton Berrios,Cover 1,6.800000000000001,0,8,14.8,71.0,0.2084507042253521,12,58,0.20689655172413793
NYJ,Braxton Berrios,Cover 2,4.9,0,4,8.9,38.0,0.23421052631578948,7,58,0.1206896551724138
NYJ,Braxton Berrios,Cover 3,9.9,6,11,26.9,58.0,0.46379310344827585,16,58,0.27586206896551724
NYJ,Braxton Berrios,Man Cover 2,0.0,0,0,0.0,7.0,0.0,2,58,0.034482758620689655
NYJ,Braxton Berrios,Other,4.6000000000000005,0,1,5.6000000000000005,1.0,5.6000000000000005,1,58,0.017241379310344827
NYJ,Braxton Berrios,Prevent,1.1,0,1,2.1,2.0,1.05,1,58,0.017241379310344827
NYJ,Braxton Berrios,Screen,8.0,0,15,23.0,24.0,0.9583333333333334,16,58,0.27586206896551724
TB,Breshad Perriman,Cover 6,2.4000000000000004,0,1,3.4000000000000004,3.0,1.1333333333333335,1,5,0.2
TB,Breshad Perriman,Man Cover 2,0.5,0,1,1.5,5.0,0.3,4,5,0.8
HOU,Brevin Jordan,Cover 0,1.3,6,1,8.3,3.0,2.766666666666667,1,10,0.1
HOU,Brevin Jordan,Cover 1,2.3000000000000003,0,3,5.300000000000001,28.0,0.1892857142857143,7,10,0.7
HOU,Brevin Jordan,Cover 6,0.7,0,2,2.7,10.0,0.27,2,10,0.2
ATL,Bryan Edwards,Cover 0,1.2000000000000002,0,1,2.2,10.0,0.22000000000000003,3,67,0.04477611940298507
ATL,Bryan Edwards,Cover 1,28.60000000000001,12,16,56.6,118.0,0.47966101694915253,25,67,0.373134328358209
ATL,Bryan Edwards,Cover 2,7.1000000000000005,6,3,16.099999999999998,46.0,0.35,5,67,0.07462686567164178
ATL,Bryan Edwards,Cover 3,16.1,0,10,26.100000000000005,147.0,0.1775510204081633,15,67,0.22388059701492538
ATL,Bryan Edwards,Cover 4,2.3,0,2,4.3,81.0,0.053086419753086415,7,67,0.1044776119402985
ATL,Bryan Edwards,Man Cover 2,5.7,0,3,8.7,38.0,0.22894736842105262,8,67,0.11940298507462686
ATL,Bryan Edwards,Screen,2.2,6,3,11.2,7.0,1.5999999999999999,4,67,0.05970149253731343
LAR,Brycen Hopkins,Combination,0.9,0,1,1.9,1.0,1.9,1,1,1.0
CHI,Byron Pringle,Combination,2.6,0,2,4.6,3.0,1.5333333333333332,3,72,0.041666666666666664
CHI,Byron Pringle,Cover 1,1.8,0,3,4.8,56.0,0.08571428571428572,11,72,0.1527777777777778
CHI,Byron Pringle,Cover 2,17.400000000000006,6,14,37.400000000000006,48.0,0.7791666666666668,17,72,0.2361111111111111
CHI,Byron Pringle,Cover 3,19.6,12,16,47.60000000000001,99.0,0.4808080808080809,20,72,0.2777777777777778
CHI,Byron Pringle,Cover 4,10.3,0,10,20.3,62.0,0.3274193548387097,12,72,0.16666666666666666
CHI,Byron Pringle,Cover 6,1.0,0,1,2.0,15.0,0.13333333333333333,1,72,0.013888888888888888
CHI,Byron Pringle,Man Cover 2,7.400000000000001,6,4,17.4,46.0,0.3782608695652174,8,72,0.1111111111111111
MIN,C.J. Ham,Cover 4,2.0,0,4,6.0,6.0,1.0,4,4,1.0
NYJ,C.J. Uzomah,Cover 1,15.899999999999999,24,7,46.900000000000006,101.0,0.46435643564356444,9,76,0.11842105263157894
NYJ,C.J. Uzomah,Cover 2,12.5,0,13,25.500000000000004,77.0,0.3311688311688312,18,76,0.23684210526315788
NYJ,C.J. Uzomah,Cover 3,8.500000000000002,0,15,23.499999999999996,100.0,0.23499999999999996,18,76,0.23684210526315788
NYJ,C.J. Uzomah,Cover 4,10.0,0,10,20.000000000000004,68.0,0.2941176470588236,14,76,0.18421052631578946
NYJ,C.J. Uzomah,Cover 6,2.6,0,5,7.6000000000000005,22.0,0.34545454545454546,6,76,0.07894736842105263
NYJ,C.J. Uzomah,Man Cover 2,2.0,0,2,4.0,26.0,0.15384615384615385,3,76,0.039473684210526314
NYJ,C.J. Uzomah,Other,3.2,0,1,4.2,2.0,2.1,1,76,0.013157894736842105
NYJ,C.J. Uzomah,Prevent,3.2,0,1,4.2,1.0,4.2,1,76,0.013157894736842105
NYJ,C.J. Uzomah,Screen,3.8,0,6,9.799999999999999,10.0,0.9799999999999999,6,76,0.07894736842105263
WAS,Cam Sims,Combination,0.7000000000000001,0,1,1.7000000000000002,3.0,0.5666666666666668,1,4,0.25
WAS,Cam Sims,Cover 0,1.3,0,1,2.3,3.0,0.7666666666666666,1,4,0.25
WAS,Cam Sims,Cover 6,1.8,0,1,2.8,5.0,0.5599999999999999,1,4,0.25
WAS,Cam Sims,Prevent,0.0,0,0,0.0,6.0,0.0,1,4,0.25
TB,Cameron Brate,Combination,1.8,0,1,2.8,1.0,2.8,1,54,0.018518518518518517
TB,Cameron Brate,Cover 1,6.400000000000001,6,7,19.4,77.0,0.2519480519480519,17,54,0.3148148148148148
TB,Cameron Brate,Cover 2,0.8,0,1,1.8,31.0,0.05806451612903226,3,54,0.05555555555555555
TB,Cameron Brate,Cover 3,8.0,0,11,19.0,68.0,0.27941176470588236,15,54,0.2777777777777778
TB,Cameron Brate,Cover 4,5.2,0,5,10.2,37.0,0.27567567567567564,7,54,0.12962962962962962
TB,Cameron Brate,Cover 6,0.0,0,0,0.0,8.0,0.0,1,54,0.018518518518518517
TB,Cameron Brate,Man Cover 2,0.9,0,1,1.9,25.0,0.076,4,54,0.07407407407407407
TB,Cameron Brate,Screen,3.3000000000000007,0,4,7.3,12.0,0.6083333333333333,6,54,0.1111111111111111
DAL,CeeDee Lamb,Cover 0,4.4,12,2,18.4,16.0,1.15,6,135,0.044444444444444446
DAL,CeeDee Lamb,Cover 1,20.1,18,11,49.09999999999999,119.0,0.4126050420168066,25,135,0.18518518518518517
DAL,CeeDee Lamb,Cover 2,9.1,0,10,19.1,85.0,0.2247058823529412,15,135,0.1111111111111111
DAL,CeeDee Lamb,Cover 3,49.900000000000006,0,31,80.89999999999999,139.0,0.5820143884892086,47,135,0.34814814814814815
DAL,CeeDee Lamb,Cover 4,12.700000000000001,0,9,21.700000000000003,70.0,0.31000000000000005,16,135,0.11851851851851852
DAL,CeeDee Lamb,Cover 6,3.7,0,4,7.7,12.0,0.6416666666666667,4,135,0.02962962962962963
DAL,CeeDee Lamb,Man Cover 2,9.3,0,5,14.299999999999999,20.0,0.715,7,135,0.05185185185185185
DAL,CeeDee Lamb,Prevent,3.4000000000000004,0,1,4.4,1.0,4.4,1,135,0.007407407407407408
DAL,CeeDee Lamb,Screen,8.600000000000001,0,10,18.6,24.0,0.775,14,135,0.1037037037037037
PIT,Chase Claypool,Cover 0,4.9,0,2,6.9,9.0,0.7666666666666667,4,115,0.034782608695652174
PIT,Chase Claypool,Cover 1,20.7,0,14,34.7,87.0,0.39885057471264374,32,115,0.2782608695652174
PIT,Chase Claypool,Cover 2,10.200000000000001,6,7,23.2,82.0,0.28292682926829266,14,115,0.12173913043478261
PIT,Chase Claypool,Cover 3,15.700000000000001,6,13,34.7,112.0,0.3098214285714286,27,115,0.23478260869565218
PIT,Chase Claypool,Cover 4,19.600000000000005,0,11,30.600000000000005,58.0,0.5275862068965518,17,115,0.14782608695652175
PIT,Chase Claypool,Cover 6,0.8,0,1,1.8,18.0,0.1,3,115,0.02608695652173913
PIT,Chase Claypool,Man Cover 2,12.100000000000001,0,5,17.1,45.0,0.38,9,115,0.0782608695652174
PIT,Chase Claypool,Prevent,0.7000000000000001,0,1,1.7000000000000002,7.0,0.24285714285714288,1,115,0.008695652173913044
PIT,Chase Claypool,Screen,3.2,0,7,10.200000000000001,30.0,0.34,8,115,0.06956521739130435
MIA,Chase Edmonds,Cover 0,3.2,0,3,6.2,4.0,1.55,3,44,0.06818181818181818
MIA,Chase Edmonds,Cover 1,0.4,0,4,4.3999999999999995,46.0,0.09565217391304347,6,44,0.13636363636363635
MIA,Chase Edmonds,Cover 2,5.4,0,8,13.400000000000002,36.0,0.3722222222222223,10,44,0.22727272727272727
MIA,Chase Edmonds,Cover 4,3.6,0,4,7.6,29.0,0.26206896551724135,6,44,0.13636363636363635
MIA,Chase Edmonds,Cover 6,0.4,0,1,1.4,8.0,0.175,3,44,0.06818181818181818
MIA,Chase Edmonds,Man Cover 2,2.0,0,2,4.0,5.0,0.8,2,44,0.045454545454545456
MIA,Chase Edmonds,Screen,11.700000000000003,0,13,24.700000000000003,24.0,1.0291666666666668,14,44,0.3181818181818182
HOU,Chris Conley,Combination,0.6000000000000001,0,1,1.6,2.0,0.8,1,34,0.029411764705882353
HOU,Chris Conley,Cover 1,10.200000000000001,0,6,16.2,67.0,0.2417910447761194,11,34,0.3235294117647059
HOU,Chris Conley,Cover 3,18.800000000000004,12,9,39.8,68.0,0.5852941176470587,11,34,0.3235294117647059
HOU,Chris Conley,Cover 4,1.3,0,1,2.3,51.0,0.045098039215686274,5,34,0.14705882352941177
HOU,Chris Conley,Cover 6,0.0,0,0,0.0,18.0,0.0,1,34,0.029411764705882353
HOU,Chris Conley,Prevent,0.8,0,1,1.8,6.0,0.3,1,34,0.029411764705882353
HOU,Chris Conley,Screen,1.1,0,4,5.1000000000000005,13.0,0.39230769230769236,4,34,0.11764705882352941
