playerName,TargetType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Player,RouteType,Routes Run,FP/routes
Albert Okwuegbunam,Corner,0.0,0,0,0.0,Albert Okwuegbunam,Corner,13.0,0.0
Albert Okwuegbunam,Curl,3.4000000000000004,0,3,6.3999999999999995,Albert Okwuegbunam,Curl,26.0,0.24615384615384614
Albert Okwuegbunam,Post,0.0,0,0,0.0,Albert Okwuegbunam,Post,2.0,0.0
Albert Wilson,Curl,5.0,0,6,11.0,Albert Wilson,Curl,29.0,0.3793103448275862
Albert Wilson,Out,1.5,0,2,3.5,Albert Wilson,Out,14.0,0.25
Albert Wilson,Slant,1.2000000000000002,0,2,3.2,Albert Wilson,Slant,14.0,0.2285714285714286
Alec Ingold,Corner,0.0,0,0,0.0,Alec Ingold,Corner,1.0,0.0
Alexander Mattison,Curl,2.1,0,4,6.1,Alexander Mattison,Curl,27.0,0.22592592592592592
Alexander Mattison,Dig,1.3000000000000003,0,2,3.3000000000000003,Alexander Mattison,Dig,9.0,0.3666666666666667
Allen Lazard,Corner,2.0,6,1,9.0,Allen Lazard,Corner,18.0,0.5
Allen Lazard,Dig,5.4,0,3,8.399999999999999,Allen Lazard,Dig,42.0,0.19999999999999996
Allen Lazard,Out,7.1,6,9,22.1,Allen Lazard,Out,47.0,0.4702127659574468
Allen Lazard,Post,3.1000000000000005,0,2,5.1000000000000005,Allen Lazard,Post,21.0,0.24285714285714288
Allen Lazard,Slant,4.0,6,4,14.0,Allen Lazard,Slant,39.0,0.358974358974359
Allen Robinson,Comeback,1.8,0,1,2.8,Allen Robinson,Comeback,3.0,0.9333333333333332
Allen Robinson,Corner,2.7,0,1,3.7,Allen Robinson,Corner,13.0,0.2846153846153846
Allen Robinson,Curl,12.400000000000002,0,18,30.400000000000002,Allen Robinson,Curl,100.0,0.30400000000000005
Allen Robinson,Dig,0.0,0,0,0.0,Allen Robinson,Dig,34.0,0.0
Allen Robinson,Out,7.0,0,7,14.0,Allen Robinson,Out,32.0,0.4375
Allen Robinson,Post,3.9000000000000004,6,2,11.9,Allen Robinson,Post,18.0,0.6611111111111111
Allen Robinson,Slant,3.1,0,3,6.1,Allen Robinson,Slant,36.0,0.16944444444444443
Alvin Kamara,Curl,7.400000000000002,6,11,24.400000000000002,Alvin Kamara,Curl,48.0,0.5083333333333334
Alvin Kamara,Out,4.7,0,9,13.7,Alvin Kamara,Out,27.0,0.5074074074074074
Alvin Kamara,Slant,1.4000000000000001,0,1,2.4000000000000004,Alvin Kamara,Slant,6.0,0.4000000000000001
Amari Cooper,Comeback,4.300000000000001,6,4,14.3,Amari Cooper,Comeback,8.0,1.7875
Amari Cooper,Corner,3.9000000000000004,6,2,11.899999999999999,Amari Cooper,Corner,21.0,0.5666666666666667
Amari Cooper,Curl,12.299999999999999,0,14,26.3,Amari Cooper,Curl,75.0,0.3506666666666667
Amari Cooper,Dig,4.800000000000001,0,4,8.8,Amari Cooper,Dig,39.0,0.22564102564102567
Amari Cooper,Out,8.4,6,11,25.400000000000002,Amari Cooper,Out,46.0,0.5521739130434783
Amari Cooper,Post,8.700000000000001,6,3,17.700000000000003,Amari Cooper,Post,37.0,0.47837837837837843
Amari Cooper,Slant,14.3,6,14,34.3,Amari Cooper,Slant,46.0,0.7456521739130434
Amari Rodgers,Slant,0.0,0,0,0.0,Amari Rodgers,Slant,3.0,0.0
Ameer Abdullah,Curl,6.3,0,9,15.300000000000002,Ameer Abdullah,Curl,42.0,0.3642857142857143
Ameer Abdullah,Out,2.4000000000000004,0,3,5.4,Ameer Abdullah,Out,11.0,0.49090909090909096
Amon-Ra St. Brown,Corner,0.0,0,0,0.0,Amon-Ra St. Brown,Corner,8.0,0.0
Amon-Ra St. Brown,Curl,14.999999999999998,24,19,58.00000000000001,Amon-Ra St. Brown,Curl,85.0,0.6823529411764707
Amon-Ra St. Brown,Dig,6.6,0,2,8.6,Amon-Ra St. Brown,Dig,32.0,0.26875
Amon-Ra St. Brown,Out,21.900000000000002,0,23,44.9,Amon-Ra St. Brown,Out,63.0,0.7126984126984127
Amon-Ra St. Brown,Slant,4.6,0,4,8.6,Amon-Ra St. Brown,Slant,17.0,0.5058823529411764
Andy Janovich,Dig,0.0,0,0,0.0,Andy Janovich,Dig,1.0,0.0
Anthony Firkser,Corner,1.5,6,1,8.5,Anthony Firkser,Corner,12.0,0.7083333333333334
Anthony Firkser,Curl,5.6,0,7,12.6,Anthony Firkser,Curl,48.0,0.2625
Anthony Firkser,Out,2.5,0,3,5.5,Anthony Firkser,Out,22.0,0.25
Anthony Firkser,Slant,2.6000000000000005,0,2,4.6000000000000005,Anthony Firkser,Slant,17.0,0.2705882352941177
Anthony Schwartz,Comeback,1.3,0,1,2.3,Anthony Schwartz,Comeback,3.0,0.7666666666666666
Anthony Schwartz,Corner,4.4,0,1,5.4,Anthony Schwartz,Corner,10.0,0.54
Anthony Schwartz,Dig,3.1,0,2,5.1,Anthony Schwartz,Dig,12.0,0.425
Anthony Schwartz,Out,1.2000000000000002,0,2,3.2,Anthony Schwartz,Out,18.0,0.17777777777777778
Anthony Schwartz,Post,0.0,0,0,0.0,Anthony Schwartz,Post,15.0,0.0
Anthony Schwartz,Slant,0.0,0,0,0.0,Anthony Schwartz,Slant,12.0,0.0
Antoine Wesley,Corner,0.0,0,0,0.0,Antoine Wesley,Corner,10.0,0.0
Antoine Wesley,Curl,6.9,0,8,14.9,Antoine Wesley,Curl,70.0,0.21285714285714286
Antoine Wesley,Slant,1.3000000000000003,0,2,3.3000000000000003,Antoine Wesley,Slant,17.0,0.19411764705882353
Antonio Brown,Curl,9.100000000000001,0,8,17.1,Antonio Brown,Curl,30.0,0.5700000000000001
Antonio Brown,Dig,3.7,0,2,5.7,Antonio Brown,Dig,10.0,0.5700000000000001
Antonio Brown,Out,7.300000000000001,0,7,14.299999999999999,Antonio Brown,Out,27.0,0.5296296296296296
Antonio Brown,Post,0.0,0,0,0.0,Antonio Brown,Post,14.0,0.0
Antonio Brown,Slant,4.9,6,5,15.900000000000002,Antonio Brown,Slant,13.0,1.2230769230769232
Antonio Gibson,Curl,2.3000000000000003,0,4,6.299999999999999,Antonio Gibson,Curl,29.0,0.2172413793103448
Antonio Gibson,Slant,1.4000000000000001,0,2,3.4000000000000004,Antonio Gibson,Slant,3.0,1.1333333333333335
Ashton Dulin,Corner,0.0,0,0,0.0,Ashton Dulin,Corner,10.0,0.0
Ashton Dulin,Dig,2.3000000000000003,0,1,3.3000000000000003,Ashton Dulin,Dig,7.0,0.4714285714285715
Ashton Dulin,Post,7.9,6,2,15.899999999999999,Ashton Dulin,Post,12.0,1.325
Auden Tate,Slant,3.2,0,2,5.2,Auden Tate,Slant,5.0,1.04
Austin Ekeler,Curl,7.700000000000001,12,9,28.7,Austin Ekeler,Curl,43.0,0.6674418604651162
Austin Ekeler,Dig,5.7,0,2,7.7,Austin Ekeler,Dig,20.0,0.385
Austin Ekeler,Out,3.7,0,8,11.7,Austin Ekeler,Out,35.0,0.33428571428571424
Austin Hooper,Corner,0.0,0,0,0.0,Austin Hooper,Corner,15.0,0.0
Austin Hooper,Curl,0.9,0,2,2.9,Austin Hooper,Curl,44.0,0.0659090909090909
Austin Hooper,Dig,2.7,0,3,5.7,Austin Hooper,Dig,13.0,0.43846153846153846
Austin Hooper,Out,6.1000000000000005,0,10,16.099999999999998,Austin Hooper,Out,55.0,0.29272727272727267
Austin Hooper,Slant,6.5,0,6,12.5,Austin Hooper,Slant,10.0,1.25
Ben Skowronek,Comeback,0.0,0,0,0.0,Ben Skowronek,Comeback,2.0,0.0
Ben Skowronek,Dig,1.1,0,1,2.1,Ben Skowronek,Dig,11.0,0.19090909090909092
Ben Skowronek,Post,1.5,0,1,2.5,Ben Skowronek,Post,7.0,0.35714285714285715
Blake Bell,Dig,1.1,0,1,2.1,Blake Bell,Dig,3.0,0.7000000000000001
Blake Jarwin,Corner,0.1,6,1,7.1,Blake Jarwin,Corner,8.0,0.8875
Blake Jarwin,Slant,2.5,6,2,10.5,Blake Jarwin,Slant,8.0,1.3125
Brandin Cooks,Comeback,1.3,0,2,3.3,Brandin Cooks,Comeback,9.0,0.36666666666666664
Brandin Cooks,Corner,11.4,0,4,15.4,Brandin Cooks,Corner,35.0,0.44
Brandin Cooks,Curl,17.6,0,21,38.60000000000001,Brandin Cooks,Curl,69.0,0.5594202898550726
Brandin Cooks,Dig,6.800000000000001,0,4,10.8,Brandin Cooks,Dig,40.0,0.27
Brandin Cooks,Out,11.400000000000002,0,12,23.4,Brandin Cooks,Out,63.0,0.3714285714285714
Brandin Cooks,Post,1.4000000000000001,0,1,2.4000000000000004,Brandin Cooks,Post,20.0,0.12000000000000002
Brandin Cooks,Slant,9.7,12,10,31.7,Brandin Cooks,Slant,32.0,0.990625
Brandon Aiyuk,Comeback,0.0,0,0,0.0,Brandon Aiyuk,Comeback,8.0,0.0
Brandon Aiyuk,Corner,1.8,0,1,2.8,Brandon Aiyuk,Corner,19.0,0.14736842105263157
Brandon Aiyuk,Curl,12.0,6,10,28.0,Brandon Aiyuk,Curl,48.0,0.5833333333333334
Brandon Aiyuk,Dig,13.5,6,6,25.500000000000004,Brandon Aiyuk,Dig,64.0,0.39843750000000006
Brandon Aiyuk,Out,4.4,0,3,7.4,Brandon Aiyuk,Out,54.0,0.13703703703703704
Brandon Aiyuk,Post,7.600000000000001,6,4,17.6,Brandon Aiyuk,Post,30.0,0.5866666666666667
Brandon Aiyuk,Slant,26.700000000000003,0,18,44.699999999999996,Brandon Aiyuk,Slant,43.0,1.0395348837209302
Brandon Bolden,Curl,1.7000000000000002,0,3,4.699999999999999,Brandon Bolden,Curl,32.0,0.14687499999999998
Brandon Bolden,Out,4.800000000000001,0,3,7.800000000000001,Brandon Bolden,Out,23.0,0.33913043478260874
Brandon Zylstra,Dig,1.4000000000000001,0,2,3.4000000000000004,Brandon Zylstra,Dig,24.0,0.1416666666666667
Brandon Zylstra,Post,2.4000000000000004,0,1,3.4000000000000004,Brandon Zylstra,Post,13.0,0.26153846153846155
Brandon Zylstra,Slant,2.1,0,2,4.1,Brandon Zylstra,Slant,13.0,0.3153846153846154
Braxton Berrios,Corner,2.7,0,1,3.7,Braxton Berrios,Corner,3.0,1.2333333333333334
Braxton Berrios,Curl,7.900000000000001,0,5,12.9,Braxton Berrios,Curl,32.0,0.403125
Braxton Berrios,Dig,3.3000000000000003,0,3,6.3,Braxton Berrios,Dig,18.0,0.35
Braxton Berrios,Out,6.500000000000002,12,9,27.5,Braxton Berrios,Out,33.0,0.8333333333333334
Braxton Berrios,Post,2.5,0,1,3.5,Braxton Berrios,Post,10.0,0.35
Braxton Berrios,Slant,3.4000000000000004,0,3,6.4,Braxton Berrios,Slant,10.0,0.64
Breshad Perriman,Comeback,0.0,0,0,0.0,Breshad Perriman,Comeback,2.0,0.0
Breshad Perriman,Post,0.0,0,0,0.0,Breshad Perriman,Post,9.0,0.0
Brevin Jordan,Dig,1.2000000000000002,0,1,2.2,Brevin Jordan,Dig,6.0,0.3666666666666667
Brevin Jordan,Out,4.4,0,3,7.4,Brevin Jordan,Out,23.0,0.32173913043478264
Brevin Jordan,Post,2.3000000000000003,0,1,3.3000000000000003,Brevin Jordan,Post,2.0,1.6500000000000001
Bryan Edwards,Comeback,0.0,0,0,0.0,Bryan Edwards,Comeback,15.0,0.0
Bryan Edwards,Corner,3.2,0,1,4.2,Bryan Edwards,Corner,41.0,0.10243902439024391
Bryan Edwards,Curl,5.200000000000001,0,6,11.200000000000001,Bryan Edwards,Curl,59.0,0.18983050847457628
Bryan Edwards,Dig,10.4,0,7,17.400000000000002,Bryan Edwards,Dig,76.0,0.22894736842105265
Bryan Edwards,Out,3.8000000000000003,0,3,6.800000000000001,Bryan Edwards,Out,34.0,0.2
Bryan Edwards,Post,7.9,6,3,16.9,Bryan Edwards,Post,30.0,0.5633333333333332
Bryan Edwards,Slant,1.5,6,2,9.5,Bryan Edwards,Slant,27.0,0.35185185185185186
Byron Pringle,Corner,6.4,0,2,8.4,Byron Pringle,Corner,22.0,0.38181818181818183
Byron Pringle,Curl,11.100000000000001,6,11,28.1,Byron Pringle,Curl,63.0,0.44603174603174606
Byron Pringle,Dig,5.800000000000001,0,5,10.8,Byron Pringle,Dig,35.0,0.3085714285714286
Byron Pringle,Out,3.3000000000000003,0,3,6.299999999999999,Byron Pringle,Out,21.0,0.29999999999999993
Byron Pringle,Post,4.4,0,2,6.4,Byron Pringle,Post,22.0,0.29090909090909095
Byron Pringle,Slant,3.7000000000000006,18,5,26.7,Byron Pringle,Slant,20.0,1.335
C.J. Board,Dig,0.0,0,0,0.0,C.J. Board,Dig,7.0,0.0
C.J. Board,Post,0.0,0,0,0.0,C.J. Board,Post,2.0,0.0
C.J. Ham,Dig,0.9,0,1,1.9,C.J. Ham,Dig,2.0,0.95
C.J. Uzomah,Corner,0.0,0,0,0.0,C.J. Uzomah,Corner,25.0,0.0
C.J. Uzomah,Curl,11.4,6,17,34.4,C.J. Uzomah,Curl,103.0,0.3339805825242718
C.J. Uzomah,Out,2.6000000000000005,0,4,6.6000000000000005,C.J. Uzomah,Out,33.0,0.2
C.J. Uzomah,Slant,0.0,0,0,0.0,C.J. Uzomah,Slant,14.0,0.0
Calvin Ridley,Comeback,0.0,0,0,0.0,Calvin Ridley,Comeback,1.0,0.0
Calvin Ridley,Corner,0.0,0,0,0.0,Calvin Ridley,Corner,18.0,0.0
Calvin Ridley,Curl,5.4,0,7,12.399999999999999,Calvin Ridley,Curl,39.0,0.31794871794871793
Calvin Ridley,Dig,5.200000000000001,0,3,8.200000000000001,Calvin Ridley,Dig,21.0,0.39047619047619053
Calvin Ridley,Out,5.5,0,5,10.5,Calvin Ridley,Out,29.0,0.3620689655172414
Calvin Ridley,Slant,3.0000000000000004,6,4,13.0,Calvin Ridley,Slant,8.0,1.625
Cam Sims,Corner,1.9000000000000001,0,1,2.9000000000000004,Cam Sims,Corner,4.0,0.7250000000000001
Cam Sims,Dig,6.1,0,4,10.1,Cam Sims,Dig,25.0,0.40399999999999997
Cam Sims,Post,0.0,0,0,0.0,Cam Sims,Post,13.0,0.0
Cameron Brate,Corner,0.0,0,0,0.0,Cameron Brate,Corner,11.0,0.0
Cameron Brate,Curl,2.6,0,4,6.6,Cameron Brate,Curl,36.0,0.18333333333333332
Cameron Brate,Dig,3.1,0,3,6.1,Cameron Brate,Dig,25.0,0.244
Cameron Brate,Out,5.9,0,8,13.899999999999999,Cameron Brate,Out,55.0,0.2527272727272727
Cameron Brate,Post,1.2000000000000002,0,1,2.2,Cameron Brate,Post,24.0,0.09166666666666667
Cameron Brate,Slant,3.7,6,4,13.700000000000001,Cameron Brate,Slant,17.0,0.8058823529411765
Carlos Hyde,Curl,1.3,0,2,3.3,Carlos Hyde,Curl,37.0,0.08918918918918918
Cedrick Wilson,Corner,2.4000000000000004,6,1,9.4,Cedrick Wilson,Corner,14.0,0.6714285714285715
Cedrick Wilson,Curl,7.199999999999999,0,6,13.2,Cedrick Wilson,Curl,35.0,0.3771428571428571
Cedrick Wilson,Dig,2.6,0,4,6.6,Cedrick Wilson,Dig,22.0,0.3
Cedrick Wilson,Out,3.8000000000000003,0,3,6.799999999999999,Cedrick Wilson,Out,22.0,0.309090909090909
Cedrick Wilson,Post,15.3,6,4,25.3,Cedrick Wilson,Post,26.0,0.9730769230769231
Cedrick Wilson,Slant,0.8,0,1,1.8,Cedrick Wilson,Slant,19.0,0.09473684210526316
CeeDee Lamb,Comeback,0.0,0,0,0.0,CeeDee Lamb,Comeback,8.0,0.0
CeeDee Lamb,Corner,2.2,12,2,16.200000000000003,CeeDee Lamb,Corner,28.0,0.5785714285714286
CeeDee Lamb,Curl,25.700000000000006,0,22,47.70000000000001,CeeDee Lamb,Curl,87.0,0.5482758620689656
CeeDee Lamb,Dig,18.300000000000004,0,10,28.300000000000004,CeeDee Lamb,Dig,43.0,0.658139534883721
CeeDee Lamb,Out,11.400000000000002,0,10,21.4,CeeDee Lamb,Out,40.0,0.5349999999999999
CeeDee Lamb,Post,9.5,0,3,12.5,CeeDee Lamb,Post,31.0,0.4032258064516129
CeeDee Lamb,Slant,5.5,0,5,10.5,CeeDee Lamb,Slant,30.0,0.35
Charlie Woerner,Corner,2.7,0,1,3.7,Charlie Woerner,Corner,3.0,1.2333333333333334
Charlie Woerner,Slant,1.1,0,1,2.1,Charlie Woerner,Slant,1.0,2.1
Chase Claypool,Comeback,3.3000000000000003,0,2,5.300000000000001,Chase Claypool,Comeback,4.0,1.3250000000000002
Chase Claypool,Curl,6.200000000000001,0,8,14.200000000000001,Chase Claypool,Curl,55.0,0.2581818181818182
Chase Claypool,Out,10.600000000000001,0,10,20.6,Chase Claypool,Out,67.0,0.3074626865671642
Chase Claypool,Post,0.0,0,0,0.0,Chase Claypool,Post,12.0,0.0
Chase Claypool,Slant,16.200000000000003,6,12,34.2,Chase Claypool,Slant,55.0,0.6218181818181818
Chase Edmonds,Curl,1.7000000000000002,0,4,5.7,Chase Edmonds,Curl,37.0,0.15405405405405406
Chase Edmonds,Out,4.2,0,3,7.2,Chase Edmonds,Out,13.0,0.5538461538461539
Chase Edmonds,Slant,0.4,0,1,1.4,Chase Edmonds,Slant,2.0,0.7
Chester Rogers,Corner,2.6,0,1,3.6,Chester Rogers,Corner,16.0,0.225
Chester Rogers,Curl,8.700000000000003,0,8,16.7,Chester Rogers,Curl,62.0,0.2693548387096774
Chester Rogers,Dig,1.9000000000000004,0,2,3.9000000000000004,Chester Rogers,Dig,25.0,0.15600000000000003
Chester Rogers,Out,4.6000000000000005,0,5,9.6,Chester Rogers,Out,28.0,0.34285714285714286
Chester Rogers,Post,0.0,0,0,0.0,Chester Rogers,Post,8.0,0.0
Chester Rogers,Slant,1.6,6,2,9.6,Chester Rogers,Slant,22.0,0.43636363636363634
Chris Conley,Comeback,0.0,0,0,0.0,Chris Conley,Comeback,2.0,0.0
Chris Conley,Corner,4.0,0,1,5.0,Chris Conley,Corner,23.0,0.21739130434782608
Chris Conley,Out,3.4000000000000004,0,4,7.4,Chris Conley,Out,19.0,0.38947368421052636
Chris Conley,Slant,8.700000000000001,0,6,14.7,Chris Conley,Slant,15.0,0.98
Chris Godwin,Comeback,0.8,0,1,1.8,Chris Godwin,Comeback,1.0,1.8
Chris Godwin,Corner,1.2000000000000002,6,1,8.2,Chris Godwin,Corner,7.0,1.1714285714285713
Chris Godwin,Curl,10.8,0,12,22.799999999999997,Chris Godwin,Curl,60.0,0.37999999999999995
Chris Godwin,Dig,12.0,0,10,22.000000000000004,Chris Godwin,Dig,71.0,0.3098591549295775
Chris Godwin,Out,7.4,0,7,14.4,Chris Godwin,Out,50.0,0.28800000000000003
Chris Godwin,Post,2.6,0,1,3.6,Chris Godwin,Post,41.0,0.0878048780487805
Chris Godwin,Slant,11.9,12,8,31.9,Chris Godwin,Slant,32.0,0.996875
Chris Hogan,Slant,0.0,0,0,0.0,Chris Hogan,Slant,2.0,0.0
Christian Blake,Corner,0.0,0,0,0.0,Christian Blake,Corner,4.0,0.0
Christian Blake,Out,1.4000000000000001,0,2,3.4000000000000004,Christian Blake,Out,6.0,0.5666666666666668
Christian Kirk,Comeback,0.8,0,1,1.8,Christian Kirk,Comeback,6.0,0.3
Christian Kirk,Corner,16.400000000000002,12,5,33.4,Christian Kirk,Corner,41.0,0.8146341463414634
Christian Kirk,Curl,11.100000000000001,6,15,32.1,Christian Kirk,Curl,85.0,0.37764705882352945
Christian Kirk,Dig,3.8,0,4,7.800000000000001,Christian Kirk,Dig,43.0,0.1813953488372093
Christian Kirk,Out,13.1,0,13,26.1,Christian Kirk,Out,52.0,0.5019230769230769
Christian Kirk,Post,6.1,6,2,14.1,Christian Kirk,Post,29.0,0.4862068965517241
Christian Kirk,Slant,7.3,0,6,13.3,Christian Kirk,Slant,23.0,0.5782608695652174
Christian McCaffrey,Dig,3.7,0,4,7.700000000000001,Christian McCaffrey,Dig,5.0,1.5400000000000003
Christian McCaffrey,Out,4.5,0,5,9.5,Christian McCaffrey,Out,7.0,1.3571428571428572
Chuba Hubbard,Curl,6.0,0,5,11.0,Chuba Hubbard,Curl,26.0,0.4230769230769231
Chuba Hubbard,Dig,0.8,0,1,1.8,Chuba Hubbard,Dig,2.0,0.9
Cody Hollister,Dig,1.4000000000000001,0,1,2.4000000000000004,Cody Hollister,Dig,5.0,0.4800000000000001
Cody White,Comeback,1.1,0,1,2.1,Cody White,Comeback,1.0,2.1
Cole Beasley,Curl,26.299999999999997,0,32,58.29999999999998,Cole Beasley,Curl,156.0,0.3737179487179486
Cole Beasley,Dig,1.8,0,1,2.8,Cole Beasley,Dig,36.0,0.07777777777777778
Cole Beasley,Out,12.700000000000001,0,17,29.699999999999996,Cole Beasley,Out,59.0,0.5033898305084745
Cole Beasley,Post,2.0,0,1,3.0,Cole Beasley,Post,15.0,0.2
Cole Beasley,Slant,11.9,0,10,21.899999999999995,Cole Beasley,Slant,31.0,0.7064516129032257
Cole Kmet,Corner,2.5,0,1,3.5,Cole Kmet,Corner,17.0,0.20588235294117646
Cole Kmet,Curl,10.600000000000001,0,9,19.6,Cole Kmet,Curl,88.0,0.22272727272727275
Cole Kmet,Dig,4.9,0,4,8.9,Cole Kmet,Dig,23.0,0.3869565217391305
Cole Kmet,Out,8.700000000000001,0,9,17.7,Cole Kmet,Out,38.0,0.46578947368421053
Cole Kmet,Post,2.4000000000000004,0,1,3.4000000000000004,Cole Kmet,Post,14.0,0.24285714285714288
Cole Kmet,Slant,1.6,0,2,3.6,Cole Kmet,Slant,19.0,0.18947368421052632
Collin Johnson,Curl,6.200000000000001,0,7,13.2,Collin Johnson,Curl,29.0,0.4551724137931034
Collin Johnson,Dig,0.7000000000000001,0,1,1.7000000000000002,Collin Johnson,Dig,13.0,0.13076923076923078
Collin Johnson,Out,1.1,0,1,2.1,Collin Johnson,Out,9.0,0.23333333333333334
Cooper Kupp,Corner,18.6,18,8,44.6,Cooper Kupp,Corner,31.0,1.4387096774193548
Cooper Kupp,Curl,20.500000000000004,6,25,51.5,Cooper Kupp,Curl,106.0,0.4858490566037736
Cooper Kupp,Dig,5.700000000000001,0,5,10.700000000000001,Cooper Kupp,Dig,52.0,0.2057692307692308
Cooper Kupp,Out,45.5,24,43,112.5,Cooper Kupp,Out,84.0,1.3392857142857142
Cooper Kupp,Post,24.000000000000004,24,8,56.0,Cooper Kupp,Post,27.0,2.074074074074074
Cooper Kupp,Slant,14.600000000000001,12,7,33.6,Cooper Kupp,Slant,29.0,1.1586206896551725
Cordarrelle Patterson,Curl,7.9,6,8,21.9,Cordarrelle Patterson,Curl,37.0,0.5918918918918918
Cordarrelle Patterson,Post,5.5,6,2,13.5,Cordarrelle Patterson,Post,5.0,2.7
Cordarrelle Patterson,Slant,1.8,0,1,2.8,Cordarrelle Patterson,Slant,13.0,0.21538461538461537
Corey Davis,Comeback,0.0,0,0,0.0,Corey Davis,Comeback,4.0,0.0
Corey Davis,Corner,0.30000000000000004,6,1,7.3,Corey Davis,Corner,10.0,0.73
Corey Davis,Curl,5.800000000000001,0,7,12.8,Corey Davis,Curl,31.0,0.4129032258064516
Corey Davis,Dig,10.700000000000001,0,5,15.7,Corey Davis,Dig,59.0,0.2661016949152542
Corey Davis,Out,11.700000000000001,6,8,25.699999999999996,Corey Davis,Out,28.0,0.9178571428571427
Corey Davis,Post,1.7000000000000002,0,1,2.7,Corey Davis,Post,11.0,0.24545454545454548
Corey Davis,Slant,5.7,0,5,10.7,Corey Davis,Slant,16.0,0.66875
Courtland Sutton,Comeback,2.2,0,2,4.199999999999999,Courtland Sutton,Comeback,4.0,1.0499999999999998
Courtland Sutton,Corner,6.9,0,2,8.9,Courtland Sutton,Corner,14.0,0.6357142857142858
Courtland Sutton,Curl,17.8,0,20,37.8,Courtland Sutton,Curl,111.0,0.3405405405405405
Courtland Sutton,Dig,7.699999999999999,6,5,18.7,Courtland Sutton,Dig,88.0,0.2125
Courtland Sutton,Out,2.4000000000000004,0,2,4.4,Courtland Sutton,Out,23.0,0.19130434782608696
