,playerName,DropType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
1637,Kendrick Bourne,7 Step,12.899999999999999,6,4,22.900000000000002,3.0,7.633333333333334
1646,Kenneth Gainwell,0/1 Step,6.5,6,6,18.500000000000004,9.0,2.055555555555556
1647,Kenneth Gainwell,3 Step,12.2,0,17,29.200000000000003,25.0,1.1680000000000001
1648,Kenneth Gainwell,5 Step,9.0,6,10,25.0,10.0,2.5
1652,Kenny Golladay,0/1 Step,6.200000000000001,0,8,14.2,17.0,0.8352941176470587
1653,Kenny Golladay,3 Step,26.3,0,18,44.30000000000001,36.0,1.2305555555555558
1654,Kenny Golladay,5 Step,8.7,0,5,13.7,12.0,1.1416666666666666
1655,Kenny Golladay,7 Step,11.100000000000001,0,6,17.099999999999998,8.0,2.1374999999999997
1660,Kenny Stills,5 Step,0.0,0,0,0.0,7.0,0.0
1661,Kenny Stills,7 Step,6.300000000000001,6,2,14.3,6.0,2.3833333333333333
1664,Kenyan Drake,0/1 Step,5.0,0,8,12.999999999999998,9.0,1.4444444444444442
1666,Kenyan Drake,5 Step,12.799999999999999,0,10,22.8,14.0,1.6285714285714286
1675,KhaDarel Hodge,0/1 Step,3.2,0,4,7.199999999999999,6.0,1.2
1676,KhaDarel Hodge,3 Step,5.1000000000000005,0,5,10.1,12.0,0.8416666666666667
1678,KhaDarel Hodge,7 Step,4.2,0,1,5.2,3.0,1.7333333333333334
1695,Kyle Juszczyk,0/1 Step,6.699999999999999,0,7,13.7,8.0,1.7125
1696,Kyle Juszczyk,3 Step,13.000000000000002,6,15,34.0,14.0,2.4285714285714284
1697,Kyle Juszczyk,5 Step,2.6,0,3,5.6,6.0,0.9333333333333332
1698,Kyle Juszczyk,7 Step,4.5,0,3,7.5,4.0,1.875
1701,Kyle Pitts,0/1 Step,32.4,0,19,51.4,24.0,2.1416666666666666
1702,Kyle Pitts,3 Step,53.6,6,34,93.60000000000001,57.0,1.642105263157895
1703,Kyle Pitts,5 Step,12.000000000000002,0,8,20.0,20.0,1.0
1704,Kyle Pitts,7 Step,5.800000000000001,0,5,10.8,6.0,1.8
1708,Kyle Rudolph,0/1 Step,3.6,0,6,9.6,10.0,0.96
1711,Kyle Rudolph,7 Step,0.6000000000000001,0,2,2.6,2.0,1.3
1725,Laquon Treadwell,0/1 Step,8.0,6,8,22.0,10.0,2.2
1726,Laquon Treadwell,3 Step,13.100000000000003,0,10,23.100000000000005,15.0,1.5400000000000003
1727,Laquon Treadwell,5 Step,9.5,0,5,14.5,12.0,1.2083333333333333
1728,Laquon Treadwell,7 Step,5.4,0,4,9.4,5.0,1.8800000000000001
1737,Laviska Shenault,0/1 Step,13.3,0,18,31.3,26.0,1.2038461538461538
1738,Laviska Shenault,3 Step,26.1,0,27,53.1,46.0,1.1543478260869566
1739,Laviska Shenault,5 Step,3.7,0,4,7.700000000000001,10.0,0.7700000000000001
1740,Laviska Shenault,7 Step,6.700000000000001,0,2,8.700000000000001,4.0,2.1750000000000003
1752,Leonard Fournette,0/1 Step,4.300000000000002,0,11,15.299999999999997,11.0,1.3909090909090907
1753,Leonard Fournette,3 Step,22.800000000000008,0,38,60.8,41.0,1.4829268292682927
1754,Leonard Fournette,5 Step,8.6,6,11,25.6,12.0,2.1333333333333333
1755,Leonard Fournette,7 Step,6.9,0,7,13.9,8.0,1.7375
1761,Lil'Jordan Humphrey,7 Step,5.0,6,2,13.0,2.0,6.5
1765,Logan Thomas,3 Step,6.600000000000001,12,7,25.6,13.0,1.9692307692307693
1767,Logan Thomas,7 Step,5.9,6,3,14.9,4.0,3.725
1780,Mack Hollins,5 Step,6.9,0,3,9.9,8.0,1.2375
1781,Mack Hollins,7 Step,2.0,0,1,3.0,3.0,1.0
1792,Malik Turner,5 Step,4.300000000000001,6,6,16.3,9.0,1.8111111111111111
1797,Marcedes Lewis,5 Step,1.3,0,5,6.300000000000001,7.0,0.9000000000000001
1798,Marcedes Lewis,7 Step,2.7,0,2,4.7,2.0,2.35
1807,Marcus Johnson,7 Step,2.2,0,1,3.2,3.0,1.0666666666666667
1811,Mark Andrews,0/1 Step,44.3,24,38,106.3,49.0,2.169387755102041
1812,Mark Andrews,3 Step,48.100000000000016,12,39,99.10000000000001,66.0,1.5015151515151517
1813,Mark Andrews,5 Step,28.700000000000003,18,19,65.69999999999999,21.0,3.128571428571428
1820,Mark Ingram,3 Step,7.0,0,6,13.0,12.0,1.0833333333333333
1821,Mark Ingram,5 Step,2.0999999999999996,0,6,8.100000000000001,7.0,1.1571428571428573
1822,Mark Ingram,7 Step,1.4000000000000001,0,2,3.4000000000000004,2.0,1.7000000000000002
1830,Marquez Callaway,0/1 Step,6.7,6,7,19.7,10.0,1.97
1831,Marquez Callaway,3 Step,23.000000000000004,18,16,56.99999999999999,33.0,1.727272727272727
1832,Marquez Callaway,5 Step,18.7,12,12,42.699999999999996,25.0,1.7079999999999997
1833,Marquez Callaway,7 Step,16.3,0,7,23.300000000000004,8.0,2.9125000000000005
1838,Marquez Valdes-Scantling,3 Step,22.40000000000001,12,12,46.400000000000006,29.0,1.6
1839,Marquez Valdes-Scantling,5 Step,16.3,6,6,28.299999999999997,14.0,2.0214285714285714
1843,Marquise Brown,0/1 Step,25.4,0,37,62.4,49.0,1.273469387755102
1844,Marquise Brown,3 Step,34.1,18,24,76.09999999999998,40.0,1.9024999999999994
1845,Marquise Brown,5 Step,23.400000000000002,18,11,52.4,30.0,1.7466666666666666
1846,Marquise Brown,7 Step,5.3,0,3,8.3,5.0,1.6600000000000001
1851,Marquise Goodwin,0/1 Step,5.5,0,6,11.5,10.0,1.15
1852,Marquise Goodwin,3 Step,11.200000000000003,0,8,19.200000000000003,16.0,1.2000000000000002
1853,Marquise Goodwin,5 Step,8.9,6,4,18.9,11.0,1.718181818181818
1854,Marquise Goodwin,7 Step,5.0,0,1,6.0,5.0,1.2
1858,Marvin Jones,0/1 Step,14.3,6,15,35.3,23.0,1.534782608695652
1859,Marvin Jones,3 Step,39.0,12,27,78.0,44.0,1.7727272727272727
1860,Marvin Jones,5 Step,14.9,0,12,26.900000000000006,19.0,1.415789473684211
1861,Marvin Jones,7 Step,4.800000000000001,0,3,7.800000000000001,10.0,0.78
1877,Mecole Hardman,0/1 Step,22.500000000000004,6,22,50.5,22.0,2.2954545454545454
1878,Mecole Hardman,3 Step,30.700000000000003,0,19,49.7,23.0,2.1608695652173915
1879,Mecole Hardman,5 Step,7.4,0,3,10.4,7.0,1.4857142857142858
1880,Mecole Hardman,7 Step,0.0,0,0,0.0,3.0,0.0
1887,Melvin Gordon,3 Step,7.100000000000001,12,10,29.1,14.0,2.0785714285714287
1888,Melvin Gordon,5 Step,8.2,0,7,15.200000000000003,9.0,1.688888888888889
1889,Melvin Gordon,7 Step,1.5,0,3,4.5,4.0,1.125
1896,Michael Carter,0/1 Step,2.7000000000000006,0,5,7.699999999999999,8.0,0.9624999999999999
1897,Michael Carter,3 Step,10.8,0,12,22.8,17.0,1.3411764705882354
1898,Michael Carter,5 Step,4.000000000000001,0,4,8.0,11.0,0.7272727272727273
1899,Michael Carter,7 Step,8.0,0,8,16.0,10.0,1.6
1902,Michael Gallup,0/1 Step,16.6,0,11,27.599999999999998,21.0,1.3142857142857143
1903,Michael Gallup,3 Step,22.500000000000004,6,11,39.5,20.0,1.975
1904,Michael Gallup,5 Step,5.1000000000000005,0,4,9.100000000000001,8.0,1.1375000000000002
1905,Michael Gallup,7 Step,1.9000000000000001,0,1,2.9000000000000004,3.0,0.9666666666666668
1909,Michael Pittman Jr.,0/1 Step,23.7,6,26,55.69999999999999,33.0,1.6878787878787875
1910,Michael Pittman Jr.,3 Step,40.7,18,33,91.70000000000002,49.0,1.8714285714285719
1911,Michael Pittman Jr.,5 Step,27.499999999999996,6,16,49.50000000000001,24.0,2.0625000000000004
1912,Michael Pittman Jr.,7 Step,9.0,6,4,19.0,7.0,2.7142857142857144
1920,Mike Davis,0/1 Step,3.8000000000000003,0,8,11.8,12.0,0.9833333333333334
1921,Mike Davis,3 Step,13.5,6,17,36.5,24.0,1.5208333333333333
1922,Mike Davis,5 Step,6.4,0,11,17.4,10.0,1.7399999999999998
1923,Mike Davis,7 Step,2.0,0,5,7.0,5.0,1.4
1926,Mike Evans,0/1 Step,13.500000000000002,18,15,46.5,24.0,1.9375
1927,Mike Evans,3 Step,69.19999999999999,48,53,170.20000000000002,57.0,2.985964912280702
1928,Mike Evans,5 Step,25.500000000000004,24,12,61.50000000000001,20.0,3.075
1929,Mike Evans,7 Step,18.1,0,8,26.1,10.0,2.6100000000000003
1931,Mike Gesicki,0/1 Step,10.000000000000002,6,12,27.999999999999996,16.0,1.7499999999999998
1932,Mike Gesicki,3 Step,26.299999999999994,6,25,57.300000000000004,38.0,1.5078947368421054
1933,Mike Gesicki,5 Step,22.8,0,16,38.800000000000004,26.0,1.4923076923076926
1934,Mike Gesicki,7 Step,3.2,0,1,4.2,2.0,2.1
1944,Mike Williams,0/1 Step,25.700000000000003,18,23,66.7,45.0,1.4822222222222223
1945,Mike Williams,3 Step,27.400000000000002,0,18,45.400000000000006,27.0,1.6814814814814818
1946,Mike Williams,5 Step,28.799999999999997,18,12,58.8,23.0,2.5565217391304347
1947,Mike Williams,7 Step,8.700000000000001,0,4,12.7,10.0,1.27
1954,Miles Sanders,0/1 Step,4.9,0,10,14.899999999999999,13.0,1.146153846153846
1965,Mo Alie-Cox,0/1 Step,2.8,0,3,5.8,7.0,0.8285714285714285
1966,Mo Alie-Cox,3 Step,16.700000000000003,6,12,34.7,21.0,1.6523809523809525
1967,Mo Alie-Cox,5 Step,1.7000000000000002,0,1,2.7,7.0,0.38571428571428573
1968,Mo Alie-Cox,7 Step,3.5000000000000004,6,2,11.5,3.0,3.8333333333333335
1973,Mohamed Sanu,3 Step,12.200000000000001,0,11,23.200000000000003,20.0,1.1600000000000001
1982,Myles Gaskin,0/1 Step,5.4,6,10,21.4,12.0,1.7833333333333332
1983,Myles Gaskin,3 Step,10.5,12,25,47.50000000000001,30.0,1.5833333333333335
1984,Myles Gaskin,5 Step,6.4,6,8,20.400000000000006,9.0,2.2666666666666675
1985,Myles Gaskin,7 Step,0.2,0,2,2.2,2.0,1.1
1992,N'Keal Harry,5 Step,6.3,0,3,9.3,8.0,1.1625
1993,N'Keal Harry,7 Step,2.5,0,2,4.5,2.0,2.25
1995,Najee Harris,0/1 Step,9.799999999999997,0,14,23.8,15.0,1.5866666666666667
1996,Najee Harris,3 Step,29.400000000000006,18,50,97.39999999999996,61.0,1.5967213114754093
1997,Najee Harris,5 Step,5.200000000000001,0,8,13.2,7.0,1.8857142857142857
2003,Nelson Agholor,3 Step,12.4,0,14,26.4,24.0,1.0999999999999999
2004,Nelson Agholor,5 Step,17.0,12,13,41.99999999999999,23.0,1.8260869565217388
2005,Nelson Agholor,7 Step,7.5,0,4,11.5,10.0,1.15
2018,Nick Chubb,5 Step,4.800000000000001,0,5,9.8,6.0,1.6333333333333335
2019,Nick Chubb,7 Step,4.3,0,2,6.3,2.0,3.15
2030,Nick Westbrook-Ikhine,0/1 Step,13.9,18,13,44.9,18.0,2.4944444444444445
2031,Nick Westbrook-Ikhine,3 Step,16.6,0,12,28.6,16.0,1.7875
2032,Nick Westbrook-Ikhine,5 Step,10.600000000000001,0,7,17.6,13.0,1.353846153846154
2033,Nick Westbrook-Ikhine,7 Step,1.3,0,1,2.3,4.0,0.575
2038,Nico Collins,0/1 Step,6.2,0,6,12.2,10.0,1.22
2039,Nico Collins,3 Step,11.8,0,10,21.8,22.0,0.990909090909091
2040,Nico Collins,5 Step,12.800000000000002,0,8,20.799999999999997,13.0,1.5999999999999999
2041,Nico Collins,7 Step,6.6000000000000005,0,3,9.600000000000001,4.0,2.4000000000000004
2051,Noah Fant,0/1 Step,11.100000000000003,12,11,34.1,16.0,2.13125
2052,Noah Fant,3 Step,16.900000000000002,12,20,48.90000000000001,23.0,2.1260869565217395
2053,Noah Fant,5 Step,22.1,0,17,39.10000000000001,22.0,1.7772727272727276
2054,Noah Fant,7 Step,8.3,0,7,15.299999999999999,11.0,1.3909090909090909
2066,Nyheim Hines,0/1 Step,9.9,0,9,18.900000000000002,11.0,1.7181818181818185
2067,Nyheim Hines,3 Step,8.600000000000001,0,14,22.599999999999998,21.0,1.0761904761904761
2068,Nyheim Hines,5 Step,4.9,0,7,11.9,10.0,1.19
2074,OJ Howard,0/1 Step,4.1000000000000005,0,5,9.1,6.0,1.5166666666666666
2076,OJ Howard,5 Step,5.2,0,5,10.200000000000001,6.0,1.7000000000000002
2079,Odell Beckham,0/1 Step,6.800000000000001,6,13,25.799999999999997,14.0,1.8428571428571427
2080,Odell Beckham,3 Step,35.30000000000001,18,24,77.30000000000001,26.0,2.9730769230769236
2081,Odell Beckham,5 Step,26.900000000000002,0,16,42.9,22.0,1.95
2082,Odell Beckham,7 Step,9.8,6,6,21.799999999999997,9.0,2.422222222222222
2087,Olamide Zaccheaus,0/1 Step,14.800000000000002,6,13,33.800000000000004,20.0,1.6900000000000002
2088,Olamide Zaccheaus,3 Step,15.900000000000002,12,10,37.9,18.0,2.1055555555555556
2089,Olamide Zaccheaus,5 Step,5.8,0,6,11.8,12.0,0.9833333333333334
2090,Olamide Zaccheaus,7 Step,4.1000000000000005,0,2,6.1,3.0,2.033333333333333
2097,Parris Campbell,5 Step,8.9,6,4,18.900000000000002,7.0,2.7
2100,Pat Freiermuth,0/1 Step,12.400000000000002,6,16,34.39999999999999,18.0,1.9111111111111105
2101,Pat Freiermuth,3 Step,34.1,30,36,100.1,44.0,2.275
2102,Pat Freiermuth,5 Step,5.1000000000000005,0,8,13.100000000000001,10.0,1.31
2115,Penny Hart,0/1 Step,3.9000000000000004,0,4,7.9,6.0,1.3166666666666667
2126,Pharaoh Brown,0/1 Step,2.7000000000000006,0,6,8.700000000000001,8.0,1.0875000000000001
2140,Phillip Dorsett,7 Step,0.0,0,0,0.0,2.0,0.0
2146,Preston Williams,0/1 Step,2.3000000000000003,0,2,4.3,6.0,0.7166666666666667
2156,Quez Watkins,0/1 Step,7.800000000000001,6,6,19.799999999999997,9.0,2.1999999999999997
2157,Quez Watkins,3 Step,32.800000000000004,0,16,48.800000000000004,22.0,2.2181818181818183
2158,Quez Watkins,5 Step,11.0,0,5,16.0,8.0,2.0
2159,Quez Watkins,7 Step,6.0,0,3,9.0,5.0,1.8
2165,Quintez Cephus,3 Step,8.2,6,8,22.2,15.0,1.48
2175,Randall Cobb,3 Step,17.3,12,12,41.300000000000004,19.0,2.173684210526316
2176,Randall Cobb,5 Step,17.6,6,9,32.6,9.0,3.6222222222222222
2185,Rashard Higgins,3 Step,3.8,0,3,6.8,15.0,0.4533333333333333
2186,Rashard Higgins,5 Step,16.900000000000002,0,14,30.900000000000002,21.0,1.4714285714285715
2187,Rashard Higgins,7 Step,2.3000000000000003,0,2,4.300000000000001,4.0,1.0750000000000002
2190,Rashod Bateman,0/1 Step,28.0,6,29,62.99999999999999,40.0,1.5749999999999997
2191,Rashod Bateman,3 Step,13.3,0,11,24.3,20.0,1.215
2196,Ray-Ray McCloud,0/1 Step,2.2,0,8,10.2,12.0,0.85
2197,Ray-Ray McCloud,3 Step,20.0,0,24,44.0,31.0,1.4193548387096775
2208,Reggie Gilliam,7 Step,1.4000000000000001,0,2,3.4000000000000004,3.0,1.1333333333333335
2210,Rex Burkhead,0/1 Step,7.2,0,7,14.200000000000001,7.0,2.028571428571429
2211,Rex Burkhead,3 Step,13.0,0,13,25.999999999999996,16.0,1.6249999999999998
2213,Rex Burkhead,7 Step,1.2000000000000002,0,2,3.2,3.0,1.0666666666666667
2223,Ricky Seals-Jones,3 Step,9.200000000000001,6,9,24.200000000000003,18.0,1.3444444444444446
2224,Ricky Seals-Jones,5 Step,15.000000000000002,6,14,35.0,18.0,1.9444444444444444
2230,Rob Gronkowski,0/1 Step,11.1,6,9,26.1,17.0,1.535294117647059
2231,Rob Gronkowski,3 Step,50.2,18,31,99.20000000000003,48.0,2.0666666666666673
2232,Rob Gronkowski,5 Step,15.100000000000001,6,10,31.1,10.0,3.1100000000000003
2233,Rob Gronkowski,7 Step,12.600000000000001,0,9,21.6,13.0,1.6615384615384616
2237,Robby Anderson,0/1 Step,3.3,0,6,9.299999999999999,11.0,0.8454545454545453
2238,Robby Anderson,3 Step,17.299999999999997,12,19,48.3,40.0,1.2075
2239,Robby Anderson,5 Step,17.000000000000004,6,14,37.0,33.0,1.121212121212121
2240,Robby Anderson,7 Step,7.5,6,2,15.5,5.0,3.1
2246,Robert Tonyan,5 Step,7.1000000000000005,12,5,24.1,10.0,2.41
2252,Robert Woods,0/1 Step,0.4,0,1,1.4,7.0,0.19999999999999998
2253,Robert Woods,3 Step,13.2,12,12,37.2,16.0,2.325
2254,Robert Woods,5 Step,25.0,12,18,55.0,28.0,1.9642857142857142
2255,Robert Woods,7 Step,9.700000000000001,0,5,14.700000000000001,6.0,2.45
2272,Rondale Moore,0/1 Step,11.900000000000004,0,19,30.900000000000002,23.0,1.3434782608695652
2273,Rondale Moore,3 Step,6.6000000000000005,0,10,16.6,12.0,1.3833333333333335
2274,Rondale Moore,5 Step,20.100000000000005,6,14,40.10000000000001,14.0,2.8642857142857148
2283,Royce Freeman,7 Step,0.0,0,0,0.0,2.0,0.0
2285,Russell Gage,0/1 Step,23.999999999999996,12,24,60.0,27.0,2.2222222222222223
2286,Russell Gage,3 Step,27.800000000000008,0,19,46.79999999999999,33.0,1.418181818181818
2287,Russell Gage,5 Step,17.6,6,13,36.6,21.0,1.7428571428571429
2288,Russell Gage,7 Step,1.2000000000000002,0,1,2.2,5.0,0.44000000000000006
2293,Ryan Griffin,3 Step,7.8,12,10,29.799999999999997,13.0,2.292307692307692
2294,Ryan Griffin,5 Step,7.1,0,5,12.1,10.0,1.21
2295,Ryan Griffin,7 Step,1.4,0,2,3.4,2.0,1.7
2303,Ryquell Armstead,7 Step,0.9,0,1,1.9,2.0,0.95
2308,Salvon Ahmed,7 Step,4.2,0,5,9.2,5.0,1.8399999999999999
2312,Samaje Perine,3 Step,17.800000000000004,6,21,44.800000000000004,19.0,2.3578947368421055
2316,Sammy Watkins,0/1 Step,10.100000000000001,0,9,19.1,20.0,0.9550000000000001
2317,Sammy Watkins,3 Step,16.900000000000002,6,12,34.9,17.0,2.052941176470588
2318,Sammy Watkins,5 Step,6.7,0,3,9.7,9.0,1.0777777777777777
2319,Sammy Watkins,7 Step,4.9,0,2,6.8999999999999995,2.0,3.4499999999999997
2321,Saquon Barkley,0/1 Step,-0.7,0,3,2.3,6.0,0.3833333333333333
2322,Saquon Barkley,3 Step,13.300000000000002,12,14,39.300000000000004,23.0,1.7086956521739132
2323,Saquon Barkley,5 Step,4.7,0,7,11.7,8.0,1.4625
2324,Saquon Barkley,7 Step,2.7,0,6,8.7,7.0,1.2428571428571427
2350,Sony Michel,5 Step,6.900000000000001,6,8,20.9,9.0,2.322222222222222
2351,Sony Michel,7 Step,4.6000000000000005,0,4,8.6,5.0,1.72
2359,Stefon Diggs,0/1 Step,24.700000000000006,6,32,62.699999999999996,47.0,1.3340425531914892
2360,Stefon Diggs,3 Step,42.00000000000001,36,36,114.0,57.0,2.0
2361,Stefon Diggs,5 Step,26.400000000000006,6,16,48.4,23.0,2.1043478260869564
2362,Stefon Diggs,7 Step,11.500000000000002,0,7,18.500000000000004,15.0,1.2333333333333336
2372,Stephen Anderson,7 Step,7.1,0,6,13.100000000000001,7.0,1.8714285714285717
2377,Sterling Shepard,0/1 Step,8.8,0,12,20.8,15.0,1.3866666666666667
2378,Sterling Shepard,3 Step,18.4,0,18,36.4,27.0,1.348148148148148
2379,Sterling Shepard,5 Step,5.4,6,2,13.399999999999999,8.0,1.6749999999999998
2384,T.J. Hockenson,0/1 Step,6.200000000000001,0,9,15.200000000000003,12.0,1.2666666666666668
2385,T.J. Hockenson,3 Step,29.899999999999995,12,32,73.90000000000002,42.0,1.75952380952381
2386,T.J. Hockenson,5 Step,10.100000000000001,12,7,29.1,14.0,2.0785714285714287
2387,T.J. Hockenson,7 Step,2.5,0,2,4.5,5.0,0.9
2392,T.Y. Hilton,0/1 Step,3.1000000000000005,6,5,14.1,9.0,1.5666666666666667
2394,T.Y. Hilton,5 Step,4.2,0,3,7.2,8.0,0.9
2395,T.Y. Hilton,7 Step,9.7,6,2,17.7,3.0,5.8999999999999995
2398,Tajae Sharpe,0/1 Step,6.000000000000001,0,7,13.0,8.0,1.625
2399,Tajae Sharpe,3 Step,14.5,0,15,29.499999999999996,22.0,1.3409090909090908
2401,Tajae Sharpe,7 Step,1.3,0,1,2.3,2.0,1.15
2407,Tavon Austin,0/1 Step,2.9000000000000004,0,7,9.9,10.0,0.99
2408,Tavon Austin,3 Step,5.5,6,6,17.5,12.0,1.4583333333333333
2410,Tavon Austin,7 Step,0.0,0,0,0.0,2.0,0.0
2423,Tee Higgins,0/1 Step,13.300000000000002,6,14,33.3,15.0,2.2199999999999998
2424,Tee Higgins,3 Step,77.30000000000001,24,57,158.30000000000004,70.0,2.261428571428572
2425,Tee Higgins,5 Step,33.099999999999994,12,13,58.1,22.0,2.640909090909091
2436,Terrace Marshall Jr.,3 Step,5.500000000000001,0,7,12.5,16.0,0.78125
2443,Terry McLaurin,0/1 Step,10.400000000000002,6,11,27.4,18.0,1.5222222222222221
2444,Terry McLaurin,3 Step,60.2,6,40,106.2,63.0,1.6857142857142857
2445,Terry McLaurin,5 Step,16.900000000000002,18,9,43.89999999999999,31.0,1.4161290322580642
2446,Terry McLaurin,7 Step,9.100000000000001,0,7,16.1,8.0,2.0125
2456,Tim Patrick,0/1 Step,16.700000000000003,6,14,36.699999999999996,23.0,1.5956521739130434
2457,Tim Patrick,3 Step,26.400000000000006,6,17,49.4,26.0,1.9
2458,Tim Patrick,5 Step,17.4,0,13,30.4,23.0,1.3217391304347825
2459,Tim Patrick,7 Step,9.3,12,6,27.299999999999997,11.0,2.4818181818181815
2472,Tommy Sweeney,7 Step,0.2,0,2,2.2,2.0,1.1
2476,Tommy Tremble,0/1 Step,5.1000000000000005,6,9,20.100000000000005,12.0,1.6750000000000005
2478,Tommy Tremble,5 Step,4.3,0,2,6.3,6.0,1.05
2490,Tony Pollard,0/1 Step,6.800000000000001,0,9,15.799999999999999,9.0,1.7555555555555555
2491,Tony Pollard,3 Step,6.200000000000001,0,12,18.2,15.0,1.2133333333333334
2492,Tony Pollard,5 Step,8.100000000000001,0,7,15.100000000000001,8.0,1.8875000000000002
2493,Tony Pollard,7 Step,5.9,0,6,11.900000000000002,7.0,1.7000000000000004
2507,Travis Kelce,0/1 Step,30.9,30,30,90.9,30.0,3.0300000000000002
2508,Travis Kelce,3 Step,54.999999999999986,30,45,130.0,57.0,2.280701754385965
2509,Travis Kelce,5 Step,36.199999999999996,12,19,67.2,24.0,2.8000000000000003
2510,Travis Kelce,7 Step,6.1000000000000005,0,5,11.100000000000001,6.0,1.8500000000000003
2525,Tre'Quan Smith,0/1 Step,6.2,12,7,25.2,8.0,3.15
2526,Tre'Quan Smith,3 Step,11.300000000000002,0,11,22.3,17.0,1.311764705882353
2527,Tre'Quan Smith,5 Step,15.500000000000002,6,10,31.5,14.0,2.25
2528,Tre'Quan Smith,7 Step,3.5,0,3,6.5,7.0,0.9285714285714286
2533,Trent Sherfield,7 Step,1.8,0,1,2.8,3.0,0.9333333333333332
2551,Trinity Benson,3 Step,4.300000000000001,0,4,8.3,16.0,0.51875
2556,Ty Johnson,3 Step,7.800000000000001,6,7,20.799999999999997,14.0,1.4857142857142855
2557,Ty Johnson,5 Step,13.400000000000002,6,12,31.4,17.0,1.8470588235294116
2558,Ty Johnson,7 Step,5.6000000000000005,0,6,11.600000000000001,11.0,1.0545454545454547
2562,Ty Montgomery,3 Step,8.1,0,8,16.1,13.0,1.2384615384615385
2564,Ty Montgomery,7 Step,0.1,0,1,1.1,2.0,0.55
2567,Ty'son Williams,0/1 Step,3.2,0,3,6.199999999999999,5.0,1.2399999999999998
2573,Tyler Boyd,0/1 Step,10.600000000000001,0,17,27.6,16.0,1.725
2574,Tyler Boyd,3 Step,64.8,30,59,153.80000000000004,61.0,2.5213114754098367
2575,Tyler Boyd,5 Step,14.200000000000003,6,5,25.200000000000003,9.0,2.8000000000000003
2580,Tyler Conklin,0/1 Step,6.200000000000001,0,6,12.200000000000001,8.0,1.5250000000000001
2581,Tyler Conklin,3 Step,24.6,6,23,53.60000000000001,37.0,1.448648648648649
2582,Tyler Conklin,5 Step,13.299999999999999,12,19,44.30000000000001,23.0,1.9260869565217396
2583,Tyler Conklin,7 Step,2.2,0,2,4.199999999999999,3.0,1.3999999999999997
2591,Tyler Higbee,0/1 Step,4.300000000000001,0,6,10.3,9.0,1.1444444444444446
2592,Tyler Higbee,3 Step,30.2,12,30,72.2,30.0,2.4066666666666667
2593,Tyler Higbee,5 Step,6.900000000000001,12,10,28.9,15.0,1.9266666666666665
2594,Tyler Higbee,7 Step,10.3,0,6,16.3,7.0,2.3285714285714287
2598,Tyler Johnson,0/1 Step,8.2,0,9,17.2,9.0,1.911111111111111
2599,Tyler Johnson,3 Step,19.900000000000002,0,23,42.900000000000006,34.0,1.2617647058823531
2600,Tyler Johnson,5 Step,8.6,0,4,12.6,7.0,1.8
2606,Tyler Kroft,7 Step,2.0,0,3,5.0,7.0,0.7142857142857143
2611,Tyler Lockett,0/1 Step,19.099999999999998,6,17,42.10000000000001,21.0,2.004761904761905
2612,Tyler Lockett,3 Step,33.20000000000001,12,18,63.2,29.0,2.179310344827586
2613,Tyler Lockett,5 Step,31.2,30,8,69.2,18.0,3.8444444444444446
2614,Tyler Lockett,7 Step,20.9,0,9,29.9,15.0,1.9933333333333332
2625,Tyreek Hill,0/1 Step,37.9,30,41,108.9,38.0,2.865789473684211
2626,Tyreek Hill,3 Step,50.699999999999996,12,36,98.69999999999997,50.0,1.9739999999999995
2627,Tyreek Hill,5 Step,22.900000000000002,18,15,55.900000000000006,19.0,2.9421052631578952
2628,Tyreek Hill,7 Step,18.8,6,9,33.8,11.0,3.0727272727272723
2641,Van Jefferson,0/1 Step,4.6000000000000005,6,7,17.6,10.0,1.7600000000000002
2642,Van Jefferson,3 Step,17.8,6,19,42.8,26.0,1.646153846153846
2643,Van Jefferson,5 Step,20.5,6,10,36.500000000000014,22.0,1.6590909090909098
2644,Van Jefferson,7 Step,23.700000000000006,0,8,31.700000000000006,9.0,3.522222222222223
2653,Will Dissly,0/1 Step,4.8,0,6,10.799999999999999,7.0,1.5428571428571427
2656,Will Dissly,7 Step,2.4000000000000004,0,3,5.3999999999999995,3.0,1.7999999999999998
2668,Zach Ertz,0/1 Step,13.999999999999998,18,18,50.00000000000001,23.0,2.173913043478261
2669,Zach Ertz,3 Step,25.399999999999995,6,23,54.400000000000006,38.0,1.4315789473684213
2670,Zach Ertz,5 Step,22.900000000000006,0,20,42.9,30.0,1.43
2671,Zach Ertz,7 Step,4.5,0,3,7.5,4.0,1.875
2680,Zach Gentry,7 Step,3.5,0,3,6.5,4.0,1.625
2683,Zach Pascal,0/1 Step,5.4,12,8,25.4,11.0,2.309090909090909
2684,Zach Pascal,3 Step,11.4,6,15,32.4,27.0,1.2
2685,Zach Pascal,5 Step,8.9,0,5,13.899999999999999,10.0,1.39
2686,Zach Pascal,7 Step,6.200000000000001,0,3,9.200000000000001,9.0,1.0222222222222224
2691,Zack Moss,0/1 Step,5.8999999999999995,0,8,13.9,8.0,1.7375
2692,Zack Moss,3 Step,7.6000000000000005,6,9,22.6,12.0,1.8833333333333335
2694,Zack Moss,7 Step,2.4000000000000004,0,1,3.4000000000000004,3.0,1.1333333333333335
2698,Zay Jones,0/1 Step,17.099999999999998,0,18,35.10000000000001,18.0,1.9500000000000004
