,playerName,DropType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
0,A.J. Brown,0/1 Step,15.400000000000002,12,17,44.400000000000006,30.0,1.4800000000000002
1,A.J. Brown,3 Step,27.1,18,20,65.1,31.0,2.0999999999999996
2,A.J. Brown,5 Step,34.10000000000001,6,20,60.1,24.0,2.504166666666667
3,A.J. Brown,7 Step,19.1,0,6,25.1,10.0,2.5100000000000002
8,A.J. Dillon,0/1 Step,2.7,0,5,7.7,5.0,1.54
9,A.J. Dillon,3 Step,12.1,12,18,42.1,19.0,2.2157894736842105
10,A.J. Dillon,5 Step,11.9,0,7,18.9,7.0,2.6999999999999997
11,A.J. Dillon,7 Step,4.1000000000000005,0,3,7.1,6.0,1.1833333333333333
13,A.J. Green,0/1 Step,5.1000000000000005,0,9,14.100000000000001,18.0,0.7833333333333334
14,A.J. Green,3 Step,36.699999999999996,0,19,55.70000000000001,34.0,1.6382352941176475
15,A.J. Green,5 Step,38.2,6,18,62.2,25.0,2.488
20,Aaron Jones,0/1 Step,12.700000000000001,6,16,34.7,19.0,1.8263157894736843
21,Aaron Jones,3 Step,17.7,0,18,35.7,17.0,2.1
22,Aaron Jones,5 Step,13.000000000000002,18,16,46.99999999999999,15.0,3.133333333333333
23,Aaron Jones,7 Step,3.9000000000000004,0,4,7.8999999999999995,4.0,1.9749999999999999
29,Adam Humphries,3 Step,15.899999999999999,0,17,32.900000000000006,25.0,1.3160000000000003
30,Adam Humphries,5 Step,14.5,0,12,26.5,22.0,1.2045454545454546
31,Adam Humphries,7 Step,4.5,0,3,7.500000000000001,6.0,1.2500000000000002
42,Adam Thielen,0/1 Step,7.1000000000000005,6,9,22.1,11.0,2.0090909090909093
43,Adam Thielen,3 Step,28.800000000000008,30,27,85.79999999999998,32.0,2.6812499999999995
44,Adam Thielen,5 Step,16.200000000000003,12,16,44.2,26.0,1.7000000000000002
45,Adam Thielen,7 Step,4.6,0,3,7.6,8.0,0.95
52,Adam Trautman,0/1 Step,1.7999999999999998,0,4,5.800000000000001,5.0,1.1600000000000001
53,Adam Trautman,3 Step,7.099999999999999,0,9,16.1,14.0,1.1500000000000001
54,Adam Trautman,5 Step,8.700000000000001,6,8,22.700000000000003,14.0,1.6214285714285717
55,Adam Trautman,7 Step,6.9,6,3,15.900000000000002,4.0,3.9750000000000005
62,Albert Okwuegbunam,0/1 Step,4.1000000000000005,0,4,8.100000000000001,5.0,1.6200000000000003
64,Albert Okwuegbunam,5 Step,4.7,0,5,9.700000000000001,8.0,1.2125000000000001
65,Albert Okwuegbunam,7 Step,1.0,0,2,3.0,2.0,1.5
69,Albert Wilson,0/1 Step,4.300000000000001,0,8,12.3,9.0,1.3666666666666667
70,Albert Wilson,3 Step,5.500000000000001,0,9,14.5,16.0,0.90625
72,Albert Wilson,7 Step,1.4000000000000001,0,2,3.4000000000000004,2.0,1.7000000000000002
78,Alec Ingold,7 Step,1.4,0,2,3.4,2.0,1.7
90,Alexander Mattison,0/1 Step,3.0000000000000004,0,4,7.000000000000001,6.0,1.1666666666666667
93,Alexander Mattison,7 Step,4.9,0,5,9.9,5.0,1.98
97,Allen Lazard,0/1 Step,11.4,12,11,34.4,12.0,2.8666666666666667
98,Allen Lazard,3 Step,22.000000000000004,18,16,56.0,27.0,2.074074074074074
99,Allen Lazard,5 Step,13.200000000000001,0,6,19.2,10.0,1.92
100,Allen Lazard,7 Step,1.3000000000000003,0,2,3.3000000000000003,6.0,0.55
103,Allen Robinson,0/1 Step,4.5,0,7,11.5,15.0,0.7666666666666667
104,Allen Robinson,3 Step,22.6,0,19,41.599999999999994,31.0,1.3419354838709676
105,Allen Robinson,5 Step,7.5,6,8,21.500000000000004,14.0,1.535714285714286
106,Allen Robinson,7 Step,5.5,0,2,7.5,4.0,1.875
110,Alvin Kamara,0/1 Step,5.800000000000001,12,9,26.8,12.0,2.2333333333333334
111,Alvin Kamara,3 Step,17.799999999999997,0,19,36.8,25.0,1.472
112,Alvin Kamara,5 Step,6.6,6,8,20.6,14.0,1.4714285714285715
113,Alvin Kamara,7 Step,1.1,0,3,4.1,4.0,1.025
118,Amari Cooper,0/1 Step,9.700000000000001,6,11,26.7,17.0,1.5705882352941176
119,Amari Cooper,3 Step,49.300000000000004,24,37,110.3,46.0,2.3978260869565218
120,Amari Cooper,5 Step,24.700000000000003,6,16,46.7,25.0,1.868
121,Amari Cooper,7 Step,7.6000000000000005,0,5,12.600000000000001,6.0,2.1
129,Ameer Abdullah,0/1 Step,3.1999999999999997,0,6,9.200000000000001,7.0,1.3142857142857145
130,Ameer Abdullah,3 Step,15.100000000000005,6,19,40.09999999999999,25.0,1.6039999999999994
131,Ameer Abdullah,5 Step,2.3000000000000003,0,6,8.3,11.0,0.7545454545454546
137,Amon-Ra St. Brown,0/1 Step,7.1000000000000005,0,12,19.099999999999998,14.0,1.364285714285714
138,Amon-Ra St. Brown,3 Step,45.2,18,47,110.19999999999997,60.0,1.8366666666666662
139,Amon-Ra St. Brown,5 Step,15.6,6,12,33.6,22.0,1.5272727272727273
140,Amon-Ra St. Brown,7 Step,22.700000000000003,6,11,39.7,12.0,3.3083333333333336
150,Anthony Firkser,0/1 Step,14.300000000000002,0,14,28.299999999999997,16.0,1.7687499999999998
151,Anthony Firkser,3 Step,11.500000000000002,6,16,33.5,23.0,1.4565217391304348
164,Anthony Schwartz,5 Step,0.5,0,1,1.5,7.0,0.21428571428571427
165,Anthony Schwartz,7 Step,6.0,0,2,8.0,3.0,2.6666666666666665
168,Antoine Wesley,0/1 Step,3.7000000000000006,0,6,9.7,8.0,1.2125
169,Antoine Wesley,3 Step,8.200000000000001,6,7,21.2,14.0,1.5142857142857142
170,Antoine Wesley,5 Step,2.6,6,2,10.600000000000001,7.0,1.5142857142857145
175,Antonio Brown,0/1 Step,14.700000000000001,6,14,34.7,14.0,2.4785714285714286
176,Antonio Brown,3 Step,27.299999999999997,12,18,57.3,33.0,1.7363636363636363
177,Antonio Brown,5 Step,10.200000000000001,6,5,21.200000000000003,8.0,2.6500000000000004
178,Antonio Brown,7 Step,6.300000000000001,0,4,10.3,5.0,2.06
181,Antonio Gibson,3 Step,11.600000000000001,12,18,41.6,23.0,1.808695652173913
182,Antonio Gibson,5 Step,5.0,0,8,13.0,8.0,1.625
183,Antonio Gibson,7 Step,1.6,0,2,3.5999999999999996,3.0,1.2
193,Ashton Dulin,7 Step,8.5,6,2,16.5,4.0,4.125
203,Austin Ekeler,0/1 Step,9.700000000000001,24,15,48.699999999999996,21.0,2.319047619047619
204,Austin Ekeler,3 Step,18.8,12,22,52.800000000000004,27.0,1.9555555555555557
205,Austin Ekeler,5 Step,22.2,0,19,41.2,29.0,1.420689655172414
206,Austin Ekeler,7 Step,3.6,0,4,7.6,4.0,1.9
210,Austin Hooper,3 Step,17.199999999999996,12,21,50.20000000000002,29.0,1.7310344827586213
211,Austin Hooper,5 Step,1.8000000000000003,6,3,10.799999999999999,13.0,0.8307692307692307
212,Austin Hooper,7 Step,5.9,0,4,9.9,6.0,1.6500000000000001
223,Ben Skowronek,7 Step,4.5,0,4,8.5,5.0,1.7
248,Brandin Cooks,0/1 Step,16.6,0,20,36.60000000000001,29.0,1.2620689655172417
249,Brandin Cooks,3 Step,49.79999999999999,12,41,102.8,55.0,1.8690909090909091
250,Brandin Cooks,5 Step,22.0,6,12,40.00000000000001,22.0,1.8181818181818186
251,Brandin Cooks,7 Step,5.0,0,1,6.0,9.0,0.6666666666666666
258,Brandon Aiyuk,0/1 Step,25.599999999999998,6,25,56.60000000000001,31.0,1.8258064516129036
259,Brandon Aiyuk,3 Step,40.10000000000001,12,24,76.1,30.0,2.5366666666666666
260,Brandon Aiyuk,5 Step,15.599999999999998,6,8,29.599999999999994,15.0,1.973333333333333
261,Brandon Aiyuk,7 Step,6.5,0,2,8.5,3.0,2.8333333333333335
266,Brandon Bolden,0/1 Step,12.100000000000001,0,11,23.1,11.0,2.1
268,Brandon Bolden,5 Step,9.400000000000002,0,10,19.400000000000002,13.0,1.4923076923076926
269,Brandon Bolden,7 Step,0.9000000000000001,0,2,2.9000000000000004,3.0,0.9666666666666668
280,Braxton Berrios,0/1 Step,9.9,0,13,22.9,15.0,1.5266666666666666
