,playerName,CoverageType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
715,DeAndre Hopkins,Cover 0,2.6,12,2,16.6,7.0,2.3714285714285714
716,DeAndre Hopkins,Cover 2,3.6,0,3,6.6,37.0,0.17837837837837836
718,DeAndre Hopkins,Cover 6,0.0,0,0,0.0,17.0,0.0
719,DeAndre Hopkins,Man Cover 2,10.100000000000001,0,3,13.100000000000001,14.0,0.9357142857142858
720,DeAndre Hopkins,Screen,2.9000000000000004,6,3,11.9,13.0,0.9153846153846155
723,DeSean Jackson,Cover 4,8.8,0,6,14.8,35.0,0.4228571428571429
724,DeSean Jackson,Man Cover 2,6.800000000000001,0,1,7.800000000000001,9.0,0.8666666666666667
727,DeVante Parker,Cover 0,1.1,6,1,8.1,5.0,1.6199999999999999
729,DeVante Parker,Cover 4,9.8,0,5,14.8,52.0,0.2846153846153846
730,DeVante Parker,Cover 6,1.1,0,1,2.1,9.0,0.23333333333333334
731,DeVante Parker,Man Cover 2,2.4000000000000004,0,2,4.4,20.0,0.22000000000000003
732,DeVonta Smith,Combination,0.8,0,1,1.8,4.0,0.45
733,DeVonta Smith,Cover 0,0.5,6,1,7.5,9.0,0.8333333333333334
734,DeVonta Smith,Cover 2,6.6000000000000005,0,6,12.600000000000001,52.0,0.24230769230769234
735,DeVonta Smith,Cover 4,21.800000000000004,0,14,35.80000000000001,65.0,0.5507692307692309
736,DeVonta Smith,Cover 6,1.4000000000000001,0,1,2.4000000000000004,11.0,0.21818181818181823
737,DeVonta Smith,Man Cover 2,3.1000000000000005,0,2,5.1000000000000005,21.0,0.24285714285714288
739,DeVonta Smith,Screen,9.600000000000001,0,8,17.6,37.0,0.4756756756756757
744,Dede Westbrook,Man Cover 2,1.3000000000000003,0,2,3.3000000000000003,27.0,0.12222222222222223
745,Dede Westbrook,Prevent,1.1,0,1,2.1,4.0,0.525
748,Dee Eskridge,Cover 4,2.4000000000000004,0,3,5.4,22.0,0.24545454545454548
749,Dee Eskridge,Cover 6,1.1,0,1,2.1,6.0,0.35000000000000003
750,Dee Eskridge,Screen,0.6,0,3,3.5999999999999996,7.0,0.5142857142857142
751,DeeJay Dallas,Cover 4,7.000000000000001,0,8,15.000000000000002,18.0,0.8333333333333335
752,DeeJay Dallas,Man Cover 2,0.0,0,0,0.0,6.0,0.0
753,DeeJay Dallas,Screen,0.5000000000000001,0,3,3.5,5.0,0.7
754,Deebo Samuel,Cover 0,0.0,0,0,0.0,10.0,0.0
755,Deebo Samuel,Cover 2,13.4,0,9,22.4,70.0,0.32
756,Deebo Samuel,Cover 4,21.6,6,10,37.599999999999994,65.0,0.5784615384615384
758,Deebo Samuel,Man Cover 2,4.300000000000001,0,2,6.300000000000001,23.0,0.2739130434782609
760,Deebo Samuel,Other,1.4000000000000001,0,1,2.4000000000000004,1.0,2.4000000000000004
761,Deebo Samuel,Screen,38.00000000000001,12,25,75.00000000000003,33.0,2.2727272727272734
763,Demarcus Robinson,Cover 2,4.7,0,5,9.7,62.0,0.1564516129032258
764,Demarcus Robinson,Cover 4,7.800000000000001,0,6,13.8,77.0,0.17922077922077922
765,Demarcus Robinson,Cover 6,0.0,0,0,0.0,18.0,0.0
766,Demarcus Robinson,Man Cover 2,2.7,0,1,3.7,53.0,0.06981132075471698
768,Demarcus Robinson,Prevent,0.0,0,0,0.0,3.0,0.0
772,Demetric Felton,Man Cover 2,0.0,0,1,1.0,3.0,0.3333333333333333
773,Demetric Felton,Screen,9.500000000000002,12,9,30.5,17.0,1.7941176470588236
776,Denzel Mims,Cover 0,0.0,0,0,0.0,4.0,0.0
777,Denzel Mims,Cover 2,5.6,0,4,9.6,26.0,0.3692307692307692
779,Denzel Mims,Cover 6,2.0,0,1,3.0,7.0,0.42857142857142855
781,Deonte Harty,Combination,0.9,0,1,1.9,1.0,1.9
782,Deonte Harty,Cover 0,0.7000000000000001,0,1,1.7000000000000002,7.0,0.24285714285714288
783,Deonte Harty,Cover 2,1.0,0,2,3.0,23.0,0.13043478260869565
784,Deonte Harty,Cover 4,5.1000000000000005,0,4,9.1,41.0,0.22195121951219512
787,Deonte Harty,Prevent,0.0,0,0,0.0,1.0,0.0
788,Deonte Harty,Screen,4.800000000000001,0,6,10.799999999999999,19.0,0.5684210526315789
796,Derrick Gore,Screen,2.4000000000000004,0,2,4.4,4.0,1.1
801,Derrick Henry,Screen,8.700000000000003,0,9,17.700000000000003,10.0,1.7700000000000002
803,Devin Duvernay,Cover 0,0.7000000000000001,0,1,1.7000000000000002,15.0,0.11333333333333334
804,Devin Duvernay,Cover 2,0.9,0,1,1.9,37.0,0.05135135135135135
805,Devin Duvernay,Cover 4,9.400000000000002,6,7,22.400000000000002,92.0,0.24347826086956523
806,Devin Duvernay,Man Cover 2,0.7000000000000001,0,1,1.7000000000000002,8.0,0.21250000000000002
808,Devin Duvernay,Other,0.0,0,0,0.0,2.0,0.0
809,Devin Duvernay,Prevent,0.9,0,1,1.9,6.0,0.31666666666666665
810,Devin Duvernay,Screen,4.3,0,9,13.3,14.0,0.9500000000000001
812,Devin Singletary,Cover 2,3.8000000000000007,0,8,11.8,48.0,0.24583333333333335
813,Devin Singletary,Cover 4,7.000000000000001,0,10,17.0,44.0,0.38636363636363635
814,Devin Singletary,Cover 6,0.4,0,1,1.4,8.0,0.175
815,Devin Singletary,Man Cover 2,0.30000000000000004,0,1,1.3,19.0,0.06842105263157895
817,Devin Singletary,Screen,4.5,6,7,17.5,17.0,1.0294117647058822
821,Devonta Freeman,Cover 2,0.30000000000000004,0,1,1.3,27.0,0.04814814814814815
822,Devonta Freeman,Cover 4,5.0,0,9,13.999999999999998,69.0,0.20289855072463767
823,Devonta Freeman,Cover 6,0.7,0,2,2.7,7.0,0.38571428571428573
825,Devonta Freeman,Prevent,0.8,0,1,1.8,6.0,0.3
826,Devonta Freeman,Screen,0.6000000000000001,0,3,3.6,6.0,0.6
830,Devontae Booker,Cover 6,1.0,0,2,3.0,14.0,0.21428571428571427
831,Devontae Booker,Man Cover 2,2.6000000000000005,0,2,4.6000000000000005,13.0,0.35384615384615387
832,Devontae Booker,Screen,8.2,0,14,22.200000000000003,23.0,0.9652173913043479
834,Dez Fitzpatrick,Cover 0,0.0,0,0,0.0,2.0,0.0
836,Dez Fitzpatrick,Man Cover 2,0.0,0,0,0.0,2.0,0.0
839,Diontae Johnson,Combination,0.0,0,0,0.0,7.0,0.0
840,Diontae Johnson,Cover 0,5.300000000000001,12,4,21.3,10.0,2.13
841,Diontae Johnson,Cover 2,8.5,0,13,21.499999999999996,106.0,0.20283018867924524
842,Diontae Johnson,Cover 4,8.600000000000001,0,13,21.600000000000005,73.0,0.29589041095890417
843,Diontae Johnson,Cover 6,4.8999999999999995,0,5,9.9,20.0,0.495
844,Diontae Johnson,Man Cover 2,13.899999999999999,6,9,28.9,50.0,0.578
846,Diontae Johnson,Prevent,1.2000000000000002,0,1,2.2,10.0,0.22000000000000003
847,Diontae Johnson,Screen,7.600000000000001,0,16,23.6,43.0,0.5488372093023256
851,Dominique Dafney,Cover 0,0.0,0,0,0.0,2.0,0.0
853,Dominique Dafney,Man Cover 2,0.8,0,1,1.8,7.0,0.2571428571428572
855,Donald Parham,Cover 0,2.3000000000000003,0,2,4.300000000000001,5.0,0.8600000000000001
857,Donald Parham,Cover 4,5.9,6,4,15.899999999999999,22.0,0.7227272727272727
860,Donald Parham,Screen,1.5,0,5,6.5,6.0,1.0833333333333333
862,Donovan Peoples-Jones,Cover 0,0.4,0,1,1.4,5.0,0.27999999999999997
864,Donovan Peoples-Jones,Cover 4,12.1,6,4,22.1,45.0,0.49111111111111116
865,Donovan Peoples-Jones,Cover 6,1.5,0,1,2.5,8.0,0.3125
866,Donovan Peoples-Jones,Man Cover 2,0.0,0,0,0.0,29.0,0.0
867,Donovan Peoples-Jones,Prevent,5.7,6,1,12.7,3.0,4.233333333333333
868,Dontrell Hilliard,Cover 0,0.2,0,1,1.2,2.0,0.6
872,Dontrell Hilliard,Screen,5.3999999999999995,0,8,13.4,16.0,0.8375
875,Drew Sample,Cover 4,3.0,0,4,7.0,19.0,0.3684210526315789
876,Drew Sample,Cover 6,0.0,0,0,0.0,2.0,0.0
880,Durham Smythe,Cover 0,0.30000000000000004,0,2,2.3,5.0,0.45999999999999996
881,Durham Smythe,Cover 2,2.7,0,2,4.699999999999999,28.0,0.16785714285714284
882,Durham Smythe,Cover 4,6.800000000000001,0,6,12.799999999999999,35.0,0.36571428571428566
883,Durham Smythe,Cover 6,0.0,0,0,0.0,3.0,0.0
889,Dyami Brown,Cover 4,-0.2,0,1,0.8,34.0,0.023529411764705882
894,Elijah Mitchell,Cover 6,0.30000000000000004,0,1,1.3,2.0,0.65
896,Elijah Mitchell,Screen,5.600000000000001,0,8,13.6,16.0,0.85
897,Elijah Moore,Cover 0,1.5,6,1,8.5,6.0,1.4166666666666667
898,Elijah Moore,Cover 2,8.700000000000001,0,4,12.700000000000001,34.0,0.3735294117647059
899,Elijah Moore,Cover 4,1.4,0,2,3.4,47.0,0.07234042553191489
900,Elijah Moore,Cover 6,4.300000000000001,6,2,12.3,12.0,1.0250000000000001
901,Elijah Moore,Man Cover 2,6.2,6,1,13.2,9.0,1.4666666666666666
902,Elijah Moore,Screen,2.9000000000000004,0,11,13.899999999999999,15.0,0.9266666666666665
906,Elijhaa Penny,Cover 6,0.6000000000000001,0,2,2.5999999999999996,2.0,1.2999999999999998
909,Emmanuel Sanders,Cover 2,7.6000000000000005,0,5,12.600000000000001,64.0,0.19687500000000002
910,Emmanuel Sanders,Cover 4,14.8,12,8,34.800000000000004,65.0,0.5353846153846155
911,Emmanuel Sanders,Man Cover 2,3.5,0,2,5.5,25.0,0.22
913,Emmanuel Sanders,Prevent,1.0,0,1,2.0,1.0,2.0
924,Eric Ebron,Combination,0.5,0,1,1.5,3.0,0.5
927,Eric Ebron,Cover 6,0.5,0,1,1.5,6.0,0.25
933,Eric Saubert,Cover 6,0.0,0,0,0.0,1.0,0.0
936,Evan Engram,Combination,0.30000000000000004,0,1,1.3,4.0,0.325
937,Evan Engram,Cover 0,0.0,0,0,0.0,5.0,0.0
938,Evan Engram,Cover 2,3.2,0,4,7.199999999999999,51.0,0.1411764705882353
939,Evan Engram,Cover 4,6.700000000000001,6,7,19.700000000000003,67.0,0.2940298507462687
940,Evan Engram,Cover 6,2.1,0,2,4.1,14.0,0.2928571428571428
941,Evan Engram,Man Cover 2,1.6,0,2,3.5999999999999996,22.0,0.1636363636363636
942,Evan Engram,Screen,4.1000000000000005,0,7,11.100000000000001,28.0,0.39642857142857146
944,Ezekiel Elliott,Cover 0,0.0,0,0,0.0,3.0,0.0
945,Ezekiel Elliott,Cover 2,3.4000000000000004,0,5,8.4,53.0,0.15849056603773587
946,Ezekiel Elliott,Cover 4,1.5000000000000002,0,4,5.5,53.0,0.10377358490566038
947,Ezekiel Elliott,Cover 6,3.9000000000000004,0,4,7.9,13.0,0.6076923076923078
949,Ezekiel Elliott,Screen,5.000000000000001,0,11,15.999999999999998,26.0,0.6153846153846153
951,Foster Moreau,Cover 0,3.1000000000000005,0,2,5.1000000000000005,6.0,0.8500000000000001
953,Foster Moreau,Cover 4,7.900000000000001,0,6,13.9,56.0,0.24821428571428572
954,Foster Moreau,Man Cover 2,3.1,0,2,5.1,18.0,0.2833333333333333
955,Foster Moreau,Screen,1.9,0,4,5.9,6.0,0.9833333333333334
957,Freddie Swain,Cover 2,4.9,6,4,14.899999999999999,37.0,0.40270270270270264
958,Freddie Swain,Cover 4,4.4,0,4,8.4,66.0,0.1272727272727273
960,Freddie Swain,Man Cover 2,0.0,0,0,0.0,19.0,0.0
961,Freddie Swain,Prevent,0.0,0,0,0.0,16.0,0.0
962,Freddie Swain,Screen,1.6,0,6,7.6,12.0,0.6333333333333333
964,Gabriel Davis,Combination,1.4000000000000001,0,1,2.4000000000000004,1.0,2.4000000000000004
965,Gabriel Davis,Cover 0,5.9,12,4,21.900000000000002,7.0,3.128571428571429
966,Gabriel Davis,Cover 2,2.8000000000000003,0,1,3.8000000000000003,42.0,0.09047619047619049
967,Gabriel Davis,Cover 4,10.3,0,4,14.3,38.0,0.3763157894736842
969,Gabriel Davis,Man Cover 2,5.9,12,4,21.9,19.0,1.1526315789473685
971,Gabriel Davis,Screen,1.3000000000000003,0,4,5.3,18.0,0.29444444444444445
975,Geoff Swaim,Cover 0,0.5,0,1,1.5,4.0,0.375
976,Geoff Swaim,Cover 2,4.4,0,6,10.399999999999999,21.0,0.49523809523809514
978,Geoff Swaim,Cover 6,0.9,0,2,2.9,5.0,0.58
980,Geoff Swaim,Screen,3.8000000000000007,0,3,6.8,7.0,0.9714285714285714
982,George Kittle,Cover 0,1.7000000000000002,0,2,3.7,5.0,0.74
983,George Kittle,Cover 2,5.1000000000000005,0,5,10.1,50.0,0.20199999999999999
984,George Kittle,Cover 4,16.0,0,14,30.0,57.0,0.5263157894736842
985,George Kittle,Cover 6,6.4,0,5,11.4,15.0,0.76
986,George Kittle,Man Cover 2,8.900000000000002,0,5,13.900000000000002,16.0,0.8687500000000001
988,George Kittle,Screen,7.4,0,9,16.400000000000002,19.0,0.8631578947368422
989,Gerald Everett,Cover 0,0.0,0,0,0.0,6.0,0.0
990,Gerald Everett,Cover 2,6.2,0,5,11.200000000000001,35.0,0.32
991,Gerald Everett,Cover 4,10.600000000000001,0,8,18.6,56.0,0.3321428571428572
992,Gerald Everett,Cover 6,1.1,0,1,2.1,10.0,0.21000000000000002
994,Gerald Everett,Prevent,3.5000000000000004,0,3,6.5,17.0,0.38235294117647056
995,Gerald Everett,Screen,6.6000000000000005,0,11,17.6,14.0,1.2571428571428573
998,Giovani Bernard,Cover 2,2.8000000000000003,6,4,12.8,12.0,1.0666666666666667
1000,Giovani Bernard,Man Cover 2,0.0,0,0,0.0,14.0,0.0
1001,Giovani Bernard,Screen,6.2,0,11,17.2,11.0,1.5636363636363635
1008,Greg Ward,Cover 0,1.5,6,1,8.5,1.0,8.5
1012,Gunner Olszewski,Man Cover 2,0.0,0,0,0.0,4.0,0.0
1016,Harrison Bryant,Man Cover 2,0.9,0,1,1.9,5.0,0.38
1017,Harrison Bryant,Prevent,0.0,0,0,0.0,1.0,0.0
1019,Hayden Hurst,Cover 2,3.1999999999999997,0,5,8.200000000000001,34.0,0.24117647058823533
1023,Hayden Hurst,Prevent,0.0,0,0,0.0,2.0,0.0
1025,Henry Ruggs,Cover 0,8.600000000000001,0,3,11.6,5.0,2.32
1029,Henry Ruggs,Man Cover 2,1.8,0,2,3.8,20.0,0.19
1031,Hunter Henry,Cover 0,0.6000000000000001,0,1,1.6,5.0,0.32
1032,Hunter Henry,Cover 2,4.3,0,5,9.299999999999999,38.0,0.24473684210526314
1033,Hunter Henry,Cover 4,10.3,0,8,18.3,57.0,0.32105263157894737
1034,Hunter Henry,Cover 6,5.9,6,5,16.9,8.0,2.1125
1035,Hunter Henry,Man Cover 2,2.1,0,2,4.1,28.0,0.1464285714285714
1038,Hunter Renfrow,Cover 0,1.5,0,2,3.5,11.0,0.3181818181818182
1039,Hunter Renfrow,Cover 2,9.400000000000002,0,10,19.400000000000002,55.0,0.3527272727272728
1040,Hunter Renfrow,Cover 4,22.4,0,21,43.400000000000006,86.0,0.5046511627906978
1041,Hunter Renfrow,Cover 6,3.1000000000000005,0,3,6.1000000000000005,9.0,0.6777777777777778
1042,Hunter Renfrow,Man Cover 2,3.3000000000000003,0,4,7.3,38.0,0.19210526315789472
1043,Hunter Renfrow,Prevent,1.1,0,1,2.1,4.0,0.525
1044,Hunter Renfrow,Screen,4.9,0,10,14.900000000000002,11.0,1.3545454545454547
1046,Ian Thomas,Cover 2,9.600000000000001,0,6,15.600000000000001,37.0,0.42162162162162165
1047,Ian Thomas,Cover 4,2.1,0,3,5.1,43.0,0.11860465116279069
1048,Ian Thomas,Prevent,0.0,0,0,0.0,6.0,0.0
1056,Isaiah McKenzie,Man Cover 2,1.7000000000000002,0,1,2.7,10.0,0.27
1057,Isaiah McKenzie,Screen,2.4000000000000004,0,5,7.4,16.0,0.4625
1058,J.D. McKissic,Cover 2,2.9000000000000004,0,7,9.9,31.0,0.31935483870967746
1059,J.D. McKissic,Cover 4,5.300000000000001,0,7,12.3,35.0,0.3514285714285714
1060,J.D. McKissic,Cover 6,1.9,0,3,4.9,7.0,0.7000000000000001
1061,J.D. McKissic,Man Cover 2,0.0,0,0,0.0,11.0,0.0
1062,J.D. McKissic,Prevent,1.5,0,1,2.5,2.0,1.25
1063,J.D. McKissic,Screen,7.900000000000001,6,8,21.9,11.0,1.9909090909090907
1066,Ja'Marcus Bradley,Prevent,1.7000000000000002,0,2,3.7,3.0,1.2333333333333334
1067,Ja'Marr Chase,Combination,1.9000000000000001,0,1,2.9000000000000004,1.0,2.9000000000000004
1068,Ja'Marr Chase,Cover 0,7.9,0,4,11.9,5.0,2.38
1069,Ja'Marr Chase,Cover 2,28.000000000000007,18,9,55.0,96.0,0.5729166666666666
1070,Ja'Marr Chase,Cover 4,22.1,6,14,42.1,90.0,0.4677777777777778
1072,Ja'Marr Chase,Man Cover 2,4.0,0,3,7.0,25.0,0.28
1074,Ja'Marr Chase,Screen,10.700000000000001,0,14,24.7,31.0,0.7967741935483871
1076,JaMycal Hasty,Cover 0,0.30000000000000004,0,1,1.3,4.0,0.325
1077,JaMycal Hasty,Cover 2,1.3,0,3,4.300000000000001,14.0,0.3071428571428572
1080,JaMycal Hasty,Man Cover 2,1.1,0,2,3.1,9.0,0.34444444444444444
1081,JaMycal Hasty,Screen,1.4,0,3,4.4,8.0,0.55
1083,Jack Doyle,Cover 0,2.4000000000000004,0,1,3.4000000000000004,7.0,0.48571428571428577
1084,Jack Doyle,Cover 2,2.3000000000000003,0,2,4.300000000000001,32.0,0.13437500000000002
1085,Jack Doyle,Cover 4,6.900000000000001,0,6,12.900000000000002,37.0,0.3486486486486487
1086,Jack Doyle,Prevent,0.5,0,1,1.5,5.0,0.3
1087,Jack Doyle,Screen,0.6,12,2,14.6,15.0,0.9733333333333333
1089,Jack Stoll,Cover 0,0.4,0,1,1.4,3.0,0.4666666666666666
1093,Jacob Hollister,Cover 0,0.0,0,0,0.0,4.0,0.0
1096,Jacob Hollister,Other,0.6000000000000001,0,1,1.6,1.0,1.6
1099,Jaelon Darden,Man Cover 2,0.4,0,1,1.4,10.0,0.13999999999999999
1100,Jaelon Darden,Prevent,0.0,0,0,0.0,3.0,0.0
1101,Jaelon Darden,Screen,1.0,0,4,5.0,7.0,0.7142857142857143
1103,Jake Kumerow,Cover 6,0.0,0,0,0.0,1.0,0.0
1107,Jakeem Grant,Screen,6.300000000000001,6,5,17.3,8.0,2.1625
1109,Jakobi Meyers,Cover 0,1.0,0,2,3.0,5.0,0.6
1110,Jakobi Meyers,Cover 2,8.4,0,6,14.4,48.0,0.3
1111,Jakobi Meyers,Cover 4,19.3,0,15,34.3,66.0,0.5196969696969697
1112,Jakobi Meyers,Cover 6,0.7000000000000001,0,2,2.7,13.0,0.2076923076923077
1113,Jakobi Meyers,Man Cover 2,10.6,0,8,18.599999999999998,31.0,0.6
1115,Jakobi Meyers,Other,0.0,0,0,0.0,1.0,0.0
1116,Jakobi Meyers,Prevent,0.0,0,0,0.0,2.0,0.0
1119,Jalen Guyton,Cover 0,0.0,0,0,0.0,8.0,0.0
1120,Jalen Guyton,Cover 2,10.200000000000001,6,7,23.2,49.0,0.473469387755102
1121,Jalen Guyton,Cover 4,12.6,6,8,26.6,60.0,0.44333333333333336
1122,Jalen Guyton,Man Cover 2,0.6000000000000001,0,1,1.6,22.0,0.07272727272727274
1123,Jalen Guyton,Prevent,1.7000000000000002,0,1,2.7,2.0,1.35
1124,Jalen Reagor,Combination,0.7000000000000001,0,1,1.7000000000000002,4.0,0.42500000000000004
1125,Jalen Reagor,Cover 0,0.0,0,0,0.0,9.0,0.0
1127,Jalen Reagor,Cover 4,3.7,0,4,7.7,50.0,0.154
1128,Jalen Reagor,Cover 6,1.2000000000000002,0,1,2.2,9.0,0.24444444444444446
1129,Jalen Reagor,Man Cover 2,0.0,0,0,0.0,17.0,0.0
1130,Jalen Reagor,Screen,9.5,6,15,30.499999999999996,43.0,0.7093023255813953
1131,Jalen Richard,Cover 0,-0.5,0,1,0.5,1.0,0.5
1134,Jalen Richard,Man Cover 2,0.0,0,0,0.0,9.0,0.0
1135,Jamaal Williams,Cover 2,2.2,0,4,6.199999999999999,13.0,0.4769230769230769
1137,Jamaal Williams,Cover 6,2.6,0,2,4.6,4.0,1.15
1138,Jamaal Williams,Screen,0.9,0,3,3.9,7.0,0.5571428571428572
1139,Jamal Agnew,Cover 0,0.8,0,1,1.8,4.0,0.45
1141,Jamal Agnew,Cover 4,1.1,0,2,3.1,34.0,0.0911764705882353
1143,Jamal Agnew,Other,0.7000000000000001,0,1,1.7000000000000002,1.0,1.7000000000000002
1144,Jamal Agnew,Screen,4.200000000000001,0,5,9.200000000000001,13.0,0.7076923076923077
1145,James Conner,Cover 2,5.5,0,7,12.5,25.0,0.5
1146,James Conner,Cover 4,5.4,0,4,9.4,27.0,0.34814814814814815
1147,James Conner,Screen,18.200000000000003,6,16,40.2,23.0,1.7478260869565219
1148,James O'Shaughnessy,Cover 2,8.3,0,8,16.3,32.0,0.509375
1149,James O'Shaughnessy,Cover 4,3.1000000000000005,0,3,6.1000000000000005,19.0,0.3210526315789474
1150,James O'Shaughnessy,Screen,1.6,0,3,4.6,6.0,0.7666666666666666
1152,James Proche,Cover 0,0.0,0,0,0.0,13.0,0.0
1157,James Robinson,Cover 2,2.0,0,2,4.0,40.0,0.1
1158,James Robinson,Cover 4,2.5,0,3,5.499999999999999,25.0,0.21999999999999997
1160,James Robinson,Screen,6.5,0,8,14.499999999999998,14.0,1.0357142857142856
1161,James Washington,Cover 0,0.0,0,0,0.0,4.0,0.0
1162,James Washington,Cover 2,8.3,0,9,17.3,73.0,0.236986301369863
1163,James Washington,Cover 4,4.7,6,3,13.7,34.0,0.4029411764705882
1164,James Washington,Man Cover 2,6.6000000000000005,6,3,15.600000000000001,27.0,0.5777777777777778
1165,James Washington,Prevent,1.9000000000000001,0,1,2.9000000000000004,6.0,0.4833333333333334
1169,James White,Cover 6,-0.1,0,1,0.9,2.0,0.45
1172,Jamison Crowder,Combination,1.9000000000000001,0,1,2.9000000000000004,1.0,2.9000000000000004
1173,Jamison Crowder,Cover 0,0.8,0,1,1.8,9.0,0.2
1174,Jamison Crowder,Cover 2,4.5,0,5,9.5,50.0,0.19
1175,Jamison Crowder,Cover 4,8.7,0,10,18.700000000000003,54.0,0.3462962962962963
1176,Jamison Crowder,Cover 6,1.2000000000000002,0,1,2.2,11.0,0.2
1177,Jamison Crowder,Man Cover 2,1.1,0,1,2.1,19.0,0.1105263157894737
1178,Jamison Crowder,Screen,0.6,0,7,7.6,22.0,0.34545454545454546
1180,Jared Cook,Cover 0,1.5,0,1,2.5,9.0,0.2777777777777778
1181,Jared Cook,Cover 2,2.7,0,2,4.699999999999999,59.0,0.07966101694915254
1182,Jared Cook,Cover 4,2.4000000000000004,6,4,12.399999999999999,63.0,0.1968253968253968
1183,Jared Cook,Cover 6,1.5,0,1,2.5,13.0,0.19230769230769232
1184,Jared Cook,Man Cover 2,1.1,0,1,2.1,23.0,0.09130434782608696
1187,Jared Goff,Other,0.0,0,0,0.0,1.0,0.0
1194,Jarvis Landry,Cover 2,5.9,0,4,9.900000000000002,24.0,0.4125000000000001
1195,Jarvis Landry,Cover 4,2.8000000000000003,0,3,5.8,28.0,0.20714285714285713
1196,Jarvis Landry,Man Cover 2,0.0,0,0,0.0,19.0,0.0
1198,Jarvis Landry,Screen,6.100000000000001,0,8,14.1,23.0,0.6130434782608696
1203,Jauan Jennings,Cover 0,1.4,6,2,9.4,5.0,1.8800000000000001
1204,Jauan Jennings,Cover 2,2.4000000000000004,6,3,11.4,22.0,0.5181818181818182
1207,Jauan Jennings,Man Cover 2,4.5,0,2,6.5,13.0,0.5
1211,Javonte Williams,Cover 0,0.0,0,0,0.0,2.0,0.0
1212,Javonte Williams,Cover 2,0.6,0,3,3.6,30.0,0.12000000000000001
1213,Javonte Williams,Cover 4,3.0000000000000004,0,5,8.0,34.0,0.23529411764705882
1214,Javonte Williams,Cover 6,4.2,0,1,5.2,4.0,1.3
1215,Javonte Williams,Man Cover 2,0.9,0,1,1.9,7.0,0.2714285714285714
1216,Javonte Williams,Prevent,4.4,0,2,6.4,8.0,0.8
1217,Javonte Williams,Screen,5.0,6,10,21.000000000000004,16.0,1.3125000000000002
1219,Jaydon Mickens,Cover 6,1.2000000000000002,0,1,2.2,1.0,2.2
1222,Jaylen Waddle,Cover 0,0.0,0,0,0.0,7.0,0.0
1223,Jaylen Waddle,Cover 2,7.700000000000001,0,9,16.7,65.0,0.2569230769230769
1224,Jaylen Waddle,Cover 4,13.3,0,15,28.300000000000004,97.0,0.29175257731958765
1225,Jaylen Waddle,Cover 6,3.5,0,1,4.5,11.0,0.4090909090909091
1226,Jaylen Waddle,Man Cover 2,4.4,0,4,8.399999999999999,26.0,0.32307692307692304
1227,Jaylen Waddle,Screen,9.5,6,19,34.5,29.0,1.1896551724137931
1234,Jeff Wilson,Screen,1.1,0,5,6.1000000000000005,9.0,0.6777777777777778
1235,Jeremy McNichols,Cover 0,0.7000000000000001,0,1,1.7000000000000002,1.0,1.7000000000000002
1237,Jeremy McNichols,Cover 4,2.4000000000000004,0,3,5.4,17.0,0.31764705882352945
1240,Jeremy McNichols,Prevent,1.3,0,1,2.3,2.0,1.15
1241,Jeremy McNichols,Screen,9.299999999999999,0,11,20.299999999999997,16.0,1.2687499999999998
1247,Jerick McKinnon,Cover 6,0.0,0,0,0.0,5.0,0.0
1248,Jerick McKinnon,Man Cover 2,0.2,0,1,1.2,14.0,0.08571428571428572
1249,Jerick McKinnon,Screen,11.2,6,9,26.200000000000003,5.0,5.24
1254,Jerry Jeudy,Combination,2.8000000000000003,0,1,3.8000000000000003,3.0,1.2666666666666668
1255,Jerry Jeudy,Cover 2,7.000000000000001,0,7,14.000000000000002,42.0,0.33333333333333337
1256,Jerry Jeudy,Cover 4,5.4,0,5,10.4,29.0,0.3586206896551724
1257,Jerry Jeudy,Man Cover 2,0.0,0,0,0.0,13.0,0.0
1258,Jerry Jeudy,Prevent,2.8000000000000003,0,3,5.800000000000001,8.0,0.7250000000000001
1260,Jesper Horsted,Prevent,1.9000000000000001,6,1,8.9,1.0,8.9
1263,Jesse James,Cover 6,1.9000000000000001,0,1,2.9000000000000004,3.0,0.9666666666666668
1264,Jimmy Graham,Cover 4,1.6,0,2,3.6,23.0,0.1565217391304348
1267,Jimmy Graham,Other,1.1,0,1,2.1,1.0,2.1
1268,Jimmy Graham,Prevent,1.3,0,1,2.3,9.0,0.25555555555555554
1272,Joe Mixon,Cover 2,2.1000000000000005,0,9,11.099999999999998,49.0,0.22653061224489793
1273,Joe Mixon,Cover 4,2.1000000000000005,0,9,11.1,42.0,0.2642857142857143
1274,Joe Mixon,Cover 6,0.5,0,2,2.5,13.0,0.19230769230769232
1278,Joe Mixon,Screen,13.800000000000002,0,14,27.800000000000004,22.0,1.263636363636364
1280,John Bates,Cover 0,2.9000000000000004,0,1,3.9000000000000004,2.0,1.9500000000000002
1285,John Ross,Combination,0.0,0,0,0.0,1.0,0.0
1286,John Ross,Cover 0,1.9000000000000001,0,1,2.9000000000000004,2.0,1.4500000000000002
1288,John Ross,Cover 4,10.3,0,4,14.3,21.0,0.680952380952381
1294,Jonathan Taylor,Cover 4,3.4000000000000004,6,3,12.4,39.0,0.317948717948718
1295,Jonathan Taylor,Cover 6,2.1,0,2,4.1,7.0,0.5857142857142856
