,nickName,TargetType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Team,RouteType,Routes Run,FP/routes
356,Chargers,Post,9.700000000000001,6,3,18.700000000000003,Chargers,Post,109.0,0.17155963302752297
365,Chargers,Slant,24.400000000000002,6,20,50.39999999999999,Chargers,Slant,156.0,0.32307692307692304
378,Chiefs,Comeback,5.6,0,6,11.6,Chiefs,Comeback,5.0,2.32
379,Chiefs,Corner,18.700000000000003,12,7,37.7,Chiefs,Corner,91.0,0.4142857142857143
381,Chiefs,Curl,57.70000000000002,24,67,148.69999999999993,Chiefs,Curl,502.0,0.29621513944223093
383,Chiefs,Dig,23.400000000000002,0,19,42.39999999999999,Chiefs,Dig,181.0,0.23425414364640879
393,Chiefs,Out,36.0,24,40,100.00000000000001,Chiefs,Out,221.0,0.4524886877828055
396,Chiefs,Post,23.9,30,8,61.9,Chiefs,Post,107.0,0.5785046728971962
404,Chiefs,Slant,29.2,6,31,66.2,Chiefs,Slant,117.0,0.5658119658119658
418,Colts,Comeback,5.0,6,6,17.0,Colts,Comeback,21.0,0.8095238095238095
419,Colts,Corner,9.4,0,4,13.4,Colts,Corner,120.0,0.11166666666666666
421,Colts,Curl,43.3,6,47,96.30000000000003,Colts,Curl,401.0,0.24014962593516215
423,Colts,Dig,36.199999999999996,12,25,73.2,Colts,Dig,217.0,0.33732718894009217
435,Colts,Out,43.800000000000004,12,41,96.80000000000003,Colts,Out,80.0,1.2100000000000004
438,Colts,Post,19.9,18,10,47.9,Colts,Post,97.0,0.4938144329896907
447,Colts,Slant,20.4,12,18,50.4,Colts,Slant,56.0,0.9
460,Cowboys,Comeback,4.4,0,5,9.4,Cowboys,Comeback,39.0,0.24102564102564103
461,Cowboys,Corner,15.7,0,5,20.7,Cowboys,Corner,98.0,0.21122448979591835
463,Cowboys,Curl,43.400000000000006,0,39,82.4,Cowboys,Curl,432.0,0.19074074074074077
465,Cowboys,Dig,39.6,12,18,69.60000000000001,Cowboys,Dig,210.0,0.33142857142857146
476,Cowboys,Out,31.299999999999997,0,32,63.300000000000004,Cowboys,Out,239.0,0.2648535564853557
479,Cowboys,Post,12.3,0,4,16.3,Cowboys,Post,131.0,0.12442748091603054
488,Cowboys,Slant,18.500000000000004,6,17,41.5,Cowboys,Slant,166.0,0.25
501,Dolphins,Comeback,6.9,0,5,11.899999999999999,Dolphins,Comeback,11.0,1.0818181818181818
502,Dolphins,Corner,9.0,12,4,25.0,Dolphins,Corner,108.0,0.23148148148148148
503,Dolphins,Curl,36.9,6,37,79.89999999999998,Dolphins,Curl,313.0,0.2552715654952076
505,Dolphins,Dig,10.5,0,7,17.5,Dolphins,Dig,188.0,0.09308510638297872
515,Dolphins,Out,38.6,0,39,77.6,Dolphins,Out,210.0,0.3695238095238095
518,Dolphins,Post,14.400000000000002,12,6,32.4,Dolphins,Post,99.0,0.32727272727272727
528,Dolphins,Slant,20.900000000000002,6,13,39.900000000000006,Dolphins,Slant,232.0,0.17198275862068968
542,Eagles,Comeback,0.0,0,0,0.0,Eagles,Comeback,56.0,0.0
543,Eagles,Corner,5.900000000000001,6,4,15.900000000000002,Eagles,Corner,66.0,0.24090909090909093
545,Eagles,Curl,63.99999999999999,12,68,144.00000000000006,Eagles,Curl,251.0,0.5737051792828688
547,Eagles,Dig,34.400000000000006,0,22,56.4,Eagles,Dig,76.0,0.7421052631578947
556,Eagles,Out,24.400000000000002,6,33,63.39999999999999,Eagles,Out,111.0,0.5711711711711711
559,Eagles,Post,18.900000000000002,0,7,25.900000000000002,Eagles,Post,96.0,0.2697916666666667
570,Eagles,Slant,21.500000000000007,12,19,52.499999999999986,Eagles,Slant,37.0,1.4189189189189186
583,Falcons,Comeback,2.0,0,2,4.0,Falcons,Comeback,10.0,0.4
584,Falcons,Corner,5.300000000000001,24,5,34.300000000000004,Falcons,Corner,125.0,0.27440000000000003
586,Falcons,Curl,67.5,6,66,139.50000000000006,Falcons,Curl,401.0,0.3478802992518705
588,Falcons,Dig,28.0,0,17,44.99999999999999,Falcons,Dig,203.0,0.2216748768472906
599,Falcons,Out,38.49999999999999,6,36,80.5,Falcons,Out,180.0,0.44722222222222224
602,Falcons,Post,16.200000000000003,6,8,30.200000000000003,Falcons,Post,98.0,0.3081632653061225
612,Falcons,Slant,28.3,0,18,46.300000000000004,Falcons,Slant,162.0,0.2858024691358025
627,Football Team,Comeback,7.4,0,6,13.399999999999999,Football Team,Comeback,30.0,0.4466666666666666
628,Football Team,Corner,11.3,6,6,23.3,Football Team,Corner,35.0,0.6657142857142857
630,Football Team,Curl,49.900000000000006,0,54,103.89999999999999,Football Team,Curl,216.0,0.48101851851851846
632,Football Team,Dig,27.099999999999994,0,22,49.1,Football Team,Dig,150.0,0.32733333333333337
642,Football Team,Out,35.8,6,36,77.8,Football Team,Out,190.0,0.4094736842105263
645,Football Team,Post,19.5,18,6,43.5,Football Team,Post,107.0,0.40654205607476634
656,Football Team,Slant,20.2,12,19,51.19999999999999,Football Team,Slant,86.0,0.5953488372093022
670,Giants,Comeback,0.8,0,1,1.8,Giants,Comeback,33.0,0.05454545454545455
671,Giants,Corner,5.300000000000001,0,2,7.300000000000001,Giants,Corner,92.0,0.07934782608695654
673,Giants,Curl,50.90000000000001,6,54,110.89999999999995,Giants,Curl,329.0,0.33708206686930076
675,Giants,Dig,16.900000000000002,6,16,38.900000000000006,Giants,Dig,195.0,0.1994871794871795
686,Giants,Out,31.3,6,33,70.29999999999998,Giants,Out,175.0,0.40171428571428563
689,Giants,Post,16.800000000000004,6,7,29.8,Giants,Post,79.0,0.37721518987341773
700,Giants,Slant,25.7,6,23,54.7,Giants,Slant,159.0,0.34402515723270444
713,Jaguars,Comeback,0.8,0,1,1.8,Jaguars,Comeback,23.0,0.0782608695652174
714,Jaguars,Corner,24.3,6,9,39.300000000000004,Jaguars,Corner,76.0,0.5171052631578948
715,Jaguars,Curl,38.89999999999999,0,43,81.9,Jaguars,Curl,405.0,0.20222222222222225
717,Jaguars,Dig,19.1,6,15,40.1,Jaguars,Dig,192.0,0.20885416666666667
728,Jaguars,Out,30.5,12,38,80.5,Jaguars,Out,173.0,0.4653179190751445
731,Jaguars,Post,11.0,0,3,14.0,Jaguars,Post,64.0,0.21875
738,Jaguars,Slant,42.00000000000001,36,37,115.00000000000001,Jaguars,Slant,97.0,1.1855670103092786
752,Jets,Comeback,1.2000000000000002,0,2,3.2,Jets,Comeback,30.0,0.10666666666666667
753,Jets,Corner,9.100000000000001,0,3,12.100000000000001,Jets,Corner,74.0,0.16351351351351354
755,Jets,Curl,37.9,6,41,84.9,Jets,Curl,327.0,0.2596330275229358
757,Jets,Dig,14.400000000000004,0,10,24.400000000000002,Jets,Dig,209.0,0.1167464114832536
767,Jets,Out,43.30000000000001,6,41,90.30000000000001,Jets,Out,221.0,0.40859728506787335
770,Jets,Post,11.9,0,4,15.9,Jets,Post,87.0,0.18275862068965518
781,Jets,Slant,28.20000000000001,12,26,66.2,Jets,Slant,115.0,0.5756521739130435
796,Lions,Comeback,4.6,0,3,7.6,Lions,Comeback,16.0,0.475
797,Lions,Corner,17.7,6,8,31.700000000000003,Lions,Corner,40.0,0.7925000000000001
799,Lions,Curl,48.50000000000001,0,48,96.5,Lions,Curl,255.0,0.3784313725490196
801,Lions,Dig,37.1,0,27,64.10000000000001,Lions,Dig,113.0,0.5672566371681417
811,Lions,Out,25.2,0,29,54.2,Lions,Out,185.0,0.292972972972973
814,Lions,Post,14.1,6,5,25.1,Lions,Post,91.0,0.27582417582417584
823,Lions,Slant,19.800000000000004,6,17,42.8,Lions,Slant,46.0,0.9304347826086956
836,Packers,Comeback,1.1,0,1,2.1,Packers,Comeback,5.0,0.42000000000000004
837,Packers,Corner,19.6,12,7,38.6,Packers,Corner,84.0,0.45952380952380956
839,Packers,Curl,51.90000000000001,12,57,120.89999999999998,Packers,Curl,34.0,3.555882352941176
841,Packers,Dig,21.300000000000004,0,18,39.300000000000004,Packers,Dig,172.0,0.22848837209302328
852,Packers,Out,40.099999999999994,6,46,92.1,Packers,Out,183.0,0.5032786885245901
855,Packers,Post,13.0,6,3,22.0,Packers,Post,80.0,0.275
865,Packers,Slant,28.500000000000004,6,25,59.500000000000014,Packers,Slant,172.0,0.3459302325581396
878,Panthers,Comeback,2.9000000000000004,6,3,11.9,Panthers,Comeback,41.0,0.2902439024390244
879,Panthers,Corner,7.6000000000000005,6,3,16.6,Panthers,Corner,97.0,0.1711340206185567
881,Panthers,Curl,35.8,18,45,98.80000000000001,Panthers,Curl,192.0,0.5145833333333334
883,Panthers,Dig,30.399999999999995,0,20,50.4,Panthers,Dig,209.0,0.24114832535885167
893,Panthers,Out,26.1,18,29,73.10000000000001,Panthers,Out,175.0,0.41771428571428576
896,Panthers,Post,12.100000000000001,0,4,16.1,Panthers,Post,109.0,0.14770642201834863
904,Panthers,Slant,34.1,24,28,86.10000000000002,Panthers,Slant,155.0,0.5554838709677421
919,Patriots,Comeback,2.6000000000000005,0,2,4.6000000000000005,Patriots,Comeback,28.0,0.1642857142857143
920,Patriots,Corner,14.900000000000002,6,5,25.900000000000002,Patriots,Corner,65.0,0.3984615384615385
922,Patriots,Curl,42.50000000000001,6,45,93.5,Patriots,Curl,237.0,0.39451476793248946
924,Patriots,Dig,18.4,0,14,32.400000000000006,Patriots,Dig,291.0,0.11134020618556703
933,Patriots,Out,25.4,0,27,52.4,Patriots,Out,180.0,0.2911111111111111
936,Patriots,Post,9.5,12,6,27.5,Patriots,Post,60.0,0.4583333333333333
947,Patriots,Slant,18.599999999999998,18,16,52.599999999999994,Patriots,Slant,87.0,0.6045977011494252
962,Raiders,Comeback,8.3,0,7,15.3,Raiders,Comeback,27.0,0.5666666666666667
963,Raiders,Corner,16.400000000000002,12,8,36.4,Raiders,Corner,133.0,0.27368421052631575
964,Raiders,Curl,60.099999999999994,12,74,146.1,Raiders,Curl,362.0,0.40359116022099445
966,Raiders,Dig,27.2,6,22,55.20000000000002,Raiders,Dig,224.0,0.2464285714285715
976,Raiders,Out,34.1,12,33,79.10000000000002,Raiders,Out,205.0,0.3858536585365855
979,Raiders,Post,3.3000000000000003,0,2,5.300000000000001,Raiders,Post,129.0,0.041085271317829464
990,Raiders,Slant,21.5,0,22,43.50000000000001,Raiders,Slant,90.0,0.4833333333333334
1004,Rams,Comeback,7.200000000000001,0,5,12.200000000000001,Rams,Comeback,20.0,0.6100000000000001
1005,Rams,Corner,15.900000000000002,18,7,40.900000000000006,Rams,Corner,94.0,0.43510638297872345
1006,Rams,Curl,73.60000000000001,0,78,151.60000000000002,Rams,Curl,301.0,0.503654485049834
1008,Rams,Dig,43.4,18,35,96.39999999999998,Rams,Dig,173.0,0.5572254335260114
1016,Rams,Out,40.10000000000001,6,44,90.1,Rams,Out,216.0,0.41712962962962963
1019,Rams,Post,17.5,12,7,36.5,Rams,Post,104.0,0.35096153846153844
1028,Rams,Slant,49.6,0,40,89.6,Rams,Slant,79.0,1.1341772151898732
1043,Ravens,Comeback,6.5,0,5,11.499999999999998,Ravens,Comeback,31.0,0.3709677419354838
1044,Ravens,Corner,22.8,6,8,36.800000000000004,Ravens,Corner,67.0,0.5492537313432836
1046,Ravens,Curl,42.7,6,40,88.70000000000002,Ravens,Curl,548.0,0.16186131386861316
1048,Ravens,Dig,33.300000000000004,6,23,62.300000000000004,Ravens,Dig,182.0,0.3423076923076923
1060,Ravens,Out,50.4,18,52,120.4,Ravens,Out,205.0,0.5873170731707318
1063,Ravens,Post,21.200000000000003,12,10,43.2,Ravens,Post,69.0,0.6260869565217392
1075,Ravens,Slant,40.2,36,28,104.19999999999999,Ravens,Slant,177.0,0.5887005649717514
1089,Saints,Comeback,11.200000000000001,0,7,18.2,Saints,Comeback,21.0,0.8666666666666666
1090,Saints,Corner,19.200000000000003,12,8,39.2,Saints,Corner,98.0,0.4
1091,Saints,Curl,29.7,6,34,69.7,Saints,Curl,187.0,0.37272727272727274
1093,Saints,Dig,19.400000000000002,0,13,32.400000000000006,Saints,Dig,142.0,0.22816901408450707
1103,Saints,Out,43.4,6,48,97.4,Saints,Out,118.0,0.8254237288135594
1106,Saints,Post,13.000000000000002,0,5,18.0,Saints,Post,81.0,0.2222222222222222
1117,Saints,Slant,57.000000000000014,12,41,110.00000000000001,Saints,Slant,81.0,1.358024691358025
1130,Seahawks,Comeback,1.9000000000000004,0,2,3.9000000000000004,Seahawks,Comeback,16.0,0.24375000000000002
1131,Seahawks,Corner,8.100000000000001,6,4,18.1,Seahawks,Corner,100.0,0.18100000000000002
1132,Seahawks,Curl,70.00000000000001,24,70,164.00000000000003,Seahawks,Curl,276.0,0.5942028985507247
1134,Seahawks,Dig,37.199999999999996,0,22,59.199999999999996,Seahawks,Dig,61.0,0.9704918032786884
1145,Seahawks,Out,32.10000000000001,12,38,82.10000000000001,Seahawks,Out,217.0,0.37834101382488483
1148,Seahawks,Post,17.5,24,7,48.5,Seahawks,Post,58.0,0.8362068965517241
1158,Seahawks,Slant,24.400000000000002,0,24,48.400000000000006,Seahawks,Slant,109.0,0.44403669724770645
1174,Steelers,Comeback,5.5,0,4,9.5,Steelers,Comeback,17.0,0.5588235294117647
1175,Steelers,Corner,33.800000000000004,24,13,70.79999999999998,Steelers,Corner,88.0,0.8045454545454543
1177,Steelers,Curl,51.39999999999999,0,60,111.39999999999999,Steelers,Curl,295.0,0.3776271186440678
1179,Steelers,Dig,39.0,6,22,67.00000000000001,Steelers,Dig,149.0,0.4496644295302014
1189,Steelers,Out,34.2,0,38,72.19999999999999,Steelers,Out,331.0,0.21812688821752263
1192,Steelers,Post,13.7,0,5,18.7,Steelers,Post,62.0,0.3016129032258064
1203,Steelers,Slant,35.30000000000001,24,27,86.3,Steelers,Slant,185.0,0.4664864864864865
1218,Texans,Comeback,5.800000000000001,0,4,9.8,Texans,Comeback,24.0,0.4083333333333334
1219,Texans,Corner,13.000000000000002,18,5,36.00000000000001,Texans,Corner,110.0,0.3272727272727273
1221,Texans,Curl,43.70000000000001,18,42,103.70000000000002,Texans,Curl,234.0,0.44316239316239325
1223,Texans,Dig,22.200000000000003,0,16,38.2,Texans,Dig,128.0,0.2984375
1233,Texans,Out,11.200000000000001,0,10,21.2,Texans,Out,225.0,0.09422222222222222
1236,Texans,Post,32.10000000000001,24,11,67.10000000000001,Texans,Post,40.0,1.6775000000000002
1245,Texans,Slant,33.199999999999996,6,26,65.2,Texans,Slant,82.0,0.7951219512195122
1259,Titans,Comeback,4.7,0,4,8.700000000000001,Titans,Comeback,18.0,0.4833333333333334
1260,Titans,Corner,26.9,24,12,62.900000000000006,Titans,Corner,67.0,0.9388059701492538
1262,Titans,Curl,49.30000000000001,0,61,110.30000000000001,Titans,Curl,318.0,0.3468553459119497
1264,Titans,Dig,34.800000000000004,12,22,68.8,Titans,Dig,124.0,0.5548387096774193
1274,Titans,Out,41.2,6,44,91.2,Titans,Out,148.0,0.6162162162162163
1277,Titans,Post,9.9,0,4,13.9,Titans,Post,56.0,0.24821428571428572
1288,Titans,Slant,18.000000000000004,6,17,41.0,Titans,Slant,131.0,0.31297709923664124
1301,Vikings,Comeback,6.9,0,5,11.9,Vikings,Comeback,36.0,0.33055555555555555
1302,Vikings,Corner,5.7,0,2,7.7,Vikings,Corner,150.0,0.051333333333333335
1304,Vikings,Curl,57.70000000000002,12,60,129.7,Vikings,Curl,277.0,0.4682310469314079
1306,Vikings,Dig,24.2,0,17,41.19999999999999,Vikings,Dig,211.0,0.19526066350710894
1315,Vikings,Out,46.3,18,42,106.29999999999998,Vikings,Out,187.0,0.5684491978609625
1318,Vikings,Post,27.500000000000004,12,11,50.50000000000001,Vikings,Post,87.0,0.5804597701149427
1328,Vikings,Slant,36.0,6,29,71.0,Vikings,Slant,157.0,0.45222929936305734
