,playerName,CoverageType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
1113,Duke Johnson,Screen,6.600000000000001,0,8,14.600000000000001,17.0,0.8588235294117648
1117,Durham Smythe,Cover 2,1.6,0,3,4.6,16.0,0.2875
1118,Durham Smythe,Cover 3,8.4,0,8,16.4,30.0,0.5466666666666666
1119,Durham Smythe,Cover 4,6.800000000000002,12,9,27.8,16.0,1.7375
1125,Emmanuel Sanders,Combination,0.2,0,1,1.2,15.0,0.08
1127,Emmanuel Sanders,Cover 1,19.400000000000002,6,16,41.39999999999999,85.0,0.48705882352941166
1128,Emmanuel Sanders,Cover 2,10.000000000000002,0,7,17.0,53.0,0.32075471698113206
1129,Emmanuel Sanders,Cover 3,23.89999999999999,6,21,50.899999999999984,97.0,0.5247422680412369
1130,Emmanuel Sanders,Cover 4,8.5,6,9,23.5,50.0,0.47
1131,Emmanuel Sanders,Cover 6,4.300000000000001,0,3,7.300000000000001,9.0,0.8111111111111112
1132,Emmanuel Sanders,Man Cover 2,3.5000000000000004,0,4,7.500000000000001,17.0,0.44117647058823534
1133,Emmanuel Sanders,Screen,1.8000000000000003,0,4,5.800000000000001,21.0,0.2761904761904762
1141,Eric Ebron,Combination,0.4,0,1,1.4,17.0,0.08235294117647059
1142,Eric Ebron,Cover 0,0.0,0,0,0.0,13.0,0.0
1143,Eric Ebron,Cover 1,17.6,6,18,41.60000000000001,100.0,0.4160000000000001
1144,Eric Ebron,Cover 2,3.5,0,6,9.5,56.0,0.16964285714285715
1145,Eric Ebron,Cover 3,19.9,12,19,50.900000000000006,122.0,0.4172131147540984
1146,Eric Ebron,Cover 4,14.200000000000001,12,14,40.199999999999996,64.0,0.6281249999999999
1147,Eric Ebron,Cover 6,1.5,0,1,2.5,9.0,0.2777777777777778
1148,Eric Ebron,Man Cover 2,5.2,0,4,9.2,24.0,0.3833333333333333
1149,Eric Ebron,Prevent,1.1,0,1,2.1,14.0,0.15
1150,Eric Ebron,Screen,0.5,6,1,7.5,30.0,0.25
1158,Evan Engram,Cover 0,1.2000000000000002,0,1,2.2,14.0,0.15714285714285717
1159,Evan Engram,Cover 1,27.0,6,22,55.0,152.0,0.3618421052631579
1160,Evan Engram,Cover 2,2.7,0,3,5.700000000000001,29.0,0.19655172413793107
1161,Evan Engram,Cover 3,20.2,0,19,39.199999999999996,149.0,0.26308724832214764
1162,Evan Engram,Cover 4,12.3,0,14,26.3,84.0,0.3130952380952381
1163,Evan Engram,Cover 6,0.0,0,0,0.0,13.0,0.0
1164,Evan Engram,Man Cover 2,2.2,0,1,3.2,13.0,0.24615384615384617
1165,Evan Engram,Other,2.7,6,1,9.7,15.0,0.6466666666666666
1166,Evan Engram,Screen,4.300000000000001,0,7,11.299999999999999,31.0,0.36451612903225805
1168,Ezekiel Elliott,Cover 1,2.6,0,5,7.600000000000001,59.0,0.12881355932203392
1169,Ezekiel Elliott,Cover 2,6.800000000000001,6,7,19.8,49.0,0.40408163265306124
1170,Ezekiel Elliott,Cover 3,4.500000000000001,0,8,12.500000000000002,73.0,0.17123287671232879
1171,Ezekiel Elliott,Cover 4,5.7,0,8,13.7,67.0,0.2044776119402985
1172,Ezekiel Elliott,Cover 6,3.5,0,4,7.5,15.0,0.5
1173,Ezekiel Elliott,Man Cover 2,2.3000000000000003,0,4,6.3,28.0,0.225
1174,Ezekiel Elliott,Screen,8.7,12,15,35.7,36.0,0.9916666666666667
1177,Foster Moreau,Cover 0,0.1,6,1,7.1,5.0,1.42
1185,Frank Gore,Cover 6,0.9,0,1,1.9,1.0,1.9
1187,Freddie Swain,Cover 0,0.0,0,0,0.0,8.0,0.0
1191,Freddie Swain,Cover 4,8.9,0,5,13.9,40.0,0.34750000000000003
1192,Freddie Swain,Man Cover 2,0.0,0,0,0.0,15.0,0.0
1200,Gabriel Davis,Combination,0.0,0,0,0.0,19.0,0.0
1201,Gabriel Davis,Cover 0,0.4,6,1,7.4,17.0,0.43529411764705883
1202,Gabriel Davis,Cover 1,26.700000000000003,18,13,57.7,131.0,0.4404580152671756
1203,Gabriel Davis,Cover 2,4.5,6,3,13.5,51.0,0.2647058823529412
1204,Gabriel Davis,Cover 3,17.1,12,8,37.10000000000001,107.0,0.3467289719626169
1205,Gabriel Davis,Cover 4,16.7,6,9,31.7,58.0,0.5465517241379311
1206,Gabriel Davis,Cover 6,6.0,6,4,16.0,14.0,1.1428571428571428
1207,Gabriel Davis,Other,0.7000000000000001,0,1,1.7000000000000002,17.0,0.1
1208,Gabriel Davis,Screen,1.1,0,3,4.1000000000000005,34.0,0.12058823529411766
1215,Geoff Swaim,Cover 6,0.0,0,0,0.0,1.0,0.0
1216,Geoff Swaim,Other,0.0,0,0,0.0,1.0,0.0
1219,George Kittle,Cover 1,17.900000000000002,6,13,36.9,50.0,0.738
1220,George Kittle,Cover 2,5.9,0,5,10.899999999999999,22.0,0.49545454545454537
1221,George Kittle,Cover 3,16.400000000000002,0,16,32.4,64.0,0.50625
1222,George Kittle,Cover 4,10.900000000000002,0,8,18.9,41.0,0.4609756097560975
1223,George Kittle,Man Cover 2,5.2,0,2,7.200000000000001,6.0,1.2000000000000002
1225,George Kittle,Screen,2.0,0,3,5.0,14.0,0.35714285714285715
1227,Gerald Everett,Cover 1,6.300000000000001,0,6,12.299999999999997,65.0,0.18923076923076917
1229,Gerald Everett,Cover 3,15.000000000000002,0,16,31.000000000000004,100.0,0.31000000000000005
1230,Gerald Everett,Cover 4,11.800000000000002,6,8,25.8,34.0,0.7588235294117647
1231,Gerald Everett,Cover 6,0.0,0,0,0.0,3.0,0.0
1232,Gerald Everett,Man Cover 2,3.6,0,3,6.6,14.0,0.4714285714285714
1233,Gerald Everett,Screen,5.8,0,8,13.8,18.0,0.7666666666666667
1235,Giovani Bernard,Combination,0.4,0,1,1.4,10.0,0.13999999999999999
1236,Giovani Bernard,Cover 0,0.7000000000000001,6,2,8.7,7.0,1.2428571428571427
1237,Giovani Bernard,Cover 1,4.0,6,6,16.0,57.0,0.2807017543859649
1238,Giovani Bernard,Cover 2,3.6000000000000005,0,7,10.6,27.0,0.3925925925925926
1239,Giovani Bernard,Cover 3,3.1000000000000005,0,7,10.1,65.0,0.15538461538461537
1240,Giovani Bernard,Cover 4,6.100000000000001,6,8,20.099999999999998,44.0,0.4568181818181818
1241,Giovani Bernard,Cover 6,0.8,0,2,2.8,8.0,0.35
1243,Giovani Bernard,Screen,16.099999999999998,0,12,28.099999999999998,24.0,1.1708333333333332
1245,Golden Tate,Cover 0,1.2000000000000002,0,1,2.2,5.0,0.44000000000000006
1246,Golden Tate,Cover 1,15.600000000000001,6,9,30.6,94.0,0.32553191489361705
1248,Golden Tate,Cover 3,8.799999999999999,0,9,17.8,84.0,0.2119047619047619
1250,Golden Tate,Cover 6,1.3,0,1,2.3,7.0,0.32857142857142857
1251,Golden Tate,Man Cover 2,5.6000000000000005,0,4,9.6,12.0,0.7999999999999999
1252,Golden Tate,Prevent,1.2000000000000002,0,1,2.2,11.0,0.2
1253,Golden Tate,Screen,1.4000000000000001,0,5,6.4,20.0,0.32
1254,Greg Olsen,Combination,2.0,0,1,3.0,12.0,0.25
1255,Greg Olsen,Cover 0,0.0,0,0,0.0,8.0,0.0
1256,Greg Olsen,Cover 1,4.4,6,7,17.4,68.0,0.25588235294117645
1257,Greg Olsen,Cover 2,2.9000000000000004,0,4,6.9,38.0,0.18157894736842106
1258,Greg Olsen,Cover 3,7.4,0,7,14.4,72.0,0.2
1260,Greg Olsen,Cover 6,2.2,0,1,3.2,10.0,0.32
1261,Greg Olsen,Man Cover 2,1.9,0,2,3.9,15.0,0.26
1262,Greg Ward,Cover 0,1.6,18,3,22.6,19.0,1.1894736842105265
1263,Greg Ward,Cover 1,11.0,6,14,31.000000000000004,133.0,0.2330827067669173
1264,Greg Ward,Cover 2,3.4000000000000004,6,2,11.4,49.0,0.2326530612244898
1265,Greg Ward,Cover 3,12.100000000000001,0,15,27.1,132.0,0.20530303030303032
1266,Greg Ward,Cover 4,6.4,6,5,17.4,69.0,0.25217391304347825
1267,Greg Ward,Man Cover 2,4.0,0,4,8.0,35.0,0.22857142857142856
1268,Greg Ward,Prevent,1.0,0,1,2.0,8.0,0.25
1269,Greg Ward,Screen,2.4000000000000004,0,9,11.4,24.0,0.47500000000000003
1271,Gunner Olszewski,Cover 0,1.1,0,1,2.1,1.0,2.1
1275,Gus Edwards,Cover 0,0.0,0,0,0.0,2.0,0.0
1280,Hakeem Butler,Cover 0,0.0,0,0,0.0,1.0,0.0
1281,Harrison Bryant,Cover 1,5.300000000000001,12,7,24.299999999999997,59.0,0.41186440677966096
1282,Harrison Bryant,Cover 2,3.5,0,3,6.5,30.0,0.21666666666666667
1283,Harrison Bryant,Cover 3,7.6000000000000005,6,8,21.6,75.0,0.28800000000000003
1284,Harrison Bryant,Cover 4,5.8,0,4,9.8,47.0,0.20851063829787236
1286,Harrison Bryant,Man Cover 2,0.0,0,0,0.0,6.0,0.0
1288,Hayden Hurst,Cover 0,3.6,12,2,17.6,12.0,1.4666666666666668
1289,Hayden Hurst,Cover 1,6.400000000000001,6,6,18.400000000000002,101.0,0.1821782178217822
1290,Hayden Hurst,Cover 2,7.5,0,8,15.5,73.0,0.21232876712328766
1291,Hayden Hurst,Cover 3,22.3,12,17,51.300000000000004,115.0,0.4460869565217392
1292,Hayden Hurst,Cover 4,10.7,0,12,22.7,103.0,0.2203883495145631
1293,Hayden Hurst,Cover 6,0.0,0,0,0.0,14.0,0.0
1294,Hayden Hurst,Man Cover 2,4.2,0,4,8.200000000000001,65.0,0.12615384615384617
1295,Hayden Hurst,Prevent,0.0,0,0,0.0,19.0,0.0
1296,Hayden Hurst,Screen,2.3000000000000003,6,8,16.3,27.0,0.6037037037037037
1298,Henry Ruggs,Cover 0,4.6000000000000005,6,1,11.600000000000001,10.0,1.1600000000000001
1299,Henry Ruggs,Cover 1,17.1,6,7,30.1,85.0,0.35411764705882354
1301,Henry Ruggs,Cover 3,11.200000000000001,0,9,20.2,103.0,0.19611650485436893
1302,Henry Ruggs,Cover 4,6.5,0,5,11.5,53.0,0.2169811320754717
1303,Henry Ruggs,Man Cover 2,0.0,0,0,0.0,10.0,0.0
1308,Hunter Henry,Combination,0.5,0,1,1.5,19.0,0.07894736842105263
1309,Hunter Henry,Cover 0,2.7,6,3,11.7,14.0,0.8357142857142856
1310,Hunter Henry,Cover 1,13.7,6,14,33.7,110.0,0.3063636363636364
1311,Hunter Henry,Cover 2,7.5,6,9,22.5,69.0,0.32608695652173914
1312,Hunter Henry,Cover 3,14.9,0,11,25.9,94.0,0.275531914893617
1313,Hunter Henry,Cover 4,12.200000000000001,6,13,31.200000000000006,67.0,0.46567164179104487
1314,Hunter Henry,Cover 6,0.0,0,0,0.0,17.0,0.0
1315,Hunter Henry,Man Cover 2,4.4,0,5,9.4,35.0,0.26857142857142857
1316,Hunter Henry,Screen,5.500000000000001,0,5,10.500000000000002,39.0,0.2692307692307693
1318,Hunter Renfrow,Combination,1.4000000000000001,0,1,2.4000000000000004,7.0,0.3428571428571429
1319,Hunter Renfrow,Cover 1,14.600000000000001,6,12,32.599999999999994,104.0,0.3134615384615384
1320,Hunter Renfrow,Cover 2,6.3999999999999995,0,5,11.399999999999999,38.0,0.3
1321,Hunter Renfrow,Cover 3,15.600000000000003,6,13,34.6,99.0,0.3494949494949495
1322,Hunter Renfrow,Cover 4,15.6,0,12,27.6,58.0,0.47586206896551725
1323,Hunter Renfrow,Man Cover 2,1.7000000000000002,0,1,2.7,16.0,0.16875
1324,Hunter Renfrow,Screen,7.800000000000001,0,11,18.8,24.0,0.7833333333333333
1328,Ian Thomas,Cover 2,0.7000000000000001,0,2,2.7,61.0,0.04426229508196722
1329,Ian Thomas,Cover 3,9.8,0,10,19.799999999999997,134.0,0.14776119402985072
1333,Irv Smith,Cover 0,0.0,0,0,0.0,9.0,0.0
1334,Irv Smith,Cover 1,11.9,6,7,24.9,62.0,0.40161290322580645
1335,Irv Smith,Cover 2,9.8,0,6,15.8,35.0,0.45142857142857146
1336,Irv Smith,Cover 3,8.400000000000002,18,10,36.400000000000006,91.0,0.4000000000000001
1338,Irv Smith,Cover 6,1.7000000000000002,0,2,3.7,9.0,0.41111111111111115
1339,Irv Smith,Man Cover 2,2.5,0,3,5.5,15.0,0.36666666666666664
1343,Isaiah Ford,Combination,0.9,0,1,1.9,10.0,0.19
1345,Isaiah Ford,Cover 1,3.5,0,4,7.5,71.0,0.1056338028169014
1346,Isaiah Ford,Cover 2,2.6000000000000005,0,2,4.6000000000000005,31.0,0.14838709677419357
1348,Isaiah Ford,Cover 4,12.200000000000003,0,13,25.200000000000003,56.0,0.45000000000000007
1349,Isaiah Ford,Cover 6,1.5,0,1,2.5,9.0,0.2777777777777778
1350,Isaiah Ford,Man Cover 2,1.8,0,1,2.8,14.0,0.19999999999999998
1352,Isaiah McKenzie,Cover 1,9.8,18,6,33.8,40.0,0.845
1353,Isaiah McKenzie,Cover 2,1.0,0,3,4.0,17.0,0.23529411764705882
1356,Isaiah McKenzie,Cover 6,1.3,0,1,2.3,2.0,1.15
1357,Isaiah McKenzie,Screen,6.8999999999999995,6,13,25.900000000000002,24.0,1.0791666666666668
1359,Isaiah Wright,Cover 1,3.9000000000000004,0,3,6.8999999999999995,44.0,0.1568181818181818
1362,Isaiah Wright,Cover 4,2.1,0,4,6.1,41.0,0.14878048780487804
1363,Isaiah Wright,Cover 6,0.6,0,2,2.6,12.0,0.21666666666666667
1365,Isaiah Wright,Screen,6.500000000000002,0,10,16.5,30.0,0.55
1369,Ito Smith,Cover 0,1.7000000000000002,0,1,2.7,4.0,0.675
1371,Ito Smith,Cover 2,2.8,0,4,6.8,18.0,0.37777777777777777
1374,Ito Smith,Cover 6,0.0,0,0,0.0,3.0,0.0
1376,Ito Smith,Screen,0.8,0,5,5.799999999999999,13.0,0.44615384615384607
1377,J.D. McKissic,Cover 0,1.0,0,2,3.0,7.0,0.42857142857142855
1378,J.D. McKissic,Cover 1,9.500000000000002,0,11,20.499999999999996,66.0,0.31060606060606055
1379,J.D. McKissic,Cover 2,8.200000000000001,0,13,21.199999999999996,40.0,0.5299999999999999
1380,J.D. McKissic,Cover 3,18.5,6,25,49.50000000000001,125.0,0.3960000000000001
1381,J.D. McKissic,Cover 4,13.0,6,15,34.0,64.0,0.53125
1382,J.D. McKissic,Cover 6,3.0,0,4,7.0,10.0,0.7
1383,J.D. McKissic,Man Cover 2,0.7,0,2,2.7,26.0,0.10384615384615385
1384,J.D. McKissic,Screen,5.0,0,9,13.999999999999998,30.0,0.4666666666666666
1390,J.J. Arcega-Whiteside,Man Cover 2,3.7,0,1,4.7,3.0,1.5666666666666667
1394,J.K. Dobbins,Cover 0,2.2,0,4,6.2,9.0,0.6888888888888889
1398,J.K. Dobbins,Cover 4,6.1000000000000005,0,7,13.1,46.0,0.28478260869565214
1400,J.K. Dobbins,Prevent,0.0,0,0,0.0,7.0,0.0
1401,J.K. Dobbins,Screen,1.3000000000000003,0,4,5.3,14.0,0.37857142857142856
1405,Ja'Marcus Bradley,Cover 6,1.5,0,2,3.5,6.0,0.5833333333333334
1412,Jace Sternberger,Cover 0,0.30000000000000004,6,1,7.3,4.0,1.825
1416,Jace Sternberger,Prevent,0.6000000000000001,0,1,1.6,2.0,0.8
1417,Jack Doyle,Combination,0.6000000000000001,6,1,7.6,7.0,1.0857142857142856
1418,Jack Doyle,Cover 0,0.0,0,0,0.0,5.0,0.0
1419,Jack Doyle,Cover 1,12.000000000000002,6,10,28.0,56.0,0.5
1421,Jack Doyle,Cover 3,9.3,6,8,23.299999999999997,68.0,0.34264705882352936
1423,Jack Doyle,Cover 6,0.0,0,0,0.0,6.0,0.0
1424,Jack Doyle,Man Cover 2,1.9000000000000004,0,2,3.9000000000000004,12.0,0.325
1427,Jacob Hollister,Cover 0,0.1,6,1,7.1,3.0,2.3666666666666667
1428,Jacob Hollister,Cover 1,5.3,0,5,10.3,43.0,0.23953488372093024
1429,Jacob Hollister,Cover 2,2.7,0,4,6.700000000000001,28.0,0.23928571428571432
1430,Jacob Hollister,Cover 3,6.0,6,9,21.0,58.0,0.3620689655172414
1433,Jacob Hollister,Man Cover 2,0.0,0,0,0.0,10.0,0.0
1439,Jaeden Graham,Man Cover 2,0.0,0,0,0.0,2.0,0.0
1444,Jake Kumerow,Cover 6,2.2,6,1,9.2,1.0,9.2
1445,Jakeem Grant,Combination,0.2,0,1,1.2,11.0,0.10909090909090909
1446,Jakeem Grant,Cover 1,7.1,0,8,15.1,68.0,0.22205882352941175
1448,Jakeem Grant,Cover 3,11.8,6,11,28.799999999999997,51.0,0.5647058823529412
1449,Jakeem Grant,Cover 4,4.3,0,3,7.3,40.0,0.1825
1450,Jakeem Grant,Cover 6,2.8,0,2,4.8,7.0,0.6857142857142857
1451,Jakeem Grant,Man Cover 2,2.7,0,2,4.699999999999999,15.0,0.3133333333333333
1452,Jakeem Grant,Screen,6.9,0,7,13.899999999999999,24.0,0.5791666666666666
1454,Jakob Johnson,Cover 0,0.1,6,2,8.1,3.0,2.6999999999999997
1459,Jakobi Meyers,Combination,2.1,0,1,3.1,9.0,0.34444444444444444
1460,Jakobi Meyers,Cover 0,3.5,0,2,5.5,8.0,0.6875
1461,Jakobi Meyers,Cover 1,27.0,0,19,46.00000000000001,90.0,0.5111111111111112
1462,Jakobi Meyers,Cover 2,1.1,0,1,2.1,16.0,0.13125
1463,Jakobi Meyers,Cover 3,26.800000000000008,0,23,49.8,104.0,0.4788461538461538
1464,Jakobi Meyers,Cover 4,12.100000000000001,0,11,23.1,37.0,0.6243243243243244
1465,Jakobi Meyers,Cover 6,4.0,0,2,6.0,8.0,0.75
1467,Jakobi Meyers,Screen,0.4,0,2,2.4,23.0,0.10434782608695652
1470,Jalen Guyton,Cover 0,6.3,6,2,14.299999999999999,20.0,0.715
1471,Jalen Guyton,Cover 1,12.4,6,7,25.400000000000002,135.0,0.18814814814814818
1472,Jalen Guyton,Cover 2,3.1,0,3,6.1,79.0,0.07721518987341772
1473,Jalen Guyton,Cover 3,14.100000000000001,6,7,27.1,110.0,0.24636363636363637
1474,Jalen Guyton,Cover 4,8.700000000000001,0,4,12.700000000000001,106.0,0.119811320754717
1475,Jalen Guyton,Cover 6,6.800000000000001,0,2,8.8,19.0,0.46315789473684216
1476,Jalen Guyton,Man Cover 2,3.2,0,2,5.2,39.0,0.13333333333333333
1477,Jalen Guyton,Prevent,0.0,0,0,0.0,20.0,0.0
1478,Jalen Guyton,Screen,1.1,0,2,3.1,30.0,0.10333333333333333
1480,Jalen Reagor,Cover 0,0.2,6,1,7.2,7.0,1.0285714285714287
1481,Jalen Reagor,Cover 1,7.800000000000001,0,5,12.8,83.0,0.15421686746987953
1482,Jalen Reagor,Cover 3,12.5,0,8,20.5,81.0,0.25308641975308643
1483,Jalen Reagor,Cover 4,8.799999999999999,0,4,12.8,45.0,0.28444444444444444
1485,Jalen Reagor,Man Cover 2,0.0,0,0,0.0,11.0,0.0
1486,Jalen Reagor,Prevent,0.0,0,0,0.0,5.0,0.0
1487,Jalen Reagor,Screen,8.100000000000001,0,11,19.1,21.0,0.9095238095238096
1490,Jalen Richard,Cover 2,3.8000000000000003,0,4,7.800000000000001,10.0,0.78
1493,Jalen Richard,Cover 6,0.30000000000000004,0,1,1.3,2.0,0.65
1495,Jalen Richard,Screen,1.1,0,3,4.1000000000000005,6.0,0.6833333333333335
1497,Jamaal Williams,Cover 2,2.0000000000000004,0,4,6.000000000000001,24.0,0.25000000000000006
1499,Jamaal Williams,Cover 4,2.9000000000000004,0,5,7.8999999999999995,24.0,0.32916666666666666
1500,Jamaal Williams,Cover 6,3.0,0,3,6.0,5.0,1.2
1501,Jamaal Williams,Man Cover 2,0.5,0,1,1.5,10.0,0.15
1502,Jamaal Williams,Screen,6.5,0,10,16.5,21.0,0.7857142857142857
1508,Jamal Agnew,Screen,4.2,0,8,12.200000000000001,18.0,0.6777777777777778
1510,James Conner,Cover 2,5.300000000000001,0,6,11.299999999999999,42.0,0.26904761904761904
1512,James Conner,Cover 4,2.7,6,8,16.7,27.0,0.6185185185185185
1513,James Conner,Cover 6,1.1,0,1,2.1,7.0,0.3
1514,James Conner,Screen,8.5,0,15,23.500000000000004,34.0,0.6911764705882354
1516,James O'Shaughnessy,Cover 1,6.700000000000001,0,6,12.700000000000001,52.0,0.24423076923076925
1517,James O'Shaughnessy,Cover 2,4.2,0,5,9.2,36.0,0.25555555555555554
1518,James O'Shaughnessy,Cover 3,9.400000000000002,0,11,20.4,61.0,0.33442622950819667
1520,James O'Shaughnessy,Cover 6,0.0,0,0,0.0,4.0,0.0
1521,James O'Shaughnessy,Man Cover 2,1.2000000000000002,0,1,2.2,6.0,0.3666666666666667
1527,James Robinson,Cover 1,5.4,6,8,19.4,58.0,0.33448275862068966
1528,James Robinson,Cover 2,3.0,0,4,7.0,38.0,0.18421052631578946
1529,James Robinson,Cover 3,14.299999999999999,6,17,37.300000000000004,69.0,0.5405797101449276
1530,James Robinson,Cover 4,5.8999999999999995,6,10,21.900000000000002,35.0,0.6257142857142858
1532,James Robinson,Prevent,0.0,0,0,0.0,9.0,0.0
1533,James Robinson,Screen,7.9,0,9,16.900000000000002,21.0,0.8047619047619049
1535,James Washington,Combination,0.0,0,0,0.0,13.0,0.0
1536,James Washington,Cover 0,1.2000000000000002,0,1,2.2,8.0,0.275
1537,James Washington,Cover 1,16.900000000000002,18,11,45.9,81.0,0.5666666666666667
1538,James Washington,Cover 2,3.9000000000000004,0,4,7.8999999999999995,33.0,0.23939393939393938
1539,James Washington,Cover 3,10.200000000000001,6,7,23.200000000000003,55.0,0.42181818181818187
1540,James Washington,Cover 4,8.500000000000002,6,7,21.499999999999996,42.0,0.5119047619047619
1541,James Washington,Cover 6,0.0,0,0,0.0,6.0,0.0
1543,James Washington,Prevent,1.5,0,1,2.5,8.0,0.3125
1544,James Washington,Screen,1.5,0,3,4.5,36.0,0.125
1546,James White,Cover 1,5.9,0,9,14.899999999999999,41.0,0.36341463414634145
1547,James White,Cover 2,1.9000000000000001,0,2,3.9000000000000004,9.0,0.43333333333333335
1548,James White,Cover 3,7.700000000000001,0,10,17.7,53.0,0.3339622641509434
1549,James White,Cover 4,6.2,0,4,10.200000000000001,26.0,0.39230769230769236
1550,James White,Cover 6,1.5000000000000002,0,4,5.5,7.0,0.7857142857142857
1552,James White,Screen,13.4,0,18,31.4,28.0,1.1214285714285714
1554,Jamison Crowder,Combination,0.6000000000000001,6,1,7.6,22.0,0.34545454545454546
1555,Jamison Crowder,Cover 0,0.7000000000000001,6,2,8.7,8.0,1.0875
1556,Jamison Crowder,Cover 1,25.100000000000005,12,22,59.1,137.0,0.4313868613138686
1557,Jamison Crowder,Cover 2,2.6,0,3,5.6000000000000005,22.0,0.2545454545454546
1558,Jamison Crowder,Cover 3,17.2,0,15,32.2,113.0,0.2849557522123894
1559,Jamison Crowder,Cover 4,5.9,6,6,17.9,43.0,0.41627906976744183
1560,Jamison Crowder,Cover 6,1.1,0,1,2.1,15.0,0.14
1561,Jamison Crowder,Man Cover 2,6.0,0,2,8.0,8.0,1.0
1562,Jamison Crowder,Prevent,0.0,0,0,0.0,17.0,0.0
1563,Jamison Crowder,Screen,11.100000000000001,6,8,25.099999999999998,29.0,0.8655172413793103
1565,Jared Cook,Cover 0,1.9000000000000001,0,1,2.9000000000000004,7.0,0.4142857142857143
1566,Jared Cook,Cover 1,10.200000000000001,6,11,27.2,70.0,0.38857142857142857
1567,Jared Cook,Cover 2,1.4,0,3,4.4,41.0,0.10731707317073172
1568,Jared Cook,Cover 3,17.100000000000005,18,12,47.099999999999994,92.0,0.5119565217391304
1569,Jared Cook,Cover 4,13.2,0,8,21.2,45.0,0.4711111111111111
1570,Jared Cook,Cover 6,0.0,0,0,0.0,8.0,0.0
1571,Jared Cook,Man Cover 2,4.5,0,5,9.5,16.0,0.59375
1572,Jared Cook,Other,4.500000000000001,12,2,18.5,12.0,1.5416666666666667
1573,Jared Cook,Screen,0.9,0,2,2.9000000000000004,20.0,0.14500000000000002
1575,Jarvis Landry,Combination,0.0,0,0,0.0,11.0,0.0
1577,Jarvis Landry,Cover 1,28.999999999999996,18,20,67.0,103.0,0.6504854368932039
1578,Jarvis Landry,Cover 2,10.0,0,10,20.0,53.0,0.37735849056603776
1579,Jarvis Landry,Cover 3,37.60000000000001,6,32,75.6,120.0,0.63
1580,Jarvis Landry,Cover 4,9.100000000000001,0,9,18.1,60.0,0.3016666666666667
1581,Jarvis Landry,Cover 6,3.3000000000000003,0,4,7.300000000000001,8.0,0.9125000000000001
1582,Jarvis Landry,Man Cover 2,4.300000000000001,0,3,7.3,12.0,0.6083333333333333
1583,Jarvis Landry,Other,1.6,0,1,2.6,9.0,0.2888888888888889
1584,Jarvis Landry,Screen,2.7,0,7,9.7,31.0,0.3129032258064516
1590,Jason Witten,Cover 0,0.30000000000000004,6,1,7.3,5.0,1.46
1591,Jason Witten,Cover 1,1.4,0,4,5.4,33.0,0.16363636363636364
1603,Jaydon Mickens,Man Cover 2,0.0,0,0,0.0,6.0,0.0
1610,Jaylen Samuels,Prevent,1.2000000000000002,0,1,2.2,1.0,2.2
1611,Jaylen Samuels,Screen,0.5,0,4,4.5,7.0,0.6428571428571429
1613,Jeff Smith,Cover 0,0.0,0,0,0.0,4.0,0.0
1614,Jeff Smith,Cover 1,6.1000000000000005,0,7,13.100000000000001,84.0,0.15595238095238098
1615,Jeff Smith,Cover 2,2.9000000000000004,0,2,4.9,15.0,0.3266666666666667
1616,Jeff Smith,Cover 3,4.8,0,5,9.8,55.0,0.1781818181818182
1618,Jeff Smith,Cover 6,0.7000000000000001,0,1,1.7000000000000002,8.0,0.21250000000000002
1619,Jeff Smith,Man Cover 2,0.0,0,0,0.0,7.0,0.0
1620,Jeff Smith,Screen,2.2,0,2,4.2,20.0,0.21000000000000002
1621,Jeff Wilson,Cover 0,0.0,0,0,0.0,2.0,0.0
1625,Jeff Wilson,Cover 4,3.9000000000000004,6,3,12.899999999999999,28.0,0.4607142857142857
1626,Jeff Wilson,Cover 6,0.7000000000000001,0,1,1.7000000000000002,3.0,0.5666666666666668
1628,Jeff Wilson,Prevent,0.0,0,0,0.0,5.0,0.0
1629,Jeff Wilson,Screen,4.4,6,4,14.399999999999999,8.0,1.7999999999999998
1630,Jerald Hawkins,Cover 0,0.0,0,0,0.0,1.0,0.0
1633,Jeremy McNichols,Cover 4,1.4000000000000001,0,3,4.4,35.0,0.12571428571428572
1634,Jeremy McNichols,Cover 6,1.9000000000000001,0,3,4.9,11.0,0.4454545454545455
1635,Jeremy McNichols,Man Cover 2,0.5,0,1,1.5,13.0,0.11538461538461539
1636,Jeremy McNichols,Screen,0.6000000000000001,0,3,3.5999999999999996,15.0,0.23999999999999996
1641,Jerick McKinnon,Cover 1,2.9,6,5,13.9,48.0,0.28958333333333336
1642,Jerick McKinnon,Cover 2,2.4000000000000004,0,3,5.4,27.0,0.2
1644,Jerick McKinnon,Cover 4,5.9,0,7,12.9,31.0,0.4161290322580645
1645,Jerick McKinnon,Cover 6,1.0,0,2,3.0,7.0,0.42857142857142855
1646,Jerick McKinnon,Man Cover 2,3.2,6,4,13.2,14.0,0.9428571428571428
1647,Jerick McKinnon,Screen,3.2,0,6,9.2,15.0,0.6133333333333333
1649,Jerry Jeudy,Combination,0.0,0,0,0.0,22.0,0.0
1650,Jerry Jeudy,Cover 0,0.6000000000000001,0,1,1.6,12.0,0.13333333333333333
1651,Jerry Jeudy,Cover 1,13.1,0,11,24.1,123.0,0.1959349593495935
1652,Jerry Jeudy,Cover 2,18.6,6,8,32.6,74.0,0.44054054054054054
