,nickName,DropType_descr,dropBack,FP_yards,FP_TD,FP_intercept,FP_total,FP/DB,plays,totalPlays,freq
20,Browns,0/1 Step,140,35.760000000000005,24,-1,58.759999999999984,0.4197142857142856,140,464,0.3017241379310345
21,Browns,3 Step,197,40.15999999999998,32,-9,63.15999999999998,0.3206091370558375,197,464,0.4245689655172414
22,Browns,5 Step,102,30.800000000000004,20,-3,47.79999999999999,0.46862745098039205,102,464,0.21982758620689655
23,Browns,7 Step,25,4.28,4,-2,6.280000000000001,0.25120000000000003,25,464,0.05387931034482758
24,Buccaneers,0/1 Step,139,28.19999999999999,8,-2,34.199999999999974,0.24604316546762572,139,691,0.2011577424023155
25,Buccaneers,3 Step,330,80.96,28,-7,101.96000000000001,0.308969696969697,330,691,0.47756874095513746
26,Buccaneers,5 Step,168,37.51999999999999,40,-5,72.52,0.43166666666666664,168,691,0.24312590448625182
27,Buccaneers,7 Step,54,19.840000000000003,8,-3,24.839999999999996,0.4599999999999999,54,691,0.07814761215629522
28,Cardinals,0/1 Step,104,19.43999999999999,12,-2,29.439999999999984,0.2830769230769229,104,530,0.19622641509433963
29,Cardinals,3 Step,263,68.39999999999998,52,-3,117.39999999999998,0.4463878326996197,263,530,0.4962264150943396
30,Cardinals,5 Step,121,30.319999999999997,12,-3,39.32,0.32495867768595044,121,530,0.22830188679245284
31,Cardinals,7 Step,42,18.119999999999997,16,-3,31.120000000000005,0.740952380952381,42,530,0.07924528301886792
32,Chargers,0/1 Step,86,20.639999999999993,24,-2,42.63999999999998,0.4958139534883719,86,457,0.18818380743982493
33,Chargers,3 Step,214,56.6,32,-3,85.59999999999998,0.3999999999999999,214,457,0.4682713347921225
34,Chargers,5 Step,118,39.07999999999999,12,-3,48.079999999999984,0.4074576271186439,118,457,0.25820568927789933
35,Chargers,7 Step,39,11.52,4,-1,14.520000000000001,0.37230769230769234,39,457,0.08533916849015317
36,Chiefs,0/1 Step,151,41.319999999999986,20,-2,59.31999999999997,0.3928476821192051,151,604,0.25
37,Chiefs,3 Step,266,71.55999999999999,64,-5,130.55999999999995,0.4908270676691727,266,604,0.44039735099337746
38,Chiefs,5 Step,131,33.63999999999999,24,-6,51.63999999999999,0.3941984732824427,131,604,0.21688741721854304
39,Chiefs,7 Step,56,25.92,4,-2,27.92,0.4985714285714286,56,604,0.09271523178807947
40,Colts,0/1 Step,125,26.799999999999997,24,-2,48.79999999999999,0.3903999999999999,125,559,0.22361359570661896
41,Colts,3 Step,273,69.27999999999994,64,-9,124.27999999999994,0.45523809523809505,273,559,0.4883720930232558
42,Colts,5 Step,122,37.59999999999999,32,-5,64.6,0.5295081967213114,122,559,0.2182468694096601
43,Colts,7 Step,39,13.4,0,-2,11.4,0.2923076923076923,39,559,0.06976744186046512
44,Cowboys,0/1 Step,128,30.679999999999993,28,-4,54.679999999999986,0.4271874999999999,128,531,0.24105461393596986
45,Cowboys,3 Step,215,56.59999999999998,36,-9,83.59999999999998,0.3888372093023255,215,531,0.4048964218455744
46,Cowboys,5 Step,135,34.92,12,-5,41.919999999999995,0.31051851851851847,135,531,0.2542372881355932
47,Cowboys,7 Step,53,20.479999999999997,8,-4,24.479999999999993,0.46188679245283004,53,531,0.09981167608286252
48,Dolphins,0/1 Step,104,21.079999999999995,0,-2,19.079999999999988,0.18346153846153834,104,512,0.203125
49,Dolphins,3 Step,213,62.03999999999999,56,-6,112.03999999999999,0.5260093896713615,213,512,0.416015625
50,Dolphins,5 Step,144,37.120000000000005,16,-2,51.120000000000005,0.35500000000000004,144,512,0.28125
51,Dolphins,7 Step,51,19.64,4,0,23.64,0.4635294117647059,51,512,0.099609375
52,Eagles,0/1 Step,122,29.999999999999993,24,-1,53.0,0.4344262295081967,122,511,0.23874755381604695
53,Eagles,3 Step,229,56.19999999999999,24,-7,73.19999999999997,0.31965065502183393,229,511,0.4481409001956947
54,Eagles,5 Step,98,27.640000000000004,28,-1,54.63999999999998,0.5575510204081631,98,511,0.1917808219178082
55,Eagles,7 Step,62,25.83999999999999,8,-2,31.839999999999996,0.5135483870967741,62,511,0.12133072407045009
56,Falcons,0/1 Step,102,22.999999999999993,28,-3,48.000000000000014,0.4705882352941178,102,480,0.2125
57,Falcons,3 Step,203,53.32,32,-3,82.31999999999996,0.40551724137931017,203,480,0.42291666666666666
58,Falcons,5 Step,134,44.32000000000001,32,-1,75.32000000000002,0.5620895522388061,134,480,0.2791666666666667
59,Falcons,7 Step,41,14.36,4,-2,16.36,0.3990243902439024,41,480,0.08541666666666667
60,Football Team,0/1 Step,127,29.359999999999996,20,-1,48.359999999999985,0.380787401574803,127,504,0.251984126984127
61,Football Team,3 Step,228,74.43999999999998,52,-2,124.44,0.5457894736842105,228,504,0.4523809523809524
62,Football Team,5 Step,103,36.88000000000001,32,-1,67.88000000000001,0.6590291262135923,103,504,0.20436507936507936
63,Football Team,7 Step,46,14.8,0,-1,13.8,0.3,46,504,0.09126984126984126
64,Giants,0/1 Step,81,14.599999999999996,4,-1,17.599999999999994,0.2172839506172839,81,524,0.15458015267175573
65,Giants,3 Step,271,71.31999999999995,44,-5,110.32000000000002,0.4070848708487086,271,524,0.517175572519084
66,Giants,5 Step,130,36.92,28,-6,58.919999999999995,0.4532307692307692,130,524,0.2480916030534351
67,Giants,7 Step,42,13.839999999999995,12,-2,23.84,0.5676190476190476,42,524,0.08015267175572519
68,Jaguars,0/1 Step,95,29.51999999999999,24,0,53.519999999999996,0.5633684210526315,95,507,0.1873767258382643
69,Jaguars,3 Step,204,53.51999999999999,32,-2,83.52000000000001,0.4094117647058824,204,507,0.40236686390532544
70,Jaguars,5 Step,149,41.599999999999994,12,-5,48.59999999999999,0.3261744966442952,149,507,0.2938856015779093
71,Jaguars,7 Step,59,15.799999999999997,4,0,19.799999999999997,0.335593220338983,59,507,0.11637080867850098
72,Jets,0/1 Step,109,25.959999999999994,20,-1,44.959999999999994,0.41247706422018343,109,519,0.21001926782273603
73,Jets,3 Step,234,62.03999999999998,56,-2,116.03999999999994,0.4958974358974356,234,519,0.4508670520231214
74,Jets,5 Step,120,36.56,16,0,52.55999999999999,0.4379999999999999,120,519,0.23121387283236994
75,Jets,7 Step,56,24.040000000000006,8,-2,30.04000000000001,0.5364285714285716,56,519,0.10789980732177264
76,Lions,0/1 Step,100,20.799999999999997,16,-2,34.8,0.348,100,485,0.20618556701030927
77,Lions,3 Step,214,59.12,36,-4,91.12000000000005,0.4257943925233647,214,485,0.44123711340206184
78,Lions,5 Step,110,37.120000000000005,24,-2,59.120000000000005,0.5374545454545455,110,485,0.2268041237113402
79,Lions,7 Step,61,29.16,4,-2,31.16,0.5108196721311475,61,485,0.12577319587628866
80,Packers,0/1 Step,175,39.039999999999985,28,-3,64.03999999999999,0.36594285714285707,175,567,0.30864197530864196
81,Packers,3 Step,243,57.72000000000001,56,-7,106.72000000000001,0.43917695473251034,243,567,0.42857142857142855
82,Packers,5 Step,110,30.880000000000006,20,-7,43.879999999999995,0.3989090909090909,110,567,0.19400352733686066
83,Packers,7 Step,39,12.44,4,-1,15.439999999999996,0.3958974358974358,39,567,0.06878306878306878
84,Panthers,0/1 Step,111,23.8,28,-1,50.8,0.45765765765765765,111,462,0.24025974025974026
85,Panthers,3 Step,235,69.23999999999997,44,-6,107.24000000000001,0.45634042553191495,235,462,0.5086580086580087
86,Panthers,5 Step,83,17.360000000000003,12,-1,28.36,0.3416867469879518,83,462,0.17965367965367965
87,Panthers,7 Step,33,9.040000000000001,0,0,9.040000000000001,0.273939393939394,33,462,0.07142857142857142
88,Patriots,0/1 Step,114,20.159999999999997,12,-4,28.16,0.24701754385964914,114,522,0.21839080459770116
89,Patriots,3 Step,196,53.8,28,-3,78.8,0.4020408163265306,196,522,0.37547892720306514
90,Patriots,5 Step,158,43.11999999999999,20,-8,55.12000000000001,0.34886075949367096,158,522,0.30268199233716475
91,Patriots,7 Step,54,13.840000000000002,0,-3,10.840000000000002,0.20074074074074078,54,522,0.10344827586206896
92,Raiders,0/1 Step,109,28.279999999999994,20,0,48.28000000000003,0.44293577981651405,109,585,0.18632478632478633
93,Raiders,3 Step,254,59.320000000000036,48,-1,106.32000000000001,0.41858267716535436,254,585,0.4341880341880342
94,Raiders,5 Step,175,42.08,20,-4,58.08,0.3318857142857143,175,585,0.29914529914529914
95,Raiders,7 Step,47,17.76,16,0,33.76,0.7182978723404255,47,585,0.08034188034188035
96,Rams,0/1 Step,222,50.680000000000014,20,-2,68.68000000000005,0.3093693693693696,222,755,0.29403973509933773
97,Rams,3 Step,338,82.67999999999999,32,-11,103.67999999999999,0.3067455621301775,338,755,0.447682119205298
98,Rams,5 Step,152,48.64000000000001,24,-6,66.64,0.43842105263157893,152,755,0.20132450331125828
99,Rams,7 Step,43,13.76,4,-2,15.760000000000002,0.3665116279069768,43,755,0.05695364238410596
100,Ravens,0/1 Step,83,21.880000000000003,12,-1,32.87999999999999,0.3961445783132529,83,530,0.15660377358490565
101,Ravens,3 Step,223,60.67999999999997,44,-3,101.67999999999998,0.455964125560538,223,530,0.4207547169811321
102,Ravens,5 Step,150,52.879999999999995,20,-2,70.88000000000002,0.47253333333333347,150,530,0.2830188679245283
103,Ravens,7 Step,74,19.92,16,-3,32.919999999999995,0.4448648648648648,74,530,0.13962264150943396
104,Saints,0/1 Step,129,28.239999999999988,16,-1,43.23999999999999,0.33519379844961233,129,582,0.22164948453608246
105,Saints,3 Step,231,61.120000000000026,28,-8,81.12000000000002,0.35116883116883124,231,582,0.39690721649484534
106,Saints,5 Step,169,40.36,12,-10,42.35999999999999,0.2506508875739645,169,582,0.29037800687285226
107,Saints,7 Step,53,16.279999999999998,0,0,16.279999999999998,0.30716981132075466,53,582,0.09106529209621993
108,Seahawks,0/1 Step,130,33.0,20,-2,50.99999999999997,0.3923076923076921,130,571,0.2276707530647986
109,Seahawks,3 Step,246,55.56,40,-6,89.55999999999996,0.36406504065040635,246,571,0.4308231173380035
110,Seahawks,5 Step,132,43.64,8,-3,48.64,0.36848484848484847,132,571,0.23117338003502627
111,Seahawks,7 Step,63,26.08,16,0,42.080000000000005,0.667936507936508,63,571,0.11033274956217162
112,Steelers,0/1 Step,166,40.359999999999985,28,-4,64.36,0.387710843373494,166,598,0.27759197324414714
113,Steelers,3 Step,267,62.43999999999998,32,-9,85.43999999999997,0.3199999999999999,267,598,0.44648829431438125
114,Steelers,5 Step,129,47.52000000000002,32,0,79.52,0.6164341085271318,129,598,0.2157190635451505
115,Steelers,7 Step,36,13.760000000000002,4,-1,16.759999999999998,0.4655555555555555,36,598,0.06020066889632107
116,Texans,0/1 Step,99,28.159999999999993,20,-1,47.15999999999999,0.47636363636363627,99,487,0.2032854209445585
117,Texans,3 Step,205,54.00000000000001,28,-6,76.00000000000001,0.3707317073170732,205,487,0.4209445585215606
118,Texans,5 Step,127,44.2,20,-7,57.2,0.4503937007874016,127,487,0.26078028747433263
119,Texans,7 Step,56,22.599999999999994,16,-3,35.60000000000001,0.6357142857142859,56,487,0.11498973305954825
120,Titans,0/1 Step,178,48.03999999999998,20,-1,67.03999999999998,0.37662921348314593,178,617,0.2884927066450567
121,Titans,3 Step,288,70.16000000000003,24,-10,84.16,0.2922222222222222,288,617,0.46677471636953
122,Titans,5 Step,113,33.919999999999995,24,-4,53.92000000000001,0.4771681415929204,113,617,0.18314424635332252
123,Titans,7 Step,38,10.6,4,-4,10.6,0.2789473684210526,38,617,0.06158833063209076
124,Vikings,0/1 Step,102,22.27999999999999,16,-1,37.279999999999994,0.3654901960784313,102,548,0.18613138686131386
125,Vikings,3 Step,215,64.47999999999999,40,-5,99.47999999999998,0.46269767441860454,215,548,0.39233576642335766
126,Vikings,5 Step,183,50.839999999999975,28,-5,73.83999999999999,0.4034972677595628,183,548,0.33394160583941607
127,Vikings,7 Step,48,15.76,8,-3,20.759999999999998,0.43249999999999994,48,548,0.08759124087591241
