,team,playerName,Routes Run,DropType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
786,DAL,Ezekiel Elliott,18.0,3 Step,8.1,6,14,28.1,18.0,1.5611111111111111
787,DAL,Ezekiel Elliott,15.0,5 Step,7.900000000000001,6,13,26.9,15.0,1.7933333333333332
788,DAL,Ezekiel Elliott,8.0,7 Step,6.4,0,9,15.399999999999999,8.0,1.9249999999999998
791,LV,Foster Moreau,9.0,0/1 Step,4.6,0,6,10.6,9.0,1.1777777777777778
792,LV,Foster Moreau,13.0,3 Step,17.4,18,9,44.4,13.0,3.4153846153846152
793,LV,Foster Moreau,12.0,5 Step,9.4,0,8,17.400000000000002,12.0,1.4500000000000002
794,LV,Foster Moreau,3.0,7 Step,1.8,0,2,3.8,3.0,1.2666666666666666
801,SEA,Freddie Swain,19.0,0/1 Step,11.799999999999999,0,12,23.799999999999997,19.0,1.2526315789473683
810,BUF,Gabriel Davis,16.0,0/1 Step,14.200000000000001,6,12,32.2,16.0,2.0125
811,BUF,Gabriel Davis,22.0,3 Step,23.4,30,17,70.4,22.0,3.2
812,BUF,Gabriel Davis,8.0,5 Step,12.700000000000001,6,5,23.700000000000003,8.0,2.9625000000000004
813,BUF,Gabriel Davis,6.0,7 Step,15.399999999999999,6,5,26.4,6.0,4.3999999999999995
819,TEN,Geoff Swaim,17.0,0/1 Step,7.900000000000001,6,13,26.9,17.0,1.5823529411764705
822,TEN,Geoff Swaim,2.0,7 Step,0.2,6,1,7.2,2.0,3.6
826,SF,George Kittle,27.0,0/1 Step,32.8,12,26,70.8,27.0,2.6222222222222222
827,SF,George Kittle,27.0,3 Step,23.70000000000001,24,20,67.7,27.0,2.5074074074074075
828,SF,George Kittle,13.0,5 Step,13.600000000000001,0,9,22.6,13.0,1.7384615384615385
829,SF,George Kittle,5.0,7 Step,2.2,0,3,5.2,5.0,1.04
835,LAC,Gerald Everett,25.0,0/1 Step,13.4,6,19,38.39999999999999,25.0,1.5359999999999996
837,LAC,Gerald Everett,6.0,5 Step,6.300000000000001,6,4,16.3,6.0,2.716666666666667
838,LAC,Gerald Everett,4.0,7 Step,6.6000000000000005,6,4,16.6,4.0,4.15
861,CLE,Harrison Bryant,6.0,7 Step,4.1000000000000005,0,4,8.1,6.0,1.3499999999999999
865,CIN,Hayden Hurst,15.0,3 Step,13.200000000000003,12,11,36.2,15.0,2.4133333333333336
866,CIN,Hayden Hurst,7.0,5 Step,4.300000000000001,6,6,16.3,7.0,2.3285714285714287
872,NE,Hunter Henry,42.0,3 Step,36.0,42,33,111.00000000000001,42.0,2.6428571428571432
873,NE,Hunter Henry,27.0,5 Step,22.8,6,14,42.8,27.0,1.585185185185185
874,NE,Hunter Henry,4.0,7 Step,4.9,0,3,7.9,4.0,1.975
875,LV,Hunter Renfrow,40.0,0/1 Step,32.599999999999994,6,40,78.6,40.0,1.9649999999999999
876,LV,Hunter Renfrow,43.0,3 Step,33.30000000000001,30,35,98.3,43.0,2.286046511627907
877,LV,Hunter Renfrow,27.0,5 Step,29.700000000000003,12,20,61.699999999999996,27.0,2.285185185185185
878,LV,Hunter Renfrow,8.0,7 Step,7.7,6,6,19.7,8.0,2.4625
884,CAR,Ian Thomas,10.0,5 Step,8.100000000000001,0,7,15.100000000000003,10.0,1.5100000000000002
891,BUF,Isaiah McKenzie,10.0,0/1 Step,6.1000000000000005,0,9,15.100000000000001,10.0,1.5100000000000002
893,BUF,Isaiah McKenzie,6.0,5 Step,5.4,6,5,16.4,6.0,2.733333333333333
894,BUF,Isaiah McKenzie,2.0,7 Step,4.7,0,2,6.700000000000001,2.0,3.3500000000000005
899,WAS,J.D. McKissic,27.0,3 Step,19.6,0,22,41.6,27.0,1.5407407407407407
900,WAS,J.D. McKissic,13.0,5 Step,9.400000000000002,6,8,23.4,13.0,1.7999999999999998
908,CIN,Ja'Marr Chase,28.0,0/1 Step,30.599999999999998,0,25,55.60000000000001,28.0,1.985714285714286
909,CIN,Ja'Marr Chase,79.0,3 Step,127.30000000000001,78,66,271.3,79.0,3.4341772151898735
910,CIN,Ja'Marr Chase,14.0,5 Step,26.900000000000002,0,12,38.900000000000006,14.0,2.778571428571429
923,TB,Jaelon Darden,5.0,0/1 Step,1.4000000000000001,0,5,6.3999999999999995,5.0,1.2799999999999998
932,NE,Jakobi Meyers,20.0,0/1 Step,13.8,6,15,34.8,20.0,1.7399999999999998
933,NE,Jakobi Meyers,51.0,3 Step,31.000000000000004,6,37,73.99999999999999,51.0,1.4509803921568625
934,NE,Jakobi Meyers,40.0,5 Step,34.70000000000001,6,27,67.7,40.0,1.6925000000000001
935,NE,Jakobi Meyers,8.0,7 Step,10.700000000000001,0,5,15.700000000000001,8.0,1.9625000000000001
939,LAC,Jalen Guyton,10.0,0/1 Step,7.300000000000001,0,9,16.300000000000004,10.0,1.6300000000000003
941,LAC,Jalen Guyton,18.0,5 Step,14.5,0,10,24.5,18.0,1.3611111111111112
944,PHI,Jalen Reagor,14.0,0/1 Step,7.1000000000000005,0,12,19.099999999999998,14.0,1.364285714285714
945,PHI,Jalen Reagor,22.0,3 Step,11.899999999999999,6,11,28.9,22.0,1.3136363636363635
946,PHI,Jalen Reagor,12.0,5 Step,4.0,0,3,7.000000000000001,12.0,0.5833333333333334
953,DET,Jamaal Williams,5.0,7 Step,4.8,0,6,10.8,5.0,2.16
957,JAX,Jamal Agnew,16.0,3 Step,8.1,0,11,19.1,16.0,1.19375
958,JAX,Jamal Agnew,8.0,5 Step,3.3000000000000003,0,2,5.300000000000001,8.0,0.6625000000000001
963,ARI,James Conner,14.0,3 Step,11.2,12,12,35.2,14.0,2.5142857142857147
965,ARI,James Conner,3.0,7 Step,1.4000000000000001,0,2,3.4000000000000004,3.0,1.1333333333333335
969,CHI,James O'Shaughnessy,17.0,3 Step,17.099999999999998,0,13,30.099999999999998,17.0,1.7705882352941176
976,JAX,James Robinson,7.0,0/1 Step,3.9,0,5,8.9,7.0,1.2714285714285716
977,JAX,James Robinson,20.0,3 Step,11.000000000000002,0,15,26.000000000000007,20.0,1.3000000000000003
979,JAX,James Robinson,9.0,7 Step,3.9000000000000004,0,8,11.899999999999999,9.0,1.322222222222222
983,DAL,James Washington,32.0,3 Step,23.999999999999996,12,17,53.00000000000001,32.0,1.6562500000000002
986,BUF,Jamison Crowder,12.0,0/1 Step,5.5,0,8,13.5,12.0,1.125
987,BUF,Jamison Crowder,25.0,3 Step,15.9,6,20,41.9,25.0,1.676
988,BUF,Jamison Crowder,16.0,5 Step,13.600000000000001,0,12,25.6,16.0,1.6
989,BUF,Jamison Crowder,7.0,7 Step,4.4,0,4,8.4,7.0,1.2
995,NO,Jarvis Landry,8.0,0/1 Step,8.100000000000001,0,7,15.1,8.0,1.8875
996,NO,Jarvis Landry,35.0,3 Step,18.2,0,17,35.199999999999996,35.0,1.0057142857142856
997,NO,Jarvis Landry,26.0,5 Step,22.4,0,18,40.400000000000006,26.0,1.553846153846154
998,NO,Jarvis Landry,6.0,7 Step,3.5,6,2,11.5,6.0,1.9166666666666667
1004,DET,Jason Cabinda,2.0,7 Step,0.8,0,2,2.8,2.0,1.4
1007,SF,Jauan Jennings,13.0,0/1 Step,8.1,12,8,28.1,13.0,2.161538461538462
1008,SF,Jauan Jennings,17.0,3 Step,17.200000000000003,6,16,39.2,17.0,2.3058823529411767
1014,DEN,Javonte Williams,15.0,0/1 Step,12.300000000000002,12,14,38.3,15.0,2.5533333333333332
1016,DEN,Javonte Williams,10.0,5 Step,9.6,0,8,17.6,10.0,1.7600000000000002
1017,DEN,Javonte Williams,6.0,7 Step,1.5000000000000002,0,4,5.500000000000001,6.0,0.9166666666666669
1020,MIA,Jaylen Waddle,33.0,0/1 Step,15.099999999999998,0,23,38.1,33.0,1.1545454545454545
1021,MIA,Jaylen Waddle,42.0,3 Step,31.300000000000008,6,30,67.3,42.0,1.6023809523809522
1022,MIA,Jaylen Waddle,30.0,5 Step,27.900000000000002,6,25,58.9,30.0,1.9633333333333334
1023,MIA,Jaylen Waddle,4.0,7 Step,8.3,0,3,11.3,4.0,2.825
1031,NYJ,Jeff Smith,8.0,5 Step,4.8,0,2,6.8,8.0,0.85
1034,KC,Jerick McKinnon,7.0,0/1 Step,4.800000000000001,6,7,17.8,7.0,2.542857142857143
1039,DEN,Jerry Jeudy,13.0,0/1 Step,8.100000000000001,0,10,18.1,13.0,1.3923076923076925
1040,DEN,Jerry Jeudy,24.0,3 Step,20.200000000000003,0,18,38.199999999999996,24.0,1.5916666666666666
1041,DEN,Jerry Jeudy,8.0,5 Step,7.700000000000001,0,5,12.700000000000001,8.0,1.5875000000000001
1042,DEN,Jerry Jeudy,8.0,7 Step,11.4,0,4,15.399999999999999,8.0,1.9249999999999998
1045,CIN,Joe Mixon,12.0,0/1 Step,9.1,6,12,27.1,12.0,2.2583333333333333
1046,CIN,Joe Mixon,23.0,3 Step,16.9,6,35,57.900000000000006,23.0,2.5173913043478264
1048,CIN,Joe Mixon,3.0,7 Step,0.9000000000000001,0,3,3.9000000000000004,3.0,1.3
1061,IND,Jonathan Taylor,19.0,3 Step,7.900000000000001,0,14,21.900000000000006,19.0,1.1526315789473687
1063,IND,Jonathan Taylor,9.0,7 Step,7.7,6,6,19.7,9.0,2.1888888888888887
1067,NE,Jonnu Smith,18.0,5 Step,9.9,6,12,27.900000000000002,18.0,1.55
1068,NE,Jonnu Smith,8.0,7 Step,4.2,0,5,9.2,8.0,1.15
1073,NYG,Jordan Akins,7.0,0/1 Step,1.2,0,3,4.2,7.0,0.6
1074,NYG,Jordan Akins,18.0,3 Step,14.7,0,14,28.7,18.0,1.5944444444444443
1085,LV,Josh Jacobs,12.0,0/1 Step,6.300000000000002,0,13,19.299999999999997,12.0,1.6083333333333332
1086,LV,Josh Jacobs,27.0,3 Step,14.4,0,23,37.4,27.0,1.385185185185185
1087,LV,Josh Jacobs,15.0,5 Step,10.600000000000001,0,15,25.599999999999998,15.0,1.7066666666666666
1088,LV,Josh Jacobs,2.0,7 Step,1.0,0,3,4.0,2.0,2.0
1091,DET,Josh Reynolds,11.0,0/1 Step,7.5,0,8,15.5,11.0,1.4090909090909092
1092,DET,Josh Reynolds,21.0,3 Step,16.000000000000004,12,10,38.0,21.0,1.8095238095238095
1093,DET,Josh Reynolds,9.0,5 Step,6.6000000000000005,0,5,11.600000000000001,9.0,1.288888888888889
1094,DET,Josh Reynolds,5.0,7 Step,3.9000000000000004,0,2,5.9,5.0,1.1800000000000002
1105,GB,Josiah Deguara,3.0,7 Step,1.0,0,2,3.0,3.0,1.0
1110,KC,JuJu Smith-Schuster,7.0,0/1 Step,8.200000000000001,0,8,16.200000000000003,7.0,2.3142857142857145
1111,KC,JuJu Smith-Schuster,14.0,3 Step,4.5,0,7,11.499999999999998,14.0,0.8214285714285713
1115,MIN,Justin Jefferson,32.0,0/1 Step,16.7,0,19,35.7,32.0,1.115625
1116,MIN,Justin Jefferson,67.0,3 Step,65.60000000000001,30,43,138.6,67.0,2.06865671641791
1117,MIN,Justin Jefferson,36.0,5 Step,40.1,12,21,73.1,36.0,2.0305555555555554
1118,MIN,Justin Jefferson,15.0,7 Step,19.1,12,9,40.10000000000001,15.0,2.673333333333334
1129,MIN,K.J. Osborn,18.0,0/1 Step,13.3,6,12,31.300000000000004,18.0,1.7388888888888892
1130,MIN,K.J. Osborn,30.0,3 Step,18.500000000000004,12,16,46.5,30.0,1.55
1131,MIN,K.J. Osborn,17.0,5 Step,18.1,12,13,43.1,17.0,2.5352941176470587
1132,MIN,K.J. Osborn,7.0,7 Step,10.6,12,4,26.6,7.0,3.8000000000000003
1137,NYG,Kadarius Toney,7.0,0/1 Step,1.4,0,4,5.3999999999999995,7.0,0.7714285714285714
1138,NYG,Kadarius Toney,23.0,3 Step,16.200000000000003,0,16,32.2,23.0,1.4000000000000001
1139,NYG,Kadarius Toney,9.0,5 Step,10.299999999999999,0,5,15.300000000000002,9.0,1.7000000000000002
1144,DET,Kalif Raymond,13.0,0/1 Step,10.500000000000002,0,12,22.5,13.0,1.7307692307692308
1145,DET,Kalif Raymond,27.0,3 Step,22.7,12,19,53.699999999999996,27.0,1.9888888888888887
1146,DET,Kalif Raymond,13.0,5 Step,7.800000000000001,0,5,12.799999999999999,13.0,0.9846153846153846
1147,DET,Kalif Raymond,7.0,7 Step,4.9,0,3,7.9,7.0,1.1285714285714286
1155,CLE,Kareem Hunt,6.0,5 Step,2.8,0,5,7.8,6.0,1.3
1156,CLE,Kareem Hunt,3.0,7 Step,1.1,0,3,4.1,3.0,1.3666666666666665
1161,LV,Keelan Cole,11.0,0/1 Step,7.700000000000001,0,7,14.7,11.0,1.3363636363636362
1162,LV,Keelan Cole,15.0,3 Step,17.800000000000004,6,9,32.800000000000004,15.0,2.186666666666667
1163,LV,Keelan Cole,19.0,5 Step,13.5,0,9,22.5,19.0,1.1842105263157894
1164,LV,Keelan Cole,4.0,7 Step,4.1000000000000005,0,2,6.1,4.0,1.525
1168,LAC,Keenan Allen,33.0,0/1 Step,17.500000000000004,0,21,38.50000000000001,33.0,1.166666666666667
1169,LAC,Keenan Allen,49.0,3 Step,34.0,12,32,77.99999999999999,49.0,1.5918367346938773
1170,LAC,Keenan Allen,34.0,5 Step,37.199999999999996,18,23,78.2,34.0,2.3000000000000003
1171,LAC,Keenan Allen,12.0,7 Step,14.500000000000002,0,9,23.500000000000007,12.0,1.958333333333334
1194,DEN,Kendall Hinton,12.0,3 Step,11.5,0,9,20.5,12.0,1.7083333333333333
1199,NE,Kendrick Bourne,12.0,0/1 Step,17.700000000000003,6,9,32.7,12.0,2.725
1200,NE,Kendrick Bourne,29.0,3 Step,29.4,18,27,74.39999999999999,29.0,2.56551724137931
1201,NE,Kendrick Bourne,19.0,5 Step,27.4,12,18,57.4,19.0,3.0210526315789474
1202,NE,Kendrick Bourne,3.0,7 Step,12.899999999999999,6,4,22.900000000000002,3.0,7.633333333333334
1211,PHI,Kenneth Gainwell,9.0,0/1 Step,6.5,6,6,18.500000000000004,9.0,2.055555555555556
1212,PHI,Kenneth Gainwell,25.0,3 Step,12.2,0,17,29.200000000000003,25.0,1.1680000000000001
1213,PHI,Kenneth Gainwell,10.0,5 Step,9.0,6,10,25.0,10.0,2.5
1217,NYG,Kenny Golladay,17.0,0/1 Step,6.200000000000001,0,8,14.2,17.0,0.8352941176470587
1218,NYG,Kenny Golladay,36.0,3 Step,26.3,0,18,44.30000000000001,36.0,1.2305555555555558
1219,NYG,Kenny Golladay,12.0,5 Step,8.7,0,5,13.7,12.0,1.1416666666666666
1220,NYG,Kenny Golladay,8.0,7 Step,11.100000000000001,0,6,17.099999999999998,8.0,2.1374999999999997
1223,LV,Kenyan Drake,9.0,0/1 Step,5.0,0,8,12.999999999999998,9.0,1.4444444444444442
1225,LV,Kenyan Drake,14.0,5 Step,12.799999999999999,0,10,22.8,14.0,1.6285714285714286
1231,ATL,KhaDarel Hodge,6.0,0/1 Step,3.2,0,4,7.199999999999999,6.0,1.2
1232,ATL,KhaDarel Hodge,12.0,3 Step,5.1000000000000005,0,5,10.1,12.0,0.8416666666666667
1234,ATL,KhaDarel Hodge,3.0,7 Step,4.2,0,1,5.2,3.0,1.7333333333333334
1249,SF,Kyle Juszczyk,8.0,0/1 Step,6.699999999999999,0,7,13.7,8.0,1.7125
1250,SF,Kyle Juszczyk,14.0,3 Step,13.000000000000002,6,15,34.0,14.0,2.4285714285714284
1251,SF,Kyle Juszczyk,6.0,5 Step,2.6,0,3,5.6,6.0,0.9333333333333332
1252,SF,Kyle Juszczyk,4.0,7 Step,4.5,0,3,7.5,4.0,1.875
1255,ATL,Kyle Pitts,24.0,0/1 Step,32.4,0,19,51.4,24.0,2.1416666666666666
1256,ATL,Kyle Pitts,57.0,3 Step,53.6,6,34,93.60000000000001,57.0,1.642105263157895
1257,ATL,Kyle Pitts,20.0,5 Step,12.000000000000002,0,8,20.0,20.0,1.0
1258,ATL,Kyle Pitts,6.0,7 Step,5.800000000000001,0,5,10.8,6.0,1.8
1271,JAX,Laquon Treadwell,10.0,0/1 Step,8.0,6,8,22.0,10.0,2.2
1272,JAX,Laquon Treadwell,15.0,3 Step,13.100000000000003,0,10,23.100000000000005,15.0,1.5400000000000003
1273,JAX,Laquon Treadwell,12.0,5 Step,9.5,0,5,14.5,12.0,1.2083333333333333
1274,JAX,Laquon Treadwell,5.0,7 Step,5.4,0,4,9.4,5.0,1.8800000000000001
1278,TB,Leonard Fournette,11.0,0/1 Step,4.300000000000002,0,11,15.299999999999997,11.0,1.3909090909090907
1279,TB,Leonard Fournette,41.0,3 Step,22.800000000000008,0,38,60.8,41.0,1.4829268292682927
1280,TB,Leonard Fournette,12.0,5 Step,8.6,6,11,25.6,12.0,2.1333333333333333
1281,TB,Leonard Fournette,8.0,7 Step,6.9,0,7,13.9,8.0,1.7375
1285,WAS,Logan Thomas,13.0,3 Step,6.600000000000001,12,7,25.6,13.0,1.9692307692307693
1287,WAS,Logan Thomas,4.0,7 Step,5.9,6,3,14.9,4.0,3.725
1292,LV,Mack Hollins,8.0,5 Step,6.9,0,3,9.9,8.0,1.2375
1293,LV,Mack Hollins,3.0,7 Step,2.0,0,1,3.0,3.0,1.0
1300,SF,Malik Turner,9.0,5 Step,4.300000000000001,6,6,16.3,9.0,1.8111111111111111
1305,GB,Marcedes Lewis,7.0,5 Step,1.3,0,5,6.300000000000001,7.0,0.9000000000000001
1306,GB,Marcedes Lewis,2.0,7 Step,2.7,0,2,4.7,2.0,2.35
1315,SF,Marcus Johnson,3.0,7 Step,2.2,0,1,3.2,3.0,1.0666666666666667
1316,BAL,Mark Andrews,49.0,0/1 Step,44.3,24,38,106.3,49.0,2.169387755102041
1317,BAL,Mark Andrews,66.0,3 Step,48.100000000000016,12,39,99.10000000000001,66.0,1.5015151515151517
1318,BAL,Mark Andrews,21.0,5 Step,28.700000000000003,18,19,65.69999999999999,21.0,3.128571428571428
1329,NO,Marquez Callaway,10.0,0/1 Step,6.7,6,7,19.7,10.0,1.97
1330,NO,Marquez Callaway,33.0,3 Step,23.000000000000004,18,16,56.99999999999999,33.0,1.727272727272727
1331,NO,Marquez Callaway,25.0,5 Step,18.7,12,12,42.699999999999996,25.0,1.7079999999999997
1332,NO,Marquez Callaway,8.0,7 Step,16.3,0,7,23.300000000000004,8.0,2.9125000000000005
1337,KC,Marquez Valdes-Scantling,29.0,3 Step,22.40000000000001,12,12,46.400000000000006,29.0,1.6
1338,KC,Marquez Valdes-Scantling,14.0,5 Step,16.3,6,6,28.299999999999997,14.0,2.0214285714285714
1342,ARI,Marquise Brown,49.0,0/1 Step,25.4,0,37,62.4,49.0,1.273469387755102
1343,ARI,Marquise Brown,40.0,3 Step,34.1,18,24,76.09999999999998,40.0,1.9024999999999994
1344,ARI,Marquise Brown,30.0,5 Step,23.400000000000002,18,11,52.4,30.0,1.7466666666666666
1345,ARI,Marquise Brown,5.0,7 Step,5.3,0,3,8.3,5.0,1.6600000000000001
1350,SEA,Marquise Goodwin,10.0,0/1 Step,5.5,0,6,11.5,10.0,1.15
1351,SEA,Marquise Goodwin,16.0,3 Step,11.200000000000003,0,8,19.200000000000003,16.0,1.2000000000000002
1352,SEA,Marquise Goodwin,11.0,5 Step,8.9,6,4,18.9,11.0,1.718181818181818
1353,SEA,Marquise Goodwin,5.0,7 Step,5.0,0,1,6.0,5.0,1.2
1368,KC,Mecole Hardman,22.0,0/1 Step,22.500000000000004,6,22,50.5,22.0,2.2954545454545454
1369,KC,Mecole Hardman,23.0,3 Step,30.700000000000003,0,19,49.7,23.0,2.1608695652173915
1370,KC,Mecole Hardman,7.0,5 Step,7.4,0,3,10.4,7.0,1.4857142857142858
1371,KC,Mecole Hardman,3.0,7 Step,0.0,0,0,0.0,3.0,0.0
1380,NYJ,Michael Carter,8.0,0/1 Step,2.7000000000000006,0,5,7.699999999999999,8.0,0.9624999999999999
1381,NYJ,Michael Carter,17.0,3 Step,10.8,0,12,22.8,17.0,1.3411764705882354
1382,NYJ,Michael Carter,11.0,5 Step,4.000000000000001,0,4,8.0,11.0,0.7272727272727273
1383,NYJ,Michael Carter,10.0,7 Step,8.0,0,8,16.0,10.0,1.6
1386,DAL,Michael Gallup,21.0,0/1 Step,16.6,0,11,27.599999999999998,21.0,1.3142857142857143
1387,DAL,Michael Gallup,20.0,3 Step,22.500000000000004,6,11,39.5,20.0,1.975
1388,DAL,Michael Gallup,8.0,5 Step,5.1000000000000005,0,4,9.100000000000001,8.0,1.1375000000000002
1389,DAL,Michael Gallup,3.0,7 Step,1.9000000000000001,0,1,2.9000000000000004,3.0,0.9666666666666668
1393,IND,Michael Pittman Jr.,33.0,0/1 Step,23.7,6,26,55.69999999999999,33.0,1.6878787878787875
1394,IND,Michael Pittman Jr.,49.0,3 Step,40.7,18,33,91.70000000000002,49.0,1.8714285714285719
1395,IND,Michael Pittman Jr.,24.0,5 Step,27.499999999999996,6,16,49.50000000000001,24.0,2.0625000000000004
1396,IND,Michael Pittman Jr.,7.0,7 Step,9.0,6,4,19.0,7.0,2.7142857142857144
1402,BAL,Mike Davis,12.0,0/1 Step,3.8000000000000003,0,8,11.8,12.0,0.9833333333333334
1403,BAL,Mike Davis,24.0,3 Step,13.5,6,17,36.5,24.0,1.5208333333333333
1404,BAL,Mike Davis,10.0,5 Step,6.4,0,11,17.4,10.0,1.7399999999999998
1405,BAL,Mike Davis,5.0,7 Step,2.0,0,5,7.0,5.0,1.4
1408,TB,Mike Evans,24.0,0/1 Step,13.500000000000002,18,15,46.5,24.0,1.9375
1409,TB,Mike Evans,57.0,3 Step,69.19999999999999,48,53,170.20000000000002,57.0,2.985964912280702
1410,TB,Mike Evans,20.0,5 Step,25.500000000000004,24,12,61.50000000000001,20.0,3.075
1411,TB,Mike Evans,10.0,7 Step,18.1,0,8,26.1,10.0,2.6100000000000003
1413,MIA,Mike Gesicki,16.0,0/1 Step,10.000000000000002,6,12,27.999999999999996,16.0,1.7499999999999998
1414,MIA,Mike Gesicki,38.0,3 Step,26.299999999999994,6,25,57.300000000000004,38.0,1.5078947368421054
1415,MIA,Mike Gesicki,26.0,5 Step,22.8,0,16,38.800000000000004,26.0,1.4923076923076926
1416,MIA,Mike Gesicki,2.0,7 Step,3.2,0,1,4.2,2.0,2.1
1425,LAC,Mike Williams,45.0,0/1 Step,25.700000000000003,18,23,66.7,45.0,1.4822222222222223
1426,LAC,Mike Williams,27.0,3 Step,27.400000000000002,0,18,45.400000000000006,27.0,1.6814814814814818
1427,LAC,Mike Williams,23.0,5 Step,28.799999999999997,18,12,58.8,23.0,2.5565217391304347
1428,LAC,Mike Williams,10.0,7 Step,8.700000000000001,0,4,12.7,10.0,1.27
1435,PHI,Miles Sanders,13.0,0/1 Step,4.9,0,10,14.899999999999999,13.0,1.146153846153846
1446,IND,Mo Alie-Cox,7.0,0/1 Step,2.8,0,3,5.8,7.0,0.8285714285714285
1447,IND,Mo Alie-Cox,21.0,3 Step,16.700000000000003,6,12,34.7,21.0,1.6523809523809525
1448,IND,Mo Alie-Cox,7.0,5 Step,1.7000000000000002,0,1,2.7,7.0,0.38571428571428573
1449,IND,Mo Alie-Cox,3.0,7 Step,3.5000000000000004,6,2,11.5,3.0,3.8333333333333335
1455,NE,N'Keal Harry,8.0,5 Step,6.3,0,3,9.3,8.0,1.1625
1456,NE,N'Keal Harry,2.0,7 Step,2.5,0,2,4.5,2.0,2.25
1458,PIT,Najee Harris,15.0,0/1 Step,9.799999999999997,0,14,23.8,15.0,1.5866666666666667
1459,PIT,Najee Harris,61.0,3 Step,29.400000000000006,18,50,97.39999999999996,61.0,1.5967213114754093
1460,PIT,Najee Harris,7.0,5 Step,5.200000000000001,0,8,13.2,7.0,1.8857142857142857
1466,NE,Nelson Agholor,24.0,3 Step,12.4,0,14,26.4,24.0,1.0999999999999999
1467,NE,Nelson Agholor,23.0,5 Step,17.0,12,13,41.99999999999999,23.0,1.8260869565217388
1468,NE,Nelson Agholor,10.0,7 Step,7.5,0,4,11.5,10.0,1.15
1480,CLE,Nick Chubb,6.0,5 Step,4.800000000000001,0,5,9.8,6.0,1.6333333333333335
1481,CLE,Nick Chubb,2.0,7 Step,4.3,0,2,6.3,2.0,3.15
1492,TEN,Nick Westbrook-Ikhine,18.0,0/1 Step,13.9,18,13,44.9,18.0,2.4944444444444445
1493,TEN,Nick Westbrook-Ikhine,16.0,3 Step,16.6,0,12,28.6,16.0,1.7875
1494,TEN,Nick Westbrook-Ikhine,13.0,5 Step,10.600000000000001,0,7,17.6,13.0,1.353846153846154
1495,TEN,Nick Westbrook-Ikhine,4.0,7 Step,1.3,0,1,2.3,4.0,0.575
1500,HOU,Nico Collins,10.0,0/1 Step,6.2,0,6,12.2,10.0,1.22
1501,HOU,Nico Collins,22.0,3 Step,11.8,0,10,21.8,22.0,0.990909090909091
1502,HOU,Nico Collins,13.0,5 Step,12.800000000000002,0,8,20.799999999999997,13.0,1.5999999999999999
1503,HOU,Nico Collins,4.0,7 Step,6.6000000000000005,0,3,9.600000000000001,4.0,2.4000000000000004
1513,SEA,Noah Fant,16.0,0/1 Step,11.100000000000003,12,11,34.1,16.0,2.13125
1514,SEA,Noah Fant,23.0,3 Step,16.900000000000002,12,20,48.90000000000001,23.0,2.1260869565217395
1515,SEA,Noah Fant,22.0,5 Step,22.1,0,17,39.10000000000001,22.0,1.7772727272727276
1516,SEA,Noah Fant,11.0,7 Step,8.3,0,7,15.299999999999999,11.0,1.3909090909090909
1528,IND,Nyheim Hines,11.0,0/1 Step,9.9,0,9,18.900000000000002,11.0,1.7181818181818185
1529,IND,Nyheim Hines,21.0,3 Step,8.600000000000001,0,14,22.599999999999998,21.0,1.0761904761904761
1530,IND,Nyheim Hines,10.0,5 Step,4.9,0,7,11.9,10.0,1.19
1536,ATL,Olamide Zaccheaus,20.0,0/1 Step,14.800000000000002,6,13,33.800000000000004,20.0,1.6900000000000002
1537,ATL,Olamide Zaccheaus,18.0,3 Step,15.900000000000002,12,10,37.9,18.0,2.1055555555555556
1538,ATL,Olamide Zaccheaus,12.0,5 Step,5.8,0,6,11.8,12.0,0.9833333333333334
1539,ATL,Olamide Zaccheaus,3.0,7 Step,4.1000000000000005,0,2,6.1,3.0,2.033333333333333
1542,IND,Parris Campbell,7.0,5 Step,8.9,6,4,18.900000000000002,7.0,2.7
1545,PIT,Pat Freiermuth,18.0,0/1 Step,12.400000000000002,6,16,34.39999999999999,18.0,1.9111111111111105
1546,PIT,Pat Freiermuth,44.0,3 Step,34.1,30,36,100.1,44.0,2.275
1547,PIT,Pat Freiermuth,10.0,5 Step,5.1000000000000005,0,8,13.100000000000001,10.0,1.31
1556,SEA,Penny Hart,6.0,0/1 Step,3.9000000000000004,0,4,7.9,6.0,1.3166666666666667
1562,HOU,Pharaoh Brown,8.0,0/1 Step,2.7000000000000006,0,6,8.700000000000001,8.0,1.0875000000000001
1572,HOU,Phillip Dorsett,2.0,7 Step,0.0,0,0,0.0,2.0,0.0
1578,MIA,Preston Williams,6.0,0/1 Step,2.3000000000000003,0,2,4.3,6.0,0.7166666666666667
1584,PHI,Quez Watkins,9.0,0/1 Step,7.800000000000001,6,6,19.799999999999997,9.0,2.1999999999999997
1585,PHI,Quez Watkins,22.0,3 Step,32.800000000000004,0,16,48.800000000000004,22.0,2.2181818181818183
1586,PHI,Quez Watkins,8.0,5 Step,11.0,0,5,16.0,8.0,2.0
1587,PHI,Quez Watkins,5.0,7 Step,6.0,0,3,9.0,5.0,1.8
1593,DET,Quintez Cephus,15.0,3 Step,8.2,6,8,22.2,15.0,1.48
1603,GB,Randall Cobb,19.0,3 Step,17.3,12,12,41.300000000000004,19.0,2.173684210526316
