nickName,CoverageType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes,plays,totalPlays,freq
Ravens,Other,2.4000000000000004,0,3,5.4,34.0,0.15882352941176472,4,534,0.00749063670411985
Ravens,Prevent,4.0,0,3,7.000000000000001,65.0,0.10769230769230771,8,534,0.0149812734082397
Ravens,Screen,35.50000000000001,12,56,103.49999999999997,81.0,1.2777777777777775,59,534,0.1104868913857678
Saints,Cover 0,9.500000000000002,72,17,98.5,15.0,6.566666666666666,24,419,0.057279236276849645
Saints,Cover 1,73.3,24,57,154.29999999999998,371.0,0.4159029649595687,106,419,0.2529832935560859
Saints,Cover 2,17.8,0,19,36.79999999999999,281.0,0.13096085409252667,34,419,0.081145584725537
Saints,Cover 3,56.99999999999998,12,51,119.99999999999999,617.0,0.1944894651539708,82,419,0.1957040572792363
Saints,Cover 4,50.69999999999999,0,37,87.7,211.0,0.4156398104265403,69,419,0.16467780429594273
Saints,Cover 6,7.5,6,3,16.5,28.0,0.5892857142857143,5,419,0.011933174224343675
Saints,Man Cover 2,41.199999999999996,12,36,89.19999999999999,67.0,1.3313432835820893,59,419,0.14081145584725538
Saints,Prevent,4.4,0,4,8.4,34.0,0.24705882352941178,5,419,0.011933174224343675
Saints,Screen,15.800000000000002,12,32,59.8,104.0,0.575,35,419,0.08353221957040573
Seahawks,Combination,0.9,0,2,2.9000000000000004,54.0,0.05370370370370371,2,493,0.004056795131845842
Seahawks,Cover 0,3.1,18,6,27.1,57.0,0.4754385964912281,9,493,0.018255578093306288
Seahawks,Cover 1,62.800000000000026,6,48,116.80000000000001,496.0,0.23548387096774195,78,493,0.15821501014198783
Seahawks,Cover 2,45.699999999999996,6,43,94.70000000000002,354.0,0.26751412429378535,55,493,0.11156186612576065
Seahawks,Cover 3,148.2,42,126,316.2000000000001,661.0,0.4783661119515887,212,493,0.4300202839756592
Seahawks,Cover 4,51.29999999999999,12,43,106.3,379.0,0.2804749340369393,58,493,0.11764705882352941
Seahawks,Cover 6,5.700000000000001,0,3,8.700000000000001,48.0,0.18125000000000002,10,493,0.02028397565922921
Seahawks,Man Cover 2,6.7,0,6,12.7,140.0,0.0907142857142857,10,493,0.02028397565922921
Seahawks,Other,0.30000000000000004,6,1,7.3,49.0,0.1489795918367347,2,493,0.004056795131845842
Seahawks,Prevent,2.6,0,2,4.6,56.0,0.08214285714285714,5,493,0.010141987829614604
Seahawks,Screen,19.90000000000001,0,47,66.89999999999998,121.0,0.5528925619834709,52,493,0.10547667342799188
Steelers,Combination,0.0,0,0,0.0,82.0,0.0,1,438,0.00228310502283105
Steelers,Cover 0,4.1000000000000005,12,5,21.1,65.0,0.32461538461538464,10,438,0.0228310502283105
Steelers,Cover 1,66.9,36,57,159.90000000000003,567.0,0.28201058201058204,115,438,0.2625570776255708
Steelers,Cover 2,45.0,12,38,95.00000000000001,381.0,0.2493438320209974,61,438,0.13926940639269406
Steelers,Cover 3,109.69999999999999,30,73,212.69999999999996,568.0,0.3744718309859154,121,438,0.2762557077625571
Steelers,Cover 4,40.5,30,33,103.49999999999999,338.0,0.30621301775147924,51,438,0.11643835616438356
Steelers,Cover 6,8.3,0,11,19.3,39.0,0.4948717948717949,14,438,0.0319634703196347
Steelers,Man Cover 2,16.9,0,15,31.899999999999995,107.0,0.2981308411214953,30,438,0.0684931506849315
Steelers,Other,0.2,6,1,7.2,40.0,0.18,3,438,0.00684931506849315
Steelers,Prevent,2.7,0,2,4.7,83.0,0.056626506024096385,5,438,0.01141552511415525
Steelers,Screen,23.9,6,25,54.900000000000006,296.0,0.185472972972973,27,438,0.06164383561643835
Texans,Combination,1.0,12,2,15.0,94.0,0.1595744680851064,2,372,0.005376344086021506
Texans,Cover 0,2.9000000000000004,24,5,31.9,68.0,0.46911764705882353,9,372,0.024193548387096774
Texans,Cover 1,98.09999999999997,60,68,226.09999999999994,608.0,0.3718749999999999,118,372,0.3172043010752688
Texans,Cover 2,33.2,6,28,67.2,256.0,0.2625,33,372,0.08870967741935484
Texans,Cover 3,89.0,6,75,170.00000000000003,763.0,0.2228047182175623,108,372,0.2903225806451613
Texans,Cover 4,34.60000000000001,6,31,71.60000000000001,203.0,0.3527093596059114,43,372,0.11559139784946236
Texans,Cover 6,4.2,0,4,8.200000000000001,90.0,0.09111111111111113,6,372,0.016129032258064516
Texans,Man Cover 2,1.8000000000000003,6,2,9.8,30.0,0.3266666666666667,6,372,0.016129032258064516
Texans,Other,0.0,0,0,0.0,90.0,0.0,1,372,0.002688172043010753
Texans,Prevent,1.5,0,1,2.5,101.0,0.024752475247524754,1,372,0.002688172043010753
Texans,Screen,28.799999999999997,12,39,79.80000000000003,173.0,0.4612716763005782,45,372,0.12096774193548387
Titans,Combination,0.5,0,1,1.5,98.0,0.015306122448979591,2,427,0.00468384074941452
Titans,Cover 0,9.600000000000001,18,10,37.6,14.0,2.685714285714286,15,427,0.0351288056206089
Titans,Cover 1,103.09999999999998,72,86,261.09999999999997,535.0,0.48803738317757,135,427,0.3161592505854801
Titans,Cover 2,30.8,6,32,68.80000000000003,105.0,0.6552380952380955,42,427,0.09836065573770492
Titans,Cover 3,101.00000000000003,24,81,205.99999999999994,380.0,0.5421052631578945,111,427,0.25995316159250587
Titans,Cover 4,33.29999999999999,24,38,95.30000000000003,266.0,0.3582706766917294,60,427,0.1405152224824356
Titans,Cover 6,5.6000000000000005,6,4,15.6,82.0,0.1902439024390244,4,427,0.00936768149882904
Titans,Man Cover 2,2.8000000000000003,0,3,5.800000000000001,60.0,0.09666666666666668,9,427,0.02107728337236534
Titans,Prevent,3.1,0,2,5.1,81.0,0.06296296296296296,7,427,0.01639344262295082
Titans,Screen,28.500000000000004,6,39,73.5,142.0,0.5176056338028169,42,427,0.09836065573770492
Vikings,Combination,3.1000000000000005,6,3,12.099999999999998,69.0,0.17536231884057968,3,323,0.009287925696594427
Vikings,Cover 0,5.500000000000001,24,6,35.5,36.0,0.9861111111111112,12,323,0.03715170278637771
Vikings,Cover 1,52.499999999999986,36,47,135.50000000000006,309.0,0.4385113268608416,79,323,0.24458204334365324
Vikings,Cover 2,49.099999999999994,6,44,99.10000000000004,194.0,0.5108247422680414,61,323,0.18885448916408668
Vikings,Cover 3,63.60000000000001,24,50,137.60000000000002,688.0,0.20000000000000004,70,323,0.21671826625386997
Vikings,Cover 4,44.699999999999996,6,31,81.70000000000002,273.0,0.2992673992673993,43,323,0.13312693498452013
Vikings,Cover 6,6.800000000000001,0,5,11.8,76.0,0.15526315789473685,6,323,0.018575851393188854
Vikings,Man Cover 2,14.499999999999998,6,9,29.5,121.0,0.24380165289256198,15,323,0.04643962848297214
Vikings,Prevent,3.6999999999999997,0,4,7.699999999999999,114.0,0.0675438596491228,6,323,0.018575851393188854
Vikings,Screen,12.5,6,27,45.5,134.0,0.33955223880597013,28,323,0.08668730650154799
