nickName,CoverageType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes,plays,totalPlays,freq
Patriots,Cover 6,6.8,0,4,10.8,32.0,0.3375,6,381,0.015748031496062992
Patriots,Man Cover 2,19.499999999999996,0,12,31.5,28.0,1.125,22,381,0.05774278215223097
Patriots,Prevent,0.0,0,0,0.0,39.0,0.0,1,381,0.0026246719160104987
Patriots,Screen,20.800000000000008,12,31,63.80000000000001,141.0,0.4524822695035462,33,381,0.08661417322834646
Raiders,Combination,3.5000000000000004,6,3,12.5,35.0,0.35714285714285715,4,409,0.009779951100244499
Raiders,Cover 0,3.7,12,6,21.700000000000003,44.0,0.4931818181818182,9,409,0.022004889975550123
Raiders,Cover 1,77.40000000000002,24,60,161.39999999999995,514.0,0.3140077821011672,100,409,0.24449877750611246
Raiders,Cover 2,66.19999999999999,12,42,120.2,165.0,0.7284848484848485,61,409,0.1491442542787286
Raiders,Cover 3,72.1,24,49,145.1,610.0,0.23786885245901637,79,409,0.19315403422982885
Raiders,Cover 4,36.0,18,33,87.0,345.0,0.25217391304347825,56,409,0.13691931540342298
Raiders,Cover 6,23.7,6,18,47.7,25.0,1.9080000000000001,28,409,0.06845965770171149
Raiders,Man Cover 2,18.0,0,16,34.00000000000001,59.0,0.5762711864406781,23,409,0.05623471882640587
Raiders,Prevent,3.4000000000000004,0,2,5.4,23.0,0.23478260869565218,4,409,0.009779951100244499
Raiders,Screen,26.899999999999995,12,37,75.89999999999999,100.0,0.7589999999999999,45,409,0.1100244498777506
Rams,Combination,0.0,0,0,0.0,40.0,0.0,2,446,0.004484304932735426
Rams,Cover 0,11.5,30,5,46.5,55.0,0.8454545454545455,8,446,0.017937219730941704
Rams,Cover 1,21.4,6,27,54.400000000000006,511.0,0.10645792563600784,56,446,0.12556053811659193
Rams,Cover 2,27.0,12,19,58.000000000000014,93.0,0.6236559139784947,33,446,0.07399103139013453
Rams,Cover 3,87.20000000000002,18,77,182.20000000000002,1038.0,0.17552986512524085,124,446,0.27802690582959644
Rams,Cover 4,75.69999999999999,18,68,161.7,278.0,0.5816546762589928,112,446,0.25112107623318386
Rams,Cover 6,22.800000000000004,6,19,47.8,18.0,2.6555555555555554,29,446,0.06502242152466367
Rams,Man Cover 2,16.200000000000003,0,13,29.200000000000003,75.0,0.38933333333333336,18,446,0.04035874439461883
Rams,Other,0.5,0,1,1.5,33.0,0.045454545454545456,1,446,0.002242152466367713
Rams,Prevent,0.0,0,0,0.0,20.0,0.0,1,446,0.002242152466367713
Rams,Screen,39.1,12,57,108.10000000000002,159.0,0.6798742138364782,62,446,0.13901345291479822
Ravens,Combination,1.1,0,1,2.1,53.0,0.03962264150943397,2,534,0.003745318352059925
Ravens,Cover 0,18.8,36,16,70.80000000000001,61.0,1.1606557377049183,37,534,0.06928838951310862
Ravens,Cover 1,112.40000000000003,36,91,239.40000000000012,198.0,1.2090909090909097,167,534,0.31273408239700373
Ravens,Cover 2,19.3,6,21,46.300000000000004,25.0,1.852,31,534,0.05805243445692884
Ravens,Cover 3,116.99999999999997,6,102,225.00000000000006,447.0,0.5033557046979867,152,534,0.2846441947565543
Ravens,Cover 4,39.3,18,44,101.30000000000001,424.0,0.23891509433962266,60,534,0.11235955056179775
Ravens,Cover 6,6.300000000000001,0,5,11.299999999999999,34.0,0.3323529411764706,6,534,0.011235955056179775
Ravens,Man Cover 2,3.7999999999999994,0,6,9.8,18.0,0.5444444444444445,8,534,0.0149812734082397
