,nickName,touch,RunDirection_descr,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch,plays,totalPlays,freq
16,Bengals,65,Left Off-Tackle Gap Unknown,43.7,6,0,49.7,0.7646153846153847,65,330,0.19696969696969696
17,Bengals,11,Middle,-0.7999999999999999,0,0,-0.7999999999999999,-0.07272727272727272,11,330,0.03333333333333333
18,Bengals,55,Right A Gap,20.500000000000004,30,0,50.499999999999986,0.9181818181818179,55,330,0.16666666666666666
19,Bengals,34,Right D Gap,19.100000000000005,6,0,25.1,0.7382352941176471,34,330,0.10303030303030303
20,Bengals,75,Right Off-Tackle Gap Unknown,44.500000000000014,12,0,56.50000000000001,0.7533333333333334,75,330,0.22727272727272727
21,Bills,46,Left A Gap,25.6,18,0,43.59999999999998,0.9478260869565213,46,334,0.1377245508982036
22,Bills,60,Left D Gap,42.50000000000001,6,0,48.5,0.8083333333333333,60,334,0.17964071856287425
23,Bills,46,Left Off-Tackle Gap Unknown,22.300000000000004,6,-1,27.300000000000008,0.5934782608695653,46,334,0.1377245508982036
24,Bills,13,Middle,0.10000000000000003,6,0,6.1000000000000005,0.4692307692307693,13,334,0.038922155688622756
25,Bills,68,Right A Gap,35.20000000000001,30,0,65.19999999999999,0.9588235294117645,68,334,0.20359281437125748
26,Bills,46,Right D Gap,14.399999999999999,6,0,20.400000000000006,0.4434782608695653,46,334,0.1377245508982036
27,Bills,55,Right Off-Tackle Gap Unknown,19.800000000000008,6,0,25.800000000000008,0.4690909090909092,55,334,0.16467065868263472
28,Broncos,35,Left A Gap,16.000000000000004,18,0,34.0,0.9714285714285714,35,254,0.1377952755905512
29,Broncos,19,Left D Gap,14.099999999999998,12,0,26.100000000000005,1.373684210526316,19,254,0.07480314960629922
30,Broncos,53,Left Off-Tackle Gap Unknown,28.200000000000006,24,0,52.20000000000001,0.9849056603773587,53,254,0.20866141732283464
31,Broncos,16,Middle,-0.5,0,0,-0.5,-0.03125,16,254,0.06299212598425197
32,Broncos,47,Right A Gap,25.4,24,0,49.4,1.0510638297872341,47,254,0.18503937007874016
33,Broncos,20,Right D Gap,17.6,12,0,29.600000000000005,1.4800000000000002,20,254,0.07874015748031496
34,Broncos,64,Right Off-Tackle Gap Unknown,31.900000000000013,12,0,43.900000000000006,0.6859375000000001,64,254,0.25196850393700787
35,Browns,53,Left A Gap,26.8,6,0,32.8,0.6188679245283019,53,336,0.15773809523809523
36,Browns,36,Left D Gap,19.2,12,0,31.2,0.8666666666666667,36,336,0.10714285714285714
37,Browns,61,Left Off-Tackle Gap Unknown,29.399999999999995,24,0,53.40000000000001,0.875409836065574,61,336,0.18154761904761904
38,Browns,15,Middle,0.5000000000000003,0,0,0.5000000000000003,0.033333333333333354,15,336,0.044642857142857144
39,Browns,67,Right A Gap,28.1,18,-2,44.10000000000002,0.6582089552238809,67,336,0.19940476190476192
40,Browns,40,Right D Gap,26.3,6,-2,30.299999999999997,0.7575,40,336,0.11904761904761904
41,Browns,64,Right Off-Tackle Gap Unknown,25.8,30,0,55.80000000000001,0.8718750000000002,64,336,0.19047619047619047
42,Buccaneers,34,Left A Gap,14.500000000000002,0,-1,13.5,0.39705882352941174,34,297,0.11447811447811448
43,Buccaneers,38,Left D Gap,15.299999999999997,12,0,27.3,0.718421052631579,38,297,0.12794612794612795
44,Buccaneers,67,Left Off-Tackle Gap Unknown,24.100000000000005,18,0,42.1,0.6283582089552239,67,297,0.2255892255892256
45,Buccaneers,13,Middle,-0.7,0,-1,-1.7000000000000002,-0.13076923076923078,13,297,0.04377104377104377
46,Buccaneers,55,Right A Gap,19.4,24,-1,42.400000000000006,0.770909090909091,55,297,0.18518518518518517
47,Buccaneers,40,Right D Gap,23.200000000000003,0,0,23.200000000000003,0.5800000000000001,40,297,0.13468013468013468
48,Buccaneers,50,Right Off-Tackle Gap Unknown,23.5,12,0,35.5,0.71,50,297,0.16835016835016836
49,Cardinals,38,Left A Gap,13.099999999999998,0,-1,12.1,0.31842105263157894,38,260,0.14615384615384616
50,Cardinals,38,Left D Gap,18.599999999999998,0,0,18.599999999999998,0.4894736842105263,38,260,0.14615384615384616
51,Cardinals,41,Left Off-Tackle Gap Unknown,17.200000000000006,12,-1,28.2,0.6878048780487804,41,260,0.1576923076923077
52,Cardinals,15,Middle,3.3,6,0,9.300000000000002,0.6200000000000002,15,260,0.057692307692307696
53,Cardinals,38,Right A Gap,22.100000000000005,12,0,34.10000000000001,0.8973684210526318,38,260,0.14615384615384616
54,Cardinals,29,Right D Gap,13.400000000000002,0,0,13.400000000000002,0.46206896551724147,29,260,0.11153846153846154
55,Cardinals,61,Right Off-Tackle Gap Unknown,26.300000000000004,6,0,32.300000000000004,0.5295081967213116,61,260,0.23461538461538461
56,Chargers,41,Left A Gap,18.70000000000001,0,0,18.70000000000001,0.45609756097561,41,253,0.16205533596837945
57,Chargers,25,Left D Gap,13.700000000000003,6,-1,18.700000000000003,0.7480000000000001,25,253,0.09881422924901186
58,Chargers,47,Left Off-Tackle Gap Unknown,22.200000000000003,18,0,40.199999999999996,0.8553191489361701,47,253,0.1857707509881423
59,Chargers,15,Middle,1.4999999999999998,6,-1,6.500000000000003,0.4333333333333335,15,253,0.05928853754940711
60,Chargers,42,Right A Gap,22.9,6,0,28.9,0.6880952380952381,42,253,0.16600790513833993
61,Chargers,35,Right D Gap,16.4,18,-1,33.400000000000006,0.9542857142857144,35,253,0.1383399209486166
62,Chargers,48,Right Off-Tackle Gap Unknown,23.60000000000001,0,0,23.60000000000001,0.49166666666666686,48,253,0.18972332015810275
63,Chiefs,28,Left A Gap,13.1,0,0,13.1,0.46785714285714286,28,322,0.08695652173913043
64,Chiefs,46,Left D Gap,25.599999999999998,6,0,31.599999999999994,0.6869565217391304,46,322,0.14285714285714285
65,Chiefs,61,Left Off-Tackle Gap Unknown,24.100000000000005,12,0,36.1,0.5918032786885246,61,322,0.18944099378881987
66,Chiefs,20,Middle,-0.3,6,0,5.700000000000001,0.28500000000000003,20,322,0.062111801242236024
67,Chiefs,52,Right A Gap,20.200000000000006,24,0,44.2,0.8500000000000001,52,322,0.16149068322981366
68,Chiefs,49,Right D Gap,26.800000000000004,12,0,38.79999999999999,0.7918367346938774,49,322,0.15217391304347827
69,Chiefs,66,Right Off-Tackle Gap Unknown,32.79999999999999,18,0,50.79999999999998,0.7696969696969694,66,322,0.20496894409937888
70,Colts,26,Left A Gap,9.6,6,0,15.600000000000001,0.6000000000000001,26,303,0.0858085808580858
71,Colts,42,Left D Gap,18.499999999999996,18,0,36.499999999999986,0.8690476190476187,42,303,0.13861386138613863
72,Colts,82,Left Off-Tackle Gap Unknown,29.000000000000004,12,-1,40.00000000000001,0.4878048780487806,82,303,0.2706270627062706
73,Colts,50,Right A Gap,18.100000000000005,12,0,30.100000000000005,0.6020000000000001,50,303,0.16501650165016502
74,Colts,40,Right D Gap,18.099999999999998,12,0,30.099999999999998,0.7525,40,303,0.132013201320132
75,Colts,63,Right Off-Tackle Gap Unknown,33.2,30,0,63.20000000000002,1.0031746031746034,63,303,0.2079207920792079
76,Cowboys,43,Left A Gap,25.300000000000004,6,-1,30.300000000000004,0.7046511627906977,43,344,0.125
77,Cowboys,48,Left D Gap,27.200000000000006,18,0,45.20000000000002,0.941666666666667,48,344,0.13953488372093023
78,Cowboys,64,Left Off-Tackle Gap Unknown,26.2,12,0,38.2,0.596875,64,344,0.18604651162790697
79,Cowboys,14,Middle,-0.09999999999999984,0,0,-0.09999999999999984,-0.007142857142857131,14,344,0.040697674418604654
80,Cowboys,50,Right A Gap,25.900000000000006,30,0,55.89999999999999,1.1179999999999999,50,344,0.14534883720930233
81,Cowboys,48,Right D Gap,32.79999999999999,12,-1,43.79999999999998,0.9124999999999996,48,344,0.13953488372093023
82,Cowboys,77,Right Off-Tackle Gap Unknown,48.50000000000001,18,-1,65.5,0.8506493506493507,77,344,0.2238372093023256
83,Dolphins,32,Left A Gap,12.699999999999998,12,0,24.699999999999992,0.7718749999999998,32,234,0.13675213675213677
84,Dolphins,26,Left D Gap,13.400000000000004,6,0,19.4,0.7461538461538461,26,234,0.1111111111111111
85,Dolphins,54,Left Off-Tackle Gap Unknown,26.49999999999999,0,0,26.49999999999999,0.49074074074074053,54,234,0.23076923076923078
86,Dolphins,16,Middle,-1.1,12,0,10.9,0.68125,16,234,0.06837606837606838
87,Dolphins,43,Right A Gap,19.499999999999993,12,0,31.5,0.7325581395348837,43,234,0.18376068376068377
88,Dolphins,25,Right D Gap,18.1,12,0,30.1,1.204,25,234,0.10683760683760683
89,Dolphins,38,Right Off-Tackle Gap Unknown,15.899999999999999,12,0,27.89999999999999,0.7342105263157892,38,234,0.1623931623931624
90,Eagles,43,Left A Gap,18.500000000000004,0,0,18.500000000000004,0.430232558139535,43,348,0.1235632183908046
91,Eagles,54,Left D Gap,23.7,18,0,41.7,0.7722222222222223,54,348,0.15517241379310345
92,Eagles,63,Left Off-Tackle Gap Unknown,26.2,12,0,38.20000000000002,0.6063492063492066,63,348,0.1810344827586207
93,Eagles,20,Middle,-0.9,0,0,-0.9,-0.045,20,348,0.05747126436781609
94,Eagles,59,Right A Gap,31.999999999999996,30,0,61.99999999999999,1.0508474576271185,59,348,0.16954022988505746
95,Eagles,43,Right D Gap,29.099999999999994,18,0,47.099999999999994,1.095348837209302,43,348,0.1235632183908046
96,Eagles,66,Right Off-Tackle Gap Unknown,24.900000000000006,12,0,36.900000000000006,0.5590909090909092,66,348,0.1896551724137931
97,Falcons,43,Left A Gap,15.899999999999999,12,0,27.9,0.6488372093023256,43,296,0.14527027027027026
98,Falcons,26,Left D Gap,18.400000000000002,6,0,24.400000000000002,0.9384615384615386,26,296,0.08783783783783784
99,Falcons,63,Left Off-Tackle Gap Unknown,25.2,18,-1,42.199999999999996,0.6698412698412698,63,296,0.21283783783783783
100,Falcons,13,Middle,-0.9999999999999999,0,0,-0.9999999999999999,-0.07692307692307691,13,296,0.04391891891891892
101,Falcons,68,Right A Gap,28.200000000000003,24,-1,51.20000000000002,0.7529411764705884,68,296,0.22972972972972974
102,Falcons,30,Right D Gap,17.299999999999997,6,0,23.3,0.7766666666666667,30,296,0.10135135135135136
103,Falcons,53,Right Off-Tackle Gap Unknown,28.7,12,-1,39.7,0.749056603773585,53,296,0.17905405405405406
104,Football Team,44,Left A Gap,19.8,6,-1,24.8,0.5636363636363636,44,330,0.13333333333333333
105,Football Team,48,Left D Gap,21.6,18,0,39.6,0.8250000000000001,48,330,0.14545454545454545
106,Football Team,61,Left Off-Tackle Gap Unknown,27.300000000000008,18,-1,44.29999999999999,0.7262295081967212,61,330,0.18484848484848485
107,Football Team,24,Middle,0.8000000000000003,0,0,0.8000000000000003,0.03333333333333335,24,330,0.07272727272727272
108,Football Team,54,Right A Gap,21.599999999999998,0,-1,20.599999999999998,0.3814814814814814,54,330,0.16363636363636364
109,Football Team,45,Right D Gap,32.9,18,0,50.900000000000006,1.1311111111111112,45,330,0.13636363636363635
110,Football Team,54,Right Off-Tackle Gap Unknown,22.000000000000004,6,-1,27.0,0.5,54,330,0.16363636363636364
111,Giants,45,Left A Gap,18.0,12,0,29.999999999999996,0.6666666666666666,45,353,0.1274787535410765
112,Giants,50,Left D Gap,19.0,6,0,25.0,0.5,50,353,0.141643059490085
113,Giants,74,Left Off-Tackle Gap Unknown,41.09999999999999,18,0,59.09999999999998,0.7986486486486484,74,353,0.2096317280453258
114,Giants,26,Middle,0.09999999999999987,0,-2,-1.9000000000000004,-0.0730769230769231,26,353,0.07365439093484419
115,Giants,48,Right A Gap,18.4,6,0,24.400000000000002,0.5083333333333334,48,353,0.1359773371104816
116,Giants,30,Right D Gap,19.399999999999995,6,0,25.4,0.8466666666666666,30,353,0.08498583569405099
117,Giants,80,Right Off-Tackle Gap Unknown,32.40000000000001,24,0,56.40000000000002,0.7050000000000003,80,353,0.22662889518413598
118,Jaguars,56,Left A Gap,29.3,30,0,59.300000000000004,1.0589285714285714,56,398,0.1407035175879397
119,Jaguars,59,Left D Gap,35.1,12,0,47.099999999999994,0.7983050847457626,59,398,0.14824120603015076
120,Jaguars,63,Left Off-Tackle Gap Unknown,37.300000000000004,0,0,37.300000000000004,0.5920634920634922,63,398,0.15829145728643215
121,Jaguars,29,Middle,-2.500000000000001,0,-1,-3.500000000000001,-0.12068965517241383,29,398,0.0728643216080402
122,Jaguars,72,Right A Gap,42.9,24,0,66.9,0.9291666666666667,72,398,0.18090452261306533
123,Jaguars,45,Right D Gap,20.8,30,0,50.80000000000001,1.128888888888889,45,398,0.11306532663316583
124,Jaguars,74,Right Off-Tackle Gap Unknown,43.80000000000001,6,0,49.80000000000001,0.6729729729729731,74,398,0.18592964824120603
125,Jets,42,Left A Gap,18.700000000000006,6,0,24.700000000000003,0.5880952380952381,42,286,0.14685314685314685
126,Jets,32,Left D Gap,15.800000000000002,18,-1,32.8,1.025,32,286,0.11188811188811189
127,Jets,51,Left Off-Tackle Gap Unknown,20.299999999999994,6,-1,25.299999999999997,0.496078431372549,51,286,0.17832167832167833
128,Jets,22,Middle,-1.6000000000000003,0,0,-1.6000000000000003,-0.07272727272727274,22,286,0.07692307692307693
129,Jets,52,Right A Gap,22.199999999999996,24,0,46.199999999999996,0.8884615384615384,52,286,0.18181818181818182
130,Jets,31,Right D Gap,31.0,18,0,48.999999999999986,1.580645161290322,31,286,0.10839160839160839
131,Jets,56,Right Off-Tackle Gap Unknown,27.000000000000007,12,-1,38.00000000000001,0.6785714285714287,56,286,0.1958041958041958
132,Lions,75,Left A Gap,40.6,24,0,64.6,0.8613333333333333,75,381,0.1968503937007874
133,Lions,50,Left D Gap,22.89999999999999,30,0,52.9,1.058,50,381,0.13123359580052493
134,Lions,55,Left Off-Tackle Gap Unknown,34.699999999999996,18,0,52.69999999999998,0.9581818181818178,55,381,0.14435695538057744
135,Lions,18,Middle,-1.2,0,0,-1.2,-0.06666666666666667,18,381,0.047244094488188976
136,Lions,54,Right A Gap,23.0,18,0,40.99999999999999,0.7592592592592591,54,381,0.14173228346456693
137,Lions,48,Right D Gap,24.699999999999996,12,0,36.699999999999996,0.7645833333333333,48,381,0.12598425196850394
138,Lions,81,Right Off-Tackle Gap Unknown,38.60000000000001,24,0,62.599999999999994,0.7728395061728395,81,381,0.2125984251968504
139,Packers,58,Left A Gap,28.80000000000001,6,0,34.800000000000004,0.6000000000000001,58,316,0.18354430379746836
140,Packers,41,Left D Gap,16.9,6,0,22.90000000000001,0.5585365853658539,41,316,0.12974683544303797
141,Packers,55,Left Off-Tackle Gap Unknown,27.000000000000004,24,-1,49.999999999999986,0.9090909090909088,55,316,0.17405063291139242
142,Packers,58,Right A Gap,36.09999999999999,30,0,66.09999999999997,1.1396551724137924,58,316,0.18354430379746836
143,Packers,40,Right D Gap,18.900000000000006,6,0,24.900000000000002,0.6225,40,316,0.12658227848101267
144,Packers,64,Right Off-Tackle Gap Unknown,33.599999999999994,24,0,57.59999999999999,0.8999999999999998,64,316,0.20253164556962025
145,Panthers,36,Left A Gap,16.8,12,-1,27.8,0.7722222222222223,36,269,0.13382899628252787
146,Panthers,26,Left D Gap,20.500000000000007,0,0,20.500000000000007,0.7884615384615388,26,269,0.09665427509293681
147,Panthers,51,Left Off-Tackle Gap Unknown,24.1,6,-1,29.1,0.5705882352941177,51,269,0.1895910780669145
148,Panthers,23,Middle,-0.19999999999999996,6,-2,3.8000000000000007,0.16521739130434784,23,269,0.08550185873605948
149,Panthers,53,Right A Gap,27.9,18,0,45.9,0.8660377358490565,53,269,0.1970260223048327
150,Panthers,35,Right D Gap,18.700000000000003,18,0,36.7,1.0485714285714287,35,269,0.13011152416356878
151,Panthers,45,Right Off-Tackle Gap Unknown,14.899999999999999,12,0,26.899999999999995,0.5977777777777776,45,269,0.16728624535315986
152,Patriots,42,Left A Gap,18.8,6,0,24.8,0.5904761904761905,42,308,0.13636363636363635
153,Patriots,44,Left D Gap,24.9,6,0,30.899999999999995,0.7022727272727272,44,308,0.14285714285714285
154,Patriots,68,Left Off-Tackle Gap Unknown,37.999999999999986,18,-1,54.99999999999998,0.8088235294117644,68,308,0.22077922077922077
155,Patriots,17,Middle,-1.8000000000000005,0,0,-1.8000000000000005,-0.1058823529411765,17,308,0.05519480519480519
156,Patriots,47,Right A Gap,16.6,30,0,46.6,0.9914893617021276,47,308,0.1525974025974026
157,Patriots,39,Right D Gap,16.600000000000005,6,0,22.599999999999998,0.5794871794871794,39,308,0.1266233766233766
158,Patriots,51,Right Off-Tackle Gap Unknown,29.400000000000006,0,0,29.400000000000006,0.5764705882352942,51,308,0.16558441558441558
159,Raiders,38,Left A Gap,17.400000000000006,18,0,35.400000000000006,0.9315789473684212,38,239,0.1589958158995816
160,Raiders,44,Left D Gap,21.700000000000003,24,0,45.69999999999999,1.0386363636363634,44,239,0.18410041841004185
161,Raiders,42,Left Off-Tackle Gap Unknown,26.10000000000001,18,0,44.09999999999999,1.0499999999999996,42,239,0.17573221757322174
162,Raiders,37,Right A Gap,18.099999999999998,6,0,24.099999999999998,0.6513513513513512,37,239,0.15481171548117154
163,Raiders,32,Right D Gap,20.900000000000002,36,0,56.900000000000006,1.7781250000000002,32,239,0.13389121338912133
164,Raiders,46,Right Off-Tackle Gap Unknown,16.7,0,0,16.7,0.3630434782608695,46,239,0.19246861924686193
165,Rams,56,Left A Gap,18.600000000000005,12,-1,29.6,0.5285714285714286,56,321,0.17445482866043613
166,Rams,30,Left D Gap,9.1,18,0,27.1,0.9033333333333334,30,321,0.09345794392523364
167,Rams,46,Left Off-Tackle Gap Unknown,25.500000000000007,12,-1,36.500000000000014,0.7934782608695655,46,321,0.14330218068535824
168,Rams,14,Middle,-0.7,6,-1,4.3000000000000025,0.30714285714285733,14,321,0.04361370716510903
169,Rams,92,Right A Gap,46.9,6,0,52.899999999999984,0.5749999999999998,92,321,0.2866043613707165
170,Rams,34,Right D Gap,20.4,12,0,32.400000000000006,0.9529411764705884,34,321,0.1059190031152648
171,Rams,49,Right Off-Tackle Gap Unknown,19.700000000000003,0,0,19.700000000000003,0.40204081632653066,49,321,0.1526479750778816
172,Ravens,32,Left A Gap,22.10000000000001,6,0,28.10000000000001,0.8781250000000003,32,332,0.0963855421686747
173,Ravens,47,Left D Gap,22.2,12,0,34.199999999999996,0.727659574468085,47,332,0.14156626506024098
174,Ravens,84,Left Off-Tackle Gap Unknown,33.4,6,-2,37.400000000000006,0.4452380952380953,84,332,0.25301204819277107
175,Ravens,11,Middle,0.20000000000000004,6,0,6.200000000000001,0.5636363636363637,11,332,0.03313253012048193
176,Ravens,45,Right A Gap,16.200000000000003,18,0,34.20000000000001,0.7600000000000002,45,332,0.1355421686746988
177,Ravens,39,Right D Gap,19.900000000000002,12,0,31.9,0.8179487179487179,39,332,0.11746987951807229
178,Ravens,74,Right Off-Tackle Gap Unknown,32.49999999999998,0,-1,31.499999999999986,0.4256756756756755,74,332,0.22289156626506024
179,Saints,39,Left A Gap,23.6,18,0,41.6,1.0666666666666667,39,283,0.13780918727915195
180,Saints,47,Left D Gap,22.800000000000004,6,-1,27.800000000000004,0.5914893617021277,47,283,0.16607773851590105
181,Saints,44,Left Off-Tackle Gap Unknown,16.5,12,0,28.5,0.6477272727272727,44,283,0.15547703180212014
182,Saints,22,Middle,0.5000000000000001,0,0,0.5000000000000001,0.02272727272727273,22,283,0.07773851590106007
183,Saints,59,Right A Gap,17.099999999999994,12,0,29.100000000000005,0.49322033898305095,59,283,0.20848056537102475
184,Saints,26,Right D Gap,6.3,0,-1,5.3,0.20384615384615384,26,283,0.09187279151943463
185,Saints,46,Right Off-Tackle Gap Unknown,16.7,0,0,16.7,0.3630434782608695,46,283,0.1625441696113074
186,Seahawks,35,Left A Gap,16.9,0,0,16.9,0.4828571428571428,35,259,0.13513513513513514
187,Seahawks,33,Left D Gap,8.6,6,0,14.6,0.4424242424242424,33,259,0.1274131274131274
188,Seahawks,60,Left Off-Tackle Gap Unknown,23.4,30,0,53.400000000000006,0.8900000000000001,60,259,0.23166023166023167
189,Seahawks,16,Middle,-0.7,0,0,-0.7,-0.04375,16,259,0.06177606177606178
190,Seahawks,41,Right A Gap,15.900000000000002,6,0,21.899999999999995,0.5341463414634146,41,259,0.1583011583011583
191,Seahawks,31,Right D Gap,10.5,6,0,16.5,0.532258064516129,31,259,0.11969111969111969
192,Seahawks,43,Right Off-Tackle Gap Unknown,19.0,0,0,19.0,0.4418604651162791,43,259,0.16602316602316602
193,Steelers,50,Left A Gap,23.500000000000004,24,0,47.499999999999986,0.9499999999999997,50,325,0.15384615384615385
194,Steelers,32,Left D Gap,18.400000000000006,12,0,30.400000000000002,0.9500000000000001,32,325,0.09846153846153846
195,Steelers,59,Left Off-Tackle Gap Unknown,33.80000000000002,12,0,45.80000000000001,0.7762711864406782,59,325,0.18153846153846154
196,Steelers,13,Middle,2.8999999999999995,6,0,8.900000000000002,0.6846153846153847,13,325,0.04
197,Steelers,60,Right A Gap,19.300000000000004,12,-1,30.299999999999994,0.5049999999999999,60,325,0.18461538461538463
198,Steelers,34,Right D Gap,20.200000000000003,6,0,26.200000000000003,0.7705882352941177,34,325,0.10461538461538461
199,Steelers,77,Right Off-Tackle Gap Unknown,27.800000000000015,0,0,27.800000000000015,0.3610389610389612,77,325,0.23692307692307693
200,Texans,53,Left A Gap,37.90000000000001,24,0,61.90000000000001,1.167924528301887,53,398,0.13316582914572864
201,Texans,70,Left D Gap,44.39999999999999,18,0,62.39999999999999,0.8914285714285713,70,398,0.17587939698492464
202,Texans,73,Left Off-Tackle Gap Unknown,49.29999999999999,30,0,79.30000000000001,1.086301369863014,73,398,0.18341708542713567
203,Texans,16,Middle,-0.3999999999999999,6,0,5.6,0.35,16,398,0.04020100502512563
204,Texans,78,Right A Gap,28.500000000000007,24,0,52.499999999999986,0.6730769230769229,78,398,0.19597989949748743
205,Texans,45,Right D Gap,28.500000000000007,12,-1,39.5,0.8777777777777778,45,398,0.11306532663316583
206,Texans,63,Right Off-Tackle Gap Unknown,35.29999999999999,24,0,59.29999999999999,0.9412698412698411,63,398,0.15829145728643215
207,Titans,51,Left A Gap,16.499999999999993,18,0,34.50000000000001,0.6764705882352943,51,336,0.15178571428571427
208,Titans,43,Left D Gap,25.699999999999996,0,0,25.699999999999996,0.5976744186046511,43,336,0.12797619047619047
209,Titans,53,Left Off-Tackle Gap Unknown,31.8,36,0,67.80000000000001,1.279245283018868,53,336,0.15773809523809523
210,Titans,18,Middle,-1.0999999999999999,6,-1,3.9000000000000017,0.21666666666666676,18,336,0.05357142857142857
211,Titans,67,Right A Gap,37.00000000000001,18,-1,54.0,0.8059701492537313,67,336,0.19940476190476192
212,Titans,34,Right D Gap,20.1,0,-1,19.1,0.5617647058823529,34,336,0.10119047619047619
213,Titans,70,Right Off-Tackle Gap Unknown,28.3,6,-1,33.3,0.4757142857142857,70,336,0.20833333333333334
214,Vikings,49,Left A Gap,20.400000000000006,30,0,50.399999999999984,1.0285714285714282,49,313,0.15654952076677317
215,Vikings,26,Left D Gap,9.500000000000002,0,0,9.500000000000002,0.3653846153846155,26,313,0.08306709265175719
216,Vikings,67,Left Off-Tackle Gap Unknown,29.29999999999999,18,0,47.30000000000001,0.7059701492537315,67,313,0.21405750798722045
217,Vikings,15,Middle,1.7999999999999998,0,0,1.7999999999999998,0.11999999999999998,15,313,0.04792332268370607
218,Vikings,47,Right A Gap,25.299999999999997,18,0,43.30000000000001,0.9212765957446811,47,313,0.1501597444089457
219,Vikings,32,Right D Gap,19.499999999999996,0,0,19.499999999999996,0.6093749999999999,32,313,0.10223642172523961
220,Vikings,77,Right Off-Tackle Gap Unknown,37.1,36,0,73.10000000000004,0.9493506493506498,77,313,0.24600638977635783
