,nickName,blockingSchemeType_pooled,touch,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch,plays,totalPlays,freq
77,Ravens,Zone,212,86.80000000000001,60,-1,145.79999999999998,0.6877358490566037,212,336,0.6309523809523809
78,Saints,Gap,24,7.500000000000001,0,0,7.500000000000001,0.31250000000000006,24,329,0.0729483282674772
79,Saints,Other,122,58.40000000000001,24,-1,81.39999999999999,0.6672131147540983,122,329,0.3708206686930091
80,Saints,Zone,183,50.89999999999998,42,-1,91.90000000000005,0.502185792349727,183,329,0.5562310030395137
81,Seahawks,Gap,29,8.3,6,0,14.3,0.4931034482758621,29,424,0.06839622641509434
82,Seahawks,Other,131,72.29999999999998,18,0,90.29999999999995,0.6893129770992363,131,424,0.3089622641509434
83,Seahawks,Zone,264,88.60000000000002,54,-1,141.6,0.5363636363636364,264,424,0.6226415094339622
84,Steelers,Gap,22,10.000000000000002,0,0,10.000000000000002,0.45454545454545464,22,399,0.05513784461152882
85,Steelers,Other,146,93.6,48,-1,140.6,0.963013698630137,146,399,0.3659147869674185
86,Steelers,Zone,231,93.69999999999997,30,-2,121.69999999999999,0.5268398268398268,231,399,0.5789473684210527
87,Texans,Gap,26,13.200000000000003,6,0,19.200000000000006,0.7384615384615387,26,421,0.06175771971496437
88,Texans,Other,132,61.199999999999974,36,-1,96.19999999999996,0.7287878787878785,132,421,0.31353919239904987
89,Texans,Zone,263,130.4,78,-1,207.4,0.7885931558935362,263,421,0.6247030878859857
90,Titans,Gap,20,4.6000000000000005,0,0,4.6000000000000005,0.23000000000000004,20,312,0.0641025641025641
91,Titans,Other,116,59.20000000000005,36,-1,94.2,0.8120689655172414,116,312,0.3717948717948718
92,Titans,Zone,176,66.10000000000002,42,0,108.10000000000008,0.614204545454546,176,312,0.5641025641025641
93,Vikings,Gap,14,7.3,0,0,7.3,0.5214285714285715,14,397,0.03526448362720403
94,Vikings,Other,117,66.29999999999998,24,-1,89.3,0.7632478632478632,117,397,0.2947103274559194
95,Vikings,Zone,266,114.50000000000004,42,-2,154.5000000000001,0.5808270676691734,266,397,0.6700251889168766
