team,playerName,blockingSchemeType_descr,touch,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch,plays,totalPlays,freq
CLE,Nick Chubb,Duo,11,3.9000000000000004,0,0,3.9000000000000004,0.35454545454545455,11,215,0.05116279069767442
CLE,Nick Chubb,Pull 2,23,11.300000000000002,6,0,17.3,0.7521739130434782,23,215,0.10697674418604651
CLE,Nick Chubb,Pull Across,38,32.7,24,-1,55.69999999999998,1.46578947368421,38,215,0.17674418604651163
CLE,Nick Chubb,Pull Front,12,2.700000000000001,0,0,2.700000000000001,0.2250000000000001,12,215,0.05581395348837209
CLE,Nick Chubb,Split Zone,21,10.4,0,0,10.4,0.49523809523809526,21,215,0.09767441860465116
CLE,Nick Chubb,Zone,110,52.900000000000006,42,0,94.9,0.8627272727272728,110,215,0.5116279069767442
IND,Nick Foles,Zone,11,-0.9999999999999999,6,0,5.000000000000001,0.45454545454545464,11,11,1.0
LV,Nick Mullens,Zone,7,-0.19999999999999998,0,0,-0.19999999999999998,-0.02857142857142857,7,7,1.0
IND,Nyheim Hines,Duo,10,6.900000000000001,6,0,12.9,1.29,10,85,0.11764705882352941
IND,Nyheim Hines,Pass Protection,6,0.8000000000000002,0,0,0.8000000000000002,0.13333333333333336,6,85,0.07058823529411765
IND,Nyheim Hines,Pull Across,11,2.2,0,0,2.2,0.2,11,85,0.12941176470588237
IND,Nyheim Hines,Split Zone,14,4.9,6,0,10.899999999999999,0.7785714285714285,14,85,0.16470588235294117
IND,Nyheim Hines,Zone,44,19.4,6,0,25.4,0.5772727272727273,44,85,0.5176470588235295
KC,Patrick Mahomes,Pass Protection,43,26.8,6,0,32.8,0.7627906976744185,43,65,0.6615384615384615
KC,Patrick Mahomes,Zone,22,3.3,6,0,9.3,0.4227272727272728,22,65,0.3384615384615385
IND,Phillip Lindsay,Duo,8,2.3000000000000007,0,0,2.3000000000000007,0.2875000000000001,8,111,0.07207207207207207
IND,Phillip Lindsay,Pull 2,6,3.0,0,0,3.0,0.5,6,111,0.05405405405405406
IND,Phillip Lindsay,Pull Across,38,22.6,6,0,28.6,0.7526315789473684,38,111,0.34234234234234234
IND,Phillip Lindsay,Split Zone,8,1.9000000000000001,0,0,1.9000000000000001,0.23750000000000002,8,111,0.07207207207207207
IND,Phillip Lindsay,Zone,51,15.100000000000001,0,0,15.100000000000001,0.296078431372549,51,111,0.4594594594594595
MIA,Raheem Mostert,Duo,6,2.4,0,0,2.4,0.39999999999999997,6,101,0.0594059405940594
MIA,Raheem Mostert,Pull Across,10,5.8,0,0,5.8,0.58,10,101,0.09900990099009901
MIA,Raheem Mostert,Split Zone,20,6.800000000000001,6,0,12.799999999999999,0.6399999999999999,20,101,0.19801980198019803
MIA,Raheem Mostert,Zone,65,40.000000000000014,12,-1,51.00000000000001,0.7846153846153847,65,101,0.6435643564356436
HOU,Rex Burkhead,Pull Across,22,13.5,0,0,13.5,0.6136363636363636,22,52,0.4230769230769231
HOU,Rex Burkhead,Zone,30,9.499999999999998,12,0,21.5,0.7166666666666667,30,52,0.5769230769230769
TEN,Robert Woods,Zone,18,11.7,12,-1,22.700000000000006,1.2611111111111115,18,18,1.0
DEN,Russell Wilson,Pass Protection,45,40.7,0,-1,39.7,0.8822222222222222,45,76,0.5921052631578947
DEN,Russell Wilson,Slide Left,10,8.5,0,0,8.5,0.85,10,76,0.13157894736842105
DEN,Russell Wilson,Zone,21,-0.6999999999999997,6,0,5.3000000000000025,0.2523809523809525,21,76,0.27631578947368424
TEN,Ryan Tannehill,Pass Protection,9,4.3,12,0,16.3,1.8111111111111111,9,36,0.25
TEN,Ryan Tannehill,Slide Left,9,8.0,0,0,8.0,0.8888888888888888,9,36,0.25
TEN,Ryan Tannehill,Zone,18,5.800000000000001,24,0,29.799999999999997,1.6555555555555554,18,36,0.5
CAR,Sam Darnold,Pass Protection,22,18.90000000000001,6,0,24.900000000000002,1.1318181818181818,22,32,0.6875
CAR,Sam Darnold,Zone,10,0.4000000000000001,0,0,0.4000000000000001,0.04000000000000001,10,32,0.3125
CIN,Samaje Perine,Zone,42,19.400000000000002,18,0,37.39999999999999,0.8904761904761903,42,42,1.0
NYG,Saquon Barkley,Zone,9,0.9000000000000001,0,0,0.9000000000000001,0.10000000000000002,9,9,1.0
MIA,Sony Michel,Pull Across,21,9.8,0,0,9.8,0.4666666666666667,21,63,0.3333333333333333
MIA,Sony Michel,Zone,42,24.800000000000004,6,0,30.800000000000004,0.7333333333333334,42,63,0.6666666666666666
WAS,Taylor Heinicke,Pass Protection,9,6.8,6,0,12.8,1.4222222222222223,9,9,1.0
NO,Taysom Hill,Pass Protection,10,11.9,6,0,17.9,1.7899999999999998,10,85,0.11764705882352941
NO,Taysom Hill,Pull Across,50,26.2,30,-2,54.199999999999996,1.0839999999999999,50,85,0.5882352941176471
NO,Taysom Hill,Slide Left,7,3.9000000000000004,6,0,9.9,1.4142857142857144,7,85,0.08235294117647059
NO,Taysom Hill,Zone,18,5.100000000000001,6,0,11.099999999999998,0.6166666666666666,18,85,0.21176470588235294
MIA,Teddy Bridgewater,Pass Protection,35,25.599999999999998,30,0,55.6,1.5885714285714285,35,48,0.7291666666666666
MIA,Teddy Bridgewater,Zone,13,1.3877787807814457e-16,0,-1,-0.9999999999999998,-0.0769230769230769,13,48,0.2708333333333333
NYJ,Tevin Coleman,Pull Across,9,3.6000000000000005,0,0,3.6000000000000005,0.4000000000000001,9,23,0.391304347826087
NYJ,Tevin Coleman,Zone,14,0.8000000000000002,0,0,0.8000000000000002,0.057142857142857155,14,23,0.6086956521739131
DET,Tim Boyle,Zone,13,-0.8999999999999999,0,0,-0.8999999999999999,-0.06923076923076922,13,13,1.0
TB,Tom Brady,Pass Protection,8,0.7000000000000001,0,0,0.7000000000000001,0.08750000000000001,8,40,0.2
TB,Tom Brady,Zone,32,-0.4,24,0,23.599999999999987,0.7374999999999996,32,40,0.8
DAL,Tony Pollard,Duo,8,2.1,0,0,2.1,0.2625,8,86,0.09302325581395349
DAL,Tony Pollard,Split Zone,6,3.1000000000000005,0,0,3.1000000000000005,0.5166666666666667,6,86,0.06976744186046512
DAL,Tony Pollard,Zone,72,30.6,18,0,48.599999999999994,0.6749999999999999,72,86,0.8372093023255814
MIA,Tua Tagovailoa,Pass Protection,14,8.8,6,0,14.799999999999999,1.0571428571428572,14,31,0.45161290322580644
MIA,Tua Tagovailoa,Zone,17,1.0,12,0,13.0,0.7647058823529411,17,31,0.5483870967741935
NE,Ty Montgomery,Zone,13,3.5000000000000004,0,0,3.5000000000000004,0.2692307692307693,13,13,1.0
MIA,Tyreek Hill,Zone,8,8.9,12,0,20.9,2.6125,8,8,1.0
BUF,Zack Moss,Duo,8,2.7,0,0,2.7,0.3375,8,107,0.07476635514018691
BUF,Zack Moss,Pull Across,13,6.200000000000001,0,0,6.200000000000001,0.476923076923077,13,107,0.12149532710280374
BUF,Zack Moss,Split Zone,6,2.3000000000000003,0,0,2.3000000000000003,0.38333333333333336,6,107,0.056074766355140186
BUF,Zack Moss,Zone,80,37.400000000000006,24,0,61.39999999999998,0.7674999999999997,80,107,0.7476635514018691
