,nickName,route,dropBack,FP_yards,FP_TD,FP_intercept,FP_total,FP/DB,plays,totalPlays,freq
63,Browns,9.0,44,16.08,16,0,32.08,0.729090909090909,44,376,0.11702127659574468
64,Browns,10.0,29,7.240000000000004,8,0,15.239999999999998,0.5255172413793103,29,376,0.07712765957446809
65,Browns,11.0,23,4.36,0,0,4.36,0.18956521739130436,23,376,0.061170212765957445
66,Buccaneers,1.0,62,7.680000000000004,8,-1,14.679999999999996,0.23677419354838702,62,563,0.11012433392539965
67,Buccaneers,2.0,57,14.360000000000001,12,0,26.359999999999996,0.4624561403508771,57,563,0.10124333925399645
68,Buccaneers,3.0,9,1.08,0,0,1.08,0.12000000000000001,9,563,0.015985790408525755
69,Buccaneers,4.0,137,35.55999999999998,0,-4,31.55999999999999,0.23036496350364957,137,563,0.2433392539964476
70,Buccaneers,5.0,70,19.4,8,-1,26.399999999999995,0.37714285714285706,70,563,0.12433392539964476
71,Buccaneers,6.0,44,16.759999999999998,4,-1,19.76,0.44909090909090915,44,563,0.07815275310834814
72,Buccaneers,7.0,18,5.92,12,0,17.919999999999998,0.9955555555555554,18,563,0.03197158081705151
73,Buccaneers,8.0,22,12.840000000000002,4,-1,15.840000000000002,0.7200000000000001,22,563,0.03907637655417407
74,Buccaneers,9.0,61,15.52,24,-4,35.519999999999996,0.582295081967213,61,563,0.108348134991119
75,Buccaneers,10.0,42,9.840000000000002,0,0,9.840000000000002,0.23428571428571432,42,563,0.07460035523978685
76,Buccaneers,11.0,41,9.400000000000002,4,0,13.400000000000002,0.326829268292683,41,563,0.07282415630550622
77,Cardinals,1.0,37,8.200000000000005,4,0,12.200000000000005,0.32972972972972986,37,448,0.08258928571428571
78,Cardinals,2.0,61,15.68,12,-3,24.68,0.4045901639344262,61,448,0.13616071428571427
79,Cardinals,3.0,5,1.3599999999999999,0,0,1.3599999999999999,0.27199999999999996,5,448,0.011160714285714286
80,Cardinals,4.0,89,21.72,0,-2,19.72,0.22157303370786516,89,448,0.19866071428571427
81,Cardinals,5.0,88,24.080000000000005,16,0,40.080000000000005,0.4554545454545455,88,448,0.19642857142857142
82,Cardinals,6.0,42,17.16,4,-3,18.159999999999997,0.4323809523809523,42,448,0.09375
83,Cardinals,7.0,6,2.2,8,0,10.2,1.7,6,448,0.013392857142857142
84,Cardinals,8.0,17,8.48,12,-1,19.480000000000004,1.1458823529411768,17,448,0.03794642857142857
85,Cardinals,9.0,36,10.600000000000001,24,0,34.6,0.9611111111111111,36,448,0.08035714285714286
86,Cardinals,10.0,37,7.200000000000002,0,0,7.200000000000002,0.19459459459459466,37,448,0.08258928571428571
87,Cardinals,11.0,30,6.32,0,-1,5.32,0.17733333333333334,30,448,0.06696428571428571
88,Chargers,1.0,44,11.120000000000005,0,-1,10.120000000000005,0.2300000000000001,44,373,0.11796246648793565
89,Chargers,2.0,41,13.160000000000002,12,-1,24.16,0.5892682926829268,41,373,0.10991957104557641
90,Chargers,3.0,7,1.92,0,0,1.92,0.2742857142857143,7,373,0.01876675603217158
91,Chargers,4.0,59,13.879999999999997,4,-1,16.879999999999995,0.28610169491525417,59,373,0.1581769436997319
92,Chargers,5.0,62,18.320000000000004,8,0,26.32,0.42451612903225805,62,373,0.16621983914209115
93,Chargers,6.0,58,23.240000000000002,24,-2,45.239999999999995,0.7799999999999999,58,373,0.1554959785522788
94,Chargers,7.0,12,7.32,0,-1,6.32,0.5266666666666667,12,373,0.032171581769437
95,Chargers,8.0,11,5.92,4,0,9.92,0.9018181818181819,11,373,0.029490616621983913
96,Chargers,9.0,32,10.040000000000001,8,-1,17.040000000000003,0.5325000000000001,32,373,0.08579088471849866
97,Chargers,10.0,26,6.12,8,0,14.120000000000003,0.5430769230769232,26,373,0.06970509383378017
98,Chargers,11.0,21,6.360000000000001,0,0,6.360000000000001,0.30285714285714294,21,373,0.05630026809651475
99,Chiefs,1.0,67,15.799999999999994,0,-1,14.799999999999997,0.22089552238805965,67,502,0.13346613545816732
100,Chiefs,2.0,51,12.520000000000001,0,-1,11.520000000000001,0.2258823529411765,51,502,0.10159362549800798
101,Chiefs,3.0,7,2.24,0,0,2.24,0.32,7,502,0.013944223107569721
102,Chiefs,4.0,97,25.479999999999993,16,-3,38.48,0.39670103092783504,97,502,0.19322709163346613
103,Chiefs,5.0,51,14.359999999999998,16,0,30.359999999999992,0.5952941176470586,51,502,0.10159362549800798
104,Chiefs,6.0,43,17.4,0,-1,16.4,0.38139534883720927,43,502,0.08565737051792828
105,Chiefs,7.0,14,7.4799999999999995,8,-1,14.48,1.0342857142857143,14,502,0.027888446215139442
106,Chiefs,8.0,18,11.16,20,-2,29.159999999999997,1.6199999999999999,18,502,0.035856573705179286
107,Chiefs,9.0,78,23.199999999999996,28,-3,48.199999999999996,0.6179487179487179,78,502,0.1553784860557769
108,Chiefs,10.0,34,12.320000000000004,4,0,16.32,0.48,34,502,0.06772908366533864
109,Chiefs,11.0,42,10.080000000000002,8,-1,17.079999999999995,0.40666666666666657,42,502,0.08366533864541832
110,Colts,1.0,45,8.240000000000004,12,0,20.24,0.4497777777777777,45,480,0.09375
111,Colts,2.0,53,16.000000000000004,28,-1,43.0,0.8113207547169812,53,480,0.11041666666666666
112,Colts,3.0,10,2.0,4,0,6.000000000000001,0.6000000000000001,10,480,0.020833333333333332
113,Colts,4.0,100,21.880000000000006,4,-5,20.880000000000003,0.2088,100,480,0.20833333333333334
114,Colts,5.0,66,19.28,8,-1,26.28,0.3981818181818182,66,480,0.1375
115,Colts,6.0,62,22.16,8,-6,24.16,0.38967741935483874,62,480,0.12916666666666668
116,Colts,7.0,11,4.56,0,0,4.56,0.4145454545454545,11,480,0.022916666666666665
117,Colts,8.0,13,8.56,12,0,20.56,1.5815384615384613,13,480,0.027083333333333334
118,Colts,9.0,50,13.560000000000002,12,-4,21.56,0.43119999999999997,50,480,0.10416666666666667
119,Colts,10.0,29,2.6800000000000006,0,0,2.6800000000000006,0.0924137931034483,29,480,0.06041666666666667
120,Colts,11.0,41,11.000000000000004,0,-1,10.000000000000002,0.2439024390243903,41,480,0.08541666666666667
121,Cowboys,1.0,45,8.88,8,0,16.879999999999995,0.375111111111111,45,418,0.1076555023923445
122,Cowboys,2.0,67,17.159999999999997,4,-5,16.159999999999997,0.24119402985074623,67,418,0.16028708133971292
123,Cowboys,3.0,8,2.44,0,0,2.44,0.305,8,418,0.019138755980861243
124,Cowboys,4.0,70,21.039999999999992,0,-1,20.039999999999992,0.2862857142857142,70,418,0.1674641148325359
125,Cowboys,5.0,47,10.200000000000001,0,-4,6.200000000000001,0.1319148936170213,47,418,0.11244019138755981
126,Cowboys,6.0,53,23.2,16,-4,35.199999999999996,0.6641509433962264,53,418,0.12679425837320574
127,Cowboys,7.0,11,6.28,0,-2,4.28,0.3890909090909091,11,418,0.02631578947368421
128,Cowboys,8.0,7,3.6799999999999997,0,0,3.6799999999999997,0.5257142857142857,7,418,0.01674641148325359
129,Cowboys,9.0,50,13.719999999999999,16,-3,26.719999999999995,0.5343999999999999,50,418,0.11961722488038277
130,Cowboys,10.0,30,7.0,8,-1,13.999999999999998,0.4666666666666666,30,418,0.07177033492822966
131,Cowboys,11.0,30,5.360000000000001,8,0,13.360000000000001,0.44533333333333336,30,418,0.07177033492822966
132,Dolphins,1.0,38,10.560000000000002,12,0,22.56,0.5936842105263157,38,416,0.09134615384615384
133,Dolphins,2.0,64,21.240000000000002,16,-4,33.24,0.519375,64,416,0.15384615384615385
134,Dolphins,3.0,4,2.04,0,0,2.04,0.51,4,416,0.009615384615384616
135,Dolphins,4.0,78,22.23999999999999,8,-1,29.239999999999995,0.3748717948717948,78,416,0.1875
136,Dolphins,5.0,60,17.599999999999998,0,-2,15.599999999999998,0.25999999999999995,60,416,0.14423076923076922
137,Dolphins,6.0,37,13.04,8,0,21.039999999999996,0.5686486486486485,37,416,0.0889423076923077
138,Dolphins,7.0,9,4.68,4,-1,7.680000000000001,0.8533333333333334,9,416,0.021634615384615384
139,Dolphins,8.0,13,5.64,4,0,9.64,0.7415384615384616,13,416,0.03125
140,Dolphins,9.0,51,26.400000000000006,12,0,38.400000000000006,0.7529411764705883,51,416,0.12259615384615384
141,Dolphins,10.0,42,6.760000000000002,0,0,6.760000000000002,0.16095238095238099,42,416,0.10096153846153846
142,Dolphins,11.0,20,2.920000000000001,4,0,6.920000000000001,0.34600000000000003,20,416,0.04807692307692308
143,Eagles,1.0,45,9.92,8,0,17.92,0.39822222222222226,45,440,0.10227272727272728
144,Eagles,2.0,52,14.360000000000001,8,0,22.359999999999992,0.4299999999999998,52,440,0.11818181818181818
145,Eagles,3.0,6,0.0,0,-2,-2.0,-0.3333333333333333,6,440,0.013636363636363636
146,Eagles,4.0,115,36.079999999999984,12,-3,45.07999999999998,0.3919999999999998,115,440,0.26136363636363635
147,Eagles,5.0,55,10.880000000000006,4,0,14.880000000000004,0.27054545454545464,55,440,0.125
148,Eagles,6.0,45,21.4,8,-2,27.4,0.6088888888888888,45,440,0.10227272727272728
149,Eagles,7.0,10,2.3600000000000003,8,0,10.36,1.036,10,440,0.022727272727272728
150,Eagles,8.0,18,9.8,0,-1,8.799999999999999,0.4888888888888888,18,440,0.04090909090909091
151,Eagles,9.0,27,14.16,16,-1,29.16,1.08,27,440,0.06136363636363636
152,Eagles,10.0,40,8.720000000000002,0,0,8.720000000000002,0.21800000000000005,40,440,0.09090909090909091
153,Eagles,11.0,27,6.080000000000002,4,-1,9.08,0.3362962962962963,27,440,0.06136363636363636
154,Falcons,1.0,45,6.800000000000002,4,0,10.799999999999999,0.23999999999999996,45,422,0.1066350710900474
155,Falcons,2.0,38,10.2,8,0,18.2,0.4789473684210526,38,422,0.09004739336492891
156,Falcons,3.0,4,0.8,0,0,0.8,0.2,4,422,0.009478672985781991
157,Falcons,4.0,109,31.519999999999982,12,-1,42.519999999999996,0.39009174311926603,109,422,0.25829383886255924
158,Falcons,5.0,47,16.04,4,-1,19.04,0.40510638297872337,47,422,0.11137440758293839
159,Falcons,6.0,45,21.959999999999997,4,-1,24.959999999999997,0.5546666666666666,45,422,0.1066350710900474
160,Falcons,7.0,13,2.88,20,-2,20.880000000000003,1.6061538461538463,13,422,0.030805687203791468
161,Falcons,8.0,12,6.48,4,0,10.479999999999999,0.8733333333333332,12,422,0.02843601895734597
162,Falcons,9.0,52,13.48,28,-3,38.480000000000004,0.7400000000000001,52,422,0.12322274881516587
163,Falcons,10.0,33,8.2,0,0,8.2,0.24848484848484848,33,422,0.07819905213270142
164,Falcons,11.0,24,6.840000000000001,0,0,6.840000000000001,0.28500000000000003,24,422,0.05687203791469194
165,Football Team,1.0,49,9.64,12,0,21.639999999999986,0.44163265306122423,49,423,0.11583924349881797
166,Football Team,2.0,58,15.439999999999998,12,0,27.44,0.4731034482758621,58,423,0.13711583924349882
167,Football Team,3.0,10,2.96,0,0,2.96,0.296,10,423,0.02364066193853428
168,Football Team,4.0,83,26.4,4,-1,29.400000000000002,0.35421686746987957,83,423,0.19621749408983452
169,Football Team,5.0,52,13.879999999999997,12,0,25.879999999999992,0.49769230769230755,52,423,0.12293144208037825
170,Football Team,6.0,49,21.279999999999998,0,-3,18.279999999999998,0.3730612244897959,49,423,0.11583924349881797
171,Football Team,7.0,11,5.4399999999999995,4,-1,8.44,0.7672727272727272,11,423,0.026004728132387706
172,Football Team,8.0,12,8.16,8,0,16.16,1.3466666666666667,12,423,0.028368794326241134
173,Football Team,9.0,56,26.200000000000003,40,0,66.2,1.1821428571428572,56,423,0.13238770685579196
174,Football Team,10.0,27,7.000000000000002,0,0,7.000000000000002,0.2592592592592593,27,423,0.06382978723404255
175,Football Team,11.0,16,2.4400000000000004,8,0,10.44,0.6525,16,423,0.037825059101654845
176,Giants,1.0,47,10.2,8,-1,17.199999999999992,0.36595744680851044,47,434,0.10829493087557604
177,Giants,2.0,57,15.36,8,0,23.359999999999996,0.4098245614035087,57,434,0.1313364055299539
178,Giants,3.0,5,0.36,0,0,0.36,0.072,5,434,0.01152073732718894
179,Giants,4.0,97,26.079999999999995,8,-3,31.07999999999999,0.32041237113402055,97,434,0.22350230414746544
180,Giants,5.0,51,15.0,8,-1,22.000000000000004,0.4313725490196079,51,434,0.1175115207373272
181,Giants,6.0,53,13.88,8,-3,18.880000000000003,0.35622641509433967,53,434,0.12211981566820276
182,Giants,7.0,9,2.16,4,0,6.16,0.6844444444444444,9,434,0.020737327188940093
183,Giants,8.0,13,7.68,8,-1,14.68,1.1292307692307693,13,434,0.029953917050691243
184,Giants,9.0,38,16.4,12,-1,27.400000000000002,0.7210526315789474,38,434,0.08755760368663594
185,Giants,10.0,34,8.120000000000001,4,0,12.12,0.3564705882352941,34,434,0.07834101382488479
186,Giants,11.0,30,6.320000000000002,8,0,14.319999999999995,0.47733333333333317,30,434,0.06912442396313365
187,Jaguars,1.0,43,9.519999999999998,8,0,17.520000000000007,0.40744186046511643,43,426,0.10093896713615023
188,Jaguars,2.0,61,18.919999999999995,24,0,42.92,0.7036065573770492,61,426,0.1431924882629108
189,Jaguars,3.0,1,0.0,0,0,0.0,0.0,1,426,0.002347417840375587
190,Jaguars,4.0,101,27.55999999999999,4,-1,30.56,0.30257425742574257,101,426,0.23708920187793428
191,Jaguars,5.0,51,11.400000000000004,8,-2,17.399999999999995,0.3411764705882352,51,426,0.11971830985915492
192,Jaguars,6.0,49,18.839999999999996,8,-2,24.84,0.506938775510204,49,426,0.11502347417840375
193,Jaguars,7.0,18,9.760000000000002,4,0,13.760000000000002,0.7644444444444445,18,426,0.04225352112676056
194,Jaguars,8.0,11,4.4,0,-1,3.4000000000000004,0.30909090909090914,11,426,0.025821596244131457
195,Jaguars,9.0,36,11.76,4,0,15.76,0.43777777777777777,36,426,0.08450704225352113
196,Jaguars,10.0,25,7.84,0,0,7.84,0.3136,25,426,0.05868544600938967
197,Jaguars,11.0,30,6.8400000000000025,0,-1,5.840000000000002,0.1946666666666667,30,426,0.07042253521126761
198,Jets,1.0,52,11.439999999999996,12,0,23.43999999999999,0.4507692307692306,52,445,0.11685393258426967
199,Jets,2.0,67,19.88,12,0,31.88,0.47582089552238804,67,445,0.15056179775280898
200,Jets,3.0,5,0.9600000000000001,0,0,0.9600000000000001,0.192,5,445,0.011235955056179775
201,Jets,4.0,71,20.47999999999999,8,-1,27.479999999999997,0.3870422535211267,71,445,0.15955056179775282
202,Jets,5.0,60,20.200000000000003,4,0,24.200000000000003,0.4033333333333334,60,445,0.1348314606741573
203,Jets,6.0,48,20.84,4,-2,22.84,0.47583333333333333,48,445,0.10786516853932585
204,Jets,7.0,14,3.64,0,0,3.64,0.26,14,445,0.03146067415730337
205,Jets,8.0,11,7.04,4,0,11.04,1.0036363636363637,11,445,0.024719101123595506
206,Jets,9.0,63,25.080000000000002,28,0,53.08,0.8425396825396825,63,445,0.14157303370786517
207,Jets,10.0,33,7.120000000000001,4,-1,10.119999999999997,0.3066666666666666,33,445,0.07415730337078652
208,Jets,11.0,21,3.760000000000001,4,0,7.760000000000002,0.3695238095238096,21,445,0.04719101123595506
209,Lions,1.0,27,7.960000000000003,12,0,19.96,0.7392592592592593,27,411,0.06569343065693431
210,Lions,2.0,54,12.520000000000001,16,-2,26.52,0.4911111111111111,54,411,0.13138686131386862
211,Lions,3.0,5,1.84,0,0,1.84,0.368,5,411,0.012165450121654502
212,Lions,4.0,88,24.4,4,-1,27.39999999999999,0.3113636363636363,88,411,0.2141119221411192
213,Lions,5.0,48,12.4,0,0,12.4,0.25833333333333336,48,411,0.11678832116788321
214,Lions,6.0,49,30.080000000000002,0,-1,29.080000000000002,0.593469387755102,49,411,0.1192214111922141
215,Lions,7.0,19,7.32,4,0,11.32,0.5957894736842105,19,411,0.046228710462287104
216,Lions,8.0,11,6.76,4,-2,8.76,0.7963636363636364,11,411,0.0267639902676399
217,Lions,9.0,53,16.52,24,-1,39.51999999999999,0.7456603773584903,53,411,0.12895377128953772
218,Lions,10.0,35,8.4,8,0,16.4,0.4685714285714285,35,411,0.0851581508515815
219,Lions,11.0,22,4.44,0,-1,3.44,0.15636363636363637,22,411,0.0535279805352798
220,Packers,1.0,40,7.080000000000002,4,0,11.079999999999998,0.27699999999999997,40,459,0.08714596949891068
221,Packers,2.0,74,24.88,20,0,44.88,0.6064864864864865,74,459,0.16122004357298475
222,Packers,3.0,3,0.0,0,0,0.0,0.0,3,459,0.006535947712418301
223,Packers,4.0,104,24.99999999999999,8,-3,29.999999999999986,0.2884615384615383,104,459,0.22657952069716775
224,Packers,5.0,60,13.599999999999996,4,-1,16.599999999999994,0.27666666666666656,60,459,0.13071895424836602
225,Packers,6.0,55,18.480000000000008,8,-2,24.480000000000008,0.4450909090909092,55,459,0.11982570806100218
226,Packers,7.0,17,7.88,12,0,19.880000000000006,1.1694117647058828,17,459,0.037037037037037035
227,Packers,8.0,13,4.0,4,-2,6.0,0.46153846153846156,13,459,0.02832244008714597
228,Packers,9.0,39,8.76,24,-4,28.759999999999998,0.7374358974358974,39,459,0.08496732026143791
229,Packers,10.0,24,7.32,8,0,15.32,0.6383333333333333,24,459,0.05228758169934641
230,Packers,11.0,30,7.080000000000002,0,0,7.080000000000002,0.23600000000000007,30,459,0.06535947712418301
231,Panthers,1.0,32,5.080000000000002,4,0,9.08,0.28375,32,370,0.08648648648648649
232,Panthers,2.0,57,19.279999999999998,20,-1,38.28,0.671578947368421,57,370,0.15405405405405406
233,Panthers,3.0,3,0.56,0,0,0.56,0.18666666666666668,3,370,0.008108108108108109
234,Panthers,4.0,83,18.799999999999994,16,0,34.800000000000004,0.419277108433735,83,370,0.22432432432432434
235,Panthers,5.0,50,12.519999999999998,12,-1,23.520000000000003,0.47040000000000004,50,370,0.13513513513513514
236,Panthers,6.0,48,20.199999999999996,0,-2,18.2,0.37916666666666665,48,370,0.12972972972972974
237,Panthers,7.0,7,3.04,4,0,7.04,1.0057142857142858,7,370,0.01891891891891892
238,Panthers,8.0,10,4.84,0,-1,3.8400000000000003,0.384,10,370,0.02702702702702703
239,Panthers,9.0,35,12.240000000000002,8,-1,19.240000000000002,0.5497142857142858,35,370,0.0945945945945946
240,Panthers,10.0,30,5.920000000000002,0,0,5.920000000000002,0.1973333333333334,30,370,0.08108108108108109
241,Panthers,11.0,15,4.640000000000001,4,0,8.64,0.5760000000000001,15,370,0.04054054054054054
242,Patriots,1.0,53,12.359999999999996,0,0,12.359999999999996,0.23320754716981124,53,416,0.12740384615384615
243,Patriots,2.0,45,12.399999999999999,16,-1,27.4,0.6088888888888888,45,416,0.10817307692307693
244,Patriots,3.0,5,1.04,0,-1,0.040000000000000036,0.008000000000000007,5,416,0.01201923076923077
245,Patriots,4.0,86,22.72,0,-4,18.72,0.21767441860465114,86,416,0.20673076923076922
246,Patriots,5.0,61,13.639999999999999,0,-3,10.639999999999999,0.1744262295081967,61,416,0.1466346153846154
247,Patriots,6.0,44,17.279999999999998,0,-2,15.28,0.34727272727272723,44,416,0.10576923076923077
248,Patriots,7.0,16,4.36,4,-3,5.360000000000001,0.3350000000000001,16,416,0.038461538461538464
249,Patriots,8.0,10,3.04,4,0,7.040000000000001,0.7040000000000001,10,416,0.02403846153846154
250,Patriots,9.0,53,17.24,16,-2,31.24,0.5894339622641509,53,416,0.12740384615384615
251,Patriots,10.0,22,3.08,4,0,7.080000000000001,0.32181818181818184,22,416,0.052884615384615384
252,Patriots,11.0,21,5.200000000000001,4,-1,8.200000000000001,0.39047619047619053,21,416,0.05048076923076923
253,Raiders,1.0,53,10.879999999999997,4,0,14.879999999999997,0.280754716981132,53,477,0.1111111111111111
254,Raiders,2.0,54,15.759999999999996,4,0,19.759999999999994,0.3659259259259258,54,477,0.11320754716981132
255,Raiders,3.0,8,2.16,0,0,2.16,0.27,8,477,0.016771488469601678
256,Raiders,4.0,138,32.03999999999998,8,-2,38.03999999999999,0.2756521739130434,138,477,0.2893081761006289
257,Raiders,5.0,43,11.44,4,0,15.439999999999996,0.35906976744186037,43,477,0.09014675052410902
258,Raiders,6.0,52,19.639999999999997,16,-1,34.64000000000001,0.6661538461538463,52,477,0.1090146750524109
259,Raiders,7.0,16,7.32,8,0,15.32,0.9575,16,477,0.033542976939203356
260,Raiders,8.0,10,0.68,0,0,0.68,0.068,10,477,0.020964360587002098
261,Raiders,9.0,51,15.08,20,0,35.07999999999999,0.6878431372549018,51,477,0.1069182389937107
262,Raiders,10.0,25,4.920000000000002,4,0,8.920000000000002,0.35680000000000006,25,477,0.05241090146750524
263,Raiders,11.0,27,6.440000000000002,0,0,6.440000000000002,0.2385185185185186,27,477,0.05660377358490566
264,Rams,1.0,51,6.7200000000000015,0,0,6.7200000000000015,0.13176470588235298,51,597,0.08542713567839195
265,Rams,2.0,87,28.92,12,0,40.92000000000001,0.470344827586207,87,597,0.1457286432160804
266,Rams,3.0,17,2.88,0,-1,1.8800000000000001,0.11058823529411765,17,597,0.02847571189279732
267,Rams,4.0,134,38.79999999999999,0,-3,35.8,0.2671641791044776,134,597,0.22445561139028475
268,Rams,5.0,73,17.759999999999994,4,-1,20.76,0.28438356164383566,73,597,0.12227805695142378
269,Rams,6.0,75,27.99999999999999,16,-6,37.99999999999999,0.5066666666666666,75,597,0.12562814070351758
270,Rams,7.0,18,7.48,8,-2,13.48,0.7488888888888889,18,597,0.03015075376884422
