,playerName,blockingSchemeType_descr,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch
0,A.J. Dillon,Duo,5.0,12,0,17.0,2.4285714285714284
1,A.J. Dillon,Pass Protection,1.4000000000000001,0,0,1.4000000000000001,1.4000000000000001
2,A.J. Dillon,Pull Across,0.1,0,0,0.1,0.1
3,A.J. Dillon,Split Zone,2.2,0,0,2.2,0.44000000000000006
4,A.J. Dillon,Zone,20.0,0,0,20.0,0.4878048780487805
5,Aaron Jones,Duo,15.4,24,0,39.400000000000006,1.71304347826087
6,Aaron Jones,Pass Protection,0.4,0,0,0.4,0.4
7,Aaron Jones,Pull Across,9.100000000000001,0,0,9.100000000000001,0.5352941176470589
8,Aaron Jones,Pull Front,2.5,0,0,2.5,1.25
9,Aaron Jones,Pull Outside Numbers,0.9,0,0,0.9,0.9
10,Aaron Jones,Split Zone,13.899999999999999,6,0,19.900000000000002,0.6419354838709678
11,Aaron Jones,Zone,80.80000000000003,30,0,110.80000000000007,0.7589041095890415
12,Aaron Rodgers,Pass Protection,11.400000000000002,18,0,29.4,1.47
13,Aaron Rodgers,Pull Across,0.5,0,0,0.5,0.5
14,Aaron Rodgers,Pull Outside Numbers,0.0,0,0,0.0,0.0
15,Aaron Rodgers,Slide Left,1.1,0,0,1.1,0.3666666666666667
16,Aaron Rodgers,Slide Right,1.2000000000000002,0,0,1.2000000000000002,0.30000000000000004
17,Aaron Rodgers,Zone,0.40000000000000013,6,-1,5.400000000000001,0.41538461538461546
18,Adam Thielen,Split Zone,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
19,Adam Thielen,Zone,1.2000000000000002,0,0,1.2000000000000002,0.6000000000000001
20,Adrian Killins Jr.,Split Zone,-1.2000000000000002,0,0,-1.2000000000000002,-1.2000000000000002
21,Adrian Peterson,Duo,5.5,6,0,11.5,0.7666666666666667
22,Adrian Peterson,Pass Protection,0.4,0,0,0.4,0.4
23,Adrian Peterson,Pull 2,1.1,0,0,1.1,0.55
24,Adrian Peterson,Pull Across,16.8,6,0,22.799999999999997,0.6
25,Adrian Peterson,Pull Front,0.7000000000000001,0,0,0.7000000000000001,0.23333333333333336
26,Adrian Peterson,Split Zone,11.900000000000002,6,0,17.900000000000002,0.7782608695652175
27,Adrian Peterson,Wham,1.1,0,0,1.1,0.3666666666666667
28,Adrian Peterson,Zone,22.9,24,0,46.9,0.6605633802816901
29,Alec Ingold,Zone,0.4,0,0,0.4,0.13333333333333333
30,Alex Armah,Zone,0.9,0,0,0.9,0.15
31,Alex Collins,Duo,0.5,0,0,0.5,0.5
32,Alex Collins,Pull Across,0.9,0,0,0.9,0.45
33,Alex Collins,Split Zone,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
34,Alex Collins,Zone,5.699999999999999,12,0,17.7,1.2642857142857142
35,Alex Erickson,Pull Outside Numbers,0.2,0,0,0.2,0.2
36,Alex Erickson,Zone,0.5,0,-1,-0.49999999999999994,-0.12499999999999999
37,Alex Smith,Pass Protection,0.9,0,0,0.9,0.3
38,Alex Smith,Pull Across,0.0,0,0,0.0,0.0
39,Alex Smith,Zone,-0.6,0,0,-0.6,-0.09999999999999999
40,Alexander Mattison,Duo,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
41,Alexander Mattison,Pass Protection,3.4000000000000004,0,0,3.4000000000000004,0.8500000000000001
42,Alexander Mattison,Pull 2,1.0000000000000002,0,0,1.0000000000000002,0.3333333333333334
43,Alexander Mattison,Pull Across,4.800000000000001,0,0,4.800000000000001,0.8000000000000002
44,Alexander Mattison,Pull Front,1.9,0,0,1.9,0.6333333333333333
45,Alexander Mattison,Pull Outside Numbers,1.3,0,0,1.3,0.65
46,Alexander Mattison,Split Zone,3.4000000000000004,6,0,9.400000000000002,1.3428571428571432
47,Alexander Mattison,Zone,28.6,6,0,34.60000000000001,0.4942857142857144
48,Alfred Morris,Duo,1.5000000000000002,0,0,1.5000000000000002,0.18750000000000003
49,Alfred Morris,Pass Protection,0.9,0,0,0.9,0.45
50,Alfred Morris,Pull 2,0.2,0,0,0.2,0.2
51,Alfred Morris,Pull Across,7.8,0,0,7.8,0.43333333333333335
52,Alfred Morris,Pull Outside Numbers,4.8,0,0,4.8,0.6857142857142857
53,Alfred Morris,Zone,8.6,6,0,14.600000000000001,0.768421052631579
54,Allen Lazard,Split Zone,-0.2,0,0,-0.2,-0.2
55,Allen Lazard,Zone,1.9000000000000001,0,0,1.9000000000000001,1.9000000000000001
56,Allen Robinson,Zone,-0.1,0,0,-0.1,-0.1
57,Alvin Kamara,Duo,17.3,0,0,17.3,0.596551724137931
58,Alvin Kamara,False Pull,-0.4,0,0,-0.4,-0.2
59,Alvin Kamara,Pass Protection,2.7,0,0,2.7,0.38571428571428573
60,Alvin Kamara,Pull 2,0.0,0,0,0.0,0.0
61,Alvin Kamara,Pull Across,10.1,0,0,10.1,0.531578947368421
62,Alvin Kamara,Pull Front,1.0000000000000002,12,0,13.000000000000002,1.8571428571428574
63,Alvin Kamara,Pull Outside Numbers,4.7,0,0,4.7,0.6714285714285715
64,Alvin Kamara,Split Zone,26.099999999999998,30,0,56.1,1.4384615384615385
65,Alvin Kamara,Zone,50.400000000000034,60,0,110.39999999999995,0.9435897435897431
66,Amani Hooker,Zone,0.4,0,0,0.4,0.4
67,Amari Cooper,Split Zone,-1.1,0,0,-1.1,-1.1
68,Amari Cooper,Zone,2.5,0,0,2.5,0.5
69,Ameer Abdullah,Pull Across,0.4,0,0,0.4,0.4
70,Ameer Abdullah,Pull Front,0.4,0,0,0.4,0.4
71,Ameer Abdullah,Zone,3.4000000000000004,0,0,3.4000000000000004,0.5666666666666668
72,Andre Roberts,Split Zone,-0.30000000000000004,0,0,-0.30000000000000004,-0.30000000000000004
73,Andy Dalton,Pass Protection,8.600000000000001,0,0,8.600000000000001,0.5733333333333335
74,Andy Dalton,Split Zone,1.2000000000000002,0,0,1.2000000000000002,0.6000000000000001
75,Andy Dalton,Zone,1.6,0,0,1.6,0.14545454545454548
76,Andy Isabella,Zone,-0.6000000000000001,0,0,-0.6000000000000001,-0.6000000000000001
77,Andy Janovich,Duo,0.2,0,0,0.2,0.2
78,Andy Janovich,Pull Across,0.2,0,0,0.2,0.2
79,Anthony McFarland Jr.,Duo,0.7000000000000001,0,0,0.7000000000000001,0.7000000000000001
80,Anthony McFarland Jr.,Pass Protection,3.1,0,0,3.1,1.0333333333333334
81,Anthony McFarland Jr.,Pull 2,1.5,0,0,1.5,0.3
82,Anthony McFarland Jr.,Pull Across,0.6000000000000001,0,0,0.6000000000000001,0.20000000000000004
83,Anthony McFarland Jr.,Pull Outside Numbers,1.6,0,0,1.6,0.8
84,Anthony McFarland Jr.,Split Zone,1.3,0,0,1.3,0.26
85,Anthony McFarland Jr.,Zone,2.5000000000000004,0,0,2.5000000000000004,0.1785714285714286
86,Anthony Miller,Zone,1.4000000000000001,0,0,1.4000000000000001,0.46666666666666673
87,Anthony Sherman,Zone,0.8,0,0,0.8,0.26666666666666666
88,Antonio Brown,False Pull,2.2,0,0,2.2,2.2
89,Antonio Brown,Split Zone,-0.30000000000000004,0,0,-0.30000000000000004,-0.30000000000000004
90,Antonio Brown,Zone,0.1,0,0,0.1,0.1
91,Antonio Gandy-Golden,Zone,2.2,0,0,2.2,2.2
92,Antonio Gibson,Duo,7.5,12,0,19.500000000000004,1.9500000000000004
93,Antonio Gibson,Pull 2,0.29999999999999993,0,0,0.29999999999999993,0.059999999999999984
94,Antonio Gibson,Pull Across,22.900000000000002,6,0,28.900000000000002,0.7410256410256411
95,Antonio Gibson,Pull Outside Numbers,7.300000000000001,0,0,7.300000000000001,0.6083333333333334
96,Antonio Gibson,Split Zone,10.999999999999998,24,0,35.000000000000014,1.2068965517241383
97,Antonio Gibson,Zone,33.599999999999994,24,0,57.59999999999998,0.6471910112359548
98,Antonio Williams,Pull 2,0.5,0,0,0.5,0.5
99,Antonio Williams,Split Zone,0.8,0,0,0.8,0.4
100,Antonio Williams,Zone,5.0,12,0,17.0,1.8888888888888888
101,Artavis Pierce,Zone,3.4,6,0,9.4,1.5666666666666667
102,Ashton Dulin,Split Zone,1.1,0,0,1.1,0.55
103,Austin Ekeler,Duo,14.4,6,0,20.400000000000006,1.073684210526316
104,Austin Ekeler,Pass Protection,7.1,0,0,7.1,0.5916666666666667
105,Austin Ekeler,Pull Across,2.7,0,0,2.7,0.3375
106,Austin Ekeler,Pull Front,0.7,0,0,0.7,0.35
107,Austin Ekeler,Pull Outside Numbers,1.6,0,0,1.6,0.32
108,Austin Ekeler,Split Zone,3.8999999999999995,0,0,3.8999999999999995,0.3545454545454545
109,Austin Ekeler,Zone,22.900000000000002,0,0,22.900000000000002,0.388135593220339
110,Austin Walter,Pull 2,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
111,Baker Mayfield,Pass Protection,13.7,6,0,19.7,0.8208333333333333
112,Baker Mayfield,Pull Across,0.0,0,0,0.0,0.0
113,Baker Mayfield,Pull Front,0.9000000000000001,0,0,0.9000000000000001,0.45000000000000007
114,Baker Mayfield,Slide Left,0.1,0,0,0.1,0.1
115,Baker Mayfield,Slide Right,2.2,0,0,2.2,0.7333333333333334
116,Baker Mayfield,Split Zone,0.1,0,0,0.1,0.1
117,Baker Mayfield,Zone,0.9000000000000001,0,-1,-0.09999999999999959,-0.0033333333333333197
118,Barkevious Mingo,Pull Across,1.1,0,0,1.1,1.1
119,Ben DiNucci,Pass Protection,0.9,0,0,0.9,0.9
120,Ben DiNucci,Zone,1.4000000000000004,0,0,1.4000000000000004,0.2800000000000001
121,Ben Roethlisberger,Pass Protection,2.5,0,0,2.5,0.4166666666666667
122,Ben Roethlisberger,Pull Across,0.0,0,-1,-1.0,-1.0
123,Ben Roethlisberger,Pull Front,0.0,0,0,0.0,0.0
124,Ben Roethlisberger,Zone,-1.4000000000000004,0,-1,-2.4000000000000004,-0.13333333333333336
125,Benny Snell,Duo,3.2000000000000006,6,0,9.2,0.5111111111111111
126,Benny Snell,Pass Protection,5.1,0,0,5.1,0.5666666666666667
127,Benny Snell,Pull Across,19.900000000000002,0,0,19.900000000000002,0.5852941176470589
128,Benny Snell,Pull Front,-0.1,0,0,-0.1,-0.1
129,Benny Snell,Pull Outside Numbers,1.1,0,0,1.1,0.55
130,Benny Snell,Split Zone,2.0,0,0,2.0,0.2
131,Benny Snell,Zone,6.9,18,-1,23.9,0.6128205128205128
132,Blaine Gabbert,Pass Protection,1.8,0,0,1.8,0.9
133,Blaine Gabbert,Zone,-0.2,0,0,-0.2,-0.028571428571428574
134,Blake Bell,Zone,0.2,0,0,0.2,0.2
135,Bo Scarbrough,Pull Across,1.2000000000000002,0,0,1.2000000000000002,1.2000000000000002
136,Bo Scarbrough,Pull Front,0.1,0,0,0.1,0.1
137,Bo Scarbrough,Pull Outside Numbers,0.4,0,0,0.4,0.4
138,Bo Scarbrough,Zone,1.4,0,0,1.4,0.4666666666666666
139,Boston Scott,Duo,0.9,0,0,0.9,0.3
140,Boston Scott,Pass Protection,2.0,0,0,2.0,0.6666666666666666
141,Boston Scott,Pull 2,5.500000000000001,6,0,11.500000000000002,3.833333333333334
142,Boston Scott,Pull Across,6.000000000000001,0,0,6.000000000000001,0.4000000000000001
143,Boston Scott,Pull Front,0.1,0,0,0.1,0.1
144,Boston Scott,Pull Outside Numbers,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
145,Boston Scott,Split Zone,0.8,0,0,0.8,0.16
146,Boston Scott,Wham,0.4,0,0,0.4,0.2
147,Boston Scott,Zone,21.900000000000006,0,0,21.900000000000006,0.46595744680851076
148,Brandon Aiyuk,False Pull,1.1,6,0,7.1000000000000005,3.5500000000000003
149,Brandon Aiyuk,Screen,3.8000000000000003,6,0,9.8,9.8
150,Brandon Aiyuk,Zone,2.8000000000000003,0,0,2.8000000000000003,0.9333333333333335
151,Brandon Allen,Duo,0.2,0,0,0.2,0.2
152,Brandon Allen,Pass Protection,0.9000000000000001,0,0,0.9000000000000001,0.30000000000000004
153,Brandon Allen,Pull Across,0.4,0,0,0.4,0.4
154,Brandon Allen,Slide Left,0.4,0,0,0.4,0.4
155,Brandon Allen,Slide Right,0.1,0,0,0.1,0.1
156,Brandon Allen,Wham,-0.1,0,0,-0.1,-0.1
157,Brandon Allen,Zone,0.8,0,0,0.8,0.16
158,Brandon Powell,Split Zone,0.7000000000000001,0,0,0.7000000000000001,0.35000000000000003
159,Brandon Zylstra,Slide Left,0.1,0,0,0.1,0.1
160,Braxton Berrios,Zone,2.9000000000000004,0,0,2.9000000000000004,0.9666666666666668
161,Breshad Perriman,Split Zone,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
162,Brett Rypien,Zone,-0.5,0,0,-0.5,-0.1
163,Brian Hill,Duo,2.1,0,0,2.1,0.3
164,Brian Hill,Pass Protection,0.5,0,0,0.5,0.16666666666666666
165,Brian Hill,Pull 2,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
166,Brian Hill,Pull Across,6.6000000000000005,0,0,6.6000000000000005,0.4714285714285715
167,Brian Hill,Pull Outside Numbers,3.0,0,-1,2.0000000000000004,0.3333333333333334
168,Brian Hill,Split Zone,10.1,6,0,16.099999999999998,1.2384615384615383
169,Brian Hill,Zone,23.9,0,0,23.9,0.42678571428571427
170,Brian Hoyer,Pass Protection,0.8,0,0,0.8,0.8
171,Buddy Howell,Pull Across,0.9,0,0,0.9,0.3
172,Buddy Howell,Split Zone,2.8000000000000003,0,0,2.8000000000000003,0.56
173,Buddy Howell,Wham,0.2,0,0,0.2,0.2
174,Buddy Howell,Zone,2.5000000000000004,0,0,2.5000000000000004,0.3571428571428572
175,C.J. Beathard,Pass Protection,0.7000000000000001,0,0,0.7000000000000001,0.7000000000000001
176,C.J. Beathard,Split Zone,1.5,0,0,1.5,0.5
177,C.J. Beathard,Zone,0.6000000000000001,0,0,0.6000000000000001,0.30000000000000004
178,C.J. Board,Zone,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
179,C.J. Ham,Duo,0.0,0,0,0.0,0.0
180,C.J. Ham,Pull Front,1.0,0,0,1.0,1.0
181,C.J. Ham,Zone,0.8,0,0,0.8,0.26666666666666666
182,C.J. Moore,Zone,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
183,C.J. Prosise,Pull Across,0.1,0,0,0.1,0.1
184,C.J. Prosise,Split Zone,1.1,0,-1,0.10000000000000009,0.025000000000000022
185,C.J. Prosise,Zone,0.7,0,0,0.7,0.13999999999999999
186,Calvin Ridley,Split Zone,0.09999999999999998,0,0,0.09999999999999998,0.04999999999999999
187,Calvin Ridley,Zone,0.0,0,0,0.0,0.0
188,Cam Akers,Duo,8.8,0,0,8.8,0.44000000000000006
189,Cam Akers,Pull Across,10.700000000000001,0,0,10.700000000000001,0.5631578947368422
