,playerName,blockingSchemeType_descr,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch
190,Cam Akers,Pull Front,0.9,0,0,0.9,0.9
191,Cam Akers,Split Zone,6.1000000000000005,0,0,6.1000000000000005,0.26521739130434785
192,Cam Akers,Zone,61.69999999999998,30,-1,90.69999999999996,0.7085937499999997
193,Cam Newton,Cut Blocking,1.1,6,0,7.1,1.42
194,Cam Newton,Duo,0.8,0,0,0.8,0.26666666666666666
195,Cam Newton,False Pull,1.7000000000000002,0,0,1.7000000000000002,0.8500000000000001
196,Cam Newton,Pass Protection,14.100000000000005,6,0,20.100000000000005,1.0578947368421054
197,Cam Newton,Pull Across,18.199999999999996,12,0,30.2,0.8162162162162162
198,Cam Newton,Pull Front,5.0,12,0,17.0,2.8333333333333335
199,Cam Newton,Pull Outside Numbers,1.6,0,-1,0.6000000000000001,0.15000000000000002
200,Cam Newton,Slide Left,0.4,0,0,0.4,0.4
201,Cam Newton,Slide Right,-0.4,0,0,-0.4,-0.4
202,Cam Newton,Split Zone,0.5,0,0,0.5,0.5
203,Cam Newton,Zone,16.5,36,0,52.5,0.9210526315789473
204,Cam Sims,Zone,0.5,0,0,0.5,0.5
205,Cameron Batson,Pull 2,0.0,0,0,0.0,0.0
206,Cameron Batson,Zone,2.0,0,0,2.0,0.6666666666666666
207,Carlos Hyde,Duo,0.9,6,0,6.8999999999999995,1.7249999999999999
208,Carlos Hyde,False Pull,-0.30000000000000004,0,0,-0.30000000000000004,-0.10000000000000002
209,Carlos Hyde,Pass Protection,1.5,0,0,1.5,1.5
210,Carlos Hyde,Pull 2,-0.10000000000000003,0,0,-0.10000000000000003,-0.05000000000000002
211,Carlos Hyde,Pull Across,7.9,6,0,13.9,0.86875
212,Carlos Hyde,Split Zone,8.2,6,0,14.2,1.5777777777777777
213,Carlos Hyde,Zone,19.60000000000001,12,0,31.60000000000001,0.6320000000000001
214,Carson Wentz,Duo,1.0,0,0,1.0,0.3333333333333333
215,Carson Wentz,False Pull,0.1,0,0,0.1,0.1
216,Carson Wentz,Pass Protection,19.500000000000004,6,0,25.5,1.0625
217,Carson Wentz,Screen,0.2,0,0,0.2,0.2
218,Carson Wentz,Slide Left,0.5,0,0,0.5,0.25
219,Carson Wentz,Zone,6.499999999999999,24,-1,29.499999999999996,1.4047619047619047
220,Cedrick Wilson,Pass Protection,-0.1,0,0,-0.1,-0.1
221,Cedrick Wilson,Zone,-1.1,0,0,-1.1,-0.55
222,CeeDee Lamb,Pull Across,1.9000000000000001,0,0,1.9000000000000001,1.9000000000000001
223,CeeDee Lamb,Zone,6.3,6,0,12.3,1.3666666666666667
224,Chad Henne,Pass Protection,1.3,0,0,1.3,1.3
225,Chad Henne,Split Zone,0.1,6,0,6.1,6.1
226,Chad Henne,Zone,-0.4,0,0,-0.4,-0.05714285714285715
227,Chase Claypool,Split Zone,0.0,0,0,0.0,0.0
228,Chase Claypool,Zone,1.6,12,0,13.6,1.511111111111111
229,Chase Daniel,Pass Protection,1.6,0,0,1.6,0.8
230,Chase Edmonds,Duo,1.1,0,0,1.1,0.3666666666666667
231,Chase Edmonds,Pass Protection,0.30000000000000004,0,0,0.30000000000000004,0.07500000000000001
232,Chase Edmonds,Pull 2,0.9000000000000001,0,0,0.9000000000000001,0.30000000000000004
233,Chase Edmonds,Pull Across,6.2,0,0,6.2,0.47692307692307695
234,Chase Edmonds,Pull Outside Numbers,0.7999999999999999,0,0,0.7999999999999999,0.26666666666666666
235,Chase Edmonds,Screen,0.2,0,0,0.2,0.2
236,Chase Edmonds,Split Zone,6.5,0,0,6.5,0.65
237,Chase Edmonds,Zone,28.6,6,0,34.599999999999994,0.5766666666666665
238,Chris Carson,Duo,1.7000000000000002,0,0,1.7000000000000002,0.42500000000000004
239,Chris Carson,False Pull,3.2,0,0,3.2,1.6
240,Chris Carson,Pass Protection,0.2,0,0,0.2,0.2
241,Chris Carson,Pull Across,8.0,6,0,14.0,0.8235294117647058
242,Chris Carson,Pull Front,-0.1,0,0,-0.1,-0.1
243,Chris Carson,Pull Outside Numbers,0.09999999999999998,0,0,0.09999999999999998,0.04999999999999999
244,Chris Carson,Split Zone,8.600000000000001,0,0,8.600000000000001,0.43000000000000005
245,Chris Carson,Wham,1.1,0,0,1.1,1.1
246,Chris Carson,Zone,52.99999999999999,24,0,77.0,0.7064220183486238
247,Chris Godwin,Pull Outside Numbers,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
248,Chris Jones,Zone,0.0,0,0,0.0,0.0
249,Chris Streveler,Pass Protection,1.2000000000000002,0,0,1.2000000000000002,1.2000000000000002
250,Chris Streveler,Zone,0.30000000000000004,0,0,0.30000000000000004,0.10000000000000002
251,Chris Thompson,Pass Protection,0.6000000000000001,0,0,0.6000000000000001,0.30000000000000004
252,Chris Thompson,Pull Across,0.5,0,0,0.5,0.5
253,Chris Thompson,Split Zone,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
254,Chris Thompson,Zone,0.6000000000000001,0,0,0.6000000000000001,0.20000000000000004
255,Christian Kirk,Zone,0.30000000000000004,0,0,0.30000000000000004,0.15000000000000002
256,Christian McCaffrey,Duo,3.8,6,0,9.800000000000002,1.4000000000000004
257,Christian McCaffrey,Pull 2,0.0,0,0,0.0,0.0
258,Christian McCaffrey,Pull Across,4.6,0,0,4.6,0.41818181818181815
259,Christian McCaffrey,Pull Front,0.4,12,0,12.399999999999999,6.199999999999999
260,Christian McCaffrey,Pull Outside Numbers,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
261,Christian McCaffrey,Split Zone,0.9000000000000001,0,0,0.9000000000000001,0.45000000000000007
262,Christian McCaffrey,Zone,12.2,12,0,24.200000000000003,0.6914285714285715
263,Clayton Fejedelem,Zone,2.3000000000000003,0,0,2.3000000000000003,1.1500000000000001
264,Clyde Edwards-Helaire,Duo,0.5,6,0,6.5,3.25
265,Clyde Edwards-Helaire,False Pull,0.8,0,0,0.8,0.8
266,Clyde Edwards-Helaire,Pull 2,6.4,0,0,6.4,0.8
267,Clyde Edwards-Helaire,Pull Across,11.600000000000001,0,0,11.600000000000001,0.44615384615384623
268,Clyde Edwards-Helaire,Pull Front,0.9,0,0,0.9,0.3
269,Clyde Edwards-Helaire,Pull Outside Numbers,2.2,0,0,2.2,0.44000000000000006
270,Clyde Edwards-Helaire,Split Zone,23.89999999999999,0,0,23.89999999999999,0.4979166666666665
271,Clyde Edwards-Helaire,Zone,41.300000000000004,24,0,65.3,0.6339805825242718
272,Cole Kmet,Zone,-0.30000000000000004,0,0,-0.30000000000000004,-0.30000000000000004
273,Colt McCoy,Pass Protection,0.7000000000000001,0,0,0.7000000000000001,0.35000000000000003
274,Colt McCoy,Pull Outside Numbers,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
275,Colt McCoy,Slide Left,0.4,0,0,0.4,0.4
276,Colt McCoy,Slide Right,0.2,0,0,0.2,0.2
277,Colt McCoy,Zone,-0.4,0,0,-0.4,-0.1
278,Cooper Kupp,Zone,3.3,0,0,3.3,0.825
279,Cordarrelle Patterson,Duo,1.1,0,0,1.1,0.3666666666666667
280,Cordarrelle Patterson,Pull Across,1.4,0,0,1.4,0.2333333333333333
281,Cordarrelle Patterson,Pull Front,-0.2,0,0,-0.2,-0.2
282,Cordarrelle Patterson,Pull Outside Numbers,0.8,0,0,0.8,0.2
283,Cordarrelle Patterson,Split Zone,3.800000000000001,0,0,3.800000000000001,0.42222222222222233
284,Cordarrelle Patterson,Zone,16.200000000000003,6,0,22.200000000000006,0.5285714285714287
285,Corey Clement,Duo,1.3,0,0,1.3,0.325
286,Corey Clement,Pull Across,0.6,6,0,6.6,3.3
287,Corey Clement,Pull Front,0.2,0,0,0.2,0.2
288,Corey Clement,Split Zone,0.1,0,0,0.1,0.1
289,Corey Clement,Zone,5.300000000000001,0,0,5.300000000000001,0.40769230769230774
290,Craig Reynolds,Zone,0.4,0,0,0.4,0.4
291,Curtis Samuel,False Pull,1.4000000000000001,0,0,1.4000000000000001,1.4000000000000001
292,Curtis Samuel,Pass Protection,0.1,0,0,0.1,0.1
293,Curtis Samuel,Pull 2,0.4,0,0,0.4,0.4
294,Curtis Samuel,Pull Across,2.7,6,0,8.700000000000001,2.9000000000000004
295,Curtis Samuel,Pull Front,0.0,0,0,0.0,0.0
296,Curtis Samuel,Pull Outside Numbers,-0.2,0,0,-0.2,-0.2
297,Curtis Samuel,Split Zone,-0.1,0,0,-0.1,-0.1
298,Curtis Samuel,Zone,15.700000000000001,6,0,21.700000000000003,0.6781250000000001
299,D'Andre Swift,Duo,3.2,6,0,9.2,1.0222222222222221
300,D'Andre Swift,Pass Protection,4.200000000000001,0,0,4.200000000000001,0.5250000000000001
301,D'Andre Swift,Pull Across,9.400000000000004,6,-1,14.400000000000002,0.7578947368421054
302,D'Andre Swift,Pull Front,1.2000000000000002,0,0,1.2000000000000002,0.4000000000000001
303,D'Andre Swift,Pull Outside Numbers,1.1,0,0,1.1,0.3666666666666667
304,D'Andre Swift,Split Zone,7.800000000000001,0,0,7.800000000000001,0.6000000000000001
305,D'Andre Swift,Zone,25.400000000000006,36,-1,60.4,1.023728813559322
306,D'Ernest Johnson,Pull Across,6.800000000000001,0,0,6.800000000000001,0.8500000000000001
307,D'Ernest Johnson,Pull Front,2.7,0,0,2.7,1.35
308,D'Ernest Johnson,Pull Outside Numbers,0.0,0,0,0.0,0.0
309,D'Ernest Johnson,Split Zone,0.5,0,0,0.5,0.25
310,D'Ernest Johnson,Zone,6.800000000000001,0,0,6.800000000000001,0.3578947368421053
311,D'Onta Foreman,Duo,0.9,0,0,0.9,0.45
312,D'Onta Foreman,Pull Across,0.0,0,0,0.0,0.0
313,D'Onta Foreman,Split Zone,1.0000000000000002,0,0,1.0000000000000002,0.3333333333333334
314,D'Onta Foreman,Zone,7.600000000000001,0,0,7.600000000000001,0.4750000000000001
315,DJ Foster,Zone,0.2,0,0,0.2,0.1
316,DJ Moore,False Pull,2.2,0,0,2.2,1.1
317,Dak Prescott,Pass Protection,8.700000000000001,0,0,8.700000000000001,0.790909090909091
318,Dak Prescott,Zone,0.6000000000000001,18,0,18.599999999999998,2.657142857142857
319,Dalvin Cook,Blitz Coverage,0.5,0,0,0.5,0.5
320,Dalvin Cook,Duo,3.4,0,0,3.4,0.425
321,Dalvin Cook,False Pull,3.9000000000000004,0,0,3.9000000000000004,3.9000000000000004
322,Dalvin Cook,Pass Protection,4.8999999999999995,0,0,4.8999999999999995,0.4454545454545454
323,Dalvin Cook,Pull 2,3.1,0,0,3.1,0.62
324,Dalvin Cook,Pull Across,17.8,18,0,35.800000000000004,1.4320000000000002
325,Dalvin Cook,Pull Front,1.7000000000000002,18,0,19.699999999999996,2.188888888888888
326,Dalvin Cook,Pull Outside Numbers,3.0,0,0,3.0,0.5
327,Dalvin Cook,Split Zone,18.2,18,0,36.20000000000001,0.8829268292682929
328,Dalvin Cook,Zone,99.3,42,-2,139.29999999999998,0.6795121951219512
329,Damien Harris,Duo,5.7,0,0,5.7,0.8142857142857143
330,Damien Harris,Pass Protection,1.6,0,0,1.6,0.5333333333333333
331,Damien Harris,Pull 2,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
332,Damien Harris,Pull Across,16.1,6,0,22.1,0.7620689655172415
333,Damien Harris,Pull Front,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
334,Damien Harris,Pull Outside Numbers,5.300000000000001,6,0,11.3,1.2555555555555555
335,Damien Harris,Split Zone,4.1000000000000005,0,0,4.1000000000000005,0.5857142857142857
336,Damien Harris,Wham,6.1000000000000005,0,0,6.1000000000000005,0.6777777777777778
337,Damien Harris,Zone,29.199999999999996,0,0,29.199999999999996,0.41126760563380277
338,Damiere Byrd,False Pull,1.1,0,0,1.1,1.1
339,Damiere Byrd,Pull Across,0.5,0,0,0.5,0.5
340,Daniel Jones,Duo,0.0,0,-1,-1.0,-1.0
341,Daniel Jones,False Pull,0.0,0,-1,-1.0,-1.0
342,Daniel Jones,Pass Protection,18.100000000000005,0,0,18.100000000000005,0.7541666666666669
343,Daniel Jones,Pull 2,0.8,0,0,0.8,0.26666666666666666
344,Daniel Jones,Pull Across,-0.1,0,0,-0.1,-0.1
345,Daniel Jones,Split Zone,8.5,6,0,14.5,2.0714285714285716
346,Daniel Jones,Zone,15.000000000000007,0,0,15.000000000000007,0.5357142857142859
347,Danny Amendola,Zone,0.2,0,0,0.2,0.2
348,Dare Ogunbowale,Duo,0.4,0,0,0.4,0.4
349,Dare Ogunbowale,Pass Protection,1.7000000000000002,0,0,1.7000000000000002,1.7000000000000002
350,Dare Ogunbowale,Pull Across,1.7000000000000002,0,0,1.7000000000000002,0.34
351,Dare Ogunbowale,Split Zone,0.6000000000000001,0,0,0.6000000000000001,0.15000000000000002
352,Dare Ogunbowale,Zone,10.100000000000001,0,0,10.100000000000001,0.480952380952381
