,nickName,touch,RunDirection_descr,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch
127,Jets,53,Left D Gap,35.900000000000006,12,-1,46.90000000000001,0.8849056603773587
128,Jets,112,Left Off-Tackle Gap Unknown,45.2,42,-1,86.2,0.7696428571428572
129,Jets,29,Middle,-0.9999999999999999,0,0,-0.9999999999999999,-0.034482758620689655
130,Jets,107,Right A Gap,44.30000000000001,12,-1,55.29999999999999,0.5168224299065419
131,Jets,44,Right D Gap,32.400000000000006,18,-1,49.400000000000006,1.1227272727272728
132,Jets,102,Right Off-Tackle Gap Unknown,47.90000000000001,42,0,89.90000000000002,0.881372549019608
133,Lions,70,Left A Gap,29.000000000000004,18,-1,46.00000000000002,0.6571428571428575
134,Lions,63,Left D Gap,32.70000000000002,12,0,44.699999999999996,0.7095238095238094
135,Lions,107,Left Off-Tackle Gap Unknown,51.20000000000001,30,0,81.19999999999996,0.7588785046728969
136,Lions,27,Middle,-2.400000000000001,0,-1,-3.400000000000002,-0.125925925925926
137,Lions,88,Right A Gap,40.90000000000001,42,0,82.89999999999996,0.9420454545454541
138,Lions,59,Right D Gap,35.60000000000001,6,0,41.60000000000001,0.705084745762712
139,Lions,119,Right Off-Tackle Gap Unknown,51.299999999999976,18,0,69.29999999999998,0.5823529411764704
140,Packers,78,Left A Gap,33.2,30,0,63.20000000000001,0.8102564102564104
141,Packers,47,Left D Gap,30.700000000000003,18,0,48.69999999999999,1.036170212765957
142,Packers,86,Left Off-Tackle Gap Unknown,37.20000000000001,18,0,55.20000000000003,0.6418604651162795
143,Packers,16,Middle,-0.4,0,-1,-1.4000000000000001,-0.08750000000000001
144,Packers,70,Right A Gap,35.599999999999994,18,0,53.599999999999994,0.7657142857142857
145,Packers,65,Right D Gap,37.099999999999994,0,0,37.099999999999994,0.5707692307692307
146,Packers,72,Right Off-Tackle Gap Unknown,29.8,0,0,29.8,0.4138888888888889
147,Panthers,66,Left A Gap,23.299999999999997,12,-1,34.3,0.5196969696969697
148,Panthers,63,Left D Gap,42.700000000000024,30,0,72.69999999999999,1.1539682539682539
149,Panthers,90,Left Off-Tackle Gap Unknown,42.80000000000002,18,0,60.800000000000026,0.6755555555555558
150,Panthers,30,Middle,-1.3,0,-1,-2.300000000000001,-0.0766666666666667
151,Panthers,93,Right A Gap,33.199999999999996,12,0,45.199999999999974,0.4860215053763438
152,Panthers,61,Right D Gap,28.599999999999998,18,0,46.59999999999999,0.763934426229508
153,Panthers,85,Right Off-Tackle Gap Unknown,28.299999999999994,6,-1,33.29999999999999,0.39176470588235285
154,Patriots,81,Left A Gap,37.10000000000001,6,-1,42.1,0.5197530864197532
155,Patriots,48,Left D Gap,32.5,6,0,38.5,0.8020833333333334
156,Patriots,81,Left Off-Tackle Gap Unknown,46.60000000000001,18,-2,62.6,0.7728395061728395
157,Patriots,22,Middle,-0.8999999999999999,0,-1,-1.9000000000000004,-0.08636363636363638
158,Patriots,100,Right A Gap,43.400000000000006,6,-1,48.4,0.484
159,Patriots,53,Right D Gap,25.900000000000006,18,0,43.90000000000002,0.8283018867924532
160,Patriots,119,Right Off-Tackle Gap Unknown,49.70000000000002,18,0,67.7,0.5689075630252101
161,Raiders,73,Left A Gap,29.199999999999992,12,-1,40.2,0.5506849315068494
162,Raiders,77,Left D Gap,31.299999999999986,12,0,43.300000000000004,0.5623376623376624
163,Raiders,95,Left Off-Tackle Gap Unknown,46.099999999999994,18,0,64.10000000000001,0.6747368421052633
164,Raiders,22,Middle,-0.09999999999999992,0,-1,-1.1000000000000008,-0.05000000000000004
165,Raiders,97,Right A Gap,53.20000000000002,36,-1,88.19999999999999,0.9092783505154638
166,Raiders,63,Right D Gap,27.600000000000012,24,0,51.600000000000016,0.8190476190476192
167,Raiders,73,Right Off-Tackle Gap Unknown,25.5,12,-1,36.499999999999986,0.4999999999999998
168,Rams,110,Left A Gap,36.299999999999976,36,-1,71.30000000000004,0.6481818181818185
169,Rams,55,Left D Gap,25.800000000000008,6,0,31.800000000000008,0.5781818181818184
170,Rams,118,Left Off-Tackle Gap Unknown,55.40000000000001,12,0,67.40000000000002,0.5711864406779663
171,Rams,15,Middle,0.4,6,0,6.400000000000002,0.4266666666666668
172,Rams,96,Right A Gap,29.09999999999999,30,-1,58.1,0.6052083333333333
173,Rams,51,Right D Gap,19.500000000000004,24,0,43.5,0.8529411764705882
174,Rams,87,Right Off-Tackle Gap Unknown,40.40000000000001,12,0,52.400000000000006,0.6022988505747127
175,Ravens,58,Left A Gap,15.2,18,0,33.199999999999996,0.5724137931034482
176,Ravens,58,Left D Gap,27.500000000000004,12,0,39.49999999999999,0.6810344827586206
177,Ravens,80,Left Off-Tackle Gap Unknown,28.999999999999996,6,-1,34.0,0.425
178,Ravens,17,Middle,-0.8,6,0,5.200000000000003,0.30588235294117666
179,Ravens,54,Right A Gap,19.8,18,0,37.800000000000004,0.7000000000000001
180,Ravens,54,Right D Gap,29.099999999999998,6,0,35.10000000000001,0.6500000000000001
181,Ravens,67,Right Off-Tackle Gap Unknown,28.5,12,0,40.50000000000002,0.6044776119402988
182,Saints,63,Left A Gap,20.7,12,0,32.70000000000001,0.5190476190476192
183,Saints,56,Left D Gap,31.100000000000005,6,0,37.1,0.6625
184,Saints,90,Left Off-Tackle Gap Unknown,29.500000000000004,0,-1,28.500000000000004,0.3166666666666667
185,Saints,16,Middle,-0.19999999999999998,6,0,5.800000000000001,0.36250000000000004
186,Saints,59,Right A Gap,19.199999999999992,12,0,31.199999999999985,0.5288135593220337
187,Saints,59,Right D Gap,27.0,30,0,57.000000000000014,0.9661016949152544
188,Saints,90,Right Off-Tackle Gap Unknown,32.9,6,-1,37.9,0.4211111111111111
189,Seahawks,74,Left A Gap,22.200000000000006,30,0,52.20000000000002,0.7054054054054056
190,Seahawks,62,Left D Gap,26.100000000000005,18,0,44.099999999999994,0.7112903225806451
191,Seahawks,103,Left Off-Tackle Gap Unknown,48.5,12,0,60.50000000000001,0.5873786407766991
192,Seahawks,19,Middle,2.220446049250313e-16,0,-1,-1.0000000000000004,-0.052631578947368446
193,Seahawks,98,Right A Gap,31.199999999999992,12,0,43.20000000000001,0.44081632653061237
194,Seahawks,67,Right D Gap,36.800000000000004,12,0,48.800000000000004,0.728358208955224
195,Seahawks,108,Right Off-Tackle Gap Unknown,43.60000000000001,18,0,61.60000000000001,0.5703703703703704
196,Steelers,74,Left A Gap,29.199999999999996,24,0,53.2,0.7189189189189189
197,Steelers,79,Left D Gap,43.699999999999996,18,0,61.699999999999974,0.7810126582278478
198,Steelers,106,Left Off-Tackle Gap Unknown,65.89999999999999,18,-1,82.89999999999998,0.782075471698113
199,Steelers,21,Middle,1.4999999999999998,0,-2,-0.5000000000000002,-0.02380952380952382
200,Steelers,59,Right A Gap,24.600000000000005,6,0,30.600000000000005,0.5186440677966102
201,Steelers,69,Right D Gap,31.900000000000002,6,0,37.900000000000006,0.5492753623188407
202,Steelers,129,Right Off-Tackle Gap Unknown,75.89999999999999,36,0,111.9,0.8674418604651163
203,Texans,65,Left A Gap,32.10000000000001,12,0,44.1,0.6784615384615384
204,Texans,76,Left D Gap,41.999999999999986,24,0,66.0,0.868421052631579
205,Texans,123,Left Off-Tackle Gap Unknown,63.40000000000003,42,-3,102.40000000000002,0.8325203252032521
206,Texans,28,Middle,-0.3999999999999996,6,0,5.600000000000005,0.20000000000000018
207,Texans,84,Right A Gap,32.29999999999999,30,0,62.300000000000004,0.7416666666666667
208,Texans,66,Right D Gap,38.10000000000001,18,0,56.100000000000016,0.8500000000000002
209,Texans,97,Right Off-Tackle Gap Unknown,46.50000000000001,30,-1,75.5,0.7783505154639175
210,Titans,53,Left A Gap,22.900000000000002,12,0,34.9,0.6584905660377358
211,Titans,47,Left D Gap,22.400000000000002,18,0,40.40000000000001,0.8595744680851066
212,Titans,91,Left Off-Tackle Gap Unknown,33.80000000000001,6,0,39.800000000000004,0.4373626373626374
213,Titans,10,Middle,0.7,0,0,0.7,0.06999999999999999
214,Titans,85,Right A Gap,26.400000000000002,30,-1,55.40000000000001,0.6517647058823531
215,Titans,50,Right D Gap,25.5,30,0,55.500000000000014,1.1100000000000003
216,Titans,62,Right Off-Tackle Gap Unknown,29.400000000000002,0,0,29.400000000000002,0.4741935483870968
217,Vikings,63,Left A Gap,34.599999999999994,18,0,52.6,0.834920634920635
218,Vikings,77,Left D Gap,35.800000000000004,12,0,47.79999999999997,0.6207792207792203
219,Vikings,86,Left Off-Tackle Gap Unknown,43.79999999999999,18,0,61.79999999999997,0.7186046511627904
220,Vikings,7,Middle,-0.5,0,0,-0.5,-0.07142857142857142
221,Vikings,68,Right A Gap,25.2,18,0,43.2,0.6352941176470589
222,Vikings,90,Right D Gap,40.799999999999976,6,-3,43.799999999999976,0.4866666666666664
223,Vikings,94,Right Off-Tackle Gap Unknown,47.099999999999994,18,0,65.1,0.6925531914893617
