,team,playerName,blockingSchemeType_descr,touch,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch
304,CHI,David Montgomery,Zone,146,59.09999999999998,30,-1,88.09999999999997,0.6034246575342463
305,CLE,David Njoku,Split Zone,1,0.1,0,0,0.1,0.1
306,HOU,Davis Mills,Pass Protection,10,4.2,0,0,4.2,0.42000000000000004
307,HOU,Davis Mills,Zone,8,0.2,0,0,0.2,0.025
308,NYG,Davis Webb,Zone,2,-0.30000000000000004,0,0,-0.30000000000000004,-0.15000000000000002
309,WAS,Dax Milne,Zone,1,0.1,0,0,0.1,0.1
310,LAC,DeAndre Carter,False Pull,2,5.7,0,0,5.7,2.85
311,LAC,DeAndre Carter,Pull Across,2,-0.10000000000000003,0,0,-0.10000000000000003,-0.05000000000000002
312,LAC,DeAndre Carter,Split Zone,2,1.5,0,0,1.5,0.75
313,LAC,DeAndre Carter,Zone,4,3.6,0,0,3.6,0.9
314,SEA,Dee Eskridge,Pull Across,2,3.7,0,0,3.7,1.85
315,SEA,Dee Eskridge,Zone,2,2.2,0,0,2.2,1.1
316,SF,Deebo Samuel,False Pull,2,0.7,0,0,0.7,0.35
317,SF,Deebo Samuel,Pull 2,3,2.3,6,0,8.299999999999999,2.766666666666666
318,SF,Deebo Samuel,Pull Across,19,9.999999999999998,6,0,15.999999999999998,0.8421052631578947
319,SF,Deebo Samuel,Pull Front,3,1.3000000000000003,0,0,1.3000000000000003,0.4333333333333334
320,SF,Deebo Samuel,Pull Outside Numbers,7,11.799999999999997,18,0,29.8,4.257142857142857
321,SF,Deebo Samuel,Split Zone,16,10.3,6,0,16.3,1.01875
322,SF,Deebo Samuel,Wham,1,0.1,0,0,0.1,0.1
323,SF,Deebo Samuel,Zone,35,14.500000000000004,18,0,32.49999999999999,0.9285714285714284
324,NO,Deonte Harty,Zone,5,4.4,0,0,4.4,0.8800000000000001
325,LV,Derek Carr,Pass Protection,17,11.100000000000001,6,0,17.1,1.0058823529411764
326,LV,Derek Carr,Pull Across,2,0.5,0,0,0.5,0.25
327,LV,Derek Carr,Slide Left,2,0.7000000000000001,0,0,0.7000000000000001,0.35000000000000003
328,LV,Derek Carr,Slide Right,1,0.4,0,0,0.4,0.4
329,LV,Derek Carr,Zone,19,0.10000000000000014,0,0,0.10000000000000014,0.00526315789473685
330,PIT,Derek Watt,Zone,1,0.1,0,0,0.1,0.1
331,TEN,Derrick Henry,Duo,24,8.100000000000001,12,0,20.1,0.8375
332,TEN,Derrick Henry,Pass Protection,1,0.0,0,0,0.0,0.0
333,TEN,Derrick Henry,Pull 2,3,0.5,0,0,0.5,0.16666666666666666
334,TEN,Derrick Henry,Pull Across,26,8.700000000000001,0,0,8.700000000000001,0.33461538461538465
335,TEN,Derrick Henry,Pull Front,4,2.5,0,0,2.5,0.625
336,TEN,Derrick Henry,Pull Outside Numbers,9,5.9,0,0,5.9,0.6555555555555556
337,TEN,Derrick Henry,Split Zone,13,3.9000000000000004,0,0,3.9000000000000004,0.30000000000000004
338,TEN,Derrick Henry,Zone,159,70.3,54,0,124.30000000000004,0.7817610062893084
339,BAL,Devin Duvernay,False Pull,2,0.10000000000000003,0,0,0.10000000000000003,0.05000000000000002
340,BAL,Devin Duvernay,Pull Across,5,4.9,0,0,4.9,0.9800000000000001
341,BUF,Devin Singletary,Duo,5,2.8,0,0,2.8,0.5599999999999999
342,BUF,Devin Singletary,False Pull,1,0.4,0,0,0.4,0.4
343,BUF,Devin Singletary,Pass Protection,5,1.6,0,0,1.6,0.32
344,BUF,Devin Singletary,Pull 2,26,14.3,6,0,20.299999999999994,0.7807692307692305
345,BUF,Devin Singletary,Pull Across,37,18.5,18,0,36.5,0.9864864864864865
346,BUF,Devin Singletary,Pull Front,8,4.3999999999999995,0,0,4.3999999999999995,0.5499999999999999
347,BUF,Devin Singletary,Pull Outside Numbers,6,1.1000000000000003,0,0,1.1000000000000003,0.18333333333333338
348,BUF,Devin Singletary,Split Zone,25,16.4,6,0,22.4,0.8959999999999999
349,BUF,Devin Singletary,Wham,4,2.3000000000000003,0,0,2.3000000000000003,0.5750000000000001
350,BUF,Devin Singletary,Zone,97,39.30000000000003,30,0,69.30000000000003,0.7144329896907219
351,PIT,Diontae Johnson,False Pull,1,1.0,0,0,1.0,1.0
352,PIT,Diontae Johnson,Pull Outside Numbers,1,1.1,0,0,1.1,1.1
353,PIT,Diontae Johnson,Split Zone,2,0.7000000000000001,0,0,0.7000000000000001,0.35000000000000003
354,PIT,Diontae Johnson,Zone,1,2.5,0,0,2.5,2.5
355,TEN,Dontrell Hilliard,Duo,7,6.5,6,0,12.5,1.7857142857142858
356,TEN,Dontrell Hilliard,Pass Protection,3,8.4,6,0,14.400000000000002,4.800000000000001
357,TEN,Dontrell Hilliard,Pull Front,4,4.4,0,0,4.4,1.1
358,TEN,Dontrell Hilliard,Pull Outside Numbers,1,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
359,TEN,Dontrell Hilliard,Split Zone,6,3.1,0,0,3.1,0.5166666666666667
360,TEN,Dontrell Hilliard,Zone,35,12.299999999999999,0,-1,11.299999999999999,0.32285714285714284
361,SEA,Drew Lock,Pass Protection,7,4.800000000000001,12,0,16.8,2.4
362,SEA,Drew Lock,Zone,3,0.5,0,-1,-0.49999999999999994,-0.16666666666666666
363,MIA,Durham Smythe,Zone,2,0.30000000000000004,0,0,0.30000000000000004,0.15000000000000002
364,NO,Dwayne Washington,Pull Across,1,0.5,0,0,0.5,0.5
365,NO,Dwayne Washington,Zone,3,1.1,0,0,1.1,0.3666666666666667
366,WAS,Dyami Brown,Split Zone,1,-0.4,0,0,-0.4,-0.4
367,SF,Elijah Mitchell,Duo,4,1.2000000000000002,0,0,1.2000000000000002,0.30000000000000004
368,SF,Elijah Mitchell,False Pull,1,1.4000000000000001,0,0,1.4000000000000001,1.4000000000000001
369,SF,Elijah Mitchell,No Video,1,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
370,SF,Elijah Mitchell,Pull 2,2,-0.1,0,0,-0.1,-0.05
371,SF,Elijah Mitchell,Pull Across,46,16.3,6,0,22.30000000000001,0.48478260869565243
372,SF,Elijah Mitchell,Pull Front,3,-0.30000000000000004,0,0,-0.30000000000000004,-0.10000000000000002
373,SF,Elijah Mitchell,Pull Outside Numbers,4,1.0,0,0,1.0,0.25
374,SF,Elijah Mitchell,Split Zone,56,30.200000000000014,12,0,42.20000000000001,0.7535714285714288
375,SF,Elijah Mitchell,Zone,145,64.80000000000003,18,0,82.80000000000004,0.571034482758621
376,NYJ,Elijah Moore,False Pull,1,1.9000000000000001,6,0,7.9,7.9
377,NYJ,Elijah Moore,Zone,4,3.5,0,0,3.5,0.875
378,ARI,Eno Benjamin,Pass Protection,2,0.2,0,0,0.2,0.1
379,ARI,Eno Benjamin,Pull 2,1,0.8,0,0,0.8,0.8
380,ARI,Eno Benjamin,Pull Across,5,0.8000000000000002,0,0,0.8000000000000002,0.16000000000000003
381,ARI,Eno Benjamin,Split Zone,2,0.2,0,0,0.2,0.1
382,ARI,Eno Benjamin,Zone,28,10.600000000000001,6,0,16.599999999999998,0.5928571428571427
383,CHI,Equanimeous St. Brown,False Pull,1,-1.0,0,0,-1.0,-1.0
384,CHI,Equanimeous St. Brown,Split Zone,1,0.1,0,0,0.1,0.1
385,CHI,Equanimeous St. Brown,Zone,2,2.4000000000000004,0,0,2.4000000000000004,1.2000000000000002
386,JAX,Evan Engram,Zone,1,-0.30000000000000004,0,0,-0.30000000000000004,-0.30000000000000004
387,DAL,Ezekiel Elliott,Duo,31,18.8,6,0,24.800000000000004,0.8000000000000002
388,DAL,Ezekiel Elliott,Pass Protection,6,3.1000000000000005,0,0,3.1000000000000005,0.5166666666666667
389,DAL,Ezekiel Elliott,Pull 2,12,6.300000000000001,12,0,18.3,1.5250000000000001
390,DAL,Ezekiel Elliott,Pull Across,28,9.5,12,0,21.5,0.7678571428571429
391,DAL,Ezekiel Elliott,Pull Front,7,2.4000000000000004,0,0,2.4000000000000004,0.3428571428571429
392,DAL,Ezekiel Elliott,Pull Outside Numbers,10,5.800000000000001,0,0,5.800000000000001,0.5800000000000001
393,DAL,Ezekiel Elliott,Split Zone,13,4.3,6,0,10.3,0.7923076923076924
394,DAL,Ezekiel Elliott,Wham,1,0.1,0,0,0.1,0.1
395,DAL,Ezekiel Elliott,Zone,141,54.39999999999999,24,-1,77.40000000000005,0.5489361702127663
396,ATL,Feleipe Franks,Split Zone,1,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
397,ATL,Feleipe Franks,Zone,2,0.30000000000000004,0,0,0.30000000000000004,0.15000000000000002
398,SEA,Freddie Swain,Pull Across,3,1.6,0,0,1.6,0.5333333333333333
399,SEA,Freddie Swain,Zone,2,1.6,0,0,1.6,0.8
400,LAC,Gabe Nabers,Zone,3,0.8,0,0,0.8,0.26666666666666666
401,PHI,Gardner Minshew,Pass Protection,5,1.9,0,0,1.9,0.38
402,PHI,Gardner Minshew,Zone,4,0.2,0,0,0.2,0.05
403,NYG,Gary Brightwell,Duo,1,0.4,0,0,0.4,0.4
404,SEA,Geno Smith,Pass Protection,3,2.5000000000000004,0,0,2.5000000000000004,0.8333333333333335
405,SEA,Geno Smith,Slide Right,1,1.2000000000000002,0,0,1.2000000000000002,1.2000000000000002
406,SEA,Geno Smith,Zone,5,0.5,6,0,6.5,1.3
407,SF,George Kittle,Pull Across,2,1.4,0,0,1.4,0.7
408,SF,George Kittle,Zone,1,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
409,LAC,Gerald Everett,Zone,3,2.0,0,0,2.0,0.6666666666666666
410,ARI,Greg Dortch,Zone,1,2.4000000000000004,0,0,2.4000000000000004,2.4000000000000004
411,PIT,Gunner Olszewski,Zone,1,0.9,0,0,0.9,0.9
412,LV,Hunter Renfrow,Pull 2,1,-0.4,0,0,-0.4,-0.4
413,LV,Hunter Renfrow,Zone,2,0.7,0,0,0.7,0.35
414,NO,Ian Book,Pass Protection,1,0.2,0,0,0.2,0.2
415,NO,Ian Book,Slide Left,1,0.1,0,0,0.1,0.1
416,NO,Ian Book,Zone,1,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
417,BUF,Isaiah McKenzie,False Pull,4,1.6,0,0,1.6,0.4
418,BUF,Isaiah McKenzie,Pass Protection,1,0.8,0,0,0.8,0.8
419,BUF,Isaiah McKenzie,Pull 2,1,0.1,0,0,0.1,0.1
420,BUF,Isaiah McKenzie,Pull Across,1,0.8,6,0,6.8,6.8
421,BUF,Isaiah McKenzie,Pull Outside Numbers,2,2.6,0,0,2.6,1.3
422,BUF,Isaiah McKenzie,Zone,6,3.3,0,0,3.3,0.5499999999999999
423,WAS,J.D. McKissic,Duo,1,0.2,0,0,0.2,0.2
424,WAS,J.D. McKissic,Pull 2,1,0.5,0,0,0.5,0.5
425,WAS,J.D. McKissic,Pull Across,7,3.3,6,0,9.3,1.3285714285714287
426,WAS,J.D. McKissic,Pull Front,2,0.30000000000000004,0,0,0.30000000000000004,0.15000000000000002
427,WAS,J.D. McKissic,Pull Outside Numbers,2,0.2,0,0,0.2,0.1
428,WAS,J.D. McKissic,Split Zone,7,3.8000000000000003,0,0,3.8000000000000003,0.5428571428571429
429,WAS,J.D. McKissic,Zone,28,12.9,6,0,18.900000000000002,0.675
430,CIN,Ja'Marr Chase,False Pull,1,0.2,0,0,0.2,0.2
431,CIN,Ja'Marr Chase,Pull Outside Numbers,2,1.0,0,0,1.0,0.5
432,CIN,Ja'Marr Chase,Split Zone,1,0.0,0,0,0.0,0.0
433,CIN,Ja'Marr Chase,Zone,9,4.1000000000000005,0,0,4.1000000000000005,0.4555555555555556
434,CLE,Jacoby Brissett,Pass Protection,8,5.1000000000000005,6,0,11.099999999999998,1.3874999999999997
435,CLE,Jacoby Brissett,Pull Across,2,1.0,0,0,1.0,0.5
436,CLE,Jacoby Brissett,Slide Left,1,0.2,0,0,0.2,0.2
437,CLE,Jacoby Brissett,Split Zone,1,0.1,0,0,0.1,0.1
438,CLE,Jacoby Brissett,Zone,7,0.6000000000000001,0,0,0.6000000000000001,0.08571428571428573
439,TB,Jaelon Darden,False Pull,1,1.1,0,0,1.1,1.1
440,NE,Jakobi Meyers,Zone,1,0.9,0,0,0.9,0.9
441,LAC,Jalen Guyton,False Pull,2,0.20000000000000004,0,0,0.20000000000000004,0.10000000000000002
442,LAC,Jalen Guyton,Zone,5,3.2,0,0,3.2,0.64
443,PHI,Jalen Hurts,False Pull,3,0.8,0,0,0.8,0.26666666666666666
444,PHI,Jalen Hurts,Pass Protection,49,41.6,12,0,53.599999999999994,1.093877551020408
445,PHI,Jalen Hurts,Pull 2,12,7.5,0,0,7.5,0.625
446,PHI,Jalen Hurts,Pull Across,7,2.7,0,-1,1.7000000000000004,0.2428571428571429
447,PHI,Jalen Hurts,Pull Front,2,0.8,0,0,0.8,0.4
448,PHI,Jalen Hurts,Screen,1,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
449,PHI,Jalen Hurts,Slide Left,3,0.9,0,0,0.9,0.3
450,PHI,Jalen Hurts,Slide Right,1,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
451,PHI,Jalen Hurts,Split Zone,11,6.200000000000001,0,0,6.200000000000001,0.5636363636363637
452,PHI,Jalen Hurts,Zone,58,22.200000000000006,48,-1,69.19999999999999,1.1931034482758618
453,PHI,Jalen Reagor,Pass Protection,1,0.0,0,0,0.0,0.0
454,PHI,Jalen Reagor,Pull Across,1,0.0,0,0,0.0,0.0
455,PHI,Jalen Reagor,Pull Outside Numbers,2,0.30000000000000004,0,0,0.30000000000000004,0.15000000000000002
456,PHI,Jalen Reagor,Split Zone,2,0.19999999999999996,0,0,0.19999999999999996,0.09999999999999998
457,PHI,Jalen Reagor,Zone,4,2.7,0,0,2.7,0.675
458,DET,Jamaal Williams,Duo,17,4.999999999999999,6,0,10.999999999999998,0.6470588235294117
459,DET,Jamaal Williams,Pass Protection,2,1.2000000000000002,0,0,1.2000000000000002,0.6000000000000001
460,DET,Jamaal Williams,Pull 2,1,-0.30000000000000004,0,0,-0.30000000000000004,-0.30000000000000004
461,DET,Jamaal Williams,Pull Across,36,17.599999999999998,0,0,17.599999999999998,0.4888888888888888
462,DET,Jamaal Williams,Pull Front,4,0.7000000000000001,6,0,6.699999999999999,1.6749999999999998
463,DET,Jamaal Williams,Split Zone,23,8.5,0,0,8.5,0.3695652173913043
464,DET,Jamaal Williams,Zone,70,27.5,6,0,33.50000000000001,0.47857142857142865
465,JAX,Jamal Agnew,Pull 2,1,6.6000000000000005,6,0,12.600000000000001,12.600000000000001
466,JAX,Jamal Agnew,Pull Outside Numbers,1,0.8,0,0,0.8,0.8
467,JAX,Jamal Agnew,Zone,5,3.7,0,0,3.7,0.74
468,NO,Jameis Winston,Pass Protection,17,14.400000000000002,6,0,20.400000000000002,1.2000000000000002
469,NO,Jameis Winston,Pull Across,1,0.1,0,0,0.1,0.1
470,NO,Jameis Winston,Slide Left,1,0.4,0,0,0.4,0.4
471,NO,Jameis Winston,Slide Right,1,1.1,0,0,1.1,1.1
472,NO,Jameis Winston,Zone,12,0.6000000000000001,0,0,0.6000000000000001,0.05000000000000001
473,ARI,James Conner,Duo,10,2.7,0,0,2.7,0.27
474,ARI,James Conner,Pass Protection,7,4.6,0,0,4.6,0.6571428571428571
475,ARI,James Conner,Pull 2,8,2.5,0,0,2.5,0.3125
476,ARI,James Conner,Pull Across,27,10.499999999999998,12,0,22.499999999999996,0.8333333333333331
477,ARI,James Conner,Pull Front,8,1.9000000000000004,6,0,7.899999999999999,0.9874999999999998
478,ARI,James Conner,Pull Outside Numbers,4,2.3000000000000007,0,0,2.3000000000000007,0.5750000000000002
479,ARI,James Conner,Split Zone,24,7.3999999999999995,0,0,7.3999999999999995,0.3083333333333333
480,ARI,James Conner,Zone,118,44.90000000000004,78,0,122.9,1.0415254237288136
481,JAX,James Robinson,Duo,13,5.300000000000001,6,0,11.3,0.8692307692307693
482,JAX,James Robinson,Pass Protection,2,1.5,0,0,1.5,0.75
483,JAX,James Robinson,Pull 2,4,0.7,0,0,0.7,0.175
484,JAX,James Robinson,Pull Across,20,11.700000000000001,0,0,11.700000000000001,0.5850000000000001
485,JAX,James Robinson,Pull Front,7,3.2,12,0,15.200000000000001,2.1714285714285717
486,JAX,James Robinson,Pull Outside Numbers,6,3.3000000000000003,0,0,3.3000000000000003,0.55
487,JAX,James Robinson,Split Zone,22,6.800000000000001,12,-1,17.799999999999997,0.809090909090909
488,JAX,James Robinson,Zone,90,44.2,18,-1,61.19999999999999,0.6799999999999998
489,DAL,James Washington,Zone,2,1.3000000000000003,0,0,1.3000000000000003,0.6500000000000001
490,DET,Jared Goff,Pass Protection,10,5.6000000000000005,0,-1,4.6000000000000005,0.4600000000000001
491,DET,Jared Goff,Pull Across,1,0.1,0,0,0.1,0.1
492,DET,Jared Goff,Slide Left,1,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
493,DET,Jared Goff,Slide Right,1,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
494,DET,Jared Goff,Split Zone,1,1.7000000000000002,0,0,1.7000000000000002,1.7000000000000002
495,DET,Jared Goff,Zone,3,-0.30000000000000004,0,-1,-1.3,-0.43333333333333335
496,NO,Jarvis Landry,Screen,1,0.8,0,0,0.8,0.8
497,NO,Jarvis Landry,Slide Left,1,1.6,6,0,7.6,7.6
498,NO,Jarvis Landry,Zone,4,1.6,6,0,7.6,1.9
499,DET,Jason Cabinda,Zone,3,2.3000000000000003,0,0,2.3000000000000003,0.7666666666666667
500,DEN,Javonte Williams,Duo,20,11.700000000000001,0,0,11.700000000000001,0.5850000000000001
501,DEN,Javonte Williams,False Pull,1,0.5,0,0,0.5,0.5
502,DEN,Javonte Williams,Pull 2,6,6.200000000000001,0,0,6.200000000000001,1.0333333333333334
503,DEN,Javonte Williams,Pull Across,46,21.300000000000004,0,0,21.300000000000004,0.46304347826086967
504,DEN,Javonte Williams,Pull Front,3,2.5,0,0,2.5,0.8333333333333334
505,DEN,Javonte Williams,Pull Outside Numbers,4,1.3,0,0,1.3,0.325
506,DEN,Javonte Williams,Split Zone,33,14.800000000000002,0,0,14.800000000000002,0.44848484848484854
507,DEN,Javonte Williams,Zone,90,32.3,24,-1,55.29999999999998,0.6144444444444442
508,MIA,Jaylen Waddle,False Pull,1,0.1,6,0,6.1,6.1
509,MIA,Jaylen Waddle,Pass Protection,1,0.2,0,0,0.2,0.2
510,NYJ,Jeff Smith,Zone,1,-0.1,0,0,-0.1,-0.1
511,KC,Jerick McKinnon,Duo,4,0.8,0,0,0.8,0.2
512,KC,Jerick McKinnon,Pull 2,6,2.7000000000000006,0,0,2.7000000000000006,0.4500000000000001
513,KC,Jerick McKinnon,Pull Across,8,4.800000000000001,0,0,4.800000000000001,0.6000000000000001
514,KC,Jerick McKinnon,Split Zone,3,0.7000000000000001,0,0,0.7000000000000001,0.23333333333333336
515,KC,Jerick McKinnon,Zone,25,12.200000000000001,0,0,12.200000000000001,0.48800000000000004
516,DEN,Jerry Jeudy,Zone,2,0.30000000000000004,0,0,0.30000000000000004,0.15000000000000002
517,SF,Jimmy Garoppolo,Pass Protection,7,2.5,0,0,2.5,0.35714285714285715
518,SF,Jimmy Garoppolo,Pull Across,1,0.2,0,0,0.2,0.2
519,SF,Jimmy Garoppolo,Zone,32,2.8000000000000003,18,-1,19.799999999999994,0.6187499999999998
520,CIN,Joe Burrow,Pass Protection,25,14.500000000000002,12,0,26.499999999999996,1.0599999999999998
521,CIN,Joe Burrow,Pull Across,1,0.0,0,0,0.0,0.0
522,CIN,Joe Burrow,Slide Left,1,0.5,0,0,0.5,0.5
523,CIN,Joe Burrow,Slide Right,1,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
524,CIN,Joe Burrow,Zone,23,-0.4,0,0,-0.4,-0.017391304347826087
525,NYJ,Joe Flacco,Pass Protection,1,0.1,0,0,0.1,0.1
526,NYJ,Joe Flacco,Zone,1,0.2,0,0,0.2,0.2
527,CIN,Joe Mixon,Blitz Coverage,1,0.2,0,0,0.2,0.2
528,CIN,Joe Mixon,Duo,48,20.000000000000004,6,0,26.000000000000004,0.5416666666666667
529,CIN,Joe Mixon,Pass Protection,9,6.1000000000000005,0,0,6.1000000000000005,0.6777777777777778
530,CIN,Joe Mixon,Pull 2,6,3.6000000000000005,0,0,3.6000000000000005,0.6000000000000001
531,CIN,Joe Mixon,Pull Across,13,4.3999999999999995,0,0,4.3999999999999995,0.3384615384615384
532,CIN,Joe Mixon,Pull Front,8,3.1000000000000005,0,0,3.1000000000000005,0.38750000000000007
533,CIN,Joe Mixon,Pull Outside Numbers,25,9.6,6,0,15.6,0.624
534,CIN,Joe Mixon,Split Zone,47,16.000000000000004,6,0,22.000000000000007,0.4680851063829789
535,CIN,Joe Mixon,Zone,202,85.0,66,-1,149.99999999999991,0.7425742574257421
536,LAR,John Wolford,Zone,2,-0.1,0,0,-0.1,-0.05
537,IND,Jonathan Taylor,Duo,24,9.0,0,0,9.0,0.375
538,IND,Jonathan Taylor,False Pull,2,2.7,0,0,2.7,1.35
539,IND,Jonathan Taylor,Pull 2,3,1.0,0,0,1.0,0.3333333333333333
540,IND,Jonathan Taylor,Pull Across,20,5.500000000000001,6,0,11.500000000000002,0.5750000000000001
541,IND,Jonathan Taylor,Pull Front,3,3.2,0,0,3.2,1.0666666666666667
542,IND,Jonathan Taylor,Pull Outside Numbers,7,2.9000000000000004,0,0,2.9000000000000004,0.4142857142857143
543,IND,Jonathan Taylor,Screen,1,3.8000000000000003,0,0,3.8000000000000003,3.8000000000000003
544,IND,Jonathan Taylor,Split Zone,54,35.800000000000004,0,-1,34.800000000000004,0.6444444444444445
545,IND,Jonathan Taylor,Wham,13,14.600000000000001,12,0,26.599999999999998,2.046153846153846
546,IND,Jonathan Taylor,Zone,205,105.69999999999999,90,-1,194.70000000000007,0.949756097560976
547,NE,Jonnu Smith,Pull Across,1,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
548,NE,Jonnu Smith,Pull Front,1,-0.1,0,0,-0.1,-0.1
549,NE,Jonnu Smith,Pull Outside Numbers,3,2.0,0,0,2.0,0.6666666666666666
550,NE,Jonnu Smith,Zone,4,2.4,0,0,2.4,0.6
551,NYG,Jordan Akins,Zone,1,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
552,GB,Jordan Love,Pass Protection,6,3.3000000000000003,0,0,3.3000000000000003,0.55
553,GB,Jordan Love,Zone,6,-0.6,0,0,-0.6,-0.09999999999999999
554,BUF,Josh Allen,False Pull,4,2.0,0,0,2.0,0.5
555,BUF,Josh Allen,Pass Protection,48,43.2,6,0,49.20000000000001,1.0250000000000001
556,BUF,Josh Allen,Pull 2,17,9.3,18,0,27.299999999999997,1.6058823529411763
557,BUF,Josh Allen,Pull Across,7,3.7000000000000006,6,0,9.700000000000001,1.385714285714286
558,BUF,Josh Allen,Pull Front,1,0.8,0,0,0.8,0.8
559,BUF,Josh Allen,Pull Outside Numbers,11,11.700000000000001,6,0,17.700000000000003,1.6090909090909093
560,BUF,Josh Allen,Slide Left,2,1.4000000000000001,0,0,1.4000000000000001,0.7000000000000001
561,BUF,Josh Allen,Slide Right,3,5.1000000000000005,0,0,5.1000000000000005,1.7000000000000002
562,BUF,Josh Allen,Split Zone,3,0.7,0,0,0.7,0.2333333333333333
563,BUF,Josh Allen,Wham,2,1.1,0,0,1.1,0.55
564,BUF,Josh Allen,Zone,41,10.800000000000006,0,-2,8.800000000000002,0.21463414634146347
565,LV,Josh Jacobs,Duo,13,3.3000000000000007,6,0,9.299999999999997,0.7153846153846152
566,LV,Josh Jacobs,Pass Protection,2,0.0,0,-1,-0.9999999999999999,-0.49999999999999994
567,LV,Josh Jacobs,Pull 2,9,2.5999999999999996,6,0,8.600000000000001,0.9555555555555557
568,LV,Josh Jacobs,Pull Across,23,8.4,0,0,8.4,0.3652173913043478
569,LV,Josh Jacobs,Pull Front,4,1.2000000000000002,0,0,1.2000000000000002,0.30000000000000004
570,LV,Josh Jacobs,Pull Outside Numbers,3,0.4,0,0,0.4,0.13333333333333333
571,LV,Josh Jacobs,Split Zone,49,27.200000000000003,12,0,39.20000000000001,0.8000000000000002
572,LV,Josh Jacobs,Wham,1,0.2,0,0,0.2,0.2
573,LV,Josh Jacobs,Zone,126,52.20000000000002,30,-1,81.20000000000002,0.6444444444444446
574,DEN,Josh Johnson,Pass Protection,3,0.9,0,0,0.9,0.3
575,DEN,Josh Johnson,Slide Left,1,0.4,0,0,0.4,0.4
576,DEN,Josh Johnson,Slide Right,1,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
577,DEN,Josh Johnson,Split Zone,1,-0.2,0,0,-0.2,-0.2
578,DEN,Josh Johnson,Zone,3,0.0,0,0,0.0,0.0
579,LAC,Joshua Kelley,Duo,4,2.5,0,0,2.5,0.625
580,LAC,Joshua Kelley,Pass Protection,2,1.4000000000000001,0,0,1.4000000000000001,0.7000000000000001
581,LAC,Joshua Kelley,Pull Across,2,0.7000000000000001,0,-1,-0.29999999999999993,-0.14999999999999997
582,LAC,Joshua Kelley,Pull Outside Numbers,3,0.20000000000000004,0,0,0.20000000000000004,0.06666666666666668
583,LAC,Joshua Kelley,Split Zone,5,2.4,0,0,2.4,0.48
584,LAC,Joshua Kelley,Zone,17,4.5,0,0,4.5,0.2647058823529412
585,KC,JuJu Smith-Schuster,Zone,3,0.9000000000000001,6,0,6.8999999999999995,2.3
586,CHI,Justin Fields,Pass Protection,33,26.900000000000006,0,0,26.900000000000006,0.8151515151515153
587,CHI,Justin Fields,Pull 2,1,0.0,0,0,0.0,0.0
588,CHI,Justin Fields,Pull Outside Numbers,1,0.1,0,0,0.1,0.1
589,CHI,Justin Fields,Screen,1,0.1,0,0,0.1,0.1
590,CHI,Justin Fields,Slide Left,8,6.9,6,0,12.9,1.6125
591,CHI,Justin Fields,Slide Right,5,3.1,0,0,3.1,0.62
592,CHI,Justin Fields,Split Zone,7,1.7000000000000002,0,-1,0.7000000000000003,0.10000000000000005
593,CHI,Justin Fields,Zone,16,3.3,6,0,9.300000000000002,0.5812500000000002
594,LAC,Justin Herbert,Pass Protection,32,25.50000000000001,18,0,43.500000000000014,1.3593750000000004
595,LAC,Justin Herbert,Pull 2,1,0.1,0,0,0.1,0.1
596,LAC,Justin Herbert,Pull Across,1,0.8,0,0,0.8,0.8
597,LAC,Justin Herbert,Screen,1,0.4,0,0,0.4,0.4
598,LAC,Justin Herbert,Slide Left,2,1.0,0,0,1.0,0.5
599,LAC,Justin Herbert,Split Zone,2,0.4,0,0,0.4,0.2
600,LAC,Justin Herbert,Zone,24,1.9999999999999996,0,0,1.9999999999999996,0.08333333333333331
601,MIN,Justin Jefferson,Pull Across,1,-0.4,0,0,-0.4,-0.4
602,MIN,Justin Jefferson,Screen,1,-0.4,0,0,-0.4,-0.4
603,MIN,Justin Jefferson,Zone,4,2.2,0,0,2.2,0.55
604,MIN,K.J. Osborn,Zone,1,1.0,0,0,1.0,1.0
605,NYG,Kadarius Toney,Pass Protection,1,0.1,0,0,0.1,0.1
606,NYG,Kadarius Toney,Pull 2,1,0.7000000000000001,0,0,0.7000000000000001,0.7000000000000001
607,NYG,Kadarius Toney,Pull Across,1,-0.2,0,0,-0.2,-0.2
608,DET,Kalif Raymond,False Pull,2,2.2,0,0,2.2,1.1
609,DET,Kalif Raymond,Zone,2,0.6,0,0,0.6,0.3
610,CLE,Kareem Hunt,Duo,1,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
611,CLE,Kareem Hunt,Pass Protection,6,7.000000000000001,0,0,7.000000000000001,1.1666666666666667
