,nickName,CoverageType_descr,dropBack,FP_yards,FP_TD,FP_intercept,FP_total,FP/DB,plays,totalPlays,freq
44,Bills,Cover 6,10,2.84,0,0,2.84,0.284,10,523,0.019120458891013385
45,Bills,Man Cover 2,44,10.520000000000001,4,-2,12.520000000000001,0.2845454545454546,44,523,0.0841300191204589
46,Bills,No Video,5,1.64,0,0,1.64,0.32799999999999996,5,523,0.009560229445506692
47,Bills,Other,3,1.04,0,0,1.04,0.3466666666666667,3,523,0.0057361376673040155
48,Bills,Prevent,2,1.76,0,0,1.76,0.88,2,523,0.0038240917782026767
49,Bills,Screen,32,8.879999999999999,4,0,12.879999999999999,0.40249999999999997,32,523,0.06118546845124283
50,Bills,Tampa 2,12,1.6400000000000001,0,-2,-0.3599999999999999,-0.02999999999999999,12,523,0.022944550669216062
51,Broncos,Combination,5,0.44,0,0,0.44,0.088,5,500,0.01
52,Broncos,Cover 0,13,2.72,4,0,6.720000000000001,0.5169230769230769,13,500,0.026
53,Broncos,Cover 1,183,46.63999999999999,24,-2,68.64,0.37508196721311476,183,500,0.366
54,Broncos,Cover 2,38,9.6,0,-2,7.600000000000002,0.20000000000000007,38,500,0.076
55,Broncos,Cover 3,95,22.000000000000004,8,-3,27.000000000000004,0.2842105263157895,95,500,0.19
56,Broncos,Cover 4,79,21.159999999999993,12,-1,32.16,0.40708860759493665,79,500,0.158
57,Broncos,Cover 6,37,10.720000000000004,0,-1,9.720000000000002,0.2627027027027028,37,500,0.074
58,Broncos,Man Cover 2,26,8.320000000000002,4,0,12.320000000000002,0.4738461538461539,26,500,0.052
59,Broncos,No Video,1,0.68,0,0,0.68,0.68,1,500,0.002
60,Broncos,Prevent,6,1.72,0,-2,-0.28,-0.04666666666666667,6,500,0.012
61,Broncos,Screen,17,2.84,0,0,2.84,0.16705882352941176,17,500,0.034
62,Browns,Cover 0,9,2.44,4,0,6.44,0.7155555555555556,9,441,0.02040816326530612
63,Browns,Cover 1,96,19.359999999999996,20,-4,35.36,0.36833333333333335,96,441,0.21768707482993196
64,Browns,Cover 2,30,6.160000000000002,0,-1,5.160000000000001,0.17200000000000004,30,441,0.06802721088435375
65,Browns,Cover 3,106,27.199999999999992,8,-4,31.199999999999992,0.29433962264150937,106,441,0.24036281179138322
66,Browns,Cover 4,116,29.439999999999994,16,-3,42.440000000000005,0.36586206896551726,116,441,0.26303854875283444
67,Browns,Cover 6,19,7.880000000000001,4,-2,9.879999999999999,0.5199999999999999,19,441,0.04308390022675737
68,Browns,Man Cover 2,28,5.319999999999999,0,-1,4.32,0.1542857142857143,28,441,0.06349206349206349
69,Browns,No Video,2,0.88,0,0,0.88,0.44,2,441,0.0045351473922902496
70,Browns,Other,1,0.0,0,0,0.0,0.0,1,441,0.0022675736961451248
71,Browns,Prevent,4,1.2,0,0,1.2,0.3,4,441,0.009070294784580499
72,Browns,Screen,28,7.080000000000003,8,0,15.079999999999998,0.5385714285714285,28,441,0.06349206349206349
73,Browns,Tampa 2,2,0.28,0,0,0.28,0.14,2,441,0.0045351473922902496
74,Buccaneers,Combination,1,0.8,0,0,0.8,0.8,1,669,0.0014947683109118087
75,Buccaneers,Cover 0,18,5.3999999999999995,8,0,13.4,0.7444444444444445,18,669,0.026905829596412557
76,Buccaneers,Cover 1,104,23.239999999999995,16,-2,37.23999999999999,0.35807692307692296,104,669,0.1554559043348281
77,Buccaneers,Cover 2,69,20.159999999999993,8,-2,26.159999999999997,0.37913043478260866,69,669,0.1031390134529148
78,Buccaneers,Cover 3,240,60.91999999999999,24,-6,78.91999999999999,0.32883333333333326,240,669,0.35874439461883406
79,Buccaneers,Cover 4,105,23.48,4,-3,24.479999999999997,0.23314285714285712,105,669,0.15695067264573992
80,Buccaneers,Cover 6,11,2.5600000000000005,0,0,2.5600000000000005,0.23272727272727278,11,669,0.016442451420029897
81,Buccaneers,Man Cover 2,50,13.08,0,-2,11.08,0.2216,50,669,0.07473841554559044
82,Buccaneers,No Video,15,2.6,0,0,2.6,0.17333333333333334,15,669,0.02242152466367713
83,Buccaneers,Prevent,6,1.12,0,-1,0.12,0.02,6,669,0.008968609865470852
84,Buccaneers,Screen,41,9.280000000000001,0,0,9.280000000000001,0.22634146341463418,41,669,0.061285500747384154
85,Buccaneers,Tampa 2,9,2.16,0,0,2.16,0.24000000000000002,9,669,0.013452914798206279
86,Cardinals,Cover 0,28,2.88,8,-1,9.879999999999999,0.3528571428571428,28,513,0.05458089668615984
87,Cardinals,Cover 1,94,23.239999999999995,24,-1,46.24000000000001,0.4919148936170214,94,513,0.18323586744639375
88,Cardinals,Cover 2,33,10.160000000000002,4,0,14.160000000000002,0.42909090909090913,33,513,0.06432748538011696
89,Cardinals,Cover 3,158,49.080000000000005,24,-2,71.08,0.44987341772151895,158,513,0.3079922027290448
90,Cardinals,Cover 4,87,21.839999999999993,8,-3,26.83999999999999,0.30850574712643664,87,513,0.1695906432748538
91,Cardinals,Cover 6,13,2.6799999999999997,0,-1,1.6800000000000002,0.12923076923076923,13,513,0.025341130604288498
92,Cardinals,Man Cover 2,38,10.960000000000003,4,-1,13.959999999999999,0.36736842105263157,38,513,0.07407407407407407
93,Cardinals,No Video,3,0.0,0,0,0.0,0.0,3,513,0.005847953216374269
94,Cardinals,Other,3,2.6399999999999997,0,0,2.6399999999999997,0.8799999999999999,3,513,0.005847953216374269
95,Cardinals,Prevent,2,2.2800000000000002,4,0,6.28,3.14,2,513,0.003898635477582846
96,Cardinals,Screen,37,7.080000000000002,0,0,7.080000000000002,0.1913513513513514,37,513,0.07212475633528265
97,Cardinals,Tampa 2,17,2.48,0,-2,0.48000000000000015,0.028235294117647067,17,513,0.03313840155945419
98,Chargers,Combination,1,0.0,0,0,0.0,0.0,1,435,0.0022988505747126436
99,Chargers,Cover 0,3,0.0,4,0,4.0,1.3333333333333333,3,435,0.006896551724137931
100,Chargers,Cover 1,86,24.240000000000002,12,0,36.24,0.4213953488372093,86,435,0.19770114942528735
101,Chargers,Cover 2,35,8.6,0,-1,7.6000000000000005,0.21714285714285717,35,435,0.08045977011494253
102,Chargers,Cover 3,153,44.999999999999986,20,-3,61.999999999999986,0.40522875816993453,153,435,0.35172413793103446
103,Chargers,Cover 4,75,23.52,4,-4,23.52,0.3136,75,435,0.1724137931034483
104,Chargers,Cover 6,20,9.96,4,0,13.96,0.6980000000000001,20,435,0.04597701149425287
105,Chargers,Man Cover 2,34,6.480000000000001,0,-1,5.480000000000001,0.16117647058823534,34,435,0.07816091954022988
106,Chargers,Prevent,4,2.16,0,0,2.16,0.54,4,435,0.009195402298850575
107,Chargers,Screen,22,5.840000000000001,8,0,13.840000000000003,0.6290909090909093,22,435,0.05057471264367816
108,Chargers,Tampa 2,2,0.88,0,0,0.88,0.44,2,435,0.004597701149425287
109,Chiefs,Combination,1,1.12,0,0,1.12,1.12,1,583,0.0017152658662092624
110,Chiefs,Cover 0,33,6.3999999999999995,8,0,14.399999999999999,0.43636363636363634,33,583,0.05660377358490566
111,Chiefs,Cover 1,149,32.59999999999999,24,-3,53.60000000000001,0.35973154362416115,149,583,0.2555746140651801
112,Chiefs,Cover 2,121,41.679999999999986,12,-4,49.67999999999999,0.41057851239669413,121,583,0.20754716981132076
113,Chiefs,Cover 3,132,39.399999999999984,40,-5,74.40000000000002,0.5636363636363638,132,583,0.22641509433962265
114,Chiefs,Cover 4,41,16.719999999999995,0,-2,14.719999999999999,0.3590243902439024,41,583,0.07032590051457976
115,Chiefs,Cover 6,30,9.8,4,-1,12.8,0.4266666666666667,30,583,0.051457975986277875
116,Chiefs,Man Cover 2,31,5.96,4,0,9.96,0.3212903225806452,31,583,0.05317324185248713
117,Chiefs,No Video,6,2.4000000000000004,0,0,2.4000000000000004,0.4000000000000001,6,583,0.010291595197255575
118,Chiefs,Prevent,3,1.36,0,0,1.36,0.45333333333333337,3,583,0.005145797598627788
119,Chiefs,Screen,35,11.640000000000004,4,0,15.640000000000004,0.44685714285714295,35,583,0.060034305317324184
120,Chiefs,Tampa 2,1,0.0,0,0,0.0,0.0,1,583,0.0017152658662092624
121,Colts,Cover 0,4,3.8800000000000003,12,0,15.879999999999999,3.9699999999999998,4,539,0.0074211502782931356
122,Colts,Cover 1,123,24.04,12,-5,31.040000000000006,0.25235772357723585,123,539,0.22820037105751392
123,Colts,Cover 2,75,22.519999999999996,4,-3,23.52,0.3136,75,539,0.1391465677179963
124,Colts,Cover 3,138,42.71999999999998,28,-5,65.71999999999997,0.4762318840579708,138,539,0.2560296846011132
125,Colts,Cover 4,105,30.039999999999992,0,-3,27.039999999999996,0.2575238095238095,105,539,0.19480519480519481
126,Colts,Cover 6,16,4.96,8,0,12.96,0.81,16,539,0.029684601113172542
127,Colts,Man Cover 2,31,3.84,4,-2,5.84,0.18838709677419355,31,539,0.0575139146567718
128,Colts,No Video,3,4.32,4,0,8.32,2.7733333333333334,3,539,0.0055658627087198514
129,Colts,Other,1,0.0,0,0,0.0,0.0,1,539,0.0018552875695732839
130,Colts,Prevent,5,1.48,0,0,1.48,0.296,5,539,0.00927643784786642
131,Colts,Screen,27,2.4000000000000004,0,0,2.4000000000000004,0.0888888888888889,27,539,0.05009276437847866
132,Colts,Tampa 2,11,3.4000000000000004,0,0,3.4000000000000004,0.30909090909090914,11,539,0.02040816326530612
133,Cowboys,Combination,3,0.28,0,0,0.28,0.09333333333333334,3,508,0.005905511811023622
134,Cowboys,Cover 0,10,2.88,4,0,6.880000000000002,0.6880000000000002,10,508,0.01968503937007874
135,Cowboys,Cover 1,182,49.15999999999999,24,-7,66.16,0.3635164835164835,182,508,0.35826771653543305
136,Cowboys,Cover 2,30,7.6400000000000015,0,-2,5.640000000000001,0.18800000000000003,30,508,0.05905511811023622
137,Cowboys,Cover 3,119,42.91999999999999,20,-6,56.92,0.4783193277310924,119,508,0.234251968503937
138,Cowboys,Cover 4,58,11.959999999999999,4,-3,12.959999999999999,0.22344827586206895,58,508,0.1141732283464567
139,Cowboys,Cover 6,5,1.08,0,-1,0.08000000000000007,0.016000000000000014,5,508,0.00984251968503937
140,Cowboys,Man Cover 2,23,4.4,4,-1,7.400000000000001,0.32173913043478264,23,508,0.045275590551181105
141,Cowboys,No Video,12,2.64,0,0,2.64,0.22,12,508,0.023622047244094488
142,Cowboys,Prevent,5,0.0,0,-1,-1.0,-0.2,5,508,0.00984251968503937
143,Cowboys,Screen,29,6.640000000000001,8,-1,13.639999999999999,0.4703448275862069,29,508,0.05708661417322835
144,Cowboys,Tampa 2,32,9.32,0,0,9.32,0.29125,32,508,0.06299212598425197
145,Dolphins,Combination,1,0.4,0,0,0.4,0.4,1,489,0.002044989775051125
146,Dolphins,Cover 0,23,6.880000000000001,0,-1,5.88,0.25565217391304346,23,489,0.04703476482617587
147,Dolphins,Cover 1,128,43.08,20,-2,61.08,0.4771875,128,489,0.261758691206544
148,Dolphins,Cover 2,37,10.840000000000002,4,-1,13.839999999999998,0.374054054054054,37,489,0.07566462167689161
149,Dolphins,Cover 3,157,43.64000000000002,4,-2,45.64000000000002,0.2907006369426753,157,489,0.3210633946830266
150,Dolphins,Cover 4,53,11.440000000000001,0,-1,10.440000000000001,0.19698113207547172,53,489,0.1083844580777096
151,Dolphins,Cover 6,1,0.0,0,0,0.0,0.0,1,489,0.002044989775051125
152,Dolphins,Man Cover 2,28,7.12,12,-2,17.119999999999997,0.6114285714285713,28,489,0.05725971370143149
153,Dolphins,No Video,4,0.36,0,0,0.36,0.09,4,489,0.0081799591002045
154,Dolphins,Other,2,0.44,0,0,0.44,0.22,2,489,0.00408997955010225
155,Dolphins,Prevent,8,3.1199999999999997,0,0,3.1199999999999997,0.38999999999999996,8,489,0.016359918200409
156,Dolphins,Screen,39,6.280000000000001,0,0,6.280000000000001,0.16102564102564104,39,489,0.07975460122699386
157,Dolphins,Tampa 2,8,1.84,0,0,1.84,0.23,8,489,0.016359918200409
158,Eagles,Combination,5,1.68,0,0,1.68,0.33599999999999997,5,492,0.01016260162601626
159,Eagles,Cover 0,7,1.44,0,0,1.44,0.2057142857142857,7,492,0.014227642276422764
160,Eagles,Cover 1,92,22.119999999999994,8,-1,29.119999999999987,0.31652173913043463,92,492,0.18699186991869918
161,Eagles,Cover 2,93,28.439999999999984,12,-2,38.43999999999999,0.4133333333333332,93,492,0.18902439024390244
162,Eagles,Cover 3,117,37.55999999999998,24,-4,57.55999999999999,0.49196581196581185,117,492,0.23780487804878048
163,Eagles,Cover 4,101,26.119999999999987,4,-3,27.119999999999994,0.2685148514851485,101,492,0.20528455284552846
164,Eagles,Cover 6,14,4.920000000000001,4,0,8.92,0.6371428571428571,14,492,0.028455284552845527
165,Eagles,Man Cover 2,14,3.84,0,-1,2.84,0.20285714285714285,14,492,0.028455284552845527
166,Eagles,No Video,5,0.48000000000000004,0,0,0.48000000000000004,0.096,5,492,0.01016260162601626
167,Eagles,Prevent,2,0.44,0,0,0.44,0.22,2,492,0.0040650406504065045
168,Eagles,Screen,36,7.32,0,0,7.32,0.20333333333333334,36,492,0.07317073170731707
169,Eagles,Tampa 2,6,2.68,4,0,6.680000000000001,1.1133333333333335,6,492,0.012195121951219513
170,Falcons,Combination,4,1.44,4,0,5.44,1.36,4,458,0.008733624454148471
171,Falcons,Cover 0,11,0.8800000000000001,4,0,4.88,0.4436363636363636,11,458,0.024017467248908297
172,Falcons,Cover 1,115,27.24,40,-3,64.24,0.5586086956521739,115,458,0.25109170305676853
173,Falcons,Cover 2,92,28.719999999999988,8,-2,34.72,0.3773913043478261,92,458,0.20087336244541484
174,Falcons,Cover 3,120,37.68,0,-3,34.67999999999999,0.2889999999999999,120,458,0.26200873362445415
175,Falcons,Cover 4,34,10.640000000000002,0,0,10.640000000000002,0.3129411764705883,34,458,0.07423580786026202
176,Falcons,Cover 6,2,0.64,0,0,0.64,0.32,2,458,0.004366812227074236
177,Falcons,Man Cover 2,15,4.8,8,0,12.8,0.8533333333333334,15,458,0.03275109170305677
178,Falcons,No Video,4,0.6,0,0,0.6,0.15,4,458,0.008733624454148471
179,Falcons,Prevent,2,0.0,0,0,0.0,0.0,2,458,0.004366812227074236
180,Falcons,Screen,30,6.800000000000001,0,0,6.800000000000001,0.22666666666666668,30,458,0.06550218340611354
181,Falcons,Tampa 2,29,13.040000000000003,4,0,17.040000000000003,0.5875862068965518,29,458,0.06331877729257641
182,Football Team,Combination,1,0.0,0,0,0.0,0.0,1,475,0.002105263157894737
183,Football Team,Cover 0,6,1.92,0,0,1.92,0.32,6,475,0.01263157894736842
184,Football Team,Cover 1,112,37.000000000000014,28,-1,64.0,0.5714285714285714,112,475,0.23578947368421052
185,Football Team,Cover 2,67,22.72,8,-1,29.720000000000002,0.4435820895522388,67,475,0.14105263157894737
186,Football Team,Cover 3,127,40.80000000000001,12,-2,50.80000000000001,0.4000000000000001,127,475,0.2673684210526316
187,Football Team,Cover 4,97,33.99999999999999,8,-1,40.99999999999999,0.42268041237113396,97,475,0.20421052631578948
188,Football Team,Cover 6,14,3.32,0,0,3.32,0.23714285714285713,14,475,0.029473684210526315
189,Football Team,Man Cover 2,16,2.6399999999999997,4,0,6.640000000000001,0.41500000000000004,16,475,0.03368421052631579
190,Football Team,Other,2,1.08,4,0,5.08,2.54,2,475,0.004210526315789474
191,Football Team,Prevent,6,1.6,0,0,1.6,0.26666666666666666,6,475,0.01263157894736842
192,Football Team,Screen,22,5.400000000000001,0,0,5.400000000000001,0.2454545454545455,22,475,0.04631578947368421
193,Football Team,Tampa 2,5,1.24,0,0,1.24,0.248,5,475,0.010526315789473684
194,Giants,Cover 0,5,0.0,0,-1,-1.0,-0.2,5,495,0.010101010101010102
195,Giants,Cover 1,74,25.72,28,-2,51.72000000000002,0.6989189189189192,74,495,0.1494949494949495
196,Giants,Cover 2,41,11.0,4,-1,14.0,0.34146341463414637,41,495,0.08282828282828283
197,Giants,Cover 3,146,40.24,8,-6,42.240000000000016,0.2893150684931508,146,495,0.29494949494949496
198,Giants,Cover 4,120,33.839999999999996,8,-2,39.84,0.332,120,495,0.24242424242424243
199,Giants,Cover 6,19,3.24,0,0,3.24,0.1705263157894737,19,495,0.03838383838383838
200,Giants,Man Cover 2,40,5.880000000000001,0,0,5.880000000000001,0.14700000000000002,40,495,0.08080808080808081
201,Giants,No Video,4,0.2,0,0,0.2,0.05,4,495,0.00808080808080808
202,Giants,Other,1,0.88,0,0,0.88,0.88,1,495,0.00202020202020202
203,Giants,Prevent,4,0.0,0,-1,-1.0,-0.25,4,495,0.00808080808080808
204,Giants,Screen,35,7.720000000000002,4,0,11.72,0.33485714285714285,35,495,0.0707070707070707
205,Giants,Tampa 2,6,0.92,0,0,0.92,0.15333333333333335,6,495,0.012121212121212121
206,Jaguars,Cover 0,11,3.04,4,0,7.040000000000001,0.6400000000000001,11,481,0.02286902286902287
207,Jaguars,Cover 1,123,33.760000000000005,32,-1,64.75999999999999,0.5265040650406503,123,481,0.25571725571725573
208,Jaguars,Cover 2,62,17.279999999999998,0,-1,16.28,0.2625806451612903,62,481,0.1288981288981289
209,Jaguars,Cover 3,132,41.239999999999995,4,-1,44.24,0.33515151515151514,132,481,0.27442827442827444
210,Jaguars,Cover 4,64,20.96,0,-3,17.96,0.280625,64,481,0.13305613305613306
211,Jaguars,Cover 6,4,0.76,0,0,0.76,0.19,4,481,0.008316008316008316
212,Jaguars,Man Cover 2,18,5.720000000000001,0,0,5.720000000000001,0.3177777777777778,18,481,0.037422037422037424
213,Jaguars,No Video,2,0.6000000000000001,0,0,0.6000000000000001,0.30000000000000004,2,481,0.004158004158004158
214,Jaguars,Prevent,3,1.52,0,0,1.52,0.5066666666666667,3,481,0.006237006237006237
215,Jaguars,Screen,22,7.16,0,0,7.16,0.32545454545454544,22,481,0.04573804573804574
216,Jaguars,Tampa 2,40,6.080000000000002,0,-1,5.080000000000001,0.12700000000000003,40,481,0.08316008316008316
217,Jets,Combination,2,0.8400000000000001,0,0,0.8400000000000001,0.42000000000000004,2,496,0.004032258064516129
218,Jets,Cover 0,5,1.92,12,0,13.920000000000002,2.7840000000000003,5,496,0.010080645161290322
219,Jets,Cover 1,174,48.84,20,-2,66.84,0.3841379310344828,174,496,0.35080645161290325
220,Jets,Cover 2,23,6.0,0,-1,5.0,0.21739130434782608,23,496,0.046370967741935484
221,Jets,Cover 3,128,38.68,24,-1,61.679999999999986,0.4818749999999999,128,496,0.25806451612903225
222,Jets,Cover 4,93,33.12,12,0,45.12,0.4851612903225806,93,496,0.1875
223,Jets,Cover 6,34,10.079999999999998,4,0,14.08,0.41411764705882353,34,496,0.06854838709677419
224,Jets,Man Cover 2,7,1.56,0,0,1.56,0.22285714285714286,7,496,0.014112903225806451
225,Jets,Prevent,2,0.2,0,0,0.2,0.1,2,496,0.004032258064516129
226,Jets,Screen,28,6.44,4,-1,9.44,0.33714285714285713,28,496,0.056451612903225805
227,Lions,Combination,7,1.44,0,0,1.44,0.2057142857142857,7,474,0.014767932489451477
228,Lions,Cover 0,14,2.48,8,0,10.48,0.7485714285714286,14,474,0.029535864978902954
229,Lions,Cover 1,113,39.12,24,-3,60.12,0.5320353982300885,113,474,0.23839662447257384
230,Lions,Cover 2,63,15.799999999999995,0,-1,14.799999999999995,0.23492063492063484,63,474,0.13291139240506328
231,Lions,Cover 3,103,37.199999999999996,8,-3,42.199999999999996,0.40970873786407763,103,474,0.21729957805907174
232,Lions,Cover 4,71,22.76,4,-3,23.76,0.3346478873239437,71,474,0.14978902953586498
233,Lions,Cover 6,18,3.84,0,0,3.84,0.21333333333333332,18,474,0.0379746835443038
234,Lions,Man Cover 2,30,9.240000000000002,4,0,13.240000000000002,0.4413333333333334,30,474,0.06329113924050633
235,Lions,Other,2,0.0,0,0,0.0,0.0,2,474,0.004219409282700422
236,Lions,Prevent,6,0.64,0,0,0.64,0.10666666666666667,6,474,0.012658227848101266
237,Lions,Screen,33,8.48,8,0,16.479999999999997,0.4993939393939393,33,474,0.06962025316455696
238,Lions,Tampa 2,14,4.28,4,0,8.280000000000001,0.5914285714285715,14,474,0.029535864978902954
239,Packers,Combination,2,0.76,0,-1,-0.24,-0.12,2,533,0.00375234521575985
240,Packers,Cover 0,6,2.6,12,-1,13.6,2.2666666666666666,6,533,0.01125703564727955
241,Packers,Cover 1,118,24.839999999999993,24,-2,46.840000000000025,0.3969491525423731,118,533,0.22138836772983114
242,Packers,Cover 2,28,8.96,4,-1,11.959999999999997,0.42714285714285705,28,533,0.0525328330206379
243,Packers,Cover 3,119,33.56,4,-2,35.55999999999999,0.2988235294117646,119,533,0.22326454033771106
244,Packers,Cover 4,138,31.84,8,-4,35.83999999999998,0.2597101449275361,138,533,0.2589118198874296
245,Packers,Cover 6,28,8.679999999999998,4,-2,10.679999999999996,0.3814285714285713,28,533,0.0525328330206379
246,Packers,Man Cover 2,55,12.840000000000003,0,-2,10.840000000000003,0.19709090909090915,55,533,0.10318949343339587
247,Packers,No Video,3,0.84,0,0,0.84,0.27999999999999997,3,533,0.005628517823639775
248,Packers,Other,4,0.8,0,0,0.8,0.2,4,533,0.0075046904315197
249,Packers,Prevent,6,1.8,0,-1,0.8,0.13333333333333333,6,533,0.01125703564727955
250,Packers,Screen,24,6.960000000000001,8,0,14.96,0.6233333333333334,24,533,0.0450281425891182
251,Packers,Tampa 2,2,1.1600000000000001,0,0,1.1600000000000001,0.5800000000000001,2,533,0.00375234521575985
252,Panthers,Combination,3,1.3199999999999998,4,0,5.32,1.7733333333333334,3,436,0.006880733944954129
253,Panthers,Cover 0,7,2.24,0,0,2.24,0.32,7,436,0.016055045871559634
254,Panthers,Cover 1,125,27.88,16,-2,41.88,0.33504,125,436,0.286697247706422
255,Panthers,Cover 2,46,12.799999999999997,4,-2,14.799999999999992,0.3217391304347824,46,436,0.10550458715596331
256,Panthers,Cover 3,132,39.51999999999999,4,-2,41.51999999999998,0.3145454545454544,132,436,0.30275229357798167
257,Panthers,Cover 4,72,17.439999999999998,4,-2,19.439999999999998,0.26999999999999996,72,436,0.1651376146788991
258,Panthers,Cover 6,5,2.7199999999999998,0,0,2.7199999999999998,0.5439999999999999,5,436,0.011467889908256881
259,Panthers,Man Cover 2,16,4.4399999999999995,12,0,16.44,1.0275,16,436,0.03669724770642202
260,Panthers,No Video,3,0.44,0,0,0.44,0.14666666666666667,3,436,0.006880733944954129
261,Panthers,Other,1,0.0,0,0,0.0,0.0,1,436,0.0022935779816513763
262,Panthers,Prevent,2,0.48000000000000004,0,0,0.48000000000000004,0.24000000000000002,2,436,0.0045871559633027525
263,Panthers,Screen,23,3.880000000000001,0,0,3.880000000000001,0.16869565217391308,23,436,0.052752293577981654
264,Panthers,Tampa 2,1,0.0,0,0,0.0,0.0,1,436,0.0022935779816513763
265,Patriots,Combination,2,1.8,0,0,1.8,0.9,2,503,0.003976143141153081
266,Patriots,Cover 0,7,3.0,8,0,11.0,1.5714285714285714,7,503,0.013916500994035786
267,Patriots,Cover 1,166,42.800000000000004,12,-6,48.8,0.2939759036144578,166,503,0.33001988071570576
268,Patriots,Cover 2,43,11.239999999999998,0,0,11.239999999999998,0.2613953488372093,43,503,0.08548707753479125
269,Patriots,Cover 3,181,42.27999999999997,8,-5,45.27999999999997,0.2501657458563534,181,503,0.35984095427435386
270,Patriots,Cover 4,49,12.920000000000002,12,-2,22.92,0.4677551020408164,49,503,0.09741550695825049
